Orthogroup	Desulfotalea psychrophila LSv54	Desulfocapsa_13_biocide
OG0000660	WP_011188567.1	Utg862138_23
OG0000661	WP_011188568.1	Utg862138_24
OG0000662	WP_011190083.1	Utg859236_80
OG0000664	WP_011188724.1	Utg860006_55
OG0000665	WP_011188975.1	Utg859750_18
OG0000667	WP_011187436.1	Utg857300_3
OG0000670	WP_011190149.1	Utg858432_31
OG0000671	WP_041277812.1	Utg860006_65
OG0000672	WP_041277607.1	Utg857152_41
OG0000673	WP_049785113.1	Utg859982_38
OG0000674	WP_041278088.1	Utg859236_45
OG0000675	WP_011189795.1	Utg858432_131
OG0000676	WP_011189433.1	Utg859098_162
OG0000677	WP_011188391.1	Utg858494_106
OG0000678	WP_011188390.1	Utg858494_107
OG0000679	WP_011190041.1	Utg866558_16
OG0000680	WP_011188344.1	Utg857490_9
OG0000681	WP_011188359.1	Utg858494_138
OG0000682	WP_011188358.1	Utg858494_139
OG0000683	WP_011188711.1	Utg860006_24
OG0000684	WP_011188080.1	Utg857152_110
OG0000685	WP_011188382.1	Utg858494_115
OG0000686	WP_011188410.1	Utg858494_58
OG0000687	WP_011188378.1	Utg858494_119
OG0000688	WP_011188376.1	Utg858494_121
OG0000689	WP_041277678.1	Utg858494_122
OG0000690	WP_041278170.1	Utg857300_51
OG0000691	WP_011188362.1	Utg858494_135
OG0000692	WP_228130157.1	Utg857152_13
OG0000693	WP_011187992.1	Utg857682_77
OG0000694	WP_228130169.1	Utg857046_223
OG0000695	WP_041277557.1	Utg861744_138
OG0000696	WP_011187783.1	Utg857682_78
OG0000697	WP_011188062.1	Utg857152_72
OG0000698	WP_011190048.1	Utg866558_23
OG0000699	WP_011188875.1	Utg857992_14
OG0000700	WP_011189416.1	Utg857994_23
OG0000701	WP_011189993.1	Utg859982_145
OG0000702	WP_011190258.1	Utg863716_85
OG0000704	WP_011190134.1	Utg858432_50
OG0000705	WP_228130152.1	Utg858432_49
OG0000706	WP_041278076.1	Utg858432_48
OG0000707	WP_011190139.1	Utg858432_45
OG0000708	WP_011190146.1	Utg858432_38
OG0000709	WP_011189173.1	Utg859098_244
OG0000710	WP_228130149.1	Utg858432_137
OG0000711	WP_011187767.1	Utg857300_58
OG0000712	WP_011189831.1	Utg859098_194
OG0000713	WP_041277854.1	Utg859388_72
OG0000714	WP_041278052.1	Utg859388_74
OG0000715	WP_041277673.1	Utg857490_10
OG0000716	WP_011188345.1	Utg857490_8
OG0000717	WP_011188355.1	Utg858494_142
OG0000718	WP_011188356.1	Utg858494_141
OG0000719	WP_011188357.1	Utg858494_140
OG0000720	WP_011188360.1	Utg858494_137
OG0000721	WP_011188363.1	Utg858494_134
OG0000722	WP_173362840.1	Utg858494_130
OG0000723	WP_011188369.1	Utg858494_128
OG0000724	WP_011188374.1	Utg858494_123
OG0000725	WP_011188377.1	Utg858494_120
OG0000726	WP_011188379.1	Utg858494_118
OG0000727	WP_011188383.1	Utg858494_114
OG0000728	WP_011188384.1	Utg858494_113
OG0000729	WP_041277681.1	Utg858494_112
OG0000730	WP_011188386.1	Utg858494_111
OG0000731	WP_011188392.1	Utg858494_105
OG0000732	WP_011188393.1	Utg858494_104
OG0000733	WP_011188394.1	Utg858494_103
OG0000734	WP_011189848.1	Utg860814_296
OG0000735	WP_011188914.1	Utg857994_165
OG0000737	WP_011189854.1	Utg860814_290
OG0000738	WP_011187673.1	Utg859432_37
OG0000739	WP_011189841.1	Utg859098_184
OG0000740	WP_011188173.1	Utg857046_195
OG0000741	WP_011188046.1	Utg857152_47
OG0000742	WP_011189351.1	Utg857046_188
OG0000743	WP_011188337.1	Utg857490_15
OG0000744	WP_041277765.1	Utg860006_53
OG0000745	WP_041278703.1	Utg859388_139
OG0000746	WP_011189168.1	Utg859098_235
OG0000747	WP_011189969.1	Utg857994_151
OG0000748	WP_011189968.1	Utg857994_150
OG0000749	WP_011190196.1	Utg857152_184
OG0000750	WP_011187822.1	Utg861744_131
OG0000751	WP_041277561.1	Utg861744_128
OG0000753	WP_041278830.1	Utg859982_134
OG0000754	WP_011188011.1	Utg865370_30
OG0000755	WP_011188010.1	Utg865370_29
OG0000756	WP_041277989.1	Utg859098_377
OG0000758	WP_011187895.1	Utg861744_34
OG0000759	WP_041278102.1	Utg863716_91
OG0000760	WP_228130188.1	Utg864866_56
OG0000761	WP_011187967.1	Utg865370_36
OG0000762	WP_011190198.1	Utg857152_182
OG0000763	WP_011190199.1	Utg857152_181
OG0000764	WP_011188073.1	Utg857152_103
OG0000765	WP_011187322.1, WP_011189819.1	Utg857994_216
OG0000766	WP_011187956.1	Utg861744_46
OG0000767	WP_011188486.1	Utg860814_97
OG0000768	WP_011188930.1	Utg858432_125
OG0000769	WP_011188396.1	Utg858494_100
OG0000770	WP_011188398.1	Utg858494_98
OG0000771	WP_156792213.1	Utg858494_97
OG0000772	WP_011188400.1	Utg858494_95
OG0000773	WP_011188401.1	Utg858494_94
OG0000774	WP_011188402.1	Utg858494_93
OG0000775	WP_156792175.1	Utg857152_8
OG0000776	WP_041278880.1	Utg858432_16
OG0000777	WP_011190185.1	Utg858432_17
OG0000778	WP_011189054.1	Utg859076_36
OG0000779	WP_011190173.1	Utg859236_39
OG0000781	WP_011190291.1, WP_011190033.1	Utg859388_66
OG0000782	WP_011188085.1	Utg857152_113
OG0000783	WP_011189184.1	Utg859098_319
OG0000784	WP_173362838.1	Utg864866_53
OG0000785	WP_011188146.1	Utg864866_52
OG0000786	WP_011190398.1, WP_011189336.1	Utg857682_63, Utg861744_80
OG0000787	WP_011190159.1	Utg858432_7
OG0000789	WP_041278010.1	Utg858432_136
OG0000790	WP_011188029.1	Utg857152_24
OG0000791	WP_011187571.1	Utg857152_172
OG0000792	WP_041278009.1	Utg858432_138
OG0000793	WP_011189207.1	Utg860814_257
OG0000794	WP_011189176.1	Utg859098_248
OG0000795	WP_011190180.1	Utg859236_57
OG0000796	WP_011189940.1	Utg859388_11
OG0000797	WP_011189186.1	Utg859098_321
OG0000799	WP_011190084.1	Utg859236_84
OG0000800	WP_011187504.1	Utg857300_48
OG0000801	WP_011190119.1	Utg858432_94
OG0000802	WP_041278047.1	Utg859982_39
OG0000803	WP_011188525.1	Utg862138_37
OG0000804	WP_011189007.1	Utg857300_38
OG0000806	WP_011187896.1	Utg861744_35
OG0000807	WP_049785110.1	Utg857994_156
OG0000808	WP_011188409.1	Utg858494_59
OG0000809	WP_011189037.1	Utg859076_29
OG0000810	WP_011187914.1	Utg859388_28
OG0000811	WP_011189036.1	Utg859076_28
OG0000812	WP_011188621.1	Utg859982_130
OG0000813	WP_011190169.1	Utg859236_28
OG0000815	WP_011188855.1	Utg859098_270
OG0000816	WP_011187952.1	Utg861744_39
OG0000817	WP_041277591.1	Utg861744_55
OG0000818	WP_011189743.1	Utg859982_206
OG0000819	WP_041277865.1	Utg859098_237
OG0000822	WP_011188324.1	Utg857490_29
OG0000823	WP_041277669.1	Utg857490_26
OG0000825	WP_011188727.1	Utg860006_60
OG0000826	WP_011189633.1	Utg859098_398
OG0000827	WP_011188664.1	Utg857992_34
OG0000828	WP_011188665.1	Utg857992_33
OG0000829	WP_011188666.1	Utg857992_32
OG0000830	WP_041277749.1	Utg857992_31
OG0000831	WP_083818944.1	Utg857992_30
OG0000832	WP_041278463.1	Utg857992_29
OG0000833	WP_011188552.1	Utg862138_6
OG0000834	WP_011190339.1	Utg860814_211
OG0000835	WP_265588585.1	Utg861744_136
OG0000836	WP_011190015.1	Utg859982_37
OG0000837	WP_011189967.1	Utg857994_149
OG0000838	WP_011190320.1	Utg859750_78
OG0000839	WP_011189976.1	Utg857994_159
OG0000841	WP_011187964.1	Utg861744_104
OG0000842	WP_011189994.1	Utg859982_143
OG0000843	WP_011189839.1	Utg859098_186
OG0000844	WP_011190044.1	Utg866558_19
OG0000845	WP_041278056.1	Utg866558_18
OG0000846	WP_041278055.1	Utg866558_15
OG0000848	WP_049785106.1	Utg859098_198
OG0000849	WP_011188952.1	Utg860814_241
OG0000851	WP_041277521.1	Utg859432_52
OG0000852	WP_011188523.1	Utg862138_31
OG0000853	WP_011188569.1	Utg862138_25
OG0000854	WP_011189880.1	Utg859098_156
OG0000855	WP_011188566.1	Utg862138_22
OG0000856	WP_011189878.1	Utg859098_158
OG0000857	WP_011188923.1	Utg866558_50, Utg860006_64
OG0000858	WP_011187521.1	Utg857152_16
OG0000860	WP_011188078.1	Utg857152_108
OG0000861	WP_011188524.1	Utg862138_32
OG0000862	WP_041278336.1	Utg857046_249
OG0000863	WP_228130144.1	Utg858498_11
OG0000864	WP_011188040.1	Utg857152_40
OG0000865	WP_011187680.1	Utg859432_45
OG0000866	WP_011187847.1	Utg861744_123
OG0000867	WP_011188057.1	Utg857152_66
OG0000868	WP_011190333.1, WP_011189786.1	Utg858432_141
OG0000869	WP_011188361.1	Utg858494_136
OG0000870	WP_011187527.1	Utg857152_7
OG0000871	WP_011189849.1	Utg860814_295
OG0000872	WP_193763854.1	Utg859076_32
OG0000873	WP_011189793.1	Utg858432_134
OG0000874	WP_041278050.1	Utg859982_42
OG0000875	WP_156792221.1	Utg862138_27
OG0000876	WP_011189775.1	Utg858498_10
OG0000877	WP_011190326.1	Utg859750_69
OG0000878	WP_011187891.1	Utg861744_25
OG0000879	WP_011189824.1	Utg859098_208
OG0000881	WP_011187319.1	Utg857046_136
OG0000882	WP_041278072.1	Utg857076_30
OG0000884	WP_011188152.1	Utg864866_4
OG0000886	WP_011190161.1	Utg857152_198
OG0000889	WP_011187694.1	Utg857046_218
OG0000891	WP_228130168.1	Utg857046_227
OG0000893	WP_011190140.1	Utg858432_44
OG0000894	WP_041278006.1	Utg857300_13
OG0000895	WP_011187678.1	Utg859432_42
OG0000896	WP_011188870.1	Utg862138_41
OG0000898	WP_011187994.1	Utg857682_75
OG0000899	WP_011188670.1	Utg857992_27
OG0000900	WP_041278069.1	Utg857076_21
OG0000901	WP_011189435.1	Utg857076_69, Utg860814_111
OG0000902	WP_011188506.1	Utg860814_108
OG0000903	WP_228130176.1	Utg860814_106
OG0000904	WP_011188485.1	Utg860814_95
OG0000905	WP_011189445.1	Utg859388_147
OG0000906	WP_011190322.1	Utg859750_75, Utg859750_76
OG0000907	WP_011188240.1	Utg859750_22
OG0000909	WP_011188214.1	Utg857682_174
OG0000910	WP_011188164.1	Utg865370_34
OG0000913	WP_011187576.1	Utg857076_64
OG0000914	WP_011190229.1, WP_011189008.1	Utg857300_37
OG0000915	WP_011189188.1, WP_162096646.1	Utg857300_28
OG0000916	WP_041278060.1	Utg857682_138
OG0000918	WP_228130159.1	Utg859388_177
OG0000922	WP_011187318.1	Utg857046_134
OG0000923	WP_011189003.1	Utg857046_22
OG0000925	WP_011189980.1	Utg860006_89, Utg859982_172
OG0000928	WP_011188614.1, WP_011188615.1	Utg859388_85
OG0000929	WP_011189415.1	Utg857994_22, Utg857994_21
OG0000930	WP_041278638.1	Utg859098_247
OG0000931	WP_011189193.1	Utg859098_329
OG0000933	WP_011189930.1	Utg859098_74, Utg859098_75, Utg859076_46
OG0000934	WP_011188900.1	Utg859076_51, Utg859098_66, Utg859098_67
OG0000935	WP_041277923.1	Utg859388_184, Utg858498_24
OG0000936	WP_011188905.1	Utg859982_80
OG0000937	WP_011188588.1, WP_011188587.1	Utg857994_136
OG0000939	WP_041278059.1	Utg858432_107
OG0000940	WP_011187514.1, WP_049785042.1	Utg857076_11
OG0000942	WP_011189048.1	Utg859982_168
OG0000942	WP_011188006.1	Utg859982_167
OG0000943	WP_011189192.1	Utg859098_328
OG0000944	WP_011187341.1	Utg858432_128
OG0000946	WP_041277743.1	Utg858494_6
OG0000947	WP_011189047.1	Utg859982_166
OG0000948	WP_011189046.1	Utg859982_165
OG0000949	WP_041277648.1	Utg857152_163
OG0000952	WP_041277907.1, WP_041277650.1	Utg857682_53
OG0000954	WP_173362830.1	Utg859388_173
OG0000962	WP_011189457.1	Utg859388_132
OG0000963	WP_011188076.1	Utg857152_106
OG0000964	WP_011190012.1	Utg859982_41
OG0000967	WP_011189189.1	Utg857994_90
OG0000970	WP_011188328.1	Utg857490_24
OG0000971	WP_011187682.1	Utg859432_47
OG0000972	WP_011189519.1	Utg859098_228
OG0000973	WP_011189337.1, WP_011190397.1	Utg857682_62, Utg861744_79
OG0000974	WP_011190049.1	Utg866558_24
OG0000977	WP_011189873.1	Utg859098_362
OG0000980	WP_011188680.1	Utg857992_22
OG0000982	WP_011188025.1	Utg861744_47
OG0000983	WP_011190063.1	Utg858432_111
OG0000985	WP_011188560.1	Utg862138_15
OG0000987	WP_011188857.1	Utg859098_268
OG0000988	WP_011188973.1	Utg859750_14
OG0000989	WP_011188859.1	Utg859098_265
OG0000990	WP_156792200.1	Utg861744_40
OG0000991	WP_041277519.1	Utg859432_40
OG0000994	WP_083818937.1	Utg858494_108
OG0000996	WP_041277423.1	Utg857046_68
OG0000998	WP_011189982.1	Utg859982_156
OG0001001	WP_041277663.1	Utg857152_125
OG0001002	WP_011189853.1	Utg860814_291
OG0001004	WP_011188129.1	Utg864866_85
OG0001005	WP_011188130.1	Utg864866_84
OG0001007	WP_011189792.1	Utg858432_135
OG0001011	WP_011187970.1	Utg863716_109
OG0001012	WP_041277843.1, WP_041277847.1	Utg860814_60
OG0001013	WP_049785060.1	Utg860814_19, Utg860814_20
OG0001014	WP_011190157.1	Utg858432_10
OG0001017	WP_011189511.1	Utg859388_91
OG0001019	WP_011190292.1, WP_228130207.1	Utg859388_67
OG0001022	WP_011187306.1	Utg857046_31
OG0001023	WP_156792191.1	Utg861744_135
OG0001026	WP_011189405.1	Utg857994_126, Utg857994_125
OG0001027	WP_011190117.1	Utg857076_42
OG0001030	WP_011187816.1	Utg861744_137
OG0001033	WP_041277794.1	Utg859098_260
OG0001034	WP_041277590.1	Utg861744_53
OG0001035	WP_011187889.1	Utg861744_22
OG0001036	WP_041277818.1	Utg857152_102, Utg857152_101
OG0001038	WP_011187949.1	Utg857300_56
OG0001039	WP_011190060.1	Utg858432_117
OG0001040	WP_011188403.1	Utg858494_92
OG0001041	WP_011190017.1	Utg859388_87
OG0001042	WP_083818927.1, WP_011189450.1	Utg859982_220
OG0001045	WP_011189936.1	Utg859388_15
OG0001046	WP_011190051.1	Utg866558_26
OG0001048	WP_049785120.1	Utg858432_90
OG0001049	WP_041277587.1	Utg859236_98
OG0001052	WP_011188584.1	Utg857152_158
OG0001053	WP_041277415.1	Utg857994_209
OG0001054	WP_011190182.1	Utg858432_21
OG0001056	WP_011188906.1	Utg859098_437, Utg858498_1
OG0001057	WP_011188545.1	Utg857682_14
OG0001058	WP_041278814.1	Utg859388_14
OG0001059	WP_011187902.1	Utg857682_92
OG0001060	WP_049785045.1	Utg861448_4
OG0001063	WP_011187933.1	Utg859982_72
OG0001067	WP_011190005.1	Utg859982_135, Utg859982_136
OG0001068	WP_011188852.1	Utg859098_273
OG0001070	WP_011189051.1	Utg859076_33
OG0001071	WP_011189863.1	Utg860814_250, Utg860814_268, Utg860814_269
OG0001072	WP_011189869.1	Utg860814_262
OG0001073	WP_011189989.1, WP_011188204.1	Utg859982_126
OG0001074	WP_011190341.1	Utg859432_79
OG0001075	WP_011187587.1	Utg859098_419
OG0001076	WP_011190197.1	Utg857152_183
OG0001077	WP_156792170.1, WP_011187417.1	Utg858432_152, Utg864866_72
OG0001078	WP_041277736.1	Utg857076_4
OG0001082	WP_041277998.1	Utg863716_40
OG0001083	WP_011188005.1	Utg865370_14
OG0001084	WP_011188002.1	Utg865370_12
OG0001085	WP_011189370.1	Utg859098_389
OG0001086	WP_011188189.1	Utg864866_114
OG0001088	WP_011187879.1	Utg857300_53
OG0001089	WP_011188964.1	Utg860006_113
OG0001091	WP_011189718.1	Utg857076_49, Utg857300_21
OG0001093	WP_011189705.1	Utg857046_261
OG0001094	WP_011188981.1	Utg857994_67
OG0001095	WP_011188408.1	Utg858494_86
OG0001096	WP_228130173.1	Utg858494_56
OG0001098	WP_041277489.1	Utg859098_10
OG0001100	WP_011189979.1	Utg857994_163
OG0001101	WP_011190028.1	Utg859388_71
OG0001102	WP_011190069.1	Utg859982_77
OG0001104	WP_011189835.1	Utg859098_190
OG0001105	WP_011189561.1	Utg859098_253
OG0001106	WP_011189562.1	Utg859098_254
OG0001107	WP_011189182.1	Utg859098_317
OG0001108	WP_011189190.1	Utg859098_326
OG0001109	WP_011189191.1	Utg859098_327
OG0001110	WP_011189194.1	Utg859098_330
OG0001111	WP_011189652.1	Utg859098_353
OG0001113	WP_011190127.1	Utg858432_78
OG0001114	WP_011189908.1	Utg859098_97
OG0001115	WP_011189846.1	Utg858498_5
OG0001116	WP_011189508.1	Utg859982_18
OG0001117	WP_011188962.1	Utg859982_15
OG0001118	WP_011187917.1	Utg857992_11
OG0001119	WP_041278058.1	Utg858432_116
OG0001120	WP_011188572.1	Utg862138_29
OG0001121	WP_011188932.1	Utg861448_2
OG0001122	WP_011189826.1	Utg857046_148
OG0001124	WP_011189560.1	Utg859098_252
OG0001125	WP_011187916.1	Utg863716_62
OG0001126	WP_011187700.1	Utg860814_1
OG0001127	WP_011189411.1	Utg857994_16
OG0001132	WP_011189134.1	Utg858494_7
OG0001134	WP_011188603.1	Utg861744_97
OG0001136	WP_011189732.1	Utg857994_83, Utg857994_84
OG0001139	WP_011188633.1, WP_049785025.1, WP_041277635.1, WP_011188963.1	Utg860006_115
OG0001142	WP_011190150.1	Utg858432_30
OG0001143	WP_265588575.1	Utg863716_34
OG0001145	WP_011189970.1	Utg857994_153
OG0001150	WP_041278064.1	Utg859236_99
OG0001155	WP_011188483.1	Utg859098_278
OG0001158	WP_011189947.1	Utg857152_140
OG0001159	WP_011189038.1	Utg859076_30
OG0001161	WP_011190027.1	Utg859388_73
OG0001162	WP_162096652.1	Utg859098_386
OG0001164	WP_011188853.1	Utg859098_272
OG0001165	WP_011188521.1	Utg860814_188
OG0001168	WP_041277846.1	Utg860814_59, Utg860814_58
OG0001169	WP_011189086.1	Utg860814_65
OG0001178	WP_011189919.1	Utg859098_86
OG0001179	WP_041277711.1	Utg860814_117
OG0001180	WP_011187542.1	Utg857682_67, Utg861744_89
OG0001181	WP_011187541.1	Utg857682_68, Utg861744_88
OG0001182	WP_049785032.1	Utg857300_43, Utg857300_42
OG0001183	WP_011189001.1	Utg857046_19
OG0001184	WP_011190441.1	Utg857046_171, Utg857046_170
OG0001189	WP_011188586.1	Utg857152_160
OG0001192	WP_011187771.1	Utg866558_38
OG0001195	WP_228130192.1	Utg862138_54
OG0001197	WP_011189852.1	Utg860814_292
OG0001198	WP_041278650.1	Utg860814_255
OG0001200	WP_041277710.1	Utg860814_110
OG0001203	WP_011190358.1	Utg863716_48
OG0001206	WP_011187584.1	Utg859098_422
OG0001207	WP_011187585.1	Utg859098_421
OG0001208	WP_011187339.1	Utg859750_84
OG0001209	WP_041277637.1	Utg864866_66
OG0001215	WP_011188303.1	Utg864866_15
OG0001223	WP_011187993.1	Utg857682_76
OG0001230	WP_011187958.1	Utg861744_52
OG0001232	WP_011187878.1	Utg857300_52
OG0001233	WP_011187456.1	Utg860006_75
OG0001236	WP_011189717.1	Utg857076_53, Utg857300_20
OG0001237	WP_011189714.1	Utg857076_52, Utg857300_17
OG0001238	WP_011190350.1	Utg863716_56
OG0001239	WP_041277965.1	Utg860006_48
OG0001242	WP_011188030.1	Utg857152_25
OG0001243	WP_011188044.1	Utg857152_44
OG0001244	WP_011188050.1	Utg857152_55
OG0001245	WP_049785003.1	Utg857152_67
OG0001246	WP_011188074.1	Utg857152_104
OG0001247	WP_156792206.1	Utg857046_254
OG0001248	WP_011188158.1	Utg857046_211
OG0001249	WP_041277427.1	Utg857046_131
OG0001252	WP_011190111.1	Utg857076_31
OG0001253	WP_011190107.1	Utg857076_28
OG0001254	WP_041278070.1	Utg857076_24
OG0001255	WP_011190081.1	Utg860814_252, Utg859236_60
OG0001256	WP_011190179.1	Utg859236_47
OG0001257	WP_011190174.1	Utg859236_42
OG0001258	WP_011188880.1	Utg859236_19
OG0001259	WP_041277800.1	Utg859236_18
OG0001260	WP_011188713.1	Utg860006_26
OG0001261	WP_011188718.1	Utg860006_46, Utg860006_47
OG0001263	WP_011187459.1	Utg860006_85
OG0001264	WP_011190206.1	Utg860006_166
OG0001266	WP_011189961.1	Utg857994_143
OG0001267	WP_011187707.1	Utg863716_43
OG0001271	WP_011189823.1	Utg859098_211
OG0001272	WP_011189196.1	Utg859098_223
OG0001273	WP_011187990.1	Utg859098_180
OG0001274	WP_228130163.1	Utg859098_242
OG0001275	WP_011188920.1	Utg859098_312
OG0001276	WP_011187464.1	Utg859098_323
OG0001277	WP_041277468.1	Utg859098_324
OG0001278	WP_011187469.1	Utg859098_332
OG0001279	WP_011187468.1	Utg859098_333
OG0001281	WP_011189654.1	Utg859098_355
OG0001282	WP_011189655.1	Utg859098_356
OG0001283	WP_041278031.1	Utg859098_359
OG0001284	WP_011189898.1	Utg859098_108
OG0001285	WP_041278035.1	Utg859098_107
OG0001286	WP_011189900.1	Utg859098_106
OG0001287	WP_011189903.1	Utg859098_103
OG0001288	WP_011189904.1	Utg859098_102
OG0001289	WP_011189915.1	Utg859098_90
OG0001290	WP_011189916.1	Utg859098_89
OG0001291	WP_011189782.1	Utg858498_8
OG0001292	WP_041278007.1	Utg858498_9
OG0001293	WP_011189639.1	Utg858498_12
OG0001294	WP_011189444.1	Utg859388_148
OG0001296	WP_011187575.1	Utg857076_63
OG0001297	WP_011187574.1	Utg857076_62
OG0001298	WP_011190042.1	Utg866558_17
OG0001300	WP_011187313.1	Utg857046_102
OG0001301	WP_011188553.1	Utg862138_7
OG0001302	WP_011188052.1	Utg857152_58
OG0001303	WP_011190054.1	Utg866558_30
OG0001304	WP_011188487.1	Utg860814_98
OG0001305	WP_011188988.1	Utg860814_105
OG0001306	WP_156792220.1	Utg862138_26
OG0001307	WP_049784984.1	Utg864866_51
OG0001308	WP_011188075.1	Utg857152_105
OG0001309	WP_011189454.1	Utg859388_136
OG0001310	WP_011189366.1	Utg859098_214
OG0001311	WP_011189760.1	Utg857994_43
OG0001312	WP_011189133.1	Utg864866_89
OG0001313	WP_011188255.1	Utg857152_164
OG0001314	WP_011188928.1	Utg860814_151
OG0001317	WP_011189306.1	Utg857152_139
OG0001318	WP_011188259.1	Utg857076_9
OG0001320	WP_011187780.1	Utg858432_64
OG0001322	WP_011187738.1, WP_011187731.1, WP_011187728.1	Utg858494_49
OG0001324	WP_011188518.1	Utg859982_194
OG0001330	WP_011188919.1	Utg860814_324
OG0001332	WP_011190181.1	Utg860006_156
OG0001333	WP_011189294.1	Utg861744_85
OG0001339	WP_011190118.1	Utg858432_95
OG0001340	WP_011190080.1	Utg859236_59
OG0001341	WP_041277703.1	Utg859098_277
OG0001344	WP_011187522.1	Utg857152_14
OG0001345	WP_011188990.1	Utg859236_15
OG0001347	WP_011190171.1	Utg859236_34
OG0001348	WP_156792209.1	Utg864866_27
OG0001353	WP_228130197.1	Utg860814_78
OG0001354	WP_011189092.1	Utg860814_71
OG0001355	WP_011189174.1	Utg859098_246
OG0001357	WP_011187805.1	Utg860006_79
OG0001362	WP_011188686.1	Utg862138_55
OG0001363	WP_011190055.1	Utg866558_33
OG0001364	WP_049785165.1	Utg859236_27
OG0001367	WP_011187892.1	Utg861744_31
OG0001372	WP_011187309.1	Utg857300_8
OG0001376	WP_011190003.1	Utg859982_22
OG0001378	WP_011189459.1	Utg859388_130
OG0001384	WP_041277560.1	Utg861744_132
OG0001385	WP_011189099.1	Utg860814_76
OG0001387	WP_011189607.1	Utg861448_22, Utg863716_95
OG0001390	WP_011189963.1	Utg857994_145
OG0001394	WP_162096642.1	Utg860814_328
OG0001395	WP_011189860.1	Utg860814_281
OG0001396	WP_011189865.1	Utg860814_266
OG0001397	WP_011188549.1	Utg862138_4
OG0001398	WP_162096645.1	Utg860814_238
OG0001399	WP_156792316.1	Utg860814_228
OG0001401	WP_228130177.1	Utg860814_187
OG0001402	WP_041277838.1	Utg860814_80
OG0001403	WP_011190311.1	Utg863716_83
OG0001404	WP_011190314.1	Utg863716_81
OG0001405	WP_011190316.1	Utg863716_79
OG0001406	WP_011190317.1	Utg863716_78
OG0001407	WP_011190349.1	Utg863716_57
OG0001408	WP_041278124.1	Utg863716_55
OG0001409	WP_011190359.1	Utg863716_44
OG0001411	WP_011187982.1	Utg859388_52
OG0001414	WP_011189737.1	Utg857152_178
OG0001415	WP_041277644.1	Utg859750_82
OG0001416	WP_011190334.1	Utg859750_62
OG0001418	WP_011188131.1	Utg864866_83
OG0001421	WP_011187997.1	Utg859432_73, Utg859432_72
OG0001422	WP_011189022.1	Utg859982_29, Utg857994_134
OG0001424	WP_011187337.1	Utg865370_15
OG0001427	WP_011188927.1	Utg863716_67
OG0001429	WP_041277589.1	Utg861744_51
OG0001433	WP_011190459.1, WP_041277534.1	Utg859098_6
OG0001434	WP_011187298.1	Utg857300_55
OG0001438	WP_011189479.1	Utg864866_71, Utg860006_124
OG0001440	WP_011187606.1	Utg859750_31
OG0001445	WP_011187528.1	Utg857152_6
OG0001446	WP_011188042.1	Utg857152_42
OG0001447	WP_011188043.1	Utg857152_43
OG0001448	WP_011188061.1	Utg857152_70
OG0001450	WP_011188609.1, WP_011188068.1	Utg857152_87
OG0001451	WP_011188087.1	Utg857152_115
OG0001452	WP_011188101.1	Utg857046_224
OG0001454	WP_041278085.1	Utg857046_204
OG0001458	WP_011188347.1	Utg857490_5
OG0001459	WP_041277674.1	Utg857490_4
OG0001461	WP_011190116.1	Utg857076_39
OG0001462	WP_041278068.1	Utg857076_20
OG0001463	WP_011188107.1	Utg859982_178
OG0001464	WP_011190088.1	Utg857076_17
OG0001469	WP_041277853.1, WP_041277446.1	Utg859236_53
OG0001470	WP_011190170.1	Utg859236_33
OG0001473	WP_156792301.1	Utg860006_125
OG0001474	WP_041277925.1	Utg860006_138
OG0001477	WP_041277414.1	Utg857994_212
OG0001478	WP_011187447.1	Utg857994_167
OG0001479	WP_011189977.1	Utg857994_160
OG0001480	WP_011189006.1	Utg864866_70
OG0001481	WP_011190038.1	Utg859388_54
OG0001482	WP_049785114.1	Utg859388_79
OG0001483	WP_011190016.1	Utg859388_88
OG0001484	WP_049785117.1	Utg859982_76
OG0001485	WP_041278046.1	Utg859982_137
OG0001488	WP_011189517.1	Utg859098_337
OG0001489	WP_041277935.1	Utg859098_341
OG0001490	WP_011189894.1	Utg859098_112
OG0001491	WP_011189895.1	Utg859098_111
OG0001492	WP_011189896.1	Utg859098_110
OG0001493	WP_162096664.1	Utg859098_109
OG0001494	WP_011189909.1	Utg859098_96
OG0001495	WP_011189910.1	Utg859098_95
OG0001496	WP_011189912.1	Utg859098_93
OG0001497	WP_011189913.1	Utg859098_92
OG0001498	WP_011189914.1	Utg859098_91
OG0001499	WP_011189921.1	Utg859098_84
OG0001500	WP_011189922.1	Utg859098_83
OG0001501	WP_011189923.1	Utg859098_82
OG0001502	WP_011189924.1	Utg859098_81
OG0001503	WP_011189925.1	Utg859098_80
OG0001504	WP_011189932.1	Utg859098_72
OG0001505	WP_083818954.1	Utg859098_65
OG0001507	WP_011189417.1	Utg858498_17
OG0001508	WP_011189424.1	Utg859388_180
OG0001510	WP_011189458.1	Utg859388_131
OG0001511	WP_011189770.1, WP_011188610.1	Utg859388_98
OG0001512	WP_011189771.1	Utg859388_96
OG0001513	WP_011188907.1	Utg858498_3, Utg858498_2, Utg859098_438
OG0001516	WP_011189380.1	Utg857994_52
OG0001517	WP_011188933.1	Utg861448_3
OG0001518	WP_011188929.1	Utg858432_124
OG0001519	WP_011190183.1	Utg858432_20
OG0001520	WP_041278083.1	Utg858432_8
OG0001521	WP_011187862.1	Utg862138_19
OG0001522	WP_041277716.1	Utg862138_8
