Orthogroup	Desulfotalea psychrophila LSv54	Desulfocapsa_06_corrosive
OG0000637	WP_011190035.1	Utg323392_155
OG0000638	WP_011190101.1	Utg323262_113
OG0000639	WP_011189179.1	Utg323152_564
OG0000640	WP_011189473.1	Utg323990_80
OG0000641	WP_011189464.1	Utg323632_228
OG0000642	WP_011189005.1	Utg323316_136
OG0000643	WP_011189974.1	Utg323074_137
OG0000644	WP_011188027.1	Utg323300_295
OG0000645	WP_011187303.1	Utg323316_141
OG0000646	WP_011190137.1	Utg323632_108
OG0000647	WP_011190138.1	Utg323632_107
OG0000648	WP_011190141.1	Utg323632_103
OG0000649	WP_011189975.1	Utg323074_138
OG0000650	WP_011188871.1	Utg323632_350
OG0000651	WP_011188863.1	Utg323152_154
OG0000652	WP_011189939.1	Utg323392_225
OG0000653	WP_011189434.1	Utg323152_255
OG0000654	WP_011188972.1	Utg323140_11
OG0000655	WP_011188330.1	Utg323448_27
OG0000656	WP_011189856.1	Utg323180_692
OG0000657	WP_011189855.1	Utg323180_693
OG0000658	WP_011189851.1	Utg323180_697
OG0000659	WP_011189850.1	Utg323180_698
OG0000660	WP_011188567.1	Utg323632_33
OG0000661	WP_011188568.1	Utg323632_34
OG0000662	WP_011190083.1	Utg323262_165, Utg323262_164
OG0000663	WP_198408692.1	Utg323140_228
OG0000664	WP_011188724.1	Utg323990_147
OG0000665	WP_011188975.1	Utg323140_6
OG0000666	WP_011190230.1	Utg323180_423
OG0000667	WP_011187436.1	Utg323300_165
OG0000670	WP_011190149.1	Utg323632_92
OG0000671	WP_041277812.1	Utg323990_137
OG0000672	WP_041277607.1	Utg323300_313
OG0000673	WP_049785113.1	Utg323152_509
OG0000674	WP_041278088.1	Utg324548_24
OG0000675	WP_011189795.1	Utg323632_238
OG0000676	WP_011189433.1	Utg323152_254
OG0000677	WP_011188391.1	Utg323448_85
OG0000678	WP_011188390.1	Utg323448_84
OG0000679	WP_011190041.1	Utg323632_301
OG0000680	WP_011188344.1	Utg323448_39
OG0000681	WP_011188359.1	Utg323448_54
OG0000682	WP_011188358.1	Utg323448_53
OG0000683	WP_011188711.1	Utg323990_179
OG0000684	WP_011188080.1	Utg323300_386
OG0000685	WP_011188382.1	Utg323448_77
OG0000686	WP_011188410.1	Utg323448_114
OG0000687	WP_011188378.1	Utg323448_73
OG0000688	WP_011188376.1	Utg323448_71
OG0000689	WP_041277678.1	Utg323448_70
OG0000690	WP_041278170.1	Utg323300_99
OG0000691	WP_011188362.1	Utg323448_57
OG0000692	WP_228130157.1	Utg323300_284
OG0000693	WP_011187992.1	Utg325220_116
OG0000694	WP_228130169.1	Utg323316_326
OG0000695	WP_041277557.1	Utg324810_39
OG0000696	WP_011187783.1	Utg325220_114
OG0000697	WP_011188062.1	Utg323300_348
OG0000698	WP_011190048.1	Utg323632_294
OG0000699	WP_011188875.1	Utg323632_360
OG0000700	WP_011189416.1	Utg323074_31
OG0000701	WP_011189993.1	Utg323152_442
OG0000702	WP_011190258.1	Utg323180_262
OG0000704	WP_011190134.1	Utg323632_111
OG0000705	WP_228130152.1	Utg323632_110
OG0000706	WP_041278076.1	Utg323632_109
OG0000707	WP_011190139.1	Utg323632_105
OG0000708	WP_011190146.1	Utg323632_98
OG0000709	WP_011189173.1	Utg323152_170
OG0000710	WP_228130149.1	Utg323632_246
OG0000711	WP_011187767.1	Utg323300_74
OG0000712	WP_011189831.1	Utg323152_217
OG0000713	WP_041277854.1	Utg323392_146
OG0000714	WP_041278052.1	Utg323392_144
OG0000715	WP_041277673.1	Utg323448_38
OG0000716	WP_011188345.1	Utg323448_40
OG0000717	WP_011188355.1	Utg323448_50
OG0000718	WP_011188356.1	Utg323448_51
OG0000719	WP_011188357.1	Utg323448_52
OG0000720	WP_011188360.1	Utg323448_55
OG0000721	WP_011188363.1	Utg323448_58
OG0000722	WP_173362840.1	Utg323448_61
OG0000723	WP_011188369.1	Utg323448_64
OG0000724	WP_011188374.1	Utg323448_69
OG0000725	WP_011188377.1	Utg323448_72
OG0000726	WP_011188379.1	Utg323448_74
OG0000727	WP_011188383.1	Utg323448_78
OG0000728	WP_011188384.1	Utg323448_79
OG0000729	WP_041277681.1	Utg323448_80
OG0000730	WP_011188386.1	Utg323448_81
OG0000731	WP_011188392.1	Utg323448_86
OG0000732	WP_011188393.1	Utg323448_87
OG0000733	WP_011188394.1	Utg323448_88
OG0000734	WP_011189848.1	Utg323180_700
OG0000735	WP_011188914.1	Utg323074_151
OG0000737	WP_011189854.1	Utg323180_694
OG0000738	WP_011187673.1	Utg323140_176
OG0000739	WP_011189841.1	Utg323152_227
OG0000740	WP_011188173.1	Utg323316_299
OG0000741	WP_011188046.1	Utg323300_319
OG0000742	WP_011189351.1	Utg323316_284
OG0000743	WP_011188337.1	Utg323448_33
OG0000744	WP_041277765.1	Utg323990_150
OG0000745	WP_041278703.1	Utg323392_96
OG0000746	WP_011189168.1	Utg323152_179
OG0000747	WP_011189969.1	Utg323074_132
OG0000748	WP_011189968.1	Utg323074_131
OG0000749	WP_011190196.1	Utg323180_110
OG0000750	WP_011187822.1	Utg324810_48
OG0000751	WP_041277561.1	Utg324810_51
OG0000753	WP_041278830.1	Utg323152_450
OG0000754	WP_011188011.1	Utg323266_37
OG0000755	WP_011188010.1	Utg323266_36
OG0000756	WP_041277989.1	Utg323152_9
OG0000758	WP_011187895.1	Utg323160_65
OG0000759	WP_041278102.1	Utg323180_268
OG0000760	WP_228130188.1	Utg323140_99
OG0000761	WP_011187967.1	Utg323266_44
OG0000762	WP_011190198.1	Utg323180_108
OG0000763	WP_011190199.1	Utg323180_107
OG0000764	WP_011188073.1	Utg323300_379
OG0000765	WP_011187322.1, WP_011189819.1	Utg323152_356
OG0000766	WP_011187956.1	Utg323160_38
OG0000767	WP_011188486.1	Utg323180_507
OG0000768	WP_011188930.1	Utg323632_232
OG0000769	WP_011188396.1	Utg323448_91
OG0000770	WP_011188398.1	Utg323448_93
OG0000771	WP_156792213.1	Utg323448_94
OG0000772	WP_011188400.1	Utg323448_95
OG0000773	WP_011188401.1	Utg323448_96
OG0000774	WP_011188402.1	Utg323448_97
OG0000775	WP_156792175.1	Utg323300_280
OG0000776	WP_041278880.1	Utg323632_74
OG0000777	WP_011190185.1	Utg323632_75
OG0000778	WP_011189054.1	Utg323180_310
OG0000779	WP_011190173.1	Utg324548_29
OG0000781	WP_011190291.1, WP_011190033.1	Utg323392_152
OG0000782	WP_011188085.1	Utg323300_390
OG0000783	WP_011189184.1	Utg323152_80
OG0000784	WP_173362838.1	Utg323140_102
OG0000785	WP_011188146.1	Utg323140_103
OG0000787	WP_011190159.1	Utg323632_68
OG0000788	WP_011189147.1	Utg323316_75, Utg323316_74
OG0000789	WP_041278010.1	Utg323632_245
OG0000790	WP_011188029.1	Utg323300_297
OG0000791	WP_011187571.1	Utg323180_99
OG0000792	WP_041278009.1	Utg323632_247
OG0000793	WP_011189207.1	Utg323180_665
OG0000794	WP_011189176.1	Utg323152_166
OG0000795	WP_011190180.1	Utg324548_10
OG0000796	WP_011189940.1	Utg323392_226
OG0000797	WP_011189186.1	Utg323152_78
OG0000799	WP_011190084.1	Utg323262_161
OG0000800	WP_011187504.1	Utg323300_103
OG0000801	WP_011190119.1	Utg323632_142
OG0000802	WP_041278047.1	Utg323152_508
OG0000803	WP_011188525.1	Utg323632_49
OG0000804	WP_011189007.1	Utg323300_114
OG0000806	WP_011187896.1	Utg323160_64
OG0000807	WP_049785110.1	Utg323074_136
OG0000808	WP_011188409.1	Utg323448_113
OG0000809	WP_011189037.1	Utg323180_317
OG0000810	WP_011187914.1	Utg323392_199
OG0000811	WP_011189036.1	Utg323180_318
OG0000812	WP_011188621.1	Utg323152_454
OG0000813	WP_011190169.1	Utg323990_217
OG0000815	WP_011188855.1	Utg323152_145
OG0000816	WP_011187952.1	Utg323160_60
OG0000817	WP_041277591.1	Utg323160_28
OG0000818	WP_011189743.1	Utg323152_392
OG0000819	WP_041277865.1	Utg323152_177
OG0000822	WP_011188324.1	Utg323448_19
OG0000823	WP_041277669.1	Utg323448_22
OG0000824	WP_011187363.1	Utg323140_266, Utg325220_3
OG0000825	WP_011188727.1	Utg323990_142
OG0000826	WP_011189633.1	Utg323180_412
OG0000827	WP_011188664.1	Utg323632_335
OG0000828	WP_011188665.1	Utg323632_336
OG0000829	WP_011188666.1	Utg323632_337
OG0000830	WP_041277749.1	Utg323632_338
OG0000831	WP_083818944.1	Utg323632_339
OG0000832	WP_041278463.1	Utg323632_340
OG0000833	WP_011188552.1	Utg323632_14
OG0000834	WP_011190339.1	Utg323180_620
OG0000835	WP_265588585.1	Utg324810_42
OG0000836	WP_011190015.1	Utg323152_510
OG0000837	WP_011189967.1	Utg323074_130
OG0000838	WP_011190320.1	Utg323180_39
OG0000839	WP_011189976.1	Utg323074_139
OG0000841	WP_011187964.1	Utg324810_75
OG0000842	WP_011189994.1	Utg323152_444
OG0000843	WP_011189839.1	Utg323152_225
OG0000844	WP_011190044.1	Utg323632_298
OG0000845	WP_041278056.1	Utg323632_299
OG0000846	WP_041278055.1	Utg323632_302
OG0000848	WP_049785106.1	Utg323152_213
OG0000849	WP_011188952.1	Utg323180_649
OG0000851	WP_041277521.1	Utg323140_191
OG0000852	WP_011188523.1	Utg323632_42
OG0000853	WP_011188569.1	Utg323632_35
OG0000854	WP_011189880.1	Utg323152_260
OG0000855	WP_011188566.1	Utg323632_31
OG0000856	WP_011189878.1	Utg323152_257
OG0000857	WP_011188923.1	Utg323632_269, Utg323990_138
OG0000858	WP_011187521.1	Utg323300_288
OG0000859	WP_011188978.1	Utg323632_3, Utg323316_96
OG0000860	WP_011188078.1	Utg323300_384
OG0000861	WP_011188524.1	Utg323632_43
OG0000862	WP_041278336.1	Utg323316_335
OG0000863	WP_228130144.1	Utg323392_26
OG0000864	WP_011188040.1	Utg323300_312
OG0000865	WP_011187680.1	Utg323140_184
OG0000866	WP_011187847.1	Utg324810_56
OG0000867	WP_011188057.1	Utg323300_342
OG0000868	WP_011190333.1, WP_011189786.1	Utg323632_250
OG0000869	WP_011188361.1	Utg323448_56
OG0000870	WP_011187527.1	Utg323300_279
OG0000871	WP_011189849.1	Utg323180_699
OG0000872	WP_193763854.1	Utg323180_314
OG0000873	WP_011189793.1	Utg323632_242
OG0000874	WP_041278050.1	Utg323152_504
OG0000875	WP_156792221.1	Utg323632_38
OG0000876	WP_011189775.1	Utg323392_25
OG0000877	WP_011190326.1	Utg323180_31
OG0000878	WP_011187891.1	Utg323160_74
OG0000879	WP_011189824.1	Utg323152_205
OG0000881	WP_011187319.1	Utg323316_231
OG0000882	WP_041278072.1	Utg323262_102
OG0000884	WP_011188152.1	Utg323140_158
OG0000885	WP_011187346.1	Utg323140_247
OG0000886	WP_011190161.1	Utg323180_127
OG0000889	WP_011187694.1	Utg323316_321
OG0000891	WP_228130168.1	Utg323316_330
OG0000893	WP_011190140.1	Utg323632_104
OG0000894	WP_041278006.1	Utg323152_386
OG0000895	WP_011187678.1	Utg323140_181
OG0000896	WP_011188870.1	Utg323632_54
OG0000898	WP_011187994.1	Utg325220_118
OG0000899	WP_011188670.1	Utg323632_342
OG0000900	WP_041278069.1	Utg323262_111
OG0000901	WP_011189435.1	Utg323262_62, Utg323180_518
OG0000902	WP_011188506.1	Utg323180_515
OG0000903	WP_228130176.1	Utg323180_514
OG0000904	WP_011188485.1	Utg323180_505
OG0000905	WP_011189445.1	Utg323392_88
OG0000906	WP_011190322.1	Utg323180_37
OG0000907	WP_011188240.1	Utg323180_3, Utg323140_1
OG0000908	WP_049785124.1	Utg324548_11, Utg323300_215, Utg323152_191
OG0000909	WP_011188214.1	Utg325220_65, Utg323140_271
OG0000910	WP_011188164.1	Utg323266_42
OG0000911	WP_041277909.1	Utg323152_135, Utg323074_104
OG0000913	WP_011187576.1	Utg323262_68
OG0000914	WP_011190229.1, WP_011189008.1	Utg323300_115
OG0000915	WP_011189188.1, WP_162096646.1	Utg323300_124
OG0000918	WP_228130159.1	Utg323392_56
OG0000921	WP_011187292.1, WP_011187838.1	Utg323316_298
OG0000922	WP_011187318.1	Utg323316_229
OG0000923	WP_011189003.1	Utg323316_133
OG0000925	WP_011189980.1	Utg323990_109, Utg323152_422, Utg323990_81
OG0000928	WP_011188614.1, WP_011188615.1	Utg323392_136
OG0000929	WP_011189415.1	Utg323074_30, Utg323074_29
OG0000930	WP_041278638.1	Utg323152_167
OG0000931	WP_011189193.1	Utg323152_71
OG0000933	WP_011189930.1	Utg323152_342
OG0000934	WP_011188900.1	Utg323152_374
OG0000935	WP_041277923.1	Utg323392_48
OG0000936	WP_011188905.1	Utg323152_479
OG0000937	WP_011188588.1, WP_011188587.1	Utg323074_117
OG0000939	WP_041278059.1	Utg323632_214
OG0000940	WP_011187514.1, WP_049785042.1	Utg323140_88
OG0000942	WP_011189048.1	Utg323152_425
OG0000943	WP_011189192.1	Utg323152_72
OG0000944	WP_011187341.1	Utg323632_235
OG0000946	WP_041277743.1	Utg323300_26
OG0000947	WP_011189047.1	Utg323152_426
OG0000948	WP_011189046.1	Utg323152_427
OG0000949	WP_041277648.1	Utg323180_74
OG0000952	WP_041277907.1, WP_041277650.1	Utg323266_108
OG0000954	WP_173362830.1	Utg323392_60
OG0000962	WP_011189457.1	Utg323392_104
OG0000963	WP_011188076.1	Utg323300_382
OG0000964	WP_011190012.1	Utg323152_505
OG0000967	WP_011189189.1	Utg323074_88
OG0000970	WP_011188328.1	Utg323448_24
OG0000971	WP_011187682.1	Utg323140_186
OG0000972	WP_011189519.1	Utg323152_186
OG0000974	WP_011190049.1	Utg323632_293
OG0000977	WP_011189873.1	Utg323152_39
OG0000978	WP_011188367.1	Utg323448_62
OG0000980	WP_011188680.1	Utg323632_348
OG0000982	WP_011188025.1	Utg323160_37
OG0000983	WP_011190063.1	Utg323632_219
OG0000984	WP_011187941.1	Utg324810_16
OG0000985	WP_011188560.1	Utg323632_24
OG0000987	WP_011188857.1	Utg323152_147
OG0000988	WP_011188973.1	Utg323140_10
OG0000989	WP_011188859.1	Utg323152_150
OG0000990	WP_156792200.1	Utg323160_59
OG0000991	WP_041277519.1	Utg323140_179
OG0000996	WP_041277423.1	Utg323316_175
OG0000998	WP_011189982.1	Utg323152_435
OG0001001	WP_041277663.1	Utg323300_401
OG0001002	WP_011189853.1	Utg323180_695
OG0001004	WP_011188129.1	Utg323140_68
OG0001005	WP_011188130.1	Utg323140_69
OG0001007	WP_011189792.1	Utg323632_244
OG0001010	WP_011187750.1, WP_049784987.1	Utg323300_40
OG0001011	WP_011187970.1	Utg323180_292
OG0001012	WP_041277843.1, WP_041277847.1	Utg323180_475
OG0001013	WP_049785060.1	Utg323180_440
OG0001014	WP_011190157.1	Utg323632_71
OG0001015	WP_041278005.1	Utg323152_385
OG0001016	WP_011189778.1	Utg323152_384
OG0001017	WP_011189511.1	Utg323392_130
OG0001019	WP_011190292.1, WP_228130207.1	Utg323392_151
OG0001022	WP_011187306.1	Utg323316_145
OG0001023	WP_156792191.1	Utg324810_43
OG0001026	WP_011189405.1	Utg323074_108
OG0001027	WP_011190117.1	Utg323262_93
OG0001030	WP_011187816.1	Utg324810_40
OG0001031	WP_011189151.1	Utg323316_83
OG0001033	WP_041277794.1	Utg323152_155
OG0001034	WP_041277590.1	Utg323160_30
OG0001035	WP_011187889.1	Utg323160_77
OG0001036	WP_041277818.1	Utg323300_378
OG0001037	WP_011189128.1	Utg323266_56
OG0001038	WP_011187949.1	Utg323300_76
OG0001039	WP_011190060.1	Utg323632_226
OG0001040	WP_011188403.1	Utg323448_98
OG0001041	WP_011190017.1	Utg323392_134
OG0001043	WP_011187344.1	Utg323140_245
OG0001044	WP_083818936.1	Utg323448_48
OG0001045	WP_011189936.1	Utg323392_222
OG0001046	WP_011190051.1	Utg323632_291
OG0001048	WP_049785120.1	Utg323632_137
OG0001049	WP_041277587.1	Utg323262_148
OG0001050	WP_041277856.1	Utg323632_116
OG0001051	WP_011188984.1	Utg323316_103
OG0001052	WP_011188584.1	Utg323180_63, Utg323180_64
OG0001053	WP_041277415.1	Utg323074_193
OG0001054	WP_011190182.1	Utg323632_78
OG0001055	WP_041277435.1	Utg323140_254
OG0001056	WP_011188906.1	Utg323392_17
OG0001057	WP_011188545.1	Utg323266_53
OG0001058	WP_041278814.1	Utg323392_223
OG0001059	WP_011187902.1	Utg325220_91
OG0001060	WP_049785045.1	Utg323632_370
OG0001063	WP_011187933.1	Utg323152_486
OG0001067	WP_011190005.1	Utg323152_449
OG0001068	WP_011188852.1	Utg323152_142
OG0001070	WP_011189051.1	Utg323180_313
OG0001071	WP_011189863.1	Utg323180_659, Utg323180_675
OG0001072	WP_011189869.1	Utg323180_668
OG0001075	WP_011187587.1	Utg323392_6
OG0001076	WP_011190197.1	Utg323180_109
OG0001077	WP_156792170.1, WP_011187417.1	Utg323632_264, Utg323140_82
OG0001078	WP_041277736.1	Utg323262_123
OG0001081	WP_041277700.1	Utg323266_115
OG0001082	WP_041277998.1	Utg323180_204, Utg323632_375
OG0001083	WP_011188005.1	Utg323266_20
OG0001084	WP_011188002.1	Utg323266_18
OG0001086	WP_011188189.1	Utg323140_41
OG0001088	WP_011187879.1	Utg323300_97
OG0001091	WP_011189718.1	Utg323262_84, Utg323300_135
OG0001092	WP_011188888.1, WP_041277802.1	Utg323300_189
OG0001093	WP_011189705.1	Utg323316_348
OG0001094	WP_011188981.1	Utg323316_100, Utg323266_73
OG0001095	WP_011188408.1	Utg323448_104
OG0001096	WP_228130173.1	Utg323448_116
OG0001097	WP_011187452.1	Utg323300_239
OG0001098	WP_041277489.1	Utg323180_597
OG0001100	WP_011189979.1	Utg323074_143
OG0001101	WP_011190028.1	Utg323392_147
OG0001102	WP_011190069.1	Utg323152_482
OG0001104	WP_011189835.1	Utg323152_221
OG0001105	WP_011189561.1	Utg323152_162
OG0001106	WP_011189562.1	Utg323152_161
OG0001107	WP_011189182.1	Utg323152_83
OG0001108	WP_011189190.1	Utg323152_74
OG0001109	WP_011189191.1	Utg323152_73
OG0001110	WP_011189194.1	Utg323152_70
OG0001111	WP_011189652.1	Utg323152_46
OG0001113	WP_011190127.1	Utg323632_127
OG0001114	WP_011189908.1	Utg323152_320, Utg323152_319
OG0001115	WP_011189846.1	Utg323392_20
OG0001116	WP_011189508.1	Utg323152_551
OG0001117	WP_011188962.1	Utg323152_555
OG0001118	WP_011187917.1	Utg323632_363
OG0001119	WP_041278058.1	Utg323632_225
OG0001120	WP_011188572.1	Utg323632_40
OG0001121	WP_011188932.1	Utg323632_368
OG0001122	WP_011189826.1	Utg323300_158, Utg323300_51
OG0001124	WP_011189560.1	Utg323152_163
OG0001125	WP_011187916.1	Utg323180_240
OG0001126	WP_011187700.1	Utg323180_426
OG0001127	WP_011189411.1	Utg323074_24
OG0001131	WP_041277636.1	Utg323266_63
OG0001132	WP_011189134.1	Utg323300_25
OG0001134	WP_011188603.1	Utg324810_86
OG0001134	WP_265588609.1	Utg324810_83
OG0001142	WP_011190150.1	Utg323632_91
OG0001143	WP_265588575.1	Utg323180_198
OG0001145	WP_011189970.1	Utg323074_133
OG0001150	WP_041278064.1	Utg323262_147
OG0001155	WP_011188483.1	Utg323152_136
OG0001158	WP_011189947.1	Utg323300_422
OG0001159	WP_011189038.1	Utg323180_316
OG0001161	WP_011190027.1	Utg323392_145
OG0001162	WP_162096652.1	Utg323152_612
OG0001164	WP_011188853.1	Utg323152_143
OG0001165	WP_011188521.1	Utg323180_603
OG0001168	WP_041277846.1	Utg323180_474
OG0001169	WP_011189086.1	Utg323180_479
OG0001175	WP_011189149.1	Utg323316_80
OG0001178	WP_011189919.1	Utg323152_331
OG0001179	WP_041277711.1	Utg323180_524
OG0001182	WP_049785032.1	Utg323300_109
OG0001183	WP_011189001.1	Utg323316_130
OG0001184	WP_011190441.1	Utg323316_246
OG0001186	WP_011189391.1	Utg323300_247
OG0001188	WP_041277859.1	Utg323316_71
OG0001189	WP_011188586.1	Utg323180_66
OG0001191	WP_041277434.1	Utg323140_251
OG0001192	WP_011187771.1	Utg323632_281
OG0001195	WP_228130192.1	Utg323632_60
OG0001196	WP_041277791.1	Utg323152_389
OG0001197	WP_011189852.1	Utg323180_696
OG0001198	WP_041278650.1	Utg323180_663
OG0001200	WP_041277710.1	Utg323180_517
OG0001203	WP_011190358.1	Utg323180_214
OG0001204	WP_011187324.1	Utg323152_110
OG0001206	WP_011187584.1	Utg323180_122, Utg323392_9
OG0001207	WP_011187585.1	Utg323180_121, Utg323392_8
OG0001208	WP_011187339.1	Utg323180_44
OG0001209	WP_041277637.1	Utg323140_89
OG0001215	WP_011188303.1	Utg323140_144
OG0001217	WP_228130211.1	Utg323316_278
OG0001220	WP_011187358.1	Utg323140_261
OG0001221	WP_011187362.1	Utg325220_2, Utg323140_265
OG0001223	WP_011187993.1	Utg325220_117
OG0001225	WP_049784966.1	Utg323990_43
OG0001227	WP_011189818.1	Utg323632_381, Utg323300_251
OG0001228	WP_265588574.1	Utg323300_168
OG0001230	WP_011187958.1	Utg323160_31
OG0001231	WP_011189063.1	Utg323300_16
OG0001232	WP_011187878.1	Utg323300_98
OG0001233	WP_011187456.1	Utg323990_128
OG0001236	WP_011189717.1	Utg323262_79, Utg323300_136
OG0001237	WP_011189714.1	Utg323262_80, Utg323300_139
OG0001238	WP_011190350.1	Utg323180_231
OG0001239	WP_041277965.1	Utg323990_155
OG0001240	WP_011189039.1	Utg323140_161
OG0001241	WP_011187365.1	Utg323300_214
OG0001242	WP_011188030.1	Utg323300_298
OG0001243	WP_011188044.1	Utg323300_316
OG0001244	WP_011188050.1	Utg323300_327
OG0001245	WP_049785003.1	Utg323300_343
OG0001246	WP_011188074.1	Utg323300_380
OG0001247	WP_156792206.1	Utg323316_340
OG0001248	WP_011188158.1	Utg323316_314
OG0001249	WP_041277427.1	Utg323316_226
OG0001250	WP_041277766.1	Utg323140_227
OG0001251	WP_011188731.1	Utg323140_224
OG0001252	WP_011190111.1	Utg323262_101
OG0001253	WP_011190107.1	Utg323262_104
OG0001254	WP_041278070.1	Utg323262_108
OG0001255	WP_011190081.1	Utg323180_661, Utg324548_4, Utg323262_212
OG0001256	WP_011190179.1	Utg324548_22
OG0001257	WP_011190174.1	Utg324548_27
OG0001258	WP_011188880.1	Utg323990_208
OG0001259	WP_041277800.1	Utg323990_207
OG0001260	WP_011188713.1	Utg323990_177
OG0001261	WP_011188718.1	Utg323990_156
OG0001263	WP_011187459.1	Utg323990_114
OG0001264	WP_011190206.1	Utg323990_37
OG0001266	WP_011189961.1	Utg323074_125
OG0001267	WP_011187707.1	Utg323180_208
OG0001271	WP_011189823.1	Utg323152_203
OG0001272	WP_011189196.1	Utg323152_190
OG0001273	WP_011187990.1	Utg323152_231
OG0001274	WP_228130163.1	Utg323152_173
OG0001275	WP_011188920.1	Utg323152_87
OG0001276	WP_011187464.1	Utg323152_76
OG0001277	WP_041277468.1	Utg323152_75
OG0001278	WP_011187469.1	Utg323152_68
OG0001279	WP_011187468.1	Utg323152_67
OG0001281	WP_011189654.1	Utg323152_44
OG0001282	WP_011189655.1	Utg323152_43
OG0001283	WP_041278031.1	Utg323152_42
OG0001284	WP_011189898.1	Utg323152_308
OG0001285	WP_041278035.1	Utg323152_309
OG0001286	WP_011189900.1	Utg323152_310
OG0001287	WP_011189903.1	Utg323152_314
OG0001288	WP_011189904.1	Utg323152_315
OG0001289	WP_011189915.1	Utg323152_327
OG0001290	WP_011189916.1	Utg323152_328
OG0001291	WP_011189782.1	Utg323392_23
OG0001292	WP_041278007.1	Utg323392_24
OG0001293	WP_011189639.1	Utg323392_27
OG0001294	WP_011189444.1	Utg323392_87
OG0001295	WP_011189506.1, WP_265588558.1	Utg323152_553
OG0001296	WP_011187575.1	Utg323262_69
OG0001297	WP_011187574.1	Utg323262_70
OG0001298	WP_011190042.1	Utg323632_300
OG0001300	WP_011187313.1	Utg323316_198
OG0001301	WP_011188553.1	Utg323632_16, Utg323632_15
OG0001302	WP_011188052.1	Utg323300_330
OG0001303	WP_011190054.1	Utg323632_288
OG0001304	WP_011188487.1	Utg323180_508
OG0001305	WP_011188988.1	Utg323180_513
OG0001306	WP_156792220.1	Utg323632_37, Utg323632_36
OG0001307	WP_049784984.1	Utg323152_599, Utg323140_104
OG0001308	WP_011188075.1	Utg323300_381
OG0001309	WP_011189454.1	Utg323392_100
OG0001310	WP_011189366.1	Utg323152_200
OG0001311	WP_011189760.1	Utg323074_49
OG0001312	WP_011189133.1	Utg323140_64
OG0001313	WP_011188255.1	Utg323180_75
OG0001314	WP_011188928.1	Utg323180_567
OG0001317	WP_011189306.1	Utg323300_421
OG0001318	WP_011188259.1	Utg323392_209
OG0001326	WP_041277772.1	Utg323152_571
OG0001330	WP_011188919.1	Utg323180_706
OG0001332	WP_011190181.1	Utg323990_57
OG0001337	WP_011188779.1, WP_011188780.1	Utg323152_583
OG0001339	WP_011190118.1	Utg323632_143
OG0001340	WP_011190080.1	Utg324548_5
OG0001341	WP_041277703.1	Utg323152_137
OG0001344	WP_011187522.1	Utg323300_285
OG0001345	WP_011188990.1	Utg323316_111
OG0001347	WP_011190171.1	Utg324548_35
OG0001348	WP_156792209.1	Utg323140_133
OG0001350	WP_156792166.1	Utg323140_258
OG0001351	WP_011187354.1	Utg323140_257
OG0001353	WP_228130197.1	Utg323180_491
OG0001354	WP_011189092.1	Utg323180_485
OG0001355	WP_011189174.1	Utg323152_168
OG0001357	WP_011187805.1	Utg323990_123
OG0001362	WP_011188686.1	Utg323632_61
OG0001363	WP_011190055.1	Utg323632_286
OG0001364	WP_049785165.1	Utg323990_216
OG0001367	WP_011187892.1	Utg323160_68
OG0001376	WP_011190003.1	Utg323152_545
OG0001378	WP_011189459.1	Utg323392_106
OG0001379	WP_156792165.1	Utg323140_256
OG0001380	WP_011188771.1	Utg323152_574
OG0001381	WP_011188774.1	Utg323152_577
OG0001384	WP_041277560.1	Utg324810_47
OG0001385	WP_011189099.1	Utg323180_489
OG0001387	WP_011189607.1	Utg323180_272
OG0001389	WP_041277825.1	Utg323316_104
OG0001390	WP_011189963.1	Utg323074_127
OG0001393	WP_011188776.1	Utg323152_579
OG0001394	WP_162096642.1	Utg323180_709
OG0001395	WP_011189860.1	Utg323180_688
OG0001396	WP_011189865.1	Utg323180_671, Utg323180_672
OG0001397	WP_011188549.1	Utg323632_12
OG0001398	WP_162096645.1	Utg323180_644
OG0001399	WP_156792316.1	Utg323180_635
OG0001401	WP_228130177.1	Utg323180_602
OG0001402	WP_041277838.1	Utg323180_493, Utg323180_492
OG0001403	WP_011190311.1	Utg323180_260
OG0001404	WP_011190314.1	Utg323180_258
OG0001405	WP_011190316.1	Utg323180_256
OG0001406	WP_011190317.1	Utg323180_255
OG0001407	WP_011190349.1	Utg323180_232
OG0001408	WP_041278124.1	Utg323180_230
OG0001409	WP_011190359.1	Utg323180_209
OG0001411	WP_011187982.1	Utg323392_169
OG0001413	WP_041277565.1	Utg323266_14
OG0001414	WP_011189737.1	Utg323180_104
OG0001415	WP_041277644.1	Utg323180_42
OG0001416	WP_011190334.1	Utg323180_24
OG0001418	WP_011188131.1	Utg323140_71, Utg323140_70
OG0001421	WP_011187997.1	Utg323140_208
OG0001422	WP_011189022.1	Utg323152_521, Utg323074_115
OG0001423	WP_011189817.1	Utg323300_255
OG0001424	WP_011187337.1	Utg323266_21
OG0001427	WP_011188927.1	Utg323180_246
OG0001428	WP_011187984.1	Utg323160_108
OG0001429	WP_041277589.1	Utg323160_32
OG0001433	WP_011190459.1	Utg323266_70
OG0001433	WP_041277534.1	Utg323262_191
OG0001434	WP_011187298.1	Utg323300_79
OG0001435	WP_041277741.1	Utg323632_379
OG0001438	WP_011189479.1	Utg323140_83, Utg323990_90
