Orthogroup	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5
OG0000678	WP_011188390.1	WP_126376081.1
OG0000679	WP_011190041.1	WP_126379325.1
OG0000680	WP_011188344.1	WP_126379512.1
OG0000681	WP_011188359.1	WP_126376017.1
OG0000682	WP_011188358.1	WP_126376015.1
OG0000683	WP_011188711.1	WP_126378380.1
OG0000684	WP_011188080.1	WP_126380685.1
OG0000685	WP_011188382.1	WP_126376070.1
OG0000686	WP_011188410.1	WP_126376811.1
OG0000687	WP_011188378.1	WP_126376060.1
OG0000688	WP_011188376.1	WP_126376057.1
OG0000689	WP_041277678.1	WP_126376056.1
OG0000690	WP_041278170.1	WP_126377431.1
OG0000691	WP_011188362.1	WP_126376033.1
OG0000692	WP_228130157.1	WP_126375760.1
OG0000693	WP_011187992.1	WP_126380282.1
OG0000694	WP_228130169.1	WP_126379585.1
OG0000695	WP_041277557.1	WP_126380278.1
OG0000696	WP_011187783.1	WP_126380221.1
OG0000697	WP_011188062.1	WP_126381541.1
OG0000698	WP_011190048.1	WP_126379312.1
OG0000699	WP_011188875.1	WP_232034758.1
OG0000700	WP_011189416.1	WP_126377348.1
OG0000701	WP_011189993.1	WP_126376440.1
OG0000702	WP_011190258.1	WP_126380769.1
OG0000704	WP_011190134.1	WP_126378715.1
OG0000705	WP_228130152.1	WP_126378717.1
OG0000706	WP_041278076.1	WP_126378719.1
OG0000707	WP_011190139.1	WP_126378725.1
OG0000708	WP_011190146.1	WP_126381395.1
OG0000709	WP_011189173.1	WP_126376199.1
OG0000710	WP_228130149.1	WP_126380733.1
OG0000711	WP_011187767.1	WP_126379305.1
OG0000712	WP_011189831.1	WP_126380960.1
OG0000713	WP_041277854.1	WP_126379503.1
OG0000714	WP_041278052.1	WP_232034765.1
OG0000715	WP_041277673.1	WP_126379510.1
OG0000716	WP_011188345.1	WP_126379514.1
OG0000717	WP_011188355.1	WP_126376008.1
OG0000718	WP_011188356.1	WP_126376010.1
OG0000719	WP_011188357.1	WP_126376013.1
OG0000720	WP_011188360.1	WP_126376019.1
OG0000721	WP_011188363.1	WP_126376035.1
OG0000722	WP_173362840.1	WP_126376039.1
OG0000723	WP_011188369.1	WP_126376043.1
OG0000724	WP_011188374.1	WP_126376054.1
OG0000725	WP_011188377.1	WP_126376059.1
OG0000726	WP_011188379.1	WP_126376062.1
OG0000727	WP_011188383.1	WP_126381242.1
OG0000728	WP_011188384.1	WP_126381245.1
OG0000729	WP_041277681.1	WP_126376072.1
OG0000730	WP_011188386.1	WP_126376074.1
OG0000731	WP_011188392.1	WP_126376085.1
OG0000732	WP_011188393.1	WP_126381247.1
OG0000733	WP_011188394.1	WP_126376087.1
OG0000734	WP_011189848.1	WP_232034918.1
OG0000735	WP_011188914.1	WP_126380307.1
OG0000737	WP_011189854.1	WP_126377586.1
OG0000738	WP_011187673.1	WP_126377160.1
OG0000739	WP_011189841.1	WP_126379518.1
OG0000740	WP_011188173.1	WP_126380527.1
OG0000741	WP_011188046.1	WP_126380649.1
OG0000742	WP_011189351.1	WP_126379625.1
OG0000743	WP_011188337.1	WP_126380537.1
OG0000744	WP_041277765.1	WP_126377678.1
OG0000745	WP_041278703.1	WP_126375831.1
OG0000746	WP_011189168.1	WP_126378358.1
OG0000747	WP_011189969.1	WP_232034867.1
OG0000748	WP_011189968.1	WP_126375995.1
OG0000749	WP_011190196.1	WP_126376115.1
OG0000750	WP_011187822.1	WP_126381375.1
OG0000751	WP_041277561.1	WP_126377721.1
OG0000753	WP_041278830.1	WP_126376827.1
OG0000754	WP_011188011.1	WP_126376933.1
OG0000755	WP_011188010.1	WP_126376935.1
OG0000756	WP_041277989.1	WP_126378177.1
OG0000758	WP_011187895.1	WP_126380398.1
OG0000759	WP_041278102.1	WP_232034803.1
OG0000760	WP_228130188.1	WP_126380911.1
OG0000761	WP_011187967.1	WP_126376105.1
OG0000762	WP_011190198.1	WP_126380748.1
OG0000763	WP_011190199.1	WP_126379573.1
OG0000764	WP_011188073.1	WP_126379571.1
OG0000765	WP_011187322.1, WP_011189819.1	WP_126380406.1
OG0000766	WP_011187956.1	WP_126377288.1
OG0000767	WP_011188486.1	WP_126379398.1
OG0000768	WP_011188930.1	WP_126380338.1
OG0000769	WP_011188396.1	WP_126378876.1
OG0000770	WP_011188398.1	WP_126378880.1
OG0000771	WP_156792213.1	WP_126378882.1
OG0000772	WP_011188400.1	WP_126378884.1
OG0000773	WP_011188401.1	WP_126378886.1
OG0000774	WP_011188402.1	WP_126378888.1
OG0000775	WP_156792175.1	WP_172961585.1
OG0000776	WP_041278880.1	WP_126375931.1
OG0000777	WP_011190185.1	WP_126375933.1
OG0000778	WP_011189054.1	WP_126377921.1
OG0000779	WP_011190173.1	WP_126377051.1
OG0000782	WP_011188085.1	WP_126381297.1
OG0000783	WP_011189184.1	WP_126380651.1
OG0000784	WP_173362838.1	WP_126378393.1
OG0000785	WP_011188146.1	WP_126378391.1
OG0000787	WP_011190159.1	WP_126380223.1
OG0000788	WP_011189147.1	WP_126379581.1
OG0000789	WP_041278010.1	WP_126376442.1
OG0000790	WP_011188029.1	WP_126380747.1
OG0000791	WP_011187571.1	WP_126380754.1
OG0000792	WP_041278009.1	WP_126377846.1
OG0000793	WP_011189207.1	WP_126377658.1
OG0000794	WP_011189176.1	WP_126381500.1
OG0000795	WP_011190180.1	WP_126377541.1
OG0000796	WP_011189940.1	WP_126376391.1
OG0000797	WP_011189186.1	WP_126376385.1
OG0000799	WP_011190084.1	WP_126380311.1
OG0000800	WP_011187504.1	WP_126375951.1
OG0000801	WP_011190119.1	WP_126378492.1
OG0000802	WP_041278047.1	WP_126378225.1
OG0000803	WP_011188525.1	WP_126378234.1
OG0000804	WP_011189007.1	WP_126376555.1
OG0000806	WP_011187896.1	WP_126380721.1
OG0000807	WP_049785110.1	WP_126376702.1
OG0000808	WP_011188409.1	WP_126377189.1
OG0000809	WP_011189037.1	WP_126380818.1
OG0000811	WP_011189036.1	WP_126377284.1
OG0000812	WP_011188621.1	WP_126379597.1
OG0000813	WP_011190169.1	WP_126377433.1
OG0000815	WP_011188855.1	WP_126380225.1
OG0000816	WP_011187952.1	WP_126380913.1
OG0000817	WP_041277591.1	WP_126379259.1
OG0000818	WP_011189743.1	WP_126378183.1
OG0000819	WP_041277865.1	WP_126380450.1
OG0000822	WP_011188324.1	WP_232034801.1
OG0000823	WP_041277669.1	WP_126380692.1
OG0000824	WP_011187363.1	WP_126377036.1
OG0000825	WP_011188727.1	WP_126377038.1
OG0000826	WP_011189633.1	WP_126377887.1
OG0000827	WP_011188664.1	WP_126379835.1
OG0000828	WP_011188665.1	WP_126379837.1
OG0000829	WP_011188666.1	WP_126379839.1
OG0000830	WP_041277749.1	WP_126379841.1
OG0000831	WP_083818944.1	WP_126379843.1
OG0000832	WP_041278463.1	WP_126379845.1
OG0000833	WP_011188552.1	WP_126375675.1
OG0000834	WP_011190339.1	WP_126375821.1
OG0000835	WP_265588585.1, WP_228130161.1	WP_126381353.1
OG0000836	WP_011190015.1	WP_126377439.1
OG0000837	WP_011189967.1	WP_126375997.1
OG0000838	WP_011190320.1	WP_126377055.1
OG0000839	WP_011189976.1	WP_126381271.1
OG0000841	WP_011187964.1	WP_232034887.1
OG0000842	WP_011189994.1	WP_126377655.1
OG0000843	WP_011189839.1	WP_126377649.1
OG0000844	WP_011190044.1	WP_126379318.1
OG0000845	WP_041278056.1	WP_126379321.1
OG0000846	WP_041278055.1	WP_126379327.1
OG0000848	WP_049785106.1	WP_126375728.1
OG0000849	WP_011188952.1	WP_126381363.1
OG0000851	WP_041277521.1	WP_126376944.1
OG0000852	WP_011188523.1	WP_126378181.1
OG0000853	WP_011188569.1	WP_126378386.1
OG0000854	WP_011189880.1	WP_126380504.1
OG0000855	WP_011188566.1	WP_126380773.1
OG0000856	WP_011189878.1	WP_126377187.1
OG0000858	WP_011187521.1	WP_126379599.1
OG0000859	WP_011188978.1	WP_126381514.1
OG0000860	WP_011188078.1	WP_126380687.1
OG0000861	WP_011188524.1	WP_126376444.1
OG0000862	WP_041278336.1	WP_126376989.1
OG0000863	WP_228130144.1	WP_232034806.1
OG0000864	WP_011188040.1	WP_126378925.1
OG0000865	WP_011187680.1	WP_126375800.1
OG0000866	WP_011187847.1	WP_126379777.1
OG0000867	WP_011188057.1	WP_172961830.1
OG0000868	WP_011190333.1, WP_011189786.1	WP_172961655.1
OG0000869	WP_011188361.1	WP_126376021.1
OG0000870	WP_011187527.1	WP_126377026.1
OG0000871	WP_011189849.1	WP_126377599.1
OG0000872	WP_193763854.1	WP_126376972.1
OG0000873	WP_011189793.1	WP_126377268.1
OG0000874	WP_041278050.1	WP_126376758.1
OG0000875	WP_156792221.1	WP_126377682.1
OG0000876	WP_011189775.1	WP_126378786.1
OG0000877	WP_011190326.1	WP_126377032.1
OG0000878	WP_011187891.1	WP_172961613.1
OG0000879	WP_011189824.1	WP_126377191.1
OG0000881	WP_011187319.1	WP_126376618.1
OG0000882	WP_041278072.1	WP_126380705.1
OG0000884	WP_011188152.1	WP_126377296.1
OG0000885	WP_011187346.1	WP_232034913.1
OG0000886	WP_011190161.1	WP_126378449.1
OG0000889	WP_011187694.1	WP_126377483.1
OG0000891	WP_228130168.1	WP_232034770.1
OG0000893	WP_011190140.1	WP_232034746.1
OG0000894	WP_041278006.1	WP_126377527.1
OG0000895	WP_011187678.1	WP_126376964.1
OG0000896	WP_011188870.1	WP_126381232.1
OG0000898	WP_011187994.1	WP_126378339.1
OG0000899	WP_011188670.1	WP_126377535.1
OG0000900	WP_041278069.1	WP_126376111.1
OG0000901	WP_011189435.1	WP_126376678.1, WP_126381077.1, WP_126381081.1
OG0000902	WP_011188506.1	WP_126375724.1
OG0000903	WP_228130176.1	WP_126375725.1
OG0000905	WP_011189445.1, WP_011189400.1	WP_126378794.1
OG0000906	WP_011190322.1	WP_126377059.1
OG0000907	WP_011188240.1	WP_126375775.1
OG0000908	WP_049785124.1	WP_126380772.1, WP_126380771.1, WP_126380868.1
OG0000913	WP_011187576.1	WP_126381261.1
OG0000915	WP_011189188.1, WP_162096646.1	WP_126379715.1
OG0000916	WP_011190077.1, WP_041278060.1	WP_126376023.1
OG0000921	WP_011187292.1, WP_011187838.1	WP_126380712.1
OG0000922	WP_011187318.1	WP_126377748.1
OG0000923	WP_041277945.1, WP_011189003.1	WP_126376282.1
OG0000929	WP_011189415.1	WP_172961643.1
OG0000930	WP_041278638.1	WP_126379707.1
OG0000931	WP_011189193.1	WP_126380800.1
OG0000933	WP_011189930.1	WP_126377115.1, WP_126377562.1
OG0000934	WP_011188900.1	WP_126378896.1, WP_126377119.1
OG0000935	WP_041277923.1	WP_126376958.1
OG0000936	WP_011188905.1	WP_126380862.1
OG0000937	WP_011188588.1, WP_011188587.1	WP_126379821.1
OG0000939	WP_041278059.1	WP_126379607.1
OG0000940	WP_011187514.1, WP_049785042.1	WP_126375977.1
OG0000943	WP_011189192.1	WP_172961775.1
OG0000944	WP_011187341.1	WP_126380258.1
OG0000946	WP_041277743.1	WP_126378201.1
OG0000952	WP_041277907.1, WP_041277650.1	WP_126381028.1
OG0000962	WP_011189457.1	WP_126376448.1
OG0000963	WP_011188076.1	WP_126380689.1
OG0000964	WP_011190012.1	WP_126378245.1
OG0000967	WP_011189189.1	WP_126377822.1
OG0000969	WP_011187545.1	WP_172961822.1
OG0000971	WP_011187682.1	WP_126375796.1
OG0000972	WP_011189519.1	WP_126379334.1
OG0000974	WP_011190049.1	WP_126377744.1
OG0000977	WP_011189873.1	WP_126379206.1
OG0000978	WP_011188367.1	WP_126381240.1
OG0000980	WP_011188680.1	WP_126376929.1
OG0000983	WP_011190063.1	WP_126376452.1
OG0000984	WP_011187941.1	WP_126377069.1
OG0000985	WP_011188560.1	WP_126375666.1
OG0000987	WP_011188857.1	WP_126376688.1
OG0000988	WP_011188973.1	WP_126375636.1
OG0000989	WP_011188859.1	WP_126377040.1
OG0000990	WP_156792200.1	WP_126379256.1
OG0000991	WP_041277519.1	WP_126376837.1
OG0000994	WP_083818937.1	WP_126376079.1
OG0000996	WP_041277423.1	WP_126378463.1
OG0000998	WP_011189982.1	WP_126379281.1
OG0001002	WP_011189853.1	WP_126377590.1
OG0001004	WP_011188129.1	WP_126376817.1
OG0001005	WP_011188130.1	WP_126376815.1
OG0001007	WP_011189792.1	WP_126377270.1
OG0001010	WP_011187750.1, WP_049784987.1	WP_232034879.1
OG0001014	WP_011190157.1	WP_126380452.1
OG0001015	WP_041278005.1	WP_126377525.1
OG0001016	WP_011189778.1	WP_126377523.1
OG0001017	WP_011189511.1	WP_126380938.1
OG0001022	WP_011187306.1	WP_126377149.1
OG0001027	WP_011190117.1	WP_126381126.1
OG0001028	WP_083818998.1	WP_126379491.1
OG0001030	WP_011187816.1	WP_126380276.1
OG0001031	WP_011189151.1	WP_126375710.1
OG0001033	WP_041277794.1	WP_126380764.1
OG0001034	WP_041277590.1	WP_126377545.1
OG0001035	WP_011187889.1	WP_126376118.1
OG0001037	WP_011189128.1	WP_126376422.1
OG0001038	WP_011187949.1	WP_126376931.1
OG0001040	WP_011188403.1	WP_172961699.1
OG0001043	WP_011187344.1	WP_126377088.1
OG0001044	WP_083818936.1	WP_126376004.1
OG0001045	WP_011189936.1	WP_126376692.1
OG0001046	WP_011190051.1	WP_126377495.1
OG0001048	WP_049785120.1	WP_126376301.1
OG0001049	WP_041277587.1	WP_126376533.1
OG0001050	WP_041277856.1	WP_126380894.1
OG0001051	WP_011188984.1	WP_126380709.1
OG0001053	WP_041277415.1	WP_126380164.1
OG0001054	WP_011190182.1	WP_126380173.1
OG0001055	WP_041277435.1	WP_126380500.1
OG0001056	WP_011188906.1	WP_126377503.1
OG0001057	WP_011188545.1	WP_126377209.1
OG0001058	WP_041278814.1	WP_126376694.1
OG0001059	WP_011187902.1	WP_126375734.1
OG0001060	WP_049785045.1	WP_126377446.1, WP_232034875.1
OG0001063	WP_011187933.1	WP_126376905.1
OG0001067	WP_011190005.1	WP_126377134.1
OG0001068	WP_011188852.1	WP_126377609.1
OG0001070	WP_011189051.1	WP_126376974.1
OG0001071	WP_011189863.1	WP_126377298.1
OG0001072	WP_011189869.1	WP_126380927.1
OG0001073	WP_011189989.1, WP_011188204.1	WP_126380905.1
OG0001074	WP_011190341.1	WP_126377816.1
OG0001075	WP_011187587.1	WP_126377672.1, WP_126376658.1
OG0001076	WP_011190197.1	WP_126376113.1
OG0001078	WP_041277736.1	WP_126379983.1
OG0001082	WP_041277998.1	WP_126376454.1
OG0001083	WP_011188005.1	WP_126376338.1
OG0001084	WP_011188002.1	WP_126377790.1
OG0001086	WP_011188189.1	WP_126380887.1
OG0001088	WP_011187879.1	WP_126377429.1
OG0001090	WP_041277583.1	WP_126375869.1
OG0001091	WP_011189718.1	WP_126380366.1
OG0001092	WP_011188888.1, WP_041277802.1	WP_126380675.1
OG0001093	WP_011189705.1	WP_126380901.1
OG0001094	WP_011188981.1	WP_126378087.1
OG0001096	WP_228130173.1	WP_126380777.1
OG0001097	WP_011187452.1	WP_126375904.1
OG0001098	WP_041277489.1	WP_126380797.1
OG0001100	WP_011189979.1	WP_126379955.1
OG0001101	WP_011190028.1	WP_126377501.1
OG0001102	WP_011190069.1	WP_126375548.1
OG0001103	WP_011189811.1	WP_126380752.1
OG0001104	WP_011189835.1	WP_126380743.1
OG0001105	WP_011189561.1	WP_126375700.1
OG0001106	WP_011189562.1	WP_126375701.1
OG0001108	WP_011189190.1	WP_232034854.1
OG0001109	WP_011189191.1	WP_126380846.1
OG0001110	WP_011189194.1	WP_126380778.1
OG0001111	WP_011189652.1	WP_126378346.1
OG0001113	WP_011190127.1	WP_126381026.1
OG0001114	WP_011189908.1	WP_126380328.1
OG0001115	WP_011189846.1	WP_126378417.1
OG0001116	WP_011189508.1	WP_126379232.1
OG0001117	WP_011188962.1	WP_126375805.1, WP_232034892.1, WP_126375607.1
OG0001118	WP_011187917.1	WP_126378370.1
OG0001120	WP_011188572.1	WP_126380966.1
OG0001121	WP_011188932.1	WP_126378490.1
OG0001122	WP_011189826.1	WP_126377404.1
OG0001124	WP_011189560.1	WP_126375699.1
OG0001125	WP_011187916.1	WP_126379637.1
OG0001126	WP_011187700.1	WP_126378140.1
OG0001127	WP_011189411.1	WP_126380388.1
OG0001131	WP_011187408.1	WP_232034877.1
OG0001131	WP_041277636.1	WP_126380883.1
OG0001132	WP_011189134.1	WP_126376414.1, WP_126378203.1, WP_126379855.1
OG0001136	WP_011189732.1	WP_126375590.1
OG0001139	WP_011188633.1, WP_049785025.1, WP_041277635.1, WP_011188963.1	WP_172961683.1
OG0001142	WP_011190150.1	WP_126375750.1
OG0001150	WP_041278064.1	WP_126377172.1
OG0001159	WP_011189038.1	WP_126381275.1
OG0001163	WP_011188380.1	WP_126376064.1
OG0001164	WP_011188853.1	WP_126378226.1
OG0001175	WP_011189149.1	WP_126377807.1
OG0001178	WP_011189919.1	WP_126377696.1
OG0001180	WP_011187542.1	WP_126376096.1
OG0001181	WP_011187541.1	WP_126376097.1
OG0001188	WP_041277859.1	WP_126376819.1
OG0001191	WP_041277434.1	WP_126380417.1
OG0001196	WP_041277791.1	WP_126375788.1
OG0001197	WP_011189852.1	WP_126377592.1
OG0001198	WP_041278650.1	WP_126379542.1
OG0001200	WP_041277710.1	WP_126377472.1
OG0001203	WP_011190358.1	WP_126376634.1
OG0001204	WP_011187324.1	WP_232034754.1
OG0001206	WP_011187584.1	WP_126376656.1
OG0001207	WP_011187585.1	WP_126381267.1
OG0001208	WP_011187339.1	WP_126376293.1
OG0001209	WP_041277637.1	WP_126377168.1
OG0001210	WP_041277861.1	WP_126379353.1
OG0001215	WP_011188303.1	WP_126375845.1
OG0001220	WP_011187358.1	WP_172961707.1
OG0001221	WP_011187362.1	WP_126378299.1
OG0001223	WP_011187993.1	WP_126379226.1
OG0001227	WP_011189818.1	WP_126380404.1
OG0001228	WP_265588574.1	WP_126379567.1
OG0001230	WP_011187958.1	WP_126379695.1
OG0001232	WP_011187878.1	WP_126381311.1
OG0001233	WP_011187456.1	WP_126377258.1
OG0001236	WP_011189717.1	WP_126380440.1
OG0001237	WP_011189714.1	WP_126380442.1
OG0001238	WP_011190350.1	WP_126376881.1
OG0001240	WP_011189039.1	WP_126380510.1
OG0001241	WP_011187365.1	WP_126379429.1
OG0001242	WP_011188030.1	WP_126375943.1
OG0001243	WP_011188044.1	WP_126380812.1
OG0001244	WP_011188050.1	WP_126376744.1
OG0001245	WP_049785003.1	WP_126380665.1
OG0001246	WP_011188074.1	WP_126380690.1
OG0001248	WP_011188158.1	WP_126380742.1
OG0001250	WP_041277766.1	WP_126376565.1
OG0001251	WP_011188731.1	WP_126377762.1, WP_126378031.1
OG0001252	WP_011190111.1	WP_126380682.1
OG0001253	WP_011190107.1	WP_126378779.1
OG0001254	WP_041278070.1	WP_172961586.1
OG0001256	WP_011190179.1	WP_126379192.1
OG0001257	WP_011190174.1	WP_126378483.1
OG0001258	WP_011188880.1	WP_126375823.1
OG0001259	WP_041277800.1	WP_126375825.1
OG0001260	WP_011188713.1	WP_126379168.1, WP_126378625.1
OG0001263	WP_011187459.1	WP_126379356.1
OG0001264	WP_011190206.1	WP_126379575.1
OG0001266	WP_011189961.1	WP_126379864.1
OG0001267	WP_011187707.1	WP_232034844.1
OG0001271	WP_011189823.1	WP_232034882.1
OG0001272	WP_011189196.1	WP_126375777.1
OG0001273	WP_011187990.1	WP_126377998.1
OG0001274	WP_228130163.1	WP_126377007.1
OG0001275	WP_011188920.1	WP_126378844.1
OG0001276	WP_011187464.1	WP_126375554.1
OG0001277	WP_041277468.1	WP_126380727.1
OG0001278	WP_011187469.1	WP_126380717.1
OG0001279	WP_011187468.1	WP_126380718.1
OG0001281	WP_011189654.1	WP_126376267.1
OG0001282	WP_011189655.1	WP_126377626.1
OG0001283	WP_041278031.1	WP_126376698.1
OG0001284	WP_011189898.1	WP_126380238.1
OG0001285	WP_041278035.1	WP_126380240.1
OG0001286	WP_011189900.1	WP_126381474.1
OG0001287	WP_011189903.1	WP_126379412.1
OG0001288	WP_011189904.1	WP_172961639.1, WP_126379409.1
OG0001289	WP_011189915.1	WP_126377688.1
OG0001290	WP_011189916.1	WP_126377690.1
OG0001292	WP_041278007.1	WP_126380713.1
OG0001293	WP_011189639.1	WP_126375613.1
OG0001295	WP_011189506.1, WP_265588558.1	WP_126379431.1
OG0001296	WP_011187575.1	WP_126376551.1
OG0001297	WP_011187574.1	WP_126376553.1
OG0001298	WP_011190042.1	WP_126379323.1
OG0001300	WP_011187313.1	WP_126380809.1
OG0001301	WP_011188553.1	WP_126375674.1, WP_126377780.1
OG0001302	WP_011188052.1	WP_126379196.1
OG0001303	WP_011190054.1	WP_126379681.1
OG0001304	WP_011188487.1	WP_126380490.1
OG0001305	WP_011188988.1	WP_126380380.1
OG0001306	WP_156792220.1	WP_126378384.1
OG0001308	WP_011188075.1	WP_232034800.1
OG0001309	WP_011189454.1	WP_126375967.1
OG0001311	WP_011189760.1	WP_126380701.1
OG0001312	WP_011189133.1	WP_126379853.1
OG0001314	WP_011188928.1	WP_126380008.1
OG0001318	WP_011188259.1	WP_126376529.1, WP_126377620.1, WP_232034821.1
OG0001324	WP_011188518.1	WP_126376764.1, WP_126375647.1
OG0001333	WP_011189294.1	WP_126377240.1
OG0001336	WP_011187561.1	WP_126378802.1
OG0001337	WP_011188779.1, WP_011188780.1	WP_126377958.1
OG0001356	WP_011187543.1	WP_126378333.1
OG0001361	WP_011190037.1	WP_126379489.1
OG0001368	WP_011188122.1	WP_126377340.1
OG0001372	WP_011187309.1	WP_126380969.1, WP_232034939.1
OG0001380	WP_011188771.1	WP_172961834.1, WP_232034919.1
OG0001381	WP_011188774.1	WP_126377982.1
OG0001382	WP_011187546.1	WP_126377073.1
OG0001387	WP_011189607.1	WP_126380175.1
OG0001393	WP_011188776.1	WP_126377965.1
OG0001396	WP_011189865.1	WP_126377302.1
OG0001397	WP_011188549.1	WP_126380435.1
OG0001398	WP_162096645.1	WP_126378439.1
OG0001401	WP_228130177.1	WP_232034891.1
OG0001403	WP_011190311.1	WP_126379677.1
OG0001404	WP_011190314.1	WP_126379673.1
OG0001405	WP_011190316.1	WP_126379669.1
OG0001406	WP_011190317.1	WP_126379667.1
OG0001407	WP_011190349.1	WP_232034870.1
OG0001409	WP_011190359.1	WP_126379876.1
OG0001413	WP_041277565.1	WP_126375914.1
OG0001414	WP_011189737.1	WP_126380808.1
OG0001416	WP_011190334.1	WP_126380970.1
OG0001422	WP_011189022.1	WP_172961611.1
OG0001423	WP_011189817.1	WP_197723467.1
OG0001424	WP_011187337.1	WP_126377611.1
OG0001427	WP_011188927.1	WP_126381549.1
OG0001428	WP_011187984.1	WP_126380425.1
OG0001429	WP_041277589.1	WP_126381441.1
OG0001432	WP_011189385.1	WP_172961684.1
OG0001433	WP_011190459.1, WP_041277534.1	WP_126376434.1
OG0001435	WP_041277741.1	WP_126379827.1
OG0001436	WP_011187924.1	WP_126381230.1
OG0001439	WP_041277496.1	WP_126378295.1
OG0001442	WP_011188543.1	WP_126380372.1
OG0001443	WP_011188909.1	WP_126380677.1
OG0001446	WP_011188042.1	WP_126380810.1
OG0001447	WP_011188043.1	WP_126380811.1
OG0001448	WP_011188061.1	WP_126380662.1
OG0001451	WP_011188087.1	WP_126379263.1
OG0001452	WP_011188101.1	WP_126379761.1
OG0001454	WP_041278085.1	WP_126379371.1
OG0001458	WP_011188347.1	WP_126379170.1
OG0001459	WP_041277674.1	WP_126379172.1
OG0001461	WP_011190116.1	WP_126375772.1
OG0001462	WP_041278068.1	WP_126376109.1
OG0001470	WP_011190170.1	WP_126380714.1
OG0001473	WP_156792301.1	WP_126376650.1
OG0001474	WP_041277925.1	WP_126375756.1
OG0001477	WP_041277414.1	WP_126379649.1
OG0001478	WP_011187447.1	WP_126380346.1
OG0001479	WP_011189977.1	WP_232034805.1
OG0001482	WP_049785114.1	WP_126376993.1
OG0001484	WP_049785117.1	WP_172961788.1
OG0001485	WP_041278046.1	WP_126381526.1
OG0001490	WP_011189894.1	WP_126380229.1
OG0001491	WP_011189895.1	WP_126380231.1
OG0001492	WP_011189896.1	WP_126380233.1
OG0001493	WP_162096664.1	WP_126380235.1
OG0001494	WP_011189909.1	WP_126379014.1
OG0001495	WP_011189910.1	WP_126380325.1
OG0001496	WP_011189912.1	WP_126380323.1
OG0001497	WP_011189913.1	WP_126380321.1
OG0001498	WP_011189914.1	WP_126377686.1
OG0001499	WP_011189921.1	WP_126377576.1
OG0001500	WP_011189922.1	WP_126377574.1
OG0001501	WP_011189923.1	WP_126377572.1
OG0001502	WP_011189924.1	WP_126377570.1
OG0001503	WP_011189925.1	WP_126377568.1
OG0001504	WP_011189932.1	WP_126377558.1
OG0001505	WP_083818954.1	WP_126378898.1
OG0001507	WP_011189417.1	WP_126380309.1
OG0001508	WP_011189424.1	WP_126378488.1
OG0001510	WP_011189458.1	WP_126378301.1
OG0001514	WP_011187467.1	WP_126381021.1
OG0001515	WP_011187466.1	WP_126380725.1
OG0001517	WP_011188933.1	WP_126380951.1
OG0001518	WP_011188929.1	WP_126380219.1
OG0001519	WP_011190183.1	WP_126375937.1
OG0001522	WP_041277716.1	WP_126377778.1, WP_126375673.1
OG0001529	WP_011187465.1	WP_126380726.1
OG0001531	WP_011190062.1	WP_126376450.1
OG0001533	WP_083818939.1	WP_126377670.1
OG0001536	WP_228130153.1	WP_126379671.1
OG0001539	WP_041277566.1	WP_126375629.1
OG0001540	WP_041278121.1	WP_172961717.1
OG0001542	WP_011190079.1	WP_126375570.1
OG0001546	WP_011190344.1	WP_126378352.1
OG0001547	WP_011188028.1	WP_126379455.1
OG0001550	WP_011187591.1	WP_126379595.1
OG0001551	WP_011188849.1, WP_049785039.1	WP_126377223.1
OG0001557	WP_011188247.1	WP_126380659.1, WP_126378792.1
OG0001593	WP_011187544.1	WP_126378331.1
OG0001602	WP_011187946.1	WP_126380962.1
OG0001607	WP_011188289.1	WP_126380585.1
OG0001612	WP_011188769.1	WP_126377975.1
OG0001613	WP_011188770.1	WP_126377973.1
OG0001616	WP_011189460.1	WP_126379459.1
OG0001619	WP_011189115.1	WP_126381305.1
OG0001620	WP_011190381.1	WP_126381578.1
OG0001623	WP_011187308.1	WP_172961675.1
OG0001629	WP_041278030.1	WP_126380928.1
OG0001631	WP_011187409.1	WP_126380897.1
OG0001632	WP_011188509.1	WP_126381075.1, WP_126376674.1
OG0001638	WP_011189053.1	WP_126377923.1
OG0001643	WP_011189163.1	WP_126379874.1
OG0001645	WP_011187247.1	WP_126378257.1
OG0001646	WP_011187248.1	WP_126375682.1, WP_126378768.1
OG0001656	WP_041278117.1	WP_232034846.1
OG0001657	WP_011190328.1	WP_126377919.1
OG0001660	WP_011188139.1	WP_126377378.1
OG0001664	WP_011189627.1	WP_126376696.1
OG0001668	WP_041277795.1	WP_126375578.1
OG0001676	WP_041277599.1	WP_126378213.1
OG0001677	WP_041278693.1, WP_011188970.1	WP_126379471.1
OG0001678	WP_011188004.1	WP_126377784.1
OG0001681	WP_011187596.1	WP_126379767.1
OG0001682	WP_011187335.1	WP_232034764.1
OG0001687	WP_041277598.1	WP_126375678.1
OG0001690	WP_011188191.1	WP_232034811.1
OG0001691	WP_011188192.1	WP_126380885.1
OG0001696	WP_011187922.1	WP_126375871.1
OG0001701	WP_011187372.1	WP_126377053.1
OG0001703	WP_011187366.1	WP_232034817.1
OG0001708	WP_041278368.1	WP_126380738.1
OG0001715	WP_011188982.1	WP_126380217.1
OG0001717	WP_041278626.1	WP_126378305.1
OG0001718	WP_011188350.1	WP_126379176.1
OG0001719	WP_011188351.1	WP_126379178.1
