Orthogroup	Desulforhopalus vacuolatus DSM 9700	Desulfocapsa_13_biocide
OG0000657	WP_205217794.1	Utg860814_288
OG0000658	WP_205217799.1	Utg860814_293
OG0000659	WP_205217800.1	Utg860814_294
OG0000660	WP_205217770.1	Utg862138_23
OG0000661	WP_205217771.1	Utg862138_24
OG0000662	WP_205219263.1	Utg859236_80
OG0000664	WP_205218676.1	Utg860006_55
OG0000665	WP_275888932.1	Utg859750_18
OG0000667	WP_205218606.1	Utg857300_3
OG0000669	WP_240191924.1	Utg861744_69
OG0000670	WP_205217618.1	Utg858432_31
OG0000671	WP_205218683.1	Utg860006_65
OG0000672	WP_205217501.1	Utg857152_41
OG0000673	WP_240192152.1	Utg859982_38
OG0000674	WP_205218740.1	Utg859236_45
OG0000675	WP_205218692.1	Utg858432_131
OG0000676	WP_205219061.1	Utg859098_162
OG0000677	WP_205217919.1	Utg858494_106
OG0000678	WP_205217920.1	Utg858494_107
OG0000679	WP_205218924.1	Utg866558_16
OG0000680	WP_205217962.1	Utg857490_9
OG0000681	WP_205217948.1	Utg858494_138
OG0000682	WP_205217949.1	Utg858494_139
OG0000684	WP_205218432.1	Utg857152_110
OG0000685	WP_205217925.1	Utg858494_115
OG0000686	WP_205217901.1	Utg858494_58
OG0000687	WP_205217930.1	Utg858494_119
OG0000688	WP_205217932.1	Utg858494_121
OG0000689	WP_205217933.1	Utg858494_122
OG0000690	WP_205219394.1	Utg857300_51
OG0000691	WP_205217945.1	Utg858494_135
OG0000692	WP_205217519.1	Utg857152_13
OG0000693	WP_205217532.1	Utg857682_77
OG0000694	WP_240192014.1	Utg857046_223
OG0000695	WP_205220187.1	Utg861744_138
OG0000696	WP_205218821.1	Utg857682_78
OG0000697	WP_205217482.1	Utg857152_72
OG0000698	WP_205218917.1	Utg866558_23
OG0000699	WP_205218967.1	Utg857992_14
OG0000700	WP_205219191.1	Utg857994_23
OG0000701	WP_205218997.1	Utg859982_145
OG0000702	WP_205219051.1	Utg863716_85
OG0000704	WP_205217636.1	Utg858432_50
OG0000705	WP_205217635.1	Utg858432_49
OG0000706	WP_205217634.1	Utg858432_48
OG0000707	WP_205217631.1	Utg858432_45
OG0000708	WP_205217624.1	Utg858432_38
OG0000709	WP_205218732.1	Utg859098_244
OG0000710	WP_240192073.1	Utg858432_137
OG0000711	WP_205219390.1	Utg857300_58
OG0000712	WP_205218133.1	Utg859098_194
OG0000713	WP_205219117.1	Utg859388_72
OG0000714	WP_205217749.1	Utg859388_74
OG0000715	WP_205217963.1	Utg857490_10
OG0000716	WP_205217961.1	Utg857490_8
OG0000717	WP_205217952.1	Utg858494_142
OG0000718	WP_205217951.1	Utg858494_141
OG0000719	WP_205217950.1	Utg858494_140
OG0000720	WP_205217947.1	Utg858494_137
OG0000721	WP_205217944.1	Utg858494_134
OG0000722	WP_240191960.1	Utg858494_130
OG0000723	WP_205217939.1	Utg858494_128
OG0000724	WP_205217934.1	Utg858494_123
OG0000725	WP_205217931.1	Utg858494_120
OG0000726	WP_205217929.1	Utg858494_118
OG0000727	WP_205218008.1	Utg858494_114
OG0000728	WP_205217924.1	Utg858494_113
OG0000729	WP_240191959.1	Utg858494_112
OG0000730	WP_205217923.1	Utg858494_111
OG0000731	WP_205217918.1	Utg858494_105
OG0000732	WP_205217917.1	Utg858494_104
OG0000733	WP_205217916.1	Utg858494_103
OG0000734	WP_205219096.1	Utg860814_296
OG0000735	WP_205219189.1	Utg857994_165
OG0000736	WP_205220122.1	Utg860814_280
OG0000737	WP_205217796.1	Utg860814_290
OG0000738	WP_205219331.1	Utg859432_37
OG0000739	WP_205218143.1	Utg859098_184
OG0000740	WP_275888967.1	Utg857046_195
OG0000741	WP_205217496.1	Utg857152_47
OG0000742	WP_205219631.1	Utg857046_188
OG0000743	WP_205217968.1	Utg857490_15
OG0000744	WP_205218674.1	Utg860006_53
OG0000745	WP_205218152.1	Utg859388_139
OG0000746	WP_205218726.1	Utg859098_235
OG0000747	WP_205219812.1	Utg857994_151
OG0000748	WP_205219814.1	Utg857994_150
OG0000749	WP_205219618.1	Utg857152_184
OG0000750	WP_205218595.1	Utg861744_131
OG0000751	WP_240192028.1	Utg861744_128
OG0000752	WP_205218564.1	Utg863716_108
OG0000753	WP_205218989.1	Utg859982_134
OG0000754	WP_205220236.1	Utg865370_30
OG0000755	WP_205220237.1	Utg865370_29
OG0000756	WP_205219133.1	Utg859098_377
OG0000757	WP_205218455.1	Utg857046_201
OG0000758	WP_240192022.1	Utg861744_34
OG0000759	WP_205219052.1	Utg863716_91
OG0000760	WP_205218807.1	Utg864866_56
OG0000761	WP_205218558.1	Utg865370_36
OG0000762	WP_205219620.1	Utg857152_182
OG0000763	WP_205219621.1	Utg857152_181
OG0000764	WP_205218425.1	Utg857152_103
OG0000765	WP_205219073.1	Utg857994_216
OG0000766	WP_205220395.1	Utg861744_46
OG0000767	WP_205218656.1	Utg860814_97
OG0000768	WP_205218690.1	Utg858432_125
OG0000769	WP_275888946.1	Utg858494_100
OG0000770	WP_205217913.1	Utg858494_98
OG0000771	WP_205217912.1	Utg858494_97
OG0000772	WP_205217911.1	Utg858494_95
OG0000773	WP_205217910.1	Utg858494_94
OG0000774	WP_205217909.1	Utg858494_93
OG0000775	WP_240191916.1	Utg857152_8
OG0000776	WP_205218177.1	Utg858432_16
OG0000777	WP_205218176.1	Utg858432_17
OG0000779	WP_205218735.1	Utg859236_39
OG0000780	WP_205218094.1	Utg857994_34
OG0000781	WP_205217743.1	Utg859388_66
OG0000782	WP_205218434.1	Utg857152_113
OG0000783	WP_205218487.1	Utg859098_319
OG0000784	WP_205218810.1	Utg864866_53
OG0000785	WP_205218811.1	Utg864866_52
OG0000787	WP_205219764.1	Utg858432_7
OG0000789	WP_205219178.1	Utg858432_136
OG0000790	WP_205217512.1	Utg857152_24
OG0000791	WP_205218403.1	Utg857152_172
OG0000792	WP_205219179.1	Utg858432_138
OG0000793	WP_205220169.1	Utg860814_257
OG0000794	WP_205218734.1	Utg859098_248
OG0000795	WP_205218172.1	Utg859236_57
OG0000796	WP_205219826.1	Utg859388_11
OG0000797	WP_205219772.1	Utg859098_321
OG0000798	WP_205218814.1	Utg864866_5
OG0000799	WP_205219260.1	Utg859236_84
OG0000800	WP_205219395.1	Utg857300_48
OG0000801	WP_205217648.1	Utg858432_94
OG0000802	WP_205220123.1	Utg859982_39
OG0000803	WP_205217659.1	Utg862138_37
OG0000804	WP_205219572.1	Utg857300_38
OG0000805	WP_205217347.1	Utg857994_194
OG0000806	WP_205218541.1	Utg861744_35
OG0000807	WP_205219808.1	Utg857994_156
OG0000808	WP_275888952.1	Utg858494_59
OG0000809	WP_205219281.1	Utg859076_29
OG0000810	WP_205218840.1	Utg859388_28
OG0000811	WP_205219367.1	Utg859076_28
OG0000812	WP_205219470.1	Utg859982_130
OG0000813	WP_205219801.1	Utg859236_28
OG0000814	WP_205218306.1	Utg860814_27, Utg860814_28
OG0000815	WP_205219613.1	Utg859098_270
OG0000816	WP_205218540.1	Utg861744_39
OG0000817	WP_205218505.1	Utg861744_55
OG0000818	WP_205219800.1	Utg859982_206
OG0000819	WP_205218728.1	Utg859098_237
OG0000820	WP_205219113.1	Utg861744_11
OG0000822	WP_205217451.1	Utg857490_29
OG0000823	WP_205217448.1	Utg857490_26
OG0000825	WP_205218679.1	Utg860006_60
OG0000826	WP_205219491.1	Utg859098_398
OG0000827	WP_205218948.1	Utg857992_34
OG0000828	WP_205218949.1	Utg857992_33
OG0000829	WP_205218950.1	Utg857992_32
OG0000830	WP_205218951.1	Utg857992_31
OG0000831	WP_205218952.1	Utg857992_30
OG0000832	WP_205218953.1	Utg857992_29
OG0000833	WP_205217756.1	Utg862138_6
OG0000834	WP_205217358.1	Utg860814_211
OG0000835	WP_205220188.1	Utg861744_136
OG0000836	WP_205220071.1	Utg859982_37
OG0000837	WP_205219815.1	Utg857994_149
OG0000838	WP_205219040.1	Utg859750_78
OG0000839	WP_205219122.1	Utg857994_159
OG0000841	WP_205218340.1	Utg861744_104
OG0000842	WP_205218996.1	Utg859982_143
OG0000843	WP_205218141.1	Utg859098_186
OG0000844	WP_205218921.1	Utg866558_19
OG0000845	WP_275888983.1	Utg866558_18
OG0000846	WP_205218925.1	Utg866558_15
OG0000848	WP_240191979.1	Utg859098_198
OG0000849	WP_240191947.1	Utg860814_241
OG0000850	WP_205217326.1	Utg865370_6
OG0000851	WP_205219317.1	Utg859432_52
OG0000852	WP_205217657.1	Utg862138_31
OG0000853	WP_205217772.1	Utg862138_25
OG0000854	WP_205218958.1	Utg859098_156
OG0000855	WP_205217769.1	Utg862138_22
OG0000856	WP_205218960.1	Utg859098_158
OG0000857	WP_205218681.1	Utg866558_50, Utg860006_64
OG0000858	WP_205217517.1	Utg857152_16
OG0000860	WP_205218430.1	Utg857152_108
OG0000861	WP_205217658.1	Utg862138_32
OG0000862	WP_205218442.1	Utg857046_249
OG0000863	WP_205220211.1	Utg858498_11
OG0000864	WP_205217502.1	Utg857152_40
OG0000865	WP_205219324.1	Utg859432_45
OG0000866	WP_205219407.1	Utg861744_123
OG0000867	WP_205217488.1	Utg857152_66
OG0000868	WP_205219182.1	Utg858432_141
OG0000869	WP_205217946.1	Utg858494_136
OG0000870	WP_205217521.1	Utg857152_7
OG0000871	WP_205217801.1	Utg860814_295
OG0000872	WP_240191904.1	Utg859076_32
OG0000873	WP_205219176.1	Utg858432_134
OG0000874	WP_205220074.1	Utg859982_42
OG0000875	WP_205217774.1	Utg862138_27
OG0000876	WP_205220208.1	Utg858498_10
OG0000877	WP_205219035.1	Utg859750_69
OG0000878	WP_205220135.1	Utg861744_25
OG0000879	WP_205218122.1	Utg859098_208
OG0000881	WP_205220014.1	Utg857046_136
OG0000882	WP_205219246.1	Utg857076_30
OG0000884	WP_205218815.1	Utg864866_4
OG0000886	WP_275889010.1	Utg857152_198
OG0000889	WP_205218536.1	Utg857046_218
OG0000890	WP_205218159.1	Utg859388_129
OG0000891	WP_240192013.1	Utg857046_227
OG0000892	WP_240191934.1	Utg858432_33, Utg858432_32
OG0000893	WP_205217630.1	Utg858432_44
OG0000894	WP_205218892.1	Utg857300_13
OG0000895	WP_205219326.1	Utg859432_42
OG0000896	WP_205217667.1	Utg862138_41
OG0000898	WP_275888936.1	Utg857682_75
OG0000899	WP_205219137.1	Utg857992_27
OG0000900	WP_205219251.1	Utg857076_21
OG0000902	WP_205219847.1	Utg860814_108
OG0000903	WP_205219846.1	Utg860814_106
OG0000904	WP_205218653.1	Utg860814_95
OG0000905	WP_205218151.1	Utg859388_147
OG0000906	WP_205219038.1	Utg859750_75, Utg859750_76
OG0000907	WP_205218271.1, WP_205217453.1	Utg859750_22
OG0000909	WP_205219473.1	Utg857682_174
OG0000913	WP_205217455.1	Utg857076_64
OG0000916	WP_205219358.1	Utg857682_138
OG0000916	WP_205217529.1	Utg857046_100
OG0000920	WP_240192146.1	Utg859098_42
OG0000922	WP_205220011.1	Utg857046_134
OG0000923	WP_205219602.1	Utg857046_22
OG0000925	WP_205219009.1	Utg860006_89, Utg859982_172
OG0000928	WP_205220137.1	Utg859388_85
OG0000930	WP_205218380.1	Utg859098_247
OG0000931	WP_205220385.1, WP_205218075.1	Utg859098_329
OG0000932	WP_205219024.1	Utg857046_234
OG0000935	WP_205219071.1	Utg859388_184, Utg858498_24
OG0000937	WP_205218286.1	Utg857994_136
OG0000939	WP_205219299.1, WP_205218901.1	Utg858432_107
OG0000940	WP_205218831.1	Utg857076_11
OG0000941	WP_205219442.1	Utg857490_16
OG0000943	WP_205218074.1, WP_205220386.1	Utg859098_328
OG0000944	WP_205218943.1	Utg858432_128
OG0000946	WP_205217980.1	Utg858494_6
OG0000952	WP_205218336.1	Utg857682_53
OG0000957	WP_240192057.1	Utg859098_57, Utg857994_246, Utg859098_55
OG0000962	WP_205218157.1	Utg859388_132
OG0000964	WP_205220073.1	Utg859982_41
OG0000967	WP_205218071.1	Utg857994_90
OG0000968	WP_205218139.1	Utg859098_189
OG0000970	WP_205217447.1	Utg857490_24
OG0000972	WP_205218721.1	Utg859098_228
OG0000976	WP_205220108.1	Utg860006_128
OG0000977	WP_240191990.1	Utg859098_362
OG0000981	WP_205218246.1	Utg861744_44
OG0000982	WP_205217514.1	Utg861744_47
OG0000983	WP_205218904.1	Utg858432_111
OG0000985	WP_205217765.1	Utg862138_15
OG0000987	WP_205219611.1	Utg859098_268
OG0000988	WP_205217422.1	Utg859750_14
OG0000990	WP_205218539.1	Utg861744_40
OG0000992	WP_205217619.1	Utg858432_34
OG0000994	WP_205217921.1	Utg858494_108
OG0000995	WP_205217927.1	Utg858494_117
OG0000996	WP_205219580.1	Utg857046_68
OG0000998	WP_205219006.1	Utg859982_156
OG0000999	WP_240191974.1	Utg857152_210
OG0001000	WP_205217926.1	Utg858494_116
OG0001001	WP_205218631.1	Utg857152_125
OG0001002	WP_205217797.1	Utg860814_291
OG0001003	WP_205219272.1	Utg860006_165
OG0001004	WP_205218801.1	Utg864866_85
OG0001005	WP_205218802.1	Utg864866_84
OG0001006	WP_205218607.1	Utg857300_4
OG0001008	WP_205219798.1	Utg859982_204
OG0001009	WP_205219797.1	Utg859982_203
OG0001011	WP_205218109.1	Utg863716_109
OG0001012	WP_205218851.1	Utg860814_60
OG0001013	WP_205218845.1	Utg860814_19, Utg860814_20
OG0001018	WP_205219034.1	Utg859750_68
OG0001019	WP_205217744.1	Utg859388_67
OG0001020	WP_205217316.1	Utg861744_59
OG0001022	WP_205219577.1	Utg857046_31
OG0001023	WP_205220189.1	Utg861744_135
OG0001024	WP_205218063.1	Utg860006_134
OG0001026	WP_205219199.1	Utg857994_126, Utg857994_125
OG0001027	WP_205219238.1	Utg857076_42
OG0001029	WP_205219136.1	Utg857992_28
OG0001033	WP_205220280.1	Utg859098_260
OG0001034	WP_205218507.1	Utg861744_53
OG0001035	WP_205218545.1	Utg861744_22
OG0001036	WP_205218424.1	Utg857152_102, Utg857152_101
OG0001039	WP_205218908.1	Utg858432_117
OG0001041	WP_205219647.1	Utg859388_87
OG0001042	WP_240192027.1	Utg859982_220
OG0001045	WP_205219830.1	Utg859388_15
OG0001046	WP_205218915.1	Utg866558_26
OG0001048	WP_205217646.1	Utg858432_90
OG0001052	WP_205217782.1	Utg857152_158
OG0001053	WP_205219767.1	Utg857994_209
OG0001056	WP_205218713.1	Utg859098_437, Utg858498_1
OG0001057	WP_240191907.1	Utg857682_14
OG0001058	WP_205219829.1	Utg859388_14
OG0001063	WP_205218344.1	Utg859982_72
OG0001065	WP_205218067.1	Utg859236_30, Utg859236_29
OG0001066	WP_205217620.1	Utg858432_35
OG0001067	WP_240192064.1	Utg859982_135, Utg859982_136
OG0001068	WP_240192112.1	Utg859098_273
OG0001070	WP_205217344.1	Utg859076_33
OG0001073	WP_205219270.1, WP_205217389.1	Utg859982_126
OG0001074	WP_205217321.1	Utg859432_79
OG0001075	WP_205218414.1	Utg859098_419
OG0001076	WP_205219619.1	Utg857152_183
OG0001080	WP_205218033.1	Utg857152_222
OG0001082	WP_205218761.1	Utg863716_40
OG0001083	WP_205219467.1	Utg865370_14
OG0001084	WP_205219466.1	Utg865370_12
OG0001085	WP_205218232.1	Utg864866_113
OG0001086	WP_205218233.1	Utg864866_114
OG0001088	WP_205219393.1	Utg857300_53
OG0001089	WP_205218824.1	Utg860006_113
OG0001093	WP_205219209.1	Utg857046_261
OG0001094	WP_205219667.1	Utg857994_67
OG0001095	WP_205217903.1	Utg858494_86
OG0001096	WP_205217900.1	Utg858494_56
OG0001098	WP_205218439.1	Utg859098_10
OG0001099	WP_205220322.1	Utg860006_17
OG0001100	WP_205219119.1	Utg857994_163
OG0001101	WP_205217747.1	Utg859388_71
OG0001102	WP_205220079.1	Utg859982_77
OG0001104	WP_205218137.1	Utg859098_190
OG0001105	WP_205218324.1	Utg859098_253
OG0001106	WP_205218325.1	Utg859098_254
OG0001107	WP_205219774.1	Utg859098_317
OG0001108	WP_205218072.1	Utg859098_326
OG0001109	WP_205218073.1	Utg859098_327
OG0001110	WP_205218076.1	Utg859098_330
OG0001111	WP_205220052.1	Utg859098_353
OG0001112	WP_205219025.1	Utg857046_155, Utg857046_233, Utg859098_125
OG0001113	WP_205217643.1	Utg858432_78
OG0001115	WP_205218647.1, WP_240192161.1	Utg858498_5
OG0001116	WP_205218749.1	Utg859982_18
OG0001117	WP_205218752.1	Utg859982_15
OG0001118	WP_205219984.1	Utg857992_11
OG0001119	WP_205218906.1	Utg858432_116
OG0001120	WP_205217775.1	Utg862138_29
OG0001121	WP_205218876.1	Utg861448_2
OG0001122	WP_205218126.1	Utg857046_148
OG0001124	WP_205218323.1	Utg859098_252
OG0001125	WP_205219983.1	Utg863716_62
OG0001126	WP_205220194.1	Utg860814_1
OG0001127	WP_205219194.1	Utg857994_16
OG0001129	WP_205218985.1, WP_205220430.1, WP_205218490.1, WP_205219727.1, WP_205218865.1	Utg863716_131
OG0001132	WP_205217979.1	Utg858494_7
OG0001133	WP_205217996.1	Utg857994_245
OG0001136	WP_205217366.1	Utg857994_83, Utg857994_84
OG0001138	WP_205218039.1	Utg859982_123
OG0001139	WP_205219517.1	Utg860006_115
OG0001143	WP_205218381.1	Utg863716_34
OG0001145	WP_205219811.1	Utg857994_153
OG0001148	WP_205219310.1	Utg858494_34
OG0001150	WP_205219258.1	Utg859236_99
OG0001152	WP_205218946.1	Utg857992_36
OG0001153	WP_205217308.1	Utg861744_68
OG0001154	WP_240192097.1	Utg857152_46
OG0001155	WP_205218651.1	Utg859098_278
OG0001157	WP_205217590.1	Utg861744_62
OG0001158	WP_205219231.1	Utg857152_140
OG0001159	WP_205219280.1	Utg859076_30
OG0001161	WP_205217748.1	Utg859388_73
OG0001162	WP_205218244.1	Utg859098_386
OG0001164	WP_205219342.1	Utg859098_272
OG0001165	WP_205217655.1	Utg860814_188
OG0001166	WP_205218669.1	Utg860006_27
OG0001168	WP_205218850.1	Utg860814_59, Utg860814_58
OG0001169	WP_205218846.1	Utg860814_65
OG0001171	WP_205217298.1	Utg861744_94
OG0001172	WP_205217310.1	Utg861744_66
OG0001173	WP_205217311.1	Utg861744_65
OG0001174	WP_205217296.1	Utg861744_96
OG0001179	WP_205218693.1	Utg860814_117
OG0001182	WP_205219128.1	Utg857300_43, Utg857300_42
OG0001183	WP_205218555.1, WP_205219551.1	Utg857046_19
OG0001184	WP_205218460.1	Utg857046_171, Utg857046_170
OG0001189	WP_205217785.1	Utg857152_160
OG0001192	WP_205218397.1	Utg866558_38
OG0001195	WP_205217682.1	Utg862138_54
OG0001197	WP_205217798.1	Utg860814_292
OG0001198	WP_205217818.1	Utg860814_255
OG0001200	WP_205219849.1	Utg860814_110
OG0001202	WP_205219047.1	Utg863716_82
OG0001203	WP_205217393.1	Utg863716_48
OG0001206	WP_205218412.1	Utg859098_422
OG0001207	WP_240192010.1	Utg859098_421
OG0001209	WP_205217566.1	Utg864866_66
OG0001214	WP_205218599.1	Utg857300_16, Utg860814_225
OG0001216	WP_205218030.1	Utg857152_219
OG0001218	WP_205219508.1	Utg857994_32, Utg859388_50, Utg859388_143
OG0001226	WP_205219343.1	Utg860814_13
OG0001230	WP_205218508.1	Utg861744_52
OG0001232	WP_240192095.1	Utg857300_52
OG0001233	WP_205219763.1	Utg860006_75
OG0001235	WP_205220215.1, WP_205220047.1	Utg857994_105
OG0001238	WP_205217329.1	Utg863716_56
OG0001239	WP_205218179.1	Utg860006_48
OG0001242	WP_205217511.1	Utg857152_25
OG0001243	WP_205217498.1	Utg857152_44
OG0001244	WP_205217493.1	Utg857152_55
OG0001245	WP_205217487.1	Utg857152_67
OG0001246	WP_205218426.1	Utg857152_104
OG0001247	WP_205217403.1	Utg857046_254
OG0001248	WP_205218450.1	Utg857046_211
OG0001249	WP_205220007.1	Utg857046_131
OG0001252	WP_205219245.1	Utg857076_31
OG0001253	WP_205219247.1	Utg857076_28
OG0001254	WP_205219250.1	Utg857076_24
OG0001256	WP_205218742.1	Utg859236_47
OG0001257	WP_205218738.1	Utg859236_42
OG0001258	WP_205219805.1	Utg859236_19
OG0001259	WP_205219806.1	Utg859236_18
OG0001260	WP_205219771.1	Utg860006_26
OG0001261	WP_205218671.1	Utg860006_46, Utg860006_47
OG0001262	WP_205220033.1	Utg860006_58
OG0001263	WP_205219749.1	Utg860006_85
OG0001264	WP_275888999.1	Utg860006_166
OG0001265	WP_205218615.1, WP_205217336.1	Utg857994_240, Utg860006_175, Utg857994_239
OG0001266	WP_205219820.1	Utg857994_143
OG0001267	WP_205218239.1, WP_205218238.1, WP_205218021.1	Utg863716_43
OG0001269	WP_205219757.1	Utg859982_196
OG0001270	WP_275888994.1	Utg857682_152
OG0001271	WP_205218119.1	Utg859098_211
OG0001272	WP_205218078.1	Utg859098_223
OG0001273	WP_205219430.1	Utg859098_180
OG0001274	WP_205219714.1	Utg859098_242
OG0001275	WP_205218955.1	Utg859098_312
OG0001276	WP_205219744.1	Utg859098_323
OG0001277	WP_205219745.1	Utg859098_324
OG0001278	WP_205219739.1	Utg859098_332
OG0001279	WP_275889009.1	Utg859098_333
OG0001281	WP_205220050.1	Utg859098_355
OG0001282	WP_240192149.1	Utg859098_356
OG0001283	WP_205218145.1	Utg859098_359
OG0001291	WP_205219337.1	Utg858498_8
OG0001292	WP_205220207.1	Utg858498_9
OG0001293	WP_205220212.1	Utg858498_12
OG0001294	WP_205218150.1	Utg859388_148
OG0001298	WP_205218923.1	Utg866558_17
OG0001300	WP_205219583.1	Utg857046_102
OG0001301	WP_205217757.1	Utg862138_7
OG0001303	WP_205218912.1	Utg866558_30
OG0001304	WP_205218657.1	Utg860814_98
OG0001305	WP_205219550.1	Utg860814_105
OG0001306	WP_205217773.1	Utg862138_26
OG0001308	WP_205218427.1	Utg857152_105
OG0001309	WP_205218154.1	Utg859388_136
OG0001310	WP_205218116.1	Utg859098_214
OG0001311	WP_205219264.1	Utg857994_43
OG0001312	WP_205217978.1	Utg858494_8
OG0001314	WP_205217407.1	Utg860814_151
OG0001319	WP_205220323.1	Utg860006_16
OG0001320	WP_205217974.1	Utg858432_64
OG0001322	WP_205217369.1	Utg858494_49
OG0001323	WP_205218040.1	Utg859982_124
OG0001330	WP_205219098.1	Utg860814_324
OG0001332	WP_205218173.1	Utg860006_156
OG0001333	WP_205218224.1	Utg861744_85
OG0001338	WP_205219187.1	Utg857994_169
OG0001339	WP_275888943.1	Utg858432_95
OG0001340	WP_205219265.1	Utg859236_59
OG0001341	WP_205218652.1	Utg859098_277
OG0001344	WP_205217518.1	Utg857152_14
OG0001345	WP_205219300.1	Utg859236_15
OG0001346	WP_205218705.1	Utg860006_68
OG0001347	WP_275888977.1	Utg859236_34
OG0001348	WP_240192042.1	Utg864866_27
OG0001353	WP_205218857.1	Utg860814_78
OG0001354	WP_205218852.1	Utg860814_71
OG0001355	WP_205218733.1	Utg859098_246
OG0001357	WP_205218368.1	Utg860006_79
OG0001359	WP_205217297.1	Utg861744_95
OG0001362	WP_240191949.1	Utg862138_55
OG0001363	WP_205218911.1	Utg866558_33
OG0001364	WP_205219802.1	Utg859236_27
OG0001367	WP_205218543.1	Utg861744_31
OG0001370	WP_205219115.1	Utg861744_13
OG0001371	WP_205217317.1	Utg861744_58
OG0001378	WP_240191981.1	Utg859388_130
OG0001385	WP_205218858.1	Utg860814_76
OG0001387	WP_205217692.1	Utg861448_22, Utg863716_95
OG0001390	WP_205219818.1	Utg857994_145
OG0001391	WP_205217592.1	Utg857300_9
OG0001394	WP_205219100.1	Utg860814_328
OG0001395	WP_205219653.1	Utg860814_281
OG0001397	WP_205217754.1	Utg862138_4
OG0001399	WP_205217809.1	Utg860814_228
OG0001400	WP_205218046.1	Utg859236_77
OG0001401	WP_205217654.1	Utg860814_187
OG0001403	WP_205219048.1	Utg863716_83
OG0001404	WP_205219046.1	Utg863716_81
OG0001405	WP_205219044.1	Utg863716_79
OG0001406	WP_205219043.1	Utg863716_78
OG0001407	WP_205217328.1	Utg863716_57
OG0001408	WP_240191903.1	Utg863716_55
OG0001409	WP_205217398.1	Utg863716_44
OG0001410	WP_205217305.1	Utg861744_71
OG0001411	WP_240191973.1	Utg859388_52
OG0001414	WP_205220113.1	Utg857152_178
OG0001416	WP_205219021.1	Utg859750_62
OG0001417	WP_240191906.1	Utg857994_196
OG0001418	WP_205218803.1	Utg864866_83
OG0001420	WP_205218031.1	Utg857152_218
OG0001421	WP_205218511.1	Utg859432_73, Utg859432_72
OG0001425	WP_205219463.1	Utg865370_3
OG0001427	WP_240192037.1	Utg863716_67
OG0001429	WP_205218509.1	Utg861744_51
OG0001430	WP_205219288.1	Utg859098_3
OG0001431	WP_205219292.1	Utg859098_4, Utg864866_9
OG0001434	WP_205219276.1	Utg857300_55
OG0001440	WP_205218095.1	Utg859750_31
OG0001445	WP_205217522.1	Utg857152_6
OG0001446	WP_205217500.1	Utg857152_42
OG0001447	WP_205217499.1	Utg857152_43
OG0001448	WP_205217484.1	Utg857152_70
OG0001450	WP_205218423.1	Utg857152_87
OG0001451	WP_205218436.1	Utg857152_115
OG0001452	WP_205218447.1	Utg857046_224
OG0001453	WP_205219878.1	Utg857046_210
OG0001454	WP_205218453.1	Utg857046_204
OG0001457	WP_205219140.1	Utg859236_16
OG0001458	WP_205217960.1	Utg857490_5
OG0001459	WP_205217959.1	Utg857490_4
OG0001461	WP_205219239.1	Utg857076_39
OG0001462	WP_205219252.1	Utg857076_20
OG0001463	WP_205218717.1, WP_205219871.1	Utg859982_178
OG0001464	WP_205219256.1	Utg857076_17
OG0001465	WP_275888998.1	Utg859236_83
OG0001466	WP_205219262.1	Utg859236_81
OG0001469	WP_205218374.1	Utg859236_53
OG0001470	WP_240192034.1	Utg859236_33
OG0001472	WP_205217397.1	Utg860006_80
OG0001476	WP_275888992.1, WP_205219155.1, WP_205219144.1	Utg860006_152
OG0001477	WP_205219768.1	Utg857994_212
OG0001479	WP_205219121.1	Utg857994_160
OG0001481	WP_205217732.1	Utg859388_54
OG0001483	WP_205219646.1, WP_205220442.1, WP_205220070.1	Utg859388_88
OG0001484	WP_205220078.1	Utg859982_76
OG0001485	WP_205218991.1	Utg859982_137
OG0001486	WP_205219760.1	Utg859982_199
OG0001487	WP_205219799.1	Utg859982_205
OG0001488	WP_205218719.1	Utg859098_337
OG0001489	WP_205218744.1	Utg859098_341
OG0001507	WP_205220199.1	Utg858498_17
OG0001508	WP_205219069.1	Utg859388_180
OG0001510	WP_205218158.1	Utg859388_131
OG0001513	WP_205218714.1	Utg858498_3, Utg858498_2, Utg859098_438
OG0001516	WP_205219200.1	Utg857994_52
OG0001517	WP_275888982.1	Utg861448_3
OG0001518	WP_205218689.1	Utg858432_124
OG0001519	WP_205218174.1	Utg858432_20
OG0001520	WP_240192128.1	Utg858432_8
OG0001521	WP_205218568.1	Utg862138_19
OG0001522	WP_205217758.1	Utg862138_8
OG0001524	WP_205219554.1	Utg857046_21
OG0001525	WP_205220282.1	Utg859098_258
OG0001527	WP_205219759.1	Utg859982_198
OG0001528	WP_205220200.1	Utg858498_19
OG0001530	WP_205218443.1	Utg857046_229
OG0001531	WP_205218905.1	Utg858432_112
OG0001532	WP_205219796.1	Utg859982_202
OG0001535	WP_275888941.1	Utg860814_203
OG0001536	WP_205219045.1	Utg863716_80
OG0001540	WP_205217325.1	Utg859982_177
OG0001542	WP_205219255.1	Utg863716_18
OG0001547	WP_205217513.1	Utg857152_23
OG0001548	WP_205219017.1	Utg859388_46
OG0001551	WP_205218621.1	Utg857682_45
OG0001567	WP_205220239.1	Utg865370_27
OG0001576	WP_205218579.1	Utg859982_216
OG0001578	WP_205219201.1	Utg857994_51
OG0001580	WP_205219477.1	Utg865370_25
OG0001582	WP_205219007.1	Utg861744_100
