Orthogroup	Desulforhopalus vacuolatus DSM 9700	Desulfocapsa_06_corrosive
OG0000624	WP_205218135.1	Utg323152_218
OG0000625	WP_205218136.1	Utg323152_219
OG0000626	WP_205219413.1	Utg324810_60
OG0000627	WP_205217906.1	Utg323448_100
OG0000628	WP_240191905.1	Utg323180_312
OG0000629	WP_205219678.1, WP_205219665.1	Utg323632_1, Utg323316_98
OG0000630	WP_205217508.1	Utg323300_302
OG0000631	WP_205217509.1	Utg323300_300
OG0000632	WP_205219650.1	Utg323392_138
OG0000633	WP_205218065.1	Utg323180_584
OG0000634	WP_205219197.1	Utg323074_110
OG0000635	WP_205219807.1	Utg323990_206
OG0000637	WP_205217740.1	Utg323392_155
OG0000638	WP_205219253.1	Utg323262_113
OG0000639	WP_205219776.1	Utg323152_564
OG0000640	WP_205218166.1	Utg323990_80
OG0000641	WP_205218910.1	Utg323632_228
OG0000642	WP_205219556.1	Utg323316_136
OG0000643	WP_205219124.1	Utg323074_137
OG0000644	WP_205220191.1	Utg323300_295
OG0000645	WP_205219573.1	Utg323316_141
OG0000646	WP_205217633.1	Utg323632_108
OG0000647	WP_240191938.1	Utg323632_107
OG0000648	WP_205217629.1	Utg323632_103
OG0000649	WP_205219123.1	Utg323074_138
OG0000650	WP_205219129.1	Utg323632_350
OG0000651	WP_205220279.1	Utg323152_154
OG0000652	WP_205219827.1	Utg323392_225
OG0000653	WP_205219060.1	Utg323152_255
OG0000654	WP_205217423.1	Utg323140_11
OG0000655	WP_205217444.1	Utg323448_27
OG0000656	WP_205217793.1	Utg323180_692
OG0000657	WP_205217794.1	Utg323180_693
OG0000658	WP_205217799.1	Utg323180_697
OG0000659	WP_205217800.1	Utg323180_698
OG0000660	WP_205217770.1	Utg323632_33
OG0000661	WP_205217771.1	Utg323632_34
OG0000662	WP_205219263.1	Utg323262_165, Utg323262_164
OG0000663	WP_205218622.1	Utg323140_228
OG0000664	WP_205218676.1	Utg323990_147
OG0000665	WP_275888932.1	Utg323140_6
OG0000666	WP_205219657.1	Utg323180_423
OG0000667	WP_205218606.1	Utg323300_165
OG0000669	WP_240191924.1	Utg323160_12, Utg324810_104
OG0000670	WP_205217618.1	Utg323632_92
OG0000671	WP_205218683.1	Utg323990_137
OG0000672	WP_205217501.1	Utg323300_313
OG0000673	WP_240192152.1	Utg323152_509
OG0000674	WP_205218740.1	Utg324548_24
OG0000675	WP_205218692.1	Utg323632_238
OG0000676	WP_205219061.1	Utg323152_254
OG0000677	WP_205217919.1	Utg323448_85
OG0000678	WP_205217920.1	Utg323448_84
OG0000679	WP_205218924.1	Utg323632_301
OG0000680	WP_205217962.1	Utg323448_39
OG0000681	WP_205217948.1	Utg323448_54
OG0000682	WP_205217949.1	Utg323448_53
OG0000684	WP_205218432.1	Utg323300_386
OG0000685	WP_205217925.1	Utg323448_77
OG0000686	WP_205217901.1	Utg323448_114
OG0000687	WP_205217930.1	Utg323448_73
OG0000688	WP_205217932.1	Utg323448_71
OG0000689	WP_205217933.1	Utg323448_70
OG0000690	WP_205219394.1	Utg323300_99
OG0000691	WP_205217945.1	Utg323448_57
OG0000692	WP_205217519.1	Utg323300_284
OG0000693	WP_205217532.1	Utg325220_116
OG0000694	WP_240192014.1	Utg323316_326
OG0000695	WP_205220187.1	Utg324810_39
OG0000696	WP_205218821.1	Utg325220_114
OG0000697	WP_205217482.1	Utg323300_348
OG0000698	WP_205218917.1	Utg323632_294
OG0000699	WP_205218967.1	Utg323632_360
OG0000700	WP_205219191.1	Utg323074_31
OG0000701	WP_205218997.1	Utg323152_442
OG0000702	WP_205219051.1	Utg323180_262
OG0000703	WP_205217726.1	Utg323300_223
OG0000704	WP_205217636.1	Utg323632_111
OG0000705	WP_205217635.1	Utg323632_110
OG0000706	WP_205217634.1	Utg323632_109
OG0000707	WP_205217631.1	Utg323632_105
OG0000708	WP_205217624.1	Utg323632_98
OG0000709	WP_205218732.1	Utg323152_170
OG0000710	WP_240192073.1	Utg323632_246
OG0000711	WP_205219390.1	Utg323300_74
OG0000712	WP_205218133.1	Utg323152_217
OG0000713	WP_205219117.1	Utg323392_146
OG0000714	WP_205217749.1	Utg323392_144
OG0000715	WP_205217963.1	Utg323448_38
OG0000716	WP_205217961.1	Utg323448_40
OG0000717	WP_205217952.1	Utg323448_50
OG0000718	WP_205217951.1	Utg323448_51
OG0000719	WP_205217950.1	Utg323448_52
OG0000720	WP_205217947.1	Utg323448_55
OG0000721	WP_205217944.1	Utg323448_58
OG0000722	WP_240191960.1	Utg323448_61
OG0000723	WP_205217939.1	Utg323448_64
OG0000724	WP_205217934.1	Utg323448_69
OG0000725	WP_205217931.1	Utg323448_72
OG0000726	WP_205217929.1	Utg323448_74
OG0000727	WP_205218008.1	Utg323448_78
OG0000728	WP_205217924.1	Utg323448_79
OG0000729	WP_240191959.1	Utg323448_80
OG0000730	WP_205217923.1	Utg323448_81
OG0000731	WP_205217918.1	Utg323448_86
OG0000732	WP_205217917.1	Utg323448_87
OG0000733	WP_205217916.1	Utg323448_88
OG0000734	WP_205219096.1	Utg323180_700
OG0000735	WP_205219189.1	Utg323074_151
OG0000736	WP_205220122.1	Utg323180_687
OG0000737	WP_205217796.1	Utg323180_694
OG0000738	WP_205219331.1	Utg323140_176
OG0000739	WP_205218143.1	Utg323152_227
OG0000740	WP_275888967.1	Utg323316_299
OG0000741	WP_205217496.1	Utg323300_319
OG0000742	WP_205219631.1	Utg323316_284
OG0000743	WP_205217968.1	Utg323448_33
OG0000744	WP_205218674.1	Utg323990_150
OG0000745	WP_205218152.1	Utg323392_96
OG0000746	WP_205218726.1	Utg323152_179
OG0000747	WP_205219812.1	Utg323074_132
OG0000748	WP_205219814.1	Utg323074_131
OG0000749	WP_205219618.1	Utg323180_110
OG0000750	WP_205218595.1	Utg324810_48
OG0000751	WP_240192028.1	Utg324810_51
OG0000752	WP_205218564.1	Utg323180_291
OG0000753	WP_205218989.1	Utg323152_450
OG0000754	WP_205220236.1	Utg323266_37
OG0000755	WP_205220237.1	Utg323266_36
OG0000756	WP_205219133.1	Utg323152_9
OG0000757	WP_205218455.1	Utg323316_304
OG0000758	WP_240192022.1	Utg323160_65
OG0000759	WP_205219052.1	Utg323180_268
OG0000760	WP_205218807.1	Utg323140_99
OG0000761	WP_205218558.1	Utg323266_44
OG0000762	WP_205219620.1	Utg323180_108
OG0000763	WP_205219621.1	Utg323180_107
OG0000764	WP_205218425.1	Utg323300_379
OG0000765	WP_205219073.1	Utg323152_356
OG0000766	WP_205220395.1	Utg323160_38
OG0000767	WP_205218656.1	Utg323180_507
OG0000768	WP_205218690.1	Utg323632_232
OG0000769	WP_275888946.1	Utg323448_91
OG0000770	WP_205217913.1	Utg323448_93
OG0000771	WP_205217912.1	Utg323448_94
OG0000772	WP_205217911.1	Utg323448_95
OG0000773	WP_205217910.1	Utg323448_96
OG0000774	WP_205217909.1	Utg323448_97
OG0000775	WP_240191916.1	Utg323300_280
OG0000776	WP_205218177.1	Utg323632_74
OG0000777	WP_205218176.1	Utg323632_75
OG0000779	WP_205218735.1	Utg324548_29
OG0000780	WP_205218094.1	Utg323074_40
OG0000781	WP_205217743.1	Utg323392_152
OG0000782	WP_205218434.1	Utg323300_390
OG0000783	WP_205218487.1	Utg323152_80
OG0000784	WP_205218810.1	Utg323140_102
OG0000785	WP_205218811.1	Utg323140_103
OG0000787	WP_205219764.1	Utg323632_68
OG0000788	WP_205220268.1	Utg323316_75, Utg323316_74
OG0000789	WP_205219178.1	Utg323632_245
OG0000790	WP_205217512.1	Utg323300_297
OG0000791	WP_205218403.1	Utg323180_99
OG0000792	WP_205219179.1	Utg323632_247
OG0000793	WP_205220169.1	Utg323180_665
OG0000794	WP_205218734.1	Utg323152_166
OG0000795	WP_205218172.1	Utg324548_10
OG0000796	WP_205219826.1	Utg323392_226
OG0000797	WP_205219772.1	Utg323152_78
OG0000798	WP_205218814.1	Utg323140_157
OG0000799	WP_205219260.1	Utg323262_161
OG0000800	WP_205219395.1	Utg323300_103
OG0000801	WP_205217648.1	Utg323632_142
OG0000802	WP_205220123.1	Utg323152_508
OG0000803	WP_205217659.1	Utg323632_49
OG0000804	WP_205219572.1	Utg323300_114
OG0000805	WP_205217347.1	Utg323074_179
OG0000806	WP_205218541.1	Utg323160_64
OG0000807	WP_205219808.1	Utg323074_136
OG0000808	WP_275888952.1	Utg323448_113
OG0000809	WP_205219281.1	Utg323180_317
OG0000810	WP_205218840.1	Utg323392_199
OG0000811	WP_205219367.1	Utg323180_318
OG0000812	WP_205219470.1	Utg323152_454
OG0000813	WP_205219801.1	Utg323990_217
OG0000814	WP_205218306.1	Utg323180_447
OG0000815	WP_205219613.1	Utg323152_145
OG0000816	WP_205218540.1	Utg323160_60
OG0000817	WP_205218505.1	Utg323160_28
OG0000818	WP_205219800.1	Utg323152_392
OG0000819	WP_205218728.1	Utg323152_177
OG0000820	WP_205219113.1	Utg323160_92
OG0000822	WP_205217451.1	Utg323448_19
OG0000823	WP_205217448.1	Utg323448_22
OG0000824	WP_205218778.1	Utg323140_266, Utg325220_3
OG0000825	WP_205218679.1	Utg323990_142
OG0000826	WP_205219491.1	Utg323180_412
OG0000827	WP_205218948.1	Utg323632_335
OG0000828	WP_205218949.1	Utg323632_336
OG0000829	WP_205218950.1	Utg323632_337
OG0000830	WP_205218951.1	Utg323632_338
OG0000831	WP_205218952.1	Utg323632_339
OG0000832	WP_205218953.1	Utg323632_340
OG0000833	WP_205217756.1	Utg323632_14
OG0000834	WP_205217358.1	Utg323180_620
OG0000835	WP_205220188.1	Utg324810_42
OG0000836	WP_205220071.1	Utg323152_510
OG0000837	WP_205219815.1	Utg323074_130
OG0000838	WP_205219040.1	Utg323180_39
OG0000839	WP_205219122.1	Utg323074_139
OG0000841	WP_205218340.1	Utg324810_75
OG0000842	WP_205218996.1	Utg323152_444
OG0000843	WP_205218141.1	Utg323152_225
OG0000844	WP_205218921.1	Utg323632_298
OG0000845	WP_275888983.1	Utg323632_299
OG0000846	WP_205218925.1	Utg323632_302
OG0000848	WP_240191979.1	Utg323152_213
OG0000849	WP_240191947.1	Utg323180_649
OG0000850	WP_205217326.1	Utg323266_11, Utg323160_130
OG0000851	WP_205219317.1	Utg323140_191
OG0000852	WP_205217657.1	Utg323632_42
OG0000853	WP_205217772.1	Utg323632_35
OG0000854	WP_205218958.1	Utg323152_260
OG0000855	WP_205217769.1	Utg323632_31
OG0000856	WP_205218960.1	Utg323152_257
OG0000857	WP_205218681.1	Utg323632_269, Utg323990_138
OG0000858	WP_205217517.1	Utg323300_288
OG0000859	WP_205219545.1	Utg323632_3, Utg323316_96
OG0000860	WP_205218430.1	Utg323300_384
OG0000861	WP_205217658.1	Utg323632_43
OG0000862	WP_205218442.1	Utg323316_335
OG0000863	WP_205220211.1	Utg323392_26
OG0000864	WP_205217502.1	Utg323300_312
OG0000865	WP_205219324.1	Utg323140_184
OG0000866	WP_205219407.1	Utg324810_56
OG0000867	WP_205217488.1	Utg323300_342
OG0000868	WP_205219182.1	Utg323632_250
OG0000869	WP_205217946.1	Utg323448_56
OG0000870	WP_205217521.1	Utg323300_279
OG0000871	WP_205217801.1	Utg323180_699
OG0000872	WP_240191904.1	Utg323180_314
OG0000873	WP_205219176.1	Utg323632_242
OG0000874	WP_205220074.1	Utg323152_504
OG0000875	WP_205217774.1	Utg323632_38
OG0000876	WP_205220208.1	Utg323392_25
OG0000877	WP_205219035.1	Utg323180_31
OG0000878	WP_205220135.1	Utg323160_74
OG0000879	WP_205218122.1	Utg323152_205
OG0000881	WP_205220014.1	Utg323316_231
OG0000882	WP_205219246.1	Utg323262_102
OG0000884	WP_205218815.1	Utg323140_158
OG0000885	WP_205217479.1	Utg323140_247
OG0000886	WP_275889010.1	Utg323180_127
OG0000889	WP_205218536.1	Utg323316_321
OG0000890	WP_205218159.1	Utg323392_107
OG0000891	WP_240192013.1	Utg323316_330
OG0000892	WP_240191934.1	Utg323632_93
OG0000893	WP_205217630.1	Utg323632_104
OG0000894	WP_205218892.1	Utg323152_386
OG0000895	WP_205219326.1	Utg323140_181
OG0000896	WP_205217667.1	Utg323632_54
OG0000898	WP_275888936.1	Utg325220_118
OG0000899	WP_205219137.1	Utg323632_342
OG0000900	WP_205219251.1	Utg323262_111
OG0000902	WP_205219847.1	Utg323180_515
OG0000903	WP_205219846.1	Utg323180_514
OG0000904	WP_205218653.1	Utg323180_505
OG0000905	WP_205218151.1	Utg323392_88
OG0000906	WP_205219038.1	Utg323180_37
OG0000907	WP_205218271.1, WP_205217453.1	Utg323180_3, Utg323140_1
OG0000909	WP_205219473.1	Utg325220_65, Utg323140_271
OG0000911	WP_205218602.1	Utg323152_135, Utg323074_104
OG0000913	WP_205217455.1	Utg323262_68
OG0000916	WP_205217529.1	Utg323316_195
OG0000921	WP_205218751.1	Utg323316_298
OG0000922	WP_205220011.1	Utg323316_229
OG0000923	WP_205219602.1	Utg323316_133
OG0000924	WP_240192029.1	Utg323074_212
OG0000925	WP_205219009.1	Utg323990_109, Utg323152_422, Utg323990_81
OG0000928	WP_205220137.1	Utg323392_136
OG0000930	WP_205218380.1	Utg323152_167
OG0000931	WP_205220385.1, WP_205218075.1	Utg323152_71
OG0000935	WP_205219071.1	Utg323392_48
OG0000937	WP_205218286.1	Utg323074_117
OG0000939	WP_205218901.1	Utg323632_214
OG0000940	WP_205218831.1	Utg323140_88
OG0000941	WP_205219442.1	Utg323448_32
OG0000943	WP_205218074.1, WP_205220386.1	Utg323152_72
OG0000944	WP_205218943.1	Utg323632_235
OG0000946	WP_205217980.1	Utg323300_26
OG0000950	WP_205218390.1	Utg323180_222
OG0000952	WP_205218336.1	Utg323266_108
OG0000962	WP_205218157.1	Utg323392_104
OG0000964	WP_205220073.1	Utg323152_505
OG0000967	WP_205218071.1	Utg323074_88
OG0000968	WP_205218139.1	Utg323152_222
OG0000970	WP_205217447.1	Utg323448_24
OG0000972	WP_205218721.1	Utg323152_186
OG0000976	WP_205220108.1	Utg323990_85
OG0000977	WP_240191990.1	Utg323152_39
OG0000978	WP_205217941.1	Utg323448_62
OG0000979	WP_240192011.1	Utg323300_360
OG0000981	WP_205218246.1	Utg323160_41
OG0000982	WP_205217514.1	Utg323160_37
OG0000983	WP_205218904.1	Utg323632_219
OG0000984	WP_205218347.1	Utg324810_16
OG0000985	WP_205217765.1	Utg323632_24
OG0000987	WP_205219611.1	Utg323152_147
OG0000988	WP_205217422.1	Utg323140_10
OG0000990	WP_205218539.1	Utg323160_59
OG0000992	WP_205217619.1	Utg323632_94
OG0000993	WP_205217694.1	Utg323074_90
OG0000995	WP_205217927.1	Utg323448_75
OG0000996	WP_205219580.1	Utg323316_175
OG0000998	WP_205219006.1	Utg323152_435
OG0000999	WP_240191974.1	Utg323180_137
OG0001000	WP_205217926.1	Utg323448_76
OG0001001	WP_205218631.1	Utg323300_401
OG0001002	WP_205217797.1	Utg323180_695
OG0001003	WP_205219272.1	Utg323990_38
OG0001004	WP_205218801.1	Utg323140_68
OG0001005	WP_205218802.1	Utg323140_69
OG0001006	WP_205218607.1	Utg323300_164
OG0001008	WP_205219798.1	Utg323152_394
OG0001009	WP_205219797.1	Utg323152_395
OG0001010	WP_205217410.1	Utg323300_40
OG0001011	WP_205218109.1	Utg323180_292
OG0001012	WP_205218851.1	Utg323180_475
OG0001013	WP_205218845.1	Utg323180_440
OG0001015	WP_205218893.1	Utg323152_385
OG0001016	WP_205218894.1	Utg323152_384
OG0001018	WP_205219034.1	Utg323180_30
OG0001019	WP_205217744.1	Utg323392_151
OG0001020	WP_205217316.1	Utg323160_24
OG0001022	WP_205219577.1	Utg323316_145
OG0001023	WP_205220189.1	Utg324810_43
OG0001024	WP_205218063.1	Utg323990_78
OG0001026	WP_205219199.1	Utg323074_108
OG0001027	WP_205219238.1	Utg323262_93
OG0001029	WP_205219136.1	Utg323632_341
OG0001031	WP_205220262.1	Utg323316_83
OG0001033	WP_205220280.1	Utg323152_155
OG0001034	WP_205218507.1	Utg323160_30
OG0001035	WP_205218545.1	Utg323160_77
OG0001036	WP_205218424.1	Utg323300_378
OG0001039	WP_205218908.1	Utg323632_226
OG0001041	WP_205219647.1	Utg323392_134
OG0001043	WP_205217477.1	Utg323140_245
OG0001044	WP_205217954.1	Utg323448_48
OG0001045	WP_205219830.1	Utg323392_222
OG0001046	WP_205218915.1	Utg323632_291
OG0001048	WP_205217646.1	Utg323632_137
OG0001050	WP_205220040.1	Utg323632_116
OG0001051	WP_205219548.1	Utg323316_103
OG0001052	WP_205217782.1	Utg323180_63, Utg323180_64
OG0001053	WP_205219767.1	Utg323074_193
OG0001055	WP_205218790.1	Utg323140_254
OG0001056	WP_205218713.1	Utg323392_17
OG0001057	WP_240191907.1	Utg323266_53
OG0001058	WP_205219829.1	Utg323392_223
OG0001063	WP_205218344.1	Utg323152_486
OG0001065	WP_205218067.1	Utg323990_218
OG0001066	WP_205217620.1	Utg323632_95
OG0001067	WP_240192064.1	Utg323152_449
OG0001068	WP_240192112.1	Utg323152_142
OG0001070	WP_205217344.1	Utg323180_313
OG0001075	WP_205218414.1	Utg323392_6, Utg323180_123
OG0001076	WP_205219619.1	Utg323180_109
OG0001080	WP_205218033.1	Utg323180_162
OG0001081	WP_205217896.1	Utg323266_115
OG0001082	WP_205218761.1	Utg323180_204, Utg323632_375
OG0001083	WP_205219467.1	Utg323266_20
OG0001084	WP_205219466.1	Utg323266_18
OG0001085	WP_205218232.1	Utg323140_42
OG0001086	WP_205218233.1	Utg323140_41
OG0001088	WP_205219393.1	Utg323300_97
OG0001092	WP_205220084.1	Utg323300_189
OG0001093	WP_205219209.1	Utg323316_348
OG0001094	WP_205219667.1	Utg323316_100, Utg323266_73
OG0001095	WP_205217903.1	Utg323448_104
OG0001096	WP_205217900.1	Utg323448_116
OG0001097	WP_205219354.1	Utg323300_239
OG0001098	WP_205218439.1	Utg323180_597
OG0001099	WP_205220322.1	Utg323990_180
OG0001100	WP_205219119.1	Utg323074_143
OG0001101	WP_205217747.1	Utg323392_147
OG0001102	WP_205220079.1	Utg323152_482
OG0001104	WP_205218137.1	Utg323152_221
OG0001105	WP_205218324.1	Utg323152_162
OG0001106	WP_205218325.1	Utg323152_161
OG0001107	WP_205219774.1	Utg323152_83
OG0001108	WP_205218072.1	Utg323152_74
OG0001109	WP_205218073.1	Utg323152_73
OG0001110	WP_205218076.1	Utg323152_70
OG0001111	WP_205220052.1	Utg323152_46
OG0001112	WP_205219025.1	Utg323152_291
OG0001113	WP_205217643.1	Utg323632_127
OG0001115	WP_205218647.1, WP_240192161.1	Utg323392_20
OG0001116	WP_205218749.1	Utg323152_551
OG0001117	WP_205218752.1	Utg323152_555
OG0001118	WP_205219984.1	Utg323632_363
OG0001119	WP_205218906.1	Utg323632_225
OG0001120	WP_205217775.1	Utg323632_40
OG0001121	WP_205218876.1	Utg323632_368
OG0001122	WP_205218126.1	Utg323300_158, Utg323300_51
OG0001124	WP_205218323.1	Utg323152_163
OG0001125	WP_205219983.1	Utg323180_240
OG0001126	WP_205220194.1	Utg323180_426
OG0001127	WP_205219194.1	Utg323074_24
OG0001128	WP_205218416.1	Utg323074_95
OG0001129	WP_205218985.1, WP_205220430.1, WP_205218490.1, WP_205219727.1, WP_205218865.1	Utg323152_464, Utg323990_8, Utg323990_9, Utg323074_202
OG0001130	WP_205218091.1, WP_205220140.1	Utg323180_461
OG0001131	WP_205219088.1	Utg323266_63
OG0001132	WP_205217979.1	Utg323300_25
OG0001133	WP_205217996.1	Utg324548_38
OG0001143	WP_205218381.1	Utg323180_198
OG0001145	WP_205219811.1	Utg323074_133
OG0001148	WP_205219310.1	Utg323300_455
OG0001150	WP_205219258.1	Utg323262_147
OG0001152	WP_205218946.1	Utg323632_333
OG0001153	WP_205217308.1	Utg324810_105, Utg323160_13
OG0001154	WP_240192097.1	Utg323300_318
OG0001155	WP_205218651.1	Utg323152_136
OG0001157	WP_205217590.1	Utg323160_20
OG0001158	WP_205219231.1	Utg323300_422
OG0001159	WP_205219280.1	Utg323180_316
OG0001161	WP_205217748.1	Utg323392_145
OG0001162	WP_205218244.1	Utg323152_612
OG0001164	WP_205219342.1	Utg323152_143
OG0001165	WP_205217655.1	Utg323180_603
OG0001166	WP_205218669.1	Utg323990_176
OG0001167	WP_205218642.1	Utg323180_420
OG0001168	WP_205218850.1	Utg323180_474
OG0001169	WP_205218846.1	Utg323180_479
OG0001171	WP_205217298.1	Utg324810_89
OG0001172	WP_205217310.1	Utg323160_16
OG0001173	WP_205217311.1	Utg323160_17
OG0001174	WP_205217296.1	Utg324810_87
OG0001175	WP_240192166.1	Utg323316_80
OG0001179	WP_205218693.1	Utg323180_524
OG0001182	WP_205219128.1	Utg323300_109
OG0001183	WP_205218555.1, WP_205219551.1	Utg323316_130
OG0001184	WP_205218460.1	Utg323316_246
OG0001188	WP_205220271.1	Utg323316_71
OG0001189	WP_205217785.1	Utg323180_66
OG0001192	WP_205218397.1	Utg323632_281
OG0001194	WP_205220267.1	Utg323316_77
OG0001195	WP_205217682.1	Utg323632_60
OG0001196	WP_205218887.1	Utg323152_389
OG0001197	WP_205217798.1	Utg323180_696
OG0001198	WP_205217818.1	Utg323180_663
OG0001200	WP_205219849.1	Utg323180_517
OG0001202	WP_205219047.1	Utg323180_259
OG0001203	WP_205217393.1	Utg323180_214
OG0001204	WP_240192133.1	Utg323152_110
OG0001205	WP_205219792.1	Utg323152_107, Utg323152_109, Utg323152_108
OG0001206	WP_205218412.1	Utg323180_122, Utg323392_9
OG0001207	WP_240192010.1	Utg323180_121, Utg323392_8
OG0001209	WP_205217566.1	Utg323140_89
OG0001214	WP_205218599.1	Utg323300_140, Utg323180_633
OG0001215	WP_205217558.1	Utg323180_587
OG0001216	WP_205218030.1	Utg323180_160
OG0001217	WP_205218248.1	Utg323316_278
OG0001218	WP_205219508.1	Utg323392_172
OG0001219	WP_205218068.1	Utg325220_70, Utg323152_112
OG0001220	WP_205218783.1	Utg323140_261
OG0001221	WP_205218779.1	Utg325220_2, Utg323140_265
OG0001226	WP_205219343.1	Utg323632_386, Utg323180_391, Utg323180_434
OG0001228	WP_205220154.1	Utg323300_168
OG0001230	WP_205218508.1	Utg323160_31
OG0001232	WP_240192095.1	Utg323300_98
OG0001233	WP_205219763.1	Utg323990_128
OG0001235	WP_205220215.1, WP_205220047.1	Utg323316_292, Utg323316_288, Utg323316_252
OG0001238	WP_205217329.1	Utg323180_231
OG0001239	WP_205218179.1	Utg323990_155
OG0001240	WP_205217716.1	Utg323140_161
OG0001241	WP_205217456.1	Utg323300_214
OG0001242	WP_205217511.1	Utg323300_298
OG0001243	WP_205217498.1	Utg323300_316
OG0001244	WP_205217493.1	Utg323300_327
OG0001245	WP_205217487.1	Utg323300_343
OG0001246	WP_205218426.1	Utg323300_380
OG0001247	WP_205217403.1	Utg323316_340
OG0001248	WP_205218450.1	Utg323316_314
OG0001249	WP_205220007.1	Utg323316_226
OG0001250	WP_205218470.1	Utg323140_227
OG0001251	WP_205218472.1	Utg323140_224
OG0001252	WP_205219245.1	Utg323262_101
OG0001253	WP_205219247.1	Utg323262_104
OG0001254	WP_205219250.1	Utg323262_108
OG0001256	WP_205218742.1	Utg324548_22
OG0001257	WP_205218738.1	Utg324548_27
OG0001258	WP_205219805.1	Utg323990_208
OG0001259	WP_205219806.1	Utg323990_207
OG0001260	WP_205219771.1	Utg323990_177
OG0001261	WP_205218671.1	Utg323990_156
OG0001262	WP_205220033.1	Utg323990_144
OG0001263	WP_205219749.1	Utg323990_114
OG0001264	WP_275888999.1	Utg323990_37
OG0001265	WP_205218615.1	Utg323074_210
OG0001265	WP_205217336.1	Utg323262_7
OG0001266	WP_205219820.1	Utg323074_125
OG0001267	WP_205218239.1, WP_205218238.1, WP_205218021.1	Utg323180_208
OG0001269	WP_205219757.1	Utg323152_401
OG0001270	WP_275888994.1	Utg323152_591
OG0001271	WP_205218119.1	Utg323152_203
OG0001272	WP_205218078.1	Utg323152_190
OG0001273	WP_205219430.1	Utg323152_231
OG0001274	WP_205219714.1	Utg323152_173
OG0001275	WP_205218955.1	Utg323152_87
OG0001276	WP_205219744.1	Utg323152_76
OG0001277	WP_205219745.1	Utg323152_75
OG0001278	WP_205219739.1	Utg323152_68
OG0001279	WP_275889009.1	Utg323152_67
OG0001281	WP_205220050.1	Utg323152_44
OG0001282	WP_240192149.1	Utg323152_43
OG0001283	WP_205218145.1	Utg323152_42
OG0001291	WP_205219337.1	Utg323392_23
OG0001292	WP_205220207.1	Utg323392_24
OG0001293	WP_205220212.1	Utg323392_27
OG0001294	WP_205218150.1	Utg323392_87
OG0001295	WP_205218750.1	Utg323152_553
OG0001298	WP_205218923.1	Utg323632_300
OG0001300	WP_205219583.1	Utg323316_198
OG0001301	WP_205217757.1	Utg323632_16, Utg323632_15
OG0001303	WP_205218912.1	Utg323632_288
OG0001304	WP_205218657.1	Utg323180_508
OG0001305	WP_205219550.1	Utg323180_513
OG0001306	WP_205217773.1	Utg323632_37, Utg323632_36
OG0001308	WP_205218427.1	Utg323300_381
OG0001309	WP_205218154.1	Utg323392_100
OG0001310	WP_205218116.1	Utg323152_200
OG0001311	WP_205219264.1	Utg323074_49
OG0001314	WP_205217407.1	Utg323180_567
OG0001319	WP_205220323.1	Utg323990_181
OG0001330	WP_205219098.1	Utg323180_706
OG0001332	WP_205218173.1	Utg323990_57
OG0001334	WP_205218066.1	Utg323160_118
OG0001338	WP_205219187.1	Utg323074_156
OG0001339	WP_275888943.1	Utg323632_143
OG0001340	WP_205219265.1	Utg324548_5
OG0001341	WP_205218652.1	Utg323152_137
OG0001344	WP_205217518.1	Utg323300_285
OG0001346	WP_205218705.1	Utg323990_134
OG0001347	WP_275888977.1	Utg324548_35
OG0001348	WP_240192042.1	Utg323140_133
OG0001350	WP_240192040.1	Utg323140_258
OG0001351	WP_205218787.1	Utg323140_257
OG0001353	WP_205218857.1	Utg323180_491
OG0001354	WP_205218852.1	Utg323180_485
OG0001355	WP_205218733.1	Utg323152_168
OG0001357	WP_205218368.1	Utg323990_123
OG0001359	WP_205217297.1	Utg324810_88
OG0001362	WP_240191949.1	Utg323632_61
OG0001363	WP_205218911.1	Utg323632_286
OG0001364	WP_205219802.1	Utg323990_216
OG0001365	WP_205218862.1	Utg323140_112
OG0001367	WP_205218543.1	Utg323160_68
OG0001370	WP_205219115.1	Utg323160_90
OG0001371	WP_205217317.1	Utg323160_25
OG0001371	WP_205219947.1	Utg323300_203
OG0001374	WP_205218861.1	Utg323140_113
OG0001375	WP_205218258.1	Utg323152_237
OG0001378	WP_240191981.1	Utg323392_106
OG0001379	WP_205218788.1	Utg323140_256
OG0001385	WP_205218858.1	Utg323180_489
OG0001387	WP_205217692.1	Utg323180_272
OG0001389	WP_240192109.1	Utg323316_104
OG0001390	WP_205219818.1	Utg323074_127
OG0001391	WP_205217592.1	Utg323300_157, Utg323300_155
OG0001394	WP_205219100.1	Utg323180_709
OG0001395	WP_205219653.1	Utg323180_688
OG0001397	WP_205217754.1	Utg323632_12
OG0001399	WP_205217809.1	Utg323180_635
OG0001400	WP_205218046.1	Utg323180_98, Utg323140_244, Utg323262_132
OG0001401	WP_205217654.1	Utg323180_602
OG0001403	WP_205219048.1	Utg323180_260
OG0001404	WP_205219046.1	Utg323180_258
OG0001405	WP_205219044.1	Utg323180_256
OG0001406	WP_205219043.1	Utg323180_255
OG0001407	WP_205217328.1	Utg323180_232
OG0001408	WP_240191903.1	Utg323180_230
OG0001409	WP_205217398.1	Utg323180_209
OG0001410	WP_205217305.1	Utg324810_97, Utg324810_102, Utg323160_10
OG0001411	WP_240191973.1	Utg323392_169
OG0001414	WP_205220113.1	Utg323180_104
OG0001416	WP_205219021.1	Utg323180_24
