Orthogroup	Desulfovibrio ferrophilus IS5	Desulfocapsa sulfexigens DSM 10523
OG0000594	WP_126376270.1	WP_015403879.1
OG0000595	WP_126380213.1	WP_015404537.1
OG0000596	WP_232034872.1	WP_015405048.1
OG0000597	WP_126377437.1	WP_015405100.1
OG0000598	WP_126378738.1	WP_015405690.1
OG0000599	WP_126377651.1	WP_015405020.1
OG0000600	WP_232034783.1	WP_015402515.1
OG0000601	WP_126375798.1	WP_015402958.1
OG0000602	WP_126377009.1	WP_015405103.1
OG0000603	WP_172961647.1	WP_015404575.1
OG0000604	WP_172961633.1	WP_015402715.1
OG0000605	WP_172961652.1	WP_083907155.1
OG0000607	WP_126380956.1	WP_167320733.1
OG0000608	WP_126376126.1	WP_228130026.1
OG0000609	WP_126379577.1	WP_228130078.1
OG0000610	WP_126376379.1	WP_015404319.1
OG0000611	WP_126379531.1	WP_015405215.1
OG0000612	WP_126379314.1	WP_015405558.1
OG0000613	WP_126379316.1	WP_015405557.1
OG0000615	WP_126378874.1	WP_015404310.1
OG0000616	WP_126378878.1	WP_015404312.1
OG0000617	WP_126376041.1	WP_015404282.1
OG0000618	WP_126376046.1	WP_015404284.1
OG0000619	WP_126376048.1	WP_015404285.1
OG0000620	WP_126376050.1	WP_015404286.1
OG0000621	WP_126376052.1	WP_015404287.1
OG0000622	WP_126380448.1	WP_015404375.1
OG0000623	WP_126378477.1	WP_015404728.1
OG0000624	WP_126380959.1	WP_015405025.1
OG0000625	WP_126380958.1	WP_015405024.1
OG0000626	WP_126376462.1	WP_015403434.1
OG0000627	WP_126376381.1	WP_015404320.1
OG0000628	WP_126376976.1	WP_015402471.1
OG0000629	WP_126378083.1	WP_015404142.1
OG0000630	WP_126376751.1	WP_015403871.1
OG0000631	WP_126376746.1	WP_015403869.1
OG0000632	WP_126380336.1	WP_015404802.1
OG0000633	WP_126378790.1	WP_015404414.1
OG0000634	WP_126377709.1	WP_015405484.1
OG0000635	WP_126375827.1	WP_015404478.1
OG0000637	WP_126379493.1	WP_015404786.1
OG0000638	WP_126376107.1	WP_015404362.1
OG0000639	WP_126379579.1	WP_015405456.1
OG0000640	WP_126379219.1	WP_015404578.1
OG0000641	WP_126379074.1	WP_015405619.1
OG0000642	WP_126380125.1	WP_015404104.1
OG0000643	WP_126376704.1	WP_015404719.1
OG0000644	WP_126380824.1	WP_015403865.1
OG0000645	WP_126377725.1	WP_153304871.1
OG0000646	WP_126378721.1	WP_015405682.1
OG0000647	WP_126378723.1	WP_015405683.1
OG0000648	WP_126378730.1	WP_015405686.1
OG0000649	WP_126376706.1	WP_015404718.1
OG0000650	WP_126380766.1	WP_015405533.1
OG0000651	WP_126380763.1	WP_015405131.1
OG0000652	WP_126376389.1	WP_015404738.1
OG0000653	WP_126379918.1	WP_041917055.1
OG0000654	WP_126375634.1	WP_015402738.1
OG0000655	WP_126380776.1	WP_015404177.1
OG0000656	WP_126377580.1	WP_015402306.1
OG0000657	WP_126377582.1	WP_015402305.1
OG0000658	WP_126377595.1	WP_015402301.1
OG0000659	WP_126377597.1	WP_015402300.1
OG0000660	WP_126378777.1	WP_015405750.1
OG0000661	WP_126378775.1	WP_015405749.1
OG0000662	WP_126376545.1	WP_015404379.1
OG0000663	WP_232034830.1	WP_015403013.1
OG0000664	WP_126377673.1	WP_015404540.1
OG0000665	WP_126380819.1	WP_015402733.1
OG0000666	WP_126377885.1	WP_015403904.1
OG0000667	WP_126380844.1	WP_015403629.1
OG0000669	WP_126378115.1	WP_015402625.1
OG0000670	WP_126375751.1	WP_015405697.1
OG0000671	WP_126379487.1	WP_015404549.1
OG0000672	WP_126381098.1	WP_015403881.1
OG0000673	WP_126377442.1	WP_015404811.1
OG0000674	WP_126380965.1	WP_015404432.1
OG0000675	WP_126380265.1	WP_015405612.1
OG0000676	WP_126377491.1	WP_015405218.1
OG0000677	WP_126376083.1	WP_015404305.1
OG0000678	WP_126376081.1	WP_015404304.1
OG0000679	WP_126379325.1	WP_015405552.1
OG0000680	WP_126379512.1	WP_015404260.1
OG0000681	WP_126376017.1	WP_208598517.1
OG0000682	WP_126376015.1	WP_015404273.1
OG0000683	WP_126378380.1	WP_015404510.1
OG0000684	WP_126380685.1	WP_015403957.1
OG0000685	WP_126376070.1	WP_015404296.1
OG0000686	WP_126376811.1	WP_015404330.1
OG0000687	WP_126376060.1	WP_015404292.1
OG0000688	WP_126376057.1	WP_015404290.1
OG0000689	WP_126376056.1	WP_015404289.1
OG0000690	WP_126377431.1	WP_015403507.1
OG0000691	WP_126376033.1	WP_015404277.1
OG0000692	WP_126375760.1	WP_015403857.1
OG0000693	WP_126380282.1	WP_015403094.1
OG0000694	WP_126379585.1	WP_015404000.1
OG0000695	WP_126380278.1	WP_153304833.1
OG0000696	WP_126380221.1	WP_015403092.1
OG0000697	WP_126381541.1	WP_015403917.1
OG0000698	WP_126379312.1	WP_228130088.1
OG0000699	WP_232034758.1	WP_015405529.1
OG0000700	WP_126377348.1	WP_015404849.1
OG0000701	WP_126376440.1	WP_015404878.1
OG0000702	WP_126380769.1	WP_015402520.1
OG0000704	WP_126378715.1	WP_015405679.1
OG0000705	WP_126378717.1	WP_015405680.1
OG0000706	WP_126378719.1	WP_015405681.1
OG0000707	WP_126378725.1	WP_015405684.1
OG0000708	WP_126381395.1	WP_015405691.1
OG0000709	WP_126376199.1	WP_015405104.1
OG0000710	WP_126380733.1	WP_015405606.1
OG0000711	WP_126379305.1	WP_015403495.1
OG0000712	WP_126380960.1	WP_015405026.1
OG0000713	WP_126379503.1	WP_015404795.1
OG0000714	WP_232034765.1	WP_083907296.1
OG0000715	WP_126379510.1	WP_015404259.1
OG0000716	WP_126379514.1	WP_015404261.1
OG0000717	WP_126376008.1	WP_015404270.1
OG0000718	WP_126376010.1	WP_015404271.1
OG0000719	WP_126376013.1	WP_015404272.1
OG0000720	WP_126376019.1	WP_015404275.1
OG0000721	WP_126376035.1	WP_015404278.1
OG0000722	WP_126376039.1	WP_015404280.1
OG0000723	WP_126376043.1	WP_015404283.1
OG0000724	WP_126376054.1	WP_015404288.1
OG0000725	WP_126376059.1	WP_015404291.1
OG0000726	WP_126376062.1	WP_015404293.1
OG0000727	WP_126381242.1	WP_015404297.1
OG0000728	WP_126381245.1	WP_015404298.1
OG0000729	WP_126376072.1	WP_015404299.1
OG0000730	WP_126376074.1	WP_015404300.1
OG0000731	WP_126376085.1	WP_015404306.1
OG0000732	WP_126381247.1	WP_015404307.1
OG0000733	WP_126376087.1	WP_015404308.1
OG0000734	WP_232034918.1	WP_015402298.1
OG0000735	WP_126380307.1	WP_041916957.1
OG0000736	WP_126377932.1	WP_015402311.1
OG0000737	WP_126377586.1	WP_015402304.1
OG0000738	WP_126377160.1	WP_015402949.1
OG0000739	WP_126379518.1	WP_015405016.1
OG0000740	WP_126380527.1	WP_015404023.1
OG0000741	WP_126380649.1	WP_015403887.1
OG0000742	WP_126379625.1	WP_015404033.1
OG0000743	WP_126380537.1	WP_015404254.1
OG0000744	WP_126377678.1	WP_015404538.1
OG0000745	WP_126375831.1	WP_015405381.1
OG0000746	WP_126378358.1	WP_015405095.1
OG0000747	WP_232034867.1	WP_015404724.1
OG0000748	WP_126375995.1	WP_015404725.1
OG0000749	WP_126376115.1	WP_083907163.1
OG0000750	WP_126381375.1	WP_015403421.1
OG0000751	WP_126377721.1	WP_015403424.1
OG0000752	WP_126376760.1	WP_015402484.1
OG0000753	WP_126376827.1	WP_015404859.1
OG0000754	WP_126376933.1	WP_015403167.1
OG0000755	WP_126376935.1	WP_228130063.1
OG0000756	WP_126378177.1	WP_041916433.1
OG0000757	WP_126377543.1	WP_015404019.1
OG0000758	WP_126380398.1	WP_015403358.1
OG0000759	WP_232034803.1	WP_015402514.1
OG0000760	WP_126380911.1	WP_015402787.1
OG0000761	WP_126376105.1	WP_015403142.1
OG0000762	WP_126380748.1	WP_015402667.1
OG0000763	WP_126379573.1	WP_015402668.1
OG0000764	WP_126379571.1	WP_015403950.1
OG0000766	WP_126377288.1	WP_015403369.1
OG0000767	WP_126379398.1	WP_015402388.1
OG0000768	WP_126380338.1	WP_015405616.1
OG0000769	WP_126378876.1	WP_015404311.1
OG0000770	WP_126378880.1	WP_015404313.1
OG0000771	WP_126378882.1	WP_015404314.1
OG0000772	WP_126378884.1	WP_015404315.1
OG0000773	WP_126378886.1	WP_015404316.1
OG0000774	WP_126378888.1	WP_015404317.1
OG0000775	WP_172961585.1	WP_015403854.1
OG0000776	WP_126375931.1	WP_228130023.1
OG0000777	WP_126375933.1	WP_015405705.1
OG0000778	WP_126377921.1	WP_015402473.1
OG0000779	WP_126377051.1	WP_015404446.1
OG0000780	WP_126378872.1	WP_015405473.1
OG0000782	WP_126381297.1	WP_015403960.1
OG0000783	WP_126380651.1	WP_015405149.1
OG0000784	WP_126378393.1	WP_015402790.1
OG0000785	WP_126378391.1	WP_015402791.1
OG0000787	WP_126380223.1	WP_228130090.1
OG0000788	WP_126379581.1	WP_015404156.1
OG0000789	WP_126376442.1	WP_015405607.1
OG0000790	WP_126380747.1	WP_015403866.1
OG0000791	WP_126380754.1	WP_015402492.1, WP_015402610.1
OG0000792	WP_126377846.1	WP_015405605.1
OG0000793	WP_126377658.1	WP_015402327.1
OG0000794	WP_126381500.1	WP_015405108.1
OG0000795	WP_126377541.1	WP_015404416.1
OG0000796	WP_126376391.1	WP_015404737.1
OG0000797	WP_126376385.1	WP_015405151.1
OG0000798	WP_126381370.1	WP_015402907.1
OG0000799	WP_126380311.1	WP_015404376.1
OG0000800	WP_126375951.1	WP_015403515.1
OG0000801	WP_126378492.1	WP_015405649.1
OG0000802	WP_126378225.1	WP_015404812.1
OG0000803	WP_126378234.1	WP_041917156.1
OG0000804	WP_126376555.1	WP_015403522.1
OG0000806	WP_126380721.1	WP_015403359.1
OG0000807	WP_126376702.1	WP_167320747.1
OG0000808	WP_126377189.1	WP_015404329.1
OG0000809	WP_126380818.1	WP_015402465.1
OG0000811	WP_126377284.1	WP_015402464.1
OG0000813	WP_126377433.1	WP_015404469.1
OG0000815	WP_126380225.1	WP_015405140.1
OG0000816	WP_126380913.1	WP_015403361.1
OG0000817	WP_126379259.1	WP_015403376.1
OG0000818	WP_126378183.1	WP_015404964.1
OG0000819	WP_126380450.1	WP_015405097.1
OG0000820	WP_126380865.1	WP_015403336.1
OG0000822	WP_232034801.1	WP_015404166.1
OG0000823	WP_126380692.1	WP_015404169.1
OG0000824	WP_126377036.1	WP_015403078.1
OG0000825	WP_126377038.1	WP_015404545.1
OG0000826	WP_126377887.1	WP_015402880.1
OG0000827	WP_126379835.1	WP_015405545.1
OG0000828	WP_126379837.1	WP_015405544.1
OG0000829	WP_126379839.1	WP_015405543.1
OG0000830	WP_126379841.1	WP_015405542.1
OG0000831	WP_126379843.1	WP_041916459.1
OG0000832	WP_126379845.1	WP_015405540.1
OG0000833	WP_126375675.1	WP_015405766.1
OG0000834	WP_126375821.1	WP_015402351.1
OG0000836	WP_126377439.1	WP_015404810.1
OG0000837	WP_126375997.1	WP_015404726.1
OG0000838	WP_126377055.1	WP_015402709.1
OG0000839	WP_126381271.1	WP_015404717.1
OG0000841	WP_232034887.1	WP_015403390.1
OG0000842	WP_126377655.1	WP_015404877.1
OG0000843	WP_126377649.1	WP_015405018.1
OG0000844	WP_126379318.1	WP_015405555.1
OG0000845	WP_126379321.1	WP_015405554.1
OG0000846	WP_126379327.1	WP_015405551.1
OG0000847	WP_126375875.1	WP_015404020.1
OG0000848	WP_126375728.1	WP_015405029.1
OG0000849	WP_126381363.1	WP_015402337.1
OG0000850	WP_126376950.1	WP_015403211.1
OG0000851	WP_126376944.1	WP_015402964.1
OG0000852	WP_126378181.1	WP_015405742.1
OG0000853	WP_126378386.1	WP_015405748.1
OG0000854	WP_126380504.1	WP_015405223.1
OG0000855	WP_126380773.1	WP_015405751.1
OG0000856	WP_126377187.1	WP_015405221.1
OG0000858	WP_126379599.1	WP_015403860.1
OG0000859	WP_126381514.1	WP_015404144.1
OG0000860	WP_126380687.1	WP_015403955.1
OG0000861	WP_126376444.1	WP_015405741.1
OG0000862	WP_126376989.1	WP_015403992.1
OG0000863	WP_232034806.1	WP_015405347.1
OG0000864	WP_126378925.1	WP_015403880.1
OG0000865	WP_126375800.1	WP_015402957.1
OG0000866	WP_126379777.1	WP_015403430.1
OG0000867	WP_172961830.1	WP_015403911.1
OG0000868	WP_172961655.1	WP_015405602.1
OG0000869	WP_126376021.1	WP_015404276.1
OG0000870	WP_126377026.1	WP_167320732.1
OG0000871	WP_126377599.1	WP_015402299.1
OG0000872	WP_126376972.1	WP_153304786.1
OG0000873	WP_126377268.1	WP_015405609.1
OG0000874	WP_126376758.1	WP_041916421.1
OG0000875	WP_126377682.1	WP_015405746.1
OG0000876	WP_126378786.1	WP_015405346.1
OG0000877	WP_126377032.1	WP_167320708.1
OG0000878	WP_172961613.1	WP_015403349.1
OG0000879	WP_126377191.1	WP_015405036.1
OG0000881	WP_126376618.1	WP_015404074.1
OG0000882	WP_126380705.1	WP_015404351.1
OG0000883	WP_126380291.1	WP_015404359.1
OG0000883	WP_126375689.1	WP_041916915.1
OG0000884	WP_126377296.1	WP_015402908.1
OG0000885	WP_232034913.1	WP_015403060.1
OG0000886	WP_126378449.1	WP_015402656.1
OG0000888	WP_126380615.1	WP_015402439.1
OG0000889	WP_126377483.1	WP_015404003.1
OG0000890	WP_126380941.1	WP_015405391.1
OG0000891	WP_232034770.1	WP_041916368.1
OG0000892	WP_126375752.1	WP_265588656.1
OG0000893	WP_232034746.1	WP_015405685.1
OG0000894	WP_126377527.1	WP_015404989.1
OG0000895	WP_126376964.1	WP_015402954.1
OG0000896	WP_126381232.1	WP_015405732.1
OG0000898	WP_126378339.1	WP_015403096.1
OG0000899	WP_126377535.1	WP_208598530.1
OG0000900	WP_126376111.1	WP_015404360.1
OG0000901	WP_126376678.1, WP_126381077.1, WP_126381081.1	WP_015402379.1
OG0000902	WP_126375724.1	WP_015402382.1, WP_015405273.1
OG0000903	WP_126375725.1	WP_015402383.1, WP_015405272.1
OG0000905	WP_126377900.1	WP_015402392.1
OG0000905	WP_126378794.1	WP_015405378.1
OG0000906	WP_126377059.1	WP_015402711.1
OG0000907	WP_126375775.1	WP_015402730.1
OG0000908	WP_126380772.1, WP_126380771.1, WP_126380868.1	WP_015402805.1, WP_015405049.1
OG0000912	WP_197723439.1, WP_126380514.1, WP_126376432.1	WP_015403511.1
OG0000913	WP_126381261.1	WP_015405502.1, WP_015403521.1
OG0000915	WP_126379715.1	WP_015403543.1
OG0000917	WP_126380740.1	WP_015403948.1
OG0000921	WP_126380712.1	WP_015404062.1
OG0000922	WP_126377748.1	WP_015404076.1
OG0000923	WP_126376282.1	WP_015404106.1
OG0000926	WP_126380606.1	WP_015404659.1
OG0000926	WP_126380578.1, WP_197723451.1	WP_015404582.1
OG0000927	WP_126380192.1	WP_015405331.1
OG0000927	WP_126379437.1, WP_126380612.1	WP_015404673.1
OG0000929	WP_172961643.1	WP_015404850.1, WP_015404851.1
OG0000930	WP_126379707.1	WP_015405107.1
OG0000931	WP_126380800.1	WP_015405170.1
OG0000932	WP_126381558.1	WP_015405251.1
OG0000933	WP_126377115.1, WP_126377562.1	WP_015405319.1
OG0000934	WP_126378896.1, WP_126377119.1	WP_015405326.1
OG0000935	WP_126376958.1	WP_015405361.1
OG0000936	WP_126380862.1	WP_015405470.1
OG0000937	WP_126379821.1	WP_015405491.1
OG0000938	WP_126380484.1	WP_015405506.1
OG0000939	WP_126379607.1	WP_015405631.1
OG0000940	WP_126375977.1	WP_052326950.1
OG0000941	WP_126378988.1	WP_052326989.1
OG0000943	WP_172961775.1	WP_153304907.1
OG0000944	WP_126380258.1	WP_265588652.1
OG0000963	WP_126380689.1	WP_015403953.1
OG0000964	WP_126378245.1	WP_015404814.1
OG0000966	WP_126379977.1	WP_015402855.1
OG0000968	WP_126377653.1	WP_015405021.1
OG0000971	WP_126375796.1	WP_015402959.1
OG0000972	WP_126379334.1	WP_015405054.1
OG0000974	WP_126377744.1	WP_041916461.1
OG0000976	WP_126379222.1	WP_153304895.1
OG0000977	WP_126379206.1	WP_015405209.1
OG0000978	WP_126381240.1	WP_015404281.1
OG0000979	WP_126377746.1	WP_015403935.1
OG0000980	WP_126376929.1	WP_015405535.1
OG0000981	WP_126380293.1	WP_015403367.1
OG0000983	WP_126376452.1	WP_015405627.1
OG0000984	WP_126377069.1	WP_015403398.1
OG0000985	WP_126375666.1	WP_153304930.1
OG0000987	WP_126376688.1	WP_015405138.1
OG0000988	WP_126375636.1	WP_015402737.1
OG0000989	WP_126377040.1	WP_015405135.1
OG0000990	WP_126379256.1	WP_015403362.1
OG0000991	WP_126376837.1	WP_015402952.1
OG0000992	WP_126375753.1	WP_015405695.1
OG0000993	WP_126378648.1	WP_015403233.1
OG0000994	WP_126376079.1	WP_015404303.1
OG0000995	WP_126376066.1	WP_015404294.1
OG0000996	WP_126378463.1	WP_015404090.1
OG0000998	WP_126379281.1	WP_015404890.1
OG0000999	WP_126380838.1	WP_015404871.1, WP_153304944.1
OG0001000	WP_126376068.1	WP_015404295.1
OG0001002	WP_126377590.1	WP_015402303.1
OG0001003	WP_126380935.1	WP_015404627.1
OG0001004	WP_126376817.1	WP_015402764.1
OG0001005	WP_126376815.1	WP_015402765.1
OG0001006	WP_126380845.1	WP_015403630.1
OG0001007	WP_126377270.1	WP_015405608.1
OG0001008	WP_126380704.1	WP_015404961.1
OG0001009	WP_126378169.1	WP_015404960.1
OG0001010	WP_232034879.1	WP_015402489.1
OG0001014	WP_126380452.1	WP_015405709.1
OG0001015	WP_126377525.1	WP_015404990.1
OG0001016	WP_126377523.1	WP_015404991.1
OG0001017	WP_126380938.1	WP_015405424.1
OG0001018	WP_126377034.1	WP_015402717.1
OG0001020	WP_126378132.1	WP_015402612.1
OG0001022	WP_126377149.1	WP_015404097.1
OG0001024	WP_126377406.1	WP_015404583.1
OG0001027	WP_126381126.1	WP_015404342.1
OG0001028	WP_126379491.1	WP_015404785.1
OG0001029	WP_126377533.1	WP_015405539.1
OG0001030	WP_126380276.1	WP_153304834.1
OG0001031	WP_126375710.1	WP_015404147.1
OG0001033	WP_126380764.1	WP_015405130.1
OG0001034	WP_126377545.1	WP_015403374.1
OG0001035	WP_126376118.1	WP_015403346.1
OG0001038	WP_126376931.1	WP_015403497.1
OG0001040	WP_172961699.1	WP_015404318.1
OG0001043	WP_126377088.1	WP_015403058.1
OG0001044	WP_126376004.1	WP_083907278.1
OG0001045	WP_126376692.1	WP_015404741.1
OG0001046	WP_126377495.1	WP_167320764.1
OG0001048	WP_126376301.1	WP_052327029.1
OG0001049	WP_126376533.1	WP_015404374.1
OG0001050	WP_126380894.1	WP_015402800.1
OG0001051	WP_126380709.1	WP_015404136.1
OG0001053	WP_126380164.1	WP_015404629.1
OG0001054	WP_126380173.1	WP_015405702.1
OG0001055	WP_126380500.1	WP_015403066.1
OG0001056	WP_126377503.1	WP_015405405.1
OG0001057	WP_126377209.1	WP_015403900.1
OG0001058	WP_126376694.1	WP_015404740.1
OG0001059	WP_126375734.1	WP_015403083.1
OG0001060	WP_126377446.1, WP_232034875.1	WP_015405522.1
OG0001063	WP_126376905.1	WP_015404826.1
OG0001065	WP_126377603.1	WP_015404468.1
OG0001066	WP_126375754.1	WP_015405694.1
OG0001067	WP_126377134.1	WP_228130016.1
OG0001068	WP_126377609.1	WP_015405143.1
OG0001069	WP_126375884.1	WP_015404898.1
OG0001070	WP_126376974.1	WP_015402470.1
OG0001071	WP_126377298.1	WP_015402318.1
OG0001072	WP_126380927.1	WP_015402324.1
OG0001073	WP_126380905.1	WP_015402549.1
OG0001074	WP_126377816.1	WP_015405057.1
OG0001075	WP_126377672.1, WP_126376658.1	WP_015402659.1
OG0001076	WP_126376113.1	WP_015402666.1
OG0001078	WP_126379983.1	WP_015402853.1
OG0001080	WP_126377304.1	WP_015402899.1
OG0001082	WP_126376454.1	WP_015403197.1
OG0001083	WP_126376338.1	WP_015403203.1
OG0001084	WP_126377790.1	WP_015403205.1
OG0001086	WP_126380887.1	WP_015403453.1
OG0001088	WP_126377429.1	WP_015403505.1
OG0001090	WP_126375869.1, WP_126378814.1	WP_015403573.1
OG0001091	WP_126380366.1	WP_015403620.1
OG0001092	WP_126380675.1	WP_015403753.1
OG0001093	WP_126380901.1	WP_015403966.1
OG0001096	WP_126380777.1	WP_015405070.1, WP_015404332.1
OG0001097	WP_126375904.1	WP_015404393.1
OG0001098	WP_126380797.1	WP_015404428.1
OG0001100	WP_126379955.1	WP_015404712.1
OG0001101	WP_126377501.1	WP_015404794.1
OG0001102	WP_126375548.1	WP_015404831.1
OG0001103	WP_126380752.1	WP_015404903.1
OG0001104	WP_126380743.1	WP_015405022.1
OG0001105	WP_126375700.1	WP_015405112.1
OG0001106	WP_126375701.1	WP_015405113.1
OG0001108	WP_232034854.1	WP_015405167.1
OG0001109	WP_126380846.1	WP_015405168.1
OG0001110	WP_126380778.1	WP_015405171.1
OG0001111	WP_126378346.1	WP_015405194.1
OG0001112	WP_126381176.1	WP_015405252.1
OG0001113	WP_126381026.1	WP_015405271.1, WP_015405669.1
OG0001114	WP_126380328.1	WP_015405297.1
OG0001115	WP_126378417.1	WP_015405341.1
OG0001116	WP_126379232.1	WP_015405443.1
OG0001117	WP_126375805.1, WP_232034892.1, WP_126375607.1	WP_015405447.1
OG0001118	WP_126378370.1	WP_015405526.1
OG0001120	WP_126380966.1	WP_015405744.1
OG0001121	WP_126378490.1	WP_041916456.1
OG0001122	WP_126377404.1	WP_041916785.1
OG0001124	WP_126375699.1	WP_228130020.1
OG0001125	WP_126379637.1	WP_228130028.1
OG0001126	WP_126378140.1	WP_228130033.1, WP_228130032.1
OG0001127	WP_126380388.1	WP_228130080.1
OG0001142	WP_126375750.1	WP_015405698.1
OG0001144	WP_126377011.1	WP_015402786.1
OG0001149	WP_126377081.1	WP_228130077.1
OG0001150	WP_126377172.1	WP_015404373.1
OG0001152	WP_126379833.1	WP_015405547.1
OG0001153	WP_126378118.1	WP_015402622.1
OG0001154	WP_126380644.1	WP_015403886.1
OG0001156	WP_126378011.1, WP_126380853.1	WP_015403195.1
OG0001157	WP_126378131.1	WP_015402616.1
OG0001159	WP_126381275.1	WP_015402466.1
OG0001160	WP_126379781.1	WP_015402735.1, WP_015404667.1
OG0001163	WP_126376064.1	WP_083907279.1
OG0001164	WP_126378226.1	WP_015405142.1
OG0001167	WP_126379882.1	WP_167320694.1
OG0001171	WP_126378114.1	WP_015402630.1
OG0001172	WP_126378122.1	WP_228130030.1
OG0001173	WP_126378125.1	WP_015402619.1
OG0001174	WP_126378110.1	WP_015402632.1
OG0001175	WP_126377807.1	WP_015404151.1
OG0001178	WP_126377696.1	WP_015405308.1
OG0001188	WP_126376819.1	WP_015404159.1
OG0001191	WP_126380417.1	WP_015403063.1
OG0001194	WP_126380823.1	WP_041916847.1
OG0001196	WP_126375788.1	WP_015404987.1
OG0001197	WP_126377592.1	WP_015402302.1
OG0001198	WP_126379542.1	WP_015402329.1
OG0001199	WP_172961711.1	WP_015402348.1
OG0001200	WP_126377472.1	WP_015402380.1
OG0001202	WP_126379675.1, WP_126379065.1	WP_015402523.1
OG0001203	WP_126376634.1	WP_015402569.1
OG0001204	WP_232034754.1	WP_015402635.1
OG0001205	WP_126379095.1	WP_015402636.1
OG0001206	WP_126376656.1	WP_015402660.1
OG0001207	WP_126381267.1	WP_015402661.1
OG0001208	WP_126376293.1	WP_015402705.1
OG0001209	WP_126377168.1	WP_015402781.1
OG0001210	WP_126379353.1	WP_015402794.1, WP_015403728.1
OG0001212	WP_126379979.1	WP_015402856.1
OG0001213	WP_126379981.1	WP_015402857.1
OG0001214	WP_232034930.1	WP_015402862.1, WP_015402871.1
OG0001215	WP_126375845.1	WP_015402891.1
OG0001216	WP_232034810.1	WP_015403335.1, WP_015404868.1, WP_015402902.1
OG0001219	WP_126376557.1	WP_015403044.1
OG0001220	WP_172961707.1	WP_015403073.1
OG0001221	WP_126378299.1	WP_015403077.1
OG0001223	WP_126379226.1	WP_015403095.1
OG0001224	WP_126376418.1	WP_015403129.1, WP_015405488.1, WP_015403478.1, WP_015403147.1
OG0001227	WP_126380404.1	WP_015403187.1
OG0001228	WP_126379567.1	WP_015403300.1, WP_015403737.1
OG0001229	WP_126378604.1	WP_015403350.1
OG0001230	WP_126379695.1	WP_015403373.1
OG0001232	WP_126381311.1	WP_015403506.1
OG0001233	WP_126377258.1	WP_015403549.1
OG0001234	WP_126376598.1, WP_126377132.1	WP_015403554.1
OG0001236	WP_126380440.1	WP_015403621.1
OG0001237	WP_126380442.1	WP_015403626.1
OG0001238	WP_126376881.1	WP_015403638.1
OG0001240	WP_126380510.1	WP_015403774.1
OG0001241	WP_126379429.1	WP_015403818.1
OG0001242	WP_126375943.1	WP_015403867.1
OG0001243	WP_126380812.1	WP_015403884.1
OG0001244	WP_126376744.1	WP_015403893.1
OG0001245	WP_126380665.1	WP_015403912.1
OG0001246	WP_126380690.1	WP_015403951.1
OG0001248	WP_126380742.1	WP_015404010.1
OG0001250	WP_126376565.1	WP_015404185.1
OG0001251	WP_126377762.1	WP_015404188.1
OG0001252	WP_126380682.1	WP_015404350.1
OG0001253	WP_126378779.1	WP_015404353.1
OG0001254	WP_172961586.1	WP_015404357.1
OG0001256	WP_126379192.1	WP_015404430.1
OG0001257	WP_126378483.1	WP_015404435.1
OG0001258	WP_126375823.1	WP_015404476.1
OG0001259	WP_126375825.1	WP_015404477.1
OG0001260	WP_126379168.1, WP_126378625.1	WP_015404512.1
OG0001262	WP_126378461.1	WP_015404543.1
OG0001263	WP_126379356.1	WP_015404564.1
OG0001264	WP_126379575.1	WP_015404628.1
OG0001266	WP_126379864.1	WP_015404731.1
OG0001267	WP_232034844.1	WP_015404755.1
OG0001269	WP_126380523.1, WP_126381545.1	WP_015404954.1
OG0001271	WP_232034882.1	WP_015405038.1
OG0001272	WP_126375777.1	WP_015405050.1
OG0001273	WP_126377998.1	WP_015405065.1
OG0001274	WP_126377007.1	WP_015405102.1
OG0001275	WP_126378844.1	WP_015405144.1
OG0001276	WP_126375554.1	WP_015405165.1
OG0001277	WP_126380727.1	WP_015405166.1
OG0001278	WP_126380717.1	WP_015405173.1
OG0001279	WP_126380718.1	WP_015405174.1
OG0001280	WP_232034788.1	WP_015405180.1
OG0001281	WP_126376267.1	WP_015405196.1
OG0001282	WP_126377626.1	WP_015405197.1
OG0001283	WP_126376698.1	WP_015405206.1
OG0001284	WP_126380238.1	WP_015405287.1
OG0001285	WP_126380240.1	WP_015405288.1
OG0001286	WP_126381474.1	WP_015405289.1
OG0001287	WP_126379412.1	WP_015405292.1
OG0001288	WP_172961639.1, WP_126379409.1	WP_015405293.1
OG0001289	WP_126377688.1	WP_015405304.1
OG0001290	WP_126377690.1	WP_015405305.1
OG0001292	WP_126380713.1	WP_015405345.1
OG0001293	WP_126375613.1	WP_015405348.1
OG0001295	WP_126379431.1	WP_015405445.1
OG0001296	WP_126376551.1	WP_015405503.1
OG0001297	WP_126376553.1	WP_015405504.1
OG0001298	WP_126379323.1	WP_015405553.1
OG0001300	WP_126380809.1	WP_015405639.1, WP_228130004.1
OG0001301	WP_126375674.1, WP_126377780.1	WP_015405765.1
OG0001302	WP_126379196.1	WP_041916361.1
OG0001303	WP_126379681.1	WP_041916463.1
OG0001304	WP_126380490.1	WP_052326940.1
OG0001305	WP_126380380.1	WP_083907266.1
OG0001306	WP_126378384.1	WP_153304929.1
OG0001308	WP_232034800.1	WP_167320735.1
OG0001309	WP_126375967.1	WP_208598477.1
OG0001334	WP_126380821.1	WP_041916672.1
OG0001336	WP_126378802.1	WP_015404620.1
