Orthogroup	Desulfovibrio ferrophilus IS5	Desulforhopalus vacuolatus DSM 9700
OG0000682	WP_126376015.1	WP_205217949.1
OG0000684	WP_126380685.1	WP_205218432.1
OG0000685	WP_126376070.1	WP_205217925.1
OG0000686	WP_126376811.1	WP_205217901.1
OG0000687	WP_126376060.1	WP_205217930.1
OG0000688	WP_126376057.1	WP_205217932.1
OG0000689	WP_126376056.1	WP_205217933.1
OG0000690	WP_126377431.1	WP_205219394.1
OG0000691	WP_126376033.1	WP_205217945.1
OG0000692	WP_126375760.1	WP_205217519.1
OG0000693	WP_126380282.1	WP_205217532.1
OG0000694	WP_126379585.1	WP_240192014.1
OG0000695	WP_126380278.1	WP_205220187.1
OG0000696	WP_126380221.1	WP_205218821.1
OG0000697	WP_126381541.1	WP_205217482.1
OG0000698	WP_126379312.1	WP_205218917.1
OG0000699	WP_232034758.1	WP_205218967.1
OG0000700	WP_126377348.1	WP_205219191.1
OG0000701	WP_126376440.1	WP_205218997.1
OG0000702	WP_126380769.1	WP_205219051.1
OG0000704	WP_126378715.1	WP_205217636.1
OG0000705	WP_126378717.1	WP_205217635.1
OG0000706	WP_126378719.1	WP_205217634.1
OG0000707	WP_126378725.1	WP_205217631.1
OG0000708	WP_126381395.1	WP_205217624.1
OG0000709	WP_126376199.1	WP_205218732.1
OG0000710	WP_126380733.1	WP_240192073.1
OG0000711	WP_126379305.1	WP_205219390.1
OG0000712	WP_126380960.1	WP_205218133.1
OG0000713	WP_126379503.1	WP_205219117.1
OG0000714	WP_232034765.1	WP_205217749.1
OG0000715	WP_126379510.1	WP_205217963.1
OG0000716	WP_126379514.1	WP_205217961.1
OG0000717	WP_126376008.1	WP_205217952.1
OG0000718	WP_126376010.1	WP_205217951.1
OG0000719	WP_126376013.1	WP_205217950.1
OG0000720	WP_126376019.1	WP_205217947.1
OG0000721	WP_126376035.1	WP_205217944.1
OG0000722	WP_126376039.1	WP_240191960.1
OG0000723	WP_126376043.1	WP_205217939.1
OG0000724	WP_126376054.1	WP_205217934.1
OG0000725	WP_126376059.1	WP_205217931.1
OG0000726	WP_126376062.1	WP_205217929.1
OG0000727	WP_126381242.1	WP_205218008.1
OG0000728	WP_126381245.1	WP_205217924.1
OG0000729	WP_126376072.1	WP_240191959.1
OG0000730	WP_126376074.1	WP_205217923.1
OG0000731	WP_126376085.1	WP_205217918.1
OG0000732	WP_126381247.1	WP_205217917.1
OG0000733	WP_126376087.1	WP_205217916.1
OG0000734	WP_232034918.1	WP_205219096.1
OG0000735	WP_126380307.1	WP_205219189.1
OG0000736	WP_126377932.1	WP_205220122.1
OG0000737	WP_126377586.1	WP_205217796.1
OG0000738	WP_126377160.1	WP_205219331.1
OG0000739	WP_126379518.1	WP_205218143.1
OG0000740	WP_126380527.1	WP_275888967.1
OG0000741	WP_126380649.1	WP_205217496.1
OG0000742	WP_126379625.1	WP_205219631.1
OG0000743	WP_126380537.1	WP_205217968.1
OG0000744	WP_126377678.1	WP_205218674.1
OG0000745	WP_126375831.1	WP_205218152.1
OG0000746	WP_126378358.1	WP_205218726.1
OG0000747	WP_232034867.1	WP_205219812.1
OG0000748	WP_126375995.1	WP_205219814.1
OG0000749	WP_126376115.1	WP_205219618.1
OG0000750	WP_126381375.1	WP_205218595.1
OG0000751	WP_126377721.1	WP_240192028.1
OG0000752	WP_126376760.1	WP_205218564.1
OG0000753	WP_126376827.1	WP_205218989.1
OG0000754	WP_126376933.1	WP_205220236.1
OG0000755	WP_126376935.1	WP_205220237.1
OG0000756	WP_126378177.1	WP_205219133.1
OG0000757	WP_126377543.1	WP_205218455.1
OG0000758	WP_126380398.1	WP_240192022.1
OG0000759	WP_232034803.1	WP_205219052.1
OG0000760	WP_126380911.1	WP_205218807.1
OG0000761	WP_126376105.1	WP_205218558.1
OG0000762	WP_126380748.1	WP_205219620.1
OG0000763	WP_126379573.1	WP_205219621.1
OG0000764	WP_126379571.1	WP_205218425.1
OG0000765	WP_126380406.1	WP_205219073.1
OG0000766	WP_126377288.1	WP_205220395.1
OG0000767	WP_126379398.1	WP_205218656.1
OG0000768	WP_126380338.1	WP_205218690.1
OG0000769	WP_126378876.1	WP_275888946.1
OG0000770	WP_126378880.1	WP_205217913.1
OG0000771	WP_126378882.1	WP_205217912.1
OG0000772	WP_126378884.1	WP_205217911.1
OG0000773	WP_126378886.1	WP_205217910.1
OG0000774	WP_126378888.1	WP_205217909.1
OG0000775	WP_172961585.1	WP_240191916.1
OG0000776	WP_126375931.1	WP_205218177.1
OG0000777	WP_126375933.1	WP_205218176.1
OG0000779	WP_126377051.1	WP_205218735.1
OG0000780	WP_126378872.1	WP_205218094.1
OG0000782	WP_126381297.1	WP_205218434.1
OG0000783	WP_126380651.1	WP_205218487.1
OG0000784	WP_126378393.1	WP_205218810.1
OG0000785	WP_126378391.1	WP_205218811.1
OG0000787	WP_126380223.1	WP_205219764.1
OG0000788	WP_126379581.1	WP_205220268.1
OG0000789	WP_126376442.1	WP_205219178.1
OG0000790	WP_126380747.1	WP_205217512.1
OG0000791	WP_126380754.1	WP_205218403.1
OG0000792	WP_126377846.1	WP_205219179.1
OG0000793	WP_126377658.1	WP_205220169.1
OG0000794	WP_126381500.1	WP_205218734.1
OG0000795	WP_126377541.1	WP_205218172.1
OG0000796	WP_126376391.1	WP_205219826.1
OG0000797	WP_126376385.1	WP_205219772.1
OG0000798	WP_126381370.1	WP_205218814.1
OG0000799	WP_126380311.1	WP_205219260.1
OG0000800	WP_126375951.1	WP_205219395.1
OG0000801	WP_126378492.1	WP_205217648.1
OG0000802	WP_126378225.1	WP_205220123.1
OG0000803	WP_126378234.1	WP_205217659.1
OG0000804	WP_126376555.1	WP_205219572.1
OG0000806	WP_126380721.1	WP_205218541.1
OG0000807	WP_126376702.1	WP_205219808.1
OG0000808	WP_126377189.1	WP_275888952.1
OG0000809	WP_126380818.1	WP_205219281.1
OG0000811	WP_126377284.1	WP_205219367.1
OG0000812	WP_126379597.1	WP_205219470.1
OG0000813	WP_126377433.1	WP_205219801.1
OG0000814	WP_126379739.1	WP_205218306.1
OG0000815	WP_126380225.1	WP_205219613.1
OG0000816	WP_126380913.1	WP_205218540.1
OG0000817	WP_126379259.1	WP_205218505.1
OG0000818	WP_126378183.1	WP_205219800.1
OG0000819	WP_126380450.1	WP_205218728.1
OG0000820	WP_126380865.1	WP_205219113.1
OG0000822	WP_232034801.1	WP_205217451.1
OG0000823	WP_126380692.1	WP_205217448.1
OG0000824	WP_126377036.1	WP_205218778.1
OG0000825	WP_126377038.1	WP_205218679.1
OG0000826	WP_126377887.1	WP_205219491.1
OG0000827	WP_126379835.1	WP_205218948.1
OG0000828	WP_126379837.1	WP_205218949.1
OG0000829	WP_126379839.1	WP_205218950.1
OG0000830	WP_126379841.1	WP_205218951.1
OG0000831	WP_126379843.1	WP_205218952.1
OG0000832	WP_126379845.1	WP_205218953.1
OG0000833	WP_126375675.1	WP_205217756.1
OG0000834	WP_126375821.1	WP_205217358.1
OG0000835	WP_126381353.1	WP_205220188.1
OG0000836	WP_126377439.1	WP_205220071.1
OG0000837	WP_126375997.1	WP_205219815.1
OG0000838	WP_126377055.1	WP_205219040.1
OG0000839	WP_126381271.1	WP_205219122.1
OG0000841	WP_232034887.1	WP_205218340.1
OG0000842	WP_126377655.1	WP_205218996.1
OG0000843	WP_126377649.1	WP_205218141.1
OG0000844	WP_126379318.1	WP_205218921.1
OG0000845	WP_126379321.1	WP_275888983.1
OG0000846	WP_126379327.1	WP_205218925.1
OG0000848	WP_126375728.1	WP_240191979.1
OG0000849	WP_126381363.1	WP_240191947.1
OG0000850	WP_126376950.1	WP_205217326.1
OG0000851	WP_126376944.1	WP_205219317.1
OG0000852	WP_126378181.1	WP_205217657.1
OG0000853	WP_126378386.1	WP_205217772.1
OG0000854	WP_126380504.1	WP_205218958.1
OG0000855	WP_126380773.1	WP_205217769.1
OG0000856	WP_126377187.1	WP_205218960.1
OG0000858	WP_126379599.1	WP_205217517.1
OG0000859	WP_126381514.1	WP_205219545.1
OG0000860	WP_126380687.1	WP_205218430.1
OG0000861	WP_126376444.1	WP_205217658.1
OG0000862	WP_126376989.1	WP_205218442.1
OG0000863	WP_232034806.1	WP_205220211.1
OG0000864	WP_126378925.1	WP_205217502.1
OG0000865	WP_126375800.1	WP_205219324.1
OG0000866	WP_126379777.1	WP_205219407.1
OG0000867	WP_172961830.1	WP_205217488.1
OG0000868	WP_172961655.1	WP_205219182.1
OG0000869	WP_126376021.1	WP_205217946.1
OG0000870	WP_126377026.1	WP_205217521.1
OG0000871	WP_126377599.1	WP_205217801.1
OG0000872	WP_126376972.1	WP_240191904.1
OG0000873	WP_126377268.1	WP_205219176.1
OG0000874	WP_126376758.1	WP_205220074.1
OG0000875	WP_126377682.1	WP_205217774.1
OG0000876	WP_126378786.1	WP_205220208.1
OG0000877	WP_126377032.1	WP_205219035.1
OG0000878	WP_172961613.1	WP_205220135.1
OG0000879	WP_126377191.1	WP_205218122.1
OG0000881	WP_126376618.1	WP_205220014.1
OG0000882	WP_126380705.1	WP_205219246.1
OG0000884	WP_126377296.1	WP_205218815.1
OG0000885	WP_232034913.1	WP_205217479.1
OG0000886	WP_126378449.1	WP_275889010.1
OG0000889	WP_126377483.1	WP_205218536.1
OG0000890	WP_126380941.1	WP_205218159.1
OG0000891	WP_232034770.1	WP_240192013.1
OG0000892	WP_126375752.1	WP_240191934.1
OG0000893	WP_232034746.1	WP_205217630.1
OG0000894	WP_126377527.1	WP_205218892.1
OG0000895	WP_126376964.1	WP_205219326.1
OG0000896	WP_126381232.1	WP_205217667.1
OG0000898	WP_126378339.1	WP_275888936.1
OG0000899	WP_126377535.1	WP_205219137.1
OG0000900	WP_126376111.1	WP_205219251.1
OG0000902	WP_126375724.1	WP_205219847.1
OG0000903	WP_126375725.1	WP_205219846.1
OG0000905	WP_126378794.1	WP_205218151.1
OG0000906	WP_126377059.1	WP_205219038.1
OG0000907	WP_126375775.1	WP_205218271.1, WP_205217453.1
OG0000910	WP_126380350.1	WP_205217530.1
OG0000913	WP_126381261.1	WP_205217455.1
OG0000916	WP_126376023.1	WP_205219358.1
OG0000920	WP_126380597.1	WP_240192146.1
OG0000921	WP_126380712.1	WP_205218751.1
OG0000922	WP_126377748.1	WP_205220011.1
OG0000923	WP_126376282.1	WP_205219602.1
OG0000930	WP_126379707.1	WP_205218380.1
OG0000931	WP_126380800.1	WP_205220385.1, WP_205218075.1
OG0000932	WP_126381558.1	WP_205219024.1
OG0000935	WP_126376958.1	WP_205219071.1
OG0000937	WP_126379821.1	WP_205218286.1
OG0000939	WP_126375721.1	WP_205219299.1
OG0000939	WP_126379607.1	WP_205218901.1
OG0000940	WP_126375977.1	WP_205218831.1
OG0000941	WP_126378988.1	WP_205219442.1
OG0000943	WP_172961775.1	WP_205218074.1, WP_205220386.1
OG0000944	WP_126380258.1	WP_205218943.1
OG0000946	WP_126378201.1	WP_205217980.1
OG0000952	WP_126381028.1	WP_205218336.1
OG0000959	WP_126379004.1, WP_126380963.1, WP_126378832.1, WP_126375571.1, WP_126376327.1, WP_232034922.1, WP_126378066.1, WP_126380964.1	WP_205220091.1
OG0000962	WP_126376448.1	WP_205218157.1
OG0000964	WP_126378245.1	WP_205220073.1
OG0000967	WP_126377822.1	WP_205218071.1
OG0000968	WP_126377653.1	WP_205218139.1
OG0000969	WP_172961822.1	WP_240191933.1
OG0000972	WP_126379334.1	WP_205218721.1
OG0000976	WP_126379222.1	WP_205220108.1
OG0000977	WP_126379206.1	WP_240191990.1
OG0000978	WP_126381240.1	WP_205217941.1
OG0000979	WP_126377746.1	WP_240192011.1
OG0000981	WP_126380293.1	WP_205218246.1
OG0000983	WP_126376452.1	WP_205218904.1
OG0000984	WP_126377069.1	WP_205218347.1
OG0000985	WP_126375666.1	WP_205217765.1
OG0000987	WP_126376688.1	WP_205219611.1
OG0000988	WP_126375636.1	WP_205217422.1
OG0000990	WP_126379256.1	WP_205218539.1
OG0000992	WP_126375753.1	WP_205217619.1
OG0000993	WP_126378648.1	WP_205217694.1
OG0000994	WP_126376079.1	WP_205217921.1
OG0000995	WP_126376066.1	WP_205217927.1
OG0000996	WP_126378463.1	WP_205219580.1
OG0000998	WP_126379281.1	WP_205219006.1
OG0000999	WP_126380838.1	WP_240191974.1
OG0001000	WP_126376068.1	WP_205217926.1
OG0001002	WP_126377590.1	WP_205217797.1
OG0001003	WP_126380935.1	WP_205219272.1
OG0001004	WP_126376817.1	WP_205218801.1
OG0001005	WP_126376815.1	WP_205218802.1
OG0001006	WP_126380845.1	WP_205218607.1
OG0001008	WP_126380704.1	WP_205219798.1
OG0001009	WP_126378169.1	WP_205219797.1
OG0001010	WP_232034879.1	WP_205217410.1
OG0001015	WP_126377525.1	WP_205218893.1
OG0001016	WP_126377523.1	WP_205218894.1
OG0001018	WP_126377034.1	WP_205219034.1
OG0001020	WP_126378132.1	WP_205217316.1
OG0001022	WP_126377149.1	WP_205219577.1
OG0001024	WP_126377406.1	WP_205218063.1
OG0001027	WP_126381126.1	WP_205219238.1
OG0001028	WP_126379491.1	WP_205217739.1
OG0001029	WP_126377533.1	WP_205219136.1
OG0001031	WP_126375710.1	WP_205220262.1
OG0001033	WP_126380764.1	WP_205220280.1
OG0001034	WP_126377545.1	WP_205218507.1
OG0001035	WP_126376118.1	WP_205218545.1
OG0001043	WP_126377088.1	WP_205217477.1
OG0001044	WP_126376004.1	WP_205217954.1
OG0001045	WP_126376692.1	WP_205219830.1
OG0001046	WP_126377495.1	WP_205218915.1
OG0001048	WP_126376301.1	WP_205217646.1
OG0001050	WP_126380894.1	WP_205220040.1
OG0001051	WP_126380709.1	WP_205219548.1
OG0001053	WP_126380164.1	WP_205219767.1
OG0001055	WP_126380500.1	WP_205218790.1
OG0001056	WP_126377503.1	WP_205218713.1
OG0001057	WP_126377209.1	WP_240191907.1
OG0001058	WP_126376694.1	WP_205219829.1
OG0001063	WP_126376905.1	WP_205218344.1
OG0001065	WP_126377603.1	WP_205218067.1
OG0001066	WP_126375754.1	WP_205217620.1
OG0001067	WP_126377134.1	WP_240192064.1
OG0001068	WP_126377609.1	WP_240192112.1
OG0001070	WP_126376974.1	WP_205217344.1
OG0001073	WP_126380905.1	WP_205217389.1
OG0001074	WP_126377816.1	WP_205217321.1
OG0001075	WP_126377672.1, WP_126376658.1	WP_205218414.1
OG0001076	WP_126376113.1	WP_205219619.1
OG0001080	WP_126377304.1	WP_205218033.1
OG0001082	WP_126376454.1	WP_205218761.1
OG0001083	WP_126376338.1	WP_205219467.1
OG0001084	WP_126377790.1	WP_205219466.1
OG0001086	WP_126380887.1	WP_205218233.1
OG0001088	WP_126377429.1	WP_205219393.1
OG0001090	WP_126375869.1	WP_205220222.1
OG0001092	WP_126380675.1	WP_205219348.1, WP_205220084.1
OG0001093	WP_126380901.1	WP_205219209.1
OG0001094	WP_126378087.1	WP_205219667.1
OG0001096	WP_126380777.1	WP_205217900.1
OG0001097	WP_126375904.1	WP_205219354.1
OG0001097	WP_126377639.1	WP_205218281.1
OG0001098	WP_126380797.1	WP_205218439.1
OG0001100	WP_126379955.1	WP_205219119.1
OG0001101	WP_126377501.1	WP_205217747.1
OG0001102	WP_126375548.1	WP_205220079.1
OG0001104	WP_126380743.1	WP_205218137.1
OG0001105	WP_126375700.1	WP_205218324.1
OG0001106	WP_126375701.1	WP_205218325.1
OG0001108	WP_232034854.1	WP_205218072.1
OG0001109	WP_126380846.1	WP_205218073.1
OG0001110	WP_126380778.1	WP_205218076.1
OG0001111	WP_126378346.1	WP_205220052.1
OG0001112	WP_126381176.1	WP_205219025.1
OG0001113	WP_126381026.1	WP_205217643.1
OG0001115	WP_126378417.1	WP_205218647.1, WP_240192161.1
OG0001116	WP_126379232.1	WP_205218749.1
OG0001117	WP_126375805.1, WP_232034892.1, WP_126375607.1	WP_205218752.1
OG0001118	WP_126378370.1	WP_205219984.1
OG0001120	WP_126380966.1	WP_205217775.1
OG0001121	WP_126378490.1	WP_205218876.1
OG0001122	WP_126377404.1	WP_205218126.1
OG0001124	WP_126375699.1	WP_205218323.1
OG0001125	WP_126379637.1	WP_205219983.1
OG0001126	WP_126378140.1	WP_205220194.1
OG0001127	WP_126380388.1	WP_205219194.1
OG0001130	WP_172961597.1, WP_126379435.1	WP_205220140.1
OG0001131	WP_232034877.1, WP_126380883.1	WP_205219088.1
OG0001132	WP_126376414.1	WP_205217979.1
OG0001136	WP_126375590.1	WP_205217366.1
OG0001138	WP_126375813.1	WP_205218039.1
OG0001139	WP_172961683.1	WP_205219517.1
OG0001150	WP_126377172.1	WP_205219258.1
OG0001152	WP_126379833.1	WP_205218946.1
OG0001153	WP_126378118.1	WP_205217308.1
OG0001154	WP_126380644.1	WP_240192097.1
OG0001157	WP_126378131.1	WP_205217590.1
OG0001159	WP_126381275.1	WP_205219280.1
OG0001163	WP_126376064.1	WP_205217928.1
OG0001164	WP_126378226.1	WP_205219342.1
OG0001167	WP_126379882.1	WP_205218642.1
OG0001171	WP_126378114.1	WP_205217298.1
OG0001172	WP_126378122.1	WP_205217310.1
OG0001173	WP_126378125.1	WP_205217311.1
OG0001174	WP_126378110.1	WP_205217296.1
OG0001175	WP_126377807.1	WP_240192166.1
OG0001188	WP_126376819.1	WP_205220271.1
OG0001194	WP_126380823.1	WP_205220267.1
OG0001196	WP_126375788.1	WP_205218887.1
OG0001197	WP_126377592.1	WP_205217798.1
OG0001198	WP_126379542.1	WP_205217818.1
OG0001200	WP_126377472.1	WP_205219849.1
OG0001202	WP_126379675.1, WP_126379065.1	WP_205219047.1
OG0001203	WP_126376634.1	WP_205217393.1
OG0001204	WP_232034754.1	WP_240192133.1
OG0001205	WP_126379095.1	WP_205219792.1
OG0001206	WP_126376656.1	WP_205218412.1
OG0001207	WP_126381267.1	WP_240192010.1
OG0001209	WP_126377168.1	WP_205217566.1
OG0001210	WP_126379353.1	WP_205218020.1
OG0001214	WP_232034930.1	WP_205218599.1
OG0001215	WP_126375845.1	WP_205217558.1
OG0001216	WP_232034810.1	WP_205218030.1
OG0001219	WP_126376557.1	WP_205218068.1
OG0001220	WP_172961707.1	WP_205218783.1
OG0001221	WP_126378299.1	WP_205218779.1
OG0001228	WP_126379567.1	WP_205220154.1
OG0001230	WP_126379695.1	WP_205218508.1
OG0001232	WP_126381311.1	WP_240192095.1
OG0001233	WP_126377258.1	WP_205219763.1
OG0001238	WP_126376881.1	WP_205217329.1
OG0001240	WP_126380510.1	WP_205217716.1
OG0001241	WP_126379429.1	WP_205217456.1
OG0001242	WP_126375943.1	WP_205217511.1
OG0001243	WP_126380812.1	WP_205217498.1
OG0001244	WP_126376744.1	WP_205217493.1
OG0001245	WP_126380665.1	WP_205217487.1
OG0001246	WP_126380690.1	WP_205218426.1
OG0001248	WP_126380742.1	WP_205218450.1
OG0001250	WP_126376565.1	WP_205218470.1
OG0001251	WP_126377762.1, WP_126378031.1	WP_205218472.1
OG0001252	WP_126380682.1	WP_205219245.1
OG0001253	WP_126378779.1	WP_205219247.1
OG0001254	WP_172961586.1	WP_205219250.1
OG0001256	WP_126379192.1	WP_205218742.1
OG0001257	WP_126378483.1	WP_205218738.1
OG0001258	WP_126375823.1	WP_205219805.1
OG0001259	WP_126375825.1	WP_205219806.1
OG0001260	WP_126379168.1, WP_126378625.1	WP_205219771.1
OG0001262	WP_126378461.1	WP_205220033.1
OG0001263	WP_126379356.1	WP_205219749.1
OG0001264	WP_126379575.1	WP_275888999.1
OG0001266	WP_126379864.1	WP_205219820.1
OG0001267	WP_232034844.1	WP_205218239.1, WP_205218238.1, WP_205218021.1
OG0001269	WP_126380523.1, WP_126381545.1	WP_205219757.1
OG0001271	WP_232034882.1	WP_205218119.1
OG0001272	WP_126375777.1	WP_205218078.1
OG0001273	WP_126377998.1	WP_205219430.1
OG0001274	WP_126377007.1	WP_205219714.1
OG0001275	WP_126378844.1	WP_205218955.1
OG0001276	WP_126375554.1	WP_205219744.1
OG0001277	WP_126380727.1	WP_205219745.1
OG0001278	WP_126380717.1	WP_205219739.1
OG0001279	WP_126380718.1	WP_275889009.1
OG0001281	WP_126376267.1	WP_205220050.1
OG0001282	WP_126377626.1	WP_240192149.1
OG0001283	WP_126376698.1	WP_205218145.1
OG0001292	WP_126380713.1	WP_205220207.1
OG0001293	WP_126375613.1	WP_205220212.1
OG0001295	WP_126379431.1	WP_205218750.1
OG0001298	WP_126379323.1	WP_205218923.1
OG0001300	WP_126380809.1	WP_205219583.1
OG0001301	WP_126375674.1, WP_126377780.1	WP_205217757.1
OG0001303	WP_126379681.1	WP_205218912.1
OG0001304	WP_126380490.1	WP_205218657.1
OG0001305	WP_126380380.1	WP_205219550.1
OG0001306	WP_126378384.1	WP_205217773.1
OG0001308	WP_232034800.1	WP_205218427.1
OG0001309	WP_126375967.1	WP_205218154.1
OG0001311	WP_126380701.1	WP_205219264.1
OG0001312	WP_126378205.1	WP_205217978.1
OG0001314	WP_126380008.1	WP_205217407.1
OG0001323	WP_232034847.1	WP_205218040.1
OG0001333	WP_126377240.1	WP_205218224.1
OG0001334	WP_126380821.1	WP_205218066.1
OG0001338	WP_126380613.1	WP_205219187.1
OG0001343	WP_126378364.1	WP_205219987.1
OG0001346	WP_126380198.1, WP_126379623.1	WP_205218705.1
OG0001356	WP_126378333.1	WP_205217577.1
OG0001359	WP_126378112.1	WP_205217297.1
OG0001361	WP_126379489.1	WP_205217738.1
OG0001365	WP_126380671.1	WP_205218862.1
OG0001368	WP_126377340.1	WP_205217563.1
OG0001374	WP_172961646.1	WP_205218861.1
OG0001375	WP_126375718.1	WP_205218258.1
OG0001382	WP_126377073.1	WP_205217580.1
OG0001387	WP_126380175.1	WP_205217692.1
OG0001397	WP_126380435.1	WP_205217754.1
OG0001400	WP_126376713.1	WP_205218046.1
OG0001401	WP_232034891.1	WP_205217654.1
OG0001403	WP_126379677.1	WP_205219048.1
OG0001404	WP_126379673.1	WP_205219046.1
OG0001405	WP_126379669.1	WP_205219044.1
OG0001406	WP_126379667.1	WP_205219043.1
OG0001407	WP_232034870.1	WP_205217328.1
OG0001409	WP_126379876.1	WP_205217398.1
OG0001410	WP_126378006.1	WP_205217305.1
OG0001414	WP_126380808.1	WP_205220113.1
OG0001416	WP_126380970.1	WP_205219021.1
OG0001417	WP_172961770.1	WP_240191906.1
OG0001419	WP_126375677.1	WP_205218034.1
OG0001420	WP_126380840.1	WP_205218031.1
OG0001427	WP_126381549.1	WP_240192037.1
OG0001428	WP_126380425.1	WP_240192023.1
OG0001429	WP_126381441.1	WP_205218509.1
OG0001431	WP_126379426.1	WP_205219292.1
OG0001435	WP_126379827.1	WP_205219074.1
OG0001436	WP_126381230.1	WP_205220221.1
OG0001442	WP_126380372.1	WP_205219869.1
OG0001443	WP_126380677.1	WP_205219626.1
OG0001446	WP_126380810.1	WP_205217500.1
OG0001447	WP_126380811.1	WP_205217499.1
OG0001448	WP_126380662.1	WP_205217484.1
OG0001451	WP_126379263.1	WP_205218436.1
OG0001452	WP_126379761.1	WP_205218447.1
OG0001453	WP_126380799.1	WP_205219878.1
OG0001454	WP_126379371.1	WP_205218453.1
OG0001456	WP_126377756.1	WP_205218474.1
OG0001458	WP_126379170.1	WP_205217960.1
OG0001459	WP_126379172.1	WP_205217959.1
OG0001461	WP_126375772.1	WP_205219239.1
OG0001462	WP_126376109.1	WP_205219252.1
OG0001465	WP_126380711.1	WP_275888998.1
OG0001466	WP_126380710.1	WP_205219262.1
OG0001470	WP_126380714.1	WP_240192034.1
OG0001477	WP_126379649.1	WP_205219768.1
OG0001479	WP_232034805.1	WP_205219121.1
OG0001484	WP_172961788.1	WP_205220078.1
OG0001485	WP_126381526.1	WP_205218991.1
OG0001486	WP_126378297.1	WP_205219760.1
OG0001487	WP_126375662.1	WP_205219799.1
OG0001507	WP_126380309.1	WP_205220199.1
OG0001508	WP_126378488.1	WP_205219069.1
OG0001510	WP_126378301.1	WP_205218158.1
OG0001514	WP_126381021.1	WP_205219741.1
OG0001515	WP_126380725.1	WP_205219742.1
OG0001517	WP_126380951.1	WP_275888982.1
OG0001518	WP_126380219.1	WP_205218689.1
OG0001519	WP_126375937.1	WP_205218174.1
OG0001522	WP_126377778.1, WP_126375673.1	WP_205217758.1
OG0001524	WP_126377372.1	WP_205219554.1
OG0001525	WP_126378614.1	WP_205220282.1
OG0001527	WP_126380909.1	WP_205219759.1
OG0001529	WP_126380726.1	WP_205219743.1
OG0001531	WP_126376450.1	WP_205218905.1
OG0001532	WP_172961634.1	WP_205219796.1
OG0001536	WP_126379671.1	WP_205219045.1
OG0001540	WP_172961717.1	WP_205217325.1
OG0001542	WP_126375570.1	WP_205219255.1
OG0001546	WP_126378352.1	WP_205217565.1
OG0001547	WP_126379455.1	WP_205217513.1
OG0001551	WP_126377223.1	WP_205218621.1
OG0001556	WP_126380697.1	WP_205220227.1, WP_205218265.1
OG0001557	WP_126380659.1, WP_126378792.1	WP_205219015.1
OG0001577	WP_126379872.1	WP_205218837.1
OG0001580	WP_126381009.1	WP_205219477.1
OG0001592	WP_232034815.1	WP_205219476.1
OG0001593	WP_126378331.1	WP_205217578.1
OG0001596	WP_126378445.1	WP_205218190.1
OG0001602	WP_126380962.1	WP_240191993.1
OG0001605	WP_126380672.1	WP_205218860.1
OG0001619	WP_126381305.1	WP_205218574.1
OG0001625	WP_126375741.1	WP_205217381.1, WP_205219505.1
OG0001640	WP_126377548.1	WP_240192065.1
OG0001643	WP_126379874.1	WP_205218838.1
OG0001649	WP_126378129.1	WP_152943676.1
OG0001650	WP_126378127.1	WP_205217312.1
OG0001651	WP_126378120.1	WP_205217309.1
OG0001660	WP_126377378.1	WP_205218804.1
OG0001664	WP_126376696.1	WP_205219632.1
OG0001681	WP_126379767.1	WP_240192024.1
OG0001682	WP_232034764.1	WP_205218795.1
OG0001687	WP_126375678.1	WP_205218343.1
OG0001694	WP_126375642.1, WP_126375625.1	WP_205219396.1
OG0001696	WP_126375871.1	WP_205220223.1
OG0001698	WP_126380289.1	WP_205217564.1
OG0001699	WP_126380303.1	WP_205219493.1
OG0001701	WP_126377053.1	WP_205217462.1
OG0001703	WP_232034817.1	WP_205217457.1
OG0001712	WP_126380798.1	WP_205219879.1
OG0001713	WP_126378994.1	WP_205219008.1
OG0001715	WP_126380217.1	WP_205219546.1
OG0001716	WP_126378088.1	WP_240192115.1
OG0001717	WP_126378305.1	WP_205220261.1
OG0001718	WP_126379176.1	WP_205217957.1
OG0001719	WP_126379178.1	WP_205217956.1
OG0001721	WP_126375906.1	WP_205219353.1
OG0001725	WP_126375908.1	WP_205218291.1
OG0001726	WP_126375912.1	WP_205218290.1
OG0001728	WP_126375546.1	WP_205217803.1
OG0001740	WP_126377818.1	WP_205217593.1
OG0001741	WP_126377820.1	WP_205217320.1
OG0001771	WP_126375670.1	WP_205217761.1
OG0001772	WP_126376571.1	WP_205218477.1
OG0001777	WP_126377448.1	WP_205217420.1
OG0001788	WP_126375873.1	WP_205219699.1
OG0001799	WP_126375646.1	WP_205218362.1
OG0001812	WP_126379938.1	WP_205220300.1, WP_205220241.1
OG0001813	WP_126380368.1, WP_126376720.1	WP_240191929.1
OG0001843	WP_126378517.1	WP_205218697.1
OG0001899	WP_126378303.1	WP_240192008.1
OG0001925	WP_126378953.1	WP_205219274.1
OG0001932	WP_126377147.1	WP_205218435.1
OG0001942	WP_126381096.1	WP_205218197.1
OG0001990	WP_126379202.1	WP_205218727.1
OG0002023	WP_172961718.1	WP_205219479.1
OG0002027	WP_172961743.1	WP_240192060.1
OG0002042	WP_126380600.1	WP_205220000.1
OG0002051	WP_232034752.1	WP_205220159.1
OG0002057	WP_126377099.1	WP_205220328.1
OG0002060	WP_126380342.1	WP_205218315.1
