Orthogroup	Desulfovibrio ferrophilus IS5	Desulfocapsa_13_biocide
OG0000620	WP_126376050.1	Utg858494_125
OG0000621	WP_126376052.1	Utg858494_124
OG0000622	WP_126380448.1	Utg859236_96
OG0000623	WP_126378477.1	Utg857994_147
OG0000624	WP_126380959.1	Utg859098_193
OG0000625	WP_126380958.1	Utg859098_192
OG0000626	WP_126376462.1	Utg861744_118
OG0000627	WP_126376381.1	Utg858494_90
OG0000628	WP_126376976.1	Utg859076_34
OG0000630	WP_126376751.1	Utg857152_31
OG0000631	WP_126376746.1	Utg857152_28
OG0000632	WP_126380336.1	Utg859388_81
OG0000633	WP_126378790.1	Utg861448_58, Utg861448_57, Utg860814_165
OG0000634	WP_126377709.1	Utg857994_128
OG0000635	WP_126375827.1	Utg859236_17
OG0000637	WP_126379493.1	Utg859388_63
OG0000638	WP_126376107.1	Utg857076_19
OG0000639	WP_126379579.1	Utg859982_5
OG0000640	WP_126379219.1	Utg860006_133
OG0000641	WP_126379074.1	Utg858432_119
OG0000642	WP_126380125.1	Utg857046_24
OG0000643	WP_126376704.1	Utg857994_157
OG0000644	WP_126380824.1	Utg857152_22
OG0000645	WP_126377725.1	Utg857046_27
OG0000646	WP_126378721.1	Utg858432_47
OG0000647	WP_126378723.1	Utg858432_46
OG0000648	WP_126378730.1	Utg858432_43
OG0000649	WP_126376706.1	Utg857994_158
OG0000650	WP_126380766.1	Utg857992_20
OG0000651	WP_126380763.1	Utg859098_261
OG0000652	WP_126376389.1	Utg859388_12
OG0000653	WP_126379918.1	Utg859098_160
OG0000654	WP_126375634.1	Utg859750_12, Utg859750_13
OG0000655	WP_126380776.1	Utg857490_21
OG0000656	WP_126377580.1	Utg860814_287
OG0000657	WP_126377582.1	Utg860814_288
OG0000658	WP_126377595.1	Utg860814_293
OG0000659	WP_126377597.1	Utg860814_294
OG0000660	WP_126378777.1	Utg862138_23
OG0000661	WP_126378775.1	Utg862138_24
OG0000662	WP_126376545.1	Utg859236_80
OG0000664	WP_126377673.1	Utg860006_55
OG0000665	WP_126380819.1	Utg859750_18
OG0000667	WP_126380844.1	Utg857300_3
OG0000669	WP_126378115.1	Utg861744_69
OG0000670	WP_126375751.1	Utg858432_31
OG0000671	WP_126379487.1	Utg860006_65
OG0000672	WP_126381098.1	Utg857152_41
OG0000673	WP_126377442.1	Utg859982_38
OG0000674	WP_126380965.1	Utg859236_45
OG0000675	WP_126380265.1	Utg858432_131
OG0000676	WP_126377491.1	Utg859098_162
OG0000677	WP_126376083.1	Utg858494_106
OG0000678	WP_126376081.1	Utg858494_107
OG0000679	WP_126379325.1	Utg866558_16
OG0000680	WP_126379512.1	Utg857490_9
OG0000681	WP_126376017.1	Utg858494_138
OG0000682	WP_126376015.1	Utg858494_139
OG0000683	WP_126378380.1	Utg860006_24
OG0000684	WP_126380685.1	Utg857152_110
OG0000685	WP_126376070.1	Utg858494_115
OG0000686	WP_126376811.1	Utg858494_58
OG0000687	WP_126376060.1	Utg858494_119
OG0000688	WP_126376057.1	Utg858494_121
OG0000689	WP_126376056.1	Utg858494_122
OG0000690	WP_126377431.1	Utg857300_51
OG0000691	WP_126376033.1	Utg858494_135
OG0000692	WP_126375760.1	Utg857152_13
OG0000693	WP_126380282.1	Utg857682_77
OG0000694	WP_126379585.1	Utg857046_223
OG0000695	WP_126380278.1	Utg861744_138
OG0000696	WP_126380221.1	Utg857682_78
OG0000697	WP_126381541.1	Utg857152_72
OG0000698	WP_126379312.1	Utg866558_23
OG0000699	WP_232034758.1	Utg857992_14
OG0000700	WP_126377348.1	Utg857994_23
OG0000701	WP_126376440.1	Utg859982_145
OG0000702	WP_126380769.1	Utg863716_85
OG0000704	WP_126378715.1	Utg858432_50
OG0000705	WP_126378717.1	Utg858432_49
OG0000706	WP_126378719.1	Utg858432_48
OG0000707	WP_126378725.1	Utg858432_45
OG0000708	WP_126381395.1	Utg858432_38
OG0000709	WP_126376199.1	Utg859098_244
OG0000710	WP_126380733.1	Utg858432_137
OG0000711	WP_126379305.1	Utg857300_58
OG0000712	WP_126380960.1	Utg859098_194
OG0000713	WP_126379503.1	Utg859388_72
OG0000714	WP_232034765.1	Utg859388_74
OG0000715	WP_126379510.1	Utg857490_10
OG0000716	WP_126379514.1	Utg857490_8
OG0000717	WP_126376008.1	Utg858494_142
OG0000718	WP_126376010.1	Utg858494_141
OG0000719	WP_126376013.1	Utg858494_140
OG0000720	WP_126376019.1	Utg858494_137
OG0000721	WP_126376035.1	Utg858494_134
OG0000722	WP_126376039.1	Utg858494_130
OG0000723	WP_126376043.1	Utg858494_128
OG0000724	WP_126376054.1	Utg858494_123
OG0000725	WP_126376059.1	Utg858494_120
OG0000726	WP_126376062.1	Utg858494_118
OG0000727	WP_126381242.1	Utg858494_114
OG0000728	WP_126381245.1	Utg858494_113
OG0000729	WP_126376072.1	Utg858494_112
OG0000730	WP_126376074.1	Utg858494_111
OG0000731	WP_126376085.1	Utg858494_105
OG0000732	WP_126381247.1	Utg858494_104
OG0000733	WP_126376087.1	Utg858494_103
OG0000734	WP_232034918.1	Utg860814_296
OG0000735	WP_126380307.1	Utg857994_165
OG0000736	WP_126377932.1	Utg860814_280
OG0000737	WP_126377586.1	Utg860814_290
OG0000738	WP_126377160.1	Utg859432_37
OG0000739	WP_126379518.1	Utg859098_184
OG0000740	WP_126380527.1	Utg857046_195
OG0000741	WP_126380649.1	Utg857152_47
OG0000742	WP_126379625.1	Utg857046_188
OG0000743	WP_126380537.1	Utg857490_15
OG0000744	WP_126377678.1	Utg860006_53
OG0000745	WP_126375831.1	Utg859388_139
OG0000746	WP_126378358.1	Utg859098_235
OG0000747	WP_232034867.1	Utg857994_151
OG0000748	WP_126375995.1	Utg857994_150
OG0000749	WP_126376115.1	Utg857152_184
OG0000750	WP_126381375.1	Utg861744_131
OG0000751	WP_126377721.1	Utg861744_128
OG0000752	WP_126376760.1	Utg863716_108
OG0000753	WP_126376827.1	Utg859982_134
OG0000754	WP_126376933.1	Utg865370_30
OG0000755	WP_126376935.1	Utg865370_29
OG0000756	WP_126378177.1	Utg859098_377
OG0000757	WP_126377543.1	Utg857046_201
OG0000758	WP_126380398.1	Utg861744_34
OG0000759	WP_232034803.1	Utg863716_91
OG0000760	WP_126380911.1	Utg864866_56
OG0000761	WP_126376105.1	Utg865370_36
OG0000762	WP_126380748.1	Utg857152_182
OG0000763	WP_126379573.1	Utg857152_181
OG0000764	WP_126379571.1	Utg857152_103
OG0000765	WP_126380406.1	Utg857994_216
OG0000766	WP_126377288.1	Utg861744_46
OG0000767	WP_126379398.1	Utg860814_97
OG0000768	WP_126380338.1	Utg858432_125
OG0000769	WP_126378876.1	Utg858494_100
OG0000770	WP_126378880.1	Utg858494_98
OG0000771	WP_126378882.1	Utg858494_97
OG0000772	WP_126378884.1	Utg858494_95
OG0000773	WP_126378886.1	Utg858494_94
OG0000774	WP_126378888.1	Utg858494_93
OG0000775	WP_172961585.1	Utg857152_8
OG0000776	WP_126375931.1	Utg858432_16
OG0000777	WP_126375933.1	Utg858432_17
OG0000778	WP_126377921.1	Utg859076_36
OG0000779	WP_126377051.1	Utg859236_39
OG0000780	WP_126378872.1	Utg857994_34
OG0000782	WP_126381297.1	Utg857152_113
OG0000783	WP_126380651.1	Utg859098_319
OG0000784	WP_126378393.1	Utg864866_53
OG0000785	WP_126378391.1	Utg864866_52
OG0000787	WP_126380223.1	Utg858432_7
OG0000789	WP_126376442.1	Utg858432_136
OG0000790	WP_126380747.1	Utg857152_24
OG0000791	WP_126380754.1	Utg857152_172
OG0000792	WP_126377846.1	Utg858432_138
OG0000793	WP_126377658.1	Utg860814_257
OG0000794	WP_126381500.1	Utg859098_248
OG0000795	WP_126377541.1	Utg859236_57
OG0000796	WP_126376391.1	Utg859388_11
OG0000797	WP_126376385.1	Utg859098_321
OG0000798	WP_126381370.1	Utg864866_5
OG0000799	WP_126380311.1	Utg859236_84
OG0000800	WP_126375951.1	Utg857300_48
OG0000801	WP_126378492.1	Utg858432_94
OG0000802	WP_126378225.1	Utg859982_39
OG0000803	WP_126378234.1	Utg862138_37
OG0000804	WP_126376555.1	Utg857046_156, Utg857300_38
OG0000806	WP_126380721.1	Utg861744_35
OG0000807	WP_126376702.1	Utg857994_156
OG0000808	WP_126377189.1	Utg858494_59
OG0000809	WP_126380818.1	Utg859076_29
OG0000811	WP_126377284.1	Utg859076_28
OG0000812	WP_126379597.1	Utg859982_130
OG0000813	WP_126377433.1	Utg859236_28
OG0000814	WP_126379739.1	Utg860814_27, Utg860814_28
OG0000815	WP_126380225.1	Utg859098_270
OG0000816	WP_126380913.1	Utg861744_39
OG0000817	WP_126379259.1	Utg861744_55
OG0000818	WP_126378183.1	Utg859982_206
OG0000819	WP_126380450.1	Utg859098_237
OG0000820	WP_126380865.1	Utg861744_11, Utg857076_46
OG0000821	WP_126376769.1	Utg857076_59
OG0000822	WP_232034801.1	Utg857490_29
OG0000823	WP_126380692.1	Utg857490_26
OG0000825	WP_126377038.1	Utg860006_60
OG0000826	WP_126377887.1	Utg859098_398
OG0000827	WP_126379835.1	Utg857992_34
OG0000828	WP_126379837.1	Utg857992_33
OG0000829	WP_126379839.1	Utg857992_32
OG0000830	WP_126379841.1	Utg857992_31
OG0000831	WP_126379843.1	Utg857992_30
OG0000832	WP_126379845.1	Utg857992_29
OG0000833	WP_126375675.1	Utg862138_6
OG0000834	WP_126375821.1	Utg860814_211
OG0000835	WP_126381353.1	Utg861744_136
OG0000836	WP_126377439.1	Utg859982_37
OG0000837	WP_126375997.1	Utg857994_149
OG0000838	WP_126377055.1	Utg859750_78
OG0000839	WP_126381271.1	Utg857994_159
OG0000841	WP_232034887.1	Utg861744_104
OG0000842	WP_126377655.1	Utg859982_143
OG0000843	WP_126377649.1	Utg859098_186
OG0000844	WP_126379318.1	Utg866558_19
OG0000845	WP_126379321.1	Utg866558_18
OG0000846	WP_126379327.1	Utg866558_15
OG0000847	WP_126375875.1	Utg857046_199, Utg857046_200
OG0000848	WP_126375728.1	Utg859098_198
OG0000849	WP_126381363.1	Utg860814_241
OG0000850	WP_126376950.1	Utg865370_6
OG0000851	WP_126376944.1	Utg859432_52
OG0000852	WP_126378181.1	Utg862138_31
OG0000853	WP_126378386.1	Utg862138_25
OG0000854	WP_126380504.1	Utg859098_156
OG0000855	WP_126380773.1	Utg862138_22
OG0000856	WP_126377187.1	Utg859098_158
OG0000858	WP_126379599.1	Utg857152_16
OG0000860	WP_126380687.1	Utg857152_108
OG0000861	WP_126376444.1	Utg862138_32
OG0000862	WP_126376989.1	Utg857046_249
OG0000863	WP_232034806.1	Utg858498_11
OG0000864	WP_126378925.1	Utg857152_40
OG0000865	WP_126375800.1	Utg859432_45
OG0000866	WP_126379777.1	Utg861744_123
OG0000867	WP_172961830.1	Utg857152_66
OG0000868	WP_172961655.1	Utg858432_141
OG0000869	WP_126376021.1	Utg858494_136
OG0000870	WP_126377026.1	Utg857152_7
OG0000871	WP_126377599.1	Utg860814_295
OG0000872	WP_126376972.1	Utg859076_32
OG0000873	WP_126377268.1	Utg858432_134
OG0000874	WP_126376758.1	Utg859982_42
OG0000875	WP_126377682.1	Utg862138_27
OG0000876	WP_126378786.1	Utg858498_10
OG0000877	WP_126377032.1	Utg859750_69
OG0000878	WP_172961613.1	Utg861744_25
OG0000879	WP_126377191.1	Utg859098_208
OG0000881	WP_126376618.1	Utg857046_136
OG0000882	WP_126380705.1	Utg857076_30
OG0000883	WP_126380291.1	Utg857076_22
OG0000884	WP_126377296.1	Utg864866_4
OG0000886	WP_126378449.1	Utg857152_198
OG0000887	WP_172961612.1, WP_126380828.1	Utg857682_127
OG0000888	WP_126380615.1	Utg860814_318, Utg860814_18
OG0000889	WP_126377483.1	Utg857046_218
OG0000890	WP_126380941.1	Utg859388_129
OG0000891	WP_232034770.1	Utg857046_227
OG0000892	WP_126375752.1	Utg858432_33, Utg858432_32
OG0000893	WP_232034746.1	Utg858432_44
OG0000894	WP_126377527.1	Utg857300_13
OG0000895	WP_126376964.1	Utg859432_42
OG0000896	WP_126381232.1	Utg862138_41
OG0000897	WP_126376766.1	Utg857076_60
OG0000898	WP_126378339.1	Utg857682_75
OG0000899	WP_126377535.1	Utg857992_27
OG0000900	WP_126376111.1	Utg857076_21
OG0000901	WP_126376678.1, WP_126381077.1, WP_126381081.1	Utg857076_69, Utg860814_111
OG0000902	WP_126375724.1	Utg860814_108
OG0000903	WP_126375725.1	Utg860814_106
OG0000905	WP_126378794.1	Utg859388_147
OG0000906	WP_126377059.1	Utg859750_75, Utg859750_76
OG0000907	WP_126375775.1	Utg859750_22
OG0000912	WP_197723439.1, WP_126380514.1, WP_126376432.1	Utg857152_122, Utg857152_121
OG0000913	WP_126381261.1	Utg857076_64
OG0000915	WP_126379715.1	Utg857300_28
OG0000916	WP_126376023.1	Utg857682_138
OG0000917	WP_126380740.1	Utg857152_100
OG0000920	WP_126380597.1	Utg859098_42
OG0000922	WP_126377748.1	Utg857046_134
OG0000923	WP_126376282.1	Utg857046_22
OG0000926	WP_126380606.1	Utg857046_96
OG0000929	WP_172961643.1	Utg857994_22, Utg857994_21
OG0000930	WP_126379707.1	Utg859098_247
OG0000931	WP_126380800.1	Utg859098_329
OG0000932	WP_126381558.1	Utg857046_234, Utg859098_126
OG0000933	WP_126377115.1, WP_126377562.1	Utg859098_74, Utg859098_75, Utg859076_46
OG0000934	WP_126378896.1, WP_126377119.1	Utg859076_51, Utg859098_66, Utg859098_67
OG0000935	WP_126376958.1	Utg859388_184, Utg858498_24
OG0000936	WP_126380862.1	Utg859982_80
OG0000937	WP_126379821.1	Utg857994_136
OG0000938	WP_126380484.1	Utg859388_174
OG0000939	WP_126375721.1, WP_126379607.1	Utg858432_107
OG0000940	WP_126375977.1	Utg857076_11
OG0000941	WP_126378988.1	Utg857490_16
OG0000943	WP_172961775.1	Utg859098_328
OG0000944	WP_126380258.1	Utg858432_128
OG0000946	WP_126378201.1	Utg858494_6
OG0000951	WP_126380787.1	Utg859982_106
OG0000952	WP_126381028.1	Utg857682_53
OG0000955	WP_126380942.1	Utg863716_21, Utg859388_38
OG0000956	WP_126378692.1	Utg857992_41
OG0000962	WP_126376448.1	Utg859388_132
OG0000963	WP_126380689.1	Utg857152_106
OG0000964	WP_126378245.1	Utg859982_41
OG0000966	WP_126379977.1	Utg857076_3, Utg859236_131
OG0000967	WP_126377822.1	Utg857994_90
OG0000968	WP_126377653.1	Utg859098_189
OG0000971	WP_126375796.1	Utg859432_47
OG0000972	WP_126379334.1	Utg859098_228
OG0000974	WP_126377744.1	Utg866558_24
OG0000976	WP_126379222.1	Utg860006_128
OG0000977	WP_126379206.1	Utg859098_362
OG0000980	WP_126376929.1	Utg857992_22
OG0000981	WP_126380293.1	Utg861744_44
OG0000983	WP_126376452.1	Utg858432_111
OG0000985	WP_126375666.1	Utg862138_15
OG0000987	WP_126376688.1	Utg859098_268
OG0000988	WP_126375636.1	Utg859750_14
OG0000989	WP_126377040.1	Utg859098_265
OG0000990	WP_126379256.1	Utg861744_40
OG0000991	WP_126376837.1	Utg859432_40
OG0000992	WP_126375753.1	Utg858432_34
OG0000994	WP_126376079.1	Utg858494_108
OG0000995	WP_126376066.1	Utg858494_117
OG0000996	WP_126378463.1	Utg857046_68
OG0000998	WP_126379281.1	Utg859982_156
OG0000999	WP_126380838.1	Utg857152_210
OG0001000	WP_126376068.1	Utg858494_116
OG0001002	WP_126377590.1	Utg860814_291
OG0001003	WP_126380935.1	Utg860006_165
OG0001004	WP_126376817.1	Utg864866_85
OG0001005	WP_126376815.1	Utg864866_84
OG0001006	WP_126380845.1	Utg857300_4
OG0001007	WP_126377270.1	Utg858432_135
OG0001008	WP_126380704.1	Utg859982_204
OG0001009	WP_126378169.1	Utg859982_203
OG0001014	WP_126380452.1	Utg858432_10
OG0001017	WP_126380938.1	Utg859388_91
OG0001018	WP_126377034.1	Utg859750_68
OG0001020	WP_126378132.1	Utg861744_59
OG0001022	WP_126377149.1	Utg857046_31
OG0001024	WP_126377406.1	Utg860006_134
OG0001025	WP_126380092.1, WP_126380157.1, WP_126380609.1	Utg860814_308
OG0001027	WP_126381126.1	Utg857076_42
OG0001029	WP_126377533.1	Utg857992_28
OG0001030	WP_126380276.1	Utg861744_137
OG0001033	WP_126380764.1	Utg859098_260
OG0001034	WP_126377545.1	Utg861744_53
OG0001035	WP_126376118.1	Utg861744_22
OG0001037	WP_126376422.1	Utg857994_137
OG0001038	WP_126376931.1	Utg857300_56
OG0001040	WP_172961699.1	Utg858494_92
OG0001045	WP_126376692.1	Utg859388_15
OG0001046	WP_126377495.1	Utg866558_26
OG0001047	WP_126375973.1	Utg865370_4
OG0001048	WP_126376301.1	Utg858432_90
OG0001049	WP_126376533.1	Utg859236_98
OG0001053	WP_126380164.1	Utg857994_209
OG0001054	WP_126380173.1	Utg858432_21
OG0001056	WP_126377503.1	Utg859098_437, Utg858498_1
OG0001057	WP_126377209.1	Utg857682_14
OG0001058	WP_126376694.1	Utg859388_14
OG0001059	WP_126375734.1	Utg857682_92
OG0001060	WP_126377446.1, WP_232034875.1	Utg861448_4
OG0001063	WP_126376905.1	Utg859982_72
OG0001065	WP_126377603.1	Utg859236_30, Utg859236_29
OG0001066	WP_126375754.1	Utg858432_35
OG0001067	WP_126377134.1	Utg859982_135, Utg859982_136
OG0001068	WP_126377609.1	Utg859098_273
OG0001069	WP_126375884.1	Utg859982_176
OG0001070	WP_126376974.1	Utg859076_33
OG0001071	WP_126377298.1	Utg860814_250, Utg860814_268, Utg860814_269
OG0001072	WP_126380927.1	Utg860814_262
OG0001073	WP_126380905.1	Utg859982_126
OG0001074	WP_126377816.1	Utg859432_79
OG0001075	WP_126377672.1, WP_126376658.1	Utg859098_419
OG0001076	WP_126376113.1	Utg857152_183
OG0001080	WP_126377304.1	Utg857152_222
OG0001082	WP_126376454.1	Utg863716_40
OG0001083	WP_126376338.1	Utg865370_14
OG0001084	WP_126377790.1	Utg865370_12
OG0001086	WP_126380887.1	Utg864866_114
OG0001088	WP_126377429.1	Utg857300_53
OG0001091	WP_126380366.1	Utg857076_49, Utg857300_21
OG0001093	WP_126380901.1	Utg857046_261
OG0001094	WP_126378087.1	Utg857994_67
OG0001096	WP_126380777.1	Utg858494_56
OG0001098	WP_126380797.1	Utg859098_10
OG0001100	WP_126379955.1	Utg857994_163
OG0001101	WP_126377501.1	Utg859388_71
OG0001102	WP_126375548.1	Utg859982_77
OG0001104	WP_126380743.1	Utg859098_190
OG0001105	WP_126375700.1	Utg859098_253
OG0001106	WP_126375701.1	Utg859098_254
OG0001108	WP_232034854.1	Utg859098_326
OG0001109	WP_126380846.1	Utg859098_327
OG0001110	WP_126380778.1	Utg859098_330
OG0001111	WP_126378346.1	Utg859098_353
OG0001112	WP_126381176.1	Utg857046_155, Utg857046_233, Utg859098_125
OG0001113	WP_126381026.1	Utg858432_78
OG0001114	WP_126380328.1	Utg859098_97
OG0001115	WP_126378417.1	Utg858498_5
OG0001116	WP_126379232.1	Utg859982_18
OG0001117	WP_126375805.1, WP_232034892.1, WP_126375607.1	Utg859982_15
OG0001118	WP_126378370.1	Utg857992_11
OG0001120	WP_126380966.1	Utg862138_29
OG0001121	WP_126378490.1	Utg861448_2
OG0001122	WP_126377404.1	Utg857046_148
OG0001123	WP_126376161.1	Utg857046_119
OG0001124	WP_126375699.1	Utg859098_252
OG0001125	WP_126379637.1	Utg863716_62
OG0001126	WP_126378140.1	Utg860814_1
OG0001127	WP_126380388.1	Utg857994_16, Utg857682_169
OG0001132	WP_126376414.1	Utg858494_7
OG0001135	WP_172961658.1	Utg857682_162
OG0001136	WP_126375590.1	Utg857994_83, Utg857994_84
OG0001138	WP_126375813.1	Utg859982_123
OG0001139	WP_172961683.1	Utg860006_115
OG0001142	WP_126375750.1	Utg858432_30
OG0001144	WP_126377011.1	Utg864866_58
OG0001150	WP_126377172.1	Utg859236_99
OG0001152	WP_126379833.1	Utg857992_36
OG0001153	WP_126378118.1	Utg861744_68
OG0001154	WP_126380644.1	Utg857152_46
OG0001156	WP_126378011.1, WP_126380853.1	Utg859098_49, Utg857994_218
OG0001157	WP_126378131.1	Utg861744_62
OG0001159	WP_126381275.1	Utg859076_30
OG0001160	WP_126379781.1	Utg859750_16
OG0001164	WP_126378226.1	Utg859098_272
OG0001171	WP_126378114.1	Utg861744_94
OG0001172	WP_126378122.1	Utg861744_66
OG0001173	WP_126378125.1	Utg861744_65
OG0001174	WP_126378110.1	Utg861744_96
OG0001176	WP_126379346.1	Utg859098_416
OG0001178	WP_126377696.1	Utg859098_86
OG0001180	WP_126376096.1	Utg857682_67, Utg861744_89
OG0001181	WP_126376097.1	Utg857682_68, Utg861744_88
OG0001197	WP_126377592.1	Utg860814_292
OG0001198	WP_126379542.1	Utg860814_255
OG0001199	WP_172961711.1	Utg860814_226
OG0001200	WP_126377472.1	Utg860814_110
OG0001202	WP_126379675.1, WP_126379065.1	Utg863716_82
OG0001203	WP_126376634.1	Utg863716_48
OG0001206	WP_126376656.1	Utg859098_422
OG0001207	WP_126381267.1	Utg859098_421
OG0001208	WP_126376293.1	Utg859750_84
OG0001209	WP_126377168.1	Utg864866_66
OG0001210	WP_126379353.1	Utg857152_144
OG0001212	WP_126379979.1	Utg863716_133, Utg857076_2, Utg859236_130
OG0001213	WP_126379981.1	Utg863716_132, Utg857076_1, Utg859236_129
OG0001214	WP_232034930.1	Utg857300_16, Utg860814_225
OG0001215	WP_126375845.1	Utg864866_15
OG0001216	WP_232034810.1	Utg857152_219
OG0001223	WP_126379226.1	Utg857682_168, Utg857682_76
OG0001224	WP_126376418.1	Utg857994_133, Utg859982_28
OG0001229	WP_126378604.1	Utg857994_82, Utg861744_26
OG0001230	WP_126379695.1	Utg861744_52
OG0001232	WP_126381311.1	Utg857300_52
OG0001233	WP_126377258.1	Utg860006_75
OG0001234	WP_126376598.1, WP_126377132.1	Utg860814_89, Utg860814_84
OG0001234	WP_126378668.1	Utg863716_124
OG0001236	WP_126380440.1	Utg857076_53, Utg857300_20
OG0001237	WP_126380442.1	Utg857076_52, Utg857300_17
OG0001238	WP_126376881.1	Utg863716_56
OG0001242	WP_126375943.1	Utg857152_25
OG0001243	WP_126380812.1	Utg857152_44
OG0001244	WP_126376744.1	Utg857152_55
OG0001245	WP_126380665.1	Utg857152_67
OG0001246	WP_126380690.1	Utg857152_104
OG0001248	WP_126380742.1	Utg857046_211
OG0001252	WP_126380682.1	Utg857076_31
OG0001253	WP_126378779.1	Utg857076_28
OG0001254	WP_172961586.1	Utg857076_24
OG0001256	WP_126379192.1	Utg859236_47
OG0001257	WP_126378483.1	Utg859236_42
OG0001258	WP_126375823.1	Utg859236_19
OG0001259	WP_126375825.1	Utg859236_18
OG0001260	WP_126379168.1, WP_126378625.1	Utg860006_26
OG0001262	WP_126378461.1	Utg860006_58
OG0001263	WP_126379356.1	Utg860006_85
OG0001264	WP_126379575.1	Utg860006_166
OG0001266	WP_126379864.1	Utg857994_143
OG0001267	WP_232034844.1	Utg863716_43
OG0001269	WP_126380523.1, WP_126381545.1	Utg859982_196
OG0001271	WP_232034882.1	Utg859098_211
OG0001272	WP_126375777.1	Utg859098_223
OG0001273	WP_126377998.1	Utg859098_180
OG0001274	WP_126377007.1	Utg859098_242
OG0001275	WP_126378844.1	Utg859098_312
OG0001276	WP_126375554.1	Utg859098_323
OG0001277	WP_126380727.1	Utg859098_324
OG0001278	WP_126380717.1	Utg859098_332
OG0001279	WP_126380718.1	Utg859098_333
OG0001280	WP_232034788.1	Utg859098_338, Utg859098_339
OG0001281	WP_126376267.1	Utg859098_355
OG0001282	WP_126377626.1	Utg859098_356
OG0001283	WP_126376698.1	Utg859098_359
OG0001284	WP_126380238.1	Utg859098_108
OG0001285	WP_126380240.1	Utg859098_107
OG0001286	WP_126381474.1	Utg859098_106
OG0001287	WP_126379412.1	Utg859098_103
OG0001288	WP_172961639.1, WP_126379409.1	Utg859098_102
OG0001289	WP_126377688.1	Utg859098_90
OG0001290	WP_126377690.1	Utg859098_89
OG0001292	WP_126380713.1	Utg858498_9
OG0001293	WP_126375613.1	Utg858498_12
OG0001296	WP_126376551.1	Utg857076_63
OG0001297	WP_126376553.1	Utg857076_62
OG0001298	WP_126379323.1	Utg866558_17
OG0001300	WP_126380809.1	Utg857046_102
OG0001301	WP_126375674.1, WP_126377780.1	Utg862138_7
OG0001302	WP_126379196.1	Utg857152_58, Utg857682_170
OG0001303	WP_126379681.1	Utg866558_30
OG0001304	WP_126380490.1	Utg860814_98
OG0001305	WP_126380380.1	Utg860814_105
OG0001306	WP_126378384.1	Utg862138_26
OG0001308	WP_232034800.1	Utg857152_105
OG0001309	WP_126375967.1	Utg859388_136
OG0001311	WP_126380701.1	Utg857994_43
OG0001312	WP_126378205.1	Utg858494_8
OG0001312	WP_126379853.1	Utg864866_89
OG0001314	WP_126380008.1	Utg860814_151
OG0001318	WP_126376529.1, WP_126377620.1, WP_232034821.1	Utg857076_9
OG0001323	WP_232034847.1	Utg859982_124
OG0001324	WP_126376764.1, WP_126375647.1	Utg859982_194
OG0001333	WP_126377240.1	Utg861744_85
OG0001338	WP_126380613.1	Utg857994_169
OG0001346	WP_126379623.1	Utg860006_68
OG0001352	WP_126380724.1	Utg857152_79
OG0001359	WP_126378112.1	Utg861744_95
OG0001369	WP_126380867.1	Utg857152_89
OG0001372	WP_126380969.1, WP_232034939.1	Utg857300_8
OG0001387	WP_126380175.1	Utg861448_22, Utg863716_95
OG0001396	WP_126377302.1	Utg860814_266
OG0001397	WP_126380435.1	Utg862138_4
OG0001398	WP_126378439.1	Utg860814_238
OG0001400	WP_126376713.1	Utg859236_77
OG0001401	WP_232034891.1	Utg860814_187
OG0001403	WP_126379677.1	Utg863716_83
OG0001404	WP_126379673.1	Utg863716_81
OG0001405	WP_126379669.1	Utg863716_79
OG0001406	WP_126379667.1	Utg863716_78
OG0001407	WP_232034870.1	Utg863716_57
OG0001409	WP_126379876.1	Utg863716_44
OG0001410	WP_126378006.1	Utg861744_71
OG0001412	WP_126380903.1	Utg863716_75, Utg857152_204
OG0001414	WP_126380808.1	Utg857152_178
OG0001416	WP_126380970.1	Utg859750_62
OG0001417	WP_172961770.1	Utg857994_196
OG0001419	WP_126375677.1	Utg857152_217
OG0001420	WP_126380840.1	Utg857152_218
OG0001422	WP_172961611.1	Utg859982_29, Utg857994_134
OG0001424	WP_126377611.1	Utg865370_15
OG0001427	WP_126381549.1	Utg863716_67
OG0001429	WP_126381441.1	Utg861744_51
OG0001431	WP_126379426.1	Utg859098_4, Utg864866_9
OG0001433	WP_126376434.1	Utg859098_6
OG0001437	WP_126380667.1	Utg864866_14
OG0001446	WP_126380810.1	Utg857152_42
OG0001447	WP_126380811.1	Utg857152_43
OG0001448	WP_126380662.1	Utg857152_70
OG0001449	WP_172961735.1	Utg861744_109, Utg861744_108
OG0001451	WP_126379263.1	Utg857152_115
OG0001452	WP_126379761.1	Utg857046_224
OG0001453	WP_126380799.1	Utg857046_210
OG0001454	WP_126379371.1	Utg857046_204
OG0001455	WP_126378374.1	Utg857994_179
OG0001455	WP_126381108.1	Utg857994_174
OG0001458	WP_126379170.1	Utg857490_5
OG0001459	WP_126379172.1	Utg857490_4
OG0001461	WP_126375772.1	Utg857076_39
OG0001462	WP_126376109.1	Utg857076_20
OG0001465	WP_126380711.1	Utg859236_83
OG0001466	WP_126380710.1	Utg859236_81
OG0001468	WP_126379085.1	Utg857046_86
OG0001470	WP_126380714.1	Utg859236_33
OG0001471	WP_126381019.1	Utg860006_70
OG0001473	WP_126376650.1	Utg860006_125
OG0001474	WP_126375756.1	Utg860006_138
OG0001475	WP_126380744.1, WP_126375817.1	Utg860006_146, Utg857994_217
