Orthogroup	Desulfovibrio ferrophilus IS5	Desulfocapsa_06_corrosive
OG0000589	WP_126376001.1	Utg323152_565
OG0000590	WP_126375878.1	Utg323316_300
OG0000591	WP_126376962.1	Utg323140_180
OG0000592	WP_126380852.1	Utg323152_248
OG0000593	WP_126379359.1	Utg323632_96
OG0000594	WP_126376270.1	Utg323300_311
OG0000595	WP_126380213.1	Utg323990_151
OG0000596	WP_232034872.1	Utg323152_192
OG0000597	WP_126377437.1	Utg323152_175
OG0000598	WP_126378738.1	Utg323632_99
OG0000599	WP_126377651.1	Utg323152_223
OG0000600	WP_232034783.1	Utg323180_267
OG0000601	WP_126375798.1	Utg323140_185
OG0000602	WP_126377009.1	Utg323152_172
OG0000603	WP_172961647.1	Utg323990_83
OG0000604	WP_172961633.1	Utg323180_32
OG0000605	WP_172961652.1	Utg323180_276
OG0000607	WP_126380956.1	Utg323300_283
OG0000608	WP_126376126.1	Utg323180_609
OG0000609	WP_126379577.1	Utg323074_152
OG0000610	WP_126376379.1	Utg323448_99
OG0000611	WP_126379531.1	Utg323152_250
OG0000612	WP_126379314.1	Utg323632_295
OG0000613	WP_126379316.1	Utg323632_296
OG0000615	WP_126378874.1	Utg323448_90
OG0000616	WP_126378878.1	Utg323448_92
OG0000617	WP_126376041.1	Utg323448_63
OG0000618	WP_126376046.1	Utg323448_65
OG0000619	WP_126376048.1	Utg323448_66
OG0000620	WP_126376050.1	Utg323448_67
OG0000621	WP_126376052.1	Utg323448_68
OG0000622	WP_126380448.1	Utg323262_150
OG0000623	WP_126378477.1	Utg323074_128
OG0000624	WP_126380959.1	Utg323152_218
OG0000625	WP_126380958.1	Utg323152_219
OG0000626	WP_126376462.1	Utg324810_60
OG0000627	WP_126376381.1	Utg323448_100
OG0000628	WP_126376976.1	Utg323180_312
OG0000629	WP_126378083.1	Utg323632_1, Utg323316_98
OG0000630	WP_126376751.1	Utg323300_302
OG0000631	WP_126376746.1	Utg323300_300
OG0000632	WP_126380336.1	Utg323392_138
OG0000633	WP_126378790.1	Utg323180_584
OG0000634	WP_126377709.1	Utg323074_110
OG0000635	WP_126375827.1	Utg323990_206
OG0000637	WP_126379493.1	Utg323392_155
OG0000638	WP_126376107.1	Utg323262_113
OG0000639	WP_126379579.1	Utg323152_564
OG0000640	WP_126379219.1	Utg323990_80
OG0000641	WP_126379074.1	Utg323632_228
OG0000642	WP_126380125.1	Utg323316_136
OG0000643	WP_126376704.1	Utg323074_137
OG0000644	WP_126380824.1	Utg323300_295
OG0000645	WP_126377725.1	Utg323316_141
OG0000646	WP_126378721.1	Utg323632_108
OG0000647	WP_126378723.1	Utg323632_107
OG0000648	WP_126378730.1	Utg323632_103
OG0000649	WP_126376706.1	Utg323074_138
OG0000650	WP_126380766.1	Utg323632_350
OG0000651	WP_126380763.1	Utg323152_154
OG0000652	WP_126376389.1	Utg323392_225
OG0000653	WP_126379918.1	Utg323152_255
OG0000654	WP_126375634.1	Utg323140_11
OG0000655	WP_126380776.1	Utg323448_27
OG0000656	WP_126377580.1	Utg323180_692
OG0000657	WP_126377582.1	Utg323180_693
OG0000658	WP_126377595.1	Utg323180_697
OG0000659	WP_126377597.1	Utg323180_698
OG0000660	WP_126378777.1	Utg323632_33
OG0000661	WP_126378775.1	Utg323632_34
OG0000662	WP_126376545.1	Utg323262_165, Utg323262_164
OG0000663	WP_232034830.1	Utg323140_228
OG0000664	WP_126377673.1	Utg323990_147
OG0000665	WP_126380819.1	Utg323140_6
OG0000667	WP_126380844.1	Utg323300_165
OG0000669	WP_126378115.1	Utg323160_12, Utg324810_104
OG0000670	WP_126375751.1	Utg323632_92
OG0000671	WP_126379487.1	Utg323990_137
OG0000672	WP_126381098.1	Utg323300_313
OG0000673	WP_126377442.1	Utg323152_509
OG0000674	WP_126380965.1	Utg324548_24
OG0000675	WP_126380265.1	Utg323632_238
OG0000676	WP_126377491.1	Utg323152_254
OG0000677	WP_126376083.1	Utg323448_85
OG0000678	WP_126376081.1	Utg323448_84
OG0000679	WP_126379325.1	Utg323632_301
OG0000680	WP_126379512.1	Utg323448_39
OG0000681	WP_126376017.1	Utg323448_54
OG0000682	WP_126376015.1	Utg323448_53
OG0000683	WP_126378380.1	Utg323990_179
OG0000684	WP_126380685.1	Utg323300_386
OG0000685	WP_126376070.1	Utg323448_77
OG0000686	WP_126376811.1	Utg323448_114
OG0000687	WP_126376060.1	Utg323448_73
OG0000688	WP_126376057.1	Utg323448_71
OG0000689	WP_126376056.1	Utg323448_70
OG0000690	WP_126377431.1	Utg323300_99
OG0000691	WP_126376033.1	Utg323448_57
OG0000692	WP_126375760.1	Utg323300_284
OG0000693	WP_126380282.1	Utg325220_116
OG0000694	WP_126379585.1	Utg323316_326
OG0000695	WP_126380278.1	Utg324810_39
OG0000696	WP_126380221.1	Utg325220_114
OG0000697	WP_126381541.1	Utg323300_348
OG0000698	WP_126379312.1	Utg323632_294
OG0000699	WP_232034758.1	Utg323632_360
OG0000700	WP_126377348.1	Utg323074_31
OG0000701	WP_126376440.1	Utg323152_442
OG0000702	WP_126380769.1	Utg323180_262
OG0000704	WP_126378715.1	Utg323632_111
OG0000705	WP_126378717.1	Utg323632_110
OG0000706	WP_126378719.1	Utg323632_109
OG0000707	WP_126378725.1	Utg323632_105
OG0000708	WP_126381395.1	Utg323632_98
OG0000709	WP_126376199.1	Utg323152_170
OG0000710	WP_126380733.1	Utg323632_246
OG0000711	WP_126379305.1	Utg323300_74
OG0000712	WP_126380960.1	Utg323152_217
OG0000713	WP_126379503.1	Utg323392_146
OG0000714	WP_232034765.1	Utg323392_144
OG0000715	WP_126379510.1	Utg323448_38
OG0000716	WP_126379514.1	Utg323448_40
OG0000717	WP_126376008.1	Utg323448_50
OG0000718	WP_126376010.1	Utg323448_51
OG0000719	WP_126376013.1	Utg323448_52
OG0000720	WP_126376019.1	Utg323448_55
OG0000721	WP_126376035.1	Utg323448_58
OG0000722	WP_126376039.1	Utg323448_61
OG0000723	WP_126376043.1	Utg323448_64
OG0000724	WP_126376054.1	Utg323448_69
OG0000725	WP_126376059.1	Utg323448_72
OG0000726	WP_126376062.1	Utg323448_74
OG0000727	WP_126381242.1	Utg323448_78
OG0000728	WP_126381245.1	Utg323448_79
OG0000729	WP_126376072.1	Utg323448_80
OG0000730	WP_126376074.1	Utg323448_81
OG0000731	WP_126376085.1	Utg323448_86
OG0000732	WP_126381247.1	Utg323448_87
OG0000733	WP_126376087.1	Utg323448_88
OG0000734	WP_232034918.1	Utg323180_700
OG0000735	WP_126380307.1	Utg323074_151
OG0000736	WP_126377932.1	Utg323180_687
OG0000737	WP_126377586.1	Utg323180_694
OG0000738	WP_126377160.1	Utg323140_176
OG0000739	WP_126379518.1	Utg323152_227
OG0000740	WP_126380527.1	Utg323316_299
OG0000741	WP_126380649.1	Utg323300_319
OG0000742	WP_126379625.1	Utg323316_284
OG0000743	WP_126380537.1	Utg323448_33
OG0000744	WP_126377678.1	Utg323990_150
OG0000745	WP_126375831.1	Utg323392_96
OG0000746	WP_126378358.1	Utg323152_179
OG0000747	WP_232034867.1	Utg323074_132
OG0000748	WP_126375995.1	Utg323074_131
OG0000749	WP_126376115.1	Utg323180_110
OG0000750	WP_126381375.1	Utg324810_48
OG0000751	WP_126377721.1	Utg324810_51
OG0000752	WP_126376760.1	Utg323180_291
OG0000753	WP_126376827.1	Utg323152_450
OG0000754	WP_126376933.1	Utg323266_37
OG0000755	WP_126376935.1	Utg323266_36
OG0000756	WP_126378177.1	Utg323152_9
OG0000757	WP_126377543.1	Utg323316_304
OG0000758	WP_126380398.1	Utg323160_65
OG0000759	WP_232034803.1	Utg323180_268
OG0000760	WP_126380911.1	Utg323140_99
OG0000761	WP_126376105.1	Utg323266_44
OG0000762	WP_126380748.1	Utg323180_108
OG0000763	WP_126379573.1	Utg323180_107
OG0000764	WP_126379571.1	Utg323300_379
OG0000765	WP_126380406.1	Utg323152_356
OG0000766	WP_126377288.1	Utg323160_38
OG0000767	WP_126379398.1	Utg323180_507
OG0000768	WP_126380338.1	Utg323632_232
OG0000769	WP_126378876.1	Utg323448_91
OG0000770	WP_126378880.1	Utg323448_93
OG0000771	WP_126378882.1	Utg323448_94
OG0000772	WP_126378884.1	Utg323448_95
OG0000773	WP_126378886.1	Utg323448_96
OG0000774	WP_126378888.1	Utg323448_97
OG0000775	WP_172961585.1	Utg323300_280
OG0000776	WP_126375931.1	Utg323632_74
OG0000777	WP_126375933.1	Utg323632_75
OG0000778	WP_126377921.1	Utg323180_310
OG0000779	WP_126377051.1	Utg324548_29
OG0000780	WP_126378872.1	Utg323074_40
OG0000782	WP_126381297.1	Utg323300_390
OG0000783	WP_126380651.1	Utg323152_80
OG0000784	WP_126378393.1	Utg323140_102
OG0000785	WP_126378391.1	Utg323140_103
OG0000787	WP_126380223.1	Utg323632_68
OG0000788	WP_126379581.1	Utg323316_75, Utg323316_74
OG0000789	WP_126376442.1	Utg323632_245
OG0000790	WP_126380747.1	Utg323300_297
OG0000791	WP_126380754.1	Utg323180_99
OG0000792	WP_126377846.1	Utg323632_247
OG0000793	WP_126377658.1	Utg323180_665
OG0000794	WP_126381500.1	Utg323152_166
OG0000795	WP_126377541.1	Utg324548_10
OG0000796	WP_126376391.1	Utg323392_226
OG0000797	WP_126376385.1	Utg323152_78
OG0000798	WP_126381370.1	Utg323140_157
OG0000799	WP_126380311.1	Utg323262_161
OG0000800	WP_126375951.1	Utg323300_103
OG0000801	WP_126378492.1	Utg323632_142
OG0000802	WP_126378225.1	Utg323152_508
OG0000803	WP_126378234.1	Utg323632_49
OG0000804	WP_126376555.1	Utg323300_114
OG0000806	WP_126380721.1	Utg323160_64
OG0000807	WP_126376702.1	Utg323074_136
OG0000808	WP_126377189.1	Utg323448_113
OG0000809	WP_126380818.1	Utg323180_317
OG0000811	WP_126377284.1	Utg323180_318
OG0000812	WP_126379597.1	Utg323152_454
OG0000813	WP_126377433.1	Utg323990_217
OG0000814	WP_126379739.1	Utg323180_447
OG0000815	WP_126380225.1	Utg323152_145
OG0000816	WP_126380913.1	Utg323160_60
OG0000817	WP_126379259.1	Utg323160_28
OG0000818	WP_126378183.1	Utg323152_392
OG0000819	WP_126380450.1	Utg323152_177
OG0000820	WP_126380865.1	Utg323160_92, Utg323262_88
OG0000821	WP_126376769.1	Utg323262_73
OG0000822	WP_232034801.1	Utg323448_19
OG0000823	WP_126380692.1	Utg323448_22
OG0000824	WP_126377036.1	Utg323140_266, Utg325220_3
OG0000825	WP_126377038.1	Utg323990_142
OG0000826	WP_126377887.1	Utg323180_412
OG0000827	WP_126379835.1	Utg323632_335
OG0000828	WP_126379837.1	Utg323632_336
OG0000829	WP_126379839.1	Utg323632_337
OG0000830	WP_126379841.1	Utg323632_338
OG0000831	WP_126379843.1	Utg323632_339
OG0000832	WP_126379845.1	Utg323632_340
OG0000833	WP_126375675.1	Utg323632_14
OG0000834	WP_126375821.1	Utg323180_620
OG0000835	WP_126381353.1	Utg324810_42
OG0000836	WP_126377439.1	Utg323152_510
OG0000837	WP_126375997.1	Utg323074_130
OG0000838	WP_126377055.1	Utg323180_39
OG0000839	WP_126381271.1	Utg323074_139
OG0000841	WP_232034887.1	Utg324810_75
OG0000842	WP_126377655.1	Utg323152_444
OG0000843	WP_126377649.1	Utg323152_225
OG0000844	WP_126379318.1	Utg323632_298
OG0000845	WP_126379321.1	Utg323632_299
OG0000846	WP_126379327.1	Utg323632_302
OG0000847	WP_126375875.1	Utg323316_302, Utg323316_303
OG0000848	WP_126375728.1	Utg323152_213
OG0000849	WP_126381363.1	Utg323180_649
OG0000850	WP_126376950.1	Utg323266_11, Utg323160_130
OG0000851	WP_126376944.1	Utg323140_191
OG0000852	WP_126378181.1	Utg323632_42
OG0000853	WP_126378386.1	Utg323632_35
OG0000854	WP_126380504.1	Utg323152_260
OG0000855	WP_126380773.1	Utg323632_31
OG0000856	WP_126377187.1	Utg323152_257
OG0000858	WP_126379599.1	Utg323300_288
OG0000859	WP_126381514.1	Utg323632_3, Utg323316_96
OG0000860	WP_126380687.1	Utg323300_384
OG0000861	WP_126376444.1	Utg323632_43
OG0000862	WP_126376989.1	Utg323316_335
OG0000863	WP_232034806.1	Utg323392_26
OG0000864	WP_126378925.1	Utg323300_312
OG0000865	WP_126375800.1	Utg323140_184
OG0000866	WP_126379777.1	Utg324810_56
OG0000867	WP_172961830.1	Utg323300_342
OG0000868	WP_172961655.1	Utg323632_250
OG0000869	WP_126376021.1	Utg323448_56
OG0000870	WP_126377026.1	Utg323300_279
OG0000871	WP_126377599.1	Utg323180_699
OG0000872	WP_126376972.1	Utg323180_314
OG0000873	WP_126377268.1	Utg323632_242
OG0000874	WP_126376758.1	Utg323152_504
OG0000875	WP_126377682.1	Utg323632_38
OG0000876	WP_126378786.1	Utg323392_25
OG0000877	WP_126377032.1	Utg323180_31
OG0000878	WP_172961613.1	Utg323160_74
OG0000879	WP_126377191.1	Utg323152_205
OG0000881	WP_126376618.1	Utg323316_231
OG0000882	WP_126380705.1	Utg323262_102
OG0000883	WP_126380291.1	Utg323262_110
OG0000884	WP_126377296.1	Utg323140_158
OG0000885	WP_232034913.1	Utg323140_247
OG0000886	WP_126378449.1	Utg323180_127
OG0000887	WP_172961612.1, WP_126380828.1	Utg323300_41
OG0000888	WP_126380615.1	Utg323180_439
OG0000889	WP_126377483.1	Utg323316_321
OG0000890	WP_126380941.1	Utg323392_107
OG0000891	WP_232034770.1	Utg323316_330
OG0000892	WP_126375752.1	Utg323632_93
OG0000893	WP_232034746.1	Utg323632_104
OG0000894	WP_126377527.1	Utg323152_386
OG0000895	WP_126376964.1	Utg323140_181
OG0000896	WP_126381232.1	Utg323632_54
OG0000897	WP_126376766.1	Utg323262_72
OG0000898	WP_126378339.1	Utg325220_118
OG0000899	WP_126377535.1	Utg323632_342
OG0000900	WP_126376111.1	Utg323262_111
OG0000901	WP_126376678.1, WP_126381077.1, WP_126381081.1	Utg323262_62, Utg323180_518
OG0000902	WP_126375724.1	Utg323180_515
OG0000903	WP_126375725.1	Utg323180_514
OG0000905	WP_126378794.1	Utg323392_88
OG0000906	WP_126377059.1	Utg323180_37
OG0000907	WP_126375775.1	Utg323180_3, Utg323140_1
OG0000908	WP_126380772.1, WP_126380771.1, WP_126380868.1	Utg324548_11, Utg323300_215, Utg323152_191
OG0000912	WP_197723439.1, WP_126380514.1, WP_126376432.1	Utg323300_43, Utg323300_398
OG0000913	WP_126381261.1	Utg323262_68
OG0000915	WP_126379715.1	Utg323300_124
OG0000917	WP_126380740.1	Utg323300_377
OG0000921	WP_126380712.1	Utg323316_298
OG0000922	WP_126377748.1	Utg323316_229
OG0000923	WP_126376282.1	Utg323316_133
OG0000926	WP_126380254.1	Utg323180_715
OG0000926	WP_126380606.1	Utg323074_164
OG0000927	WP_197723436.1, WP_126380200.1, WP_126380192.1, WP_126379437.1, WP_126380612.1	Utg323152_349
OG0000929	WP_172961643.1	Utg323074_30, Utg323074_29
OG0000930	WP_126379707.1	Utg323152_167
OG0000931	WP_126380800.1	Utg323152_71
OG0000932	WP_126381558.1	Utg323152_290
OG0000933	WP_126377115.1, WP_126377562.1	Utg323152_342
OG0000934	WP_126378896.1, WP_126377119.1	Utg323152_374
OG0000935	WP_126376958.1	Utg323392_48
OG0000936	WP_126380862.1	Utg323152_479
OG0000937	WP_126379821.1	Utg323074_117
OG0000938	WP_126379806.1	Utg323140_18
OG0000938	WP_126380484.1	Utg323392_59
OG0000939	WP_126379607.1	Utg323632_214
OG0000940	WP_126375977.1	Utg323140_88
OG0000941	WP_126378988.1	Utg323990_116, Utg323448_32
OG0000943	WP_172961775.1	Utg323152_72
OG0000944	WP_126380258.1	Utg323632_235
OG0000946	WP_126378201.1	Utg323300_26
OG0000951	WP_126380787.1	Utg323266_80
OG0000952	WP_126381028.1	Utg323266_108
OG0000955	WP_126380942.1	Utg323392_188
OG0000956	WP_126378692.1	Utg323632_317
OG0000962	WP_126376448.1	Utg323392_104
OG0000963	WP_126380689.1	Utg323300_382
OG0000964	WP_126378245.1	Utg323152_505
OG0000966	WP_126379977.1	Utg323262_124
OG0000967	WP_126377822.1	Utg323074_88
OG0000968	WP_126377653.1	Utg323152_222
OG0000971	WP_126375796.1	Utg323140_186
OG0000972	WP_126379334.1	Utg323152_186
OG0000974	WP_126377744.1	Utg323632_293
OG0000976	WP_126379222.1	Utg323990_85
OG0000977	WP_126379206.1	Utg323152_39
OG0000978	WP_126381240.1	Utg323448_62
OG0000979	WP_126377746.1	Utg323300_360
OG0000980	WP_126376929.1	Utg323632_348
OG0000981	WP_126380293.1	Utg323160_41
OG0000983	WP_126376452.1	Utg323632_219
OG0000984	WP_126377069.1	Utg324810_16
OG0000985	WP_126375666.1	Utg323632_24
OG0000987	WP_126376688.1	Utg323152_147
OG0000988	WP_126375636.1	Utg323140_10
OG0000989	WP_126377040.1	Utg323152_150
OG0000990	WP_126379256.1	Utg323160_59
OG0000991	WP_126376837.1	Utg323140_179
OG0000992	WP_126375753.1	Utg323632_94
OG0000993	WP_126378648.1	Utg323074_90
OG0000995	WP_126376066.1	Utg323448_75
OG0000996	WP_126378463.1	Utg323316_175
OG0000998	WP_126379281.1	Utg323152_435
OG0000999	WP_126380838.1	Utg323180_137
OG0001000	WP_126376068.1	Utg323448_76
OG0001002	WP_126377590.1	Utg323180_695
OG0001003	WP_126380935.1	Utg323990_38
OG0001004	WP_126376817.1	Utg323140_68
OG0001005	WP_126376815.1	Utg323140_69
OG0001006	WP_126380845.1	Utg323300_164
OG0001007	WP_126377270.1	Utg323632_244
OG0001008	WP_126380704.1	Utg323152_394
OG0001009	WP_126378169.1	Utg323152_395
OG0001010	WP_232034879.1	Utg323300_40
OG0001014	WP_126380452.1	Utg323632_71
OG0001015	WP_126377525.1	Utg323152_385
OG0001016	WP_126377523.1	Utg323152_384
OG0001017	WP_126380938.1	Utg323392_130
OG0001018	WP_126377034.1	Utg323180_30
OG0001020	WP_126378132.1	Utg323160_24
OG0001022	WP_126377149.1	Utg323316_145
OG0001024	WP_126377406.1	Utg323990_78
OG0001025	WP_126380092.1, WP_126380157.1, WP_126380609.1	Utg323262_12
OG0001027	WP_126381126.1	Utg323262_93
OG0001029	WP_126377533.1	Utg323632_341
OG0001030	WP_126380276.1	Utg324810_40
OG0001031	WP_126375710.1	Utg323316_83
OG0001033	WP_126380764.1	Utg323152_155
OG0001034	WP_126377545.1	Utg323160_30
OG0001035	WP_126376118.1	Utg323160_77
OG0001037	WP_126376422.1	Utg323266_56, Utg323074_118
OG0001038	WP_126376931.1	Utg323300_76
OG0001040	WP_172961699.1	Utg323448_98
OG0001043	WP_126377088.1	Utg323140_245
OG0001044	WP_126376004.1	Utg323448_48
OG0001045	WP_126376692.1	Utg323392_222
OG0001046	WP_126377495.1	Utg323632_291
OG0001047	WP_126375973.1	Utg323160_128, Utg323266_9
OG0001048	WP_126376301.1	Utg323632_137
OG0001049	WP_126376533.1	Utg323262_148
OG0001050	WP_126380894.1	Utg323632_116
OG0001051	WP_126380709.1	Utg323316_103
OG0001053	WP_126380164.1	Utg323074_193
OG0001054	WP_126380173.1	Utg323632_78
OG0001055	WP_126380500.1	Utg323140_254
OG0001056	WP_126377503.1	Utg323392_17
OG0001057	WP_126377209.1	Utg323266_53
OG0001058	WP_126376694.1	Utg323392_223
OG0001059	WP_126375734.1	Utg325220_91
OG0001060	WP_126377446.1, WP_232034875.1	Utg323632_370
OG0001063	WP_126376905.1	Utg323152_486
OG0001064	WP_126378515.1	Utg323632_390, Utg323632_193
OG0001065	WP_126377603.1	Utg323990_218
OG0001066	WP_126375754.1	Utg323632_95
OG0001067	WP_126377134.1	Utg323152_449
OG0001068	WP_126377609.1	Utg323152_142
OG0001069	WP_126375884.1	Utg323152_418
OG0001070	WP_126376974.1	Utg323180_313
OG0001071	WP_126377298.1	Utg323180_659, Utg323180_675
OG0001072	WP_126380927.1	Utg323180_668
OG0001075	WP_126377672.1, WP_126376658.1	Utg323392_6, Utg323180_123
OG0001076	WP_126376113.1	Utg323180_109
OG0001080	WP_126377304.1	Utg323180_162
OG0001082	WP_126376454.1	Utg323180_204, Utg323632_375
OG0001083	WP_126376338.1	Utg323266_20
OG0001084	WP_126377790.1	Utg323266_18
OG0001086	WP_126380887.1	Utg323140_41
OG0001088	WP_126377429.1	Utg323300_97
OG0001091	WP_126380366.1	Utg323262_84, Utg323300_135
OG0001092	WP_126380675.1	Utg323300_189
OG0001093	WP_126380901.1	Utg323316_348
OG0001094	WP_126378087.1	Utg323266_73
OG0001096	WP_126380777.1	Utg323448_116
OG0001097	WP_126375904.1	Utg323300_239
OG0001098	WP_126380797.1	Utg323180_597
OG0001100	WP_126379955.1	Utg323074_143
OG0001101	WP_126377501.1	Utg323392_147
OG0001102	WP_126375548.1	Utg323152_482
OG0001104	WP_126380743.1	Utg323152_221
OG0001105	WP_126375700.1	Utg323152_162
OG0001106	WP_126375701.1	Utg323152_161
OG0001108	WP_232034854.1	Utg323152_74
OG0001109	WP_126380846.1	Utg323152_73
OG0001110	WP_126380778.1	Utg323152_70
OG0001111	WP_126378346.1	Utg323152_46
OG0001112	WP_126381176.1	Utg323152_291
OG0001113	WP_126381026.1	Utg323632_127
OG0001114	WP_126380328.1	Utg323152_320, Utg323152_319
OG0001115	WP_126378417.1	Utg323392_20
OG0001116	WP_126379232.1	Utg323152_551
OG0001117	WP_126375805.1, WP_232034892.1, WP_126375607.1	Utg323152_555
OG0001118	WP_126378370.1	Utg323632_363
OG0001120	WP_126380966.1	Utg323632_40
OG0001121	WP_126378490.1	Utg323632_368
OG0001122	WP_126377404.1	Utg323300_158, Utg323300_51
OG0001123	WP_126376161.1	Utg323316_215
OG0001124	WP_126375699.1	Utg323152_163
OG0001125	WP_126379637.1	Utg323180_240
OG0001126	WP_126378140.1	Utg323180_426
OG0001127	WP_126380388.1	Utg323074_24
OG0001130	WP_172961597.1, WP_126379435.1	Utg323180_461
OG0001131	WP_126380883.1	Utg323266_63
OG0001132	WP_126376414.1, WP_126378203.1, WP_126379855.1	Utg323300_25
OG0001142	WP_126375750.1	Utg323632_91
OG0001144	WP_126377011.1	Utg323140_97
OG0001150	WP_126377172.1	Utg323262_147
OG0001152	WP_126379833.1	Utg323632_333
OG0001153	WP_126378118.1	Utg324810_105, Utg323160_13
OG0001154	WP_126380644.1	Utg323300_318
OG0001156	WP_126378011.1, WP_126380853.1	Utg323632_376
OG0001157	WP_126378131.1	Utg323160_20
OG0001159	WP_126381275.1	Utg323180_316
OG0001160	WP_126379781.1	Utg323140_8
OG0001164	WP_126378226.1	Utg323152_143
OG0001167	WP_126379882.1	Utg323180_420
OG0001171	WP_126378114.1	Utg324810_89
OG0001172	WP_126378122.1	Utg323160_16
OG0001173	WP_126378125.1	Utg323160_17
OG0001174	WP_126378110.1	Utg324810_87
OG0001175	WP_126377807.1	Utg323316_80
OG0001178	WP_126377696.1	Utg323152_331
OG0001187	WP_126378992.1	Utg323140_163
OG0001188	WP_126376819.1	Utg323316_71
OG0001191	WP_126380417.1	Utg323140_251
OG0001194	WP_126380823.1	Utg323316_77
OG0001196	WP_126375788.1	Utg323152_389
OG0001197	WP_126377592.1	Utg323180_696
OG0001198	WP_126379542.1	Utg323180_663
OG0001200	WP_126377472.1	Utg323180_517
OG0001202	WP_126379675.1, WP_126379065.1	Utg323180_259
OG0001203	WP_126376634.1	Utg323180_214
OG0001204	WP_232034754.1	Utg323152_110
OG0001205	WP_126379095.1	Utg323152_107, Utg323152_109, Utg323152_108
OG0001206	WP_126376656.1	Utg323180_122, Utg323392_9
OG0001207	WP_126381267.1	Utg323180_121, Utg323392_8
OG0001208	WP_126376293.1	Utg323180_44
OG0001209	WP_126377168.1	Utg323140_89
OG0001210	WP_126379353.1	Utg323300_427
OG0001212	WP_126379979.1	Utg323262_125
OG0001213	WP_126379981.1	Utg323262_126
OG0001214	WP_232034930.1	Utg323300_140, Utg323180_633
OG0001215	WP_126375845.1	Utg323180_587, Utg323140_144
OG0001216	WP_232034810.1	Utg323180_160
OG0001219	WP_126376557.1	Utg325220_70, Utg323152_112
OG0001220	WP_172961707.1	Utg323140_261
OG0001221	WP_126378299.1	Utg325220_2, Utg323140_265
OG0001223	WP_126379226.1	Utg325220_117
OG0001224	WP_126376418.1	Utg323074_114, Utg323152_522
OG0001227	WP_126380404.1	Utg323632_381, Utg323300_251
OG0001228	WP_126379567.1	Utg323300_168
OG0001229	WP_126378604.1	Utg323392_249, Utg323160_73
OG0001230	WP_126379695.1	Utg323160_31
OG0001232	WP_126381311.1	Utg323300_98
OG0001233	WP_126377258.1	Utg323990_128
OG0001234	WP_126376598.1, WP_126377132.1	Utg323180_498
OG0001236	WP_126380440.1	Utg323262_79, Utg323300_136
OG0001237	WP_126380442.1	Utg323262_80, Utg323300_139
OG0001238	WP_126376881.1	Utg323180_231
OG0001240	WP_126380510.1	Utg323140_161
OG0001241	WP_126379429.1	Utg323300_214
OG0001242	WP_126375943.1	Utg323300_298
OG0001243	WP_126380812.1	Utg323300_316
OG0001244	WP_126376744.1	Utg323300_327
OG0001245	WP_126380665.1	Utg323300_343
OG0001246	WP_126380690.1	Utg323300_380
OG0001248	WP_126380742.1	Utg323316_314
OG0001250	WP_126376565.1	Utg323140_227
OG0001251	WP_126377762.1	Utg323140_224
OG0001252	WP_126380682.1	Utg323262_101
OG0001253	WP_126378779.1	Utg323262_104
OG0001254	WP_172961586.1	Utg323262_108
OG0001256	WP_126379192.1	Utg324548_22
OG0001257	WP_126378483.1	Utg324548_27
OG0001258	WP_126375823.1	Utg323990_208
OG0001259	WP_126375825.1	Utg323990_207
OG0001260	WP_126379168.1, WP_126378625.1	Utg323990_177
OG0001262	WP_126378461.1	Utg323990_144
OG0001263	WP_126379356.1	Utg323990_114
OG0001264	WP_126379575.1	Utg323990_37
OG0001266	WP_126379864.1	Utg323074_125
OG0001267	WP_232034844.1	Utg323180_208
OG0001269	WP_126380523.1, WP_126381545.1	Utg323152_401
OG0001271	WP_232034882.1	Utg323152_203
OG0001272	WP_126375777.1	Utg323152_190
OG0001273	WP_126377998.1	Utg323152_231
OG0001274	WP_126377007.1	Utg323152_173
OG0001275	WP_126378844.1	Utg323152_87
OG0001276	WP_126375554.1	Utg323152_76
OG0001277	WP_126380727.1	Utg323152_75
OG0001278	WP_126380717.1	Utg323152_68
OG0001279	WP_126380718.1	Utg323152_67
OG0001280	WP_232034788.1	Utg323152_62
OG0001281	WP_126376267.1	Utg323152_44
OG0001282	WP_126377626.1	Utg323152_43
OG0001283	WP_126376698.1	Utg323152_42
OG0001284	WP_126380238.1	Utg323152_308
OG0001285	WP_126380240.1	Utg323152_309
OG0001286	WP_126381474.1	Utg323152_310
OG0001287	WP_126379412.1	Utg323152_314, Utg323152_313
OG0001288	WP_172961639.1, WP_126379409.1	Utg323152_315
OG0001289	WP_126377688.1	Utg323152_327
OG0001290	WP_126377690.1	Utg323152_328
OG0001292	WP_126380713.1	Utg323392_24
OG0001293	WP_126375613.1	Utg323392_27
OG0001295	WP_126379431.1	Utg323152_553
OG0001296	WP_126376551.1	Utg323262_69
OG0001297	WP_126376553.1	Utg323262_70
OG0001298	WP_126379323.1	Utg323632_300
OG0001300	WP_126380809.1	Utg323316_198
OG0001301	WP_126375674.1, WP_126377780.1	Utg323632_16, Utg323632_15
OG0001302	WP_126379196.1	Utg323300_330
OG0001303	WP_126379681.1	Utg323632_288
OG0001304	WP_126380490.1	Utg323180_508
OG0001305	WP_126380380.1	Utg323180_513
OG0001306	WP_126378384.1	Utg323632_37, Utg323632_36
OG0001308	WP_232034800.1	Utg323300_381
OG0001309	WP_126375967.1	Utg323392_100
OG0001311	WP_126380701.1	Utg323074_49
