Orthogroup	Desulfocapsa_13_biocide	Desulfocapsa_06_corrosive
OG0000391	Utg859388_80	Utg323392_139
OG0000392	Utg859432_48	Utg323140_187
OG0000393	Utg859388_122	Utg323392_115
OG0000394	Utg858432_118	Utg323632_227
OG0000395	Utg859388_134	Utg323392_102
OG0000396	Utg857046_205	Utg323316_308
OG0000397	Utg859098_263	Utg323152_152
OG0000398	Utg857046_187	Utg323316_283
OG0000399	Utg857994_19	Utg323074_27
OG0000400	Utg857994_148	Utg323074_129
OG0000401	Utg857490_22	Utg323448_26
OG0000401	Utg859098_281	Utg323152_132
OG0000402	Utg860814_307	Utg323990_13
OG0000403	Utg859388_57	Utg323392_161
OG0000404	Utg858432_29	Utg323632_90
OG0000406	Utg858432_101	Utg323632_208
OG0000408	Utg857046_206	Utg323316_309
OG0000409	Utg859098_197	Utg323152_214
OG0000409	Utg859098_196	Utg323152_215
OG0000410	Utg860814_207	Utg323180_618
OG0000412	Utg866558_8	Utg323632_307
OG0000413	Utg862138_42	Utg323632_56
OG0000414	Utg864866_32	Utg323140_130
OG0000418	Utg862138_20	Utg323632_29
OG0000419	Utg860006_86	Utg323990_112
OG0000420	Utg859388_60	Utg323392_158
OG0000422	Utg857046_203	Utg323316_306
OG0000423	Utg859098_157	Utg323152_259
OG0000424	Utg860814_75	Utg323180_488
OG0000424	Utg859236_20	Utg323990_209
OG0000425	Utg858432_11	Utg323632_72
OG0000426	Utg859098_264	Utg323152_151
OG0000427	Utg857490_6	Utg323448_41
OG0000428	Utg859388_59	Utg323392_159
OG0000429	Utg866558_37	Utg323632_282
OG0000430	Utg859098_145	Utg323152_270
OG0000430	Utg859098_134	Utg323152_281
OG0000431	Utg859388_150	Utg323392_85
OG0000432	Utg857046_240	Utg323152_538
OG0000433	Utg857046_260	Utg323316_347
OG0000434	Utg857046_132	Utg323316_227
OG0000434	Utg860814_138	Utg323180_553
OG0000437	Utg859236_103	Utg323262_143
OG0000438	Utg859982_174	Utg323152_420
OG0000439	Utg859982_185	Utg323152_408
OG0000440	Utg859982_195	Utg323152_402
OG0000441	Utg864866_104	Utg323140_50
OG0000442	Utg859098_172	Utg323152_244
OG0000443	Utg861744_142	Utg324810_34
OG0000444	Utg859098_354	Utg323152_45
OG0000445	Utg859098_121	Utg323152_295
OG0000446	Utg859098_100	Utg323152_316
OG0000447	Utg859388_92	Utg323392_129
OG0000448	Utg859982_7	Utg323152_562
OG0000451	Utg857994_40	Utg323074_46
OG0000451	Utg865370_18	Utg323266_24
OG0000453	Utg857152_117	Utg323300_394
OG0000457	Utg864866_63	Utg323140_93
OG0000458	Utg866558_25	Utg323632_292
OG0000459	Utg859098_217	Utg323152_197
OG0000460	Utg858432_142	Utg323632_251
OG0000461	Utg860814_196	Utg323266_1, Utg323180_610
OG0000462	Utg859388_61	Utg323392_157
OG0000463	Utg859982_12	Utg323152_557
OG0000464	Utg858494_63	Utg323266_64
OG0000465	Utg857046_20	Utg323316_131
OG0000466	Utg857046_29	Utg323316_143
OG0000467	Utg861744_129	Utg324810_50
OG0000468	Utg859982_19	Utg323152_550
OG0000469	Utg857152_63	Utg323300_339
OG0000470	Utg858432_109	Utg323632_217
OG0000471	Utg859750_61	Utg323180_23
OG0000472	Utg860006_132	Utg323990_82
OG0000473	Utg861744_130	Utg324810_49
OG0000474	Utg859098_439, Utg858498_4	Utg323392_19
OG0000476	Utg857490_27	Utg323448_21
OG0000477	Utg857046_213	Utg323316_316
OG0000478	Utg857046_34	Utg323316_148
OG0000479	Utg859098_352	Utg323152_47
OG0000480	Utg858494_109	Utg323448_83
OG0000481	Utg857046_84	Utg323316_184
OG0000482	Utg857300_27	Utg323300_126
OG0000485	Utg859098_351	Utg323152_48
OG0000486	Utg859982_149	Utg323152_439
OG0000487	Utg859098_195	Utg323152_216
OG0000488	Utg861744_54	Utg323160_29
OG0000489	Utg859388_187, Utg858498_21	Utg323392_46
OG0000490	Utg860814_326	Utg323180_708
OG0000491	Utg857994_162	Utg323074_142
OG0000492	Utg857152_223	Utg323180_163
OG0000493	Utg857152_45	Utg323300_317
OG0000494	Utg857152_20	Utg323300_293
OG0000495	Utg859098_239, Utg859098_238	Utg323152_176
OG0000496	Utg862138_40	Utg323632_52
OG0000497	Utg858432_129	Utg323632_236
OG0000498	Utg858432_130	Utg323632_237
OG0000499	Utg860814_96	Utg323180_506
OG0000500	Utg858494_89	Utg323448_101
OG0000501	Utg859388_178	Utg323392_55
OG0000502	Utg859098_218	Utg323152_196
OG0000503	Utg859750_73	Utg323180_35
OG0000504	Utg860814_205	Utg323180_617
OG0000505	Utg857994_68	Utg323266_72
OG0000506	Utg859982_40	Utg323152_506
OG0000507	Utg859750_83	Utg323180_43
OG0000508	Utg860006_116, Utg859076_17	Utg323300_12
OG0000509	Utg861744_21	Utg323160_78
OG0000510	Utg860814_70	Utg323180_484
OG0000511	Utg857046_259	Utg323316_346
OG0000512	Utg857994_18	Utg323074_26
OG0000514	Utg858432_18	Utg323632_76
OG0000515	Utg859982_11	Utg323152_558
OG0000516	Utg860814_197	Utg323180_611, Utg323266_2
OG0000517	Utg857076_26	Utg323262_106
OG0000519	Utg859098_182	Utg323152_229
OG0000520	Utg859388_149	Utg323392_86
OG0000521	Utg859098_269	Utg323152_146
OG0000522	Utg859098_204	Utg323152_209
OG0000523	Utg859388_10	Utg323392_227
OG0000524	Utg861744_33	Utg323160_66
OG0000525	Utg863716_65	Utg323180_243
OG0000526	Utg863716_87	Utg323180_264
OG0000527	Utg860006_135	Utg323990_77
OG0000528	Utg857046_75	Utg323316_180
OG0000529	Utg857152_76	Utg323300_351
OG0000530	Utg858432_105	Utg323632_212
OG0000531	Utg860006_87	Utg323990_111
OG0000532	Utg860006_54	Utg323990_149
OG0000533	Utg857152_27, Utg857152_26	Utg323300_299
OG0000535	Utg857152_185	Utg323180_111
OG0000537	Utg859098_185	Utg323152_226
OG0000539	Utg857152_159	Utg323180_65
OG0000540	Utg859236_26	Utg323990_215
OG0000542	Utg857152_50	Utg323300_321
OG0000543	Utg859098_262	Utg323152_153
OG0000544	Utg861744_125	Utg324810_54
OG0000545	Utg859750_15	Utg323140_9
OG0000546	Utg859432_39	Utg323140_178
OG0000547	Utg860814_120	Utg323180_527
OG0000549	Utg858498_13	Utg323392_28
OG0000550	Utg861448_9	Utg323632_387, Utg323392_263
OG0000551	Utg860814_267	Utg323180_674
OG0000552	Utg862138_51	Utg323632_58
OG0000552	Utg857994_36	Utg323074_42
OG0000553	Utg857682_87	Utg325220_97
OG0000554	Utg857152_4	Utg323300_276
OG0000555	Utg857152_177, Utg857152_176	Utg323180_103
OG0000556	Utg859982_140	Utg323152_446
OG0000556	Utg864866_18	Utg323140_140
OG0000557	Utg859432_2, Utg859982_101	Utg323180_181
OG0000559	Utg861448_61	Utg323300_249, Utg323632_385, Utg323074_34
OG0000560	Utg857994_198	Utg323074_183
OG0000561	Utg865370_11	Utg323266_17
OG0000562	Utg861744_43	Utg323160_42
OG0000563	Utg857682_124	Utg323262_167, Utg323266_71
OG0000564	Utg859750_48	Utg323392_207
OG0000566	Utg857152_97	Utg323300_374
OG0000567	Utg859098_173	Utg323152_243
OG0000568	Utg859388_45	Utg323392_178
OG0000568	Utg859098_267	Utg323152_148
OG0000569	Utg857992_12	Utg323632_362
OG0000570	Utg857046_194	Utg323316_297
OG0000571	Utg857300_49	Utg323300_101
OG0000572	Utg859982_161	Utg323152_431
OG0000575	Utg859432_50	Utg323140_189
OG0000576	Utg865370_28	Utg323266_35
OG0000577	Utg857994_20	Utg323074_28
OG0000578	Utg861744_32	Utg323160_67
OG0000579	Utg861744_19	Utg323160_81
OG0000580	Utg860814_282	Utg323180_689
OG0000581	Utg858494_143	Utg323448_49
OG0000582	Utg859750_11	Utg323140_12
OG0000583	Utg857490_11	Utg323448_37
OG0000584	Utg857046_225	Utg323316_328
OG0000585	Utg857046_226	Utg323316_329
OG0000586	Utg857046_228	Utg323316_331
OG0000587	Utg859098_170	Utg323152_245
OG0000588	Utg857046_250	Utg323316_336
OG0000589	Utg859982_4	Utg323152_565
OG0000590	Utg857046_196	Utg323316_300
OG0000591	Utg859432_41	Utg323140_180
OG0000592	Utg859098_167	Utg323152_248
OG0000593	Utg858432_36	Utg323632_96
OG0000594	Utg857152_39	Utg323300_311
OG0000595	Utg860006_52	Utg323990_151
OG0000596	Utg859098_222	Utg323152_192
OG0000597	Utg859098_240	Utg323152_175
OG0000598	Utg858432_39	Utg323632_99
OG0000599	Utg859098_188	Utg323152_223
OG0000600	Utg863716_90	Utg323180_267
OG0000601	Utg859432_46	Utg323140_185
OG0000602	Utg859098_243	Utg323152_172
OG0000603	Utg860006_130	Utg323990_83
OG0000604	Utg859750_70	Utg323180_32
OG0000605	Utg863716_99	Utg323180_276
OG0000606	Utg865370_35	Utg323266_43
OG0000607	Utg857152_11	Utg323300_283
OG0000608	Utg860814_195	Utg323180_609
OG0000609	Utg857994_166	Utg323074_153, Utg323074_152
OG0000610	Utg858494_91	Utg323448_99
OG0000611	Utg859098_165	Utg323152_250
OG0000612	Utg866558_22	Utg323632_295
OG0000613	Utg866558_21	Utg323632_296
OG0000615	Utg858494_101	Utg323448_90
OG0000616	Utg858494_99	Utg323448_92
OG0000617	Utg858494_129	Utg323448_63
OG0000618	Utg858494_127	Utg323448_65
OG0000619	Utg858494_126	Utg323448_66
OG0000620	Utg858494_125	Utg323448_67
OG0000621	Utg858494_124	Utg323448_68
OG0000622	Utg859236_96	Utg323262_150
OG0000623	Utg857994_147	Utg323074_128
OG0000624	Utg859098_193	Utg323152_218
OG0000625	Utg859098_192	Utg323152_219
OG0000626	Utg861744_118	Utg324810_60
OG0000627	Utg858494_90	Utg323448_100
OG0000628	Utg859076_34	Utg323180_312
OG0000630	Utg857152_31	Utg323300_302
OG0000631	Utg857152_28	Utg323300_300
OG0000632	Utg859388_81	Utg323392_138
OG0000633	Utg860814_165	Utg323180_584
OG0000634	Utg857994_128	Utg323074_110
OG0000635	Utg859236_17	Utg323990_206
OG0000637	Utg859388_63	Utg323392_155
OG0000638	Utg857076_19	Utg323262_113
OG0000639	Utg859982_5	Utg323152_564
OG0000640	Utg860006_133	Utg323990_80
OG0000641	Utg858432_119	Utg323632_228
OG0000642	Utg857046_24	Utg323316_136
OG0000643	Utg857994_157	Utg323074_137
OG0000644	Utg857152_22	Utg323300_295
OG0000645	Utg857046_27	Utg323316_141
OG0000646	Utg858432_47	Utg323632_108
OG0000647	Utg858432_46	Utg323632_107
OG0000648	Utg858432_43	Utg323632_103
OG0000649	Utg857994_158	Utg323074_138
OG0000650	Utg857992_20	Utg323632_350
OG0000651	Utg859098_261	Utg323152_154
OG0000652	Utg859388_12	Utg323392_225
OG0000653	Utg859098_160	Utg323152_255
OG0000654	Utg859750_12, Utg859750_13	Utg323140_11
OG0000655	Utg857490_21	Utg323448_27
OG0000656	Utg860814_287	Utg323180_692
OG0000657	Utg860814_288	Utg323180_693
OG0000658	Utg860814_293	Utg323180_697
OG0000659	Utg860814_294	Utg323180_698
OG0000660	Utg862138_23	Utg323632_33
OG0000661	Utg862138_24	Utg323632_34
OG0000662	Utg859236_80	Utg323262_165, Utg323262_164
OG0000664	Utg860006_55	Utg323990_147
OG0000665	Utg859750_18	Utg323140_6
OG0000667	Utg857300_3	Utg323300_165
OG0000668	Utg861448_16	Utg323392_257
OG0000669	Utg861744_69	Utg323160_12, Utg324810_104
OG0000670	Utg858432_31	Utg323632_92
OG0000671	Utg860006_65	Utg323990_137
OG0000672	Utg857152_41	Utg323300_313
OG0000673	Utg859982_38	Utg323152_509
OG0000674	Utg859236_45	Utg324548_24
OG0000675	Utg858432_131	Utg323632_238
OG0000676	Utg859098_162	Utg323152_254
OG0000677	Utg858494_106	Utg323448_85
OG0000678	Utg858494_107	Utg323448_84
OG0000679	Utg866558_16	Utg323632_301
OG0000680	Utg857490_9	Utg323448_39
OG0000681	Utg858494_138	Utg323448_54
OG0000682	Utg858494_139	Utg323448_53
OG0000683	Utg860006_24	Utg323990_179
OG0000684	Utg857152_110	Utg323300_386
OG0000685	Utg858494_115	Utg323448_77
OG0000686	Utg858494_58	Utg323448_114
OG0000687	Utg858494_119	Utg323448_73
OG0000688	Utg858494_121	Utg323448_71
OG0000689	Utg858494_122	Utg323448_70
OG0000690	Utg857300_51	Utg323300_99
OG0000691	Utg858494_135	Utg323448_57
OG0000692	Utg857152_13	Utg323300_284
OG0000693	Utg857682_77	Utg325220_116
OG0000694	Utg857046_223	Utg323316_326
OG0000695	Utg861744_138	Utg324810_39
OG0000696	Utg857682_78	Utg325220_114
OG0000697	Utg857152_72	Utg323300_348
OG0000698	Utg866558_23	Utg323632_294
OG0000699	Utg857992_14	Utg323632_360
OG0000700	Utg857994_23	Utg323074_31
OG0000701	Utg859982_145	Utg323152_442
OG0000702	Utg863716_85	Utg323180_262
OG0000704	Utg858432_50	Utg323632_111
OG0000705	Utg858432_49	Utg323632_110
OG0000706	Utg858432_48	Utg323632_109
OG0000707	Utg858432_45	Utg323632_105
OG0000708	Utg858432_38	Utg323632_98
OG0000709	Utg859098_244	Utg323152_170
OG0000710	Utg858432_137	Utg323632_246
OG0000711	Utg857300_58	Utg323300_74
OG0000712	Utg859098_194	Utg323152_217
OG0000713	Utg859388_72	Utg323392_146
OG0000714	Utg859388_74	Utg323392_144
OG0000715	Utg857490_10	Utg323448_38
OG0000716	Utg857490_8	Utg323448_40
OG0000717	Utg858494_142	Utg323448_50
OG0000718	Utg858494_141	Utg323448_51
OG0000719	Utg858494_140	Utg323448_52
OG0000720	Utg858494_137	Utg323448_55
OG0000721	Utg858494_134	Utg323448_58
OG0000722	Utg858494_130	Utg323448_61
OG0000723	Utg858494_128	Utg323448_64
OG0000724	Utg858494_123	Utg323448_69
OG0000725	Utg858494_120	Utg323448_72
OG0000726	Utg858494_118	Utg323448_74
OG0000727	Utg858494_114	Utg323448_78
OG0000728	Utg858494_113	Utg323448_79
OG0000729	Utg858494_112	Utg323448_80
OG0000730	Utg858494_111	Utg323448_81
OG0000731	Utg858494_105	Utg323448_86
OG0000732	Utg858494_104	Utg323448_87
OG0000733	Utg858494_103	Utg323448_88
OG0000734	Utg860814_296	Utg323180_700
OG0000735	Utg857994_165	Utg323074_151
OG0000736	Utg860814_280	Utg323180_687
OG0000737	Utg860814_290	Utg323180_694
OG0000738	Utg859432_37	Utg323140_176
OG0000739	Utg859098_184	Utg323152_227
OG0000740	Utg857046_195	Utg323316_299
OG0000741	Utg857152_47	Utg323300_319
OG0000742	Utg857046_188	Utg323316_284
OG0000743	Utg857490_15	Utg323448_33
OG0000744	Utg860006_53	Utg323990_150
OG0000745	Utg859388_139	Utg323392_96
OG0000746	Utg859098_235	Utg323152_179
OG0000747	Utg857994_151	Utg323074_132
OG0000748	Utg857994_150	Utg323074_131
OG0000749	Utg857152_184	Utg323180_110
OG0000750	Utg861744_131	Utg324810_48
OG0000751	Utg861744_128	Utg324810_51
OG0000752	Utg863716_108	Utg323180_291
OG0000753	Utg859982_134	Utg323152_450
OG0000754	Utg865370_30	Utg323266_37
OG0000755	Utg865370_29	Utg323266_36
OG0000756	Utg859098_377	Utg323152_9
OG0000757	Utg857046_201	Utg323316_304
OG0000758	Utg861744_34	Utg323160_65
OG0000759	Utg863716_91	Utg323180_268
OG0000760	Utg864866_56	Utg323140_99
OG0000761	Utg865370_36	Utg323266_44
OG0000762	Utg857152_182	Utg323180_108
OG0000763	Utg857152_181	Utg323180_107
OG0000764	Utg857152_103	Utg323300_379
OG0000765	Utg857994_216	Utg323152_356
OG0000766	Utg861744_46	Utg323160_38
OG0000767	Utg860814_97	Utg323180_507
OG0000768	Utg858432_125	Utg323632_232
OG0000769	Utg858494_100	Utg323448_91
OG0000770	Utg858494_98	Utg323448_93
OG0000771	Utg858494_97	Utg323448_94
OG0000772	Utg858494_95	Utg323448_95
OG0000773	Utg858494_94	Utg323448_96
OG0000774	Utg858494_93	Utg323448_97
OG0000775	Utg857152_8	Utg323300_280
OG0000776	Utg858432_16	Utg323632_74
OG0000777	Utg858432_17	Utg323632_75
OG0000778	Utg859076_36	Utg323180_310
OG0000779	Utg859236_39	Utg324548_29
OG0000780	Utg857994_34	Utg323074_40
OG0000781	Utg859388_66	Utg323392_152
OG0000782	Utg857152_113	Utg323300_390
OG0000783	Utg859098_319	Utg323152_80
OG0000784	Utg864866_53	Utg323140_102
OG0000785	Utg864866_52	Utg323140_103
OG0000787	Utg858432_7	Utg323632_68
OG0000789	Utg858432_136	Utg323632_245
OG0000790	Utg857152_24	Utg323300_297
OG0000791	Utg857152_172	Utg323180_99
OG0000792	Utg858432_138	Utg323632_247
OG0000793	Utg860814_257	Utg323180_665
OG0000794	Utg859098_248	Utg323152_166
OG0000795	Utg859236_57	Utg324548_10
OG0000796	Utg859388_11	Utg323392_226
OG0000797	Utg859098_321	Utg323152_78
OG0000798	Utg864866_5	Utg323140_157
OG0000799	Utg859236_84	Utg323262_161
OG0000800	Utg857300_48	Utg323300_103
OG0000801	Utg858432_94	Utg323632_142
OG0000802	Utg859982_39	Utg323152_508
OG0000803	Utg862138_37	Utg323632_49
OG0000804	Utg857300_38	Utg323300_114
OG0000805	Utg857994_194	Utg323074_179
OG0000806	Utg861744_35	Utg323160_64
OG0000807	Utg857994_156	Utg323074_136
OG0000808	Utg858494_59	Utg323448_113
OG0000809	Utg859076_29	Utg323180_317
OG0000810	Utg859388_28	Utg323392_199
OG0000811	Utg859076_28	Utg323180_318
OG0000812	Utg859982_130	Utg323152_454
OG0000813	Utg859236_28	Utg323990_217
OG0000814	Utg860814_27, Utg860814_28	Utg323180_447
OG0000815	Utg859098_270	Utg323152_145
OG0000816	Utg861744_39	Utg323160_60
OG0000817	Utg861744_55	Utg323160_28
OG0000818	Utg859982_206	Utg323152_392
OG0000819	Utg859098_237	Utg323152_177
OG0000820	Utg861744_11	Utg323160_92
OG0000820	Utg857076_46	Utg323262_88
OG0000821	Utg857076_59	Utg323262_73
OG0000822	Utg857490_29	Utg323448_19
OG0000823	Utg857490_26	Utg323448_22
OG0000825	Utg860006_60	Utg323990_142
OG0000826	Utg859098_398	Utg323180_412
OG0000827	Utg857992_34	Utg323632_335
OG0000828	Utg857992_33	Utg323632_336
OG0000829	Utg857992_32	Utg323632_337
OG0000830	Utg857992_31	Utg323632_338
OG0000831	Utg857992_30	Utg323632_339
OG0000832	Utg857992_29	Utg323632_340
OG0000833	Utg862138_6	Utg323632_14
OG0000834	Utg860814_211	Utg323180_620
OG0000835	Utg861744_136	Utg324810_42
OG0000836	Utg859982_37	Utg323152_510
OG0000837	Utg857994_149	Utg323074_130
OG0000838	Utg859750_78	Utg323180_39
OG0000839	Utg857994_159	Utg323074_139
OG0000840	Utg860006_92	Utg323140_168
OG0000841	Utg861744_104	Utg324810_75
OG0000842	Utg859982_143	Utg323152_444
OG0000843	Utg859098_186	Utg323152_225
OG0000844	Utg866558_19	Utg323632_298
OG0000845	Utg866558_18	Utg323632_299
OG0000846	Utg866558_15	Utg323632_302
OG0000847	Utg857046_199	Utg323316_302
OG0000847	Utg857046_200	Utg323316_303
OG0000848	Utg859098_198	Utg323152_213
OG0000849	Utg860814_241	Utg323180_649
OG0000850	Utg865370_6	Utg323266_11, Utg323160_130
OG0000851	Utg859432_52	Utg323140_191
OG0000852	Utg862138_31	Utg323632_42
OG0000853	Utg862138_25	Utg323632_35
OG0000854	Utg859098_156	Utg323152_260
OG0000855	Utg862138_22	Utg323632_31
OG0000856	Utg859098_158	Utg323152_257
OG0000857	Utg866558_50	Utg323632_269
OG0000857	Utg860006_64	Utg323990_138
OG0000858	Utg857152_16	Utg323300_288
OG0000860	Utg857152_108	Utg323300_384
OG0000861	Utg862138_32	Utg323632_43
OG0000862	Utg857046_249	Utg323316_335
OG0000863	Utg858498_11	Utg323392_26
OG0000864	Utg857152_40	Utg323300_312
OG0000865	Utg859432_45	Utg323140_184
OG0000866	Utg861744_123	Utg324810_56
OG0000867	Utg857152_66	Utg323300_342
OG0000868	Utg858432_141	Utg323632_250
OG0000869	Utg858494_136	Utg323448_56
OG0000870	Utg857152_7	Utg323300_279
OG0000871	Utg860814_295	Utg323180_699
OG0000872	Utg859076_32	Utg323180_314
OG0000873	Utg858432_134	Utg323632_242
OG0000874	Utg859982_42	Utg323152_504
OG0000875	Utg862138_27	Utg323632_38
OG0000876	Utg858498_10	Utg323392_25
OG0000877	Utg859750_69	Utg323180_31
OG0000878	Utg861744_25	Utg323160_74
OG0000879	Utg859098_208	Utg323152_205
OG0000880	Utg857682_177	Utg323140_268, Utg325220_62
OG0000881	Utg857046_136	Utg323316_231
OG0000882	Utg857076_30	Utg323262_102
OG0000883	Utg857076_22	Utg323262_110
OG0000884	Utg864866_4	Utg323140_158
OG0000886	Utg857152_198	Utg323180_127
OG0000887	Utg857682_127	Utg323300_41
OG0000888	Utg860814_18	Utg323180_439
OG0000889	Utg857046_218	Utg323316_321
OG0000890	Utg859388_129	Utg323392_107
OG0000891	Utg857046_227	Utg323316_330
OG0000892	Utg858432_33, Utg858432_32	Utg323632_93
OG0000893	Utg858432_44	Utg323632_104
OG0000894	Utg857300_13	Utg323152_386
OG0000895	Utg859432_42	Utg323140_181
OG0000896	Utg862138_41	Utg323632_54
OG0000897	Utg857076_60	Utg323262_72
OG0000898	Utg857682_75	Utg325220_118
OG0000899	Utg857992_27	Utg323632_342
OG0000900	Utg857076_21	Utg323262_111
OG0000901	Utg857076_69	Utg323262_62
OG0000901	Utg860814_111	Utg323180_518
OG0000902	Utg860814_108	Utg323180_515
OG0000903	Utg860814_106	Utg323180_514
OG0000904	Utg860814_95	Utg323180_505
OG0000905	Utg859388_147	Utg323392_88
OG0000906	Utg859750_75, Utg859750_76	Utg323180_37
OG0000907	Utg859750_22	Utg323180_3, Utg323140_1
OG0000909	Utg857682_174	Utg325220_65, Utg323140_271
OG0000910	Utg865370_34	Utg323266_42
OG0000912	Utg857152_121	Utg323300_398
OG0000913	Utg857076_64	Utg323262_68
OG0000914	Utg857300_37	Utg323300_115
OG0000915	Utg857300_28	Utg323300_124
OG0000916	Utg857046_100	Utg323316_195
OG0000917	Utg857152_100	Utg323300_377
OG0000918	Utg859388_177	Utg323392_56
OG0000918	Utg860814_150	Utg323180_566, Utg323180_574
OG0000919	Utg857046_215	Utg323316_318
OG0000920	Utg859098_42	Utg323990_16
OG0000922	Utg857046_134	Utg323316_229
OG0000923	Utg857046_22	Utg323316_133
OG0000924	Utg857994_207	Utg323074_191
OG0000925	Utg860006_89	Utg323990_109
OG0000925	Utg859982_172	Utg323152_422
OG0000926	Utg857046_96	Utg323074_164
OG0000928	Utg859388_85	Utg323392_136
OG0000929	Utg857994_22	Utg323074_30
OG0000929	Utg857994_21	Utg323074_29
OG0000930	Utg859098_247	Utg323152_167
OG0000931	Utg859098_329	Utg323152_71
OG0000932	Utg859098_126	Utg323152_290
OG0000933	Utg859098_75	Utg323152_342
OG0000934	Utg859076_51, Utg859098_66, Utg859098_67	Utg323152_374
OG0000935	Utg859388_184, Utg858498_24	Utg323392_48
OG0000936	Utg859982_80	Utg323152_479
OG0000937	Utg857994_136	Utg323074_117
OG0000938	Utg859388_174	Utg323392_59
OG0000939	Utg858432_107	Utg323632_214
OG0000940	Utg857076_11	Utg323140_88
OG0000941	Utg857490_16	Utg323448_32
OG0000942	Utg859982_168	Utg323152_425
OG0000943	Utg859098_328	Utg323152_72
OG0000944	Utg858432_128	Utg323632_235
OG0000945	Utg858494_22, Utg857152_253, Utg859388_163, Utg857152_260, Utg857152_252, Utg857152_258, Utg863716_3, Utg863716_2, Utg857152_255, Utg857152_261	Utg323074_92
OG0000946	Utg864866_90	Utg323140_63
OG0000946	Utg858494_6	Utg323300_26
OG0000947	Utg859982_166	Utg323152_426
OG0000948	Utg859982_165	Utg323152_427
OG0000949	Utg857152_163	Utg323180_74
OG0000951	Utg859982_106	Utg323266_80
OG0000952	Utg857682_53	Utg323266_108
OG0000953	Utg858432_81, Utg857994_74, Utg860814_48, Utg860814_177, Utg857152_241, Utg860814_37, Utg860814_42, Utg859236_127, Utg859098_8, Utg859098_9, Utg857152_10	Utg323300_282
OG0000954	Utg859388_173	Utg323392_60
OG0000954	Utg858432_121, Utg858432_120	Utg323632_229
OG0000955	Utg863716_21, Utg859388_38	Utg323392_188
OG0000956	Utg857992_41	Utg323632_317
OG0000962	Utg859388_132	Utg323392_104
OG0000963	Utg857152_106	Utg323300_382
OG0000964	Utg859982_41	Utg323152_505
OG0000966	Utg857076_3, Utg859236_131	Utg323262_124
OG0000967	Utg857994_90	Utg323074_88
OG0000968	Utg859098_189	Utg323152_222
OG0000970	Utg857490_24	Utg323448_24
OG0000971	Utg859432_47	Utg323140_186
OG0000972	Utg859098_228	Utg323152_186
OG0000974	Utg866558_24	Utg323632_293
OG0000976	Utg860006_128	Utg323990_85
OG0000977	Utg859098_362	Utg323152_39
OG0000980	Utg857992_22	Utg323632_348
OG0000981	Utg861744_44	Utg323160_41
OG0000982	Utg861744_47	Utg323160_37
OG0000983	Utg858432_111	Utg323632_219
OG0000985	Utg862138_15	Utg323632_24
OG0000986	Utg858432_104	Utg323632_210
OG0000987	Utg859098_268	Utg323152_147
OG0000988	Utg859750_14	Utg323140_10
OG0000989	Utg859098_265	Utg323152_150
OG0000990	Utg861744_40	Utg323160_59
OG0000991	Utg859432_40	Utg323140_179
OG0000992	Utg858432_34	Utg323632_94
OG0000995	Utg858494_117	Utg323448_75
OG0000996	Utg857046_68	Utg323316_175
OG0000997	Utg857994_173	Utg323074_160
OG0000997	Utg857994_192	Utg323074_177
OG0000997	Utg857994_172	Utg323074_159
OG0000998	Utg859982_156	Utg323152_435
OG0000999	Utg857152_210	Utg323180_137
OG0001000	Utg858494_116	Utg323448_76
OG0001001	Utg857152_125	Utg323300_401
OG0001002	Utg860814_291	Utg323180_695
OG0001003	Utg860006_165	Utg323990_38
OG0001004	Utg864866_85	Utg323140_68
OG0001005	Utg864866_84	Utg323140_69
OG0001006	Utg857300_4	Utg323300_164
OG0001007	Utg858432_135	Utg323632_244
OG0001008	Utg859982_204	Utg323152_394
OG0001009	Utg859982_203	Utg323152_395
OG0001011	Utg863716_109	Utg323180_292
OG0001012	Utg860814_60	Utg323180_475
OG0001013	Utg860814_19, Utg860814_20	Utg323180_440
OG0001014	Utg858432_10	Utg323632_71
OG0001017	Utg859388_91	Utg323392_130
OG0001018	Utg859750_68	Utg323180_30
OG0001019	Utg859388_67	Utg323392_151
OG0001020	Utg861744_59	Utg323160_24
OG0001022	Utg857046_31	Utg323316_145
OG0001023	Utg861744_135	Utg324810_43
OG0001024	Utg860006_134	Utg323990_78
OG0001025	Utg860814_317	Utg323316_256
OG0001025	Utg860814_308	Utg323262_12
OG0001026	Utg857994_126, Utg857994_125	Utg323074_108
OG0001027	Utg857076_42	Utg323262_93
OG0001029	Utg857992_28	Utg323632_341
OG0001030	Utg861744_137	Utg324810_40
OG0001033	Utg859098_260	Utg323152_155
OG0001034	Utg861744_53	Utg323160_30
OG0001035	Utg861744_22	Utg323160_77
OG0001036	Utg857152_101	Utg323300_378
OG0001037	Utg857994_137	Utg323074_118
OG0001038	Utg857300_56	Utg323300_76
OG0001039	Utg858432_117	Utg323632_226
OG0001040	Utg858494_92	Utg323448_98
OG0001041	Utg859388_87	Utg323392_134
OG0001045	Utg859388_15	Utg323392_222
OG0001046	Utg866558_26	Utg323632_291
OG0001047	Utg865370_4	Utg323160_128, Utg323266_9
OG0001048	Utg858432_90	Utg323632_137
OG0001049	Utg859236_98	Utg323262_148
OG0001052	Utg857152_158	Utg323180_63, Utg323180_64
OG0001053	Utg857994_209	Utg323074_193
OG0001054	Utg858432_21	Utg323632_78
