Orthogroup	Desulfocapsa_13_biocide	Desulfotalea psychrophila LSv54
OG0000660	Utg862138_23	WP_011188567.1
OG0000661	Utg862138_24	WP_011188568.1
OG0000662	Utg859236_80	WP_011190083.1
OG0000664	Utg860006_55	WP_011188724.1
OG0000665	Utg859750_18	WP_011188975.1
OG0000667	Utg857300_3	WP_011187436.1
OG0000670	Utg858432_31	WP_011190149.1
OG0000671	Utg860006_65	WP_041277812.1
OG0000672	Utg857152_41	WP_041277607.1
OG0000673	Utg859982_38	WP_049785113.1
OG0000674	Utg859236_45	WP_041278088.1
OG0000675	Utg858432_131	WP_011189795.1
OG0000676	Utg859098_162	WP_011189433.1
OG0000677	Utg858494_106	WP_011188391.1
OG0000678	Utg858494_107	WP_011188390.1
OG0000679	Utg866558_16	WP_011190041.1
OG0000680	Utg857490_9	WP_011188344.1
OG0000681	Utg858494_138	WP_011188359.1
OG0000682	Utg858494_139	WP_011188358.1
OG0000683	Utg860006_24	WP_011188711.1
OG0000684	Utg857152_110	WP_011188080.1
OG0000685	Utg858494_115	WP_011188382.1
OG0000686	Utg858494_58	WP_011188410.1
OG0000687	Utg858494_119	WP_011188378.1
OG0000688	Utg858494_121	WP_011188376.1
OG0000689	Utg858494_122	WP_041277678.1
OG0000690	Utg857300_51	WP_041278170.1
OG0000691	Utg858494_135	WP_011188362.1
OG0000692	Utg857152_13	WP_228130157.1
OG0000693	Utg857682_77	WP_011187992.1
OG0000694	Utg857046_223	WP_228130169.1
OG0000695	Utg861744_138	WP_041277557.1
OG0000696	Utg857682_78	WP_011187783.1
OG0000697	Utg857152_72	WP_011188062.1
OG0000698	Utg866558_23	WP_011190048.1
OG0000699	Utg857992_14	WP_011188875.1
OG0000700	Utg857994_23	WP_011189416.1
OG0000701	Utg859982_145	WP_011189993.1
OG0000702	Utg863716_85	WP_011190258.1
OG0000704	Utg858432_50	WP_011190134.1
OG0000705	Utg858432_49	WP_228130152.1
OG0000706	Utg858432_48	WP_041278076.1
OG0000707	Utg858432_45	WP_011190139.1
OG0000708	Utg858432_38	WP_011190146.1
OG0000709	Utg859098_244	WP_011189173.1
OG0000710	Utg858432_137	WP_228130149.1
OG0000711	Utg857300_58	WP_011187767.1
OG0000712	Utg859098_194	WP_011189831.1
OG0000713	Utg859388_72	WP_041277854.1
OG0000714	Utg859388_74	WP_041278052.1
OG0000715	Utg857490_10	WP_041277673.1
OG0000716	Utg857490_8	WP_011188345.1
OG0000717	Utg858494_142	WP_011188355.1
OG0000718	Utg858494_141	WP_011188356.1
OG0000719	Utg858494_140	WP_011188357.1
OG0000720	Utg858494_137	WP_011188360.1
OG0000721	Utg858494_134	WP_011188363.1
OG0000722	Utg858494_130	WP_173362840.1
OG0000723	Utg858494_128	WP_011188369.1
OG0000724	Utg858494_123	WP_011188374.1
OG0000725	Utg858494_120	WP_011188377.1
OG0000726	Utg858494_118	WP_011188379.1
OG0000727	Utg858494_114	WP_011188383.1
OG0000728	Utg858494_113	WP_011188384.1
OG0000729	Utg858494_112	WP_041277681.1
OG0000730	Utg858494_111	WP_011188386.1
OG0000731	Utg858494_105	WP_011188392.1
OG0000732	Utg858494_104	WP_011188393.1
OG0000733	Utg858494_103	WP_011188394.1
OG0000734	Utg860814_296	WP_011189848.1
OG0000735	Utg857994_165	WP_011188914.1
OG0000737	Utg860814_290	WP_011189854.1
OG0000738	Utg859432_37	WP_011187673.1
OG0000739	Utg859098_184	WP_011189841.1
OG0000740	Utg857046_195	WP_011188173.1
OG0000741	Utg857152_47	WP_011188046.1
OG0000742	Utg857046_188	WP_011189351.1
OG0000743	Utg857490_15	WP_011188337.1
OG0000744	Utg860006_53	WP_041277765.1
OG0000745	Utg859388_139	WP_041278703.1
OG0000746	Utg859098_235	WP_011189168.1
OG0000747	Utg857994_151	WP_011189969.1
OG0000748	Utg857994_150	WP_011189968.1
OG0000749	Utg857152_184	WP_011190196.1
OG0000750	Utg861744_131	WP_011187822.1
OG0000751	Utg861744_128	WP_041277561.1
OG0000753	Utg859982_134	WP_041278830.1
OG0000754	Utg865370_30	WP_011188011.1
OG0000755	Utg865370_29	WP_011188010.1
OG0000756	Utg859098_377	WP_041277989.1
OG0000758	Utg861744_34	WP_011187895.1
OG0000759	Utg863716_91	WP_041278102.1
OG0000760	Utg864866_56	WP_228130188.1
OG0000761	Utg865370_36	WP_011187967.1
OG0000762	Utg857152_182	WP_011190198.1
OG0000763	Utg857152_181	WP_011190199.1
OG0000764	Utg857152_103	WP_011188073.1
OG0000765	Utg857994_216	WP_011187322.1, WP_011189819.1
OG0000766	Utg861744_46	WP_011187956.1
OG0000767	Utg860814_97	WP_011188486.1
OG0000768	Utg858432_125	WP_011188930.1
OG0000769	Utg858494_100	WP_011188396.1
OG0000770	Utg858494_98	WP_011188398.1
OG0000771	Utg858494_97	WP_156792213.1
OG0000772	Utg858494_95	WP_011188400.1
OG0000773	Utg858494_94	WP_011188401.1
OG0000774	Utg858494_93	WP_011188402.1
OG0000775	Utg857152_8	WP_156792175.1
OG0000776	Utg858432_16	WP_041278880.1
OG0000777	Utg858432_17	WP_011190185.1
OG0000778	Utg859076_36	WP_011189054.1
OG0000779	Utg859236_39	WP_011190173.1
OG0000781	Utg859388_66	WP_011190291.1, WP_011190033.1
OG0000782	Utg857152_113	WP_011188085.1
OG0000783	Utg859098_319	WP_011189184.1
OG0000784	Utg864866_53	WP_173362838.1
OG0000785	Utg864866_52	WP_011188146.1
OG0000786	Utg857682_63, Utg861744_80	WP_011190398.1, WP_011189336.1
OG0000787	Utg858432_7	WP_011190159.1
OG0000789	Utg858432_136	WP_041278010.1
OG0000790	Utg857152_24	WP_011188029.1
OG0000791	Utg857152_172	WP_011187571.1
OG0000792	Utg858432_138	WP_041278009.1
OG0000793	Utg860814_257	WP_011189207.1
OG0000794	Utg859098_248	WP_011189176.1
OG0000795	Utg859236_57	WP_011190180.1
OG0000796	Utg859388_11	WP_011189940.1
OG0000797	Utg859098_321	WP_011189186.1
OG0000799	Utg859236_84	WP_011190084.1
OG0000800	Utg857300_48	WP_011187504.1
OG0000801	Utg858432_94	WP_011190119.1
OG0000802	Utg859982_39	WP_041278047.1
OG0000803	Utg862138_37	WP_011188525.1
OG0000804	Utg857300_38	WP_011189007.1
OG0000806	Utg861744_35	WP_011187896.1
OG0000807	Utg857994_156	WP_049785110.1
OG0000808	Utg858494_59	WP_011188409.1
OG0000809	Utg859076_29	WP_011189037.1
OG0000810	Utg859388_28	WP_011187914.1
OG0000811	Utg859076_28	WP_011189036.1
OG0000812	Utg859982_130	WP_011188621.1
OG0000813	Utg859236_28	WP_011190169.1
OG0000815	Utg859098_270	WP_011188855.1
OG0000816	Utg861744_39	WP_011187952.1
OG0000817	Utg861744_55	WP_041277591.1
OG0000818	Utg859982_206	WP_011189743.1
OG0000819	Utg859098_237	WP_041277865.1
OG0000822	Utg857490_29	WP_011188324.1
OG0000823	Utg857490_26	WP_041277669.1
OG0000825	Utg860006_60	WP_011188727.1
OG0000826	Utg859098_398	WP_011189633.1
OG0000827	Utg857992_34	WP_011188664.1
OG0000828	Utg857992_33	WP_011188665.1
OG0000829	Utg857992_32	WP_011188666.1
OG0000830	Utg857992_31	WP_041277749.1
OG0000831	Utg857992_30	WP_083818944.1
OG0000832	Utg857992_29	WP_041278463.1
OG0000833	Utg862138_6	WP_011188552.1
OG0000834	Utg860814_211	WP_011190339.1
OG0000835	Utg861744_136	WP_265588585.1
OG0000836	Utg859982_37	WP_011190015.1
OG0000837	Utg857994_149	WP_011189967.1
OG0000838	Utg859750_78	WP_011190320.1
OG0000839	Utg857994_159	WP_011189976.1
OG0000841	Utg861744_104	WP_011187964.1
OG0000842	Utg859982_143	WP_011189994.1
OG0000843	Utg859098_186	WP_011189839.1
OG0000844	Utg866558_19	WP_011190044.1
OG0000845	Utg866558_18	WP_041278056.1
OG0000846	Utg866558_15	WP_041278055.1
OG0000848	Utg859098_198	WP_049785106.1
OG0000849	Utg860814_241	WP_011188952.1
OG0000851	Utg859432_52	WP_041277521.1
OG0000852	Utg862138_31	WP_011188523.1
OG0000853	Utg862138_25	WP_011188569.1
OG0000854	Utg859098_156	WP_011189880.1
OG0000855	Utg862138_22	WP_011188566.1
OG0000856	Utg859098_158	WP_011189878.1
OG0000857	Utg866558_50, Utg860006_64	WP_011188923.1
OG0000858	Utg857152_16	WP_011187521.1
OG0000860	Utg857152_108	WP_011188078.1
OG0000861	Utg862138_32	WP_011188524.1
OG0000862	Utg857046_249	WP_041278336.1
OG0000863	Utg858498_11	WP_228130144.1
OG0000864	Utg857152_40	WP_011188040.1
OG0000865	Utg859432_45	WP_011187680.1
OG0000866	Utg861744_123	WP_011187847.1
OG0000867	Utg857152_66	WP_011188057.1
OG0000868	Utg858432_141	WP_011190333.1, WP_011189786.1
OG0000869	Utg858494_136	WP_011188361.1
OG0000870	Utg857152_7	WP_011187527.1
OG0000871	Utg860814_295	WP_011189849.1
OG0000872	Utg859076_32	WP_193763854.1
OG0000873	Utg858432_134	WP_011189793.1
OG0000874	Utg859982_42	WP_041278050.1
OG0000875	Utg862138_27	WP_156792221.1
OG0000876	Utg858498_10	WP_011189775.1
OG0000877	Utg859750_69	WP_011190326.1
OG0000878	Utg861744_25	WP_011187891.1
OG0000879	Utg859098_208	WP_011189824.1
OG0000881	Utg857046_136	WP_011187319.1
OG0000882	Utg857076_30	WP_041278072.1
OG0000884	Utg864866_4	WP_011188152.1
OG0000886	Utg857152_198	WP_011190161.1
OG0000889	Utg857046_218	WP_011187694.1
OG0000891	Utg857046_227	WP_228130168.1
OG0000893	Utg858432_44	WP_011190140.1
OG0000894	Utg857300_13	WP_041278006.1
OG0000895	Utg859432_42	WP_011187678.1
OG0000896	Utg862138_41	WP_011188870.1
OG0000898	Utg857682_75	WP_011187994.1
OG0000899	Utg857992_27	WP_011188670.1
OG0000900	Utg857076_21	WP_041278069.1
OG0000901	Utg857076_69, Utg860814_111	WP_011189435.1
OG0000902	Utg860814_108	WP_011188506.1
OG0000903	Utg860814_106	WP_228130176.1
OG0000904	Utg860814_95	WP_011188485.1
OG0000905	Utg859388_147	WP_011189445.1
OG0000906	Utg859750_75, Utg859750_76	WP_011190322.1
OG0000907	Utg859750_22	WP_011188240.1
OG0000909	Utg857682_174	WP_011188214.1
OG0000910	Utg865370_34	WP_011188164.1
OG0000913	Utg857076_64	WP_011187576.1
OG0000914	Utg857300_37	WP_011190229.1, WP_011189008.1
OG0000915	Utg857300_28	WP_011189188.1, WP_162096646.1
OG0000916	Utg857682_138	WP_041278060.1
OG0000918	Utg859388_177	WP_228130159.1
OG0000922	Utg857046_134	WP_011187318.1
OG0000923	Utg857046_22	WP_011189003.1
OG0000925	Utg860006_89, Utg859982_172	WP_011189980.1
OG0000928	Utg859388_85	WP_011188614.1, WP_011188615.1
OG0000929	Utg857994_22, Utg857994_21	WP_011189415.1
OG0000930	Utg859098_247	WP_041278638.1
OG0000931	Utg859098_329	WP_011189193.1
OG0000933	Utg859098_74, Utg859098_75, Utg859076_46	WP_011189930.1
OG0000934	Utg859076_51, Utg859098_66, Utg859098_67	WP_011188900.1
OG0000935	Utg859388_184, Utg858498_24	WP_041277923.1
OG0000936	Utg859982_80	WP_011188905.1
OG0000937	Utg857994_136	WP_011188588.1, WP_011188587.1
OG0000939	Utg858432_107	WP_041278059.1
OG0000940	Utg857076_11	WP_011187514.1, WP_049785042.1
OG0000942	Utg859982_168	WP_011189048.1
OG0000942	Utg859982_167	WP_011188006.1
OG0000943	Utg859098_328	WP_011189192.1
OG0000944	Utg858432_128	WP_011187341.1
OG0000946	Utg858494_6	WP_041277743.1
OG0000947	Utg859982_166	WP_011189047.1
OG0000948	Utg859982_165	WP_011189046.1
OG0000949	Utg857152_163	WP_041277648.1
OG0000952	Utg857682_53	WP_041277907.1, WP_041277650.1
OG0000954	Utg859388_173	WP_173362830.1
OG0000962	Utg859388_132	WP_011189457.1
OG0000963	Utg857152_106	WP_011188076.1
OG0000964	Utg859982_41	WP_011190012.1
OG0000967	Utg857994_90	WP_011189189.1
OG0000970	Utg857490_24	WP_011188328.1
OG0000971	Utg859432_47	WP_011187682.1
OG0000972	Utg859098_228	WP_011189519.1
OG0000973	Utg857682_62, Utg861744_79	WP_011189337.1, WP_011190397.1
OG0000974	Utg866558_24	WP_011190049.1
OG0000977	Utg859098_362	WP_011189873.1
OG0000980	Utg857992_22	WP_011188680.1
OG0000982	Utg861744_47	WP_011188025.1
OG0000983	Utg858432_111	WP_011190063.1
OG0000985	Utg862138_15	WP_011188560.1
OG0000987	Utg859098_268	WP_011188857.1
OG0000988	Utg859750_14	WP_011188973.1
OG0000989	Utg859098_265	WP_011188859.1
OG0000990	Utg861744_40	WP_156792200.1
OG0000991	Utg859432_40	WP_041277519.1
OG0000994	Utg858494_108	WP_083818937.1
OG0000996	Utg857046_68	WP_041277423.1
OG0000998	Utg859982_156	WP_011189982.1
OG0001001	Utg857152_125	WP_041277663.1
OG0001002	Utg860814_291	WP_011189853.1
OG0001004	Utg864866_85	WP_011188129.1
OG0001005	Utg864866_84	WP_011188130.1
OG0001007	Utg858432_135	WP_011189792.1
OG0001011	Utg863716_109	WP_011187970.1
OG0001012	Utg860814_60	WP_041277843.1, WP_041277847.1
OG0001013	Utg860814_19, Utg860814_20	WP_049785060.1
OG0001014	Utg858432_10	WP_011190157.1
OG0001017	Utg859388_91	WP_011189511.1
OG0001019	Utg859388_67	WP_011190292.1, WP_228130207.1
OG0001022	Utg857046_31	WP_011187306.1
OG0001023	Utg861744_135	WP_156792191.1
OG0001026	Utg857994_126, Utg857994_125	WP_011189405.1
OG0001027	Utg857076_42	WP_011190117.1
OG0001030	Utg861744_137	WP_011187816.1
OG0001033	Utg859098_260	WP_041277794.1
OG0001034	Utg861744_53	WP_041277590.1
OG0001035	Utg861744_22	WP_011187889.1
OG0001036	Utg857152_102, Utg857152_101	WP_041277818.1
OG0001038	Utg857300_56	WP_011187949.1
OG0001039	Utg858432_117	WP_011190060.1
OG0001040	Utg858494_92	WP_011188403.1
OG0001041	Utg859388_87	WP_011190017.1
OG0001042	Utg859982_220	WP_083818927.1, WP_011189450.1
OG0001045	Utg859388_15	WP_011189936.1
OG0001046	Utg866558_26	WP_011190051.1
OG0001048	Utg858432_90	WP_049785120.1
OG0001049	Utg859236_98	WP_041277587.1
OG0001052	Utg857152_158	WP_011188584.1
OG0001053	Utg857994_209	WP_041277415.1
OG0001054	Utg858432_21	WP_011190182.1
OG0001056	Utg859098_437, Utg858498_1	WP_011188906.1
OG0001057	Utg857682_14	WP_011188545.1
OG0001058	Utg859388_14	WP_041278814.1
OG0001059	Utg857682_92	WP_011187902.1
OG0001060	Utg861448_4	WP_049785045.1
OG0001063	Utg859982_72	WP_011187933.1
OG0001067	Utg859982_135, Utg859982_136	WP_011190005.1
OG0001068	Utg859098_273	WP_011188852.1
OG0001070	Utg859076_33	WP_011189051.1
OG0001071	Utg860814_250, Utg860814_268, Utg860814_269	WP_011189863.1
OG0001072	Utg860814_262	WP_011189869.1
OG0001073	Utg859982_126	WP_011189989.1, WP_011188204.1
OG0001074	Utg859432_79	WP_011190341.1
OG0001075	Utg859098_419	WP_011187587.1
OG0001076	Utg857152_183	WP_011190197.1
OG0001077	Utg858432_152, Utg864866_72	WP_156792170.1, WP_011187417.1
OG0001078	Utg857076_4	WP_041277736.1
OG0001082	Utg863716_40	WP_041277998.1
OG0001083	Utg865370_14	WP_011188005.1
OG0001084	Utg865370_12	WP_011188002.1
OG0001085	Utg859098_389	WP_011189370.1
OG0001086	Utg864866_114	WP_011188189.1
OG0001088	Utg857300_53	WP_011187879.1
OG0001089	Utg860006_113	WP_011188964.1
OG0001091	Utg857076_49, Utg857300_21	WP_011189718.1
OG0001093	Utg857046_261	WP_011189705.1
OG0001094	Utg857994_67	WP_011188981.1
OG0001095	Utg858494_86	WP_011188408.1
OG0001096	Utg858494_56	WP_228130173.1
OG0001098	Utg859098_10	WP_041277489.1
OG0001100	Utg857994_163	WP_011189979.1
OG0001101	Utg859388_71	WP_011190028.1
OG0001102	Utg859982_77	WP_011190069.1
OG0001104	Utg859098_190	WP_011189835.1
OG0001105	Utg859098_253	WP_011189561.1
OG0001106	Utg859098_254	WP_011189562.1
OG0001107	Utg859098_317	WP_011189182.1
OG0001108	Utg859098_326	WP_011189190.1
OG0001109	Utg859098_327	WP_011189191.1
OG0001110	Utg859098_330	WP_011189194.1
OG0001111	Utg859098_353	WP_011189652.1
OG0001113	Utg858432_78	WP_011190127.1
OG0001114	Utg859098_97	WP_011189908.1
OG0001115	Utg858498_5	WP_011189846.1
OG0001116	Utg859982_18	WP_011189508.1
OG0001117	Utg859982_15	WP_011188962.1
OG0001118	Utg857992_11	WP_011187917.1
OG0001119	Utg858432_116	WP_041278058.1
OG0001120	Utg862138_29	WP_011188572.1
OG0001121	Utg861448_2	WP_011188932.1
OG0001122	Utg857046_148	WP_011189826.1
OG0001124	Utg859098_252	WP_011189560.1
OG0001125	Utg863716_62	WP_011187916.1
OG0001126	Utg860814_1	WP_011187700.1
OG0001127	Utg857994_16	WP_011189411.1
OG0001132	Utg858494_7	WP_011189134.1
OG0001134	Utg861744_97	WP_011188603.1
OG0001136	Utg857994_83, Utg857994_84	WP_011189732.1
OG0001139	Utg860006_115	WP_011188633.1, WP_049785025.1, WP_041277635.1, WP_011188963.1
OG0001142	Utg858432_30	WP_011190150.1
OG0001143	Utg863716_34	WP_265588575.1
OG0001145	Utg857994_153	WP_011189970.1
OG0001150	Utg859236_99	WP_041278064.1
OG0001155	Utg859098_278	WP_011188483.1
OG0001158	Utg857152_140	WP_011189947.1
OG0001159	Utg859076_30	WP_011189038.1
OG0001161	Utg859388_73	WP_011190027.1
OG0001162	Utg859098_386	WP_162096652.1
OG0001164	Utg859098_272	WP_011188853.1
OG0001165	Utg860814_188	WP_011188521.1
OG0001168	Utg860814_59, Utg860814_58	WP_041277846.1
OG0001169	Utg860814_65	WP_011189086.1
OG0001178	Utg859098_86	WP_011189919.1
OG0001179	Utg860814_117	WP_041277711.1
OG0001180	Utg857682_67, Utg861744_89	WP_011187542.1
OG0001181	Utg857682_68, Utg861744_88	WP_011187541.1
OG0001182	Utg857300_43, Utg857300_42	WP_049785032.1
OG0001183	Utg857046_19	WP_011189001.1
OG0001184	Utg857046_171, Utg857046_170	WP_011190441.1
OG0001189	Utg857152_160	WP_011188586.1
OG0001192	Utg866558_38	WP_011187771.1
OG0001195	Utg862138_54	WP_228130192.1
OG0001197	Utg860814_292	WP_011189852.1
OG0001198	Utg860814_255	WP_041278650.1
OG0001200	Utg860814_110	WP_041277710.1
OG0001203	Utg863716_48	WP_011190358.1
OG0001206	Utg859098_422	WP_011187584.1
OG0001207	Utg859098_421	WP_011187585.1
OG0001208	Utg859750_84	WP_011187339.1
OG0001209	Utg864866_66	WP_041277637.1
OG0001215	Utg864866_15	WP_011188303.1
OG0001223	Utg857682_76	WP_011187993.1
OG0001230	Utg861744_52	WP_011187958.1
OG0001232	Utg857300_52	WP_011187878.1
OG0001233	Utg860006_75	WP_011187456.1
OG0001236	Utg857076_53, Utg857300_20	WP_011189717.1
OG0001237	Utg857076_52, Utg857300_17	WP_011189714.1
OG0001238	Utg863716_56	WP_011190350.1
OG0001239	Utg860006_48	WP_041277965.1
OG0001242	Utg857152_25	WP_011188030.1
OG0001243	Utg857152_44	WP_011188044.1
OG0001244	Utg857152_55	WP_011188050.1
OG0001245	Utg857152_67	WP_049785003.1
OG0001246	Utg857152_104	WP_011188074.1
OG0001247	Utg857046_254	WP_156792206.1
OG0001248	Utg857046_211	WP_011188158.1
OG0001249	Utg857046_131	WP_041277427.1
OG0001252	Utg857076_31	WP_011190111.1
OG0001253	Utg857076_28	WP_011190107.1
OG0001254	Utg857076_24	WP_041278070.1
OG0001255	Utg860814_252, Utg859236_60	WP_011190081.1
OG0001256	Utg859236_47	WP_011190179.1
OG0001257	Utg859236_42	WP_011190174.1
OG0001258	Utg859236_19	WP_011188880.1
OG0001259	Utg859236_18	WP_041277800.1
OG0001260	Utg860006_26	WP_011188713.1
OG0001261	Utg860006_46, Utg860006_47	WP_011188718.1
OG0001263	Utg860006_85	WP_011187459.1
OG0001264	Utg860006_166	WP_011190206.1
OG0001266	Utg857994_143	WP_011189961.1
OG0001267	Utg863716_43	WP_011187707.1
OG0001271	Utg859098_211	WP_011189823.1
OG0001272	Utg859098_223	WP_011189196.1
OG0001273	Utg859098_180	WP_011187990.1
OG0001274	Utg859098_242	WP_228130163.1
OG0001275	Utg859098_312	WP_011188920.1
OG0001276	Utg859098_323	WP_011187464.1
OG0001277	Utg859098_324	WP_041277468.1
OG0001278	Utg859098_332	WP_011187469.1
OG0001279	Utg859098_333	WP_011187468.1
OG0001281	Utg859098_355	WP_011189654.1
OG0001282	Utg859098_356	WP_011189655.1
OG0001283	Utg859098_359	WP_041278031.1
OG0001284	Utg859098_108	WP_011189898.1
OG0001285	Utg859098_107	WP_041278035.1
OG0001286	Utg859098_106	WP_011189900.1
OG0001287	Utg859098_103	WP_011189903.1
OG0001288	Utg859098_102	WP_011189904.1
OG0001289	Utg859098_90	WP_011189915.1
OG0001290	Utg859098_89	WP_011189916.1
OG0001291	Utg858498_8	WP_011189782.1
OG0001292	Utg858498_9	WP_041278007.1
OG0001293	Utg858498_12	WP_011189639.1
OG0001294	Utg859388_148	WP_011189444.1
OG0001296	Utg857076_63	WP_011187575.1
OG0001297	Utg857076_62	WP_011187574.1
OG0001298	Utg866558_17	WP_011190042.1
OG0001300	Utg857046_102	WP_011187313.1
OG0001301	Utg862138_7	WP_011188553.1
OG0001302	Utg857152_58	WP_011188052.1
OG0001303	Utg866558_30	WP_011190054.1
OG0001304	Utg860814_98	WP_011188487.1
OG0001305	Utg860814_105	WP_011188988.1
OG0001306	Utg862138_26	WP_156792220.1
OG0001307	Utg864866_51	WP_049784984.1
OG0001308	Utg857152_105	WP_011188075.1
OG0001309	Utg859388_136	WP_011189454.1
OG0001310	Utg859098_214	WP_011189366.1
OG0001311	Utg857994_43	WP_011189760.1
OG0001312	Utg864866_89	WP_011189133.1
OG0001313	Utg857152_164	WP_011188255.1
OG0001314	Utg860814_151	WP_011188928.1
OG0001317	Utg857152_139	WP_011189306.1
OG0001318	Utg857076_9	WP_011188259.1
OG0001320	Utg858432_64	WP_011187780.1
OG0001322	Utg858494_49	WP_011187738.1, WP_011187731.1, WP_011187728.1
OG0001324	Utg859982_194	WP_011188518.1
OG0001330	Utg860814_324	WP_011188919.1
OG0001332	Utg860006_156	WP_011190181.1
OG0001333	Utg861744_85	WP_011189294.1
OG0001339	Utg858432_95	WP_011190118.1
OG0001340	Utg859236_59	WP_011190080.1
OG0001341	Utg859098_277	WP_041277703.1
OG0001344	Utg857152_14	WP_011187522.1
OG0001345	Utg859236_15	WP_011188990.1
OG0001347	Utg859236_34	WP_011190171.1
OG0001348	Utg864866_27	WP_156792209.1
OG0001353	Utg860814_78	WP_228130197.1
OG0001354	Utg860814_71	WP_011189092.1
OG0001355	Utg859098_246	WP_011189174.1
OG0001357	Utg860006_79	WP_011187805.1
OG0001362	Utg862138_55	WP_011188686.1
OG0001363	Utg866558_33	WP_011190055.1
OG0001364	Utg859236_27	WP_049785165.1
OG0001367	Utg861744_31	WP_011187892.1
OG0001372	Utg857300_8	WP_011187309.1
OG0001376	Utg859982_22	WP_011190003.1
OG0001378	Utg859388_130	WP_011189459.1
OG0001384	Utg861744_132	WP_041277560.1
OG0001385	Utg860814_76	WP_011189099.1
OG0001387	Utg861448_22, Utg863716_95	WP_011189607.1
OG0001390	Utg857994_145	WP_011189963.1
OG0001394	Utg860814_328	WP_162096642.1
OG0001395	Utg860814_281	WP_011189860.1
OG0001396	Utg860814_266	WP_011189865.1
OG0001397	Utg862138_4	WP_011188549.1
OG0001398	Utg860814_238	WP_162096645.1
OG0001399	Utg860814_228	WP_156792316.1
OG0001401	Utg860814_187	WP_228130177.1
OG0001402	Utg860814_80	WP_041277838.1
OG0001403	Utg863716_83	WP_011190311.1
OG0001404	Utg863716_81	WP_011190314.1
OG0001405	Utg863716_79	WP_011190316.1
OG0001406	Utg863716_78	WP_011190317.1
OG0001407	Utg863716_57	WP_011190349.1
OG0001408	Utg863716_55	WP_041278124.1
OG0001409	Utg863716_44	WP_011190359.1
OG0001411	Utg859388_52	WP_011187982.1
OG0001414	Utg857152_178	WP_011189737.1
OG0001415	Utg859750_82	WP_041277644.1
OG0001416	Utg859750_62	WP_011190334.1
OG0001418	Utg864866_83	WP_011188131.1
OG0001421	Utg859432_73, Utg859432_72	WP_011187997.1
OG0001422	Utg859982_29, Utg857994_134	WP_011189022.1
OG0001424	Utg865370_15	WP_011187337.1
OG0001427	Utg863716_67	WP_011188927.1
OG0001429	Utg861744_51	WP_041277589.1
OG0001433	Utg859098_6	WP_011190459.1, WP_041277534.1
OG0001434	Utg857300_55	WP_011187298.1
OG0001438	Utg864866_71, Utg860006_124	WP_011189479.1
OG0001440	Utg859750_31	WP_011187606.1
OG0001445	Utg857152_6	WP_011187528.1
OG0001446	Utg857152_42	WP_011188042.1
OG0001447	Utg857152_43	WP_011188043.1
OG0001448	Utg857152_70	WP_011188061.1
OG0001450	Utg857152_87	WP_011188609.1, WP_011188068.1
OG0001451	Utg857152_115	WP_011188087.1
OG0001452	Utg857046_224	WP_011188101.1
OG0001454	Utg857046_204	WP_041278085.1
OG0001458	Utg857490_5	WP_011188347.1
OG0001459	Utg857490_4	WP_041277674.1
OG0001461	Utg857076_39	WP_011190116.1
OG0001462	Utg857076_20	WP_041278068.1
OG0001463	Utg859982_178	WP_011188107.1
OG0001464	Utg857076_17	WP_011190088.1
OG0001469	Utg859236_53	WP_041277853.1, WP_041277446.1
OG0001470	Utg859236_33	WP_011190170.1
OG0001473	Utg860006_125	WP_156792301.1
OG0001474	Utg860006_138	WP_041277925.1
OG0001477	Utg857994_212	WP_041277414.1
OG0001478	Utg857994_167	WP_011187447.1
OG0001479	Utg857994_160	WP_011189977.1
OG0001480	Utg864866_70	WP_011189006.1
OG0001481	Utg859388_54	WP_011190038.1
OG0001482	Utg859388_79	WP_049785114.1
OG0001483	Utg859388_88	WP_011190016.1
OG0001484	Utg859982_76	WP_049785117.1
OG0001485	Utg859982_137	WP_041278046.1
OG0001488	Utg859098_337	WP_011189517.1
OG0001489	Utg859098_341	WP_041277935.1
OG0001490	Utg859098_112	WP_011189894.1
OG0001491	Utg859098_111	WP_011189895.1
OG0001492	Utg859098_110	WP_011189896.1
OG0001493	Utg859098_109	WP_162096664.1
OG0001494	Utg859098_96	WP_011189909.1
OG0001495	Utg859098_95	WP_011189910.1
OG0001496	Utg859098_93	WP_011189912.1
OG0001497	Utg859098_92	WP_011189913.1
OG0001498	Utg859098_91	WP_011189914.1
OG0001499	Utg859098_84	WP_011189921.1
OG0001500	Utg859098_83	WP_011189922.1
OG0001501	Utg859098_82	WP_011189923.1
OG0001502	Utg859098_81	WP_011189924.1
OG0001503	Utg859098_80	WP_011189925.1
OG0001504	Utg859098_72	WP_011189932.1
OG0001505	Utg859098_65	WP_083818954.1
OG0001507	Utg858498_17	WP_011189417.1
OG0001508	Utg859388_180	WP_011189424.1
OG0001510	Utg859388_131	WP_011189458.1
OG0001511	Utg859388_98	WP_011189770.1, WP_011188610.1
OG0001512	Utg859388_96	WP_011189771.1
OG0001513	Utg858498_3, Utg858498_2, Utg859098_438	WP_011188907.1
OG0001516	Utg857994_52	WP_011189380.1
OG0001517	Utg861448_3	WP_011188933.1
OG0001518	Utg858432_124	WP_011188929.1
OG0001519	Utg858432_20	WP_011190183.1
OG0001520	Utg858432_8	WP_041278083.1
OG0001521	Utg862138_19	WP_011187862.1
OG0001522	Utg862138_8	WP_041277716.1
