Orthogroup	Desulfocapsa_13_biocide	Shewanella oneidensis MR-1
OG0000613	Utg866558_21	WP_006080791.1
OG0000615	Utg858494_101	WP_011071784.1
OG0000616	Utg858494_99	WP_011071786.1
OG0000617	Utg858494_129	WP_011070618.1
OG0000618	Utg858494_127	WP_011070620.1
OG0000619	Utg858494_126	WP_006083596.1
OG0000620	Utg858494_125	WP_006083595.1
OG0000621	Utg858494_124	WP_011070621.1
OG0000623	Utg857994_147	WP_011073687.1
OG0000624	Utg859098_193	WP_007650346.1
OG0000625	Utg859098_192	WP_011073451.1
OG0000626	Utg861744_118	WP_011073399.1
OG0000627	Utg858494_90	WP_011073042.1
OG0000628	Utg859076_34	WP_011071409.1
OG0000630	Utg857152_31	WP_011073225.1
OG0000631	Utg857152_28	WP_011073224.1
OG0000632	Utg859388_81	WP_011073222.1
OG0000634	Utg857994_128	WP_011073362.1
OG0000635	Utg859236_17	WP_011071429.1
OG0000636	Utg859982_221	WP_011071283.1
OG0000637	Utg859388_63	WP_011072714.1
OG0000638	Utg857076_19	WP_011070724.1
OG0000639	Utg859982_5	WP_011072734.1
OG0000640	Utg860006_133	WP_011072733.1
OG0000641	Utg858432_119	WP_011073048.1
OG0000642	Utg857046_24	WP_011072310.1
OG0000643	Utg857994_157	WP_011072175.1
OG0000644	Utg857152_22	WP_011071416.1
OG0000645	Utg857046_27	WP_011072241.1
OG0000646	Utg858432_47	WP_011070601.1
OG0000647	Utg858432_46	WP_011073899.1
OG0000648	Utg858432_43	WP_011073903.1
OG0000649	Utg857994_158	WP_011073601.1
OG0000650	Utg857992_20	WP_011072929.1
OG0000651	Utg859098_261	WP_238560600.1
OG0000652	Utg859388_12	WP_011071706.1
OG0000653	Utg859098_160	WP_011071555.1
OG0000655	Utg857490_21	WP_011074260.1
OG0000656	Utg860814_287	WP_011071432.1
OG0000657	Utg860814_288	WP_011071433.1
OG0000658	Utg860814_293	WP_011071436.1
OG0000659	Utg860814_294	WP_011071437.1
OG0000660	Utg862138_23	WP_006083052.1
OG0000661	Utg862138_24	WP_011073682.1
OG0000662	Utg859236_80	WP_011074308.1
OG0000664	Utg860006_55	WP_011074083.1
OG0000665	Utg859750_18	WP_011073514.1
OG0000667	Utg857300_3	WP_011071021.1
OG0000668	Utg861448_16	WP_011071182.1
OG0000669	Utg861744_69	WP_011072767.1, WP_011071992.1
OG0000670	Utg858432_31	WP_011072407.1
OG0000671	Utg860006_65	WP_006079870.1
OG0000672	Utg857152_41	WP_011073376.1
OG0000673	Utg859982_38	WP_011074185.1
OG0000674	Utg859236_45	WP_011074184.1
OG0000675	Utg858432_131	WP_011074182.1
OG0000676	Utg859098_162	WP_011074181.1
OG0000677	Utg858494_106	WP_006083577.1
OG0000678	Utg858494_107	WP_011070630.1
OG0000679	Utg866558_16	WP_011071566.1
OG0000680	Utg857490_9	WP_011073313.1
OG0000681	Utg858494_138	WP_007644333.1
OG0000682	Utg858494_139	WP_011070609.1
OG0000683	Utg860006_24	WP_011071611.1
OG0000684	Utg857152_110	WP_011074329.1
OG0000685	Utg858494_115	WP_011070627.1
OG0000686	Utg858494_58	WP_011072309.1
OG0000687	Utg858494_119	WP_011070623.1
OG0000688	Utg858494_121	WP_011070622.1
OG0000689	Utg858494_122	WP_007644429.1
OG0000690	Utg857300_51	WP_011073293.1
OG0000691	Utg858494_135	WP_011070612.1
OG0000692	Utg857152_13	WP_011070424.1
OG0000693	Utg857682_77	WP_011070447.1
OG0000694	Utg857046_223	WP_011070419.1
OG0000695	Utg861744_138	WP_011072408.1
OG0000696	Utg857682_78	WP_011071503.1
OG0000697	Utg857152_72	WP_011073781.1
OG0000698	Utg866558_23	WP_011070671.1
OG0000699	Utg857992_14	WP_011070673.1
OG0000700	Utg857994_23	WP_011073442.1
OG0000701	Utg859982_145	WP_011073824.1
OG0000702	Utg863716_85	WP_011070774.1
OG0000704	Utg858432_50	WP_011073896.1
OG0000705	Utg858432_49	WP_011073897.1
OG0000706	Utg858432_48	WP_011073898.1
OG0000707	Utg858432_45	WP_011073900.1
OG0000708	Utg858432_38	WP_011073909.1
OG0000709	Utg859098_244	WP_011074146.1
OG0000710	Utg858432_137	WP_011072679.1
OG0000711	Utg857300_58	WP_011071661.1
OG0000712	Utg859098_194	WP_011073450.1
OG0000713	Utg859388_72	WP_011073318.1
OG0000714	Utg859388_74	WP_011073316.1
OG0000715	Utg857490_10	WP_011073314.1
OG0000716	Utg857490_8	WP_011073312.1
OG0000717	Utg858494_142	WP_011070606.1
OG0000718	Utg858494_141	WP_011070607.1
OG0000719	Utg858494_140	WP_011070608.1
OG0000720	Utg858494_137	WP_011070610.1
OG0000721	Utg858494_134	WP_011070613.1
OG0000722	Utg858494_130	WP_011070616.1
OG0000723	Utg858494_128	WP_037421480.1
OG0000724	Utg858494_123	WP_006083593.1
OG0000725	Utg858494_120	WP_006083590.1
OG0000726	Utg858494_118	WP_011070624.1
OG0000727	Utg858494_114	WP_007644438.1
OG0000728	Utg858494_113	WP_006083582.1
OG0000729	Utg858494_112	WP_011070628.1
OG0000730	Utg858494_111	WP_011070629.1
OG0000731	Utg858494_105	WP_011070631.1
OG0000732	Utg858494_104	WP_011070632.1
OG0000733	Utg858494_103	WP_007644470.1
OG0000734	Utg860814_296	WP_011073925.1
OG0000735	Utg857994_165	WP_011073924.1
OG0000737	Utg860814_290	WP_011071434.1
OG0000738	Utg859432_37	WP_011073375.1
OG0000739	Utg859098_184	WP_011071405.1
OG0000740	Utg857046_195	WP_011074057.1
OG0000741	Utg857152_47	WP_011071209.1
OG0000742	Utg857046_188	WP_011073511.1
OG0000743	Utg857490_15	WP_011073366.1
OG0000744	Utg860006_53	WP_007651394.1
OG0000745	Utg859388_139	WP_011073823.1
OG0000746	Utg859098_235	WP_011071412.1
OG0000747	Utg857994_151	WP_011070765.1
OG0000748	Utg857994_150	WP_011073821.1
OG0000749	Utg857152_184	WP_011072580.1
OG0000750	Utg861744_131	WP_164925864.1
OG0000751	Utg861744_128	WP_011072154.1
OG0000752	Utg863716_108	WP_011074006.1
OG0000753	Utg859982_134	WP_011072469.1
OG0000754	Utg865370_30	WP_011073297.1
OG0000755	Utg865370_29	WP_011073591.1
OG0000756	Utg859098_377	WP_011071973.1
OG0000758	Utg861744_34	WP_011072389.1
OG0000759	Utg863716_91	WP_011072383.1
OG0000760	Utg864866_56	WP_011072381.1
OG0000761	Utg865370_36	WP_011072377.1
OG0000762	Utg857152_182	WP_011070644.1
OG0000763	Utg857152_181	WP_011073286.1
OG0000764	Utg857152_103	WP_011073284.1
OG0000766	Utg861744_46	WP_011071550.1
OG0000767	Utg860814_97	WP_011071557.1
OG0000768	Utg858432_125	WP_011071558.1
OG0000769	Utg858494_100	WP_011071785.1
OG0000770	Utg858494_98	WP_011071787.1
OG0000771	Utg858494_97	WP_011071788.1
OG0000772	Utg858494_95	WP_011071789.1
OG0000773	Utg858494_94	WP_011071790.1
OG0000774	Utg858494_93	WP_011071791.1
OG0000775	Utg857152_8	WP_011071792.1
OG0000776	Utg858432_16	WP_011071794.1
OG0000777	Utg858432_17	WP_011071795.1
OG0000779	Utg859236_39	WP_011071800.1
OG0000780	Utg857994_34	WP_011071749.1, WP_011071820.1
OG0000781	Utg859388_66	WP_011073035.1
OG0000782	Utg857152_113	WP_011073287.1
OG0000783	Utg859098_319	WP_011071159.1
OG0000784	Utg864866_53	WP_011073172.1
OG0000785	Utg864866_52	WP_011073171.1
OG0000786	Utg857682_63	WP_011072331.1
OG0000787	Utg858432_7	WP_011070935.1
OG0000789	Utg858432_136	WP_011072712.1
OG0000790	Utg857152_24	WP_011072561.1
OG0000791	Utg857152_172	WP_011071065.1
OG0000792	Utg858432_138	WP_011072680.1
OG0000793	Utg860814_257	WP_011070932.1
OG0000794	Utg859098_248	WP_011073191.1
OG0000795	Utg859236_57	WP_011073184.1
OG0000796	Utg859388_11	WP_011071705.1
OG0000797	Utg859098_321	WP_011073173.1
OG0000798	Utg864866_5	WP_011073009.1
OG0000799	Utg859236_84	WP_011073010.1
OG0000800	Utg857300_48	WP_011072962.1
OG0000801	Utg858432_94	WP_011072965.1
OG0000802	Utg859982_39	WP_011072968.1
OG0000803	Utg862138_37	WP_011073915.1
OG0000805	Utg857994_194	WP_202950643.1
OG0000806	Utg861744_35	WP_011070467.1
OG0000807	Utg857994_156	WP_011071415.1
OG0000808	Utg858494_59	WP_011071579.1
OG0000809	Utg859076_29	WP_011073282.1
OG0000810	Utg859388_28	WP_011071545.1
OG0000811	Utg859076_28	WP_011070778.1
OG0000813	Utg859236_28	WP_011071913.1
OG0000815	Utg859098_270	WP_011070798.1
OG0000816	Utg861744_39	WP_011073227.1
OG0000817	Utg861744_55	WP_011073228.1
OG0000818	Utg859982_206	WP_011073777.1
OG0000819	Utg859098_237	WP_011072582.1
OG0000820	Utg861744_11	WP_011072999.1
OG0000822	Utg857490_29	WP_011073801.1
OG0000823	Utg857490_26	WP_011071398.1
OG0000825	Utg860006_60	WP_011070430.1
OG0000826	Utg859098_398	WP_011070886.1, WP_011072282.1, WP_011072232.1
OG0000827	Utg857992_34	WP_011072150.1
OG0000828	Utg857992_33	WP_011072149.1
OG0000829	Utg857992_32	WP_006081652.1
OG0000830	Utg857992_31	WP_011072303.1
OG0000831	Utg857992_30	WP_011072302.1
OG0000832	Utg857992_29	WP_011072301.1
OG0000833	Utg862138_6	WP_011071275.1
OG0000834	Utg860814_211	WP_011071428.1
OG0000836	Utg859982_37	WP_011074274.1
OG0000837	Utg857994_149	WP_011073597.1
OG0000838	Utg859750_78	WP_011073598.1
OG0000839	Utg857994_159	WP_011073600.1
OG0000840	Utg860006_92	WP_011072008.1
OG0000841	Utg861744_104	WP_011071454.1
OG0000842	Utg859982_143	WP_011073662.1
OG0000843	Utg859098_186	WP_011073672.1
OG0000844	Utg866558_19	WP_011071568.1
OG0000845	Utg866558_18	WP_011071567.1
OG0000846	Utg866558_15	WP_011071565.1
OG0000848	Utg859098_198	WP_011071402.1
OG0000849	Utg860814_241	WP_011073799.1
OG0000850	Utg865370_6	WP_011073702.1
OG0000851	Utg859432_52	WP_011073699.1
OG0000852	Utg862138_31	WP_011072140.1
OG0000853	Utg862138_25	WP_011072138.1
OG0000854	Utg859098_156	WP_011072134.1
OG0000855	Utg862138_22	WP_011070647.1
OG0000856	Utg859098_158	WP_011074259.1
OG0000858	Utg857152_16	WP_011072100.1
OG0000860	Utg857152_108	WP_011074331.1
OG0000861	Utg862138_32	WP_011074339.1
OG0000862	Utg857046_249	WP_011074340.1
OG0000863	Utg858498_11	WP_011070478.1
OG0000864	Utg857152_40	WP_011070664.1
OG0000865	Utg859432_45	WP_011070651.1
OG0000866	Utg861744_123	WP_011073972.1
OG0000867	Utg857152_66	WP_011071513.1
OG0000868	Utg858432_141	WP_011072677.1
OG0000869	Utg858494_136	WP_011070611.1
OG0000870	Utg857152_7	WP_011072267.1
OG0000871	Utg860814_295	WP_011071439.1
OG0000872	Utg859076_32	WP_164925631.1
OG0000873	Utg858432_134	WP_011073365.1
OG0000874	Utg859982_42	WP_011072288.1
OG0000875	Utg862138_27	WP_164925707.1
OG0000876	Utg858498_10	WP_011072699.1
OG0000877	Utg859750_69	WP_011073189.1
OG0000878	Utg861744_25	WP_011071077.1
OG0000879	Utg859098_208	WP_011071578.1
OG0000880	Utg857682_177	WP_011071574.1
OG0000881	Utg857046_136	WP_011074056.1
OG0000882	Utg857076_30	WP_011071526.1
OG0000883	Utg857076_22	WP_011073527.1
OG0000884	Utg864866_4	WP_011073008.1
OG0000886	Utg857152_198	WP_011072563.1
OG0000887	Utg857682_127	WP_011072458.1
OG0000888	Utg860814_18	WP_011073848.1
OG0000889	Utg857046_218	WP_011073575.1
OG0000890	Utg859388_129	WP_164925658.1
OG0000891	Utg857046_227	WP_011070422.1
OG0000892	Utg858432_33, Utg858432_32	WP_011072406.1
OG0000893	Utg858432_44	WP_011073902.1
OG0000894	Utg857300_13	WP_011071915.1
OG0000895	Utg859432_42	WP_011073967.1
OG0000896	Utg862138_41	WP_011071261.1
OG0000898	Utg857682_75	WP_011073310.1
OG0000899	Utg857992_27	WP_011072098.1
OG0000900	Utg857076_21	WP_011073931.1
OG0000904	Utg860814_95	WP_011070639.1, WP_011070832.1
OG0000906	Utg859750_75, Utg859750_76	WP_011073004.1
OG0000907	Utg859750_22	WP_011072361.1
OG0000912	Utg857152_122, Utg857152_121	WP_011073162.1
OG0000913	Utg857076_64	WP_011074305.1
OG0000914	Utg857300_37	WP_011074130.1, WP_011074134.1, WP_011070511.1
OG0000916	Utg857682_138, Utg857046_100	WP_011071226.1
OG0000917	Utg857152_100	WP_011072775.1
OG0000918	Utg859388_177, Utg860814_150	WP_011073981.1
OG0000922	Utg857046_134	WP_011072424.1, WP_011070816.1
OG0000928	Utg859388_85	WP_011073038.1, WP_011073037.1
OG0000930	Utg859098_247	WP_011070869.1
OG0000931	Utg859098_329	WP_011071294.1
OG0000933	Utg859098_74, Utg859098_75, Utg859076_46	WP_011073124.1
OG0000934	Utg859076_51, Utg859098_66, Utg859098_67	WP_011073119.1
OG0000935	Utg859388_184, Utg858498_24	WP_011073874.1
OG0000937	Utg857994_136	WP_011073920.1
OG0000938	Utg859388_174	WP_011073257.1
OG0000939	Utg858432_107	WP_011073586.1
OG0000941	Utg857490_16	WP_011072468.1
OG0000942	Utg859982_168	WP_011071188.1, WP_011071352.1
OG0000942	Utg859982_167	WP_238560586.1, WP_011072394.1
OG0000943	Utg859098_328	WP_011071295.1
OG0000947	Utg859982_166	WP_011071351.1, WP_011071187.1
OG0000948	Utg859982_165	WP_011071186.1, WP_011071350.1
OG0000951	Utg859982_106	WP_011074188.1
OG0000952	Utg857682_53	WP_011071701.1
OG0000954	Utg859388_173, Utg858432_121, Utg858432_120	WP_011072585.1
OG0000955	Utg863716_21, Utg859388_38	WP_011073794.1
OG0000957	Utg859098_57, Utg857994_246, Utg859098_55	WP_011071694.1
OG0000962	Utg859388_132	WP_011071400.1
OG0000963	Utg857152_106	WP_011074333.1
OG0000966	Utg857076_3, Utg859236_131	WP_011071982.1
OG0000967	Utg857994_90	WP_011072285.1
OG0000968	Utg859098_189	WP_011073674.1
OG0000970	Utg857490_24	WP_011073218.1, WP_164925680.1
OG0000971	Utg859432_47	WP_011070649.1
OG0000973	Utg857682_62	WP_011072330.1
OG0000974	Utg866558_24	WP_011073441.1
OG0000976	Utg860006_128	WP_011072922.1
OG0000977	Utg859098_362	WP_011071875.1
OG0000980	Utg857992_22	WP_274544339.1
OG0000981	Utg861744_44	WP_011074337.1
OG0000982	Utg861744_47	WP_011071987.1
OG0000989	Utg859098_265	WP_011073368.1
OG0000991	Utg859432_40	WP_011071373.1
OG0000992	Utg858432_34	WP_011072405.1
OG0000994	Utg858494_108	WP_006083579.1
OG0000995	Utg858494_117	WP_007644434.1
OG0000999	Utg857152_210	WP_011073020.1
OG0001000	Utg858494_116	WP_011070626.1
OG0001001	Utg857152_125	WP_011072235.1
OG0001002	Utg860814_291	WP_011071435.1
OG0001003	Utg860006_165	WP_011073309.1
OG0001004	Utg864866_85	WP_011072574.1
OG0001005	Utg864866_84	WP_011072575.1
OG0001006	Utg857300_4	WP_011071022.1
OG0001007	Utg858432_135	WP_011073364.1
OG0001008	Utg859982_204	WP_011070820.1
OG0001009	Utg859982_203	WP_011073576.1
OG0001011	Utg863716_109	WP_011074007.1
OG0001012	Utg860814_60	WP_011074022.1
OG0001013	Utg860814_19, Utg860814_20	WP_011074031.1
OG0001014	Utg858432_10	WP_011073929.1
OG0001017	Utg859388_91	WP_011073311.1
OG0001018	Utg859750_68	WP_011071559.1
OG0001019	Utg859388_67	WP_011073034.1
OG0001023	Utg861744_135	WP_202950653.1
OG0001024	Utg860006_134	WP_011072590.1
OG0001026	Utg857994_126, Utg857994_125	WP_011072549.1
OG0001027	Utg857076_42	WP_011074050.1
OG0001029	Utg857992_28	WP_011072099.1
OG0001030	Utg861744_137	WP_011073187.1
OG0001036	Utg857152_102, Utg857152_101	WP_011071067.1
OG0001037	Utg857994_137	WP_011071746.1
OG0001038	Utg857300_56	WP_011073168.1
OG0001039	Utg858432_117	WP_011071441.1
OG0001040	Utg858494_92	WP_011072535.1
OG0001042	Utg859982_220	WP_011071282.1
OG0001045	Utg859388_15	WP_011073857.1
OG0001048	Utg858432_90	WP_011072263.1
OG0001049	Utg859236_98	WP_011070599.1
OG0001052	Utg857152_158	WP_011072202.1
OG0001054	Utg858432_21	WP_011073437.1
OG0001057	Utg857682_14	WP_011072803.1
OG0001058	Utg859388_14	WP_011073856.1
OG0001059	Utg857682_92	WP_011073838.1, WP_011070794.1
OG0001063	Utg859982_72	WP_011072556.1
OG0001066	Utg858432_35	WP_011072404.1
OG0001069	Utg859982_176	WP_011071048.1
OG0001070	Utg859076_33	WP_011071408.1
OG0001072	Utg860814_262	WP_011073547.1
OG0001073	Utg859982_126	WP_164925959.1
OG0001078	Utg857076_4	WP_011073881.1
OG0001082	Utg863716_40	WP_011072827.1
OG0001085	Utg859098_389	WP_011070848.1
OG0001085	Utg864866_113	WP_011070875.1
OG0001086	Utg864866_114	WP_011073941.1, WP_011070876.1
OG0001088	Utg857300_53	WP_011072570.1
OG0001089	Utg860006_113	WP_011072949.1
OG0001093	Utg857046_261	WP_011071888.1
OG0001094	Utg857994_67	WP_011072416.1
OG0001095	Utg858494_86	WP_011071372.1, WP_011070831.1, WP_011071319.1, WP_011071597.1
OG0001100	Utg857994_163	WP_011071908.1
OG0001104	Utg859098_190	WP_011073298.1
OG0001107	Utg859098_317	WP_011072442.1
OG0001108	Utg859098_326	WP_011071531.1
OG0001109	Utg859098_327	WP_011071297.1
OG0001110	Utg859098_330	WP_011071296.1
OG0001114	Utg859098_97	WP_011070537.1, WP_011073106.1
OG0001115	Utg858498_5	WP_011073192.1
OG0001116	Utg859982_18	WP_011071228.1
OG0001118	Utg857992_11	WP_011072698.1
OG0001119	Utg858432_116	WP_011071038.1
OG0001120	Utg862138_29	WP_011072242.1
OG0001121	Utg861448_2	WP_011070513.1
OG0001122	Utg857046_148	WP_164925909.1
OG0001126	Utg860814_1	WP_011073623.1
OG0001133	Utg857994_245	WP_011072487.1, WP_011072208.1, WP_011072110.1
OG0001134	Utg861744_97	WP_011074198.1
OG0001135	Utg857682_162	WP_011073351.1
OG0001136	Utg857994_83, Utg857994_84	WP_193378418.1
OG0001142	Utg858432_30	WP_011071426.1
OG0001143	Utg863716_34	WP_011073641.1
OG0001144	Utg864866_58	WP_011072250.1
OG0001145	Utg857994_153	WP_011070773.1
OG0001156	Utg859098_49, Utg857994_218	WP_011072515.1
OG0001158	Utg857152_140	WP_011073505.1
OG0001160	Utg859750_16	WP_011070670.1
OG0001161	Utg859388_73	WP_011073317.1
OG0001162	Utg859098_386	WP_011073836.1
OG0001164	Utg859098_272	WP_011073767.1
OG0001165	Utg860814_188	WP_011070792.1
OG0001166	Utg860006_27	WP_011070659.1
OG0001168	Utg860814_59, Utg860814_58	WP_011074034.1
OG0001169	Utg860814_65	WP_011074030.1
OG0001176	Utg857682_11	WP_238560541.1
OG0001176	Utg859098_416	WP_011072051.1
OG0001178	Utg859098_86	WP_011073095.1
OG0001179	Utg860814_117	WP_011073930.1
OG0001180	Utg857682_67, Utg861744_89	WP_011071393.1
OG0001181	Utg857682_68, Utg861744_88	WP_011071392.1
OG0001189	Utg857152_160	WP_164925866.1
OG0001192	Utg866558_38	WP_011072762.1
OG0001195	Utg862138_54	WP_011072177.1
OG0001203	Utg863716_48	WP_011070468.1
OG0001208	Utg859750_84	WP_011072519.1
OG0001218	Utg857994_32, Utg859388_50, Utg859388_143	WP_238560547.1
OG0001222	Utg857682_95	WP_011073213.1
OG0001224	Utg857994_133, Utg859982_28	WP_011072544.1
OG0001229	Utg857994_82, Utg861744_26	WP_011070516.1
OG0001234	Utg860814_89, Utg860814_84, Utg863716_124	WP_011072498.1
OG0001238	Utg863716_56	WP_011073014.1, WP_011073570.1
OG0001239	Utg860006_48	WP_164925911.1
OG0001247	Utg857046_254	WP_011070679.1
OG0001249	Utg857046_131	WP_011073198.1
OG0001266	Utg857994_143	WP_011070547.1
OG0001267	Utg863716_43	WP_011074089.1
OG0001273	Utg859098_180	WP_011070810.1
OG0001275	Utg859098_312	WP_011073786.1
OG0001283	Utg859098_359	WP_011072785.1
OG0001284	Utg859098_108	WP_011073111.1
OG0001285	Utg859098_107	WP_011073110.1
OG0001286	Utg859098_106	WP_011073109.1
OG0001287	Utg859098_103	WP_011073107.1
OG0001288	Utg859098_102	WP_011073131.1
OG0001289	Utg859098_90	WP_011073099.1
OG0001290	Utg859098_89	WP_011073098.1
OG0001292	Utg858498_9	WP_011073681.1
OG0001294	Utg859388_148	WP_011073614.1
OG0001296	Utg857076_63	WP_011074306.1
OG0001297	Utg857076_62	WP_011074307.1
OG0001309	Utg859388_136	WP_011072338.1
OG0001311	Utg857994_43	WP_011073408.1
OG0001314	Utg860814_151	WP_011072781.1
OG0001315	Utg860814_273	WP_011073258.1
OG0001317	Utg857152_139	WP_011073212.1, WP_011071529.1
OG0001319	Utg860006_16	WP_011073359.1
OG0001328	Utg858494_64	WP_011070553.1, WP_011071247.1
OG0001330	Utg860814_324	WP_011071425.1
OG0001332	Utg860006_156	WP_011073438.1
OG0001340	Utg859236_59	WP_011072573.1
OG0001347	Utg859236_34	WP_011073577.1
OG0001348	Utg864866_27	WP_011073331.1
OG0001353	Utg860814_78	WP_011074021.1
OG0001355	Utg859098_246	WP_011072388.1
OG0001357	Utg860006_79	WP_011070560.1
OG0001362	Utg862138_55	WP_011072176.1
OG0001363	Utg866558_33	WP_011072373.1
OG0001364	Utg859236_27	WP_011073584.1
OG0001366	Utg857046_65	WP_011070860.1
OG0001369	Utg857152_89	WP_011073000.1
OG0001372	Utg857300_8	WP_011072754.1
OG0001376	Utg859982_22	WP_011073149.1
OG0001378	Utg859388_130	WP_011073216.1
OG0001384	Utg861744_132	WP_011072161.1
OG0001385	Utg860814_76	WP_011074023.1
OG0001391	Utg857300_9	WP_011074319.1
OG0001395	Utg860814_281	WP_011073271.1
OG0001409	Utg863716_44	WP_011070856.1
OG0001411	Utg859388_52	WP_011073390.1
OG0001412	Utg863716_75, Utg857152_204	WP_011074297.1
OG0001421	Utg859432_73, Utg859432_72	WP_011072224.1
OG0001426	Utg860814_191, Utg860814_192	WP_164925867.1
OG0001440	Utg859750_31	WP_011073215.1
OG0001445	Utg857152_6	WP_011070574.1
OG0001449	Utg861744_109, Utg861744_108	WP_011073394.1, WP_011073193.1, WP_011072087.1
OG0001468	Utg857046_86	WP_011074225.1
OG0001469	Utg859236_53	WP_011073829.1
OG0001472	Utg860006_80	WP_011074256.1
OG0001473	Utg860006_125	WP_011073140.1
OG0001475	Utg860006_146, Utg857994_217	WP_011071389.1
OG0001481	Utg859388_54	WP_164925719.1
OG0001490	Utg859098_112	WP_011073133.1
OG0001491	Utg859098_111	WP_011073132.1
OG0001492	Utg859098_110	WP_011073113.1
OG0001493	Utg859098_109	WP_164925897.1
OG0001494	Utg859098_96	WP_011073105.1
OG0001495	Utg859098_95	WP_011073104.1
OG0001496	Utg859098_93	WP_011073102.1
OG0001497	Utg859098_92	WP_011073101.1
OG0001498	Utg859098_91	WP_011073100.1
OG0001499	Utg859098_84	WP_011073129.1
OG0001500	Utg859098_83	WP_011073128.1
OG0001501	Utg859098_82	WP_011073136.1
OG0001502	Utg859098_81	WP_011073127.1
OG0001503	Utg859098_80	WP_011073126.1
OG0001504	Utg859098_72	WP_006082602.1
OG0001505	Utg859098_65	WP_011073117.1
OG0001511	Utg859388_98	WP_011072591.1
OG0001512	Utg859388_96	WP_011072462.1
OG0001521	Utg862138_19	WP_011072384.1, WP_011072337.1
OG0001528	Utg858498_19	WP_011071954.1
OG0001535	Utg860814_203	WP_011070807.1
OG0001537	Utg859432_63	WP_011072227.1
OG0001538	Utg857994_71	WP_011071157.1, WP_011073002.1
OG0001539	Utg857994_99	WP_011071371.1
OG0001541	Utg859982_67	WP_011073711.1
OG0001548	Utg859388_46	WP_011073259.1, WP_011071743.1
OG0001571	Utg859750_36	WP_011074202.1
OG0001576	Utg859982_216	WP_011071278.1
OG0001581	Utg859098_225	WP_011072769.1
OG0001586	Utg859982_16	WP_011072466.1
OG0001591	Utg857682_105	WP_011073936.1, WP_011071650.1
OG0001594	Utg859098_300	WP_011070768.1, WP_011072220.1
OG0001603	Utg859098_357	WP_011073926.1
OG0001609	Utg857046_137	WP_011072683.1
OG0001610	Utg859982_214	WP_011071276.1
OG0001611	Utg859982_219	WP_011071281.1
OG0001615	Utg864866_92	WP_011072114.1
OG0001622	Utg857046_12	WP_011073238.1
OG0001629	Utg860814_261	WP_011073546.1
OG0001634	Utg860814_56	WP_011074026.1
OG0001641	Utg863716_77	WP_164925720.1
OG0001648	Utg863716_4	WP_011074054.1
OG0001658	Utg859750_64	WP_011072410.1
OG0001659	Utg859750_63	WP_011072411.1
OG0001666	Utg859432_64	WP_011072225.1
OG0001667	Utg859098_280	WP_011072824.1
OG0001669	Utg859098_303	WP_011072375.1
OG0001688	Utg861744_116	WP_011073840.1
OG0001692	Utg864866_98	WP_011074017.1, WP_011071633.1, WP_011074126.1
OG0001693	Utg857300_50	WP_011071358.1
OG0001695	Utg860814_90, Utg860814_88	WP_011072495.1
OG0001708	Utg857152_98	WP_011072773.1
OG0001710	Utg859388_176	WP_011073819.1, WP_011073982.1, WP_011072470.1
OG0001711	Utg857046_219	WP_011074261.1
OG0001722	Utg857152_233	WP_011074052.1
OG0001725	Utg859236_37	WP_011073523.1
OG0001726	Utg859236_35	WP_011073522.1
OG0001736	Utg861744_14	WP_011071530.1
OG0001739	Utg859098_229	WP_011071016.1
OG0001745	Utg859098_360	WP_011071877.1
OG0001746	Utg859098_361	WP_011071876.1
OG0001748	Utg859098_79	WP_011073125.1
OG0001749	Utg859098_73, Utg859076_45	WP_011073123.1
OG0001751	Utg859098_68	WP_011073120.1
OG0001755	Utg859388_137	WP_011072251.1
OG0001756	Utg859388_133	WP_011074252.1
OG0001763	Utg861448_7, Utg861448_6	WP_011070590.1
OG0001769	Utg858432_83	WP_011071394.1
OG0001774	Utg859098_271	WP_011070561.1
OG0001777	Utg857682_37	WP_011071366.1
OG0001783	Utg859098_364	WP_011072265.1
OG0001784	Utg859982_187	WP_164925781.1
OG0001785	Utg860814_125	WP_011073748.1
OG0001786	Utg859432_4	WP_011074412.1, WP_011071259.1
OG0001787	Utg860814_152, Utg860814_153	WP_011072782.1
OG0001794	Utg857682_150	WP_164925876.1
OG0001798	Utg857076_8	WP_011070830.1
OG0001800	Utg861448_34	WP_011070874.1
OG0001801	Utg866558_12	WP_011070956.1
OG0001802	Utg859236_46	WP_011073436.1, WP_011071964.1
OG0001804	Utg861744_98	WP_011072262.1
OG0001805	Utg858494_45	WP_011070702.1
OG0001807	Utg858494_74, Utg863716_7	WP_011071489.1
OG0001809	Utg859236_63	WP_011072070.1
OG0001810	Utg859982_191	WP_011072747.1
OG0001811	Utg859982_193, Utg859982_192	WP_011072746.1
OG0001821	Utg857682_49	WP_011071271.1
OG0001834	Utg859098_291	WP_011072260.1
OG0001836	Utg860814_163	WP_011074171.1, WP_011073788.1, WP_011070681.1
OG0001843	Utg857682_104	WP_011073938.1
OG0001847	Utg859982_55	WP_011072118.1
OG0001851	Utg858494_50	WP_011072438.1
OG0001857	Utg857994_47, Utg858432_58	WP_011071869.1
OG0001858	Utg859388_135	WP_011071073.1
OG0001863	Utg859388_182, Utg858498_26	WP_011072060.1
OG0001873	Utg860814_212	WP_011073370.1
OG0001895	Utg864866_10	WP_164925592.1
OG0001903	Utg859098_435	WP_011070584.1
OG0001908	Utg861744_112	WP_011070697.1
