Orthogroup	Desulfocapsa_13_biocide	Desulfovibrio vulgaris DP4
OG0000639	Utg859982_5	WP_043629256.1
OG0000640	Utg860006_133	WP_010937959.1
OG0000641	Utg858432_119	WP_010938000.1
OG0000642	Utg857046_24	WP_011793050.1
OG0000643	Utg857994_157	WP_010938865.1
OG0000644	Utg857152_22	WP_011792392.1
OG0000645	Utg857046_27	WP_011792997.1
OG0000646	Utg858432_47	WP_011791805.1
OG0000647	Utg858432_46	WP_010939773.1
OG0000648	Utg858432_43	WP_010939777.1
OG0000649	Utg857994_158	WP_010938866.1
OG0000650	Utg857992_20	WP_011792870.1
OG0000651	Utg859098_261	WP_011792873.1
OG0000652	Utg859388_12	WP_010938643.1
OG0000653	Utg859098_160	WP_043629518.1
OG0000654	Utg859750_12, Utg859750_13	WP_011792650.1
OG0000655	Utg857490_21	WP_011792855.1
OG0000656	Utg860814_287	WP_010937817.1
OG0000657	Utg860814_288	WP_010937816.1
OG0000658	Utg860814_293	WP_011792851.1
OG0000659	Utg860814_294	WP_181409373.1
OG0000660	Utg862138_23	WP_010939789.1
OG0000661	Utg862138_24	WP_010939788.1
OG0000662	Utg859236_80	WP_011792821.1
OG0000664	Utg860006_55	WP_223294688.1
OG0000665	Utg859750_18	WP_010938035.1
OG0000667	Utg857300_3	WP_010939263.1
OG0000670	Utg858432_31	WP_011791970.1
OG0000671	Utg860006_65	WP_010938507.1
OG0000672	Utg857152_41	WP_011791432.1
OG0000673	Utg859982_38	WP_010938823.1
OG0000674	Utg859236_45	WP_011791534.1
OG0000675	Utg858432_131	WP_011791332.1
OG0000676	Utg859098_162	WP_010938875.1
OG0000677	Utg858494_106	WP_010938622.1
OG0000678	Utg858494_107	WP_010938621.1
OG0000679	Utg866558_16	WP_010938140.1
OG0000680	Utg857490_9	WP_010938494.1
OG0000681	Utg858494_138	WP_010940187.1
OG0000682	Utg858494_139	WP_043629159.1
OG0000683	Utg860006_24	WP_010939599.1
OG0000684	Utg857152_110	WP_010938075.1
OG0000685	Utg858494_115	WP_010938614.1
OG0000686	Utg858494_58	WP_010938890.1
OG0000687	Utg858494_119	WP_010938609.1
OG0000688	Utg858494_121	WP_010938607.1
OG0000689	Utg858494_122	WP_010938606.1
OG0000690	Utg857300_51	WP_010938747.1
OG0000691	Utg858494_135	WP_010938593.1
OG0000692	Utg857152_13	WP_049758104.1
OG0000693	Utg857682_77	WP_011791337.1
OG0000694	Utg857046_223	WP_011792542.1
OG0000695	Utg861744_138	WP_011791336.1
OG0000696	Utg857682_78	WP_011791441.1
OG0000697	Utg857152_72	WP_011791481.1
OG0000698	Utg866558_23	WP_010938134.1
OG0000699	Utg857992_14	WP_011792683.1
OG0000700	Utg857994_23	WP_011792217.1
OG0000701	Utg859982_145	WP_011792484.1
OG0000702	Utg863716_85	WP_011792477.1
OG0000704	Utg858432_50	WP_010939769.1
OG0000705	Utg858432_49	WP_010939770.1
OG0000706	Utg858432_48	WP_223294677.1
OG0000707	Utg858432_45	WP_011791804.1
OG0000708	Utg858432_38	WP_010939783.1
OG0000709	Utg859098_244	WP_043629306.1
OG0000710	Utg858432_137	WP_011791775.1
OG0000711	Utg857300_58	WP_010938129.1
OG0000712	Utg859098_194	WP_010938228.1
OG0000713	Utg859388_72	WP_010938499.1
OG0000714	Utg859388_74	WP_011792505.1
OG0000715	Utg857490_10	WP_010938495.1
OG0000716	Utg857490_8	WP_010938493.1
OG0000717	Utg858494_142	WP_010940183.1
OG0000718	Utg858494_141	WP_010940184.1
OG0000719	Utg858494_140	WP_010940185.1
OG0000720	Utg858494_137	WP_011791613.1
OG0000721	Utg858494_134	WP_010938594.1
OG0000722	Utg858494_130	WP_010938597.1
OG0000723	Utg858494_128	WP_011792455.1
OG0000724	Utg858494_123	WP_010938605.1
OG0000725	Utg858494_120	WP_010938608.1
OG0000726	Utg858494_118	WP_010938610.1
OG0000727	Utg858494_114	WP_010938615.1
OG0000728	Utg858494_113	WP_010938616.1
OG0000729	Utg858494_112	WP_010938617.1
OG0000730	Utg858494_111	WP_010938618.1
OG0000731	Utg858494_105	WP_010938623.1
OG0000732	Utg858494_104	WP_010938624.1
OG0000733	Utg858494_103	WP_010938625.1
OG0000734	Utg860814_296	WP_011791926.1
OG0000735	Utg857994_165	WP_011791344.1
OG0000736	Utg860814_280	WP_011791987.1
OG0000737	Utg860814_290	WP_011792849.1
OG0000738	Utg859432_37	WP_010938947.1
OG0000739	Utg859098_184	WP_011792507.1
OG0000740	Utg857046_195	WP_010940646.1
OG0000741	Utg857152_47	WP_010939720.1
OG0000742	Utg857046_188	WP_014524672.1
OG0000743	Utg857490_15	WP_010937757.1
OG0000744	Utg860006_53	WP_010940500.1
OG0000745	Utg859388_139	WP_011792461.1
OG0000746	Utg859098_235	WP_043629470.1
OG0000747	Utg857994_151	WP_049758073.1
OG0000748	Utg857994_150	WP_010940172.1
OG0000749	Utg857152_184	WP_011792699.1
OG0000750	Utg861744_131	WP_043629133.1
OG0000751	Utg861744_128	WP_010937633.1
OG0000752	Utg863716_108	WP_010938673.1
OG0000753	Utg859982_134	WP_011792330.1
OG0000754	Utg865370_30	WP_010938914.1
OG0000755	Utg865370_29	WP_011792317.1
OG0000756	Utg859098_377	WP_011792702.1
OG0000757	Utg857046_201	WP_010937395.1
OG0000758	Utg861744_34	WP_014524181.1
OG0000759	Utg863716_91	WP_011792877.1
OG0000760	Utg864866_56	WP_010940408.1
OG0000761	Utg865370_36	WP_010938200.1
OG0000762	Utg857152_182	WP_011792572.1
OG0000763	Utg857152_181	WP_010938389.1
OG0000764	Utg857152_103	WP_011792535.1
OG0000765	Utg857994_216	WP_010937393.1
OG0000766	Utg861744_46	WP_010939096.1
OG0000767	Utg860814_97	WP_081428877.1
OG0000768	Utg858432_125	WP_010937363.1
OG0000769	Utg858494_100	WP_010938172.1
OG0000770	Utg858494_98	WP_011792660.1
OG0000771	Utg858494_97	WP_011792661.1
OG0000772	Utg858494_95	WP_010938167.1
OG0000773	Utg858494_94	WP_011792663.1
OG0000774	Utg858494_93	WP_011792664.1
OG0000775	Utg857152_8	WP_011791908.1
OG0000776	Utg858432_16	WP_011791910.1
OG0000777	Utg858432_17	WP_010939641.1
OG0000778	Utg859076_36	WP_010939500.1
OG0000779	Utg859236_39	WP_011792378.1
OG0000780	Utg857994_34	WP_011792658.1
OG0000782	Utg857152_113	WP_011792254.1
OG0000783	Utg859098_319	WP_010939719.1
OG0000784	Utg864866_53	WP_010938343.1
OG0000785	Utg864866_52	WP_010938342.1
OG0000787	Utg858432_7	WP_011791423.1
OG0000789	Utg858432_136	WP_011792483.1
OG0000790	Utg857152_24	WP_011791446.1
OG0000792	Utg858432_138	WP_011791774.1
OG0000793	Utg860814_257	WP_011792862.1
OG0000794	Utg859098_248	WP_011791622.1
OG0000795	Utg859236_57	WP_011791453.1
OG0000796	Utg859388_11	WP_011792441.1
OG0000797	Utg859098_321	WP_043629431.1
OG0000798	Utg864866_5	WP_011792740.1
OG0000799	Utg859236_84	WP_011791345.1
OG0000800	Utg857300_48	WP_010937472.1
OG0000801	Utg858432_94	WP_043629175.1
OG0000802	Utg859982_39	WP_010940307.1
OG0000803	Utg862138_37	WP_011791590.1
OG0000804	Utg857046_156, Utg857300_38	WP_010937892.1
OG0000806	Utg861744_35	WP_011791474.1
OG0000807	Utg857994_156	WP_010938864.1
OG0000808	Utg858494_59	WP_010938952.1
OG0000809	Utg859076_29	WP_011792736.1
OG0000811	Utg859076_28	WP_010939094.1
OG0000813	Utg859236_28	WP_011792341.1
OG0000814	Utg860814_27, Utg860814_28	WP_011793113.1
OG0000815	Utg859098_270	WP_011791424.1
OG0000816	Utg861744_39	WP_011791479.1
OG0000817	Utg861744_55	WP_011791536.1
OG0000818	Utg859982_206	WP_011792705.1
OG0000819	Utg859098_237	WP_010940202.1
OG0000821	Utg857076_59	WP_010939675.1
OG0000822	Utg857490_29	WP_010938089.1
OG0000823	Utg857490_26	WP_010938086.1
OG0000825	Utg860006_60	WP_011792161.1
OG0000827	Utg857992_34	WP_011791788.1
OG0000828	Utg857992_33	WP_010939804.1
OG0000829	Utg857992_32	WP_010939805.1
OG0000830	Utg857992_31	WP_010939806.1
OG0000831	Utg857992_30	WP_010939807.1
OG0000832	Utg857992_29	WP_010939808.1
OG0000834	Utg860814_211	WP_011792463.1
OG0000835	Utg861744_136	WP_010939342.1
OG0000836	Utg859982_37	WP_010938824.1
OG0000837	Utg857994_149	WP_010940174.1
OG0000838	Utg859750_78	WP_011792377.1
OG0000839	Utg857994_159	WP_011792343.1
OG0000840	Utg860006_92	WP_011791360.1
OG0000841	Utg861744_104	WP_010938881.1
OG0000842	Utg859982_143	WP_011792613.1
OG0000843	Utg859098_186	WP_010938257.1
OG0000844	Utg866558_19	WP_010938137.1
OG0000845	Utg866558_18	WP_010938138.1
OG0000846	Utg866558_15	WP_011792681.1
OG0000847	Utg857046_199, Utg857046_200	WP_011792495.1
OG0000848	Utg859098_198	WP_011792139.1
OG0000849	Utg860814_241	WP_010937833.1
OG0000850	Utg865370_6	WP_010938922.1
OG0000851	Utg859432_52	WP_010938919.1
OG0000852	Utg862138_31	WP_011792704.1
OG0000853	Utg862138_25	WP_011792566.1
OG0000854	Utg859098_156	WP_010937424.1
OG0000855	Utg862138_22	WP_010937798.1
OG0000856	Utg859098_158	WP_011792247.1
OG0000858	Utg857152_16	WP_010939912.1
OG0000860	Utg857152_108	WP_010938077.1
OG0000861	Utg862138_32	WP_010938546.1
OG0000862	Utg857046_249	WP_011792201.1
OG0000863	Utg858498_11	WP_081428900.1
OG0000864	Utg857152_40	WP_011791790.1
OG0000865	Utg859432_45	WP_010938393.1
OG0000866	Utg861744_123	WP_011792165.1
OG0000867	Utg857152_66	WP_011791469.1
OG0000869	Utg858494_136	WP_010940189.1
OG0000870	Utg857152_7	WP_011792158.1
OG0000871	Utg860814_295	WP_010937809.1
OG0000872	Utg859076_32	WP_010939147.1
OG0000873	Utg858432_134	WP_011792149.1
OG0000874	Utg859982_42	WP_010938672.1
OG0000875	Utg862138_27	WP_010940499.1
OG0000876	Utg858498_10	WP_010938699.1
OG0000877	Utg859750_69	WP_010939186.1
OG0000878	Utg861744_25	WP_011792977.1
OG0000879	Utg859098_208	WP_258312757.1
OG0000881	Utg857046_136	WP_010939506.1
OG0000882	Utg857076_30	WP_010938252.1
OG0000883	Utg857076_22	WP_011791339.1
OG0000884	Utg864866_4	WP_010939107.1
OG0000886	Utg857152_198	WP_011791527.1
OG0000887	Utg857682_127	WP_011793162.1, WP_011792895.1
OG0000888	Utg860814_18	WP_010937584.1, WP_011176621.1
OG0000889	Utg857046_218	WP_010938879.1
OG0000890	Utg859388_129	WP_011791978.1
OG0000891	Utg857046_227	WP_014524309.1
OG0000892	Utg858432_33, Utg858432_32	WP_011791971.1
OG0000893	Utg858432_44	WP_010939776.1
OG0000894	Utg857300_13	WP_011792451.1
OG0000895	Utg859432_42	WP_011792181.1
OG0000896	Utg862138_41	WP_011791906.1
OG0000897	Utg857076_60	WP_010939676.1
OG0000898	Utg857682_75	WP_011792843.1
OG0000899	Utg857992_27	WP_011791448.1
OG0000900	Utg857076_21	WP_010938197.1
OG0000902	Utg860814_108	WP_010939236.1
OG0000903	Utg860814_106	WP_011792142.1
OG0000904	Utg860814_95	WP_010939849.1
OG0000906	Utg859750_75, Utg859750_76	WP_011792375.1
OG0000907	Utg859750_22	WP_010940042.1
OG0000909	Utg857682_174, Utg859982_46	WP_010938537.1
OG0000910	Utg865370_34	WP_011793179.1
OG0000912	Utg857152_122, Utg857152_121	WP_011793160.1
OG0000913	Utg857076_64	WP_011792729.1
OG0000915	Utg857300_28	WP_011792400.1
OG0000917	Utg857152_100	WP_011792886.1
OG0000922	Utg857046_134	WP_010939520.1
OG0000923	Utg857046_22	WP_010937348.1
OG0000924	Utg857994_207, Utg857994_213	WP_223294698.1
OG0000928	Utg859388_85	WP_011792891.1
OG0000929	Utg857994_22, Utg857994_21	WP_010939086.1
OG0000931	Utg859098_329	WP_011791399.1
OG0000932	Utg857046_234, Utg859098_126	WP_011792842.1
OG0000933	Utg859098_74, Utg859098_75, Utg859076_46	WP_011792845.1
OG0000934	Utg859076_51, Utg859098_66, Utg859098_67	WP_011792666.1
OG0000935	Utg859388_184, Utg858498_24	WP_010938927.1
OG0000936	Utg859982_80	WP_010938888.1
OG0000937	Utg857994_136	WP_011791842.1
OG0000938	Utg859388_174	WP_011792162.1
OG0000939	Utg858432_107	WP_011791844.1
OG0000940	Utg857076_11	WP_011792354.1
OG0000941	Utg857490_16	WP_223294582.1
OG0000943	Utg859098_328	WP_011792636.1
OG0000944	Utg858432_128	WP_011793146.1
OG0000944	Utg861448_35	WP_011787409.1
OG0000946	Utg864866_90	WP_011792382.1
OG0000946	Utg858494_6	WP_223294697.1
OG0000951	Utg859982_106	WP_010940476.1
OG0000952	Utg857682_53	WP_010940285.1, WP_011791833.1
OG0000954	Utg858432_121, Utg858432_120	WP_010937682.1
OG0000955	Utg863716_21, Utg859388_38	WP_010940356.1
OG0000956	Utg857992_41	WP_011792474.1
OG0000962	Utg859388_132	WP_010938550.1
OG0000963	Utg857152_106	WP_010938079.1
OG0000964	Utg859982_41	WP_011791593.1
OG0000966	Utg857076_3, Utg859236_131	WP_011792905.1
OG0000967	Utg857994_90	WP_010939606.1
OG0000968	Utg859098_189	WP_010938255.1
OG0000971	Utg859432_47	WP_010938395.1
OG0000972	Utg859098_228	WP_010937628.1
OG0000974	Utg866558_24	WP_081428990.1
OG0000976	Utg860006_128	WP_011792778.1
OG0000980	Utg857992_22	WP_011792367.1
OG0000981	Utg861744_44	WP_011791340.1
OG0000983	Utg858432_111	WP_010940191.1
OG0000985	Utg862138_15	WP_011791955.1
OG0000986	Utg858432_104	WP_011792967.1
OG0000987	Utg859098_268	WP_010938679.1
OG0000988	Utg859750_14	WP_011792649.1
OG0000989	Utg859098_265	WP_010939182.1
OG0000990	Utg861744_40	WP_011791537.1
OG0000991	Utg859432_40	WP_010938900.1
OG0000992	Utg858432_34	WP_011791972.1
OG0000994	Utg858494_108	WP_010938620.1
OG0000995	Utg858494_117	WP_010938612.1
OG0000996	Utg857046_68	WP_010937452.1
OG0000998	Utg859982_156	WP_011792690.1
OG0000999	Utg857152_210	WP_011793046.1
OG0001000	Utg858494_116	WP_010938613.1
OG0001001	Utg857152_125	WP_043629039.1
OG0001003	Utg860006_165	WP_010939733.1
OG0001004	Utg864866_85	WP_011792332.1
OG0001005	Utg864866_84	WP_010938892.1
OG0001006	Utg857300_4	WP_010939262.1
OG0001007	Utg858432_135	WP_010939214.1
OG0001008	Utg859982_204	WP_011792606.1
OG0001009	Utg859982_203	WP_010940563.1
OG0001014	Utg858432_10	WP_010940203.1
OG0001017	Utg859388_91	WP_011793104.1
OG0001018	Utg859750_68	WP_010939185.1
OG0001020	Utg861744_59	WP_011787310.1
OG0001022	Utg857046_31	WP_011792252.1
OG0001023	Utg861744_135	WP_011792196.1
OG0001024	Utg860006_134	WP_010939119.1
OG0001029	Utg857992_28	WP_010940458.1
OG0001030	Utg861744_137	WP_011791335.1
OG0001033	Utg859098_260	WP_011792872.1
OG0001034	Utg861744_53	WP_010939171.1
OG0001035	Utg861744_22	WP_010938110.1
OG0001038	Utg857300_56	WP_010938913.1
OG0001039	Utg858432_117	WP_010940375.1
OG0001040	Utg858494_92	WP_011792665.1
OG0001045	Utg859388_15	WP_011792372.1
OG0001046	Utg866558_26	WP_011792338.1
OG0001047	Utg865370_4	WP_011792791.1
OG0001048	Utg858432_90	WP_010939514.1
OG0001049	Utg859236_98	WP_010938069.1
OG0001053	Utg857994_209	WP_011792885.1
OG0001054	Utg858432_21	WP_011792948.1
OG0001056	Utg859098_437, Utg858498_1	WP_010938831.1
OG0001058	Utg859388_14	WP_010938868.1
OG0001059	Utg857682_92	WP_010939072.1
OG0001060	Utg861448_4	WP_010938821.1
OG0001063	Utg859982_72	WP_011791498.1
OG0001065	Utg859236_30, Utg859236_29	WP_011791629.1
OG0001066	Utg858432_35	WP_010939530.1
OG0001067	Utg859982_135, Utg859982_136	WP_011792243.1
OG0001068	Utg859098_273	WP_043629168.1
OG0001070	Utg859076_33	WP_010939146.1
OG0001071	Utg860814_250, Utg860814_268, Utg860814_269	WP_011791395.1
OG0001072	Utg860814_262	WP_010939581.1
OG0001075	Utg859098_419	WP_010939385.1
OG0001076	Utg857152_183	WP_011792646.1
OG0001080	Utg857152_222	WP_010937870.1
OG0001082	Utg863716_40	WP_011791611.1
OG0001083	Utg865370_14	WP_011792557.1
OG0001084	Utg865370_12	WP_011792558.1
OG0001085	Utg864866_113	WP_011792257.1
OG0001088	Utg857300_53	WP_011792380.1
OG0001089	Utg860006_113	WP_043629731.1
OG0001091	Utg857076_49, Utg857300_21	WP_010938477.1
OG0001093	Utg857046_261	WP_011793176.1
OG0001094	Utg857994_67	WP_011792090.1
OG0001096	Utg858494_56	WP_010937763.1
OG0001098	Utg859098_10	WP_011791374.1, WP_011792631.1
OG0001100	Utg857994_163	WP_011791602.1
OG0001101	Utg859388_71	WP_010938871.1
OG0001102	Utg859982_77	WP_010939814.1
OG0001104	Utg859098_190	WP_011792513.1
OG0001105	Utg859098_253	WP_011792143.1
OG0001106	Utg859098_254	WP_010939231.1
OG0001108	Utg859098_326	WP_011791983.1
OG0001109	Utg859098_327	WP_011792694.1
OG0001110	Utg859098_330	WP_010938306.1
OG0001111	Utg859098_353	WP_010940360.1
OG0001112	Utg857046_155, Utg857046_233, Utg859098_125	WP_010937840.1
OG0001113	Utg858432_78	WP_010940284.1
OG0001114	Utg859098_97	WP_011793169.1
OG0001115	Utg858498_5	WP_011792562.1
OG0001116	Utg859982_18	WP_223294612.1
OG0001117	Utg859982_15	WP_011793095.1
OG0001118	Utg857992_11	WP_010938324.1
OG0001120	Utg862138_29	WP_011791315.1
OG0001121	Utg861448_2	WP_043629650.1
OG0001122	Utg857046_148	WP_223294614.1
OG0001124	Utg859098_252	WP_010939233.1
OG0001127	Utg857994_16, Utg857682_169	WP_011791607.1
OG0001132	Utg858494_7	WP_010939281.1
OG0001134	Utg861744_97	WP_011791389.1, WP_011791996.1
OG0001136	Utg857994_83, Utg857994_84	WP_011791366.1
OG0001142	Utg858432_30	WP_010939535.1
OG0001144	Utg864866_58	WP_010939197.1
OG0001150	Utg859236_99	WP_010938957.1
OG0001152	Utg857992_36	WP_011791789.1
OG0001153	Utg861744_68	WP_011787307.1
OG0001154	Utg857152_46	WP_010937910.1
OG0001155	Utg859098_278	WP_011791562.1
OG0001157	Utg861744_62	WP_011176593.1
OG0001158	Utg857152_140	WP_011791493.1
OG0001160	Utg859750_16	WP_043629368.1
OG0001164	Utg859098_272	WP_010938296.1
OG0001171	Utg861744_94	WP_011787306.1
OG0001172	Utg861744_66	WP_011787308.1
OG0001173	Utg861744_65	WP_011787309.1
OG0001174	Utg861744_96	WP_011787304.1
OG0001178	Utg859098_86	WP_010940487.1
OG0001180	Utg857682_67, Utg861744_89	WP_010938205.1
OG0001181	Utg857682_68, Utg861744_88	WP_011792642.1
OG0001195	Utg862138_54	WP_223294667.1
OG0001197	Utg860814_292	WP_011792850.1
OG0001198	Utg860814_255	WP_011791925.1
OG0001199	Utg860814_226	WP_011791416.1
OG0001200	Utg860814_110	WP_010938903.1
OG0001202	Utg863716_82	WP_010938583.1, WP_010937996.1
OG0001203	Utg863716_48	WP_011791984.1
OG0001206	Utg859098_422	WP_011792081.1
OG0001207	Utg859098_421	WP_010939380.1
OG0001208	Utg859750_84	WP_011792398.1, WP_011792695.1
OG0001209	Utg864866_66	WP_010938959.1
OG0001212	Utg863716_133, Utg857076_2, Utg859236_130	WP_011792904.1
OG0001213	Utg863716_132, Utg857076_1, Utg859236_129	WP_011792903.1
OG0001215	Utg864866_15	WP_223294587.1
OG0001216	Utg857152_219	WP_011793044.1
OG0001223	Utg857682_168, Utg857682_76	WP_043629194.1
OG0001230	Utg861744_52	WP_011791831.1
OG0001232	Utg857300_52	WP_010938748.1
OG0001233	Utg860006_75	WP_011792786.1
OG0001236	Utg857076_53, Utg857300_20	WP_010938476.1
OG0001237	Utg857076_52, Utg857300_17	WP_223294583.1
OG0001242	Utg857152_25	WP_011792112.1
OG0001243	Utg857152_44	WP_010937711.1
OG0001244	Utg857152_55	WP_010938666.1
OG0001245	Utg857152_67	WP_011792632.1
OG0001246	Utg857152_104	WP_011792709.1
OG0001247	Utg857046_254	WP_011791848.1
OG0001248	Utg857046_211	WP_010938481.1
OG0001252	Utg857076_31	WP_010939940.1
OG0001253	Utg857076_28	WP_011792403.1
OG0001254	Utg857076_24	WP_010939643.1
OG0001256	Utg859236_47	WP_010938142.1
OG0001257	Utg859236_42	WP_010937806.1
OG0001258	Utg859236_19	WP_010938576.1
OG0001259	Utg859236_18	WP_010938577.1
OG0001260	Utg860006_26	WP_010938590.1
OG0001261	Utg860006_46, Utg860006_47	WP_011791573.1
OG0001262	Utg860006_58	WP_010937569.1, WP_010937449.1
OG0001263	Utg860006_85	WP_011792781.1, WP_010937994.1
OG0001264	Utg860006_166	WP_011792534.1
OG0001266	Utg857994_143	WP_081428952.1
OG0001269	Utg859982_196	WP_011791483.1
OG0001271	Utg859098_211	WP_011792191.1
OG0001272	Utg859098_223	WP_011792498.1, WP_011791995.1
OG0001274	Utg859098_242	WP_010939200.1
OG0001275	Utg859098_312	WP_010938274.1
OG0001276	Utg859098_323	WP_011791515.1
OG0001277	Utg859098_324	WP_011791516.1
OG0001278	Utg859098_332	WP_011791467.1
OG0001279	Utg859098_333	WP_011791468.1
OG0001280	Utg859098_338, Utg859098_339	WP_043629792.1
OG0001281	Utg859098_355	WP_011792104.1
OG0001282	Utg859098_356	WP_010940171.1
OG0001283	Utg859098_359	WP_011792342.1
OG0001284	Utg859098_108	WP_011793006.1, WP_011791847.1
OG0001285	Utg859098_107	WP_011787394.1, WP_011793007.1
OG0001286	Utg859098_106	WP_011176697.1, WP_010937617.1
OG0001287	Utg859098_103	WP_010938738.1
OG0001288	Utg859098_102	WP_010938737.1
OG0001289	Utg859098_90	WP_011787378.1, WP_010940491.1
OG0001290	Utg859098_89	WP_011176682.1, WP_011791425.1
OG0001292	Utg858498_9	WP_010940433.1
OG0001293	Utg858498_12	WP_010938180.1
OG0001296	Utg857076_63	WP_011792728.1
OG0001297	Utg857076_62	WP_011792727.1
OG0001298	Utg866558_17	WP_010938139.1
OG0001300	Utg857046_102	WP_011792711.1
OG0001302	Utg857152_58, Utg857682_170	WP_011792553.1
OG0001303	Utg866558_30	WP_011792389.1
OG0001304	Utg860814_98	WP_011792915.1
OG0001305	Utg860814_105	WP_010940448.1
OG0001306	Utg862138_26	WP_011792567.1
OG0001308	Utg857152_105	WP_011792710.1
OG0001309	Utg859388_136	WP_011792536.1
OG0001311	Utg857994_43	WP_011791669.1
OG0001312	Utg858494_8	WP_011787398.1
OG0001314	Utg860814_151	WP_010937896.1
OG0001317	Utg857152_139	WP_011791708.1
OG0001318	Utg857076_9	WP_011791692.1
OG0001324	Utg859982_194	WP_010937902.1, WP_011792809.1
OG0001346	Utg860006_68	WP_010938652.1
OG0001352	Utg857152_79	WP_011792853.1
OG0001359	Utg861744_95	WP_011787305.1
OG0001372	Utg857300_8	WP_010940207.1, WP_010937606.1
OG0001387	Utg861448_22, Utg863716_95	WP_010940624.1
OG0001396	Utg860814_266	WP_043629066.1
OG0001398	Utg860814_238	WP_223294642.1
OG0001401	Utg860814_187	WP_010937640.1
OG0001403	Utg863716_83	WP_011792459.1
OG0001404	Utg863716_81	WP_010938584.1
OG0001405	Utg863716_79	WP_010938586.1
OG0001406	Utg863716_78	WP_010938587.1
OG0001412	Utg863716_75, Utg857152_204	WP_010937797.1
OG0001414	Utg857152_178	WP_011793010.1
OG0001415	Utg859750_82	WP_010939693.1
OG0001416	Utg859750_62	WP_011791841.1
OG0001419	Utg857152_217	WP_011793041.1
OG0001420	Utg857152_218	WP_010937557.1
OG0001424	Utg865370_15	WP_010940151.1
OG0001427	Utg863716_67	WP_011791846.1
OG0001429	Utg861744_51	WP_010939729.1
OG0001433	Utg859098_6	WP_223294685.1
OG0001434	Utg857300_55	WP_011792497.1
OG0001437	Utg864866_14	WP_043629457.1
OG0001438	Utg864866_71, Utg860006_124	WP_011792706.1
OG0001446	Utg857152_42	WP_010937709.1
OG0001447	Utg857152_43	WP_010937710.1
OG0001448	Utg857152_70	WP_011792634.1
OG0001452	Utg857046_224	WP_010938377.1
OG0001453	Utg857046_210	WP_011792163.1
OG0001454	Utg857046_204	WP_011792758.1
OG0001455	Utg857994_179, Utg857994_174	WP_010939726.1
OG0001458	Utg857490_5	WP_010938146.1
OG0001459	Utg857490_4	WP_011792679.1
OG0001461	Utg857076_39	WP_010939487.1
OG0001462	Utg857076_20	WP_010938198.1
OG0001464	Utg857076_17	WP_010938762.1
OG0001465	Utg859236_83	WP_011791464.1
OG0001466	Utg859236_81	WP_043629201.1
OG0001468	Utg857046_86	WP_011791975.1
OG0001470	Utg859236_33	WP_010940431.1
OG0001473	Utg860006_125	WP_011792544.1
OG0001474	Utg860006_138	WP_010939529.1
OG0001475	Utg860006_146, Utg857994_217	WP_011791921.1
OG0001477	Utg857994_212	WP_011793139.1
OG0001478	Utg857994_167	WP_011792085.1
OG0001479	Utg857994_160	WP_010937799.1
OG0001482	Utg859388_79	WP_010939113.1
OG0001484	Utg859982_76	WP_223294610.1
OG0001485	Utg859982_137	WP_011792912.1
OG0001486	Utg859982_199	WP_011791686.1
OG0001489	Utg859098_341	WP_011791365.1
OG0001490	Utg859098_112	WP_011793004.1
OG0001491	Utg859098_111	WP_010937622.1
OG0001492	Utg859098_110	WP_010937621.1
OG0001493	Utg859098_109	WP_011793005.1
OG0001494	Utg859098_96	WP_010938209.1
OG0001495	Utg859098_95	WP_010937357.1
OG0001496	Utg859098_93	WP_014524186.1
OG0001497	Utg859098_92	WP_010937354.1
OG0001498	Utg859098_91	WP_010940492.1
OG0001499	Utg859098_84	WP_010937818.1
OG0001500	Utg859098_83	WP_010937819.1
OG0001501	Utg859098_82	WP_223294608.1
OG0001502	Utg859098_81	WP_010937821.1
OG0001503	Utg859098_80	WP_010937822.1
OG0001504	Utg859098_72	WP_010937827.1
OG0001505	Utg859098_65	WP_011792667.1
OG0001507	Utg858498_17	WP_010940608.1
OG0001508	Utg859388_180	WP_010940144.1
OG0001510	Utg859388_131	WP_010938301.1
OG0001512	Utg859388_96	WP_010937552.1
OG0001517	Utg861448_3	WP_011791682.1
OG0001518	Utg858432_124	WP_011791442.1
OG0001519	Utg858432_20	WP_011791912.1
OG0001524	Utg857046_21	WP_010939130.1
OG0001527	Utg859982_198	WP_011791687.1
OG0001531	Utg858432_112	WP_011791612.1
OG0001532	Utg859982_202	WP_010940024.1
OG0001533	Utg857682_41	WP_010938036.1
OG0001536	Utg863716_80	WP_010938585.1
OG0001539	Utg857994_99	WP_011791322.1
OG0001540	Utg859982_177	WP_011791324.1
OG0001541	Utg859982_67	WP_011792796.1
OG0001542	Utg863716_18	WP_010939181.1
OG0001547	Utg857152_23	WP_043629705.1
OG0001549	Utg858494_41	WP_011791870.1
OG0001551	Utg857682_45	WP_223294648.1
OG0001552	Utg859098_45	WP_011791563.1, WP_011787354.1
OG0001569	Utg858432_56	WP_011792860.1
OG0001571	Utg859750_36	WP_011792209.1
OG0001581	Utg859098_225	WP_011792561.1
OG0001586	Utg859982_16	WP_011791716.1
OG0001591	Utg857682_105	WP_011791876.1
OG0001596	Utg863716_49	WP_011791526.1
OG0001616	Utg860006_142	WP_011792659.1
OG0001638	Utg859076_35	WP_010939501.1
OG0001640	Utg863716_96	WP_223294595.1
OG0001645	Utg863716_38	WP_010938290.1
