Orthogroup	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700
OG0000657	Utg860814_288	WP_205217794.1
OG0000658	Utg860814_293	WP_205217799.1
OG0000659	Utg860814_294	WP_205217800.1
OG0000660	Utg862138_23	WP_205217770.1
OG0000661	Utg862138_24	WP_205217771.1
OG0000662	Utg859236_80	WP_205219263.1
OG0000664	Utg860006_55	WP_205218676.1
OG0000665	Utg859750_18	WP_275888932.1
OG0000667	Utg857300_3	WP_205218606.1
OG0000669	Utg861744_69	WP_240191924.1
OG0000670	Utg858432_31	WP_205217618.1
OG0000671	Utg860006_65	WP_205218683.1
OG0000672	Utg857152_41	WP_205217501.1
OG0000673	Utg859982_38	WP_240192152.1
OG0000674	Utg859236_45	WP_205218740.1
OG0000675	Utg858432_131	WP_205218692.1
OG0000676	Utg859098_162	WP_205219061.1
OG0000677	Utg858494_106	WP_205217919.1
OG0000678	Utg858494_107	WP_205217920.1
OG0000679	Utg866558_16	WP_205218924.1
OG0000680	Utg857490_9	WP_205217962.1
OG0000681	Utg858494_138	WP_205217948.1
OG0000682	Utg858494_139	WP_205217949.1
OG0000684	Utg857152_110	WP_205218432.1
OG0000685	Utg858494_115	WP_205217925.1
OG0000686	Utg858494_58	WP_205217901.1
OG0000687	Utg858494_119	WP_205217930.1
OG0000688	Utg858494_121	WP_205217932.1
OG0000689	Utg858494_122	WP_205217933.1
OG0000690	Utg857300_51	WP_205219394.1
OG0000691	Utg858494_135	WP_205217945.1
OG0000692	Utg857152_13	WP_205217519.1
OG0000693	Utg857682_77	WP_205217532.1
OG0000694	Utg857046_223	WP_240192014.1
OG0000695	Utg861744_138	WP_205220187.1
OG0000696	Utg857682_78	WP_205218821.1
OG0000697	Utg857152_72	WP_205217482.1
OG0000698	Utg866558_23	WP_205218917.1
OG0000699	Utg857992_14	WP_205218967.1
OG0000700	Utg857994_23	WP_205219191.1
OG0000701	Utg859982_145	WP_205218997.1
OG0000702	Utg863716_85	WP_205219051.1
OG0000704	Utg858432_50	WP_205217636.1
OG0000705	Utg858432_49	WP_205217635.1
OG0000706	Utg858432_48	WP_205217634.1
OG0000707	Utg858432_45	WP_205217631.1
OG0000708	Utg858432_38	WP_205217624.1
OG0000709	Utg859098_244	WP_205218732.1
OG0000710	Utg858432_137	WP_240192073.1
OG0000711	Utg857300_58	WP_205219390.1
OG0000712	Utg859098_194	WP_205218133.1
OG0000713	Utg859388_72	WP_205219117.1
OG0000714	Utg859388_74	WP_205217749.1
OG0000715	Utg857490_10	WP_205217963.1
OG0000716	Utg857490_8	WP_205217961.1
OG0000717	Utg858494_142	WP_205217952.1
OG0000718	Utg858494_141	WP_205217951.1
OG0000719	Utg858494_140	WP_205217950.1
OG0000720	Utg858494_137	WP_205217947.1
OG0000721	Utg858494_134	WP_205217944.1
OG0000722	Utg858494_130	WP_240191960.1
OG0000723	Utg858494_128	WP_205217939.1
OG0000724	Utg858494_123	WP_205217934.1
OG0000725	Utg858494_120	WP_205217931.1
OG0000726	Utg858494_118	WP_205217929.1
OG0000727	Utg858494_114	WP_205218008.1
OG0000728	Utg858494_113	WP_205217924.1
OG0000729	Utg858494_112	WP_240191959.1
OG0000730	Utg858494_111	WP_205217923.1
OG0000731	Utg858494_105	WP_205217918.1
OG0000732	Utg858494_104	WP_205217917.1
OG0000733	Utg858494_103	WP_205217916.1
OG0000734	Utg860814_296	WP_205219096.1
OG0000735	Utg857994_165	WP_205219189.1
OG0000736	Utg860814_280	WP_205220122.1
OG0000737	Utg860814_290	WP_205217796.1
OG0000738	Utg859432_37	WP_205219331.1
OG0000739	Utg859098_184	WP_205218143.1
OG0000740	Utg857046_195	WP_275888967.1
OG0000741	Utg857152_47	WP_205217496.1
OG0000742	Utg857046_188	WP_205219631.1
OG0000743	Utg857490_15	WP_205217968.1
OG0000744	Utg860006_53	WP_205218674.1
OG0000745	Utg859388_139	WP_205218152.1
OG0000746	Utg859098_235	WP_205218726.1
OG0000747	Utg857994_151	WP_205219812.1
OG0000748	Utg857994_150	WP_205219814.1
OG0000749	Utg857152_184	WP_205219618.1
OG0000750	Utg861744_131	WP_205218595.1
OG0000751	Utg861744_128	WP_240192028.1
OG0000752	Utg863716_108	WP_205218564.1
OG0000753	Utg859982_134	WP_205218989.1
OG0000754	Utg865370_30	WP_205220236.1
OG0000755	Utg865370_29	WP_205220237.1
OG0000756	Utg859098_377	WP_205219133.1
OG0000757	Utg857046_201	WP_205218455.1
OG0000758	Utg861744_34	WP_240192022.1
OG0000759	Utg863716_91	WP_205219052.1
OG0000760	Utg864866_56	WP_205218807.1
OG0000761	Utg865370_36	WP_205218558.1
OG0000762	Utg857152_182	WP_205219620.1
OG0000763	Utg857152_181	WP_205219621.1
OG0000764	Utg857152_103	WP_205218425.1
OG0000765	Utg857994_216	WP_205219073.1
OG0000766	Utg861744_46	WP_205220395.1
OG0000767	Utg860814_97	WP_205218656.1
OG0000768	Utg858432_125	WP_205218690.1
OG0000769	Utg858494_100	WP_275888946.1
OG0000770	Utg858494_98	WP_205217913.1
OG0000771	Utg858494_97	WP_205217912.1
OG0000772	Utg858494_95	WP_205217911.1
OG0000773	Utg858494_94	WP_205217910.1
OG0000774	Utg858494_93	WP_205217909.1
OG0000775	Utg857152_8	WP_240191916.1
OG0000776	Utg858432_16	WP_205218177.1
OG0000777	Utg858432_17	WP_205218176.1
OG0000779	Utg859236_39	WP_205218735.1
OG0000780	Utg857994_34	WP_205218094.1
OG0000781	Utg859388_66	WP_205217743.1
OG0000782	Utg857152_113	WP_205218434.1
OG0000783	Utg859098_319	WP_205218487.1
OG0000784	Utg864866_53	WP_205218810.1
OG0000785	Utg864866_52	WP_205218811.1
OG0000787	Utg858432_7	WP_205219764.1
OG0000789	Utg858432_136	WP_205219178.1
OG0000790	Utg857152_24	WP_205217512.1
OG0000791	Utg857152_172	WP_205218403.1
OG0000792	Utg858432_138	WP_205219179.1
OG0000793	Utg860814_257	WP_205220169.1
OG0000794	Utg859098_248	WP_205218734.1
OG0000795	Utg859236_57	WP_205218172.1
OG0000796	Utg859388_11	WP_205219826.1
OG0000797	Utg859098_321	WP_205219772.1
OG0000798	Utg864866_5	WP_205218814.1
OG0000799	Utg859236_84	WP_205219260.1
OG0000800	Utg857300_48	WP_205219395.1
OG0000801	Utg858432_94	WP_205217648.1
OG0000802	Utg859982_39	WP_205220123.1
OG0000803	Utg862138_37	WP_205217659.1
OG0000804	Utg857300_38	WP_205219572.1
OG0000805	Utg857994_194	WP_205217347.1
OG0000806	Utg861744_35	WP_205218541.1
OG0000807	Utg857994_156	WP_205219808.1
OG0000808	Utg858494_59	WP_275888952.1
OG0000809	Utg859076_29	WP_205219281.1
OG0000810	Utg859388_28	WP_205218840.1
OG0000811	Utg859076_28	WP_205219367.1
OG0000812	Utg859982_130	WP_205219470.1
OG0000813	Utg859236_28	WP_205219801.1
OG0000814	Utg860814_27, Utg860814_28	WP_205218306.1
OG0000815	Utg859098_270	WP_205219613.1
OG0000816	Utg861744_39	WP_205218540.1
OG0000817	Utg861744_55	WP_205218505.1
OG0000818	Utg859982_206	WP_205219800.1
OG0000819	Utg859098_237	WP_205218728.1
OG0000820	Utg861744_11	WP_205219113.1
OG0000822	Utg857490_29	WP_205217451.1
OG0000823	Utg857490_26	WP_205217448.1
OG0000825	Utg860006_60	WP_205218679.1
OG0000826	Utg859098_398	WP_205219491.1
OG0000827	Utg857992_34	WP_205218948.1
OG0000828	Utg857992_33	WP_205218949.1
OG0000829	Utg857992_32	WP_205218950.1
OG0000830	Utg857992_31	WP_205218951.1
OG0000831	Utg857992_30	WP_205218952.1
OG0000832	Utg857992_29	WP_205218953.1
OG0000833	Utg862138_6	WP_205217756.1
OG0000834	Utg860814_211	WP_205217358.1
OG0000835	Utg861744_136	WP_205220188.1
OG0000836	Utg859982_37	WP_205220071.1
OG0000837	Utg857994_149	WP_205219815.1
OG0000838	Utg859750_78	WP_205219040.1
OG0000839	Utg857994_159	WP_205219122.1
OG0000841	Utg861744_104	WP_205218340.1
OG0000842	Utg859982_143	WP_205218996.1
OG0000843	Utg859098_186	WP_205218141.1
OG0000844	Utg866558_19	WP_205218921.1
OG0000845	Utg866558_18	WP_275888983.1
OG0000846	Utg866558_15	WP_205218925.1
OG0000848	Utg859098_198	WP_240191979.1
OG0000849	Utg860814_241	WP_240191947.1
OG0000850	Utg865370_6	WP_205217326.1
OG0000851	Utg859432_52	WP_205219317.1
OG0000852	Utg862138_31	WP_205217657.1
OG0000853	Utg862138_25	WP_205217772.1
OG0000854	Utg859098_156	WP_205218958.1
OG0000855	Utg862138_22	WP_205217769.1
OG0000856	Utg859098_158	WP_205218960.1
OG0000857	Utg866558_50, Utg860006_64	WP_205218681.1
OG0000858	Utg857152_16	WP_205217517.1
OG0000860	Utg857152_108	WP_205218430.1
OG0000861	Utg862138_32	WP_205217658.1
OG0000862	Utg857046_249	WP_205218442.1
OG0000863	Utg858498_11	WP_205220211.1
OG0000864	Utg857152_40	WP_205217502.1
OG0000865	Utg859432_45	WP_205219324.1
OG0000866	Utg861744_123	WP_205219407.1
OG0000867	Utg857152_66	WP_205217488.1
OG0000868	Utg858432_141	WP_205219182.1
OG0000869	Utg858494_136	WP_205217946.1
OG0000870	Utg857152_7	WP_205217521.1
OG0000871	Utg860814_295	WP_205217801.1
OG0000872	Utg859076_32	WP_240191904.1
OG0000873	Utg858432_134	WP_205219176.1
OG0000874	Utg859982_42	WP_205220074.1
OG0000875	Utg862138_27	WP_205217774.1
OG0000876	Utg858498_10	WP_205220208.1
OG0000877	Utg859750_69	WP_205219035.1
OG0000878	Utg861744_25	WP_205220135.1
OG0000879	Utg859098_208	WP_205218122.1
OG0000881	Utg857046_136	WP_205220014.1
OG0000882	Utg857076_30	WP_205219246.1
OG0000884	Utg864866_4	WP_205218815.1
OG0000886	Utg857152_198	WP_275889010.1
OG0000889	Utg857046_218	WP_205218536.1
OG0000890	Utg859388_129	WP_205218159.1
OG0000891	Utg857046_227	WP_240192013.1
OG0000892	Utg858432_33, Utg858432_32	WP_240191934.1
OG0000893	Utg858432_44	WP_205217630.1
OG0000894	Utg857300_13	WP_205218892.1
OG0000895	Utg859432_42	WP_205219326.1
OG0000896	Utg862138_41	WP_205217667.1
OG0000898	Utg857682_75	WP_275888936.1
OG0000899	Utg857992_27	WP_205219137.1
OG0000900	Utg857076_21	WP_205219251.1
OG0000902	Utg860814_108	WP_205219847.1
OG0000903	Utg860814_106	WP_205219846.1
OG0000904	Utg860814_95	WP_205218653.1
OG0000905	Utg859388_147	WP_205218151.1
OG0000906	Utg859750_75, Utg859750_76	WP_205219038.1
OG0000907	Utg859750_22	WP_205218271.1, WP_205217453.1
OG0000909	Utg857682_174	WP_205219473.1
OG0000913	Utg857076_64	WP_205217455.1
OG0000916	Utg857682_138	WP_205219358.1
OG0000916	Utg857046_100	WP_205217529.1
OG0000920	Utg859098_42	WP_240192146.1
OG0000922	Utg857046_134	WP_205220011.1
OG0000923	Utg857046_22	WP_205219602.1
OG0000925	Utg860006_89, Utg859982_172	WP_205219009.1
OG0000928	Utg859388_85	WP_205220137.1
OG0000930	Utg859098_247	WP_205218380.1
OG0000931	Utg859098_329	WP_205220385.1, WP_205218075.1
OG0000932	Utg857046_234	WP_205219024.1
OG0000935	Utg859388_184, Utg858498_24	WP_205219071.1
OG0000937	Utg857994_136	WP_205218286.1
OG0000939	Utg858432_107	WP_205219299.1, WP_205218901.1
OG0000940	Utg857076_11	WP_205218831.1
OG0000941	Utg857490_16	WP_205219442.1
OG0000943	Utg859098_328	WP_205218074.1, WP_205220386.1
OG0000944	Utg858432_128	WP_205218943.1
OG0000946	Utg858494_6	WP_205217980.1
OG0000952	Utg857682_53	WP_205218336.1
OG0000957	Utg859098_57, Utg857994_246, Utg859098_55	WP_240192057.1
OG0000962	Utg859388_132	WP_205218157.1
OG0000964	Utg859982_41	WP_205220073.1
OG0000967	Utg857994_90	WP_205218071.1
OG0000968	Utg859098_189	WP_205218139.1
OG0000970	Utg857490_24	WP_205217447.1
OG0000972	Utg859098_228	WP_205218721.1
OG0000976	Utg860006_128	WP_205220108.1
OG0000977	Utg859098_362	WP_240191990.1
OG0000981	Utg861744_44	WP_205218246.1
OG0000982	Utg861744_47	WP_205217514.1
OG0000983	Utg858432_111	WP_205218904.1
OG0000985	Utg862138_15	WP_205217765.1
OG0000987	Utg859098_268	WP_205219611.1
OG0000988	Utg859750_14	WP_205217422.1
OG0000990	Utg861744_40	WP_205218539.1
OG0000992	Utg858432_34	WP_205217619.1
OG0000994	Utg858494_108	WP_205217921.1
OG0000995	Utg858494_117	WP_205217927.1
OG0000996	Utg857046_68	WP_205219580.1
OG0000998	Utg859982_156	WP_205219006.1
OG0000999	Utg857152_210	WP_240191974.1
OG0001000	Utg858494_116	WP_205217926.1
OG0001001	Utg857152_125	WP_205218631.1
OG0001002	Utg860814_291	WP_205217797.1
OG0001003	Utg860006_165	WP_205219272.1
OG0001004	Utg864866_85	WP_205218801.1
OG0001005	Utg864866_84	WP_205218802.1
OG0001006	Utg857300_4	WP_205218607.1
OG0001008	Utg859982_204	WP_205219798.1
OG0001009	Utg859982_203	WP_205219797.1
OG0001011	Utg863716_109	WP_205218109.1
OG0001012	Utg860814_60	WP_205218851.1
OG0001013	Utg860814_19, Utg860814_20	WP_205218845.1
OG0001018	Utg859750_68	WP_205219034.1
OG0001019	Utg859388_67	WP_205217744.1
OG0001020	Utg861744_59	WP_205217316.1
OG0001022	Utg857046_31	WP_205219577.1
OG0001023	Utg861744_135	WP_205220189.1
OG0001024	Utg860006_134	WP_205218063.1
OG0001026	Utg857994_126, Utg857994_125	WP_205219199.1
OG0001027	Utg857076_42	WP_205219238.1
OG0001029	Utg857992_28	WP_205219136.1
OG0001033	Utg859098_260	WP_205220280.1
OG0001034	Utg861744_53	WP_205218507.1
OG0001035	Utg861744_22	WP_205218545.1
OG0001036	Utg857152_102, Utg857152_101	WP_205218424.1
OG0001039	Utg858432_117	WP_205218908.1
OG0001041	Utg859388_87	WP_205219647.1
OG0001042	Utg859982_220	WP_240192027.1
OG0001045	Utg859388_15	WP_205219830.1
OG0001046	Utg866558_26	WP_205218915.1
OG0001048	Utg858432_90	WP_205217646.1
OG0001052	Utg857152_158	WP_205217782.1
OG0001053	Utg857994_209	WP_205219767.1
OG0001056	Utg859098_437, Utg858498_1	WP_205218713.1
OG0001057	Utg857682_14	WP_240191907.1
OG0001058	Utg859388_14	WP_205219829.1
OG0001063	Utg859982_72	WP_205218344.1
OG0001065	Utg859236_30, Utg859236_29	WP_205218067.1
OG0001066	Utg858432_35	WP_205217620.1
OG0001067	Utg859982_135, Utg859982_136	WP_240192064.1
OG0001068	Utg859098_273	WP_240192112.1
OG0001070	Utg859076_33	WP_205217344.1
OG0001073	Utg859982_126	WP_205219270.1, WP_205217389.1
OG0001074	Utg859432_79	WP_205217321.1
OG0001075	Utg859098_419	WP_205218414.1
OG0001076	Utg857152_183	WP_205219619.1
OG0001080	Utg857152_222	WP_205218033.1
OG0001082	Utg863716_40	WP_205218761.1
OG0001083	Utg865370_14	WP_205219467.1
OG0001084	Utg865370_12	WP_205219466.1
OG0001085	Utg864866_113	WP_205218232.1
OG0001086	Utg864866_114	WP_205218233.1
OG0001088	Utg857300_53	WP_205219393.1
OG0001089	Utg860006_113	WP_205218824.1
OG0001093	Utg857046_261	WP_205219209.1
OG0001094	Utg857994_67	WP_205219667.1
OG0001095	Utg858494_86	WP_205217903.1
OG0001096	Utg858494_56	WP_205217900.1
OG0001098	Utg859098_10	WP_205218439.1
OG0001099	Utg860006_17	WP_205220322.1
OG0001100	Utg857994_163	WP_205219119.1
OG0001101	Utg859388_71	WP_205217747.1
OG0001102	Utg859982_77	WP_205220079.1
OG0001104	Utg859098_190	WP_205218137.1
OG0001105	Utg859098_253	WP_205218324.1
OG0001106	Utg859098_254	WP_205218325.1
OG0001107	Utg859098_317	WP_205219774.1
OG0001108	Utg859098_326	WP_205218072.1
OG0001109	Utg859098_327	WP_205218073.1
OG0001110	Utg859098_330	WP_205218076.1
OG0001111	Utg859098_353	WP_205220052.1
OG0001112	Utg857046_155, Utg857046_233, Utg859098_125	WP_205219025.1
OG0001113	Utg858432_78	WP_205217643.1
OG0001115	Utg858498_5	WP_205218647.1, WP_240192161.1
OG0001116	Utg859982_18	WP_205218749.1
OG0001117	Utg859982_15	WP_205218752.1
OG0001118	Utg857992_11	WP_205219984.1
OG0001119	Utg858432_116	WP_205218906.1
OG0001120	Utg862138_29	WP_205217775.1
OG0001121	Utg861448_2	WP_205218876.1
OG0001122	Utg857046_148	WP_205218126.1
OG0001124	Utg859098_252	WP_205218323.1
OG0001125	Utg863716_62	WP_205219983.1
OG0001126	Utg860814_1	WP_205220194.1
OG0001127	Utg857994_16	WP_205219194.1
OG0001129	Utg863716_131	WP_205218985.1, WP_205220430.1, WP_205218490.1, WP_205219727.1, WP_205218865.1
OG0001132	Utg858494_7	WP_205217979.1
OG0001133	Utg857994_245	WP_205217996.1
OG0001136	Utg857994_83, Utg857994_84	WP_205217366.1
OG0001138	Utg859982_123	WP_205218039.1
OG0001139	Utg860006_115	WP_205219517.1
OG0001143	Utg863716_34	WP_205218381.1
OG0001145	Utg857994_153	WP_205219811.1
OG0001148	Utg858494_34	WP_205219310.1
OG0001150	Utg859236_99	WP_205219258.1
OG0001152	Utg857992_36	WP_205218946.1
OG0001153	Utg861744_68	WP_205217308.1
OG0001154	Utg857152_46	WP_240192097.1
OG0001155	Utg859098_278	WP_205218651.1
OG0001157	Utg861744_62	WP_205217590.1
OG0001158	Utg857152_140	WP_205219231.1
OG0001159	Utg859076_30	WP_205219280.1
OG0001161	Utg859388_73	WP_205217748.1
OG0001162	Utg859098_386	WP_205218244.1
OG0001164	Utg859098_272	WP_205219342.1
OG0001165	Utg860814_188	WP_205217655.1
OG0001166	Utg860006_27	WP_205218669.1
OG0001168	Utg860814_59, Utg860814_58	WP_205218850.1
OG0001169	Utg860814_65	WP_205218846.1
OG0001171	Utg861744_94	WP_205217298.1
OG0001172	Utg861744_66	WP_205217310.1
OG0001173	Utg861744_65	WP_205217311.1
OG0001174	Utg861744_96	WP_205217296.1
OG0001179	Utg860814_117	WP_205218693.1
OG0001182	Utg857300_43, Utg857300_42	WP_205219128.1
OG0001183	Utg857046_19	WP_205218555.1, WP_205219551.1
OG0001184	Utg857046_171, Utg857046_170	WP_205218460.1
OG0001189	Utg857152_160	WP_205217785.1
OG0001192	Utg866558_38	WP_205218397.1
OG0001195	Utg862138_54	WP_205217682.1
OG0001197	Utg860814_292	WP_205217798.1
OG0001198	Utg860814_255	WP_205217818.1
OG0001200	Utg860814_110	WP_205219849.1
OG0001202	Utg863716_82	WP_205219047.1
OG0001203	Utg863716_48	WP_205217393.1
OG0001206	Utg859098_422	WP_205218412.1
OG0001207	Utg859098_421	WP_240192010.1
OG0001209	Utg864866_66	WP_205217566.1
OG0001214	Utg857300_16, Utg860814_225	WP_205218599.1
OG0001216	Utg857152_219	WP_205218030.1
OG0001218	Utg857994_32, Utg859388_50, Utg859388_143	WP_205219508.1
OG0001226	Utg860814_13	WP_205219343.1
OG0001230	Utg861744_52	WP_205218508.1
OG0001232	Utg857300_52	WP_240192095.1
OG0001233	Utg860006_75	WP_205219763.1
OG0001235	Utg857994_105	WP_205220215.1, WP_205220047.1
OG0001238	Utg863716_56	WP_205217329.1
OG0001239	Utg860006_48	WP_205218179.1
OG0001242	Utg857152_25	WP_205217511.1
OG0001243	Utg857152_44	WP_205217498.1
OG0001244	Utg857152_55	WP_205217493.1
OG0001245	Utg857152_67	WP_205217487.1
OG0001246	Utg857152_104	WP_205218426.1
OG0001247	Utg857046_254	WP_205217403.1
OG0001248	Utg857046_211	WP_205218450.1
OG0001249	Utg857046_131	WP_205220007.1
OG0001252	Utg857076_31	WP_205219245.1
OG0001253	Utg857076_28	WP_205219247.1
OG0001254	Utg857076_24	WP_205219250.1
OG0001256	Utg859236_47	WP_205218742.1
OG0001257	Utg859236_42	WP_205218738.1
OG0001258	Utg859236_19	WP_205219805.1
OG0001259	Utg859236_18	WP_205219806.1
OG0001260	Utg860006_26	WP_205219771.1
OG0001261	Utg860006_46, Utg860006_47	WP_205218671.1
OG0001262	Utg860006_58	WP_205220033.1
OG0001263	Utg860006_85	WP_205219749.1
OG0001264	Utg860006_166	WP_275888999.1
OG0001265	Utg857994_240, Utg860006_175, Utg857994_239	WP_205218615.1, WP_205217336.1
OG0001266	Utg857994_143	WP_205219820.1
OG0001267	Utg863716_43	WP_205218239.1, WP_205218238.1, WP_205218021.1
OG0001269	Utg859982_196	WP_205219757.1
OG0001270	Utg857682_152	WP_275888994.1
OG0001271	Utg859098_211	WP_205218119.1
OG0001272	Utg859098_223	WP_205218078.1
OG0001273	Utg859098_180	WP_205219430.1
OG0001274	Utg859098_242	WP_205219714.1
OG0001275	Utg859098_312	WP_205218955.1
OG0001276	Utg859098_323	WP_205219744.1
OG0001277	Utg859098_324	WP_205219745.1
OG0001278	Utg859098_332	WP_205219739.1
OG0001279	Utg859098_333	WP_275889009.1
OG0001281	Utg859098_355	WP_205220050.1
OG0001282	Utg859098_356	WP_240192149.1
OG0001283	Utg859098_359	WP_205218145.1
OG0001291	Utg858498_8	WP_205219337.1
OG0001292	Utg858498_9	WP_205220207.1
OG0001293	Utg858498_12	WP_205220212.1
OG0001294	Utg859388_148	WP_205218150.1
OG0001298	Utg866558_17	WP_205218923.1
OG0001300	Utg857046_102	WP_205219583.1
OG0001301	Utg862138_7	WP_205217757.1
OG0001303	Utg866558_30	WP_205218912.1
OG0001304	Utg860814_98	WP_205218657.1
OG0001305	Utg860814_105	WP_205219550.1
OG0001306	Utg862138_26	WP_205217773.1
OG0001308	Utg857152_105	WP_205218427.1
OG0001309	Utg859388_136	WP_205218154.1
OG0001310	Utg859098_214	WP_205218116.1
OG0001311	Utg857994_43	WP_205219264.1
OG0001312	Utg858494_8	WP_205217978.1
OG0001314	Utg860814_151	WP_205217407.1
OG0001319	Utg860006_16	WP_205220323.1
OG0001320	Utg858432_64	WP_205217974.1
OG0001322	Utg858494_49	WP_205217369.1
OG0001323	Utg859982_124	WP_205218040.1
OG0001330	Utg860814_324	WP_205219098.1
OG0001332	Utg860006_156	WP_205218173.1
OG0001333	Utg861744_85	WP_205218224.1
OG0001338	Utg857994_169	WP_205219187.1
OG0001339	Utg858432_95	WP_275888943.1
OG0001340	Utg859236_59	WP_205219265.1
OG0001341	Utg859098_277	WP_205218652.1
OG0001344	Utg857152_14	WP_205217518.1
OG0001345	Utg859236_15	WP_205219300.1
OG0001346	Utg860006_68	WP_205218705.1
OG0001347	Utg859236_34	WP_275888977.1
OG0001348	Utg864866_27	WP_240192042.1
OG0001353	Utg860814_78	WP_205218857.1
OG0001354	Utg860814_71	WP_205218852.1
OG0001355	Utg859098_246	WP_205218733.1
OG0001357	Utg860006_79	WP_205218368.1
OG0001359	Utg861744_95	WP_205217297.1
OG0001362	Utg862138_55	WP_240191949.1
OG0001363	Utg866558_33	WP_205218911.1
OG0001364	Utg859236_27	WP_205219802.1
OG0001367	Utg861744_31	WP_205218543.1
OG0001370	Utg861744_13	WP_205219115.1
OG0001371	Utg861744_58	WP_205217317.1
OG0001378	Utg859388_130	WP_240191981.1
OG0001385	Utg860814_76	WP_205218858.1
OG0001387	Utg861448_22, Utg863716_95	WP_205217692.1
OG0001390	Utg857994_145	WP_205219818.1
OG0001391	Utg857300_9	WP_205217592.1
OG0001394	Utg860814_328	WP_205219100.1
OG0001395	Utg860814_281	WP_205219653.1
OG0001397	Utg862138_4	WP_205217754.1
OG0001399	Utg860814_228	WP_205217809.1
OG0001400	Utg859236_77	WP_205218046.1
OG0001401	Utg860814_187	WP_205217654.1
OG0001403	Utg863716_83	WP_205219048.1
OG0001404	Utg863716_81	WP_205219046.1
OG0001405	Utg863716_79	WP_205219044.1
OG0001406	Utg863716_78	WP_205219043.1
OG0001407	Utg863716_57	WP_205217328.1
OG0001408	Utg863716_55	WP_240191903.1
OG0001409	Utg863716_44	WP_205217398.1
OG0001410	Utg861744_71	WP_205217305.1
OG0001411	Utg859388_52	WP_240191973.1
OG0001414	Utg857152_178	WP_205220113.1
OG0001416	Utg859750_62	WP_205219021.1
OG0001417	Utg857994_196	WP_240191906.1
OG0001418	Utg864866_83	WP_205218803.1
OG0001420	Utg857152_218	WP_205218031.1
OG0001421	Utg859432_73, Utg859432_72	WP_205218511.1
OG0001425	Utg865370_3	WP_205219463.1
OG0001427	Utg863716_67	WP_240192037.1
OG0001429	Utg861744_51	WP_205218509.1
OG0001430	Utg859098_3	WP_205219288.1
OG0001431	Utg859098_4, Utg864866_9	WP_205219292.1
OG0001434	Utg857300_55	WP_205219276.1
OG0001440	Utg859750_31	WP_205218095.1
OG0001445	Utg857152_6	WP_205217522.1
OG0001446	Utg857152_42	WP_205217500.1
OG0001447	Utg857152_43	WP_205217499.1
OG0001448	Utg857152_70	WP_205217484.1
OG0001450	Utg857152_87	WP_205218423.1
OG0001451	Utg857152_115	WP_205218436.1
OG0001452	Utg857046_224	WP_205218447.1
OG0001453	Utg857046_210	WP_205219878.1
OG0001454	Utg857046_204	WP_205218453.1
OG0001457	Utg859236_16	WP_205219140.1
OG0001458	Utg857490_5	WP_205217960.1
OG0001459	Utg857490_4	WP_205217959.1
OG0001461	Utg857076_39	WP_205219239.1
OG0001462	Utg857076_20	WP_205219252.1
OG0001463	Utg859982_178	WP_205218717.1, WP_205219871.1
OG0001464	Utg857076_17	WP_205219256.1
OG0001465	Utg859236_83	WP_275888998.1
OG0001466	Utg859236_81	WP_205219262.1
OG0001469	Utg859236_53	WP_205218374.1
OG0001470	Utg859236_33	WP_240192034.1
OG0001472	Utg860006_80	WP_205217397.1
OG0001476	Utg860006_152	WP_275888992.1, WP_205219155.1, WP_205219144.1
OG0001477	Utg857994_212	WP_205219768.1
OG0001479	Utg857994_160	WP_205219121.1
OG0001481	Utg859388_54	WP_205217732.1
OG0001483	Utg859388_88	WP_205219646.1, WP_205220442.1, WP_205220070.1
OG0001484	Utg859982_76	WP_205220078.1
OG0001485	Utg859982_137	WP_205218991.1
OG0001486	Utg859982_199	WP_205219760.1
OG0001487	Utg859982_205	WP_205219799.1
OG0001488	Utg859098_337	WP_205218719.1
OG0001489	Utg859098_341	WP_205218744.1
OG0001507	Utg858498_17	WP_205220199.1
OG0001508	Utg859388_180	WP_205219069.1
OG0001510	Utg859388_131	WP_205218158.1
OG0001513	Utg858498_3, Utg858498_2, Utg859098_438	WP_205218714.1
OG0001516	Utg857994_52	WP_205219200.1
OG0001517	Utg861448_3	WP_275888982.1
OG0001518	Utg858432_124	WP_205218689.1
OG0001519	Utg858432_20	WP_205218174.1
OG0001520	Utg858432_8	WP_240192128.1
OG0001521	Utg862138_19	WP_205218568.1
OG0001522	Utg862138_8	WP_205217758.1
OG0001524	Utg857046_21	WP_205219554.1
OG0001525	Utg859098_258	WP_205220282.1
OG0001527	Utg859982_198	WP_205219759.1
OG0001528	Utg858498_19	WP_205220200.1
OG0001530	Utg857046_229	WP_205218443.1
OG0001531	Utg858432_112	WP_205218905.1
OG0001532	Utg859982_202	WP_205219796.1
OG0001535	Utg860814_203	WP_275888941.1
OG0001536	Utg863716_80	WP_205219045.1
OG0001540	Utg859982_177	WP_205217325.1
OG0001542	Utg863716_18	WP_205219255.1
OG0001547	Utg857152_23	WP_205217513.1
OG0001548	Utg859388_46	WP_205219017.1
OG0001551	Utg857682_45	WP_205218621.1
OG0001567	Utg865370_27	WP_205220239.1
OG0001576	Utg859982_216	WP_205218579.1
OG0001578	Utg857994_51	WP_205219201.1
OG0001580	Utg865370_25	WP_205219477.1
OG0001582	Utg861744_100	WP_205219007.1
