"","Ortholog Group","ORF","bin","max_annot_lvl","Preferred_name","COG_category","PFAMs","Description","genome.assembly","category","HMM.x","clusterID","cell","reaction","substrate","HMM.y","cluster"
"164","OG0007638","Utg857994_38",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","OG0007639","Utg857994_55",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","OG0007640","Utg857994_65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","OG0007641","Utg857994_66",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","OG0007642","Utg857994_69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","OG0007643","Utg857994_72",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","OG0007644","Utg857994_73",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","OG0007645","Utg857994_75","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","ET","-","ABC-type amino acid transport signal transduction systems periplasmic component domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","OG0007646","Utg857994_96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","OG0007647","Utg857994_101","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","C","Phenol_MetA_deg","Putative MetA-pathway of phenol degradation",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","OG0007648","Utg857994_108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","OG0007649","Utg857994_115","metabat_sample13.txt.004.emapper.annotations","32061|Chloroflexia","-","M","Beta_helix,NPCBM_assoc","SMART Parallel beta-helix repeat",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","OG0007650","Utg857994_120",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","OG0007651","Utg857994_121","metabat_sample13.txt.004.emapper.annotations","976|Bacteroidetes","-","U","CHU_C,VCBS,fn3","Pkd domain containing protein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","OG0007652","Utg857994_132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","OG0007653","Utg857994_146","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","murA","M","EPSP_synthase","Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine",NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","OG0007654","Utg857994_152","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","rho","K","ATP-synt_ab,Rho_N,Rho_RNA_bind","Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template",NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","OG0007655","Utg857994_175","metabat_sample13.txt.004.emapper.annotations","4530.OS01T0315850-00|-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","OG0007656","Utg857994_182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","OG0007657","Utg857994_205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","OG0007658","Utg857994_219",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","OG0007659","Utg857994_222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","OG0007660","Utg857994_223",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","OG0007661","Utg857994_227","metabat_sample13.txt.004.emapper.annotations","1224|Proteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","OG0007662","Utg857994_228","metabat_sample13.txt.004.emapper.annotations","28211|Alphaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","OG0007663","Utg857994_236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","OG0007664","Utg857994_247",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","OG0007665","Utg857994_248","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","OG0007666","Utg857994_249",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","OG0007667","Utg857994_250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","OG0007668","Utg858432_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","OG0007669","Utg858432_13","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","S","DUF1343","Protein of unknown function (DUF1343)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","OG0007670","Utg858432_19","metabat_sample13.txt.004.emapper.annotations","200783|Aquificae","lpxA","M","Acetyltransf_11,Hexapep","Involved in the biosynthesis of lipid A, a phosphorylated glycolipid that anchors the lipopolysaccharide to the outer membrane of the cell",NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","OG0007671","Utg858432_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","OG0007672","Utg858432_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","OG0007673","Utg858432_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","OG0007674","Utg858432_52","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","C","Radical_SAM","PFAM Radical SAM",NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","OG0007675","Utg858432_65","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","S","TctB","Tripartite tricarboxylate transporter TctA family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","OG0007676","Utg858432_87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","OG0007677","Utg858432_97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","OG0007678","Utg858432_99",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","OG0007679","Utg858432_122","metabat_sample13.txt.004.emapper.annotations","1117|Cyanobacteria","gdhA","E","ELFV_dehydrog,ELFV_dehydrog_N","Belongs to the Glu Leu Phe Val dehydrogenases family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","OG0007680","Utg858432_145",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","OG0007681","Utg858432_154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","OG0007682","Utg858432_162","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","E","Asn_synthase,GATase_7","Asparagine synthase",NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","OG0007683","Utg858432_163","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","IQ","PP-binding","Phosphopantetheine attachment site",NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","OG0007684","Utg858494_10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","OG0007685","Utg858494_11","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","OG0007686","Utg858494_12","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","OG0007687","Utg858494_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","OG0007688","Utg858494_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","OG0007689","Utg858494_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","OG0007690","Utg858494_40","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","S","Cupin_2","Cupin",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","OG0007691","Utg858494_43","metabat_sample13.txt.004.emapper.annotations","1224|Proteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","OG0007692","Utg858494_62","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","G","HpcH_HpaI","HpcH/HpaI aldolase/citrate lyase family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","OG0007693","Utg858494_65","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","M","PMT_2","Dolichyl-phosphate-mannose-protein mannosyltransferase",NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","OG0007694","Utg858494_68",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","OG0007695","Utg858494_70",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","OG0007696","Utg858494_96","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","cdsA","S","CTP_transf_1","Belongs to the CDS family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","OG0007697","Utg858494_133","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","fusA","J","EFG_C,EFG_II,EFG_IV,GTP_EFTU,GTP_EFTU_D2","Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post- translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","OG0007698","Utg859076_5","metabat_sample13.txt.004.emapper.annotations","909932|Negativicutes","-","F","Amidohydro_1","Amidohydrolase family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","OG0007699","Utg859076_11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","OG0007700","Utg859076_13","metabat_sample13.txt.004.emapper.annotations","526524|Erysipelotrichia","-","E","ABC_tran,BCA_ABC_TP_C","Psort location CytoplasmicMembrane, score","metabat_sample13.txt.004.emapper.genepred.fasta","iron_aquisition-siderophore_synthesis","Sid_PchH_pyochelin_biosynthesis_Pseudomonas_aeruginosa_PA4223_180623",1397,NA,NA,NA,NA,NA
"227","OG0007701","Utg859076_15","metabat_sample13.txt.004.emapper.annotations","91061|Bacilli","-","E","BPD_transp_2","Belongs to the binding-protein-dependent transport system permease family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","OG0007702","Utg859076_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","OG0007703","Utg859076_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","OG0007704","Utg859076_26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","OG0007705","Utg859076_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","OG0007706","Utg859076_42","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","T","7TMR-DISM_7TM,HAMP,HATPase_c,HisKA","PFAM ATP-binding region, ATPase domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","OG0007707","Utg859076_44",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","OG0007708","Utg859076_47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","OG0007709","Utg859076_50","metabat_sample13.txt.004.emapper.annotations","1224|Proteobacteria","rstA","K","Response_reg,Trans_reg_C","Response regulators consisting of a CheY-like receiver domain and a winged-helix DNA-binding domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","OG0007710","Utg859076_59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","OG0007711","Utg859076_65","metabat_sample13.txt.004.emapper.annotations","976|Bacteroidetes","-","NU","DUF3108","Protein of unknown function (DUF3108)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","OG0007712","Utg859098_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","OG0007713","Utg859098_15","metabat_sample13.txt.004.emapper.annotations","28211|Alphaproteobacteria","-","S","DUF2938","Protein of unknown function (DUF2938)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"240","OG0007714","Utg859098_18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","OG0007715","Utg859098_19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","OG0007716","Utg859098_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","OG0007717","Utg859098_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","OG0007718","Utg859098_28","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","O","DUF4915,Glyco_transf_41,TPR_1,TPR_11,TPR_16,TPR_19,TPR_2,TPR_8","protein N-acetylglucosaminyltransferase activity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"245","OG0007719","Utg859098_29","metabat_sample13.txt.004.emapper.annotations","204441|Rhodospirillales","-","M","GDP_Man_Dehyd","Belongs to the NAD(P)-dependent epimerase dehydratase family. dTDP-glucose dehydratase subfamily",NA,NA,NA,NA,NA,NA,NA,NA,NA
"246","OG0007720","Utg859098_30","metabat_sample13.txt.004.emapper.annotations","28211|Alphaproteobacteria","-","S","-","Cupin 2, conserved barrel domain protein",NA,NA,NA,NA,NA,NA,NA,NA,NA
"247","OG0007721","Utg859098_33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"248","OG0007722","Utg859098_37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"249","OG0007723","Utg859098_44","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","M","Glycos_transf_2","Glycosyltransferase like family 2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"250","OG0007724","Utg859098_54","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"251","OG0007725","Utg859098_60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"252","OG0007726","Utg859098_61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","OG0007727","Utg859098_138",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","OG0007728","Utg859098_161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","OG0007729","Utg859098_178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256","OG0007730","Utg859098_202","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","L","UvrD-helicase,UvrD_C","UvrD-like helicase C-terminal domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"257","OG0007731","Utg859098_210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258","OG0007732","Utg859098_226","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","V","Peptidase_S66","PFAM peptidase U61 LD-carboxypeptidase A",NA,NA,NA,NA,NA,NA,NA,NA,NA
"259","OG0007733","Utg859098_230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260","OG0007734","Utg859098_236",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261","OG0007735","Utg859098_298",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262","OG0007736","Utg859098_299",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263","OG0007737","Utg859098_301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264","OG0007738","Utg859098_302",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265","OG0007739","Utg859098_305",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266","OG0007740","Utg859098_325","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","cbiA","H","CPT,CbiA,GATase_3","Catalyzes the ATP-dependent amidation of the two carboxylate groups at positions a and c of cobyrinate, using either L-glutamine or ammonia as the nitrogen source",NA,NA,NA,NA,NA,NA,NA,NA,NA
"267","OG0007741","Utg859098_385","metabat_sample13.txt.004.emapper.annotations","28211|Alphaproteobacteria","-","L","AAA_19,UvrD-helicase,UvrD_C","DNA helicase",NA,NA,NA,NA,NA,NA,NA,NA,NA
"268","OG0007742","Utg859098_388",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269","OG0007743","Utg859098_392","metabat_sample13.txt.004.emapper.annotations","29547|Epsilonproteobacteria","-","C","Fer2_4,Fer4_10,Molybdopterin,NADH-G_4Fe-4S_3","COG1034 NADH dehydrogenase NADH ubiquinone oxidoreductase 75 kD subunit (chain G)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"270","OG0007744","Utg859098_393","metabat_sample13.txt.004.emapper.annotations","201174|Actinobacteria","-","E","Meth_synt_2","Cobalamin-independent synthase, Catalytic domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"271","OG0007745","Utg859098_406",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272","OG0007746","Utg859098_407",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273","OG0007747","Utg859098_409",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274","OG0007748","Utg859098_414","metabat_sample13.txt.004.emapper.annotations","1117|Cyanobacteria","-","K","CSD,Ribosomal_S30AE","'Cold-shock' DNA-binding domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","OG0007749","Utg859098_415","metabat_sample13.txt.004.emapper.annotations","135613|Chromatiales","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","OG0007750","Utg859098_424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","OG0007751","Utg859098_428",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","OG0007752","Utg859098_433","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","E","Sulfotransfer_3","Sulfotransferase",NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","OG0007753","Utg859098_436","metabat_sample13.txt.004.emapper.annotations","1236|Gammaproteobacteria","-","S","Sulfotransfer_1","Sulfotransferase domain",NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","OG0007754","Utg859236_4","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","K","HTH_20,HTH_5","DNA-binding transcription factor activity",NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","OG0007755","Utg859236_6","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","OG0007756","Utg859236_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"283","OG0007757","Utg859236_10","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","M","Glyco_trans_1_4,Glyco_trans_4_4,Glyco_transf_4,Glycos_transf_1","transferase activity, transferring glycosyl groups",NA,NA,NA,NA,NA,NA,NA,NA,NA
"284","OG0007758","Utg859236_12","metabat_sample13.txt.004.emapper.annotations","204428|Chlamydiae","-","M","Glyco_transf_4","transferase activity, transferring glycosyl groups",NA,NA,NA,NA,NA,NA,NA,NA,NA
"285","OG0007759","Utg859236_31",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"286","OG0007760","Utg859236_40",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"287","OG0007761","Utg859236_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","OG0007762","Utg859236_69",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"289","OG0007763","Utg859236_82","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","mqnD","H","VitK2_biosynth","Catalyzes the conversion of cyclic dehypoxanthine futalosine (cyclic DHFL) into 1,4-dihydroxy-6-naphthoate, a step in the biosynthesis of menaquinone (MK, vitamin K2)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","OG0007764","Utg859236_109","metabat_sample13.txt.004.emapper.annotations","204428|Chlamydiae","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","OG0007765","Utg859236_128","metabat_sample13.txt.004.emapper.annotations","135613|Chromatiales","-","S","NHL","NHL repeat","metabat_sample13.txt.004.emapper.genepred.fasta","iron_reduction","DFE_0451",1368,"metabat_sample13.txt.004.emapper.genepred.fasta","iron-reduction","iron","DFE_0451.hmm",444
"292","OG0007766","Utg859388_2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"293","OG0007767","Utg859388_4","metabat_sample13.txt.004.emapper.annotations","28216|Betaproteobacteria","-","L","Transposase_mut","PFAM transposase mutator type",NA,NA,NA,NA,NA,NA,NA,NA,NA
"294","OG0007768","Utg859388_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","OG0007769","Utg859388_36","metabat_sample13.txt.004.emapper.annotations","186801|Clostridia","-","O","PEMT","Isoprenylcysteine carboxyl methyltransferase (ICMT) family",NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","OG0007770","Utg859388_51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","OG0007771","Utg859388_76",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","OG0007772","Utg859388_83",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","OG0007773","Utg859388_84",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","OG0007774","Utg859388_109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","OG0007775","Utg859388_111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","OG0007776","Utg859388_112",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","OG0007777","Utg859388_113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","OG0007778","Utg859388_114",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","OG0007779","Utg859388_115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","OG0007780","Utg859388_116",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","OG0007781","Utg859388_123",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","OG0007782","Utg859388_162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","OG0007783","Utg859388_185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","OG0007784","Utg859432_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","OG0007785","Utg859432_7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","OG0007786","Utg859432_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","OG0007787","Utg859432_11","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","S","CRISPR_Cse1","CRISPR-associated protein, Cse1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","OG0007788","Utg859432_12","metabat_sample13.txt.004.emapper.annotations","2|Bacteria","-","S","CRISPR_Cse2","CRISPR-associated protein Cse2 (CRISPR_cse2)",NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","OG0007789","Utg859432_18","metabat_sample13.txt.004.emapper.annotations","548477.HMPREF0294_0588|-","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","OG0007790","Utg859432_20",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","OG0007791","Utg859432_21",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","OG0007792","Utg859432_22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","OG0007793","Utg859432_23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","OG0007794","Utg859432_24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","OG0007795","Utg859432_25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","OG0007796","Utg859432_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","OG0007797","Utg859432_28",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","OG0007798","Utg859432_29",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","OG0007799","Utg859432_30",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","OG0007800","Utg859432_34","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","-","-","-",NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","OG0007801","Utg859432_57",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","OG0007802","Utg859750_4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","OG0007803","Utg859750_6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","OG0007804","Utg859750_8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","OG0007805","Utg859750_27",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","OG0007806","Utg859750_29","metabat_sample13.txt.004.emapper.annotations","28221|Deltaproteobacteria","-","S","ABC_tran,ABC_tran_CTD,ABC_tran_Xtn","PFAM ABC transporter",NA,NA,NA,NA,NA,NA,NA,NA,NA
