Orthogroup	Desulfosediminicola flagellatus IMCC35005	Desulfocapsa_06_corrosive
OG0000339	WP_136805374.1, WP_136805866.1	Utg323152_478
OG0000340	WP_136805959.1	Utg323140_255
OG0000341	WP_167505941.1	Utg325220_86
OG0000342	WP_167506029.1	Utg324548_2
OG0000343	WP_136805096.1	Utg323632_101
OG0000344	WP_228723245.1	Utg323316_147
OG0000345	WP_136805954.1	Utg323140_249
OG0000346	WP_136809334.1	Utg323266_30
OG0000347	WP_136806136.1	Utg323300_185
OG0000348	WP_136805957.1	Utg323140_253
OG0000349	WP_136806182.1	Utg323990_125
OG0000350	WP_136805507.1	Utg323266_68, Utg323392_31
OG0000350	WP_136806959.1	Utg323392_33
OG0000351	WP_136806457.1	Utg323316_170
OG0000352	WP_136808040.1	Utg323300_309
OG0000353	WP_136805411.1	Utg323152_411
OG0000354	WP_217909493.1	Utg323140_240
OG0000355	WP_136806707.1	Utg323180_503
OG0000356	WP_136806349.1	Utg325220_24, Utg323152_199
OG0000357	WP_136810634.1	Utg323140_190
OG0000358	WP_136808757.1	Utg323180_133
OG0000359	WP_136808781.1	Utg323266_112
OG0000360	WP_136810531.1	Utg323448_18
OG0000361	WP_136805292.1	Utg323392_154
OG0000362	WP_228723324.1	Utg323074_50
OG0000363	WP_136808563.1	Utg323266_83
OG0000364	WP_136807809.1	Utg323448_115, Utg324810_20, Utg323180_185
OG0000365	WP_136807807.1	Utg323300_405
OG0000365	WP_217909465.1, WP_136810497.1	Utg323140_74
OG0000366	WP_136806144.1	Utg323180_120
OG0000367	WP_136808096.1	Utg323140_73
OG0000368	WP_136807055.1	Utg323300_368, Utg323300_367, Utg323152_293
OG0000370	WP_136809893.1	Utg323074_44
OG0000372	WP_136809308.1	Utg323316_334
OG0000373	WP_136809242.1	Utg323316_333
OG0000374	WP_136808943.1	Utg323152_495
OG0000375	WP_167505818.1	Utg323300_400
OG0000378	WP_136806996.1, WP_136808088.1	Utg323300_225
OG0000378	WP_136809950.1	Utg323180_281
OG0000379	WP_136809157.1, WP_167505933.1	Utg324548_30
OG0000380	WP_136806321.1	Utg323392_22
OG0000381	WP_228723248.1	Utg323266_59
OG0000381	WP_136809206.1	Utg323262_166
OG0000382	WP_136807888.1	Utg323152_317
OG0000383	WP_136809878.1	Utg323074_113
OG0000384	WP_136805247.1	Utg323632_224
OG0000384	WP_136809760.1	Utg323392_7
OG0000385	WP_217909620.1, WP_167505852.1	Utg323990_182
OG0000385	WP_136809352.1, WP_136808422.1	Utg323990_189
OG0000388	WP_136805296.1	Utg323392_149
OG0000389	WP_136808820.1	Utg325220_115
OG0000390	WP_167505877.1	Utg323152_156
OG0000391	WP_136805305.1	Utg323392_139
OG0000392	WP_136810637.1	Utg323140_187
OG0000393	WP_136807487.1	Utg323392_115
OG0000394	WP_136805250.1	Utg323632_227
OG0000395	WP_136806288.1	Utg323392_102
OG0000396	WP_136807940.1	Utg323316_308
OG0000397	WP_136807554.1	Utg323152_152
OG0000398	WP_136805873.1	Utg323316_283
OG0000399	WP_136809940.1	Utg323074_27
OG0000400	WP_136805430.1	Utg323074_129
OG0000401	WP_136808491.1	Utg323448_26, Utg323152_132
OG0000402	WP_167505952.1	Utg323990_13
OG0000402	WP_136808692.1	Utg323074_201
OG0000403	WP_136805283.1	Utg323392_161
OG0000404	WP_167505717.1	Utg323632_90
OG0000406	WP_136808044.1	Utg323300_304, Utg323632_208
OG0000407	WP_136810663.1, WP_136808484.1, WP_136806995.1	Utg323300_231
OG0000408	WP_136807941.1	Utg323316_309
OG0000409	WP_136806338.1	Utg323152_214, Utg323152_215
OG0000410	WP_136806612.1	Utg323180_618
OG0000411	WP_136809092.1, WP_136808186.1, WP_136808185.1	Utg323180_184
OG0000412	WP_167505827.1	Utg323632_307
OG0000413	WP_136806020.1, WP_136808203.1	Utg323632_56
OG0000414	WP_136810059.1	Utg323140_130
OG0000415	WP_228723236.1	Utg323180_424
OG0000418	WP_136806903.1, WP_167505773.1	Utg323632_29
OG0000419	WP_136806185.1	Utg323990_112
OG0000420	WP_136805286.1	Utg323392_158
OG0000422	WP_275942842.1	Utg323316_306
OG0000423	WP_136810696.1	Utg323152_259
OG0000424	WP_136809866.1	Utg323180_488
OG0000424	WP_136808817.1	Utg323990_209
OG0000425	WP_136808202.1, WP_136808474.1	Utg323632_72
OG0000426	WP_136807553.1	Utg323152_151
OG0000427	WP_136810555.1	Utg323448_41
OG0000428	WP_136805285.1	Utg323392_159
OG0000429	WP_136805253.1	Utg323632_282
OG0000430	WP_136810214.1	Utg323152_270, Utg323152_281
OG0000431	WP_136809255.1	Utg323140_38
OG0000431	WP_136807817.1, WP_136807811.1	Utg323392_85
OG0000432	WP_167506035.1, WP_167505825.1	Utg323300_442
OG0000432	WP_136805190.1	Utg323152_538
OG0000433	WP_136808998.1, WP_228723294.1	Utg323316_347
OG0000434	WP_136809750.1	Utg323316_227
OG0000434	WP_136805936.1	Utg323180_553
OG0000436	WP_136810727.1	Utg323152_368
OG0000437	WP_136810266.1	Utg323300_48
OG0000437	WP_136810300.1	Utg323140_223
OG0000437	WP_136807979.1	Utg323262_143
OG0000438	WP_228723334.1	Utg323152_420
OG0000439	WP_136805415.1, WP_136805412.1	Utg323152_408
OG0000440	WP_228723349.1, WP_167505955.1	Utg323152_402
OG0000441	WP_136807604.1	Utg323152_387
OG0000441	WP_136809122.1	Utg323140_50
OG0000441	WP_167505881.1, WP_167505985.1	Utg323152_388
OG0000442	WP_136806992.1	Utg323152_244
OG0000443	WP_217909473.1	Utg324810_34
OG0000444	WP_136806301.1	Utg323152_45
OG0000445	WP_136810687.1	Utg323152_295
OG0000446	WP_136807889.1	Utg323152_316
OG0000447	WP_136806393.1	Utg323392_129
OG0000448	WP_136806379.1	Utg323152_562
OG0000449	WP_136807799.1, WP_136807501.1, WP_228723382.1	Utg323152_593
OG0000451	WP_167505949.1	Utg323074_46, Utg323266_24
OG0000452	WP_136807000.1	Utg323300_444
OG0000452	WP_136807001.1	Utg323152_543
OG0000453	WP_136809304.1	Utg323300_394
OG0000457	WP_217909663.1	Utg323140_93
OG0000458	WP_136805266.1	Utg323632_292
OG0000459	WP_136806351.1	Utg323152_197
OG0000460	WP_267313765.1	Utg323632_251
OG0000461	WP_136805473.1	Utg323266_1, Utg323180_610
OG0000462	WP_136805287.1	Utg323392_157
OG0000463	WP_136806383.1	Utg323152_557
OG0000464	WP_136808709.1	Utg323266_64
OG0000465	WP_136809698.1	Utg323316_131
OG0000466	WP_136809720.1	Utg323316_143
OG0000467	WP_136808627.1	Utg324810_50
OG0000468	WP_136806389.1	Utg323152_550
OG0000469	WP_136808019.1	Utg323300_339
OG0000470	WP_136805243.1	Utg323632_217
OG0000471	WP_136805917.1	Utg323180_23
OG0000472	WP_136808481.1	Utg323990_82
OG0000473	WP_136808626.1	Utg324810_49
OG0000474	WP_136806324.1	Utg323392_19
OG0000475	WP_136809369.1	Utg323300_262
OG0000476	WP_136810534.1	Utg323448_21
OG0000477	WP_136807945.1	Utg323316_316
OG0000478	WP_167506078.1	Utg323316_148
OG0000479	WP_136806303.1	Utg323152_47
OG0000480	WP_035234762.1	Utg323448_83
OG0000481	WP_136809729.1	Utg323316_184
OG0000482	WP_136809717.1	Utg323300_126
OG0000484	WP_167505938.1	Utg323300_196
OG0000485	WP_136806304.1	Utg323152_48
OG0000486	WP_136805393.1	Utg323152_439
OG0000487	WP_136806337.1	Utg323152_216
OG0000488	WP_136809129.1	Utg323160_29
OG0000489	WP_136810012.1	Utg323392_46
OG0000490	WP_167505746.1	Utg323180_708
OG0000491	WP_136805417.1	Utg323074_142
OG0000492	WP_136808478.1	Utg323180_163
OG0000493	WP_136808032.1	Utg323300_317
OG0000494	WP_136809310.1, WP_136808171.1	Utg323300_293
OG0000495	WP_136806411.1	Utg323152_176
OG0000496	WP_136805470.1	Utg323632_52
OG0000497	WP_136808370.1	Utg323632_236
OG0000498	WP_136808369.1	Utg323632_237
OG0000499	WP_136806712.1	Utg323180_506
OG0000500	WP_228723312.1	Utg323448_101
OG0000501	WP_136808829.1	Utg323392_55
OG0000502	WP_136806352.1	Utg323152_196
OG0000503	WP_167505821.1	Utg323180_35
OG0000504	WP_136806613.1	Utg323180_617
OG0000505	WP_136807084.1	Utg323266_72
OG0000506	WP_217909569.1	Utg323262_175
OG0000507	WP_136805804.1	Utg323180_43
OG0000508	WP_136809498.1	Utg323300_12
OG0000509	WP_136809151.1	Utg323160_78
OG0000510	WP_228723268.1, WP_167506115.1	Utg323180_484
OG0000511	WP_136807984.1	Utg323316_346
OG0000512	WP_136808316.1	Utg323074_26
OG0000513	WP_136809368.1	Utg323300_263
OG0000514	WP_136808470.1	Utg323632_76
OG0000515	WP_136806382.1	Utg323152_558
OG0000516	WP_136805474.1	Utg323180_611, Utg323266_2
OG0000517	WP_136810045.1	Utg323262_106
OG0000518	WP_228723226.1	Utg323180_544
OG0000519	WP_136810726.1	Utg323152_229
OG0000520	WP_136807395.1	Utg323392_86
OG0000521	WP_136807544.1	Utg323152_146
OG0000522	WP_136806343.1	Utg323152_209
OG0000523	WP_267313705.1	Utg323392_227
OG0000524	WP_136809142.1	Utg323160_66
OG0000526	WP_136806642.1	Utg323180_264
OG0000527	WP_136806275.1	Utg323990_77
OG0000528	WP_167506016.1	Utg323316_180
OG0000529	WP_136808007.1	Utg323300_351
OG0000530	WP_136805239.1	Utg323632_212
OG0000531	WP_267313729.1	Utg323990_111
OG0000532	WP_176371600.1	Utg323990_149
OG0000533	WP_136808050.1	Utg323300_299
OG0000535	WP_136806143.1	Utg323180_111
OG0000537	WP_136806328.1	Utg323152_226
OG0000538	WP_136805968.1	Utg323140_264, Utg325220_1
OG0000539	WP_167505844.1	Utg323180_65
OG0000540	WP_136806113.1	Utg323990_215
OG0000542	WP_136808029.1	Utg323300_321
OG0000543	WP_136807556.1	Utg323152_153
OG0000544	WP_136808631.1	Utg324810_54
OG0000545	WP_136805818.1	Utg323140_9
OG0000546	WP_136810645.1	Utg323140_178
OG0000547	WP_136809251.1	Utg323180_527
OG0000548	WP_136805953.1	Utg323140_246
OG0000549	WP_136806315.1	Utg323392_28
OG0000550	WP_167505870.1	Utg323632_387, Utg323392_263
OG0000551	WP_136805510.1	Utg323180_674
OG0000551	WP_136809626.1	Utg323180_673
OG0000553	WP_136808834.1	Utg323300_184, Utg325220_97
OG0000555	WP_136806134.1	Utg323180_103
OG0000556	WP_136797680.1	Utg323152_446
OG0000557	WP_136808972.1, WP_136809772.1	Utg323180_181
OG0000558	WP_136810656.1	Utg323152_97
OG0000559	WP_136806562.1, WP_228723366.1, WP_228723232.1, WP_136806660.1	Utg323300_249, Utg323632_385, Utg323074_34
OG0000560	WP_136805728.1	Utg323074_183
OG0000560	WP_136808848.1	Utg323266_40
OG0000561	WP_136809395.1	Utg323266_17
OG0000562	WP_267313713.1	Utg323160_42
OG0000563	WP_136809205.1	Utg323262_167, Utg323266_71
OG0000565	WP_136806064.1	Utg323392_208
OG0000566	WP_136807802.1	Utg323300_374
OG0000568	WP_136807547.1	Utg323392_178, Utg323152_148
OG0000569	WP_136808852.1	Utg323632_362
OG0000570	WP_136805794.1	Utg323316_297
OG0000571	WP_267313669.1, WP_136809735.1	Utg323300_101
OG0000572	WP_136805751.1, WP_167505942.1	Utg323152_431
OG0000575	WP_136810635.1	Utg323140_189
OG0000576	WP_228723278.1	Utg323266_35
OG0000577	WP_136808317.1	Utg323074_28
OG0000578	WP_136809143.1	Utg323160_67
OG0000579	WP_136809153.1	Utg323160_81
OG0000580	WP_136805517.1	Utg323180_689
OG0000581	WP_136810562.1	Utg323448_49
OG0000582	WP_136805821.1	Utg323140_12
OG0000583	WP_136810551.1	Utg323448_37
OG0000584	WP_136807969.1	Utg323316_328
OG0000585	WP_136808212.1	Utg323316_329
OG0000586	WP_136807971.1	Utg323316_331
OG0000587	WP_136808336.1	Utg323152_245
OG0000588	WP_136807974.1	Utg323316_336
OG0000589	WP_136806376.1	Utg323152_565
OG0000590	WP_136807933.1	Utg323316_300
OG0000591	WP_136810643.1	Utg323140_180
OG0000592	WP_136808339.1	Utg323152_248
OG0000593	WP_136805089.1	Utg323632_96
OG0000594	WP_136808038.1	Utg323300_311
OG0000595	WP_136808395.1	Utg323990_151
OG0000596	WP_136806355.1	Utg323152_192
OG0000597	WP_136806412.1	Utg323152_175
OG0000598	WP_136805093.1	Utg323632_99
OG0000599	WP_136806331.1	Utg323152_223
OG0000600	WP_136806643.1	Utg323180_267
OG0000601	WP_136810639.1	Utg323140_185
OG0000603	WP_136806272.1	Utg323990_83
OG0000604	WP_167505820.1	Utg323180_32
OG0000605	WP_136806649.1	Utg323180_276
OG0000606	WP_136809177.1	Utg323266_43
OG0000607	WP_136808084.1	Utg323300_283
OG0000608	WP_228723338.1	Utg323180_609
OG0000610	WP_136810610.1	Utg323448_99
OG0000611	WP_136808341.1	Utg323152_250
OG0000612	WP_228723329.1	Utg323632_295
OG0000613	WP_136805270.1	Utg323632_296
OG0000614	WP_136810662.1, WP_136808485.1, WP_136806994.1	Utg323300_233
OG0000615	WP_136810601.1	Utg323448_90
OG0000616	WP_136810603.1	Utg323448_92
OG0000617	WP_136810575.1	Utg323448_63
OG0000618	WP_136810577.1	Utg323448_65
OG0000619	WP_136810578.1	Utg323448_66
OG0000620	WP_136810579.1	Utg323448_67
OG0000621	WP_136810580.1	Utg323448_68
OG0000622	WP_136810033.1	Utg323262_150
OG0000623	WP_136805431.1	Utg323074_128
OG0000624	WP_136806335.1	Utg323152_218
OG0000625	WP_136806334.1	Utg323152_219
OG0000626	WP_167505948.1	Utg324810_60
OG0000627	WP_136810611.1	Utg323448_100
OG0000628	WP_136805766.1	Utg323180_312
OG0000629	WP_136807086.1	Utg323632_1, Utg323316_98
OG0000630	WP_136808047.1	Utg323300_302
OG0000631	WP_136808049.1	Utg323300_300
OG0000632	WP_136805306.1	Utg323392_138
OG0000633	WP_136810017.1	Utg323180_584
OG0000634	WP_136808300.1	Utg323074_110
OG0000635	WP_136808445.1	Utg323990_206
OG0000637	WP_136805291.1	Utg323392_155
OG0000638	WP_136810040.1	Utg323262_113
OG0000639	WP_136806377.1	Utg323152_564
OG0000640	WP_136806273.1	Utg323990_80
OG0000641	WP_136805337.1, WP_136805251.1	Utg323632_228
OG0000642	WP_136809702.1	Utg323316_136
OG0000643	WP_136805422.1	Utg323074_137
OG0000644	WP_136808054.1	Utg323300_295
OG0000645	WP_136809718.1	Utg323316_141
OG0000646	WP_136809804.1	Utg323632_108
OG0000647	WP_275942847.1	Utg323632_107
OG0000648	WP_136805100.1	Utg323632_103
OG0000649	WP_136805421.1	Utg323074_138
OG0000650	WP_136806843.1	Utg323632_350
OG0000651	WP_136807558.1	Utg323152_154
OG0000652	WP_136805443.1	Utg323392_225
OG0000653	WP_136808345.1	Utg323152_255
OG0000654	WP_136805820.1	Utg323140_11
OG0000655	WP_136810538.1	Utg323448_27
OG0000656	WP_136805519.1	Utg323180_692
OG0000657	WP_136805520.1	Utg323180_693
OG0000658	WP_167505745.1	Utg323180_697
OG0000659	WP_136805526.1	Utg323180_698
OG0000660	WP_136806905.1	Utg323632_33
OG0000661	WP_136806906.1	Utg323632_34
OG0000662	WP_136810029.1	Utg323262_165, Utg323262_164
OG0000663	WP_136805973.1	Utg323140_228
OG0000664	WP_136808392.1	Utg323990_147
OG0000665	WP_136805817.1	Utg323140_6
OG0000667	WP_136805984.1	Utg323300_165
OG0000668	WP_136807160.1, WP_136807167.1, WP_167505951.1, WP_136809885.1	Utg323392_257
OG0000669	WP_136809382.1	Utg323160_12, Utg324810_104
OG0000670	WP_136805082.1	Utg323632_92
OG0000671	WP_136808383.1	Utg323990_137
OG0000672	WP_136808036.1	Utg323300_313
OG0000673	WP_167505733.1	Utg323152_509
OG0000674	WP_136808463.1	Utg324548_24
OG0000675	WP_136808368.1	Utg323632_238
OG0000676	WP_136808344.1	Utg323152_254
OG0000677	WP_136810596.1	Utg323448_85
OG0000678	WP_136810595.1	Utg323448_84
OG0000679	WP_136805275.1	Utg323632_301
OG0000680	WP_136810553.1	Utg323448_39
OG0000681	WP_217909548.1	Utg323448_54
OG0000682	WP_136810566.1	Utg323448_53
OG0000683	WP_136808407.1	Utg323990_179
OG0000684	WP_136807988.1	Utg323300_386
OG0000685	WP_136810589.1	Utg323448_77
OG0000686	WP_136810840.1	Utg323448_114
OG0000687	WP_136810584.1	Utg323448_73
OG0000688	WP_136810582.1	Utg323448_71
OG0000689	WP_136810581.1	Utg323448_70
OG0000690	WP_136809290.1	Utg323300_99
OG0000691	WP_136810570.1	Utg323448_57
OG0000692	WP_136808083.1	Utg323300_284
OG0000693	WP_136808819.1	Utg325220_116
OG0000694	WP_136807967.1	Utg323316_326
OG0000695	WP_136808618.1	Utg324810_39
OG0000696	WP_136808825.1	Utg325220_114
OG0000697	WP_136808010.1	Utg323300_348
OG0000698	WP_136805268.1	Utg323632_294
OG0000699	WP_136806847.1	Utg323632_360
OG0000700	WP_136808319.1	Utg323074_31
OG0000701	WP_136805391.1	Utg323152_442
OG0000702	WP_136806640.1	Utg323180_262
OG0000703	WP_136807102.1, WP_136808090.1	Utg323300_223
OG0000704	WP_136805110.1	Utg323632_111
OG0000705	WP_136805108.1	Utg323632_110
OG0000706	WP_136805106.1	Utg323632_109
OG0000707	WP_136805104.1	Utg323632_105
OG0000708	WP_228723404.1	Utg323632_98
OG0000709	WP_136806414.1	Utg323152_170
OG0000710	WP_136808364.1	Utg323632_246
OG0000711	WP_136809296.1	Utg323300_74
OG0000712	WP_136806336.1	Utg323152_217
OG0000713	WP_136805559.1	Utg323392_146
OG0000714	WP_136805300.1	Utg323392_144
OG0000715	WP_136810552.1	Utg323448_38
OG0000716	WP_136810554.1	Utg323448_40
OG0000717	WP_136810563.1	Utg323448_50
OG0000718	WP_136810564.1	Utg323448_51
OG0000719	WP_136810565.1	Utg323448_52
OG0000720	WP_136810568.1	Utg323448_55
OG0000721	WP_136810571.1	Utg323448_58
OG0000722	WP_176360112.1	Utg323448_61
OG0000723	WP_136810576.1	Utg323448_64
OG0000724	WP_136810612.1	Utg323448_69
OG0000725	WP_136810583.1	Utg323448_72
OG0000726	WP_136810585.1	Utg323448_74
OG0000727	WP_136810590.1	Utg323448_78
OG0000728	WP_136810591.1	Utg323448_79
OG0000729	WP_136810592.1	Utg323448_80
OG0000730	WP_136810593.1	Utg323448_81
OG0000731	WP_136810597.1	Utg323448_86
OG0000732	WP_136810598.1	Utg323448_87
OG0000733	WP_136810599.1	Utg323448_88
OG0000734	WP_136805528.1	Utg323180_700
OG0000735	WP_136808497.1	Utg323074_151
OG0000736	WP_217909480.1, WP_228723340.1	Utg323180_687
OG0000737	WP_136805522.1	Utg323180_694
OG0000738	WP_136810647.1	Utg323140_176
OG0000739	WP_136806327.1	Utg323152_227
OG0000740	WP_136807932.1	Utg323316_299
OG0000741	WP_136808030.1	Utg323300_319
OG0000742	WP_228723305.1	Utg323316_284
OG0000743	WP_136810547.1	Utg323448_33
OG0000744	WP_136808394.1	Utg323990_150
OG0000745	WP_136806292.1	Utg323392_96
OG0000746	WP_267313739.1	Utg323152_179
OG0000747	WP_136805427.1	Utg323074_132
OG0000748	WP_136805428.1	Utg323074_131
OG0000749	WP_167505787.1	Utg323180_110
OG0000750	WP_136808625.1	Utg324810_48
OG0000751	WP_136808628.1	Utg324810_51
OG0000752	WP_136809312.1	Utg323180_291
OG0000753	WP_136805385.1	Utg323152_450
OG0000754	WP_136809169.1	Utg323266_37
OG0000755	WP_136809168.1	Utg323266_36
OG0000756	WP_136807468.1	Utg323152_9
OG0000757	WP_217909533.1, WP_136807936.1	Utg323316_304
OG0000758	WP_136809141.1	Utg323160_65
OG0000759	WP_136806644.1	Utg323180_268
OG0000760	WP_136805900.1	Utg323140_99
OG0000761	WP_136809241.1	Utg323266_44
OG0000762	WP_136806140.1	Utg323180_108
OG0000763	WP_136806139.1	Utg323180_107
OG0000764	WP_136807995.1	Utg323300_379
OG0000765	WP_176371610.1	Utg323152_356
OG0000766	WP_136809134.1	Utg323160_38
OG0000767	WP_136806713.1	Utg323180_507
OG0000768	WP_228723386.1	Utg323632_232
OG0000769	WP_136810602.1	Utg323448_91
OG0000770	WP_136810604.1	Utg323448_93
OG0000771	WP_136810605.1	Utg323448_94
OG0000772	WP_136810606.1	Utg323448_95
OG0000773	WP_136810607.1	Utg323448_96
OG0000774	WP_136810608.1	Utg323448_97
OG0000775	WP_228723301.1	Utg323300_280
OG0000776	WP_136808472.1	Utg323632_74
OG0000777	WP_136808471.1	Utg323632_75
OG0000778	WP_136805768.1	Utg323180_310
OG0000779	WP_136808460.1	Utg324548_29
OG0000780	WP_136810360.1	Utg323074_40
OG0000781	WP_136805294.1	Utg323392_152
OG0000782	WP_136807986.1	Utg323300_390
OG0000783	WP_136806372.1	Utg323152_80
OG0000784	WP_136805897.1	Utg323140_102
OG0000785	WP_136805896.1	Utg323140_103
OG0000787	WP_136808477.1	Utg323632_68
OG0000788	WP_167506090.1	Utg323316_75, Utg323316_74
OG0000789	WP_136808365.1	Utg323632_245
OG0000790	WP_136808052.1	Utg323300_297
OG0000791	WP_136809373.1	Utg323180_99
OG0000792	WP_136808363.1	Utg323632_247
OG0000793	WP_136805500.1	Utg323180_665
OG0000794	WP_217909600.1	Utg323152_166
OG0000795	WP_136808466.1	Utg324548_10
OG0000796	WP_136805442.1	Utg323392_226
OG0000797	WP_136806370.1	Utg323152_78
OG0000798	WP_136805891.1	Utg323140_157
OG0000799	WP_136810032.1	Utg323262_161
OG0000800	WP_136809288.1	Utg323300_103
OG0000801	WP_136805148.1	Utg323632_142
OG0000802	WP_136808579.1	Utg323152_508
OG0000803	WP_136805461.1	Utg323632_49
OG0000804	WP_136809705.1	Utg323300_114
OG0000805	WP_136805730.1, WP_136807951.1	Utg323074_179
OG0000806	WP_228723276.1	Utg323160_64
OG0000807	WP_136805423.1	Utg323074_136
OG0000808	WP_136810839.1	Utg323448_113
OG0000809	WP_136805695.1	Utg323180_317
OG0000810	WP_136808225.1, WP_136805450.1	Utg323392_199
OG0000811	WP_136805694.1	Utg323180_318
OG0000812	WP_136806485.1, WP_136806245.1	Utg323152_454
OG0000813	WP_136808454.1	Utg323990_217
OG0000814	WP_136806861.1	Utg323180_447
OG0000815	WP_136807542.1	Utg323152_145
OG0000816	WP_136809140.1	Utg323160_60
OG0000817	WP_136809128.1	Utg323160_28
OG0000818	WP_136806157.1	Utg323152_392
OG0000819	WP_136806410.1	Utg323152_177
OG0000820	WP_136805537.1	Utg323160_92
OG0000821	WP_136807347.1	Utg323262_73
OG0000822	WP_136810532.1	Utg323448_19
OG0000823	WP_136810535.1	Utg323448_22
OG0000824	WP_136805970.1	Utg323140_266, Utg325220_3
OG0000825	WP_136808387.1	Utg323990_142
OG0000826	WP_136808230.1	Utg323180_412
OG0000827	WP_136806831.1	Utg323632_335
OG0000828	WP_136806832.1	Utg323632_336
OG0000829	WP_136806833.1	Utg323632_337
OG0000830	WP_136806834.1	Utg323632_338
OG0000831	WP_267313788.1	Utg323632_339
OG0000832	WP_136806836.1	Utg323632_340
OG0000833	WP_136806890.1	Utg323632_14
OG0000834	WP_136806610.1	Utg323180_620
OG0000835	WP_136808620.1	Utg324810_42
OG0000836	WP_136805313.1	Utg323152_510
OG0000837	WP_136805429.1	Utg323074_130
OG0000838	WP_136806629.1	Utg323180_39
OG0000839	WP_136805420.1	Utg323074_139
OG0000841	WP_136809125.1	Utg324810_75
OG0000842	WP_136805390.1	Utg323152_444
OG0000843	WP_136806329.1	Utg323152_225
OG0000844	WP_136805272.1	Utg323632_298
OG0000845	WP_136805273.1	Utg323632_299
OG0000846	WP_136805276.1	Utg323632_302
OG0000847	WP_136807935.1	Utg323316_302, Utg323316_303
OG0000848	WP_136806339.1	Utg323152_213
OG0000849	WP_136805489.1	Utg323180_649
OG0000850	WP_136810472.1	Utg323266_11, Utg323160_130
OG0000851	WP_136810633.1	Utg323140_191
OG0000852	WP_136805460.1	Utg323632_42
OG0000853	WP_136806907.1	Utg323632_35
OG0000854	WP_136810695.1	Utg323152_260
OG0000855	WP_136806904.1	Utg323632_31
OG0000856	WP_136810697.1	Utg323152_257
OG0000857	WP_136809120.1, WP_136808384.1	Utg323632_269, Utg323990_138
OG0000858	WP_136808080.1	Utg323300_288
OG0000859	WP_136809669.1	Utg323632_3, Utg323316_96
OG0000860	WP_136807990.1	Utg323300_384
OG0000861	WP_228723337.1	Utg323632_43
OG0000862	WP_136807973.1	Utg323316_335
OG0000863	WP_136806317.1	Utg323392_26
OG0000864	WP_136808037.1	Utg323300_312
OG0000865	WP_136810640.1	Utg323140_184
OG0000866	WP_136808639.1	Utg324810_56
OG0000867	WP_136808016.1	Utg323300_342
OG0000868	WP_136808360.1	Utg323632_250
OG0000869	WP_136810569.1	Utg323448_56
OG0000870	WP_136808085.1	Utg323300_279
OG0000871	WP_136805527.1	Utg323180_699
OG0000872	WP_136805764.1	Utg323180_314
OG0000873	WP_136808367.1	Utg323632_242
OG0000874	WP_136805316.1	Utg323152_504
OG0000875	WP_136806909.1	Utg323632_38
OG0000876	WP_136806318.1	Utg323392_25
OG0000877	WP_136806621.1	Utg323180_31
OG0000878	WP_136807141.1	Utg323160_74
OG0000879	WP_136806344.1	Utg323152_205
OG0000880	WP_136810413.1	Utg323140_268, Utg325220_62
OG0000881	WP_136809753.1	Utg323316_231
OG0000882	WP_176371585.1	Utg323262_102
OG0000884	WP_136805890.1	Utg323140_158
OG0000885	WP_136809969.1	Utg323140_247
OG0000886	WP_136808479.1	Utg323180_127
OG0000887	WP_136809300.1	Utg323300_41
OG0000889	WP_136810626.1	Utg323316_321
OG0000890	WP_228723373.1	Utg323392_107
OG0000891	WP_136807970.1	Utg323316_330
OG0000892	WP_136805084.1	Utg323632_93
OG0000893	WP_136805102.1	Utg323632_104
OG0000894	WP_136807606.1	Utg323152_386
OG0000895	WP_136810642.1	Utg323140_181
OG0000896	WP_136805471.1	Utg323632_54
OG0000897	WP_136807349.1	Utg323262_72
OG0000898	WP_228723266.1	Utg325220_118
OG0000899	WP_136806838.1	Utg323632_342
OG0000900	WP_136810042.1	Utg323262_111
OG0000902	WP_136806725.1	Utg323180_515
OG0000903	WP_228723230.1	Utg323180_514
OG0000904	WP_136806711.1, WP_136809119.1	Utg323180_505
OG0000905	WP_136806294.1	Utg323392_88
OG0000906	WP_136806627.1	Utg323180_37
OG0000907	WP_136805813.1	Utg323180_3, Utg323140_1
OG0000908	WP_136808121.1	Utg324548_11
OG0000909	WP_136805950.1, WP_136809306.1	Utg325220_65, Utg323140_271
OG0000910	WP_136809176.1	Utg323266_42
OG0000911	WP_136806005.1	Utg323152_135
OG0000911	WP_136805158.1	Utg323074_104
OG0000912	WP_136806593.1	Utg323300_398
OG0000913	WP_136808156.1	Utg323262_68
OG0000914	WP_136809852.1, WP_136809708.1	Utg323300_115
OG0000915	WP_136809716.1	Utg323300_124
OG0000917	WP_136807797.1	Utg323300_377
OG0000918	WP_217909494.1	Utg323392_56
OG0000918	WP_136809005.1	Utg323180_396
OG0000919	WP_136805577.1, WP_136807342.1, WP_136807831.1, WP_136807385.1	Utg323316_318
OG0000922	WP_136809752.1	Utg323316_229
OG0000923	WP_267313666.1	Utg323316_133
OG0000925	WP_176371592.1	Utg323990_109, Utg323152_422, Utg323990_81
OG0000926	WP_167506103.1	Utg323074_164
OG0000927	WP_136810725.1	Utg323152_349
OG0000928	WP_136805228.1	Utg323392_136
OG0000929	WP_136808318.1	Utg323074_30, Utg323074_29
OG0000930	WP_136806416.1, WP_136810358.1	Utg323152_167
OG0000931	WP_136806363.1	Utg323152_71
OG0000932	WP_136807052.1	Utg323152_290
