Orthogroup	Desulfocapsa sulfexigens DSM 10523	Desulfovibrio vulgaris DP4
OG0000612	WP_015405558.1	WP_011792682.1
OG0000613	WP_015405557.1	WP_010938136.1
OG0000615	WP_015404310.1	WP_010938173.1
OG0000616	WP_015404312.1	WP_010938170.1
OG0000617	WP_015404282.1	WP_010938599.1
OG0000618	WP_015404284.1	WP_010938601.1
OG0000619	WP_015404285.1	WP_010938602.1
OG0000620	WP_015404286.1	WP_010938603.1
OG0000621	WP_015404287.1	WP_010938604.1
OG0000622	WP_015404375.1	WP_010940201.1
OG0000623	WP_015404728.1	WP_011791413.1
OG0000624	WP_015405025.1	WP_010938227.1
OG0000625	WP_015405024.1	WP_010938226.1
OG0000626	WP_015403434.1	WP_011792978.1
OG0000627	WP_015404320.1	WP_011792444.1
OG0000628	WP_015402471.1	WP_011792199.1
OG0000629	WP_015404142.1	WP_011792088.1
OG0000630	WP_015403871.1	WP_010938669.1
OG0000631	WP_015403869.1	WP_010938667.1
OG0000632	WP_015404802.1	WP_010937362.1
OG0000633	WP_015404414.1	WP_181409338.1
OG0000634	WP_015405484.1	WP_011793164.1
OG0000635	WP_015404478.1	WP_010938578.1
OG0000637	WP_015404786.1	WP_010938504.1
OG0000638	WP_015404362.1	WP_010938199.1
OG0000639	WP_015405456.1	WP_043629256.1
OG0000640	WP_015404578.1	WP_010937959.1
OG0000641	WP_015405619.1	WP_010938000.1
OG0000642	WP_015404104.1	WP_011793050.1
OG0000643	WP_015404719.1	WP_010938865.1
OG0000644	WP_015403865.1	WP_011792392.1
OG0000645	WP_153304871.1	WP_011792997.1
OG0000646	WP_015405682.1	WP_011791805.1
OG0000647	WP_015405683.1	WP_010939773.1
OG0000648	WP_015405686.1	WP_010939777.1
OG0000649	WP_015404718.1	WP_010938866.1
OG0000650	WP_015405533.1	WP_011792870.1
OG0000651	WP_015405131.1	WP_011792873.1
OG0000652	WP_015404738.1	WP_010938643.1
OG0000653	WP_041917055.1	WP_043629518.1
OG0000654	WP_015402738.1	WP_011792650.1
OG0000655	WP_015404177.1	WP_011792855.1
OG0000656	WP_015402306.1	WP_010937817.1
OG0000657	WP_015402305.1	WP_010937816.1
OG0000658	WP_015402301.1	WP_011792851.1
OG0000659	WP_015402300.1	WP_181409373.1
OG0000660	WP_015405750.1	WP_010939789.1
OG0000661	WP_015405749.1	WP_010939788.1
OG0000662	WP_015404379.1	WP_011792821.1
OG0000663	WP_015403013.1	WP_010938977.1
OG0000664	WP_015404540.1	WP_223294688.1
OG0000665	WP_015402733.1	WP_010938035.1
OG0000666	WP_015403904.1	WP_010938853.1, WP_014524388.1
OG0000667	WP_015403629.1	WP_010939263.1
OG0000670	WP_015405697.1	WP_011791970.1
OG0000671	WP_015404549.1	WP_010938507.1
OG0000672	WP_015403881.1	WP_011791432.1
OG0000673	WP_015404811.1	WP_010938823.1
OG0000674	WP_015404432.1	WP_011791534.1
OG0000675	WP_015405612.1	WP_011791332.1
OG0000676	WP_015405218.1	WP_010938875.1
OG0000677	WP_015404305.1	WP_010938622.1
OG0000678	WP_015404304.1	WP_010938621.1
OG0000679	WP_015405552.1	WP_010938140.1
OG0000680	WP_015404260.1	WP_010938494.1
OG0000681	WP_208598517.1	WP_010940187.1
OG0000682	WP_015404273.1	WP_043629159.1
OG0000683	WP_015404510.1	WP_010939599.1
OG0000684	WP_015403957.1	WP_010938075.1
OG0000685	WP_015404296.1	WP_010938614.1
OG0000686	WP_015404330.1	WP_010938890.1
OG0000687	WP_015404292.1	WP_010938609.1
OG0000688	WP_015404290.1	WP_010938607.1
OG0000689	WP_015404289.1	WP_010938606.1
OG0000690	WP_015403507.1	WP_010938747.1
OG0000691	WP_015404277.1	WP_010938593.1
OG0000692	WP_015403857.1	WP_049758104.1
OG0000693	WP_015403094.1	WP_011791337.1
OG0000694	WP_015404000.1	WP_011792542.1
OG0000695	WP_153304833.1	WP_011791336.1
OG0000696	WP_015403092.1	WP_011791441.1
OG0000697	WP_015403917.1	WP_011791481.1
OG0000698	WP_228130088.1	WP_010938134.1
OG0000699	WP_015405529.1	WP_011792683.1
OG0000700	WP_015404849.1	WP_011792217.1
OG0000701	WP_015404878.1	WP_011792484.1
OG0000702	WP_015402520.1	WP_011792477.1
OG0000704	WP_015405679.1	WP_010939769.1
OG0000705	WP_015405680.1	WP_010939770.1
OG0000706	WP_015405681.1	WP_223294677.1
OG0000707	WP_015405684.1	WP_011791804.1
OG0000708	WP_015405691.1	WP_010939783.1
OG0000709	WP_015405104.1	WP_043629306.1
OG0000710	WP_015405606.1	WP_011791775.1
OG0000711	WP_015403495.1	WP_010938129.1
OG0000712	WP_015405026.1	WP_010938228.1
OG0000713	WP_015404795.1	WP_010938499.1
OG0000714	WP_083907296.1	WP_011792505.1
OG0000715	WP_015404259.1	WP_010938495.1
OG0000716	WP_015404261.1	WP_010938493.1
OG0000717	WP_015404270.1	WP_010940183.1
OG0000718	WP_015404271.1	WP_010940184.1
OG0000719	WP_015404272.1	WP_010940185.1
OG0000720	WP_015404275.1	WP_011791613.1
OG0000721	WP_015404278.1	WP_010938594.1
OG0000722	WP_015404280.1	WP_010938597.1
OG0000723	WP_015404283.1	WP_011792455.1
OG0000724	WP_015404288.1	WP_010938605.1
OG0000725	WP_015404291.1	WP_010938608.1
OG0000726	WP_015404293.1	WP_010938610.1
OG0000727	WP_015404297.1	WP_010938615.1
OG0000728	WP_015404298.1	WP_010938616.1
OG0000729	WP_015404299.1	WP_010938617.1
OG0000730	WP_015404300.1	WP_010938618.1
OG0000731	WP_015404306.1	WP_010938623.1
OG0000732	WP_015404307.1	WP_010938624.1
OG0000733	WP_015404308.1	WP_010938625.1
OG0000734	WP_015402298.1	WP_011791926.1
OG0000735	WP_041916957.1	WP_011791344.1
OG0000736	WP_015402311.1	WP_011791987.1
OG0000737	WP_015402304.1	WP_011792849.1
OG0000738	WP_015402949.1	WP_010938947.1
OG0000739	WP_015405016.1	WP_011792507.1
OG0000740	WP_015404023.1	WP_010940646.1
OG0000741	WP_015403887.1	WP_010939720.1
OG0000742	WP_015404033.1	WP_014524672.1
OG0000743	WP_015404254.1	WP_010937757.1
OG0000744	WP_015404538.1	WP_010940500.1
OG0000745	WP_015405381.1	WP_011792461.1
OG0000746	WP_015405095.1	WP_043629470.1
OG0000747	WP_015404724.1	WP_049758073.1
OG0000748	WP_015404725.1	WP_010940172.1
OG0000749	WP_083907163.1	WP_011792699.1
OG0000750	WP_015403421.1	WP_043629133.1
OG0000751	WP_015403424.1	WP_010937633.1
OG0000752	WP_015402484.1	WP_010938673.1
OG0000753	WP_015404859.1	WP_011792330.1
OG0000754	WP_015403167.1	WP_010938914.1
OG0000755	WP_228130063.1	WP_011792317.1
OG0000756	WP_041916433.1	WP_011792702.1
OG0000757	WP_015404019.1	WP_010937395.1
OG0000758	WP_015403358.1	WP_014524181.1
OG0000759	WP_015402514.1	WP_011792877.1
OG0000760	WP_015402787.1	WP_010940408.1
OG0000761	WP_015403142.1	WP_010938200.1
OG0000762	WP_015402667.1	WP_011792572.1
OG0000763	WP_015402668.1	WP_010938389.1
OG0000764	WP_015403950.1	WP_011792535.1
OG0000766	WP_015403369.1	WP_010939096.1
OG0000767	WP_015402388.1	WP_081428877.1
OG0000768	WP_015405616.1	WP_010937363.1
OG0000769	WP_015404311.1	WP_010938172.1
OG0000770	WP_015404313.1	WP_011792660.1
OG0000771	WP_015404314.1	WP_011792661.1
OG0000772	WP_015404315.1	WP_010938167.1
OG0000773	WP_015404316.1	WP_011792663.1
OG0000774	WP_015404317.1	WP_011792664.1
OG0000775	WP_015403854.1	WP_011791908.1
OG0000776	WP_228130023.1	WP_011791910.1
OG0000777	WP_015405705.1	WP_010939641.1
OG0000778	WP_015402473.1	WP_010939500.1
OG0000779	WP_015404446.1	WP_011792378.1
OG0000780	WP_015405473.1	WP_011792658.1
OG0000782	WP_015403960.1	WP_011792254.1
OG0000783	WP_015405149.1	WP_010939719.1
OG0000784	WP_015402790.1	WP_010938343.1
OG0000785	WP_015402791.1	WP_010938342.1
OG0000787	WP_228130090.1	WP_011791423.1
OG0000788	WP_015404156.1	WP_011791827.1
OG0000789	WP_015405607.1	WP_011792483.1
OG0000790	WP_015403866.1	WP_011791446.1
OG0000792	WP_015405605.1	WP_011791774.1
OG0000793	WP_015402327.1	WP_011792862.1
OG0000794	WP_015405108.1	WP_011791622.1
OG0000795	WP_015404416.1	WP_011791453.1
OG0000796	WP_015404737.1	WP_011792441.1
OG0000797	WP_015405151.1	WP_043629431.1
OG0000798	WP_015402907.1	WP_011792740.1
OG0000799	WP_015404376.1	WP_011791345.1
OG0000800	WP_015403515.1	WP_010937472.1
OG0000801	WP_015405649.1	WP_043629175.1
OG0000802	WP_015404812.1	WP_010940307.1
OG0000803	WP_041917156.1	WP_011791590.1
OG0000804	WP_015403522.1	WP_010937892.1
OG0000806	WP_015403359.1	WP_011791474.1
OG0000807	WP_167320747.1	WP_010938864.1
OG0000808	WP_015404329.1	WP_010938952.1
OG0000809	WP_015402465.1	WP_011792736.1
OG0000811	WP_015402464.1	WP_010939094.1
OG0000813	WP_015404469.1	WP_011792341.1
OG0000815	WP_015405140.1	WP_011791424.1
OG0000816	WP_015403361.1	WP_011791479.1
OG0000817	WP_015403376.1	WP_011791536.1
OG0000818	WP_015404964.1	WP_011792705.1
OG0000819	WP_015405097.1	WP_010940202.1
OG0000822	WP_015404166.1	WP_010938089.1
OG0000823	WP_015404169.1	WP_010938086.1
OG0000824	WP_015403078.1	WP_010939184.1
OG0000825	WP_015404545.1	WP_011792161.1
OG0000827	WP_015405545.1	WP_011791788.1
OG0000828	WP_015405544.1	WP_010939804.1
OG0000829	WP_015405543.1	WP_010939805.1
OG0000830	WP_015405542.1	WP_010939806.1
OG0000831	WP_041916459.1	WP_010939807.1
OG0000832	WP_015405540.1	WP_010939808.1
OG0000834	WP_015402351.1	WP_011792463.1
OG0000836	WP_015404810.1	WP_010938824.1
OG0000837	WP_015404726.1	WP_010940174.1
OG0000838	WP_015402709.1	WP_011792377.1
OG0000839	WP_015404717.1	WP_011792343.1
OG0000841	WP_015403390.1	WP_010938881.1
OG0000842	WP_015404877.1	WP_011792613.1
OG0000843	WP_015405018.1	WP_010938257.1
OG0000844	WP_015405555.1	WP_010938137.1
OG0000845	WP_015405554.1	WP_010938138.1
OG0000846	WP_015405551.1	WP_011792681.1
OG0000847	WP_015404020.1	WP_011792495.1
OG0000848	WP_015405029.1	WP_011792139.1
OG0000849	WP_015402337.1	WP_010937833.1
OG0000850	WP_015403211.1	WP_010938922.1
OG0000851	WP_015402964.1	WP_010938919.1
OG0000852	WP_015405742.1	WP_011792704.1
OG0000853	WP_015405748.1	WP_011792566.1
OG0000854	WP_015405223.1	WP_010937424.1
OG0000855	WP_015405751.1	WP_010937798.1
OG0000856	WP_015405221.1	WP_011792247.1
OG0000858	WP_015403860.1	WP_010939912.1
OG0000859	WP_015404144.1	WP_011791709.1
OG0000860	WP_015403955.1	WP_010938077.1
OG0000861	WP_015405741.1	WP_010938546.1
OG0000862	WP_015403992.1	WP_011792201.1
OG0000863	WP_015405347.1	WP_081428900.1
OG0000864	WP_015403880.1	WP_011791790.1
OG0000865	WP_015402957.1	WP_010938393.1
OG0000866	WP_015403430.1	WP_011792165.1
OG0000867	WP_015403911.1	WP_011791469.1
OG0000869	WP_015404276.1	WP_010940189.1
OG0000870	WP_167320732.1	WP_011792158.1
OG0000871	WP_015402299.1	WP_010937809.1
OG0000872	WP_153304786.1	WP_010939147.1
OG0000873	WP_015405609.1	WP_011792149.1
OG0000874	WP_041916421.1	WP_010938672.1
OG0000875	WP_015405746.1	WP_010940499.1
OG0000876	WP_015405346.1	WP_010938699.1
OG0000877	WP_167320708.1	WP_010939186.1
OG0000878	WP_015403349.1	WP_011792977.1
OG0000879	WP_015405036.1	WP_258312757.1
OG0000881	WP_015404074.1	WP_010939506.1
OG0000882	WP_015404351.1	WP_010938252.1
OG0000883	WP_015404359.1	WP_011791339.1
OG0000883	WP_041916915.1	WP_011793109.1
OG0000884	WP_015402908.1	WP_010939107.1
OG0000885	WP_015403060.1	WP_011791792.1
OG0000886	WP_015402656.1	WP_011791527.1
OG0000888	WP_015402439.1	WP_010937584.1, WP_011176621.1
OG0000889	WP_015404003.1	WP_010938879.1
OG0000890	WP_015405391.1	WP_011791978.1
OG0000891	WP_041916368.1	WP_014524309.1
OG0000892	WP_265588656.1	WP_011791971.1
OG0000893	WP_015405685.1	WP_010939776.1
OG0000894	WP_015404989.1	WP_011792451.1
OG0000895	WP_015402954.1	WP_011792181.1
OG0000896	WP_015405732.1	WP_011791906.1
OG0000898	WP_015403096.1	WP_011792843.1
OG0000899	WP_208598530.1	WP_011791448.1
OG0000900	WP_015404360.1	WP_010938197.1
OG0000902	WP_015402382.1, WP_015405273.1	WP_010939236.1
OG0000903	WP_015402383.1, WP_015405272.1	WP_011792142.1
OG0000904	WP_015402389.1	WP_010939849.1
OG0000906	WP_015402711.1	WP_011792375.1
OG0000907	WP_015402730.1	WP_010940042.1
OG0000908	WP_015402805.1, WP_015405049.1	WP_011792858.1
OG0000909	WP_015403808.1, WP_015403040.1	WP_010938537.1
OG0000910	WP_015403150.1	WP_011793179.1
OG0000912	WP_015403511.1	WP_011793160.1
OG0000913	WP_015405502.1, WP_015403521.1	WP_011792729.1
OG0000915	WP_015403543.1	WP_011792400.1
OG0000917	WP_015403948.1	WP_011792886.1
OG0000921	WP_015404062.1	WP_010940434.1
OG0000922	WP_015404076.1	WP_010939520.1
OG0000923	WP_015404106.1	WP_010937348.1
OG0000924	WP_015404218.1, WP_015404632.1	WP_223294698.1
OG0000927	WP_015404673.1	WP_011792951.1
OG0000928	WP_015404804.1	WP_011792891.1
OG0000929	WP_015404850.1, WP_015404851.1	WP_010939086.1
OG0000931	WP_015405170.1	WP_011791399.1
OG0000932	WP_015405251.1	WP_011792842.1
OG0000933	WP_015405319.1	WP_011792845.1
OG0000934	WP_015405326.1	WP_011792666.1
OG0000935	WP_015405361.1	WP_010938927.1
OG0000936	WP_015405470.1	WP_010938888.1
OG0000937	WP_015405491.1	WP_011791842.1
OG0000938	WP_015405506.1	WP_011792162.1
OG0000940	WP_052326950.1	WP_011792354.1
OG0000941	WP_052326989.1	WP_223294582.1
OG0000943	WP_153304907.1	WP_011792636.1
OG0000944	WP_265588652.1	WP_011793146.1
OG0000963	WP_015403953.1	WP_010938079.1
OG0000964	WP_015404814.1	WP_011791593.1
OG0000966	WP_015402855.1	WP_011792905.1
OG0000968	WP_015405021.1	WP_010938255.1
OG0000971	WP_015402959.1	WP_010938395.1
OG0000972	WP_015405054.1	WP_010937628.1
OG0000974	WP_041916461.1	WP_081428990.1
OG0000976	WP_153304895.1	WP_011792778.1
OG0000978	WP_015404281.1	WP_010938598.1
OG0000979	WP_015403935.1	WP_011791977.1
OG0000980	WP_015405535.1	WP_011792367.1
OG0000981	WP_015403367.1	WP_011791340.1
OG0000983	WP_015405627.1	WP_010940191.1
OG0000984	WP_015403398.1	WP_011792238.1
OG0000985	WP_153304930.1	WP_011791955.1
OG0000986	WP_015405637.1	WP_011792967.1
OG0000987	WP_015405138.1	WP_010938679.1
OG0000988	WP_015402737.1	WP_011792649.1
OG0000989	WP_015405135.1	WP_010939182.1
OG0000990	WP_015403362.1	WP_011791537.1
OG0000991	WP_015402952.1	WP_010938900.1
OG0000992	WP_015405695.1	WP_011791972.1
OG0000994	WP_015404303.1	WP_010938620.1
OG0000995	WP_015404294.1	WP_010938612.1
OG0000996	WP_015404090.1	WP_010937452.1
OG0000998	WP_015404890.1	WP_011792690.1
OG0000999	WP_015404871.1, WP_153304944.1	WP_011793046.1
OG0001000	WP_015404295.1	WP_010938613.1
OG0001001	WP_015403965.1	WP_043629039.1
OG0001003	WP_015404627.1	WP_010939733.1
OG0001004	WP_015402764.1	WP_011792332.1
OG0001005	WP_015402765.1	WP_010938892.1
OG0001006	WP_015403630.1	WP_010939262.1
OG0001007	WP_015405608.1	WP_010939214.1
OG0001008	WP_015404961.1	WP_011792606.1
OG0001009	WP_015404960.1	WP_010940563.1
OG0001014	WP_015405709.1	WP_010940203.1
OG0001015	WP_015404990.1	WP_010938630.1
OG0001016	WP_015404991.1	WP_010938631.1
OG0001017	WP_015405424.1	WP_011793104.1
OG0001018	WP_015402717.1	WP_010939185.1
OG0001020	WP_015402612.1	WP_011787310.1
OG0001022	WP_015404097.1	WP_011792252.1
OG0001023	WP_015403416.1	WP_011792196.1
OG0001024	WP_015404583.1	WP_010939119.1
OG0001028	WP_015404785.1	WP_010938505.1
OG0001029	WP_015405539.1	WP_010940458.1
OG0001030	WP_153304834.1	WP_011791335.1
OG0001031	WP_015404147.1	WP_011792176.1
OG0001033	WP_015405130.1	WP_011792872.1
OG0001034	WP_015403374.1	WP_010939171.1
OG0001035	WP_015403346.1	WP_010938110.1
OG0001038	WP_015403497.1	WP_010938913.1
OG0001039	WP_015405621.1	WP_010940375.1
OG0001040	WP_015404318.1	WP_011792665.1
OG0001043	WP_015403058.1	WP_010938965.1
OG0001044	WP_083907278.1	WP_010940181.1
OG0001045	WP_015404741.1	WP_011792372.1
OG0001046	WP_167320764.1	WP_011792338.1
OG0001048	WP_052327029.1	WP_010939514.1
OG0001049	WP_015404374.1	WP_010938069.1
OG0001050	WP_015402800.1	WP_011792256.1
OG0001051	WP_015404136.1	WP_011791463.1
OG0001053	WP_015404629.1	WP_011792885.1
OG0001054	WP_015405702.1	WP_011792948.1
OG0001055	WP_015403066.1	WP_011791624.1
OG0001056	WP_015405405.1	WP_010938831.1
OG0001058	WP_015404740.1	WP_010938868.1
OG0001059	WP_015403083.1	WP_010939072.1
OG0001060	WP_015405522.1	WP_010938821.1
OG0001063	WP_015404826.1	WP_011791498.1
OG0001065	WP_015404468.1	WP_011791629.1
OG0001066	WP_015405694.1	WP_010939530.1
OG0001067	WP_228130016.1	WP_011792243.1
OG0001068	WP_015405143.1	WP_043629168.1
OG0001070	WP_015402470.1	WP_010939146.1
OG0001071	WP_015402318.1	WP_011791395.1
OG0001072	WP_015402324.1	WP_010939581.1
OG0001075	WP_015402659.1	WP_010939385.1
OG0001076	WP_015402666.1	WP_011792646.1
OG0001078	WP_015402853.1	WP_011792902.1
OG0001080	WP_015402899.1	WP_010937870.1
OG0001081	WP_015403050.1, WP_015405493.1	WP_010940509.1
OG0001082	WP_015403197.1	WP_011791611.1
OG0001083	WP_015403203.1	WP_011792557.1
OG0001084	WP_015403205.1	WP_011792558.1
OG0001085	WP_015403452.1	WP_011792257.1
OG0001088	WP_015403505.1	WP_011792380.1
OG0001089	WP_015403555.1	WP_043629731.1
OG0001090	WP_015403573.1	WP_011792548.1
OG0001091	WP_015403620.1	WP_010938477.1
OG0001092	WP_015403753.1	WP_011791460.1
OG0001093	WP_015403966.1	WP_011793176.1
OG0001096	WP_015405070.1, WP_015404332.1	WP_010937763.1
OG0001097	WP_015404393.1	WP_010939573.1
OG0001098	WP_015404428.1	WP_011791374.1, WP_011792631.1
OG0001100	WP_015404712.1	WP_011791602.1
OG0001101	WP_015404794.1	WP_010938871.1
OG0001102	WP_015404831.1	WP_010939814.1
OG0001103	WP_015404903.1	WP_011792879.1
OG0001104	WP_015405022.1	WP_011792513.1
OG0001105	WP_015405112.1	WP_011792143.1
OG0001106	WP_015405113.1	WP_010939231.1
OG0001108	WP_015405167.1	WP_011791983.1
OG0001109	WP_015405168.1	WP_011792694.1
OG0001110	WP_015405171.1	WP_010938306.1
OG0001111	WP_015405194.1	WP_010940360.1
OG0001112	WP_015405252.1	WP_010937840.1
OG0001113	WP_015405271.1, WP_015405669.1	WP_010940284.1
OG0001114	WP_015405297.1	WP_011793169.1
OG0001115	WP_015405341.1	WP_011792562.1
OG0001116	WP_015405443.1	WP_223294612.1
OG0001117	WP_015405447.1	WP_011793095.1
OG0001118	WP_015405526.1	WP_010938324.1
OG0001120	WP_015405744.1	WP_011791315.1
OG0001121	WP_041916456.1	WP_043629650.1
OG0001122	WP_041916785.1	WP_223294614.1
OG0001124	WP_228130020.1	WP_010939233.1
OG0001127	WP_228130080.1	WP_011791607.1
OG0001142	WP_015405698.1	WP_010939535.1
OG0001144	WP_015402786.1	WP_010939197.1
OG0001149	WP_228130077.1	WP_011792240.1
OG0001150	WP_015404373.1	WP_010938957.1
OG0001152	WP_015405547.1	WP_011791789.1
OG0001153	WP_015402622.1	WP_011787307.1
OG0001154	WP_015403886.1	WP_010937910.1
OG0001155	WP_015405636.1	WP_011791562.1
OG0001157	WP_015402616.1	WP_011176593.1
OG0001160	WP_015402735.1, WP_015404667.1	WP_043629368.1
OG0001163	WP_083907279.1	WP_010938611.1
OG0001164	WP_015405142.1	WP_010938296.1
OG0001167	WP_167320694.1	WP_011792456.1
OG0001171	WP_015402630.1	WP_011787306.1
OG0001172	WP_228130030.1	WP_011787308.1
OG0001173	WP_015402619.1	WP_011787309.1
OG0001174	WP_015402632.1	WP_011787304.1
OG0001175	WP_015404151.1	WP_010939611.1
OG0001178	WP_015405308.1	WP_010940487.1
OG0001188	WP_015404159.1	WP_010938894.1
OG0001191	WP_015403063.1	WP_081428954.1
OG0001194	WP_041916847.1	WP_010940003.1
OG0001195	WP_167320742.1	WP_223294667.1
OG0001196	WP_015404987.1	WP_011792172.1
OG0001197	WP_015402302.1	WP_011792850.1
OG0001198	WP_015402329.1	WP_011791925.1
OG0001199	WP_015402348.1	WP_011791416.1
OG0001200	WP_015402380.1	WP_010938903.1
OG0001202	WP_015402523.1	WP_010938583.1, WP_010937996.1
OG0001203	WP_015402569.1	WP_011791984.1
OG0001204	WP_015402635.1	WP_011792151.1
OG0001206	WP_015402660.1	WP_011792081.1
OG0001207	WP_015402661.1	WP_010939380.1
OG0001208	WP_015402705.1	WP_011792398.1, WP_011792695.1
OG0001209	WP_015402781.1	WP_010938959.1
OG0001212	WP_015402856.1	WP_011792904.1
OG0001213	WP_015402857.1	WP_011792903.1
OG0001215	WP_015402891.1	WP_223294587.1
OG0001216	WP_015403335.1, WP_015404868.1, WP_015402902.1	WP_011793044.1
OG0001221	WP_015403077.1	WP_011792591.1
OG0001223	WP_015403095.1	WP_043629194.1
OG0001227	WP_015403187.1	WP_010940235.1
OG0001228	WP_015403300.1, WP_015403737.1	WP_011791323.1
OG0001230	WP_015403373.1	WP_011791831.1
OG0001232	WP_015403506.1	WP_010938748.1
OG0001233	WP_015403549.1	WP_011792786.1
OG0001236	WP_015403621.1	WP_010938476.1
OG0001237	WP_015403626.1	WP_223294583.1
OG0001240	WP_015403774.1	WP_010938524.1
OG0001241	WP_015403818.1	WP_010938745.1
OG0001242	WP_015403867.1	WP_011792112.1
OG0001243	WP_015403884.1	WP_010937711.1
OG0001244	WP_015403893.1	WP_010938666.1
OG0001245	WP_015403912.1	WP_011792632.1
OG0001246	WP_015403951.1	WP_011792709.1
OG0001247	WP_015403971.1	WP_011791848.1
OG0001248	WP_015404010.1	WP_010938481.1
OG0001252	WP_015404350.1	WP_010939940.1
OG0001253	WP_015404353.1	WP_011792403.1
OG0001254	WP_015404357.1	WP_010939643.1
OG0001256	WP_015404430.1	WP_010938142.1
OG0001257	WP_015404435.1	WP_010937806.1
OG0001258	WP_015404476.1	WP_010938576.1
OG0001259	WP_015404477.1	WP_010938577.1
OG0001260	WP_015404512.1	WP_010938590.1
OG0001261	WP_015404532.1	WP_011791573.1
OG0001262	WP_015404543.1	WP_010937569.1, WP_010937449.1
OG0001263	WP_015404564.1	WP_011792781.1, WP_010937994.1
OG0001264	WP_015404628.1	WP_011792534.1
OG0001266	WP_015404731.1	WP_081428952.1
OG0001269	WP_015404954.1	WP_011791483.1
OG0001271	WP_015405038.1	WP_011792191.1
OG0001272	WP_015405050.1	WP_011792498.1, WP_011791995.1
OG0001274	WP_015405102.1	WP_010939200.1
OG0001275	WP_015405144.1	WP_010938274.1
OG0001276	WP_015405165.1	WP_011791515.1
OG0001277	WP_015405166.1	WP_011791516.1
OG0001278	WP_015405173.1	WP_011791467.1
OG0001279	WP_015405174.1	WP_011791468.1
OG0001280	WP_015405180.1	WP_043629792.1
OG0001281	WP_015405196.1	WP_011792104.1
OG0001282	WP_015405197.1	WP_010940171.1
OG0001283	WP_015405206.1	WP_011792342.1
OG0001284	WP_015405287.1	WP_011793006.1, WP_011791847.1
OG0001285	WP_015405288.1	WP_011787394.1, WP_011793007.1
OG0001286	WP_015405289.1	WP_011176697.1, WP_010937617.1
OG0001287	WP_015405292.1	WP_010938738.1
OG0001288	WP_015405293.1	WP_010938737.1
OG0001289	WP_015405304.1	WP_011787378.1, WP_010940491.1
OG0001290	WP_015405305.1	WP_011176682.1, WP_011791425.1
OG0001292	WP_015405345.1	WP_010940433.1
OG0001293	WP_015405348.1	WP_010938180.1
OG0001295	WP_015405445.1	WP_011792439.1
OG0001296	WP_015405503.1	WP_011792728.1
OG0001297	WP_015405504.1	WP_011792727.1
OG0001298	WP_015405553.1	WP_010938139.1
OG0001300	WP_015405639.1, WP_228130004.1	WP_011792711.1
OG0001302	WP_041916361.1	WP_011792553.1
OG0001303	WP_041916463.1	WP_011792389.1
OG0001304	WP_052326940.1	WP_011792915.1
OG0001305	WP_083907266.1	WP_010940448.1
OG0001306	WP_153304929.1	WP_011792567.1
OG0001308	WP_167320735.1	WP_011792710.1
OG0001309	WP_208598477.1	WP_011792536.1
OG0001334	WP_041916672.1	WP_010938040.1
OG0001336	WP_015404620.1	WP_190275056.1
OG0001346	WP_015404661.1, WP_015404552.1	WP_010938652.1
OG0001352	WP_083907249.1	WP_011792853.1
OG0001358	WP_015403757.1	WP_011792890.1
OG0001359	WP_015402631.1	WP_011787305.1
OG0001361	WP_015404784.1	WP_010938506.1
OG0001374	WP_015402596.1	WP_011791946.1
OG0001380	WP_015402538.1	WP_223294683.1
OG0001381	WP_167320697.1	WP_011791349.1, WP_011792062.1
OG0001387	WP_015402510.1	WP_010940624.1
OG0001393	WP_015402537.1	WP_010939396.1
OG0001396	WP_015402320.1	WP_043629066.1
OG0001398	WP_015402341.1	WP_223294642.1
OG0001401	WP_015402363.1	WP_010937640.1
OG0001403	WP_015402522.1	WP_011792459.1
OG0001404	WP_015402524.1	WP_010938584.1
OG0001405	WP_015402526.1	WP_010938586.1
OG0001406	WP_015402527.1	WP_010938587.1
OG0001412	WP_015402655.1	WP_010937797.1
OG0001413	WP_015402663.1	WP_011792892.1
OG0001414	WP_015402670.1	WP_011793010.1
OG0001415	WP_015402707.1	WP_010939693.1
OG0001416	WP_015402723.1	WP_011791841.1
OG0001419	WP_015404866.1, WP_015402898.1	WP_011793041.1
OG0001420	WP_015404867.1, WP_015402901.1	WP_010937557.1
OG0001423	WP_015403191.1	WP_011793125.1
OG0001424	WP_015403202.1	WP_010940151.1
OG0001427	WP_015403323.1	WP_011791846.1
OG0001429	WP_015403372.1	WP_010939729.1
OG0001433	WP_015403462.1	WP_223294685.1
OG0001434	WP_015403502.1	WP_011792497.1
OG0001435	WP_015403513.1	WP_010939853.1
OG0001436	WP_015403574.1, WP_015405666.1	WP_010938368.1
OG0001437	WP_015403599.1	WP_043629457.1
OG0001438	WP_015403659.1	WP_011792706.1
OG0001439	WP_015403727.1	WP_011793094.1
OG0001441	WP_015403739.1	WP_223294574.1
OG0001442	WP_015403745.1	WP_011792129.1
OG0001443	WP_015403750.1	WP_010940441.1
OG0001446	WP_015403882.1	WP_010937709.1
OG0001447	WP_015403883.1	WP_010937710.1
OG0001448	WP_015403915.1	WP_011792634.1
OG0001452	WP_015403999.1	WP_010938377.1
OG0001453	WP_015405581.1	WP_011792163.1
OG0001454	WP_015404017.1	WP_011792758.1
OG0001455	WP_015404060.1	WP_010939726.1
OG0001456	WP_015404191.1	WP_010940220.1
