Orthogroup	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_13_biocide
OG0000493	WP_015403885.1	Utg857152_45
OG0000494	WP_015403661.1	Utg857152_20
OG0000495	WP_015405099.1	Utg859098_239, Utg859098_238
OG0000496	WP_015405733.1	Utg862138_40
OG0000497	WP_015405614.1	Utg858432_129
OG0000498	WP_015405613.1	Utg858432_130
OG0000499	WP_015405505.1	Utg860814_96
OG0000500	WP_015404321.1	Utg858494_89
OG0000501	WP_015403989.1	Utg859388_178
OG0000502	WP_015405045.1	Utg859098_218
OG0000503	WP_015403102.1	Utg859750_73
OG0000504	WP_015402354.1	Utg860814_205
OG0000506	WP_015404813.1	Utg859982_40
OG0000507	WP_015402706.1	Utg859750_83
OG0000508	WP_015403578.1	Utg860006_116, Utg859076_17
OG0000509	WP_015403345.1	Utg861744_21
OG0000510	WP_015402412.1	Utg860814_70
OG0000511	WP_015403968.1	Utg857046_259
OG0000512	WP_015404854.1	Utg857994_18
OG0000514	WP_015405704.1	Utg858432_18
OG0000515	WP_015405450.1	Utg859982_11
OG0000516	WP_015402358.1	Utg860814_197
OG0000517	WP_015404355.1	Utg857076_26
OG0000519	WP_015405014.1	Utg859098_182
OG0000520	WP_015405376.1	Utg859388_149
OG0000521	WP_015405139.1	Utg859098_269
OG0000522	WP_015405032.1	Utg859098_204
OG0000523	WP_015404736.1	Utg859388_10
OG0000524	WP_015403357.1	Utg861744_33
OG0000525	WP_015403476.1	Utg861448_15
OG0000526	WP_015402518.1	Utg863716_87
OG0000527	WP_228130012.1	Utg860006_135
OG0000528	WP_052326983.1	Utg857046_75
OG0000529	WP_015403920.1	Utg857152_76
OG0000530	WP_015405633.1	Utg858432_105
OG0000531	WP_015404567.1	Utg860006_87
OG0000532	WP_015404539.1	Utg860006_54
OG0000533	WP_015403868.1	Utg857152_27, Utg857152_26
OG0000535	WP_015402664.1	Utg857152_185
OG0000537	WP_015405017.1	Utg859098_185
OG0000539	WP_015402679.1	Utg857152_159
OG0000540	WP_015404471.1	Utg859236_26
OG0000542	WP_015403888.1	Utg857152_50
OG0000543	WP_015405132.1	Utg859098_262
OG0000544	WP_015403427.1	Utg861744_125
OG0000545	WP_015402736.1	Utg859750_15
OG0000546	WP_015402951.1	Utg859432_39
OG0000547	WP_228130060.1	Utg860814_120
OG0000549	WP_015405349.1	Utg858498_13
OG0000550	WP_015405518.1	Utg861448_9
OG0000551	WP_015402319.1	Utg860814_267
OG0000552	WP_167320725.1	Utg862138_51, Utg857994_36
OG0000553	WP_015402607.1, WP_015403152.1	Utg857682_87
OG0000554	WP_015402643.1	Utg857152_4
OG0000555	WP_015402671.1	Utg857152_177, Utg857152_176
OG0000556	WP_015405411.1, WP_015404875.1	Utg859982_140
OG0000556	WP_015402888.1	Utg864866_18
OG0000557	WP_015404678.1, WP_015402968.1, WP_015403490.1	Utg859432_2, Utg859982_101
OG0000559	WP_015403185.1, WP_015403179.1	Utg861448_61
OG0000561	WP_015403206.1	Utg865370_11
OG0000562	WP_015405527.1, WP_015403366.1, WP_041916336.1, WP_052326966.1	Utg861744_43
OG0000563	WP_015403725.1	Utg857682_124
OG0000564	WP_015403905.1	Utg859750_48
OG0000566	WP_015403945.1	Utg857152_97
OG0000567	WP_015405005.1	Utg859098_173
OG0000568	WP_041916977.1	Utg859388_45
OG0000568	WP_015405137.1	Utg859098_267
OG0000569	WP_015405528.1	Utg857992_12
OG0000570	WP_015405597.1	Utg857046_194
OG0000571	WP_083907217.1	Utg857300_49
OG0000575	WP_015402962.1	Utg859432_50
OG0000576	WP_015403169.1	Utg865370_28
OG0000577	WP_041916988.1	Utg857994_20
OG0000578	WP_015403356.1	Utg861744_32
OG0000579	WP_015403343.1	Utg861744_19
OG0000580	WP_015402309.1	Utg860814_282
OG0000581	WP_015404269.1	Utg858494_143
OG0000582	WP_015402739.1	Utg859750_11
OG0000583	WP_015404258.1	Utg857490_11
OG0000584	WP_015403998.1	Utg857046_225
OG0000585	WP_015403997.1	Utg857046_226
OG0000586	WP_083907252.1	Utg857046_228
OG0000587	WP_015405003.1	Utg859098_170
OG0000588	WP_015403991.1	Utg857046_250
OG0000589	WP_015405457.1	Utg859982_4
OG0000590	WP_015404022.1	Utg857046_196
OG0000591	WP_015402953.1	Utg859432_41
OG0000592	WP_015405213.1	Utg859098_167
OG0000593	WP_015405693.1	Utg858432_36
OG0000594	WP_015403879.1	Utg857152_39
OG0000595	WP_015404537.1	Utg860006_52
OG0000596	WP_015405048.1	Utg859098_222
OG0000597	WP_015405100.1	Utg859098_240
OG0000598	WP_015405690.1	Utg858432_39
OG0000599	WP_015405020.1	Utg859098_188
OG0000600	WP_015402515.1	Utg863716_90
OG0000601	WP_015402958.1	Utg859432_46
OG0000602	WP_015405103.1	Utg859098_243
OG0000603	WP_015404575.1	Utg860006_130
OG0000604	WP_015402715.1	Utg859750_70
OG0000605	WP_083907155.1	Utg863716_99
OG0000606	WP_228130038.1	Utg865370_35
OG0000607	WP_167320733.1	Utg857152_11
OG0000608	WP_228130026.1	Utg860814_195
OG0000609	WP_228130078.1	Utg857994_166
OG0000610	WP_015404319.1	Utg858494_91
OG0000611	WP_015405215.1	Utg859098_165
OG0000612	WP_015405558.1	Utg866558_22
OG0000613	WP_015405557.1	Utg866558_21
OG0000615	WP_015404310.1	Utg858494_101
OG0000616	WP_015404312.1	Utg858494_99
OG0000617	WP_015404282.1	Utg858494_129
OG0000618	WP_015404284.1	Utg858494_127
OG0000619	WP_015404285.1	Utg858494_126
OG0000620	WP_015404286.1	Utg858494_125
OG0000621	WP_015404287.1	Utg858494_124
OG0000622	WP_015404375.1	Utg859236_96
OG0000623	WP_015404728.1	Utg857994_147
OG0000624	WP_015405025.1	Utg859098_193
OG0000625	WP_015405024.1	Utg859098_192
OG0000626	WP_015403434.1	Utg861744_118
OG0000627	WP_015404320.1	Utg858494_90
OG0000628	WP_015402471.1	Utg859076_34
OG0000630	WP_015403871.1	Utg857152_31
OG0000631	WP_015403869.1	Utg857152_28
OG0000632	WP_015404802.1	Utg859388_81
OG0000633	WP_015404414.1	Utg860814_165
OG0000634	WP_015405484.1	Utg857994_128
OG0000635	WP_015404478.1	Utg859236_17
OG0000637	WP_015404786.1	Utg859388_63
OG0000638	WP_015404362.1	Utg857076_19
OG0000639	WP_015405456.1	Utg859982_5
OG0000640	WP_015404578.1	Utg860006_133
OG0000641	WP_015405619.1	Utg858432_119
OG0000642	WP_015404104.1	Utg857046_24
OG0000643	WP_015404719.1	Utg857994_157
OG0000644	WP_015403865.1	Utg857152_22
OG0000645	WP_153304871.1	Utg857046_27
OG0000646	WP_015405682.1	Utg858432_47
OG0000647	WP_015405683.1	Utg858432_46
OG0000648	WP_015405686.1	Utg858432_43
OG0000649	WP_015404718.1	Utg857994_158
OG0000650	WP_015405533.1	Utg857992_20
OG0000651	WP_015405131.1	Utg859098_261
OG0000652	WP_015404738.1	Utg859388_12
OG0000653	WP_041917055.1	Utg859098_160
OG0000654	WP_015402738.1	Utg859750_12, Utg859750_13
OG0000655	WP_015404177.1	Utg857490_21
OG0000656	WP_015402306.1	Utg860814_287
OG0000657	WP_015402305.1	Utg860814_288
OG0000658	WP_015402301.1	Utg860814_293
OG0000659	WP_015402300.1	Utg860814_294
OG0000660	WP_015405750.1	Utg862138_23
OG0000661	WP_015405749.1	Utg862138_24
OG0000662	WP_015404379.1	Utg859236_80
OG0000664	WP_015404540.1	Utg860006_55
OG0000665	WP_015402733.1	Utg859750_18
OG0000667	WP_015403629.1	Utg857300_3
OG0000668	WP_015403715.1	Utg861448_16
OG0000669	WP_015402625.1	Utg861744_69
OG0000670	WP_015405697.1	Utg858432_31
OG0000671	WP_015404549.1	Utg860006_65
OG0000672	WP_015403881.1	Utg857152_41
OG0000673	WP_015404811.1	Utg859982_38
OG0000674	WP_015404432.1	Utg859236_45
OG0000675	WP_015405612.1	Utg858432_131
OG0000676	WP_015405218.1	Utg859098_162
OG0000677	WP_015404305.1	Utg858494_106
OG0000678	WP_015404304.1	Utg858494_107
OG0000679	WP_015405552.1	Utg866558_16
OG0000680	WP_015404260.1	Utg857490_9
OG0000681	WP_208598517.1	Utg858494_138
OG0000682	WP_015404273.1	Utg858494_139
OG0000683	WP_015404510.1	Utg860006_24
OG0000684	WP_015403957.1	Utg857152_110
OG0000685	WP_015404296.1	Utg858494_115
OG0000686	WP_015404330.1	Utg858494_58
OG0000687	WP_015404292.1	Utg858494_119
OG0000688	WP_015404290.1	Utg858494_121
OG0000689	WP_015404289.1	Utg858494_122
OG0000690	WP_015403507.1	Utg857300_51
OG0000691	WP_015404277.1	Utg858494_135
OG0000692	WP_015403857.1	Utg857152_13
OG0000693	WP_015403094.1	Utg857682_77
OG0000694	WP_015404000.1	Utg857046_223
OG0000695	WP_153304833.1	Utg861744_138
OG0000696	WP_015403092.1	Utg857682_78
OG0000697	WP_015403917.1	Utg857152_72
OG0000698	WP_228130088.1	Utg866558_23
OG0000699	WP_015405529.1	Utg857992_14
OG0000700	WP_015404849.1	Utg857994_23
OG0000701	WP_015404878.1	Utg859982_145
OG0000702	WP_015402520.1	Utg863716_85
OG0000704	WP_015405679.1	Utg858432_50
OG0000705	WP_015405680.1	Utg858432_49
OG0000706	WP_015405681.1	Utg858432_48
OG0000707	WP_015405684.1	Utg858432_45
OG0000708	WP_015405691.1	Utg858432_38
OG0000709	WP_015405104.1	Utg859098_244
OG0000710	WP_015405606.1	Utg858432_137
OG0000711	WP_015403495.1	Utg857300_58
OG0000712	WP_015405026.1	Utg859098_194
OG0000713	WP_015404795.1	Utg859388_72
OG0000714	WP_083907296.1	Utg859388_74
OG0000715	WP_015404259.1	Utg857490_10
OG0000716	WP_015404261.1	Utg857490_8
OG0000717	WP_015404270.1	Utg858494_142
OG0000718	WP_015404271.1	Utg858494_141
OG0000719	WP_015404272.1	Utg858494_140
OG0000720	WP_015404275.1	Utg858494_137
OG0000721	WP_015404278.1	Utg858494_134
OG0000722	WP_015404280.1	Utg858494_130
OG0000723	WP_015404283.1	Utg858494_128
OG0000724	WP_015404288.1	Utg858494_123
OG0000725	WP_015404291.1	Utg858494_120
OG0000726	WP_015404293.1	Utg858494_118
OG0000727	WP_015404297.1	Utg858494_114
OG0000728	WP_015404298.1	Utg858494_113
OG0000729	WP_015404299.1	Utg858494_112
OG0000730	WP_015404300.1	Utg858494_111
OG0000731	WP_015404306.1	Utg858494_105
OG0000732	WP_015404307.1	Utg858494_104
OG0000733	WP_015404308.1	Utg858494_103
OG0000734	WP_015402298.1	Utg860814_296
OG0000735	WP_041916957.1	Utg857994_165
OG0000736	WP_015402311.1	Utg860814_280
OG0000737	WP_015402304.1	Utg860814_290
OG0000738	WP_015402949.1	Utg859432_37
OG0000739	WP_015405016.1	Utg859098_184
OG0000740	WP_015404023.1	Utg857046_195
OG0000741	WP_015403887.1	Utg857152_47
OG0000742	WP_015404033.1	Utg857046_188
OG0000743	WP_015404254.1	Utg857490_15
OG0000744	WP_015404538.1	Utg860006_53
OG0000745	WP_015405381.1	Utg859388_139
OG0000746	WP_015405095.1	Utg859098_235
OG0000747	WP_015404724.1	Utg857994_151
OG0000748	WP_015404725.1	Utg857994_150
OG0000749	WP_083907163.1	Utg857152_184
OG0000750	WP_015403421.1	Utg861744_131
OG0000751	WP_015403424.1	Utg861744_128
OG0000752	WP_015402484.1	Utg863716_108
OG0000753	WP_015404859.1	Utg859982_134
OG0000754	WP_015403167.1	Utg865370_30
OG0000755	WP_228130063.1	Utg865370_29
OG0000756	WP_041916433.1	Utg859098_377
OG0000757	WP_015404019.1	Utg857046_201
OG0000758	WP_015403358.1	Utg861744_34
OG0000759	WP_015402514.1	Utg863716_91
OG0000760	WP_015402787.1	Utg864866_56
OG0000761	WP_015403142.1	Utg865370_36
OG0000762	WP_015402667.1	Utg857152_182
OG0000763	WP_015402668.1	Utg857152_181
OG0000764	WP_015403950.1	Utg857152_103
OG0000766	WP_015403369.1	Utg861744_46
OG0000767	WP_015402388.1	Utg860814_97
OG0000768	WP_015405616.1	Utg858432_125
OG0000769	WP_015404311.1	Utg858494_100
OG0000770	WP_015404313.1	Utg858494_98
OG0000771	WP_015404314.1	Utg858494_97
OG0000772	WP_015404315.1	Utg858494_95
OG0000773	WP_015404316.1	Utg858494_94
OG0000774	WP_015404317.1	Utg858494_93
OG0000775	WP_015403854.1	Utg857152_8
OG0000776	WP_228130023.1	Utg858432_16
OG0000777	WP_015405705.1	Utg858432_17
OG0000778	WP_015402473.1	Utg859076_36
OG0000779	WP_015404446.1	Utg859236_39
OG0000780	WP_015405473.1	Utg857994_34
OG0000781	WP_015404789.1	Utg859388_66
OG0000782	WP_015403960.1	Utg857152_113
OG0000783	WP_015405149.1	Utg859098_319
OG0000784	WP_015402790.1	Utg864866_53
OG0000785	WP_015402791.1	Utg864866_52
OG0000787	WP_228130090.1	Utg858432_7
OG0000789	WP_015405607.1	Utg858432_136
OG0000790	WP_015403866.1	Utg857152_24
OG0000791	WP_015402492.1, WP_015402610.1	Utg857152_172
OG0000792	WP_015405605.1	Utg858432_138
OG0000793	WP_015402327.1	Utg860814_257
OG0000794	WP_015405108.1	Utg859098_248
OG0000795	WP_015404416.1	Utg859236_57
OG0000796	WP_015404737.1	Utg859388_11
OG0000797	WP_015405151.1	Utg859098_321
OG0000798	WP_015402907.1	Utg864866_5
OG0000799	WP_015404376.1	Utg859236_84
OG0000800	WP_015403515.1	Utg857300_48
OG0000801	WP_015405649.1	Utg858432_94
OG0000802	WP_015404812.1	Utg859982_39
OG0000803	WP_041917156.1	Utg862138_37
OG0000804	WP_015403522.1	Utg857300_38
OG0000805	WP_015402755.1, WP_015404212.1, WP_015403131.1	Utg857994_194
OG0000806	WP_015403359.1	Utg861744_35
OG0000807	WP_167320747.1	Utg857994_156
OG0000808	WP_015404329.1	Utg858494_59
OG0000809	WP_015402465.1	Utg859076_29
OG0000810	WP_015404753.1	Utg859388_28
OG0000811	WP_015402464.1	Utg859076_28
OG0000813	WP_015404469.1	Utg859236_28
OG0000815	WP_015405140.1	Utg859098_270
OG0000816	WP_015403361.1	Utg861744_39
OG0000817	WP_015403376.1	Utg861744_55
OG0000818	WP_015404964.1	Utg859982_206
OG0000819	WP_015405097.1	Utg859098_237
OG0000820	WP_015403336.1	Utg861744_11
OG0000822	WP_015404166.1	Utg857490_29
OG0000823	WP_015404169.1	Utg857490_26
OG0000825	WP_015404545.1	Utg860006_60
OG0000826	WP_015402880.1	Utg859098_398
OG0000827	WP_015405545.1	Utg857992_34
OG0000828	WP_015405544.1	Utg857992_33
OG0000829	WP_015405543.1	Utg857992_32
OG0000830	WP_015405542.1	Utg857992_31
OG0000831	WP_041916459.1	Utg857992_30
OG0000832	WP_015405540.1	Utg857992_29
OG0000833	WP_015405766.1	Utg862138_6
OG0000834	WP_015402351.1	Utg860814_211
OG0000836	WP_015404810.1	Utg859982_37
OG0000837	WP_015404726.1	Utg857994_149
OG0000838	WP_015402709.1	Utg859750_78
OG0000839	WP_015404717.1	Utg857994_159
OG0000841	WP_015403390.1	Utg861744_104
OG0000842	WP_015404877.1	Utg859982_143
OG0000843	WP_015405018.1	Utg859098_186
OG0000844	WP_015405555.1	Utg866558_19
OG0000845	WP_015405554.1	Utg866558_18
OG0000846	WP_015405551.1	Utg866558_15
OG0000847	WP_015404020.1	Utg857046_200
OG0000848	WP_015405029.1	Utg859098_198
OG0000849	WP_015402337.1	Utg860814_241
OG0000850	WP_015403211.1	Utg865370_6
OG0000851	WP_015402964.1	Utg859432_52
OG0000852	WP_015405742.1	Utg862138_31
OG0000853	WP_015405748.1	Utg862138_25
OG0000854	WP_015405223.1	Utg859098_156
OG0000855	WP_015405751.1	Utg862138_22
OG0000856	WP_015405221.1	Utg859098_158
OG0000857	WP_015404548.1	Utg866558_50, Utg860006_64
OG0000858	WP_015403860.1	Utg857152_16
OG0000860	WP_015403955.1	Utg857152_108
OG0000861	WP_015405741.1	Utg862138_32
OG0000862	WP_015403992.1	Utg857046_249
OG0000863	WP_015405347.1	Utg858498_11
OG0000864	WP_015403880.1	Utg857152_40
OG0000865	WP_015402957.1	Utg859432_45
OG0000866	WP_015403430.1	Utg861744_123
OG0000867	WP_015403911.1	Utg857152_66
OG0000868	WP_015405602.1	Utg858432_141
OG0000869	WP_015404276.1	Utg858494_136
OG0000870	WP_167320732.1	Utg857152_7
OG0000871	WP_015402299.1	Utg860814_295
OG0000872	WP_153304786.1	Utg859076_32
OG0000873	WP_015405609.1	Utg858432_134
OG0000874	WP_041916421.1	Utg859982_42
OG0000875	WP_015405746.1	Utg862138_27
OG0000876	WP_015405346.1	Utg858498_10
OG0000877	WP_167320708.1	Utg859750_69
OG0000878	WP_015403349.1	Utg861744_25
OG0000879	WP_015405036.1	Utg859098_208
OG0000880	WP_015404455.1	Utg857682_177
OG0000881	WP_015404074.1	Utg857046_136
OG0000882	WP_015404351.1	Utg857076_30
OG0000883	WP_015404359.1	Utg857076_22
OG0000884	WP_015402908.1	Utg864866_4
OG0000886	WP_015402656.1	Utg857152_198
OG0000888	WP_015402439.1	Utg860814_18
OG0000889	WP_015404003.1	Utg857046_218
OG0000890	WP_015405391.1	Utg859388_129
OG0000891	WP_041916368.1	Utg857046_227
OG0000892	WP_265588656.1	Utg858432_33, Utg858432_32
OG0000893	WP_015405685.1	Utg858432_44
OG0000894	WP_015404989.1	Utg857300_13
OG0000895	WP_015402954.1	Utg859432_42
OG0000896	WP_015405732.1	Utg862138_41
OG0000898	WP_015403096.1	Utg857682_75
OG0000899	WP_208598530.1	Utg857992_27
OG0000900	WP_015404360.1	Utg857076_21
OG0000901	WP_015402379.1	Utg857076_69, Utg860814_111
OG0000902	WP_015402382.1	Utg860814_108
OG0000903	WP_015402383.1	Utg860814_106
OG0000904	WP_015402389.1	Utg860814_95
OG0000905	WP_015405378.1	Utg859388_147
OG0000906	WP_015402711.1	Utg859750_75, Utg859750_76
OG0000907	WP_015402730.1	Utg859750_22
OG0000909	WP_015403808.1	Utg857682_174
OG0000909	WP_015403040.1	Utg859982_46
OG0000910	WP_015403150.1	Utg865370_34
OG0000912	WP_015403511.1	Utg857152_121
OG0000913	WP_015405502.1	Utg857076_64
OG0000914	WP_015403535.1	Utg857300_37
OG0000915	WP_015403543.1	Utg857300_28
OG0000916	WP_015403614.1	Utg857046_100
OG0000917	WP_015403948.1	Utg857152_100
OG0000918	WP_015403988.1	Utg859388_177
OG0000919	WP_015404006.1	Utg857046_215
OG0000920	WP_015404640.1	Utg859236_11
OG0000920	WP_015404042.1	Utg859098_42
OG0000922	WP_015404076.1	Utg857046_134
OG0000923	WP_015404106.1	Utg857046_22
OG0000924	WP_015404632.1	Utg857994_213
OG0000925	WP_167320729.1	Utg860006_89
OG0000925	WP_015404894.1	Utg859982_172
OG0000926	WP_015404659.1	Utg857046_96
OG0000928	WP_015404804.1	Utg859388_85
OG0000929	WP_015404850.1	Utg857994_22
OG0000929	WP_015404851.1	Utg857994_21
OG0000930	WP_015405107.1	Utg859098_247
OG0000931	WP_015405170.1	Utg859098_329
OG0000932	WP_015405251.1	Utg859098_126
OG0000932	WP_015405204.1	Utg857046_154
OG0000933	WP_015405319.1	Utg859098_75
OG0000934	WP_015405326.1	Utg859076_51, Utg859098_66, Utg859098_67
OG0000935	WP_015405361.1	Utg859388_184, Utg858498_24
OG0000936	WP_015405470.1	Utg859982_80
OG0000937	WP_015405491.1	Utg857994_136
OG0000938	WP_015405506.1	Utg859388_174
OG0000939	WP_015405631.1	Utg858432_107
OG0000940	WP_052326950.1	Utg857076_11
OG0000941	WP_052326989.1	Utg857490_16
OG0000942	WP_153304905.1	Utg859982_168, Utg859982_167
OG0000943	WP_153304907.1	Utg859098_328
OG0000944	WP_265588652.1	Utg858432_128
OG0000963	WP_015403953.1	Utg857152_106
OG0000964	WP_015404814.1	Utg859982_41
OG0000966	WP_015402855.1	Utg857076_3, Utg859236_131
OG0000968	WP_015405021.1	Utg859098_189
OG0000970	WP_015404174.1	Utg857490_24
OG0000971	WP_015402959.1	Utg859432_47
OG0000972	WP_015405054.1	Utg859098_228
OG0000974	WP_041916461.1	Utg866558_24
OG0000976	WP_153304895.1	Utg860006_128
OG0000977	WP_015405209.1	Utg859098_362
OG0000980	WP_015405535.1	Utg857992_22
OG0000981	WP_015403367.1	Utg861744_44
OG0000982	WP_015403370.1	Utg861744_47
OG0000983	WP_015405627.1	Utg858432_111
OG0000985	WP_153304930.1	Utg862138_15
OG0000986	WP_015405637.1	Utg858432_104
OG0000987	WP_015405138.1	Utg859098_268
OG0000988	WP_015402737.1	Utg859750_14
OG0000989	WP_015405135.1	Utg859098_265
OG0000990	WP_015403362.1	Utg861744_40
OG0000991	WP_015402952.1	Utg859432_40
OG0000992	WP_015405695.1	Utg858432_34
OG0000994	WP_015404303.1	Utg858494_108
OG0000995	WP_015404294.1	Utg858494_117
OG0000996	WP_015404090.1	Utg857046_68
OG0000998	WP_015404890.1	Utg859982_156
OG0000999	WP_015404871.1, WP_153304944.1	Utg857152_210
OG0001000	WP_015404295.1	Utg858494_116
OG0001001	WP_015403965.1	Utg857152_125
OG0001002	WP_015402303.1	Utg860814_291
OG0001003	WP_015404627.1	Utg860006_165
OG0001004	WP_015402764.1	Utg864866_85
OG0001005	WP_015402765.1	Utg864866_84
OG0001006	WP_015403630.1	Utg857300_4
OG0001007	WP_015405608.1	Utg858432_135
OG0001008	WP_015404961.1	Utg859982_204
OG0001009	WP_015404960.1	Utg859982_203
OG0001011	WP_015402483.1	Utg863716_109
OG0001012	WP_041916502.1	Utg860814_60
OG0001013	WP_052326942.1	Utg860814_19, Utg860814_20
OG0001014	WP_015405709.1	Utg858432_10
OG0001017	WP_015405424.1	Utg859388_91
OG0001018	WP_015402717.1	Utg859750_68
OG0001019	WP_015404790.1	Utg859388_67
OG0001020	WP_015402612.1	Utg861744_59
OG0001022	WP_015404097.1	Utg857046_31
OG0001023	WP_015403416.1	Utg861744_135
OG0001024	WP_015404583.1	Utg860006_134
OG0001026	WP_015405482.1	Utg857994_126, Utg857994_125
OG0001027	WP_015404342.1	Utg857076_42
OG0001029	WP_015405539.1	Utg857992_28
OG0001030	WP_153304834.1	Utg861744_137
OG0001033	WP_015405130.1	Utg859098_260
OG0001034	WP_015403374.1	Utg861744_53
OG0001035	WP_015403346.1	Utg861744_22
OG0001036	WP_015403949.1	Utg857152_102, Utg857152_101
OG0001038	WP_015403497.1	Utg857300_56
OG0001039	WP_015405621.1	Utg858432_117
OG0001040	WP_015404318.1	Utg858494_92
OG0001041	WP_015404806.1	Utg859388_87
OG0001045	WP_015404741.1	Utg859388_15
OG0001046	WP_167320764.1	Utg866558_26
OG0001048	WP_052327029.1	Utg858432_90
OG0001049	WP_015404374.1	Utg859236_98
OG0001052	WP_015402680.1	Utg857152_158
OG0001053	WP_015404629.1	Utg857994_209
OG0001054	WP_015405702.1	Utg858432_21
OG0001056	WP_015405405.1	Utg859098_437, Utg858498_1
OG0001057	WP_015403900.1	Utg857682_14
OG0001058	WP_015404740.1	Utg859388_14
OG0001059	WP_015403083.1	Utg857682_92
OG0001060	WP_015405522.1	Utg861448_4
OG0001063	WP_015404826.1	Utg859982_72
OG0001065	WP_015404468.1	Utg859236_29
OG0001066	WP_015405694.1	Utg858432_35
OG0001067	WP_228130016.1	Utg859982_135, Utg859982_136
OG0001068	WP_015405143.1	Utg859098_273
OG0001069	WP_015404898.1	Utg859982_176
OG0001070	WP_015402470.1	Utg859076_33
OG0001071	WP_015402318.1	Utg860814_250, Utg860814_268, Utg860814_269
OG0001072	WP_015402324.1	Utg860814_262
OG0001073	WP_015402549.1	Utg859982_126
OG0001074	WP_015405057.1	Utg859432_79
OG0001075	WP_015402659.1	Utg859098_419
OG0001076	WP_015402666.1	Utg857152_183
OG0001077	WP_015402773.1	Utg858432_152, Utg864866_72
OG0001079	WP_015402875.1, WP_015402854.1	Utg857076_6
OG0001080	WP_015402899.1	Utg857152_222
OG0001083	WP_015403203.1	Utg865370_14
OG0001084	WP_015403205.1	Utg865370_12
OG0001085	WP_015403452.1	Utg864866_113
OG0001086	WP_015403453.1	Utg864866_114
OG0001088	WP_015403505.1	Utg857300_53
OG0001089	WP_015403555.1	Utg860006_113
OG0001091	WP_015403620.1	Utg857076_49, Utg857300_21
OG0001093	WP_015403966.1	Utg857046_261
OG0001095	WP_015404324.1	Utg858494_86
OG0001096	WP_015404332.1	Utg858494_56
OG0001098	WP_015404428.1	Utg859098_10
OG0001100	WP_015404712.1	Utg857994_163
OG0001101	WP_015404794.1	Utg859388_71
OG0001102	WP_015404831.1	Utg859982_77
OG0001104	WP_015405022.1	Utg859098_190
OG0001105	WP_015405112.1	Utg859098_253
OG0001106	WP_015405113.1	Utg859098_254
OG0001107	WP_015405147.1	Utg859098_317
OG0001108	WP_015405167.1	Utg859098_326
OG0001109	WP_015405168.1	Utg859098_327
OG0001110	WP_015405171.1	Utg859098_330
OG0001111	WP_015405194.1	Utg859098_353
OG0001112	WP_015405252.1	Utg859098_125
OG0001113	WP_015405271.1, WP_015405669.1	Utg858432_78
OG0001114	WP_015405297.1	Utg859098_97
OG0001115	WP_015405341.1	Utg858498_5
OG0001116	WP_015405443.1	Utg859982_18
OG0001117	WP_015405447.1	Utg859982_15
OG0001118	WP_015405526.1	Utg857992_11
OG0001119	WP_015405622.1	Utg858432_116
OG0001120	WP_015405744.1	Utg862138_29
OG0001121	WP_041916456.1	Utg861448_2
OG0001122	WP_041916785.1	Utg857046_148
OG0001123	WP_153304801.1	Utg858432_149, Utg857046_125
OG0001124	WP_228130020.1	Utg859098_252
OG0001125	WP_228130028.1	Utg863716_62
OG0001126	WP_228130033.1, WP_228130032.1	Utg860814_1
OG0001127	WP_228130080.1	Utg857994_16
OG0001142	WP_015405698.1	Utg858432_30
OG0001143	WP_015402577.1	Utg863716_34
OG0001144	WP_015402786.1	Utg864866_58
OG0001145	WP_167320748.1	Utg857994_153
OG0001148	WP_015403121.1	Utg858494_34
OG0001150	WP_015404373.1	Utg859236_99
OG0001152	WP_015405547.1	Utg857992_36
OG0001153	WP_015402622.1	Utg861744_68
OG0001154	WP_015403886.1	Utg857152_46
OG0001155	WP_015405636.1	Utg859098_278
OG0001156	WP_015403195.1	Utg859098_49, Utg857994_218
OG0001157	WP_015402616.1	Utg861744_62
OG0001159	WP_015402466.1	Utg859076_30
OG0001160	WP_015402735.1	Utg859750_16
OG0001161	WP_015404796.1	Utg859388_73
OG0001164	WP_015405142.1	Utg859098_272
OG0001165	WP_015402362.1	Utg860814_188
OG0001166	WP_015404513.1	Utg860006_27
OG0001168	WP_015402423.1	Utg860814_59, Utg860814_58
OG0001169	WP_015402417.1	Utg860814_65
OG0001171	WP_015402630.1	Utg861744_94
OG0001172	WP_228130030.1	Utg861744_66
OG0001173	WP_015402619.1	Utg861744_65
OG0001174	WP_015402632.1	Utg861744_96
OG0001176	WP_015404381.1	Utg857682_11
OG0001178	WP_015405308.1	Utg859098_86
OG0001179	WP_015402373.1	Utg860814_117
OG0001182	WP_015403519.1	Utg857300_43, Utg857300_42
OG0001183	WP_167320739.1	Utg857046_19
OG0001184	WP_015404058.1, WP_015404057.1	Utg857046_170
OG0001189	WP_015402678.1	Utg857152_160
OG0001192	WP_015405571.1	Utg866558_38
OG0001195	WP_167320742.1	Utg862138_54
OG0001197	WP_015402302.1	Utg860814_292
OG0001198	WP_015402329.1	Utg860814_255
OG0001199	WP_015402348.1	Utg860814_226, Utg860814_227
OG0001200	WP_015402380.1	Utg860814_110
OG0001201	WP_015402453.1	Utg857152_180
OG0001202	WP_015402523.1	Utg863716_82
OG0001203	WP_015402569.1	Utg863716_48
OG0001207	WP_015402661.1	Utg859098_421
OG0001208	WP_015402705.1	Utg859750_84
