row,baseMean,log2FoldChange,lfcSE,stat.x,pvalue,padj,aa,gene,stat.y,bin,max_annot_lvl,Preferred_name,COG_category,PFAMs,Description
Cluster 56982,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,130,Utg271766_1492,*,NA,NA,NA,NA,NA,NA
Cluster 59041,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,121,Utg270866_2391,*,NA,NA,NA,NA,NA,NA
Cluster 65352,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,93,Utg270866_2342,*,NA,NA,NA,NA,NA,NA
Cluster 68114,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,82,Utg270866_3416,*,NA,NA,NA,NA,NA,NA
Cluster 74098,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,59,Utg270866_3176,*,NA,NA,NA,NA,NA,NA
Cluster 77238,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,44,Utg270866_2511,*,NA,NA,NA,NA,NA,NA
Cluster 77261,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,44,Utg270866_3773,*,NA,NA,NA,NA,NA,NA
Cluster 77412,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,43,Utg270866_2066,*,NA,NA,NA,NA,NA,NA
Cluster 77630,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,42,Utg270866_1877,*,NA,NA,NA,NA,NA,NA
Cluster 77646,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,42,Utg270866_3121,*,NA,NA,NA,NA,NA,NA
Cluster 79663,73.33851882241547,-23.80554592149835,3.4579954962944686,-6.884203853651049,5.811160899817104e-12,6.139878901383425e-10,29,Utg270866_3315,*,NA,NA,NA,NA,NA,NA
Cluster 56483,73.17518136401364,-23.804624449213463,3.4596498669916835,-6.880645546340394,5.958193496280032e-12,6.202195706127691e-10,132,Utg270866_203,*,NA,NA,NA,NA,NA,NA
Cluster 59679,73.17518136401364,-23.804624449213463,3.4596498669916835,-6.880645546340394,5.958193496280032e-12,6.202195706127691e-10,118,Utg270866_1186,*,NA,NA,NA,NA,NA,NA
Cluster 61085,73.17518136401364,-23.804624449213463,3.4596498669916835,-6.880645546340394,5.958193496280032e-12,6.202195706127691e-10,112,Utg270866_2001,*,NA,NA,NA,NA,NA,NA
Cluster 64895,73.17518136401364,-23.804624449213463,3.4596498669916835,-6.880645546340394,5.958193496280032e-12,6.202195706127691e-10,95,Utg270866_1667,*,NA,NA,NA,NA,NA,NA
Cluster 68604,73.17518136401364,-23.804624449213463,3.4596498669916835,-6.880645546340394,5.958193496280032e-12,6.202195706127691e-10,80,Utg271766_141,*,NA,NA,NA,NA,NA,NA
Cluster 72465,73.17518136401364,-23.804624449213463,3.4596498669916835,-6.880645546340394,5.958193496280032e-12,6.202195706127691e-10,65,Utg270866_527,*,NA,NA,NA,NA,NA,NA
Cluster 75849,73.17518136401364,-23.804624449213463,3.4596498669916835,-6.880645546340394,5.958193496280032e-12,6.202195706127691e-10,51,Utg270866_2509,*,maxbin_sample10.txt.007.emapper.annotations,135623|Vibrionales,-,S,DUF134,Protein of unknown function  DUF134
Cluster 76425,73.17518136401364,-23.804624449213463,3.4596498669916835,-6.880645546340394,5.958193496280032e-12,6.202195706127691e-10,48,Utg270866_454,*,NA,NA,NA,NA,NA,NA
Cluster 78532,73.17518136401364,-23.804624449213463,3.4596498669916835,-6.880645546340394,5.958193496280032e-12,6.202195706127691e-10,37,Utg270866_2751,*,NA,NA,NA,NA,NA,NA
Cluster 29146,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,285,Utg270866_3366,*,maxbin_sample10.txt.007.emapper.annotations,1236|Gammaproteobacteria,rpfF,I,ECH_1,Enoyl-CoA hydratase
Cluster 48826,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,168,Utg270866_2334,*,maxbin_sample10.txt.007.emapper.annotations,135613|Chromatiales,-,I,PAP2,PFAM phosphoesterase PA-phosphatase related
Cluster 50241,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,161,Utg271766_1490,*,NA,NA,NA,NA,NA,NA
Cluster 58824,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,122,Utg270866_1604,*,maxbin_sample10.txt.007.emapper.annotations,201174|Actinobacteria,trpS,J,tRNA-synt_1b,tRNA synthetases class I (W and Y)
Cluster 62406,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,106,Utg270866_2215,*,NA,NA,NA,NA,NA,NA
Cluster 64891,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,95,Utg270866_816,*,NA,NA,NA,NA,NA,NA
Cluster 65583,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,92,Utg270866_202,*,NA,NA,NA,NA,NA,NA
Cluster 67594,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,84,Utg270866_3047,*,NA,NA,NA,NA,NA,NA
Cluster 71936,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,67,Utg270866_2121,*,NA,NA,NA,NA,NA,NA
Cluster 75890,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,51,Utg271766_1436,*,maxbin_sample10.txt.007.emapper.annotations,1236|Gammaproteobacteria,yaaA,S,H2O2_YaaD,Belongs to the UPF0246 family
Cluster 76458,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,48,Utg270866_2343,*,NA,NA,NA,NA,NA,NA
Cluster 76490,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,48,Utg270866_3772,*,NA,NA,NA,NA,NA,NA
Cluster 78999,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,34,Utg270866_2158,*,NA,NA,NA,NA,NA,NA
Cluster 79017,74.31854357282637,-23.80229550716198,3.448205290118043,-6.902806968997821,5.0984890266706365e-12,5.830464687469443e-10,34,Utg270866_3312,*,NA,NA,NA,NA,NA,NA
Cluster 56973,74.15520611442454,-23.80182754443822,3.449821011721041,-6.8994383950847356,5.220852285885045e-12,5.847539042604179e-10,130,Utg270866_2090,*,maxbin_sample10.txt.007.emapper.annotations,2|Bacteria,-,-,-,-
Cluster 58831,74.15520611442454,-23.80182754443822,3.449821011721041,-6.8994383950847356,5.220852285885045e-12,5.847539042604179e-10,122,Utg271766_555,*,NA,NA,NA,NA,NA,NA
Cluster 61081,74.15520611442454,-23.80182754443822,3.449821011721041,-6.8994383950847356,5.220852285885045e-12,5.847539042604179e-10,112,Utg270866_1103,*,NA,NA,NA,NA,NA,NA
Cluster 65811,74.15520611442454,-23.80182754443822,3.449821011721041,-6.8994383950847356,5.220852285885045e-12,5.847539042604179e-10,91,Utg270866_2170,*,NA,NA,NA,NA,NA,NA
Cluster 75617,74.15520611442454,-23.80182754443822,3.449821011721041,-6.8994383950847356,5.220852285885045e-12,5.847539042604179e-10,52,Utg270866_1451,*,NA,NA,NA,NA,NA,NA
Cluster 76470,74.15520611442454,-23.80182754443822,3.449821011721041,-6.8994383950847356,5.220852285885045e-12,5.847539042604179e-10,48,Utg270866_2930,*,maxbin_sample10.txt.007.emapper.annotations,91061|Bacilli,tsf,J,EF_TS,Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome
Cluster 54063,73.66519373921909,-23.800040277918107,3.4547063498924575,-6.8891644809866355,5.612102118129264e-12,6.067030183794798e-10,143,Utg271766_1439,*,NA,NA,NA,NA,NA,NA
Cluster 58160,73.66519373921909,-23.800040277918107,3.4547063498924575,-6.8891644809866355,5.612102118129264e-12,6.067030183794798e-10,125,Utg270866_2125,*,maxbin_sample10.txt.007.emapper.annotations,186801|Clostridia,-,K,zf-trcl,Probable zinc-ribbon domain
Cluster 59676,73.66519373921909,-23.800040277918107,3.4547063498924575,-6.8891644809866355,5.612102118129264e-12,6.067030183794798e-10,118,Utg270866_201,*,NA,NA,NA,NA,NA,NA
Cluster 69891,73.66519373921909,-23.800040277918107,3.4547063498924575,-6.8891644809866355,5.612102118129264e-12,6.067030183794798e-10,75,Utg270866_2599,*,maxbin_sample10.txt.007.emapper.annotations,1224|Proteobacteria,pilT,NU,T2SSE,Twitching Motility Protein
Cluster 74519,73.66519373921909,-23.800040277918107,3.4547063498924575,-6.8891644809866355,5.612102118129264e-12,6.067030183794798e-10,57,Utg270866_2176,*,NA,NA,NA,NA,NA,NA
Cluster 77594,73.66519373921909,-23.800040277918107,3.4547063498924575,-6.8891644809866355,5.612102118129264e-12,6.067030183794798e-10,42,Utg270866_185,*,NA,NA,NA,NA,NA,NA
Cluster 77680,73.66519373921909,-23.800040277918107,3.4547063498924575,-6.8891644809866355,5.612102118129264e-12,6.067030183794798e-10,42,Utg271766_1161,*,NA,NA,NA,NA,NA,NA
Cluster 78852,73.66519373921909,-23.800040277918107,3.4547063498924575,-6.8891644809866355,5.612102118129264e-12,6.067030183794798e-10,35,Utg270866_2843,*,NA,NA,NA,NA,NA,NA
Cluster 79277,73.66519373921909,-23.800040277918107,3.4547063498924575,-6.8891644809866355,5.612102118129264e-12,6.067030183794798e-10,32,Utg270866_3133,*,NA,NA,NA,NA,NA,NA
Cluster 48822,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,168,Utg270866_1088,*,NA,NA,NA,NA,NA,NA
Cluster 50014,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,162,Utg270866_835,*,NA,NA,NA,NA,NA,NA
Cluster 56729,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,131,Utg270866_1714,*,NA,NA,NA,NA,NA,NA
Cluster 69879,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,75,Utg270866_1717,*,NA,NA,NA,NA,NA,NA
Cluster 70650,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,72,Utg270866_1820,*,NA,NA,NA,NA,NA,NA
Cluster 72808,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,64,Utg270866_3132,*,maxbin_sample10.txt.007.emapper.annotations,33208|Metazoa,COL6A6,W,"Collagen,VWA",Collagen alpha-6(VI)
Cluster 74102,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,59,Utg270866_3533,*,NA,NA,NA,NA,NA,NA
Cluster 75208,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,54,Utg271766_348,*,NA,NA,NA,NA,NA,NA
Cluster 76879,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,46,Utg271766_1198,*,NA,NA,NA,NA,NA,NA
Cluster 78525,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,37,Utg270866_2012,*,NA,NA,NA,NA,NA,NA
Cluster 79668,73.01184390561183,-23.79591881904622,3.461311103164894,-6.874828095425493,6.206465602009471e-12,6.346010973770781e-10,29,Utg271766_21,*,maxbin_sample10.txt.007.emapper.annotations,28890|Euryarchaeota,-,F,Endonuc_Holl,Endonuclease related to archaeal Holliday junction resolvase
Cluster 51690,72.52183153040639,-23.790325354740084,3.4663335575731993,-6.8632533365876744,6.730970174316126e-12,6.562178586683274e-10,154,Utg270866_3599,*,NA,NA,NA,NA,NA,NA
Cluster 57678,72.52183153040639,-23.790325354740084,3.4663335575731993,-6.8632533365876744,6.730970174316126e-12,6.562178586683274e-10,127,Utg271766_1043,*,NA,NA,NA,NA,NA,NA
Cluster 65106,72.52183153040639,-23.790325354740084,3.4663335575731993,-6.8632533365876744,6.730970174316126e-12,6.562178586683274e-10,94,Utg270866_189,*,NA,NA,NA,NA,NA,NA
Cluster 71414,72.52183153040639,-23.790325354740084,3.4663335575731993,-6.8632533365876744,6.730970174316126e-12,6.562178586683274e-10,69,Utg270866_2541,*,NA,NA,NA,NA,NA,NA
Cluster 74088,72.52183153040639,-23.790325354740084,3.4663335575731993,-6.8632533365876744,6.730970174316126e-12,6.562178586683274e-10,59,Utg270866_2519,*,NA,NA,NA,NA,NA,NA
Cluster 75847,72.52183153040639,-23.790325354740084,3.4663335575731993,-6.8632533365876744,6.730970174316126e-12,6.562178586683274e-10,51,Utg270866_2274,*,NA,NA,NA,NA,NA,NA
Cluster 76444,72.52183153040639,-23.790325354740084,3.4663335575731993,-6.8632533365876744,6.730970174316126e-12,6.562178586683274e-10,48,Utg270866_1579,*,NA,NA,NA,NA,NA,NA
Cluster 76842,72.52183153040639,-23.790325354740084,3.4663335575731993,-6.8632533365876744,6.730970174316126e-12,6.562178586683274e-10,46,Utg270866_1910,*,NA,NA,NA,NA,NA,NA
Cluster 77024,72.52183153040639,-23.790325354740084,3.4663335575731993,-6.8632533365876744,6.730970174316126e-12,6.562178586683274e-10,45,Utg270866_1104,*,NA,NA,NA,NA,NA,NA
Cluster 69081,72.19515661360275,-23.786215678075,3.4697156869401242,-6.855378891015594,7.112375532017023e-12,6.780179465814844e-10,78,Utg270866_1110,*,maxbin_sample10.txt.007.emapper.annotations,2|Bacteria,-,P,"Amidase_2,Big_1,CHU_C,Peptidase_S74,SLH",alginic acid biosynthetic process
Cluster 70666,72.19515661360275,-23.786215678075,3.4697156869401242,-6.855378891015594,7.112375532017023e-12,6.780179465814844e-10,72,Utg270866_3180,*,NA,NA,NA,NA,NA,NA
Cluster 78347,72.19515661360275,-23.786215678075,3.4697156869401242,-6.855378891015594,7.112375532017023e-12,6.780179465814844e-10,38,Utg270866_1711,*,NA,NA,NA,NA,NA,NA
Cluster 79651,72.19515661360275,-23.786215678075,3.4697156869401242,-6.855378891015594,7.112375532017023e-12,6.780179465814844e-10,29,Utg270866_1948,*,NA,NA,NA,NA,NA,NA
Cluster 46791,72.35849407200456,-23.783241426683233,3.468021224043956,-6.857870782852449,6.98944347916651e-12,6.703309832349194e-10,179,Utg271766_1485,*,maxbin_sample10.txt.007.emapper.annotations,91061|Bacilli,-,F,NRDD,Anaerobic ribonucleoside-triphosphate reductase
Cluster 50240,72.35849407200456,-23.783241426683233,3.468021224043956,-6.857870782852449,6.98944347916651e-12,6.703309832349194e-10,161,Utg270866_3405,*,NA,NA,NA,NA,NA,NA
Cluster 55236,72.35849407200456,-23.783241426683233,3.468021224043956,-6.857870782852449,6.98944347916651e-12,6.703309832349194e-10,138,Utg270866_3583,*,NA,NA,NA,NA,NA,NA
Cluster 74300,72.35849407200456,-23.783241426683233,3.468021224043956,-6.857870782852449,6.98944347916651e-12,6.703309832349194e-10,58,Utg270866_1631,*,NA,NA,NA,NA,NA,NA
Cluster 74534,72.35849407200456,-23.783241426683233,3.468021224043956,-6.857870782852449,6.98944347916651e-12,6.703309832349194e-10,57,Utg270866_3538,*,NA,NA,NA,NA,NA,NA
Cluster 76446,72.35849407200456,-23.783241426683233,3.468021224043956,-6.857870782852449,6.98944347916651e-12,6.703309832349194e-10,48,Utg270866_1618,*,maxbin_sample10.txt.007.emapper.annotations,72273|Thiotrichales,folD,F,"THF_DHG_CYH,THF_DHG_CYH_C","Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate"
Cluster 76638,72.35849407200456,-23.783241426683233,3.468021224043956,-6.857870782852449,6.98944347916651e-12,6.703309832349194e-10,47,Utg270866_814,*,NA,NA,NA,NA,NA,NA
Cluster 77218,72.35849407200456,-23.783241426683233,3.468021224043956,-6.857870782852449,6.98944347916651e-12,6.703309832349194e-10,44,Utg270866_1550,*,NA,NA,NA,NA,NA,NA
Cluster 78157,72.35849407200456,-23.783241426683233,3.468021224043956,-6.857870782852449,6.98944347916651e-12,6.703309832349194e-10,39,Utg270866_714,*,NA,NA,NA,NA,NA,NA
Cluster 79027,72.35849407200456,-23.783241426683233,3.468021224043956,-6.857870782852449,6.98944347916651e-12,6.703309832349194e-10,34,Utg271766_372,*,NA,NA,NA,NA,NA,NA
Cluster 49826,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,163,Utg270866_3620,*,NA,NA,NA,NA,NA,NA
Cluster 56286,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,133,Utg270866_1322,*,NA,NA,NA,NA,NA,NA
Cluster 66361,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,89,Utg271766_94,*,maxbin_sample10.txt.007.emapper.annotations,186801|Clostridia,lepB,U,"Peptidase_S24,Peptidase_S26",Belongs to the peptidase S26 family
Cluster 70399,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,73,Utg270866_1642,*,NA,NA,NA,NA,NA,NA
Cluster 71678,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,68,Utg270866_3709,*,NA,NA,NA,NA,NA,NA
Cluster 74504,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,57,Utg270866_689,*,NA,NA,NA,NA,NA,NA
Cluster 74984,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,55,Utg270866_3095,*,NA,NA,NA,NA,NA,NA
Cluster 76457,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,48,Utg270866_2245,*,maxbin_sample10.txt.007.emapper.annotations,135624|Aeromonadales,ftsZ,D,"FtsZ_C,Tubulin",Essential cell division protein that forms a contractile ring structure (Z ring) at the future cell division site. The regulation of the ring assembly controls the timing and the location of cell division. One of the functions of the FtsZ ring is to recruit other cell division proteins to the septum to produce a new cell wall between the dividing cells. Binds GTP and shows GTPase activity
Cluster 76807,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,46,Utg270866_256,*,NA,NA,NA,NA,NA,NA
Cluster 78523,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,37,Utg270866_1923,*,NA,NA,NA,NA,NA,NA
Cluster 78835,72.03181915520094,-23.78309004701372,3.4714169660605627,-6.851118802361351,7.327462966187582e-12,6.871556024829816e-10,35,Utg270866_1712,*,NA,NA,NA,NA,NA,NA
Cluster 49025,71.86848169679912,-23.78013297426545,3.47312510997076,-6.846897886285948,7.546854591588954e-12,7.004762810822696e-10,167,Utg271766_1631,*,maxbin_sample10.txt.007.emapper.annotations,91061|Bacilli,sufC,O,ABC_tran,Iron ABC transporter ATP-binding protein
Cluster 64651,71.86848169679912,-23.78013297426545,3.47312510997076,-6.846897886285948,7.546854591588954e-12,7.004762810822696e-10,96,Utg270866_2126,*,NA,NA,NA,NA,NA,NA
Cluster 71159,71.86848169679912,-23.78013297426545,3.47312510997076,-6.846897886285948,7.546854591588954e-12,7.004762810822696e-10,70,Utg270866_2014,*,NA,NA,NA,NA,NA,NA
Cluster 72801,71.86848169679912,-23.78013297426545,3.47312510997076,-6.846897886285948,7.546854591588954e-12,7.004762810822696e-10,64,Utg270866_2786,*,NA,NA,NA,NA,NA,NA
Cluster 73580,71.86848169679912,-23.78013297426545,3.47312510997076,-6.846897886285948,7.546854591588954e-12,7.004762810822696e-10,61,Utg270866_463,*,NA,NA,NA,NA,NA,NA
Cluster 77443,71.86848169679912,-23.78013297426545,3.47312510997076,-6.846897886285948,7.546854591588954e-12,7.004762810822696e-10,43,Utg270866_3597,*,NA,NA,NA,NA,NA,NA
Cluster 79108,71.86848169679912,-23.78013297426545,3.47312510997076,-6.846897886285948,7.546854591588954e-12,7.004762810822696e-10,33,Utg270866_253,*,NA,NA,NA,NA,NA,NA
Cluster 43454,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,197,Utg271766_697,*,NA,NA,NA,NA,NA,NA
Cluster 57204,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,129,Utg270866_2573,*,maxbin_sample10.txt.007.emapper.annotations,200940|Thermodesulfobacteria,-,O,"ChlI,Mg_chelatase,Mg_chelatase_C","Magnesium chelatase, subunit ChlI C-terminal"
Cluster 61304,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,111,Utg270866_3378,*,maxbin_sample10.txt.007.emapper.annotations,224756|Methanomicrobia,-,F,HIT,PFAM histidine triad (HIT) protein
Cluster 61911,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,108,Utg270866_1102,*,NA,NA,NA,NA,NA,NA
Cluster 62156,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,107,Utg271766_1044,*,NA,NA,NA,NA,NA,NA
Cluster 64904,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,95,Utg271766_696,*,NA,NA,NA,NA,NA,NA
Cluster 71964,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,67,Utg271766_937,*,maxbin_sample10.txt.007.emapper.annotations,28221|Deltaproteobacteria,clpB,O,"AAA,AAA_2,ClpB_D2-small,Clp_N","Part of a stress-induced multi-chaperone system, it is involved in the recovery of the cell from heat-induced damage, in cooperation with DnaK, DnaJ and GrpE"
Cluster 73337,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,62,Utg270866_2752,*,NA,NA,NA,NA,NA,NA
Cluster 73839,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,60,Utg270866_1073,*,maxbin_sample10.txt.007.emapper.annotations,206389|Rhodocyclales,-,S,AMMECR1,AMMECR1
Cluster 75415,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,53,Utg270866_2745,*,NA,NA,NA,NA,NA,NA
Cluster 76463,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,48,Utg270866_2535,*,NA,NA,NA,NA,NA,NA
Cluster 76481,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,48,Utg270866_3314,*,maxbin_sample10.txt.007.emapper.annotations,186801|Clostridia,-,S,NT5C,Belongs to the 5'(3')-deoxyribonucleotidase family
Cluster 78018,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,40,Utg271766_111,*,maxbin_sample10.txt.007.emapper.annotations,526524|Erysipelotrichia,-,K,"HHH_3,S1,Tex_N,Tex_YqgF",Tex-like protein N-terminal domain protein
Cluster 78362,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,38,Utg270866_2512,*,NA,NA,NA,NA,NA,NA
Cluster 78681,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,36,Utg270866_1773,*,NA,NA,NA,NA,NA,NA
Cluster 79518,72.84850644721001,-23.779564699234147,3.4629784179779186,-6.866795523698172,6.56600769830638e-12,6.544740440667211e-10,30,Utg270866_1320,*,NA,NA,NA,NA,NA,NA
Cluster 36284,72.6851689888082,-23.778215463946317,3.464652625280022,-6.863087886631781,6.738773795518207e-12,6.562178586683274e-10,238,Utg271766_486,*,maxbin_sample10.txt.007.emapper.annotations,4751|Fungi,-,S,"VWA,VWA_2,VWA_3,Vint,Vwaint",Hint-domain
Cluster 65370,72.6851689888082,-23.778215463946317,3.464652625280022,-6.863087886631781,6.738773795518207e-12,6.562178586683274e-10,93,Utg271766_971,*,NA,NA,NA,NA,NA,NA
Cluster 69098,72.6851689888082,-23.778215463946317,3.464652625280022,-6.863087886631781,6.738773795518207e-12,6.562178586683274e-10,78,Utg270866_3101,*,NA,NA,NA,NA,NA,NA
Cluster 75856,72.6851689888082,-23.778215463946317,3.464652625280022,-6.863087886631781,6.738773795518207e-12,6.562178586683274e-10,51,Utg270866_2791,*,NA,NA,NA,NA,NA,NA
Cluster 77595,72.6851689888082,-23.778215463946317,3.464652625280022,-6.863087886631781,6.738773795518207e-12,6.562178586683274e-10,42,Utg270866_200,*,NA,NA,NA,NA,NA,NA
Cluster 79105,72.6851689888082,-23.778215463946317,3.464652625280022,-6.863087886631781,6.738773795518207e-12,6.562178586683274e-10,33,Utg270866_182,*,NA,NA,NA,NA,NA,NA
Cluster 51059,71.70514423839731,-23.777187026725738,3.4748401604814365,-6.842670721127911,7.773018368124834e-12,7.06976651978344e-10,157,Utg270866_1240,*,maxbin_sample10.txt.007.emapper.annotations,28221|Deltaproteobacteria,-,S,"A2M,A2M_N,A2M_N_2,MG1,Thiol-ester_cl",Alpha-2-Macroglobulin
Cluster 66610,71.70514423839731,-23.777187026725738,3.4748401604814365,-6.842670721127911,7.773018368124834e-12,7.06976651978344e-10,88,Utg270866_3128,*,NA,NA,NA,NA,NA,NA
Cluster 68097,71.70514423839731,-23.777187026725738,3.4748401604814365,-6.842670721127911,7.773018368124834e-12,7.06976651978344e-10,82,Utg270866_1107,*,NA,NA,NA,NA,NA,NA
Cluster 68327,71.70514423839731,-23.777187026725738,3.4748401604814365,-6.842670721127911,7.773018368124834e-12,7.06976651978344e-10,81,Utg270866_2120,*,NA,NA,NA,NA,NA,NA
Cluster 69329,71.70514423839731,-23.777187026725738,3.4748401604814365,-6.842670721127911,7.773018368124834e-12,7.06976651978344e-10,77,Utg270866_1458,*,NA,NA,NA,NA,NA,NA
Cluster 73072,71.70514423839731,-23.777187026725738,3.4748401604814365,-6.842670721127911,7.773018368124834e-12,7.06976651978344e-10,63,Utg270866_2729,*,NA,NA,NA,NA,NA,NA
