Orthogroup	Desulfovibrio vulgaris DP4	Desulfotalea psychrophila LSv54
OG0000674	WP_011791534.1	WP_041278088.1
OG0000675	WP_011791332.1	WP_011189795.1
OG0000676	WP_010938875.1	WP_011189433.1
OG0000677	WP_010938622.1	WP_011188391.1
OG0000678	WP_010938621.1	WP_011188390.1
OG0000679	WP_010938140.1	WP_011190041.1
OG0000680	WP_010938494.1	WP_011188344.1
OG0000681	WP_010940187.1	WP_011188359.1
OG0000682	WP_043629159.1	WP_011188358.1
OG0000683	WP_010939599.1	WP_011188711.1
OG0000684	WP_010938075.1	WP_011188080.1
OG0000685	WP_010938614.1	WP_011188382.1
OG0000686	WP_010938890.1	WP_011188410.1
OG0000687	WP_010938609.1	WP_011188378.1
OG0000688	WP_010938607.1	WP_011188376.1
OG0000689	WP_010938606.1	WP_041277678.1
OG0000690	WP_010938747.1	WP_041278170.1
OG0000691	WP_010938593.1	WP_011188362.1
OG0000692	WP_049758104.1	WP_228130157.1
OG0000693	WP_011791337.1	WP_011187992.1
OG0000694	WP_011792542.1	WP_228130169.1
OG0000695	WP_011791336.1	WP_041277557.1
OG0000696	WP_011791441.1	WP_011187783.1
OG0000697	WP_011791481.1	WP_011188062.1
OG0000698	WP_010938134.1	WP_011190048.1
OG0000699	WP_011792683.1	WP_011188875.1
OG0000700	WP_011792217.1	WP_011189416.1
OG0000701	WP_011792484.1	WP_011189993.1
OG0000702	WP_011792477.1	WP_011190258.1
OG0000704	WP_010939769.1	WP_011190134.1
OG0000705	WP_010939770.1	WP_228130152.1
OG0000706	WP_223294677.1	WP_041278076.1
OG0000707	WP_011791804.1	WP_011190139.1
OG0000708	WP_010939783.1	WP_011190146.1
OG0000709	WP_043629306.1	WP_011189173.1
OG0000710	WP_011791775.1	WP_228130149.1
OG0000711	WP_010938129.1	WP_011187767.1
OG0000712	WP_010938228.1	WP_011189831.1
OG0000713	WP_010938499.1	WP_041277854.1
OG0000714	WP_011792505.1	WP_041278052.1
OG0000715	WP_010938495.1	WP_041277673.1
OG0000716	WP_010938493.1	WP_011188345.1
OG0000717	WP_010940183.1	WP_011188355.1
OG0000718	WP_010940184.1	WP_011188356.1
OG0000719	WP_010940185.1	WP_011188357.1
OG0000720	WP_011791613.1	WP_011188360.1
OG0000721	WP_010938594.1	WP_011188363.1
OG0000722	WP_010938597.1	WP_173362840.1
OG0000723	WP_011792455.1	WP_011188369.1
OG0000724	WP_010938605.1	WP_011188374.1
OG0000725	WP_010938608.1	WP_011188377.1
OG0000726	WP_010938610.1	WP_011188379.1
OG0000727	WP_010938615.1	WP_011188383.1
OG0000728	WP_010938616.1	WP_011188384.1
OG0000729	WP_010938617.1	WP_041277681.1
OG0000730	WP_010938618.1	WP_011188386.1
OG0000731	WP_010938623.1	WP_011188392.1
OG0000732	WP_010938624.1	WP_011188393.1
OG0000733	WP_010938625.1	WP_011188394.1
OG0000734	WP_011791926.1	WP_011189848.1
OG0000735	WP_011791344.1	WP_011188914.1
OG0000737	WP_011792849.1	WP_011189854.1
OG0000738	WP_010938947.1	WP_011187673.1
OG0000739	WP_011792507.1	WP_011189841.1
OG0000740	WP_010940646.1	WP_011188173.1
OG0000741	WP_010939720.1	WP_011188046.1
OG0000742	WP_014524672.1	WP_011189351.1
OG0000743	WP_010937757.1	WP_011188337.1
OG0000744	WP_010940500.1	WP_041277765.1
OG0000745	WP_011792461.1	WP_041278703.1
OG0000746	WP_043629470.1	WP_011189168.1
OG0000747	WP_049758073.1	WP_011189969.1
OG0000748	WP_010940172.1	WP_011189968.1
OG0000749	WP_011792699.1	WP_011190196.1
OG0000750	WP_043629133.1	WP_011187822.1
OG0000751	WP_010937633.1	WP_041277561.1
OG0000753	WP_011792330.1	WP_041278830.1
OG0000754	WP_010938914.1	WP_011188011.1
OG0000755	WP_011792317.1	WP_011188010.1
OG0000756	WP_011792702.1	WP_041277989.1
OG0000758	WP_014524181.1	WP_011187895.1
OG0000759	WP_011792877.1	WP_041278102.1
OG0000760	WP_010940408.1	WP_228130188.1
OG0000761	WP_010938200.1	WP_011187967.1
OG0000762	WP_011792572.1	WP_011190198.1
OG0000763	WP_010938389.1	WP_011190199.1
OG0000764	WP_011792535.1	WP_011188073.1
OG0000765	WP_010937393.1	WP_011187322.1, WP_011189819.1
OG0000766	WP_010939096.1	WP_011187956.1
OG0000767	WP_081428877.1	WP_011188486.1
OG0000768	WP_010937363.1	WP_011188930.1
OG0000769	WP_010938172.1	WP_011188396.1
OG0000770	WP_011792660.1	WP_011188398.1
OG0000771	WP_011792661.1	WP_156792213.1
OG0000772	WP_010938167.1	WP_011188400.1
OG0000773	WP_011792663.1	WP_011188401.1
OG0000774	WP_011792664.1	WP_011188402.1
OG0000775	WP_011791908.1	WP_156792175.1
OG0000776	WP_011791910.1	WP_041278880.1
OG0000777	WP_010939641.1	WP_011190185.1
OG0000778	WP_010939500.1	WP_011189054.1
OG0000779	WP_011792378.1	WP_011190173.1
OG0000782	WP_011792254.1	WP_011188085.1
OG0000783	WP_010939719.1	WP_011189184.1
OG0000784	WP_010938343.1	WP_173362838.1
OG0000785	WP_010938342.1	WP_011188146.1
OG0000787	WP_011791423.1	WP_011190159.1
OG0000788	WP_011791827.1	WP_011189147.1
OG0000789	WP_011792483.1	WP_041278010.1
OG0000790	WP_011791446.1	WP_011188029.1
OG0000792	WP_011791774.1	WP_041278009.1
OG0000793	WP_011792862.1	WP_011189207.1
OG0000794	WP_011791622.1	WP_011189176.1
OG0000795	WP_011791453.1	WP_011190180.1
OG0000796	WP_011792441.1	WP_011189940.1
OG0000797	WP_043629431.1	WP_011189186.1
OG0000799	WP_011791345.1	WP_011190084.1
OG0000800	WP_010937472.1	WP_011187504.1
OG0000801	WP_043629175.1	WP_011190119.1
OG0000802	WP_010940307.1	WP_041278047.1
OG0000803	WP_011791590.1	WP_011188525.1
OG0000804	WP_010937892.1	WP_011189007.1
OG0000806	WP_011791474.1	WP_011187896.1
OG0000807	WP_010938864.1	WP_049785110.1
OG0000808	WP_010938952.1	WP_011188409.1
OG0000809	WP_011792736.1	WP_011189037.1
OG0000811	WP_010939094.1	WP_011189036.1
OG0000813	WP_011792341.1	WP_011190169.1
OG0000815	WP_011791424.1	WP_011188855.1
OG0000816	WP_011791479.1	WP_011187952.1
OG0000817	WP_011791536.1	WP_041277591.1
OG0000818	WP_011792705.1	WP_011189743.1
OG0000819	WP_010940202.1	WP_041277865.1
OG0000822	WP_010938089.1	WP_011188324.1
OG0000823	WP_010938086.1	WP_041277669.1
OG0000824	WP_010939184.1	WP_011187363.1
OG0000825	WP_011792161.1	WP_011188727.1
OG0000827	WP_011791788.1	WP_011188664.1
OG0000828	WP_010939804.1	WP_011188665.1
OG0000829	WP_010939805.1	WP_011188666.1
OG0000830	WP_010939806.1	WP_041277749.1
OG0000831	WP_010939807.1	WP_083818944.1
OG0000832	WP_010939808.1	WP_041278463.1
OG0000834	WP_011792463.1	WP_011190339.1
OG0000835	WP_010939342.1	WP_265588585.1, WP_228130161.1
OG0000836	WP_010938824.1	WP_011190015.1
OG0000837	WP_010940174.1	WP_011189967.1
OG0000838	WP_011792377.1	WP_011190320.1
OG0000839	WP_011792343.1	WP_011189976.1
OG0000841	WP_010938881.1	WP_011187964.1
OG0000842	WP_011792613.1	WP_011189994.1
OG0000843	WP_010938257.1	WP_011189839.1
OG0000844	WP_010938137.1	WP_011190044.1
OG0000845	WP_010938138.1	WP_041278056.1
OG0000846	WP_011792681.1	WP_041278055.1
OG0000848	WP_011792139.1	WP_049785106.1
OG0000849	WP_010937833.1	WP_011188952.1
OG0000851	WP_010938919.1	WP_041277521.1
OG0000852	WP_011792704.1	WP_011188523.1
OG0000853	WP_011792566.1	WP_011188569.1
OG0000854	WP_010937424.1	WP_011189880.1
OG0000855	WP_010937798.1	WP_011188566.1
OG0000856	WP_011792247.1	WP_011189878.1
OG0000858	WP_010939912.1	WP_011187521.1
OG0000859	WP_011791709.1	WP_011188978.1
OG0000860	WP_010938077.1	WP_011188078.1
OG0000861	WP_010938546.1	WP_011188524.1
OG0000862	WP_011792201.1	WP_041278336.1
OG0000863	WP_081428900.1	WP_228130144.1
OG0000864	WP_011791790.1	WP_011188040.1
OG0000865	WP_010938393.1	WP_011187680.1
OG0000866	WP_011792165.1	WP_011187847.1
OG0000867	WP_011791469.1	WP_011188057.1
OG0000869	WP_010940189.1	WP_011188361.1
OG0000870	WP_011792158.1	WP_011187527.1
OG0000871	WP_010937809.1	WP_011189849.1
OG0000872	WP_010939147.1	WP_193763854.1
OG0000873	WP_011792149.1	WP_011189793.1
OG0000874	WP_010938672.1	WP_041278050.1
OG0000875	WP_010940499.1	WP_156792221.1
OG0000876	WP_010938699.1	WP_011189775.1
OG0000877	WP_010939186.1	WP_011190326.1
OG0000878	WP_011792977.1	WP_011187891.1
OG0000879	WP_258312757.1	WP_011189824.1
OG0000881	WP_010939506.1	WP_011187319.1
OG0000882	WP_010938252.1	WP_041278072.1
OG0000884	WP_010939107.1	WP_011188152.1
OG0000885	WP_011791792.1	WP_011187346.1
OG0000886	WP_011791527.1	WP_011190161.1
OG0000889	WP_010938879.1	WP_011187694.1
OG0000891	WP_014524309.1	WP_228130168.1
OG0000893	WP_010939776.1	WP_011190140.1
OG0000894	WP_011792451.1	WP_041278006.1
OG0000895	WP_011792181.1	WP_011187678.1
OG0000896	WP_011791906.1	WP_011188870.1
OG0000898	WP_011792843.1	WP_011187994.1
OG0000899	WP_011791448.1	WP_011188670.1
OG0000900	WP_010938197.1	WP_041278069.1
OG0000902	WP_010939236.1	WP_011188506.1
OG0000903	WP_011792142.1	WP_228130176.1
OG0000904	WP_010939849.1	WP_011188485.1
OG0000906	WP_011792375.1	WP_011190322.1
OG0000907	WP_010940042.1	WP_011188240.1
OG0000908	WP_011792858.1	WP_049785124.1
OG0000909	WP_010938537.1	WP_011188214.1
OG0000910	WP_011793179.1	WP_011188164.1
OG0000913	WP_011792729.1	WP_011187576.1
OG0000915	WP_011792400.1	WP_011189188.1, WP_162096646.1
OG0000921	WP_010940434.1	WP_011187292.1, WP_011187838.1
OG0000922	WP_010939520.1	WP_011187318.1
OG0000923	WP_010937348.1	WP_041277945.1, WP_011189003.1
OG0000928	WP_011792891.1	WP_011188615.1
OG0000929	WP_010939086.1	WP_011189415.1
OG0000931	WP_011791399.1	WP_011189193.1
OG0000933	WP_011792845.1	WP_011189930.1
OG0000934	WP_011792666.1	WP_011188900.1
OG0000935	WP_010938927.1	WP_041277923.1
OG0000936	WP_010938888.1	WP_011188905.1
OG0000937	WP_011791842.1	WP_011188588.1, WP_011188587.1
OG0000940	WP_011792354.1	WP_011187514.1
OG0000943	WP_011792636.1	WP_011189192.1
OG0000944	WP_011793146.1	WP_011187341.1
OG0000946	WP_223294697.1	WP_041277743.1
OG0000952	WP_010940285.1, WP_011791833.1	WP_041277907.1, WP_041277650.1
OG0000962	WP_010938550.1	WP_011189457.1
OG0000963	WP_010938079.1	WP_011188076.1
OG0000964	WP_011791593.1	WP_011190012.1
OG0000967	WP_010939606.1	WP_011189189.1
OG0000969	WP_010938719.1	WP_011187545.1
OG0000971	WP_010938395.1	WP_011187682.1
OG0000972	WP_010937628.1	WP_011189519.1
OG0000974	WP_081428990.1	WP_011190049.1
OG0000978	WP_010938598.1	WP_011188367.1
OG0000980	WP_011792367.1	WP_011188680.1
OG0000983	WP_010940191.1	WP_011190063.1
OG0000984	WP_011792238.1	WP_011187941.1
OG0000985	WP_011791955.1	WP_011188560.1
OG0000987	WP_010938679.1	WP_011188857.1
OG0000988	WP_011792649.1	WP_011188973.1
OG0000989	WP_010939182.1	WP_011188859.1
OG0000990	WP_011791537.1	WP_156792200.1
OG0000991	WP_010938900.1	WP_041277519.1
OG0000994	WP_010938620.1	WP_083818937.1
OG0000996	WP_010937452.1	WP_041277423.1
OG0000998	WP_011792690.1	WP_011189982.1
OG0001001	WP_043629039.1	WP_041277663.1
OG0001004	WP_011792332.1	WP_011188129.1
OG0001005	WP_010938892.1	WP_011188130.1
OG0001007	WP_010939214.1	WP_011189792.1
OG0001014	WP_010940203.1	WP_011190157.1
OG0001015	WP_010938630.1	WP_041278005.1
OG0001016	WP_010938631.1	WP_011189778.1
OG0001017	WP_011793104.1	WP_011189511.1
OG0001022	WP_011792252.1	WP_011187306.1
OG0001023	WP_011792196.1	WP_156792191.1
OG0001028	WP_010938505.1	WP_083818998.1
OG0001030	WP_011791335.1	WP_011187816.1
OG0001031	WP_011792176.1	WP_011189151.1
OG0001033	WP_011792872.1	WP_041277794.1
OG0001034	WP_010939171.1	WP_041277590.1
OG0001035	WP_010938110.1	WP_011187889.1
OG0001038	WP_010938913.1	WP_011187949.1
OG0001039	WP_010940375.1	WP_011190060.1
OG0001040	WP_011792665.1	WP_011188403.1
OG0001043	WP_010938965.1	WP_011187344.1
OG0001044	WP_010940181.1	WP_083818936.1
OG0001045	WP_011792372.1	WP_011189936.1
OG0001046	WP_011792338.1	WP_011190051.1
OG0001048	WP_010939514.1	WP_049785120.1
OG0001049	WP_010938069.1	WP_041277587.1
OG0001050	WP_011792256.1	WP_041277856.1
OG0001051	WP_011791463.1	WP_011188984.1
OG0001053	WP_011792885.1	WP_041277415.1
OG0001054	WP_011792948.1	WP_011190182.1
OG0001055	WP_011791624.1	WP_041277435.1
OG0001056	WP_010938831.1	WP_011188906.1
OG0001058	WP_010938868.1	WP_041278814.1
OG0001059	WP_010939072.1	WP_011187902.1
OG0001060	WP_010938821.1	WP_049785045.1
OG0001063	WP_011791498.1	WP_011187933.1
OG0001067	WP_011792243.1	WP_011190005.1
OG0001068	WP_043629168.1	WP_011188852.1
OG0001070	WP_010939146.1	WP_011189051.1
OG0001071	WP_011791395.1	WP_011189863.1
OG0001072	WP_010939581.1	WP_011189869.1
OG0001075	WP_010939385.1	WP_011187587.1
OG0001076	WP_011792646.1	WP_011190197.1
OG0001078	WP_011792902.1	WP_041277736.1
OG0001081	WP_010940509.1	WP_041277700.1
OG0001082	WP_011791611.1	WP_041277998.1
OG0001083	WP_011792557.1	WP_011188005.1
OG0001084	WP_011792558.1	WP_011188002.1
OG0001088	WP_011792380.1	WP_011187879.1
OG0001089	WP_043629731.1	WP_011188964.1
OG0001090	WP_011792548.1	WP_041277583.1
OG0001091	WP_010938477.1	WP_011189718.1
OG0001092	WP_011791460.1	WP_011188888.1, WP_041277802.1
OG0001093	WP_011793176.1	WP_011189705.1
OG0001094	WP_011792090.1	WP_011188981.1
OG0001096	WP_010937763.1	WP_228130173.1
OG0001097	WP_010939573.1	WP_011187452.1
OG0001098	WP_011791374.1, WP_011792631.1	WP_041277489.1
OG0001100	WP_011791602.1	WP_011189979.1
OG0001101	WP_010938871.1	WP_011190028.1
OG0001102	WP_010939814.1	WP_011190069.1
OG0001103	WP_011792879.1	WP_011189811.1
OG0001104	WP_011792513.1	WP_011189835.1
OG0001105	WP_011792143.1	WP_011189561.1
OG0001106	WP_010939231.1	WP_011189562.1
OG0001108	WP_011791983.1	WP_011189190.1
OG0001109	WP_011792694.1	WP_011189191.1
OG0001110	WP_010938306.1	WP_011189194.1
OG0001111	WP_010940360.1	WP_011189652.1
OG0001113	WP_010940284.1	WP_011190127.1
OG0001114	WP_011793169.1	WP_011189908.1
OG0001115	WP_011792562.1	WP_011189846.1
OG0001116	WP_223294612.1	WP_011189508.1
OG0001117	WP_011793095.1	WP_011188962.1
OG0001117	WP_010938852.1	WP_041277481.1
OG0001118	WP_010938324.1	WP_011187917.1
OG0001120	WP_011791315.1	WP_011188572.1
OG0001121	WP_043629650.1	WP_011188932.1
OG0001122	WP_223294614.1	WP_011189826.1
OG0001124	WP_010939233.1	WP_011189560.1
OG0001127	WP_011791607.1	WP_011189411.1
OG0001131	WP_011793025.1	WP_011187408.1
OG0001132	WP_010939281.1, WP_011176701.1	WP_011189134.1
OG0001134	WP_011791389.1, WP_011791996.1	WP_011188603.1, WP_265588609.1
OG0001136	WP_011791366.1	WP_011189732.1
OG0001142	WP_010939535.1	WP_011190150.1
OG0001150	WP_010938957.1	WP_041278064.1
OG0001155	WP_011791562.1	WP_011188483.1
OG0001158	WP_011791493.1	WP_011189947.1
OG0001163	WP_010938611.1	WP_011188380.1
OG0001164	WP_010938296.1	WP_011188853.1
OG0001175	WP_010939611.1	WP_011189149.1
OG0001178	WP_010940487.1	WP_011189919.1
OG0001180	WP_010938205.1	WP_011187542.1
OG0001181	WP_011792642.1	WP_011187541.1
OG0001188	WP_010938894.1	WP_041277859.1
OG0001191	WP_081428954.1	WP_041277434.1
OG0001195	WP_223294667.1	WP_228130192.1
OG0001196	WP_011792172.1	WP_041277791.1
OG0001197	WP_011792850.1	WP_011189852.1
OG0001198	WP_011791925.1	WP_041278650.1
OG0001200	WP_010938903.1	WP_041277710.1
OG0001203	WP_011791984.1	WP_011190358.1
OG0001204	WP_011792151.1	WP_011187324.1
OG0001206	WP_011792081.1	WP_011187584.1
OG0001207	WP_010939380.1	WP_011187585.1
OG0001208	WP_011792398.1, WP_011792695.1	WP_011187339.1
OG0001209	WP_010938959.1	WP_041277637.1
OG0001215	WP_223294587.1	WP_011188303.1
OG0001221	WP_011792591.1	WP_011187362.1
OG0001223	WP_043629194.1	WP_011187993.1
OG0001227	WP_010940235.1	WP_011189818.1
OG0001228	WP_011791323.1	WP_265588574.1
OG0001230	WP_011791831.1	WP_011187958.1
OG0001232	WP_010938748.1	WP_011187878.1
OG0001233	WP_011792786.1	WP_011187456.1
OG0001236	WP_010938476.1	WP_011189717.1
OG0001237	WP_223294583.1	WP_011189714.1
OG0001240	WP_010938524.1	WP_011189039.1
OG0001241	WP_010938745.1	WP_011187365.1
OG0001242	WP_011792112.1	WP_011188030.1
OG0001243	WP_010937711.1	WP_011188044.1
OG0001244	WP_010938666.1	WP_011188050.1
OG0001245	WP_011792632.1	WP_049785003.1
OG0001246	WP_011792709.1	WP_011188074.1
OG0001247	WP_011791848.1	WP_156792206.1
OG0001248	WP_010938481.1	WP_011188158.1
OG0001252	WP_010939940.1	WP_011190111.1
OG0001253	WP_011792403.1	WP_011190107.1
OG0001254	WP_010939643.1	WP_041278070.1
OG0001256	WP_010938142.1	WP_011190179.1
OG0001257	WP_010937806.1	WP_011190174.1
OG0001258	WP_010938576.1	WP_011188880.1
OG0001259	WP_010938577.1	WP_041277800.1
OG0001260	WP_010938590.1	WP_011188713.1
OG0001261	WP_011791573.1	WP_011188718.1
OG0001263	WP_011792781.1, WP_010937994.1	WP_011187459.1
OG0001264	WP_011792534.1	WP_011190206.1
OG0001266	WP_081428952.1	WP_011189961.1
OG0001271	WP_011792191.1	WP_011189823.1
OG0001272	WP_011792498.1, WP_011791995.1	WP_011189196.1
OG0001274	WP_010939200.1	WP_228130163.1
OG0001275	WP_010938274.1	WP_011188920.1
OG0001276	WP_011791515.1	WP_011187464.1
OG0001277	WP_011791516.1	WP_041277468.1
OG0001278	WP_011791467.1	WP_011187469.1
OG0001279	WP_011791468.1	WP_011187468.1
OG0001281	WP_011792104.1	WP_011189654.1
OG0001282	WP_010940171.1	WP_011189655.1
OG0001283	WP_011792342.1	WP_041278031.1
OG0001284	WP_011793006.1, WP_011791847.1	WP_011189898.1
OG0001285	WP_011787394.1, WP_011793007.1	WP_041278035.1
OG0001286	WP_011176697.1, WP_010937617.1	WP_011189900.1
OG0001287	WP_010938738.1	WP_011189903.1
OG0001288	WP_010938737.1	WP_011189904.1
OG0001289	WP_011787378.1, WP_010940491.1	WP_011189915.1
OG0001290	WP_011176682.1, WP_011791425.1	WP_011189916.1
OG0001292	WP_010940433.1	WP_041278007.1
OG0001293	WP_010938180.1	WP_011189639.1
OG0001295	WP_011792439.1	WP_011189506.1, WP_265588558.1
OG0001296	WP_011792728.1	WP_011187575.1
OG0001297	WP_011792727.1	WP_011187574.1
OG0001298	WP_010938139.1	WP_011190042.1
OG0001300	WP_011792711.1	WP_011187313.1
OG0001302	WP_011792553.1	WP_011188052.1
OG0001303	WP_011792389.1	WP_011190054.1
OG0001304	WP_011792915.1	WP_011188487.1
OG0001305	WP_010940448.1	WP_011188988.1
OG0001306	WP_011792567.1	WP_156792220.1
OG0001308	WP_011792710.1	WP_011188075.1
OG0001309	WP_011792536.1	WP_011189454.1
OG0001311	WP_011791669.1	WP_011189760.1
OG0001314	WP_010937896.1	WP_011188928.1
OG0001317	WP_011791708.1	WP_011189986.1, WP_011189306.1
OG0001318	WP_011791692.1	WP_011188259.1
OG0001324	WP_010937902.1, WP_011792809.1	WP_011188518.1
OG0001336	WP_190275056.1	WP_011187561.1
OG0001337	WP_011792071.1, WP_010939393.1	WP_011188779.1, WP_011188780.1
OG0001356	WP_010938717.1	WP_011187543.1
OG0001360	WP_011792303.1, WP_011792258.1	WP_011189297.1
OG0001361	WP_010938506.1	WP_011190037.1
OG0001368	WP_010939079.1	WP_011188122.1
OG0001372	WP_010940207.1, WP_010937606.1	WP_011187309.1
OG0001380	WP_223294683.1	WP_011188771.1
OG0001381	WP_011791349.1, WP_011792062.1	WP_011188774.1
OG0001382	WP_011792239.1	WP_011187546.1
OG0001387	WP_010940624.1	WP_011189607.1
OG0001393	WP_010939396.1	WP_011188776.1
OG0001396	WP_043629066.1	WP_011189865.1
OG0001398	WP_223294642.1	WP_162096645.1
OG0001401	WP_010937640.1	WP_228130177.1
OG0001403	WP_011792459.1	WP_011190311.1
OG0001404	WP_010938584.1	WP_011190314.1
OG0001405	WP_010938586.1	WP_011190316.1
OG0001406	WP_010938587.1	WP_011190317.1
OG0001413	WP_011792892.1	WP_041277565.1
OG0001414	WP_011793010.1	WP_011189737.1
OG0001415	WP_010939693.1	WP_041277644.1
OG0001416	WP_011791841.1	WP_011190334.1
OG0001423	WP_011793125.1	WP_011189817.1
OG0001424	WP_010940151.1	WP_011187337.1
OG0001427	WP_011791846.1	WP_011188927.1
OG0001429	WP_010939729.1	WP_041277589.1
OG0001433	WP_223294685.1	WP_011190459.1, WP_041277534.1
OG0001434	WP_011792497.1	WP_011187298.1
OG0001435	WP_010939853.1	WP_041277741.1
OG0001436	WP_010938368.1	WP_011187924.1
OG0001438	WP_011792706.1	WP_011189479.1
OG0001439	WP_011793094.1	WP_041277496.1
OG0001441	WP_223294574.1	WP_011189324.1
OG0001442	WP_011792129.1	WP_011188543.1
OG0001443	WP_010940441.1	WP_011188909.1
OG0001446	WP_010937709.1	WP_011188042.1
OG0001447	WP_010937710.1	WP_011188043.1
OG0001448	WP_011792634.1	WP_011188061.1
OG0001452	WP_010938377.1	WP_011188101.1
OG0001454	WP_011792758.1	WP_041278085.1
OG0001458	WP_010938146.1	WP_011188347.1
OG0001459	WP_011792679.1	WP_041277674.1
OG0001461	WP_010939487.1	WP_011190116.1
OG0001462	WP_010938198.1	WP_041278068.1
OG0001464	WP_010938762.1	WP_011190088.1
OG0001470	WP_010940431.1	WP_011190170.1
OG0001473	WP_011792544.1	WP_156792301.1
OG0001474	WP_010939529.1	WP_041277925.1
OG0001477	WP_011793139.1	WP_041277414.1
OG0001478	WP_011792085.1	WP_011187447.1
OG0001479	WP_010937799.1	WP_011189977.1
OG0001482	WP_010939113.1	WP_049785114.1
OG0001484	WP_223294610.1	WP_049785117.1
OG0001485	WP_011792912.1	WP_041278046.1
OG0001489	WP_011791365.1	WP_041277935.1
OG0001490	WP_011793004.1	WP_011189894.1
OG0001491	WP_010937622.1	WP_011189895.1
OG0001492	WP_010937621.1	WP_011189896.1
OG0001493	WP_011793005.1	WP_162096664.1
OG0001494	WP_010938209.1	WP_011189909.1
OG0001495	WP_010937357.1	WP_011189910.1
OG0001496	WP_014524186.1	WP_011189912.1
OG0001497	WP_010937354.1	WP_011189913.1
OG0001498	WP_010940492.1	WP_011189914.1
OG0001499	WP_010937818.1	WP_011189921.1
OG0001500	WP_010937819.1	WP_011189922.1
OG0001501	WP_223294608.1	WP_011189923.1
OG0001502	WP_010937821.1	WP_011189924.1
OG0001503	WP_010937822.1	WP_011189925.1
OG0001504	WP_010937827.1	WP_011189932.1
OG0001505	WP_011792667.1	WP_083818954.1
OG0001507	WP_010940608.1	WP_011189417.1
OG0001508	WP_010940144.1	WP_011189424.1
OG0001510	WP_010938301.1	WP_011189458.1
OG0001512	WP_010937552.1	WP_011189771.1
OG0001514	WP_011791695.1	WP_011187467.1
OG0001515	WP_011791694.1	WP_011187466.1
OG0001517	WP_011791682.1	WP_011188933.1
OG0001518	WP_011791442.1	WP_011188929.1
OG0001519	WP_011791912.1	WP_011190183.1
OG0001529	WP_043629654.1	WP_011187465.1
OG0001531	WP_011791612.1	WP_011190062.1
OG0001533	WP_010938036.1	WP_083818939.1
OG0001536	WP_010938585.1	WP_228130153.1
OG0001539	WP_011791322.1	WP_041277566.1
OG0001540	WP_011791324.1	WP_041278121.1
OG0001541	WP_011792796.1	WP_011187589.1
OG0001542	WP_010939181.1	WP_011190079.1
OG0001547	WP_043629705.1	WP_011188028.1
OG0001549	WP_011791870.1	WP_041277919.1, WP_011189108.1
OG0001551	WP_223294648.1	WP_011188849.1, WP_049785039.1
OG0001553	WP_011792742.1	WP_011187951.1, WP_011188527.1, WP_011188537.1
OG0001557	WP_010940039.1, WP_011791673.1	WP_011188247.1
OG0001562	WP_011792226.1	WP_011189620.1, WP_049785086.1
OG0001585	WP_010939928.1	WP_011187412.1
OG0001586	WP_011791716.1	WP_011187411.1
OG0001593	WP_011792394.1	WP_011187544.1
OG0001602	WP_011792223.1	WP_011187946.1
OG0001607	WP_010937740.1	WP_011188289.1
OG0001612	WP_011792065.1	WP_011188769.1
OG0001613	WP_011792066.1	WP_011188770.1
OG0001616	WP_011792659.1	WP_011189460.1
OG0001619	WP_010940552.1	WP_011189115.1
OG0001620	WP_011791382.1	WP_011190381.1
OG0001631	WP_043629597.1	WP_011187409.1
OG0001638	WP_010939501.1	WP_011189053.1
OG0001643	WP_010938827.1	WP_011189163.1
OG0001645	WP_010938290.1	WP_011187247.1
OG0001656	WP_010939484.1	WP_041278117.1
OG0001657	WP_011791988.1	WP_011190328.1
OG0001668	WP_010937941.1	WP_041277795.1
OG0001676	WP_011791678.1	WP_041277599.1
OG0001677	WP_010938183.1	WP_041278693.1, WP_011188970.1
OG0001678	WP_011792545.1	WP_011188004.1
OG0001681	WP_011791796.1	WP_011187596.1
OG0001682	WP_010937979.1	WP_011187335.1
OG0001687	WP_011792914.1	WP_041277598.1
OG0001696	WP_011792549.1	WP_011187922.1
OG0001701	WP_010938753.1	WP_011187372.1
OG0001703	WP_011792619.1	WP_011187366.1
OG0001708	WP_011792889.1	WP_041278368.1
OG0001715	WP_011791443.1	WP_011188982.1
OG0001717	WP_010939234.1	WP_041278626.1
OG0001718	WP_011792677.1	WP_011188350.1
OG0001719	WP_010938150.1	WP_011188351.1
OG0001721	WP_010939574.1	WP_011187451.1
OG0001729	WP_011792828.1	WP_011187942.1
OG0001730	WP_010938292.1	WP_011189734.1
OG0001731	WP_010938863.1	WP_041278043.1
OG0001747	WP_010938212.1	WP_011189901.1
OG0001750	WP_010937828.1	WP_011189933.1
OG0001757	WP_010939585.1	WP_011187697.1
OG0001768	WP_011792235.1	WP_041278074.1
OG0001772	WP_010940223.1	WP_156792228.1
OG0001778	WP_011791998.1	WP_162096668.1
OG0001788	WP_011792550.1	WP_011187925.1
OG0001793	WP_011792867.1	WP_011188244.1
OG0001798	WP_011791691.1	WP_011188260.1
OG0001799	WP_223294678.1	WP_011187590.1
OG0001804	WP_011792048.1	WP_011189427.1
OG0001809	WP_010939915.1	WP_011188746.1, WP_041278495.1
OG0001812	WP_010938391.1	WP_041277611.1
OG0001815	WP_010940059.1	WP_041277602.1
OG0001827	WP_011792533.1	WP_011188432.1
OG0001835	WP_011792551.1	WP_011187373.1
OG0001844	WP_011791985.1	WP_011187698.1
