Orthogroup	Desulfovibrio vulgaris DP4	Desulfocapsa_06_corrosive
OG0000604	WP_223294672.1	Utg323180_32
OG0000605	WP_011792614.1	Utg323180_276
OG0000606	WP_010938095.1	Utg323266_43
OG0000607	WP_043629197.1	Utg323300_283
OG0000608	WP_010938113.1	Utg323180_609
OG0000609	WP_010939740.1	Utg323074_152
OG0000610	WP_043629734.1	Utg323448_99
OG0000611	WP_010940503.1	Utg323152_250
OG0000612	WP_011792682.1	Utg323632_295
OG0000613	WP_010938136.1	Utg323632_296
OG0000615	WP_010938173.1	Utg323448_90
OG0000616	WP_010938170.1	Utg323448_92
OG0000617	WP_010938599.1	Utg323448_63
OG0000618	WP_010938601.1	Utg323448_65
OG0000619	WP_010938602.1	Utg323448_66
OG0000620	WP_010938603.1	Utg323448_67
OG0000621	WP_010938604.1	Utg323448_68
OG0000622	WP_010940201.1	Utg323262_150
OG0000623	WP_011791413.1	Utg323074_128
OG0000624	WP_010938227.1	Utg323152_218
OG0000625	WP_010938226.1	Utg323152_219
OG0000626	WP_011792978.1	Utg324810_60
OG0000627	WP_011792444.1	Utg323448_100
OG0000628	WP_011792199.1	Utg323180_312
OG0000629	WP_011792088.1	Utg323632_1, Utg323316_98
OG0000630	WP_010938669.1	Utg323300_302
OG0000631	WP_010938667.1	Utg323300_300
OG0000632	WP_010937362.1	Utg323392_138
OG0000633	WP_181409338.1	Utg323180_584
OG0000634	WP_011793164.1	Utg323074_110
OG0000635	WP_010938578.1	Utg323990_206
OG0000637	WP_010938504.1	Utg323392_155
OG0000638	WP_010938199.1	Utg323262_113
OG0000639	WP_043629256.1	Utg323152_564
OG0000640	WP_010937959.1	Utg323990_80
OG0000641	WP_010938000.1	Utg323632_228
OG0000642	WP_011793050.1	Utg323316_136
OG0000643	WP_010938865.1	Utg323074_137
OG0000644	WP_011792392.1	Utg323300_295
OG0000645	WP_011792997.1	Utg323316_141
OG0000646	WP_011791805.1	Utg323632_108
OG0000647	WP_010939773.1	Utg323632_107
OG0000648	WP_010939777.1	Utg323632_103
OG0000649	WP_010938866.1	Utg323074_138
OG0000650	WP_011792870.1	Utg323632_350
OG0000651	WP_011792873.1	Utg323152_154
OG0000652	WP_010938643.1	Utg323392_225
OG0000653	WP_043629518.1	Utg323152_255
OG0000654	WP_011792650.1	Utg323140_11
OG0000655	WP_011792855.1	Utg323448_27
OG0000656	WP_010937817.1	Utg323180_692
OG0000657	WP_010937816.1	Utg323180_693
OG0000658	WP_011792851.1	Utg323180_697
OG0000659	WP_181409373.1	Utg323180_698
OG0000660	WP_010939789.1	Utg323632_33
OG0000661	WP_010939788.1	Utg323632_34
OG0000662	WP_011792821.1	Utg323262_165, Utg323262_164
OG0000663	WP_010938977.1	Utg323140_228
OG0000664	WP_223294688.1	Utg323990_147
OG0000665	WP_010938035.1	Utg323140_6
OG0000667	WP_010939263.1	Utg323300_165
OG0000670	WP_011791970.1	Utg323632_92
OG0000671	WP_010938507.1	Utg323990_137
OG0000672	WP_011791432.1	Utg323300_313
OG0000673	WP_010938823.1	Utg323152_509
OG0000674	WP_011791534.1	Utg324548_24
OG0000675	WP_011791332.1	Utg323632_238
OG0000676	WP_010938875.1	Utg323152_254
OG0000677	WP_010938622.1	Utg323448_85
OG0000678	WP_010938621.1	Utg323448_84
OG0000679	WP_010938140.1	Utg323632_301
OG0000680	WP_010938494.1	Utg323448_39
OG0000681	WP_010940187.1	Utg323448_54
OG0000682	WP_043629159.1	Utg323448_53
OG0000683	WP_010939599.1	Utg323990_179
OG0000684	WP_010938075.1	Utg323300_386
OG0000685	WP_010938614.1	Utg323448_77
OG0000686	WP_010938890.1	Utg323448_114
OG0000687	WP_010938609.1	Utg323448_73
OG0000688	WP_010938607.1	Utg323448_71
OG0000689	WP_010938606.1	Utg323448_70
OG0000690	WP_010938747.1	Utg323300_99
OG0000691	WP_010938593.1	Utg323448_57
OG0000692	WP_049758104.1	Utg323300_284
OG0000693	WP_011791337.1	Utg325220_116
OG0000694	WP_011792542.1	Utg323316_326
OG0000695	WP_011791336.1	Utg324810_39
OG0000696	WP_011791441.1	Utg325220_114
OG0000697	WP_011791481.1	Utg323300_348
OG0000698	WP_010938134.1	Utg323632_294
OG0000699	WP_011792683.1	Utg323632_360
OG0000700	WP_011792217.1	Utg323074_31
OG0000701	WP_011792484.1	Utg323152_442
OG0000702	WP_011792477.1	Utg323180_262
OG0000704	WP_010939769.1	Utg323632_111
OG0000705	WP_010939770.1	Utg323632_110
OG0000706	WP_223294677.1	Utg323632_109
OG0000707	WP_011791804.1	Utg323632_105
OG0000708	WP_010939783.1	Utg323632_98
OG0000709	WP_043629306.1	Utg323152_170
OG0000710	WP_011791775.1	Utg323632_246
OG0000711	WP_010938129.1	Utg323300_74
OG0000712	WP_010938228.1	Utg323152_217
OG0000713	WP_010938499.1	Utg323392_146
OG0000714	WP_011792505.1	Utg323392_144
OG0000715	WP_010938495.1	Utg323448_38
OG0000716	WP_010938493.1	Utg323448_40
OG0000717	WP_010940183.1	Utg323448_50
OG0000718	WP_010940184.1	Utg323448_51
OG0000719	WP_010940185.1	Utg323448_52
OG0000720	WP_011791613.1	Utg323448_55
OG0000721	WP_010938594.1	Utg323448_58
OG0000722	WP_010938597.1	Utg323448_61
OG0000723	WP_011792455.1	Utg323448_64
OG0000724	WP_010938605.1	Utg323448_69
OG0000725	WP_010938608.1	Utg323448_72
OG0000726	WP_010938610.1	Utg323448_74
OG0000727	WP_010938615.1	Utg323448_78
OG0000728	WP_010938616.1	Utg323448_79
OG0000729	WP_010938617.1	Utg323448_80
OG0000730	WP_010938618.1	Utg323448_81
OG0000731	WP_010938623.1	Utg323448_86
OG0000732	WP_010938624.1	Utg323448_87
OG0000733	WP_010938625.1	Utg323448_88
OG0000734	WP_011791926.1	Utg323180_700
OG0000735	WP_011791344.1	Utg323074_151
OG0000736	WP_011791987.1	Utg323180_687
OG0000737	WP_011792849.1	Utg323180_694
OG0000738	WP_010938947.1	Utg323140_176
OG0000739	WP_011792507.1	Utg323152_227
OG0000740	WP_010940646.1	Utg323316_299
OG0000741	WP_010939720.1	Utg323300_319
OG0000742	WP_014524672.1	Utg323316_284
OG0000743	WP_010937757.1	Utg323448_33
OG0000744	WP_010940500.1	Utg323990_150
OG0000745	WP_011792461.1	Utg323392_96
OG0000746	WP_043629470.1	Utg323152_179
OG0000747	WP_049758073.1	Utg323074_132
OG0000748	WP_010940172.1	Utg323074_131
OG0000749	WP_011792699.1	Utg323180_110
OG0000750	WP_043629133.1	Utg324810_48
OG0000751	WP_010937633.1	Utg324810_51
OG0000752	WP_010938673.1	Utg323180_291
OG0000753	WP_011792330.1	Utg323152_450
OG0000754	WP_010938914.1	Utg323266_37
OG0000755	WP_011792317.1	Utg323266_36
OG0000756	WP_011792702.1	Utg323152_9
OG0000757	WP_010937395.1	Utg323316_304
OG0000758	WP_014524181.1	Utg323160_65
OG0000759	WP_011792877.1	Utg323180_268
OG0000760	WP_010940408.1	Utg323140_99
OG0000761	WP_010938200.1	Utg323266_44
OG0000762	WP_011792572.1	Utg323180_108
OG0000763	WP_010938389.1	Utg323180_107
OG0000764	WP_011792535.1	Utg323300_379
OG0000765	WP_010937393.1	Utg323152_356
OG0000766	WP_010939096.1	Utg323160_38
OG0000767	WP_081428877.1	Utg323180_507
OG0000768	WP_010937363.1	Utg323632_232
OG0000769	WP_010938172.1	Utg323448_91
OG0000770	WP_011792660.1	Utg323448_93
OG0000771	WP_011792661.1	Utg323448_94
OG0000772	WP_010938167.1	Utg323448_95
OG0000773	WP_011792663.1	Utg323448_96
OG0000774	WP_011792664.1	Utg323448_97
OG0000775	WP_011791908.1	Utg323300_280
OG0000776	WP_011791910.1	Utg323632_74
OG0000777	WP_010939641.1	Utg323632_75
OG0000778	WP_010939500.1	Utg323180_310
OG0000779	WP_011792378.1	Utg324548_29
OG0000780	WP_011792658.1	Utg323074_40
OG0000782	WP_011792254.1	Utg323300_390
OG0000783	WP_010939719.1	Utg323152_80
OG0000784	WP_010938343.1	Utg323140_102
OG0000785	WP_010938342.1	Utg323140_103
OG0000787	WP_011791423.1	Utg323632_68
OG0000788	WP_011791827.1	Utg323316_75, Utg323316_74
OG0000789	WP_011792483.1	Utg323632_245
OG0000790	WP_011791446.1	Utg323300_297
OG0000792	WP_011791774.1	Utg323632_247
OG0000793	WP_011792862.1	Utg323180_665
OG0000794	WP_011791622.1	Utg323152_166
OG0000795	WP_011791453.1	Utg324548_10
OG0000796	WP_011792441.1	Utg323392_226
OG0000797	WP_043629431.1	Utg323152_78
OG0000798	WP_011792740.1	Utg323140_157
OG0000799	WP_011791345.1	Utg323262_161
OG0000800	WP_010937472.1	Utg323300_103
OG0000801	WP_043629175.1	Utg323632_142
OG0000802	WP_010940307.1	Utg323152_508
OG0000803	WP_011791590.1	Utg323632_49
OG0000804	WP_010937892.1	Utg323300_114
OG0000806	WP_011791474.1	Utg323160_64
OG0000807	WP_010938864.1	Utg323074_136
OG0000808	WP_010938952.1	Utg323448_113
OG0000809	WP_011792736.1	Utg323180_317
OG0000811	WP_010939094.1	Utg323180_318
OG0000813	WP_011792341.1	Utg323990_217
OG0000814	WP_011793113.1	Utg323180_447
OG0000815	WP_011791424.1	Utg323152_145
OG0000816	WP_011791479.1	Utg323160_60
OG0000817	WP_011791536.1	Utg323160_28
OG0000818	WP_011792705.1	Utg323152_392
OG0000819	WP_010940202.1	Utg323152_177
OG0000821	WP_010939675.1	Utg323262_73
OG0000822	WP_010938089.1	Utg323448_19
OG0000823	WP_010938086.1	Utg323448_22
OG0000824	WP_010939184.1	Utg323140_266, Utg325220_3
OG0000825	WP_011792161.1	Utg323990_142
OG0000827	WP_011791788.1	Utg323632_335
OG0000828	WP_010939804.1	Utg323632_336
OG0000829	WP_010939805.1	Utg323632_337
OG0000830	WP_010939806.1	Utg323632_338
OG0000831	WP_010939807.1	Utg323632_339
OG0000832	WP_010939808.1	Utg323632_340
OG0000834	WP_011792463.1	Utg323180_620
OG0000835	WP_010939342.1	Utg324810_42
OG0000836	WP_010938824.1	Utg323152_510
OG0000837	WP_010940174.1	Utg323074_130
OG0000838	WP_011792377.1	Utg323180_39
OG0000839	WP_011792343.1	Utg323074_139
OG0000840	WP_011791360.1	Utg323140_168
OG0000841	WP_010938881.1	Utg324810_75
OG0000842	WP_011792613.1	Utg323152_444
OG0000843	WP_010938257.1	Utg323152_225
OG0000844	WP_010938137.1	Utg323632_298
OG0000845	WP_010938138.1	Utg323632_299
OG0000846	WP_011792681.1	Utg323632_302
OG0000847	WP_011792495.1	Utg323316_302, Utg323316_303
OG0000848	WP_011792139.1	Utg323152_213
OG0000849	WP_010937833.1	Utg323180_649
OG0000850	WP_010938922.1	Utg323266_11, Utg323160_130
OG0000851	WP_010938919.1	Utg323140_191
OG0000852	WP_011792704.1	Utg323632_42
OG0000853	WP_011792566.1	Utg323632_35
OG0000854	WP_010937424.1	Utg323152_260
OG0000855	WP_010937798.1	Utg323632_31
OG0000856	WP_011792247.1	Utg323152_257
OG0000858	WP_010939912.1	Utg323300_288
OG0000859	WP_011791709.1	Utg323632_3, Utg323316_96
OG0000860	WP_010938077.1	Utg323300_384
OG0000861	WP_010938546.1	Utg323632_43
OG0000862	WP_011792201.1	Utg323316_335
OG0000863	WP_081428900.1	Utg323392_26
OG0000864	WP_011791790.1	Utg323300_312
OG0000865	WP_010938393.1	Utg323140_184
OG0000866	WP_011792165.1	Utg324810_56
OG0000867	WP_011791469.1	Utg323300_342
OG0000869	WP_010940189.1	Utg323448_56
OG0000870	WP_011792158.1	Utg323300_279
OG0000871	WP_010937809.1	Utg323180_699
OG0000872	WP_010939147.1	Utg323180_314
OG0000873	WP_011792149.1	Utg323632_242
OG0000874	WP_010938672.1	Utg323152_504
OG0000875	WP_010940499.1	Utg323632_38
OG0000876	WP_010938699.1	Utg323392_25
OG0000877	WP_010939186.1	Utg323180_31
OG0000878	WP_011792977.1	Utg323160_74
OG0000879	WP_258312757.1	Utg323152_205
OG0000881	WP_010939506.1	Utg323316_231
OG0000882	WP_010938252.1	Utg323262_102
OG0000883	WP_011791339.1	Utg323262_110
OG0000884	WP_010939107.1	Utg323140_158
OG0000885	WP_011791792.1	Utg323140_247
OG0000886	WP_011791527.1	Utg323180_127
OG0000887	WP_011793162.1, WP_011792895.1	Utg323300_41
OG0000888	WP_010937584.1, WP_011176621.1	Utg323180_439
OG0000889	WP_010938879.1	Utg323316_321
OG0000890	WP_011791978.1	Utg323392_107
OG0000891	WP_014524309.1	Utg323316_330
OG0000892	WP_011791971.1	Utg323632_93
OG0000893	WP_010939776.1	Utg323632_104
OG0000894	WP_011792451.1	Utg323152_386
OG0000895	WP_011792181.1	Utg323140_181
OG0000896	WP_011791906.1	Utg323632_54
OG0000897	WP_010939676.1	Utg323262_72
OG0000898	WP_011792843.1	Utg325220_118
OG0000899	WP_011791448.1	Utg323632_342
OG0000900	WP_010938197.1	Utg323262_111
OG0000902	WP_010939236.1	Utg323180_515
OG0000903	WP_011792142.1	Utg323180_514
OG0000904	WP_010939849.1	Utg323180_505
OG0000906	WP_011792375.1	Utg323180_37
OG0000907	WP_010940042.1	Utg323180_3, Utg323140_1
OG0000908	WP_011792858.1	Utg324548_11, Utg323300_215, Utg323152_191
OG0000909	WP_010938537.1	Utg325220_65, Utg323140_271
OG0000910	WP_011793179.1	Utg323266_42
OG0000912	WP_011793160.1	Utg323300_43, Utg323300_398
OG0000913	WP_011792729.1	Utg323262_68
OG0000915	WP_011792400.1	Utg323300_124
OG0000917	WP_011792886.1	Utg323300_377
OG0000918	WP_223294588.1	Utg323180_396
OG0000921	WP_010940434.1	Utg323316_298
OG0000922	WP_010939520.1	Utg323316_229
OG0000923	WP_010937348.1	Utg323316_133
OG0000924	WP_223294698.1	Utg323074_191, Utg323074_212
OG0000927	WP_011792951.1	Utg323152_349
OG0000928	WP_011792891.1	Utg323392_136
OG0000929	WP_010939086.1	Utg323074_30, Utg323074_29
OG0000931	WP_011791399.1	Utg323152_71
OG0000932	WP_011792842.1	Utg323152_290
OG0000933	WP_011792845.1	Utg323152_342
OG0000934	WP_011792666.1	Utg323152_374
OG0000935	WP_010938927.1	Utg323392_48
OG0000936	WP_010938888.1	Utg323152_479
OG0000937	WP_011791842.1	Utg323074_117
OG0000938	WP_011792370.1	Utg323140_18
OG0000938	WP_011792162.1	Utg323392_59
OG0000940	WP_011792354.1	Utg323140_88
OG0000941	WP_223294582.1	Utg323990_116, Utg323448_32
OG0000943	WP_011792636.1	Utg323152_72
OG0000944	WP_011793146.1	Utg323632_235
OG0000946	WP_011792382.1	Utg323140_63
OG0000946	WP_223294697.1	Utg323300_26
OG0000950	WP_010939670.1	Utg323180_222
OG0000951	WP_010940476.1	Utg323266_80
OG0000952	WP_010940285.1, WP_011791833.1	Utg323266_108
OG0000954	WP_010937682.1	Utg323632_229
OG0000955	WP_010940356.1	Utg323392_188
OG0000956	WP_011792474.1	Utg323632_317
OG0000962	WP_010938550.1	Utg323392_104
OG0000963	WP_010938079.1	Utg323300_382
OG0000964	WP_011791593.1	Utg323152_505
OG0000966	WP_011792905.1	Utg323262_124
OG0000967	WP_010939606.1	Utg323074_88
OG0000968	WP_010938255.1	Utg323152_222
OG0000971	WP_010938395.1	Utg323140_186
OG0000972	WP_010937628.1	Utg323152_186
OG0000974	WP_081428990.1	Utg323632_293
OG0000976	WP_011792778.1	Utg323990_85
OG0000978	WP_010938598.1	Utg323448_62
OG0000979	WP_011791977.1	Utg323300_360
OG0000980	WP_011792367.1	Utg323632_348
OG0000981	WP_011791340.1	Utg323160_41
OG0000983	WP_010940191.1	Utg323632_219
OG0000984	WP_011792238.1	Utg324810_16
OG0000985	WP_011791955.1	Utg323632_24
OG0000986	WP_011792967.1	Utg323632_210
OG0000987	WP_010938679.1	Utg323152_147
OG0000988	WP_011792649.1	Utg323140_10
OG0000989	WP_010939182.1	Utg323152_150
OG0000990	WP_011791537.1	Utg323160_59
OG0000991	WP_010938900.1	Utg323140_179
OG0000992	WP_011791972.1	Utg323632_94
OG0000995	WP_010938612.1	Utg323448_75
OG0000996	WP_010937452.1	Utg323316_175
OG0000998	WP_011792690.1	Utg323152_435
OG0000999	WP_011793046.1	Utg323180_137
OG0001000	WP_010938613.1	Utg323448_76
OG0001001	WP_043629039.1	Utg323300_401
OG0001003	WP_010939733.1	Utg323990_38
OG0001004	WP_011792332.1	Utg323140_68
OG0001005	WP_010938892.1	Utg323140_69
OG0001006	WP_010939262.1	Utg323300_164
OG0001007	WP_010939214.1	Utg323632_244
OG0001008	WP_011792606.1	Utg323152_394
OG0001009	WP_010940563.1	Utg323152_395
OG0001014	WP_010940203.1	Utg323632_71
OG0001015	WP_010938630.1	Utg323152_385
OG0001016	WP_010938631.1	Utg323152_384
OG0001017	WP_011793104.1	Utg323392_130
OG0001018	WP_010939185.1	Utg323180_30
OG0001020	WP_011787310.1	Utg323160_24
OG0001022	WP_011792252.1	Utg323316_145
OG0001023	WP_011792196.1	Utg324810_43
OG0001024	WP_010939119.1	Utg323990_78
OG0001029	WP_010940458.1	Utg323632_341
OG0001030	WP_011791335.1	Utg324810_40
OG0001031	WP_011792176.1	Utg323316_83
OG0001033	WP_011792872.1	Utg323152_155
OG0001034	WP_010939171.1	Utg323160_30
OG0001035	WP_010938110.1	Utg323160_77
OG0001038	WP_010938913.1	Utg323300_76
OG0001039	WP_010940375.1	Utg323632_226
OG0001040	WP_011792665.1	Utg323448_98
OG0001043	WP_010938965.1	Utg323140_245
OG0001044	WP_010940181.1	Utg323448_48
OG0001045	WP_011792372.1	Utg323392_222
OG0001046	WP_011792338.1	Utg323632_291
OG0001047	WP_011792791.1	Utg323160_128, Utg323266_9
OG0001048	WP_010939514.1	Utg323632_137
OG0001049	WP_010938069.1	Utg323262_148
OG0001050	WP_011792256.1	Utg323632_116
OG0001051	WP_011791463.1	Utg323316_103
OG0001053	WP_011792885.1	Utg323074_193
OG0001054	WP_011792948.1	Utg323632_78
OG0001055	WP_011791624.1	Utg323140_254
OG0001056	WP_010938831.1	Utg323392_17
OG0001058	WP_010938868.1	Utg323392_223
OG0001059	WP_010939072.1	Utg325220_91
OG0001060	WP_010938821.1	Utg323632_370
OG0001063	WP_011791498.1	Utg323152_486
OG0001065	WP_011791629.1	Utg323990_218
OG0001066	WP_010939530.1	Utg323632_95
OG0001067	WP_011792243.1	Utg323152_449
OG0001068	WP_043629168.1	Utg323152_142
OG0001070	WP_010939146.1	Utg323180_313
OG0001071	WP_011791395.1	Utg323180_659, Utg323180_675
OG0001072	WP_010939581.1	Utg323180_668
OG0001075	WP_010939385.1	Utg323392_6, Utg323180_123
OG0001076	WP_011792646.1	Utg323180_109
OG0001080	WP_010937870.1	Utg323180_162
OG0001081	WP_010940509.1	Utg323266_115
OG0001082	WP_011791611.1	Utg323180_204, Utg323632_375
OG0001083	WP_011792557.1	Utg323266_20
OG0001084	WP_011792558.1	Utg323266_18
OG0001085	WP_011792257.1	Utg323140_42
OG0001088	WP_011792380.1	Utg323300_97
OG0001091	WP_010938477.1	Utg323262_84, Utg323300_135
OG0001092	WP_011791460.1	Utg323300_189
OG0001093	WP_011793176.1	Utg323316_348
OG0001094	WP_011792090.1	Utg323266_73
OG0001096	WP_010937763.1	Utg323448_116
OG0001097	WP_010939573.1	Utg323300_239
OG0001098	WP_011791374.1, WP_011792631.1	Utg323180_597
OG0001100	WP_011791602.1	Utg323074_143
OG0001101	WP_010938871.1	Utg323392_147
OG0001102	WP_010939814.1	Utg323152_482
OG0001104	WP_011792513.1	Utg323152_221
OG0001105	WP_011792143.1	Utg323152_162
OG0001106	WP_010939231.1	Utg323152_161
OG0001108	WP_011791983.1	Utg323152_74
OG0001109	WP_011792694.1	Utg323152_73
OG0001110	WP_010938306.1	Utg323152_70
OG0001111	WP_010940360.1	Utg323152_46
OG0001112	WP_010937840.1	Utg323152_291
OG0001113	WP_010940284.1	Utg323632_127
OG0001114	WP_011793169.1	Utg323152_320, Utg323152_319
OG0001115	WP_011792562.1	Utg323392_20
OG0001116	WP_223294612.1	Utg323152_551
OG0001117	WP_011793095.1	Utg323152_555
OG0001118	WP_010938324.1	Utg323632_363
OG0001120	WP_011791315.1	Utg323632_40
OG0001121	WP_043629650.1	Utg323632_368
OG0001122	WP_223294614.1	Utg323300_158, Utg323300_51
OG0001124	WP_010939233.1	Utg323152_163
OG0001127	WP_011791607.1	Utg323074_24
OG0001130	WP_223294641.1	Utg323180_461
OG0001132	WP_010939281.1, WP_011176701.1	Utg323300_25
OG0001134	WP_011791389.1, WP_011791996.1	Utg324810_86, Utg324810_83
OG0001142	WP_010939535.1	Utg323632_91
OG0001144	WP_010939197.1	Utg323140_97
OG0001150	WP_010938957.1	Utg323262_147
OG0001152	WP_011791789.1	Utg323632_333
OG0001153	WP_011787307.1	Utg324810_105, Utg323160_13
OG0001154	WP_010937910.1	Utg323300_318
OG0001155	WP_011791562.1	Utg323152_136
OG0001157	WP_011176593.1	Utg323160_20
OG0001158	WP_011791493.1	Utg323300_422
OG0001160	WP_043629368.1	Utg323140_8
OG0001164	WP_010938296.1	Utg323152_143
OG0001167	WP_011792456.1	Utg323180_420
OG0001171	WP_011787306.1	Utg324810_89
OG0001172	WP_011787308.1	Utg323160_16
OG0001173	WP_011787309.1	Utg323160_17
OG0001174	WP_011787304.1	Utg324810_87
OG0001175	WP_010939611.1	Utg323316_80
OG0001178	WP_010940487.1	Utg323152_331
OG0001187	WP_010940539.1	Utg323140_163
OG0001188	WP_010938894.1	Utg323316_71
OG0001191	WP_081428954.1	Utg323140_251
OG0001194	WP_010940003.1	Utg323316_77
OG0001195	WP_223294667.1	Utg323632_60
OG0001196	WP_011792172.1	Utg323152_389
OG0001197	WP_011792850.1	Utg323180_696
OG0001198	WP_011791925.1	Utg323180_663
OG0001200	WP_010938903.1	Utg323180_517
OG0001202	WP_010938583.1, WP_010937996.1	Utg323180_259
OG0001203	WP_011791984.1	Utg323180_214
OG0001204	WP_011792151.1	Utg323152_110
OG0001206	WP_011792081.1	Utg323180_122, Utg323392_9
OG0001207	WP_010939380.1	Utg323180_121, Utg323392_8
OG0001208	WP_011792398.1, WP_011792695.1	Utg323180_44
OG0001209	WP_010938959.1	Utg323140_89
OG0001212	WP_011792904.1	Utg323262_125
OG0001213	WP_011792903.1	Utg323262_126
OG0001215	WP_223294587.1	Utg323180_587, Utg323140_144
OG0001216	WP_011793044.1	Utg323180_160
OG0001221	WP_011792591.1	Utg325220_2, Utg323140_265
OG0001223	WP_043629194.1	Utg325220_117
OG0001227	WP_010940235.1	Utg323632_381, Utg323300_251
OG0001228	WP_011791323.1	Utg323300_168
OG0001230	WP_011791831.1	Utg323160_31
OG0001232	WP_010938748.1	Utg323300_98
OG0001233	WP_011792786.1	Utg323990_128
OG0001236	WP_010938476.1	Utg323262_79, Utg323300_136
OG0001237	WP_223294583.1	Utg323262_80, Utg323300_139
OG0001240	WP_010938524.1	Utg323140_161
OG0001241	WP_010938745.1	Utg323300_214
OG0001242	WP_011792112.1	Utg323300_298
OG0001243	WP_010937711.1	Utg323300_316
OG0001244	WP_010938666.1	Utg323300_327
OG0001245	WP_011792632.1	Utg323300_343
OG0001246	WP_011792709.1	Utg323300_380
OG0001247	WP_011791848.1	Utg323316_340
OG0001248	WP_010938481.1	Utg323316_314
OG0001252	WP_010939940.1	Utg323262_101
OG0001253	WP_011792403.1	Utg323262_104
OG0001254	WP_010939643.1	Utg323262_108
OG0001256	WP_010938142.1	Utg324548_22
OG0001257	WP_010937806.1	Utg324548_27
OG0001258	WP_010938576.1	Utg323990_208
OG0001259	WP_010938577.1	Utg323990_207
OG0001260	WP_010938590.1	Utg323990_177
OG0001261	WP_011791573.1	Utg323990_156
OG0001262	WP_010937569.1, WP_010937449.1	Utg323990_144
OG0001263	WP_011792781.1, WP_010937994.1	Utg323990_114
OG0001264	WP_011792534.1	Utg323990_37
OG0001266	WP_081428952.1	Utg323074_125
OG0001269	WP_011791483.1	Utg323152_401
OG0001271	WP_011792191.1	Utg323152_203
OG0001272	WP_011792498.1, WP_011791995.1	Utg323152_190
OG0001274	WP_010939200.1	Utg323152_173
OG0001275	WP_010938274.1	Utg323152_87
OG0001276	WP_011791515.1	Utg323152_76
OG0001277	WP_011791516.1	Utg323152_75
OG0001278	WP_011791467.1	Utg323152_68
OG0001279	WP_011791468.1	Utg323152_67
OG0001280	WP_043629792.1	Utg323152_62
OG0001281	WP_011792104.1	Utg323152_44
OG0001282	WP_010940171.1	Utg323152_43
OG0001283	WP_011792342.1	Utg323152_42
OG0001284	WP_011793006.1, WP_011791847.1	Utg323152_308
OG0001285	WP_011787394.1, WP_011793007.1	Utg323152_309
OG0001286	WP_011176697.1, WP_010937617.1	Utg323152_310
OG0001287	WP_010938738.1	Utg323152_314, Utg323152_313
OG0001288	WP_010938737.1	Utg323152_315
OG0001289	WP_011787378.1, WP_010940491.1	Utg323152_327
OG0001290	WP_011176682.1, WP_011791425.1	Utg323152_328
OG0001292	WP_010940433.1	Utg323392_24
OG0001293	WP_010938180.1	Utg323392_27
OG0001295	WP_011792439.1	Utg323152_553
OG0001296	WP_011792728.1	Utg323262_69
OG0001297	WP_011792727.1	Utg323262_70
OG0001298	WP_010938139.1	Utg323632_300
OG0001300	WP_011792711.1	Utg323316_198
OG0001302	WP_011792553.1	Utg323300_330
OG0001303	WP_011792389.1	Utg323632_288
OG0001304	WP_011792915.1	Utg323180_508
OG0001305	WP_010940448.1	Utg323180_513
OG0001306	WP_011792567.1	Utg323632_37, Utg323632_36
OG0001308	WP_011792710.1	Utg323300_381
OG0001309	WP_011792536.1	Utg323392_100
OG0001311	WP_011791669.1	Utg323074_49
OG0001314	WP_010937896.1	Utg323180_567
OG0001317	WP_011791708.1	Utg323300_421
OG0001318	WP_011791692.1	Utg323392_209
OG0001334	WP_010938040.1	Utg323160_118
OG0001337	WP_011792071.1, WP_010939393.1	Utg323152_583
OG0001346	WP_010938652.1	Utg323990_134
OG0001352	WP_011792853.1	Utg323300_353
OG0001358	WP_011792890.1	Utg323300_193
OG0001359	WP_011787305.1	Utg324810_88
OG0001374	WP_011791946.1	Utg323140_113
OG0001375	WP_010938510.1	Utg323152_237
OG0001377	WP_011793019.1	Utg323074_223, Utg323990_3
OG0001380	WP_223294683.1	Utg323152_574
OG0001381	WP_011791349.1, WP_011792062.1	Utg323152_577
OG0001387	WP_010940624.1	Utg323180_272
OG0001393	WP_010939396.1	Utg323152_579
OG0001396	WP_043629066.1	Utg323180_671, Utg323180_672
OG0001398	WP_223294642.1	Utg323180_644
OG0001401	WP_010937640.1	Utg323180_602
OG0001403	WP_011792459.1	Utg323180_260
OG0001404	WP_010938584.1	Utg323180_258
OG0001405	WP_010938586.1	Utg323180_256
OG0001406	WP_010938587.1	Utg323180_255
OG0001412	WP_010937797.1	Utg323180_134
OG0001413	WP_011792892.1	Utg323266_14
OG0001414	WP_011793010.1	Utg323180_104
OG0001415	WP_010939693.1	Utg323180_42
OG0001416	WP_011791841.1	Utg323180_24
OG0001419	WP_011793041.1	Utg323180_158
OG0001420	WP_010937557.1	Utg323180_159
OG0001423	WP_011793125.1	Utg323300_255
OG0001424	WP_010940151.1	Utg323266_21
OG0001427	WP_011791846.1	Utg323180_246
OG0001429	WP_010939729.1	Utg323160_32
OG0001433	WP_223294685.1	Utg323266_70, Utg323262_191
OG0001434	WP_011792497.1	Utg323300_79
OG0001435	WP_010939853.1	Utg323632_379
OG0001437	WP_043629457.1	Utg323140_145
OG0001438	WP_011792706.1	Utg323140_83, Utg323990_90
OG0001439	WP_011793094.1	Utg323266_41
OG0001441	WP_223294574.1	Utg323300_170
OG0001442	WP_011792129.1	Utg323300_176
OG0001443	WP_010940441.1	Utg323300_186
