Orthogroup	Desulfocapsa_06_corrosive	Shewanella oneidensis MR-1
OG0000598	Utg323632_99	WP_011073908.1
OG0000599	Utg323152_223	WP_006083042.1
OG0000600	Utg323180_267	WP_011070456.1
OG0000601	Utg323140_185	WP_011070650.1
OG0000602	Utg323152_172	WP_011073283.1, WP_011073273.1, WP_011073768.1, WP_011073717.1
OG0000603	Utg323990_83	WP_011071702.1
OG0000604	Utg323180_32	WP_011073440.1
OG0000605	Utg323180_276	WP_011073439.1
OG0000606	Utg323266_43	WP_011072376.1
OG0000607	Utg323300_283	WP_164925802.1
OG0000608	Utg323180_609	WP_011071703.1
OG0000609	Utg323074_153, Utg323074_152	WP_011072357.1
OG0000610	Utg323448_99	WP_011073188.1
OG0000611	Utg323152_250	WP_011071421.1
OG0000612	Utg323632_295	WP_011071798.1
OG0000613	Utg323632_296	WP_006080791.1
OG0000614	Utg323300_233	WP_011072032.1
OG0000615	Utg323448_90	WP_011071784.1
OG0000616	Utg323448_92	WP_011071786.1
OG0000617	Utg323448_63	WP_011070618.1
OG0000618	Utg323448_65	WP_011070620.1
OG0000619	Utg323448_66	WP_006083596.1
OG0000620	Utg323448_67	WP_006083595.1
OG0000621	Utg323448_68	WP_011070621.1
OG0000623	Utg323074_128	WP_011073687.1
OG0000624	Utg323152_218	WP_007650346.1
OG0000625	Utg323152_219	WP_011073451.1
OG0000626	Utg324810_60	WP_011073399.1
OG0000627	Utg323448_100	WP_011073042.1
OG0000628	Utg323180_312	WP_011071409.1
OG0000630	Utg323300_302	WP_011073225.1
OG0000631	Utg323300_300	WP_011073224.1
OG0000632	Utg323392_138	WP_011073222.1
OG0000634	Utg323074_110	WP_011073362.1
OG0000635	Utg323990_206	WP_011071429.1
OG0000637	Utg323392_155	WP_011072714.1
OG0000638	Utg323262_113	WP_011070724.1
OG0000639	Utg323152_564	WP_011072734.1
OG0000640	Utg323990_80	WP_011072733.1
OG0000641	Utg323632_228	WP_011073048.1
OG0000642	Utg323316_136	WP_011072310.1
OG0000643	Utg323074_137	WP_011072175.1
OG0000644	Utg323300_295	WP_011071416.1
OG0000645	Utg323316_141	WP_011072241.1
OG0000646	Utg323632_108	WP_011070601.1
OG0000647	Utg323632_107	WP_011073899.1
OG0000648	Utg323632_103	WP_011073903.1
OG0000649	Utg323074_138	WP_011073601.1
OG0000650	Utg323632_350	WP_011072929.1
OG0000651	Utg323152_154	WP_238560600.1
OG0000652	Utg323392_225	WP_011071706.1
OG0000653	Utg323152_255	WP_011071555.1
OG0000655	Utg323448_27	WP_011074260.1
OG0000656	Utg323180_692	WP_011071432.1
OG0000657	Utg323180_693	WP_011071433.1
OG0000658	Utg323180_697	WP_011071436.1
OG0000659	Utg323180_698	WP_011071437.1
OG0000660	Utg323632_33	WP_006083052.1
OG0000661	Utg323632_34	WP_011073682.1
OG0000662	Utg323262_165, Utg323262_164	WP_011074308.1
OG0000663	Utg323140_228	WP_011070907.1
OG0000664	Utg323990_147	WP_011074083.1
OG0000665	Utg323140_6	WP_011073514.1
OG0000666	Utg323180_423	WP_011073620.1
OG0000667	Utg323300_165	WP_011071021.1
OG0000668	Utg323392_257	WP_011071182.1
OG0000669	Utg323160_12, Utg324810_104	WP_011072767.1, WP_011071992.1
OG0000670	Utg323632_92	WP_011072407.1
OG0000671	Utg323990_137	WP_006079870.1
OG0000672	Utg323300_313	WP_011073376.1
OG0000673	Utg323152_509	WP_011074185.1
OG0000674	Utg324548_24	WP_011074184.1
OG0000675	Utg323632_238	WP_011074182.1
OG0000676	Utg323152_254	WP_011074181.1
OG0000677	Utg323448_85	WP_006083577.1
OG0000678	Utg323448_84	WP_011070630.1
OG0000679	Utg323632_301	WP_011071566.1
OG0000680	Utg323448_39	WP_011073313.1
OG0000681	Utg323448_54	WP_007644333.1
OG0000682	Utg323448_53	WP_011070609.1
OG0000683	Utg323990_179	WP_011071611.1
OG0000684	Utg323300_386	WP_011074329.1
OG0000685	Utg323448_77	WP_011070627.1
OG0000686	Utg323448_114	WP_011072309.1
OG0000687	Utg323448_73	WP_011070623.1
OG0000688	Utg323448_71	WP_011070622.1
OG0000689	Utg323448_70	WP_007644429.1
OG0000690	Utg323300_99	WP_011073293.1
OG0000691	Utg323448_57	WP_011070612.1
OG0000692	Utg323300_284	WP_011070424.1
OG0000693	Utg325220_116	WP_011070447.1
OG0000694	Utg323316_326	WP_011070419.1
OG0000695	Utg324810_39	WP_011072408.1
OG0000696	Utg325220_114	WP_011071503.1
OG0000697	Utg323300_348	WP_011073781.1
OG0000698	Utg323632_294	WP_011070671.1
OG0000699	Utg323632_360	WP_011070673.1
OG0000700	Utg323074_31	WP_011073442.1
OG0000701	Utg323152_442	WP_011073824.1
OG0000702	Utg323180_262	WP_011070774.1
OG0000703	Utg323300_223	WP_011070854.1
OG0000704	Utg323632_111	WP_011073896.1
OG0000705	Utg323632_110	WP_011073897.1
OG0000706	Utg323632_109	WP_011073898.1
OG0000707	Utg323632_105	WP_011073900.1
OG0000708	Utg323632_98	WP_011073909.1
OG0000709	Utg323152_170	WP_011074146.1
OG0000710	Utg323632_246	WP_011072679.1
OG0000711	Utg323300_74	WP_011071661.1
OG0000712	Utg323152_217	WP_011073450.1
OG0000713	Utg323392_146	WP_011073318.1
OG0000714	Utg323392_144	WP_011073316.1
OG0000715	Utg323448_38	WP_011073314.1
OG0000716	Utg323448_40	WP_011073312.1
OG0000717	Utg323448_50	WP_011070606.1
OG0000718	Utg323448_51	WP_011070607.1
OG0000719	Utg323448_52	WP_011070608.1
OG0000720	Utg323448_55	WP_011070610.1
OG0000721	Utg323448_58	WP_011070613.1
OG0000722	Utg323448_61	WP_011070616.1
OG0000723	Utg323448_64	WP_037421480.1
OG0000724	Utg323448_69	WP_006083593.1
OG0000725	Utg323448_72	WP_006083590.1
OG0000726	Utg323448_74	WP_011070624.1
OG0000727	Utg323448_78	WP_007644438.1
OG0000728	Utg323448_79	WP_006083582.1
OG0000729	Utg323448_80	WP_011070628.1
OG0000730	Utg323448_81	WP_011070629.1
OG0000731	Utg323448_86	WP_011070631.1
OG0000732	Utg323448_87	WP_011070632.1
OG0000733	Utg323448_88	WP_007644470.1
OG0000734	Utg323180_700	WP_011073925.1
OG0000735	Utg323074_151	WP_011073924.1
OG0000737	Utg323180_694	WP_011071434.1
OG0000738	Utg323140_176	WP_011073375.1
OG0000739	Utg323152_227	WP_011071405.1
OG0000740	Utg323316_299	WP_011074057.1
OG0000741	Utg323300_319	WP_011071209.1
OG0000742	Utg323316_284	WP_011073511.1
OG0000743	Utg323448_33	WP_011073366.1
OG0000744	Utg323990_150	WP_007651394.1
OG0000745	Utg323392_96	WP_011073823.1
OG0000746	Utg323152_179	WP_011071412.1
OG0000747	Utg323074_132	WP_011070765.1
OG0000748	Utg323074_131	WP_011073821.1
OG0000749	Utg323180_110	WP_011072580.1
OG0000750	Utg324810_48	WP_164925864.1
OG0000751	Utg324810_51	WP_011072154.1
OG0000752	Utg323180_291	WP_011074006.1
OG0000753	Utg323152_450	WP_011072469.1
OG0000754	Utg323266_37	WP_011073297.1
OG0000755	Utg323266_36	WP_011073591.1
OG0000756	Utg323152_9	WP_011071973.1
OG0000758	Utg323160_65	WP_011072389.1
OG0000759	Utg323180_268	WP_011072383.1
OG0000760	Utg323140_99	WP_011072381.1
OG0000761	Utg323266_44	WP_011072377.1
OG0000762	Utg323180_108	WP_011070644.1
OG0000763	Utg323180_107	WP_011073286.1
OG0000764	Utg323300_379	WP_011073284.1
OG0000766	Utg323160_38	WP_011071550.1
OG0000767	Utg323180_507	WP_011071557.1
OG0000768	Utg323632_232	WP_011071558.1
OG0000769	Utg323448_91	WP_011071785.1
OG0000770	Utg323448_93	WP_011071787.1
OG0000771	Utg323448_94	WP_011071788.1
OG0000772	Utg323448_95	WP_011071789.1
OG0000773	Utg323448_96	WP_011071790.1
OG0000774	Utg323448_97	WP_011071791.1
OG0000775	Utg323300_280	WP_011071792.1
OG0000776	Utg323632_74	WP_011071794.1
OG0000777	Utg323632_75	WP_011071795.1
OG0000779	Utg324548_29	WP_011071800.1
OG0000780	Utg323074_40	WP_011071749.1, WP_011071820.1
OG0000781	Utg323392_152	WP_011073035.1
OG0000782	Utg323300_390	WP_011073287.1
OG0000783	Utg323152_80	WP_011071159.1
OG0000784	Utg323140_102	WP_011073172.1
OG0000785	Utg323140_103	WP_011073171.1
OG0000787	Utg323632_68	WP_011070935.1
OG0000788	Utg323316_75, Utg323316_74	WP_011073678.1
OG0000789	Utg323632_245	WP_011072712.1
OG0000790	Utg323300_297	WP_011072561.1
OG0000791	Utg323180_99	WP_011071065.1
OG0000792	Utg323632_247	WP_011072680.1
OG0000793	Utg323180_665	WP_011070932.1
OG0000794	Utg323152_166	WP_011073191.1
OG0000795	Utg324548_10	WP_011073184.1
OG0000796	Utg323392_226	WP_011071705.1
OG0000797	Utg323152_78	WP_011073173.1
OG0000798	Utg323140_157	WP_011073009.1
OG0000799	Utg323262_161	WP_011073010.1
OG0000800	Utg323300_103	WP_011072962.1
OG0000801	Utg323632_142	WP_011072965.1
OG0000802	Utg323152_508	WP_011072968.1
OG0000803	Utg323632_49	WP_011073915.1
OG0000805	Utg323074_179	WP_202950643.1
OG0000806	Utg323160_64	WP_011070467.1
OG0000807	Utg323074_136	WP_011071415.1
OG0000808	Utg323448_113	WP_011071579.1
OG0000809	Utg323180_317	WP_011073282.1
OG0000810	Utg323392_199	WP_011071545.1
OG0000811	Utg323180_318	WP_011070778.1
OG0000813	Utg323990_217	WP_011071913.1
OG0000815	Utg323152_145	WP_011070798.1
OG0000816	Utg323160_60	WP_011073227.1
OG0000817	Utg323160_28	WP_011073228.1
OG0000818	Utg323152_392	WP_011073777.1
OG0000819	Utg323152_177	WP_011072582.1
OG0000820	Utg323160_92	WP_011072999.1
OG0000822	Utg323448_19	WP_011073801.1
OG0000823	Utg323448_22	WP_011071398.1
OG0000824	Utg323140_266, Utg325220_3	WP_011070431.1
OG0000825	Utg323990_142	WP_011070430.1
OG0000826	Utg323180_412	WP_011070886.1, WP_011072282.1, WP_011072232.1
OG0000827	Utg323632_335	WP_011072150.1
OG0000828	Utg323632_336	WP_011072149.1
OG0000829	Utg323632_337	WP_006081652.1
OG0000830	Utg323632_338	WP_011072303.1
OG0000831	Utg323632_339	WP_011072302.1
OG0000832	Utg323632_340	WP_011072301.1
OG0000833	Utg323632_14	WP_011071275.1
OG0000834	Utg323180_620	WP_011071428.1
OG0000836	Utg323152_510	WP_011074274.1
OG0000837	Utg323074_130	WP_011073597.1
OG0000838	Utg323180_39	WP_011073598.1
OG0000839	Utg323074_139	WP_011073600.1
OG0000840	Utg323140_168	WP_011072008.1
OG0000841	Utg324810_75	WP_011071454.1
OG0000842	Utg323152_444	WP_011073662.1
OG0000843	Utg323152_225	WP_011073672.1
OG0000844	Utg323632_298	WP_011071568.1
OG0000845	Utg323632_299	WP_011071567.1
OG0000846	Utg323632_302	WP_011071565.1
OG0000848	Utg323152_213	WP_011071402.1
OG0000849	Utg323180_649	WP_011073799.1
OG0000850	Utg323266_11, Utg323160_130	WP_011073702.1
OG0000851	Utg323140_191	WP_011073699.1
OG0000852	Utg323632_42	WP_011072140.1
OG0000853	Utg323632_35	WP_011072138.1
OG0000854	Utg323152_260	WP_011072134.1
OG0000855	Utg323632_31	WP_011070647.1
OG0000856	Utg323152_257	WP_011074259.1
OG0000858	Utg323300_288	WP_011072100.1
OG0000859	Utg323632_3, Utg323316_96	WP_011074328.1
OG0000860	Utg323300_384	WP_011074331.1
OG0000861	Utg323632_43	WP_011074339.1
OG0000862	Utg323316_335	WP_011074340.1
OG0000863	Utg323392_26	WP_011070478.1
OG0000864	Utg323300_312	WP_011070664.1
OG0000865	Utg323140_184	WP_011070651.1
OG0000866	Utg324810_56	WP_011073972.1
OG0000867	Utg323300_342	WP_011071513.1
OG0000868	Utg323632_250	WP_011072677.1
OG0000869	Utg323448_56	WP_011070611.1
OG0000870	Utg323300_279	WP_011072267.1
OG0000871	Utg323180_699	WP_011071439.1
OG0000872	Utg323180_314	WP_164925631.1
OG0000873	Utg323632_242	WP_011073365.1
OG0000874	Utg323152_504	WP_011072288.1
OG0000875	Utg323632_38	WP_164925707.1
OG0000876	Utg323392_25	WP_011072699.1
OG0000877	Utg323180_31	WP_011073189.1
OG0000878	Utg323160_74	WP_011071077.1
OG0000879	Utg323152_205	WP_011071578.1
OG0000880	Utg323140_268, Utg325220_62	WP_011071574.1
OG0000881	Utg323316_231	WP_011074056.1
OG0000882	Utg323262_102	WP_011071526.1
OG0000883	Utg323262_110	WP_011073527.1
OG0000884	Utg323140_158	WP_011073008.1
OG0000885	Utg323140_247	WP_011071212.1
OG0000886	Utg323180_127	WP_011072563.1
OG0000887	Utg323300_41	WP_011072458.1, WP_238560563.1
OG0000888	Utg323180_439	WP_011073848.1
OG0000889	Utg323316_321	WP_011073575.1
OG0000890	Utg323392_107	WP_164925658.1
OG0000891	Utg323316_330	WP_011070422.1
OG0000892	Utg323632_93	WP_011072406.1
OG0000893	Utg323632_104	WP_011073902.1
OG0000894	Utg323152_386	WP_011071915.1
OG0000895	Utg323140_181	WP_011073967.1
OG0000896	Utg323632_54	WP_011071261.1
OG0000898	Utg325220_118	WP_011073310.1
OG0000899	Utg323632_342	WP_011072098.1
OG0000900	Utg323262_111	WP_011073931.1
OG0000904	Utg323180_505	WP_011070639.1, WP_011070832.1
OG0000906	Utg323180_37	WP_011073004.1
OG0000907	Utg323180_3, Utg323140_1	WP_011072361.1
OG0000912	Utg323300_43, Utg323300_398	WP_011073162.1
OG0000913	Utg323262_68	WP_011074305.1
OG0000914	Utg323300_115	WP_011074130.1, WP_011074134.1, WP_011070511.1
OG0000916	Utg323316_195	WP_011071226.1
OG0000917	Utg323300_377	WP_011072775.1
OG0000918	Utg323392_56, Utg323180_566, Utg323180_574, Utg323180_396	WP_011073981.1
OG0000921	Utg323316_298	WP_011073077.1
OG0000922	Utg323316_229	WP_011072424.1, WP_011070816.1
OG0000928	Utg323392_136	WP_011073038.1, WP_011073037.1
OG0000930	Utg323152_167	WP_011070869.1
OG0000931	Utg323152_71	WP_011071294.1
OG0000933	Utg323152_342	WP_011073124.1
OG0000934	Utg323152_374	WP_011073119.1
OG0000935	Utg323392_48	WP_011073874.1
OG0000937	Utg323074_117	WP_011073920.1
OG0000938	Utg323140_18, Utg323392_59	WP_011073257.1
OG0000939	Utg323632_214	WP_011073586.1
OG0000941	Utg323990_116, Utg323448_32	WP_011072468.1
OG0000942	Utg323152_425	WP_011071188.1, WP_011071352.1
OG0000943	Utg323152_72	WP_011071295.1
OG0000947	Utg323152_426	WP_011071351.1, WP_011071187.1
OG0000948	Utg323152_427	WP_011071186.1, WP_011071350.1
OG0000951	Utg323266_80	WP_011074188.1
OG0000952	Utg323266_108	WP_011071701.1
OG0000954	Utg323392_60, Utg323632_229	WP_011072585.1
OG0000955	Utg323392_188	WP_011073794.1
OG0000962	Utg323392_104	WP_011071400.1
OG0000963	Utg323300_382	WP_011074333.1
OG0000966	Utg323262_124	WP_011071982.1
OG0000967	Utg323074_88	WP_011072285.1
OG0000968	Utg323152_222	WP_011073674.1
OG0000970	Utg323448_24	WP_011073218.1, WP_164925680.1
OG0000971	Utg323140_186	WP_011070649.1
OG0000974	Utg323632_293	WP_011073441.1
OG0000975	Utg323300_17	WP_011072741.1, WP_011073201.1
OG0000976	Utg323990_85	WP_011072922.1
OG0000977	Utg323152_39	WP_011071875.1
OG0000978	Utg323448_62	WP_011070617.1
OG0000979	Utg323300_360	WP_164925847.1
OG0000980	Utg323632_348	WP_274544339.1
OG0000981	Utg323160_41	WP_011074337.1
OG0000982	Utg323160_37	WP_011071987.1
OG0000984	Utg324810_16	WP_011071124.1
OG0000989	Utg323152_150	WP_011073368.1
OG0000991	Utg323140_179	WP_011071373.1
OG0000992	Utg323632_94	WP_011072405.1
OG0000995	Utg323448_75	WP_007644434.1
OG0000999	Utg323180_137	WP_011073020.1
OG0001000	Utg323448_76	WP_011070626.1
OG0001001	Utg323300_401	WP_011072235.1
OG0001002	Utg323180_695	WP_011071435.1
OG0001003	Utg323990_38	WP_011073309.1
OG0001004	Utg323140_68	WP_011072574.1
OG0001005	Utg323140_69	WP_011072575.1
OG0001006	Utg323300_164	WP_011071022.1
OG0001007	Utg323632_244	WP_011073364.1
OG0001008	Utg323152_394	WP_011070820.1
OG0001009	Utg323152_395	WP_011073576.1
OG0001010	Utg323300_40	WP_011071534.1
OG0001011	Utg323180_292	WP_011074007.1
OG0001012	Utg323180_475	WP_011074022.1
OG0001013	Utg323180_440	WP_011074031.1
OG0001014	Utg323632_71	WP_011073929.1
OG0001015	Utg323152_385	WP_011071916.1
OG0001016	Utg323152_384	WP_011071917.1
OG0001017	Utg323392_130	WP_011073311.1
OG0001018	Utg323180_30	WP_011071559.1
OG0001019	Utg323392_151	WP_011073034.1
OG0001023	Utg324810_43	WP_202950653.1
OG0001024	Utg323990_78	WP_011072590.1
OG0001026	Utg323074_108	WP_011072549.1
OG0001027	Utg323262_93	WP_011074050.1
OG0001029	Utg323632_341	WP_011072099.1
OG0001030	Utg324810_40	WP_011073187.1
OG0001031	Utg323316_83	WP_011073398.1
OG0001036	Utg323300_378	WP_011071067.1
OG0001037	Utg323266_56, Utg323074_118	WP_011071746.1
OG0001038	Utg323300_76	WP_011073168.1
OG0001039	Utg323632_226	WP_011071441.1
OG0001040	Utg323448_98	WP_011072535.1
OG0001043	Utg323140_245	WP_011071431.1
OG0001044	Utg323448_48	WP_006079871.1
OG0001045	Utg323392_222	WP_011073857.1
OG0001048	Utg323632_137	WP_011072263.1
OG0001049	Utg323262_148	WP_011070599.1
OG0001050	Utg323632_116	WP_011070873.1
OG0001051	Utg323316_103	WP_164925908.1
OG0001052	Utg323180_63, Utg323180_64	WP_011072202.1
OG0001054	Utg323632_78	WP_011073437.1
OG0001055	Utg323140_254	WP_011071514.1
OG0001057	Utg323266_53	WP_011072803.1
OG0001058	Utg323392_223	WP_011073856.1
OG0001059	Utg325220_91	WP_011073838.1, WP_011070794.1
OG0001063	Utg323152_486	WP_011072556.1
OG0001064	Utg323140_17	WP_011072895.1
OG0001066	Utg323632_95	WP_011072404.1
OG0001069	Utg323152_418	WP_011071048.1
OG0001070	Utg323180_313	WP_011071408.1
OG0001072	Utg323180_668	WP_011073547.1
OG0001078	Utg323262_123	WP_011073881.1
OG0001081	Utg323266_115	WP_011071599.1
OG0001082	Utg323180_204, Utg323632_375	WP_011072827.1
OG0001085	Utg323140_42	WP_011070875.1
OG0001086	Utg323140_41	WP_011073941.1, WP_011070876.1
OG0001088	Utg323300_97	WP_011072570.1
OG0001093	Utg323316_348	WP_011071888.1
OG0001094	Utg323316_100, Utg323266_73	WP_011072416.1
OG0001095	Utg323448_104	WP_011071372.1, WP_011070831.1, WP_011071319.1, WP_011071597.1
OG0001100	Utg323074_143	WP_011071908.1
OG0001104	Utg323152_221	WP_011073298.1
OG0001107	Utg323152_83	WP_011072442.1
OG0001108	Utg323152_74	WP_011071531.1
OG0001109	Utg323152_73	WP_011071297.1
OG0001110	Utg323152_70	WP_011071296.1
OG0001114	Utg323152_320, Utg323152_319	WP_011070537.1, WP_011073106.1
OG0001115	Utg323392_20	WP_011073192.1
OG0001116	Utg323152_551	WP_011071228.1
OG0001118	Utg323632_363	WP_011072698.1
OG0001119	Utg323632_225	WP_011071038.1
OG0001120	Utg323632_40	WP_011072242.1
OG0001121	Utg323632_368	WP_011070513.1
OG0001122	Utg323300_158, Utg323300_51	WP_164925909.1
OG0001126	Utg323180_426	WP_011073623.1
OG0001130	Utg323180_461	WP_011071045.1
OG0001131	Utg323266_63	WP_164925752.1
OG0001133	Utg324548_38	WP_011072487.1, WP_011072208.1, WP_011072110.1
OG0001134	Utg324810_86, Utg324810_83	WP_011074198.1
OG0001142	Utg323632_91	WP_011071426.1
OG0001143	Utg323180_198	WP_011073641.1
OG0001144	Utg323140_97	WP_011072250.1
OG0001145	Utg323074_133	WP_011070773.1
OG0001156	Utg323632_376	WP_011072515.1
OG0001158	Utg323300_422	WP_011073505.1
OG0001160	Utg323140_8	WP_011070670.1
OG0001161	Utg323392_145	WP_011073317.1
OG0001162	Utg323152_612	WP_011073836.1
OG0001164	Utg323152_143	WP_011073767.1
OG0001165	Utg323180_603	WP_011070792.1
OG0001166	Utg323990_176	WP_011070659.1
OG0001167	Utg323180_420	WP_011070739.1
OG0001168	Utg323180_474	WP_011074034.1
OG0001169	Utg323180_479	WP_011074030.1
OG0001176	Utg323266_50	WP_238560541.1
OG0001178	Utg323152_331	WP_011073095.1
OG0001179	Utg323180_524	WP_011073930.1
OG0001186	Utg323300_247	WP_011073246.1
OG0001188	Utg323316_71	WP_011072572.1
OG0001189	Utg323180_66	WP_164925866.1
OG0001191	Utg323140_251	WP_011071164.1
OG0001192	Utg323632_281	WP_011072762.1
OG0001194	Utg323316_77	WP_011072273.1
OG0001195	Utg323632_60	WP_011072177.1
OG0001196	Utg323152_389	WP_011071411.1
OG0001203	Utg323180_214	WP_011070468.1
OG0001204	Utg323152_110	WP_011072832.1
OG0001205	Utg323152_107, Utg323152_109, Utg323152_108	WP_011072830.1
OG0001208	Utg323180_44	WP_011072519.1
OG0001217	Utg323180_350	WP_011074342.1
OG0001218	Utg323392_172	WP_238560547.1
OG0001220	Utg323140_261	WP_011073814.1
OG0001222	Utg325220_88	WP_011073213.1
OG0001224	Utg323074_114, Utg323152_522	WP_011072544.1
OG0001227	Utg323632_381, Utg323300_251	WP_011073253.1
OG0001228	Utg323300_168	WP_164925813.1
OG0001229	Utg323392_249, Utg323160_73	WP_011070516.1
OG0001231	Utg323300_16	WP_011072193.1
OG0001234	Utg323180_498	WP_011072498.1
OG0001238	Utg323180_231	WP_011073014.1, WP_011073570.1
OG0001239	Utg323990_155	WP_164925911.1
OG0001240	Utg323140_161	WP_011073211.1
OG0001241	Utg323300_214	WP_011074047.1
OG0001247	Utg323316_340	WP_011070679.1
OG0001249	Utg323316_226	WP_011073198.1
OG0001266	Utg323074_125	WP_011070547.1
OG0001267	Utg323180_208	WP_011074089.1
OG0001273	Utg323152_231	WP_011070810.1
OG0001275	Utg323152_87	WP_011073786.1
OG0001283	Utg323152_42	WP_011072785.1
OG0001284	Utg323152_308	WP_011073111.1
OG0001285	Utg323152_309	WP_011073110.1
OG0001286	Utg323152_310	WP_011073109.1
OG0001287	Utg323152_314, Utg323152_313	WP_011073107.1
OG0001288	Utg323152_315	WP_011073131.1
OG0001289	Utg323152_327	WP_011073099.1
OG0001290	Utg323152_328	WP_011073098.1
OG0001292	Utg323392_24	WP_011073681.1
OG0001294	Utg323392_87	WP_011073614.1
OG0001296	Utg323262_69	WP_011074306.1
OG0001297	Utg323262_70	WP_011074307.1
OG0001309	Utg323392_100	WP_011072338.1
OG0001311	Utg323074_49	WP_011073408.1
OG0001314	Utg323180_567	WP_011072781.1
OG0001315	Utg323180_680	WP_011073258.1
OG0001317	Utg323300_421	WP_011073212.1, WP_011071529.1
OG0001319	Utg323990_181	WP_011073359.1
OG0001326	Utg323152_571, Utg323152_570	WP_011073190.1
OG0001328	Utg323262_168	WP_011070553.1, WP_011071247.1
OG0001330	Utg323180_706	WP_011071425.1
OG0001332	Utg323990_57	WP_011073438.1
OG0001340	Utg324548_5	WP_011072573.1
OG0001347	Utg324548_35	WP_011073577.1
OG0001348	Utg323140_133	WP_011073331.1
OG0001349	Utg323300_430	WP_011074001.1
OG0001350	Utg323140_258	WP_011070655.1
OG0001351	Utg323140_257	WP_011070654.1
OG0001353	Utg323180_491	WP_011074021.1
OG0001355	Utg323152_168	WP_011072388.1
OG0001357	Utg323990_123	WP_011070560.1
OG0001358	Utg323300_193	WP_011070914.1
OG0001362	Utg323632_61	WP_011072176.1
OG0001363	Utg323632_286	WP_011072373.1
OG0001364	Utg323990_216	WP_011073584.1
OG0001365	Utg323140_112	WP_011072454.1
OG0001366	Utg323316_172	WP_011070860.1
OG0001369	Utg323300_365	WP_011073000.1
OG0001373	Utg323074_37	WP_011070939.1
OG0001374	Utg323140_113	WP_011072453.1
OG0001375	Utg323152_237	WP_011074280.1
OG0001376	Utg323152_545	WP_011073149.1
OG0001377	Utg323074_223, Utg323990_3	WP_011072137.1
OG0001378	Utg323392_106	WP_011073216.1
OG0001379	Utg323140_256	WP_011070653.1
OG0001383	Utg323392_265, Utg323160_3, Utg323632_146, Utg323152_8	WP_011071010.1, WP_011070661.1
OG0001384	Utg324810_47	WP_011072161.1
OG0001385	Utg323180_489	WP_011074023.1
OG0001389	Utg323316_104	WP_164925684.1
OG0001391	Utg323300_157, Utg323300_155	WP_011074319.1
OG0001395	Utg323180_688	WP_011073271.1
OG0001409	Utg323180_209	WP_011070856.1
OG0001411	Utg323392_169	WP_011073390.1
OG0001412	Utg323180_134	WP_011074297.1
OG0001413	Utg323266_14	WP_011071607.1
OG0001421	Utg323140_208	WP_011072224.1
OG0001423	Utg323300_255	WP_011073251.1
OG0001426	Utg323180_605, Utg323180_606	WP_164925867.1
OG0001428	Utg323160_108	WP_011071965.1
OG0001439	Utg323266_41	WP_011070923.1
OG0001440	Utg323180_13	WP_011073215.1
OG0001441	Utg323300_170	WP_011070959.1
OG0001445	Utg323300_278	WP_011070574.1
OG0001449	Utg324810_69	WP_011073394.1, WP_011073193.1, WP_011072087.1
OG0001468	Utg323316_186	WP_011074225.1
OG0001469	Utg324548_17	WP_011073829.1
OG0001472	Utg323990_122	WP_011074256.1
OG0001473	Utg323990_88, Utg323990_89	WP_011073140.1
OG0001475	Utg323990_67	WP_011071389.1
OG0001481	Utg323392_167	WP_164925719.1
OG0001490	Utg323152_304	WP_011073133.1
OG0001491	Utg323152_305	WP_011073132.1
OG0001492	Utg323152_306	WP_011073113.1
OG0001493	Utg323152_307	WP_164925897.1
OG0001494	Utg323152_321	WP_011073105.1
OG0001495	Utg323152_322	WP_011073104.1
OG0001496	Utg323152_324	WP_011073102.1
OG0001497	Utg323152_325	WP_011073101.1
OG0001498	Utg323152_326	WP_011073100.1
OG0001499	Utg323152_333	WP_011073129.1
OG0001500	Utg323152_334	WP_011073128.1
OG0001501	Utg323152_335	WP_011073136.1
OG0001502	Utg323152_336	WP_011073127.1
OG0001503	Utg323152_337	WP_011073126.1
OG0001504	Utg323152_344	WP_006082602.1
OG0001505	Utg323152_373	WP_011073117.1
OG0001511	Utg323392_123	WP_011072591.1
OG0001512	Utg323392_125	WP_011072462.1
OG0001521	Utg323632_28	WP_011072384.1, WP_011072337.1
OG0001523	Utg323152_126	WP_011072748.1
OG0001528	Utg323392_44	WP_011071954.1
OG0001535	Utg323180_615	WP_011070807.1
OG0001537	Utg323140_206, Utg323990_117	WP_011072227.1
OG0001538	Utg323180_92, Utg323074_81	WP_011071157.1, WP_011073002.1
OG0001539	Utg323074_86	WP_011071371.1
OG0001541	Utg323152_487	WP_011073711.1
OG0001546	Utg323300_151	WP_011072036.1
OG0001548	Utg323392_177	WP_011073335.1, WP_011073259.1, WP_011071743.1
OG0001550	Utg325220_78	WP_011070760.1
OG0001581	Utg323152_188	WP_011072769.1
OG0001584	Utg323300_142	WP_011072194.1
OG0001585	Utg323140_252	WP_011072467.1
OG0001586	Utg323152_554	WP_011072466.1
OG0001594	Utg323152_102	WP_011070768.1, WP_011072220.1
OG0001598	Utg323392_32	WP_011073023.1
OG0001604	Utg323300_10	WP_011071928.1
OG0001606	Utg323140_263	WP_011070466.1
OG0001608	Utg323152_585	WP_011072018.1
OG0001609	Utg323316_232	WP_011072683.1
OG0001615	Utg323140_61	WP_011072114.1
OG0001624	Utg323632_332	WP_164925630.1
OG0001629	Utg323180_667	WP_011073546.1
OG0001634	Utg323180_472	WP_011074026.1
OG0001641	Utg323180_254	WP_164925720.1
