Orthogroup	Desulfocapsa_06_corrosive	Desulfosediminicola flagellatus IMCC35005
OG0000339	Utg323152_478	WP_136805374.1, WP_136805866.1
OG0000340	Utg323140_255	WP_136805959.1
OG0000341	Utg325220_86	WP_167505941.1
OG0000342	Utg324548_2	WP_167506029.1
OG0000343	Utg323632_101	WP_136805096.1
OG0000344	Utg323316_147	WP_228723245.1
OG0000345	Utg323140_249	WP_136805954.1
OG0000346	Utg323266_30	WP_136809334.1
OG0000347	Utg323300_185	WP_136806136.1
OG0000348	Utg323140_253	WP_136805957.1
OG0000349	Utg323990_125	WP_136806182.1
OG0000350	Utg323266_68, Utg323392_31	WP_136805507.1
OG0000350	Utg323392_33	WP_136806959.1
OG0000351	Utg323316_170	WP_136806457.1
OG0000352	Utg323300_309	WP_136808040.1
OG0000353	Utg323152_411	WP_136805411.1
OG0000354	Utg323140_240	WP_217909493.1
OG0000355	Utg323180_503	WP_136806707.1
OG0000356	Utg325220_24, Utg323152_199	WP_136806349.1
OG0000357	Utg323140_190	WP_136810634.1
OG0000358	Utg323180_133	WP_136808757.1
OG0000359	Utg323266_112	WP_136808781.1
OG0000360	Utg323448_18	WP_136810531.1
OG0000361	Utg323392_154	WP_136805292.1
OG0000362	Utg323074_50	WP_228723324.1
OG0000363	Utg323266_83	WP_136808563.1
OG0000364	Utg323448_115, Utg324810_20, Utg323180_185	WP_136807809.1
OG0000365	Utg323300_405	WP_136807807.1
OG0000365	Utg323140_74	WP_217909465.1, WP_136810497.1
OG0000366	Utg323180_120	WP_136806144.1
OG0000367	Utg323140_73	WP_136808096.1
OG0000368	Utg323300_368, Utg323300_367, Utg323152_293	WP_136807055.1
OG0000370	Utg323074_44	WP_136809893.1
OG0000372	Utg323316_334	WP_136809308.1
OG0000373	Utg323316_333	WP_136809242.1
OG0000374	Utg323152_495	WP_136808943.1
OG0000375	Utg323300_400	WP_167505818.1
OG0000378	Utg323300_225	WP_136806996.1, WP_136808088.1
OG0000378	Utg323180_281	WP_136809950.1
OG0000379	Utg324548_30	WP_136809157.1, WP_167505933.1
OG0000380	Utg323392_22	WP_136806321.1
OG0000381	Utg323266_59	WP_228723248.1
OG0000381	Utg323262_166	WP_136809206.1
OG0000382	Utg323152_317	WP_136807888.1
OG0000383	Utg323074_113	WP_136809878.1
OG0000384	Utg323632_224	WP_136805247.1
OG0000384	Utg323392_7	WP_136809760.1
OG0000385	Utg323990_182	WP_217909620.1, WP_167505852.1
OG0000385	Utg323990_189	WP_136809352.1, WP_136808422.1
OG0000388	Utg323392_149	WP_136805296.1
OG0000389	Utg325220_115	WP_136808820.1
OG0000390	Utg323152_156	WP_167505877.1
OG0000391	Utg323392_139	WP_136805305.1
OG0000392	Utg323140_187	WP_136810637.1
OG0000393	Utg323392_115	WP_136807487.1
OG0000394	Utg323632_227	WP_136805250.1
OG0000395	Utg323392_102	WP_136806288.1
OG0000396	Utg323316_308	WP_136807940.1
OG0000397	Utg323152_152	WP_136807554.1
OG0000398	Utg323316_283	WP_136805873.1
OG0000399	Utg323074_27	WP_136809940.1
OG0000400	Utg323074_129	WP_136805430.1
OG0000401	Utg323448_26, Utg323152_132	WP_136808491.1
OG0000402	Utg323990_13	WP_167505952.1
OG0000402	Utg323074_201	WP_136808692.1
OG0000403	Utg323392_161	WP_136805283.1
OG0000404	Utg323632_90	WP_167505717.1
OG0000406	Utg323300_304, Utg323632_208	WP_136808044.1
OG0000407	Utg323300_231	WP_136810663.1, WP_136808484.1, WP_136806995.1
OG0000408	Utg323316_309	WP_136807941.1
OG0000409	Utg323152_214, Utg323152_215	WP_136806338.1
OG0000410	Utg323180_618	WP_136806612.1
OG0000411	Utg323180_184	WP_136809092.1, WP_136808186.1, WP_136808185.1
OG0000412	Utg323632_307	WP_167505827.1
OG0000413	Utg323632_56	WP_136806020.1, WP_136808203.1
OG0000414	Utg323140_130	WP_136810059.1
OG0000415	Utg323180_424	WP_228723236.1
OG0000418	Utg323632_29	WP_136806903.1, WP_167505773.1
OG0000419	Utg323990_112	WP_136806185.1
OG0000420	Utg323392_158	WP_136805286.1
OG0000422	Utg323316_306	WP_275942842.1
OG0000423	Utg323152_259	WP_136810696.1
OG0000424	Utg323180_488	WP_136809866.1
OG0000424	Utg323990_209	WP_136808817.1
OG0000425	Utg323632_72	WP_136808202.1, WP_136808474.1
OG0000426	Utg323152_151	WP_136807553.1
OG0000427	Utg323448_41	WP_136810555.1
OG0000428	Utg323392_159	WP_136805285.1
OG0000429	Utg323632_282	WP_136805253.1
OG0000430	Utg323152_270, Utg323152_281	WP_136810214.1
OG0000431	Utg323140_38	WP_136809255.1
OG0000431	Utg323392_85	WP_136807817.1, WP_136807811.1
OG0000432	Utg323300_442	WP_167506035.1, WP_167505825.1
OG0000432	Utg323152_538	WP_136805190.1
OG0000433	Utg323316_347	WP_136808998.1, WP_228723294.1
OG0000434	Utg323316_227	WP_136809750.1
OG0000434	Utg323180_553	WP_136805936.1
OG0000436	Utg323152_368	WP_136810727.1
OG0000437	Utg323300_48	WP_136810266.1
OG0000437	Utg323140_223	WP_136810300.1
OG0000437	Utg323262_143	WP_136807979.1
OG0000438	Utg323152_420	WP_228723334.1
OG0000439	Utg323152_408	WP_136805415.1, WP_136805412.1
OG0000440	Utg323152_402	WP_228723349.1, WP_167505955.1
OG0000441	Utg323152_387	WP_136807604.1
OG0000441	Utg323140_50	WP_136809122.1
OG0000441	Utg323152_388	WP_167505881.1, WP_167505985.1
OG0000442	Utg323152_244	WP_136806992.1
OG0000443	Utg324810_34	WP_217909473.1
OG0000444	Utg323152_45	WP_136806301.1
OG0000445	Utg323152_295	WP_136810687.1
OG0000446	Utg323152_316	WP_136807889.1
OG0000447	Utg323392_129	WP_136806393.1
OG0000448	Utg323152_562	WP_136806379.1
OG0000449	Utg323152_593	WP_136807799.1, WP_136807501.1, WP_228723382.1
OG0000451	Utg323074_46, Utg323266_24	WP_167505949.1
OG0000452	Utg323300_444	WP_136807000.1
OG0000452	Utg323152_543	WP_136807001.1
OG0000453	Utg323300_394	WP_136809304.1
OG0000457	Utg323140_93	WP_217909663.1
OG0000458	Utg323632_292	WP_136805266.1
OG0000459	Utg323152_197	WP_136806351.1
OG0000460	Utg323632_251	WP_267313765.1
OG0000461	Utg323266_1, Utg323180_610	WP_136805473.1
OG0000462	Utg323392_157	WP_136805287.1
OG0000463	Utg323152_557	WP_136806383.1
OG0000464	Utg323266_64	WP_136808709.1
OG0000465	Utg323316_131	WP_136809698.1
OG0000466	Utg323316_143	WP_136809720.1
OG0000467	Utg324810_50	WP_136808627.1
OG0000468	Utg323152_550	WP_136806389.1
OG0000469	Utg323300_339	WP_136808019.1
OG0000470	Utg323632_217	WP_136805243.1
OG0000471	Utg323180_23	WP_136805917.1
OG0000472	Utg323990_82	WP_136808481.1
OG0000473	Utg324810_49	WP_136808626.1
OG0000474	Utg323392_19	WP_136806324.1
OG0000475	Utg323300_262	WP_136809369.1
OG0000476	Utg323448_21	WP_136810534.1
OG0000477	Utg323316_316	WP_136807945.1
OG0000478	Utg323316_148	WP_167506078.1
OG0000479	Utg323152_47	WP_136806303.1
OG0000480	Utg323448_83	WP_035234762.1
OG0000481	Utg323316_184	WP_136809729.1
OG0000482	Utg323300_126	WP_136809717.1
OG0000484	Utg323300_196	WP_167505938.1
OG0000485	Utg323152_48	WP_136806304.1
OG0000486	Utg323152_439	WP_136805393.1
OG0000487	Utg323152_216	WP_136806337.1
OG0000488	Utg323160_29	WP_136809129.1
OG0000489	Utg323392_46	WP_136810012.1
OG0000490	Utg323180_708	WP_167505746.1
OG0000491	Utg323074_142	WP_136805417.1
OG0000492	Utg323180_163	WP_136808478.1
OG0000493	Utg323300_317	WP_136808032.1
OG0000494	Utg323300_293	WP_136809310.1, WP_136808171.1
OG0000495	Utg323152_176	WP_136806411.1
OG0000496	Utg323632_52	WP_136805470.1
OG0000497	Utg323632_236	WP_136808370.1
OG0000498	Utg323632_237	WP_136808369.1
OG0000499	Utg323180_506	WP_136806712.1
OG0000500	Utg323448_101	WP_228723312.1
OG0000501	Utg323392_55	WP_136808829.1
OG0000502	Utg323152_196	WP_136806352.1
OG0000503	Utg323180_35	WP_167505821.1
OG0000504	Utg323180_617	WP_136806613.1
OG0000505	Utg323266_72	WP_136807084.1
OG0000506	Utg323262_175	WP_217909569.1
OG0000507	Utg323180_43	WP_136805804.1
OG0000508	Utg323300_12	WP_136809498.1
OG0000509	Utg323160_78	WP_136809151.1
OG0000510	Utg323180_484	WP_228723268.1, WP_167506115.1
OG0000511	Utg323316_346	WP_136807984.1
OG0000512	Utg323074_26	WP_136808316.1
OG0000513	Utg323300_263	WP_136809368.1
OG0000514	Utg323632_76	WP_136808470.1
OG0000515	Utg323152_558	WP_136806382.1
OG0000516	Utg323180_611, Utg323266_2	WP_136805474.1
OG0000517	Utg323262_106	WP_136810045.1
OG0000518	Utg323180_544	WP_228723226.1
OG0000519	Utg323152_229	WP_136810726.1
OG0000520	Utg323392_86	WP_136807395.1
OG0000521	Utg323152_146	WP_136807544.1
OG0000522	Utg323152_209	WP_136806343.1
OG0000523	Utg323392_227	WP_267313705.1
OG0000524	Utg323160_66	WP_136809142.1
OG0000526	Utg323180_264	WP_136806642.1
OG0000527	Utg323990_77	WP_136806275.1
OG0000528	Utg323316_180	WP_167506016.1
OG0000529	Utg323300_351	WP_136808007.1
OG0000530	Utg323632_212	WP_136805239.1
OG0000531	Utg323990_111	WP_267313729.1
OG0000532	Utg323990_149	WP_176371600.1
OG0000533	Utg323300_299	WP_136808050.1
OG0000535	Utg323180_111	WP_136806143.1
OG0000537	Utg323152_226	WP_136806328.1
OG0000538	Utg323140_264, Utg325220_1	WP_136805968.1
OG0000539	Utg323180_65	WP_167505844.1
OG0000540	Utg323990_215	WP_136806113.1
OG0000542	Utg323300_321	WP_136808029.1
OG0000543	Utg323152_153	WP_136807556.1
OG0000544	Utg324810_54	WP_136808631.1
OG0000545	Utg323140_9	WP_136805818.1
OG0000546	Utg323140_178	WP_136810645.1
OG0000547	Utg323180_527	WP_136809251.1
OG0000548	Utg323140_246	WP_136805953.1
OG0000549	Utg323392_28	WP_136806315.1
OG0000550	Utg323632_387, Utg323392_263	WP_167505870.1
OG0000551	Utg323180_674	WP_136805510.1
OG0000551	Utg323180_673	WP_136809626.1
OG0000553	Utg323300_184, Utg325220_97	WP_136808834.1
OG0000555	Utg323180_103	WP_136806134.1
OG0000556	Utg323152_446	WP_136797680.1
OG0000557	Utg323180_181	WP_136808972.1, WP_136809772.1
OG0000558	Utg323152_97	WP_136810656.1
OG0000559	Utg323300_249, Utg323632_385, Utg323074_34	WP_136806562.1, WP_228723366.1, WP_228723232.1, WP_136806660.1
OG0000560	Utg323074_183	WP_136805728.1
OG0000560	Utg323266_40	WP_136808848.1
OG0000561	Utg323266_17	WP_136809395.1
OG0000562	Utg323160_42	WP_267313713.1
OG0000563	Utg323262_167, Utg323266_71	WP_136809205.1
OG0000565	Utg323392_208	WP_136806064.1
OG0000566	Utg323300_374	WP_136807802.1
OG0000568	Utg323392_178, Utg323152_148	WP_136807547.1
OG0000569	Utg323632_362	WP_136808852.1
OG0000570	Utg323316_297	WP_136805794.1
OG0000571	Utg323300_101	WP_267313669.1, WP_136809735.1
OG0000572	Utg323152_431	WP_136805751.1, WP_167505942.1
OG0000575	Utg323140_189	WP_136810635.1
OG0000576	Utg323266_35	WP_228723278.1
OG0000577	Utg323074_28	WP_136808317.1
OG0000578	Utg323160_67	WP_136809143.1
OG0000579	Utg323160_81	WP_136809153.1
OG0000580	Utg323180_689	WP_136805517.1
OG0000581	Utg323448_49	WP_136810562.1
OG0000582	Utg323140_12	WP_136805821.1
OG0000583	Utg323448_37	WP_136810551.1
OG0000584	Utg323316_328	WP_136807969.1
OG0000585	Utg323316_329	WP_136808212.1
OG0000586	Utg323316_331	WP_136807971.1
OG0000587	Utg323152_245	WP_136808336.1
OG0000588	Utg323316_336	WP_136807974.1
OG0000589	Utg323152_565	WP_136806376.1
OG0000590	Utg323316_300	WP_136807933.1
OG0000591	Utg323140_180	WP_136810643.1
OG0000592	Utg323152_248	WP_136808339.1
OG0000593	Utg323632_96	WP_136805089.1
OG0000594	Utg323300_311	WP_136808038.1
OG0000595	Utg323990_151	WP_136808395.1
OG0000596	Utg323152_192	WP_136806355.1
OG0000597	Utg323152_175	WP_136806412.1
OG0000598	Utg323632_99	WP_136805093.1
OG0000599	Utg323152_223	WP_136806331.1
OG0000600	Utg323180_267	WP_136806643.1
OG0000601	Utg323140_185	WP_136810639.1
OG0000603	Utg323990_83	WP_136806272.1
OG0000604	Utg323180_32	WP_167505820.1
OG0000605	Utg323180_276	WP_136806649.1
OG0000606	Utg323266_43	WP_136809177.1
OG0000607	Utg323300_283	WP_136808084.1
OG0000608	Utg323180_609	WP_228723338.1
OG0000610	Utg323448_99	WP_136810610.1
OG0000611	Utg323152_250	WP_136808341.1
OG0000612	Utg323632_295	WP_228723329.1
OG0000613	Utg323632_296	WP_136805270.1
OG0000614	Utg323300_233	WP_136810662.1, WP_136808485.1, WP_136806994.1
OG0000615	Utg323448_90	WP_136810601.1
OG0000616	Utg323448_92	WP_136810603.1
OG0000617	Utg323448_63	WP_136810575.1
OG0000618	Utg323448_65	WP_136810577.1
OG0000619	Utg323448_66	WP_136810578.1
OG0000620	Utg323448_67	WP_136810579.1
OG0000621	Utg323448_68	WP_136810580.1
OG0000622	Utg323262_150	WP_136810033.1
OG0000623	Utg323074_128	WP_136805431.1
OG0000624	Utg323152_218	WP_136806335.1
OG0000625	Utg323152_219	WP_136806334.1
OG0000626	Utg324810_60	WP_167505948.1
OG0000627	Utg323448_100	WP_136810611.1
OG0000628	Utg323180_312	WP_136805766.1
OG0000629	Utg323632_1, Utg323316_98	WP_136807086.1
OG0000630	Utg323300_302	WP_136808047.1
OG0000631	Utg323300_300	WP_136808049.1
OG0000632	Utg323392_138	WP_136805306.1
OG0000633	Utg323180_584	WP_136810017.1
OG0000634	Utg323074_110	WP_136808300.1
OG0000635	Utg323990_206	WP_136808445.1
OG0000637	Utg323392_155	WP_136805291.1
OG0000638	Utg323262_113	WP_136810040.1
OG0000639	Utg323152_564	WP_136806377.1
OG0000640	Utg323990_80	WP_136806273.1
OG0000641	Utg323632_228	WP_136805337.1, WP_136805251.1
OG0000642	Utg323316_136	WP_136809702.1
OG0000643	Utg323074_137	WP_136805422.1
OG0000644	Utg323300_295	WP_136808054.1
OG0000645	Utg323316_141	WP_136809718.1
OG0000646	Utg323632_108	WP_136809804.1
OG0000647	Utg323632_107	WP_275942847.1
OG0000648	Utg323632_103	WP_136805100.1
OG0000649	Utg323074_138	WP_136805421.1
OG0000650	Utg323632_350	WP_136806843.1
OG0000651	Utg323152_154	WP_136807558.1
OG0000652	Utg323392_225	WP_136805443.1
OG0000653	Utg323152_255	WP_136808345.1
OG0000654	Utg323140_11	WP_136805820.1
OG0000655	Utg323448_27	WP_136810538.1
OG0000656	Utg323180_692	WP_136805519.1
OG0000657	Utg323180_693	WP_136805520.1
OG0000658	Utg323180_697	WP_167505745.1
OG0000659	Utg323180_698	WP_136805526.1
OG0000660	Utg323632_33	WP_136806905.1
OG0000661	Utg323632_34	WP_136806906.1
OG0000662	Utg323262_165, Utg323262_164	WP_136810029.1
OG0000663	Utg323140_228	WP_136805973.1
OG0000664	Utg323990_147	WP_136808392.1
OG0000665	Utg323140_6	WP_136805817.1
OG0000667	Utg323300_165	WP_136805984.1
OG0000668	Utg323392_257	WP_136807160.1, WP_136807167.1, WP_167505951.1, WP_136809885.1
OG0000669	Utg323160_12, Utg324810_104	WP_136809382.1
OG0000670	Utg323632_92	WP_136805082.1
OG0000671	Utg323990_137	WP_136808383.1
OG0000672	Utg323300_313	WP_136808036.1
OG0000673	Utg323152_509	WP_167505733.1
OG0000674	Utg324548_24	WP_136808463.1
OG0000675	Utg323632_238	WP_136808368.1
OG0000676	Utg323152_254	WP_136808344.1
OG0000677	Utg323448_85	WP_136810596.1
OG0000678	Utg323448_84	WP_136810595.1
OG0000679	Utg323632_301	WP_136805275.1
OG0000680	Utg323448_39	WP_136810553.1
OG0000681	Utg323448_54	WP_217909548.1
OG0000682	Utg323448_53	WP_136810566.1
OG0000683	Utg323990_179	WP_136808407.1
OG0000684	Utg323300_386	WP_136807988.1
OG0000685	Utg323448_77	WP_136810589.1
OG0000686	Utg323448_114	WP_136810840.1
OG0000687	Utg323448_73	WP_136810584.1
OG0000688	Utg323448_71	WP_136810582.1
OG0000689	Utg323448_70	WP_136810581.1
OG0000690	Utg323300_99	WP_136809290.1
OG0000691	Utg323448_57	WP_136810570.1
OG0000692	Utg323300_284	WP_136808083.1
OG0000693	Utg325220_116	WP_136808819.1
OG0000694	Utg323316_326	WP_136807967.1
OG0000695	Utg324810_39	WP_136808618.1
OG0000696	Utg325220_114	WP_136808825.1
OG0000697	Utg323300_348	WP_136808010.1
OG0000698	Utg323632_294	WP_136805268.1
OG0000699	Utg323632_360	WP_136806847.1
OG0000700	Utg323074_31	WP_136808319.1
OG0000701	Utg323152_442	WP_136805391.1
OG0000702	Utg323180_262	WP_136806640.1
OG0000703	Utg323300_223	WP_136807102.1, WP_136808090.1
OG0000704	Utg323632_111	WP_136805110.1
OG0000705	Utg323632_110	WP_136805108.1
OG0000706	Utg323632_109	WP_136805106.1
OG0000707	Utg323632_105	WP_136805104.1
OG0000708	Utg323632_98	WP_228723404.1
OG0000709	Utg323152_170	WP_136806414.1
OG0000710	Utg323632_246	WP_136808364.1
OG0000711	Utg323300_74	WP_136809296.1
OG0000712	Utg323152_217	WP_136806336.1
OG0000713	Utg323392_146	WP_136805559.1
OG0000714	Utg323392_144	WP_136805300.1
OG0000715	Utg323448_38	WP_136810552.1
OG0000716	Utg323448_40	WP_136810554.1
OG0000717	Utg323448_50	WP_136810563.1
OG0000718	Utg323448_51	WP_136810564.1
OG0000719	Utg323448_52	WP_136810565.1
OG0000720	Utg323448_55	WP_136810568.1
OG0000721	Utg323448_58	WP_136810571.1
OG0000722	Utg323448_61	WP_176360112.1
OG0000723	Utg323448_64	WP_136810576.1
OG0000724	Utg323448_69	WP_136810612.1
OG0000725	Utg323448_72	WP_136810583.1
OG0000726	Utg323448_74	WP_136810585.1
OG0000727	Utg323448_78	WP_136810590.1
OG0000728	Utg323448_79	WP_136810591.1
OG0000729	Utg323448_80	WP_136810592.1
OG0000730	Utg323448_81	WP_136810593.1
OG0000731	Utg323448_86	WP_136810597.1
OG0000732	Utg323448_87	WP_136810598.1
OG0000733	Utg323448_88	WP_136810599.1
OG0000734	Utg323180_700	WP_136805528.1
OG0000735	Utg323074_151	WP_136808497.1
OG0000736	Utg323180_687	WP_217909480.1, WP_228723340.1
OG0000737	Utg323180_694	WP_136805522.1
OG0000738	Utg323140_176	WP_136810647.1
OG0000739	Utg323152_227	WP_136806327.1
OG0000740	Utg323316_299	WP_136807932.1
OG0000741	Utg323300_319	WP_136808030.1
OG0000742	Utg323316_284	WP_228723305.1
OG0000743	Utg323448_33	WP_136810547.1
OG0000744	Utg323990_150	WP_136808394.1
OG0000745	Utg323392_96	WP_136806292.1
OG0000746	Utg323152_179	WP_267313739.1
OG0000747	Utg323074_132	WP_136805427.1
OG0000748	Utg323074_131	WP_136805428.1
OG0000749	Utg323180_110	WP_167505787.1
OG0000750	Utg324810_48	WP_136808625.1
OG0000751	Utg324810_51	WP_136808628.1
OG0000752	Utg323180_291	WP_136809312.1
OG0000753	Utg323152_450	WP_136805385.1
OG0000754	Utg323266_37	WP_136809169.1
OG0000755	Utg323266_36	WP_136809168.1
OG0000756	Utg323152_9	WP_136807468.1
OG0000757	Utg323316_304	WP_217909533.1, WP_136807936.1
OG0000758	Utg323160_65	WP_136809141.1
OG0000759	Utg323180_268	WP_136806644.1
OG0000760	Utg323140_99	WP_136805900.1
OG0000761	Utg323266_44	WP_136809241.1
OG0000762	Utg323180_108	WP_136806140.1
OG0000763	Utg323180_107	WP_136806139.1
OG0000764	Utg323300_379	WP_136807995.1
OG0000765	Utg323152_356	WP_176371610.1
OG0000766	Utg323160_38	WP_136809134.1
OG0000767	Utg323180_507	WP_136806713.1
OG0000768	Utg323632_232	WP_228723386.1
OG0000769	Utg323448_91	WP_136810602.1
OG0000770	Utg323448_93	WP_136810604.1
OG0000771	Utg323448_94	WP_136810605.1
OG0000772	Utg323448_95	WP_136810606.1
OG0000773	Utg323448_96	WP_136810607.1
OG0000774	Utg323448_97	WP_136810608.1
OG0000775	Utg323300_280	WP_228723301.1
OG0000776	Utg323632_74	WP_136808472.1
OG0000777	Utg323632_75	WP_136808471.1
OG0000778	Utg323180_310	WP_136805768.1
OG0000779	Utg324548_29	WP_136808460.1
OG0000780	Utg323074_40	WP_136810360.1
OG0000781	Utg323392_152	WP_136805294.1
OG0000782	Utg323300_390	WP_136807986.1
OG0000783	Utg323152_80	WP_136806372.1
OG0000784	Utg323140_102	WP_136805897.1
OG0000785	Utg323140_103	WP_136805896.1
OG0000787	Utg323632_68	WP_136808477.1
OG0000788	Utg323316_75, Utg323316_74	WP_167506090.1
OG0000789	Utg323632_245	WP_136808365.1
OG0000790	Utg323300_297	WP_136808052.1
OG0000791	Utg323180_99	WP_136809373.1
OG0000792	Utg323632_247	WP_136808363.1
OG0000793	Utg323180_665	WP_136805500.1
OG0000794	Utg323152_166	WP_217909600.1
OG0000795	Utg324548_10	WP_136808466.1
OG0000796	Utg323392_226	WP_136805442.1
OG0000797	Utg323152_78	WP_136806370.1
OG0000798	Utg323140_157	WP_136805891.1
OG0000799	Utg323262_161	WP_136810032.1
OG0000800	Utg323300_103	WP_136809288.1
OG0000801	Utg323632_142	WP_136805148.1
OG0000802	Utg323152_508	WP_136808579.1
OG0000803	Utg323632_49	WP_136805461.1
OG0000804	Utg323300_114	WP_136809705.1
OG0000805	Utg323074_179	WP_136805730.1, WP_136807951.1
OG0000806	Utg323160_64	WP_228723276.1
OG0000807	Utg323074_136	WP_136805423.1
OG0000808	Utg323448_113	WP_136810839.1
OG0000809	Utg323180_317	WP_136805695.1
OG0000810	Utg323392_199	WP_136808225.1, WP_136805450.1
OG0000811	Utg323180_318	WP_136805694.1
OG0000812	Utg323152_454	WP_136806485.1, WP_136806245.1
OG0000813	Utg323990_217	WP_136808454.1
OG0000814	Utg323180_447	WP_136806861.1
OG0000815	Utg323152_145	WP_136807542.1
OG0000816	Utg323160_60	WP_136809140.1
OG0000817	Utg323160_28	WP_136809128.1
OG0000818	Utg323152_392	WP_136806157.1
OG0000819	Utg323152_177	WP_136806410.1
OG0000820	Utg323160_92	WP_136805537.1
OG0000821	Utg323262_73	WP_136807347.1
OG0000822	Utg323448_19	WP_136810532.1
OG0000823	Utg323448_22	WP_136810535.1
OG0000824	Utg323140_266, Utg325220_3	WP_136805970.1
OG0000825	Utg323990_142	WP_136808387.1
OG0000826	Utg323180_412	WP_136808230.1
OG0000827	Utg323632_335	WP_136806831.1
OG0000828	Utg323632_336	WP_136806832.1
OG0000829	Utg323632_337	WP_136806833.1
OG0000830	Utg323632_338	WP_136806834.1
OG0000831	Utg323632_339	WP_267313788.1
OG0000832	Utg323632_340	WP_136806836.1
OG0000833	Utg323632_14	WP_136806890.1
OG0000834	Utg323180_620	WP_136806610.1
OG0000835	Utg324810_42	WP_136808620.1
OG0000836	Utg323152_510	WP_136805313.1
OG0000837	Utg323074_130	WP_136805429.1
OG0000838	Utg323180_39	WP_136806629.1
OG0000839	Utg323074_139	WP_136805420.1
OG0000841	Utg324810_75	WP_136809125.1
OG0000842	Utg323152_444	WP_136805390.1
OG0000843	Utg323152_225	WP_136806329.1
OG0000844	Utg323632_298	WP_136805272.1
OG0000845	Utg323632_299	WP_136805273.1
OG0000846	Utg323632_302	WP_136805276.1
OG0000847	Utg323316_302, Utg323316_303	WP_136807935.1
OG0000848	Utg323152_213	WP_136806339.1
OG0000849	Utg323180_649	WP_136805489.1
OG0000850	Utg323266_11, Utg323160_130	WP_136810472.1
OG0000851	Utg323140_191	WP_136810633.1
OG0000852	Utg323632_42	WP_136805460.1
OG0000853	Utg323632_35	WP_136806907.1
OG0000854	Utg323152_260	WP_136810695.1
OG0000855	Utg323632_31	WP_136806904.1
OG0000856	Utg323152_257	WP_136810697.1
OG0000857	Utg323632_269, Utg323990_138	WP_136809120.1, WP_136808384.1
OG0000858	Utg323300_288	WP_136808080.1
OG0000859	Utg323632_3, Utg323316_96	WP_136809669.1
OG0000860	Utg323300_384	WP_136807990.1
OG0000861	Utg323632_43	WP_228723337.1
OG0000862	Utg323316_335	WP_136807973.1
OG0000863	Utg323392_26	WP_136806317.1
OG0000864	Utg323300_312	WP_136808037.1
OG0000865	Utg323140_184	WP_136810640.1
OG0000866	Utg324810_56	WP_136808639.1
OG0000867	Utg323300_342	WP_136808016.1
OG0000868	Utg323632_250	WP_136808360.1
OG0000869	Utg323448_56	WP_136810569.1
OG0000870	Utg323300_279	WP_136808085.1
OG0000871	Utg323180_699	WP_136805527.1
OG0000872	Utg323180_314	WP_136805764.1
OG0000873	Utg323632_242	WP_136808367.1
OG0000874	Utg323152_504	WP_136805316.1
OG0000875	Utg323632_38	WP_136806909.1
OG0000876	Utg323392_25	WP_136806318.1
OG0000877	Utg323180_31	WP_136806621.1
OG0000878	Utg323160_74	WP_136807141.1
OG0000879	Utg323152_205	WP_136806344.1
OG0000880	Utg323140_268, Utg325220_62	WP_136810413.1
OG0000881	Utg323316_231	WP_136809753.1
OG0000882	Utg323262_102	WP_176371585.1
OG0000884	Utg323140_158	WP_136805890.1
OG0000885	Utg323140_247	WP_136809969.1
OG0000886	Utg323180_127	WP_136808479.1
OG0000887	Utg323300_41	WP_136809300.1
OG0000889	Utg323316_321	WP_136810626.1
OG0000890	Utg323392_107	WP_228723373.1
OG0000891	Utg323316_330	WP_136807970.1
OG0000892	Utg323632_93	WP_136805084.1
OG0000893	Utg323632_104	WP_136805102.1
OG0000894	Utg323152_386	WP_136807606.1
OG0000895	Utg323140_181	WP_136810642.1
OG0000896	Utg323632_54	WP_136805471.1
OG0000897	Utg323262_72	WP_136807349.1
OG0000898	Utg325220_118	WP_228723266.1
OG0000899	Utg323632_342	WP_136806838.1
OG0000900	Utg323262_111	WP_136810042.1
OG0000902	Utg323180_515	WP_136806725.1
OG0000903	Utg323180_514	WP_228723230.1
OG0000904	Utg323180_505	WP_136806711.1, WP_136809119.1
OG0000905	Utg323392_88	WP_136806294.1
OG0000906	Utg323180_37	WP_136806627.1
OG0000907	Utg323180_3, Utg323140_1	WP_136805813.1
OG0000908	Utg324548_11	WP_136808121.1
OG0000909	Utg325220_65, Utg323140_271	WP_136805950.1, WP_136809306.1
OG0000910	Utg323266_42	WP_136809176.1
OG0000911	Utg323152_135	WP_136806005.1
OG0000911	Utg323074_104	WP_136805158.1
OG0000912	Utg323300_398	WP_136806593.1
OG0000913	Utg323262_68	WP_136808156.1
OG0000914	Utg323300_115	WP_136809852.1, WP_136809708.1
OG0000915	Utg323300_124	WP_136809716.1
OG0000917	Utg323300_377	WP_136807797.1
OG0000918	Utg323392_56	WP_217909494.1
OG0000918	Utg323180_396	WP_136809005.1
OG0000919	Utg323316_318	WP_136805577.1, WP_136807342.1, WP_136807831.1, WP_136807385.1
OG0000922	Utg323316_229	WP_136809752.1
OG0000923	Utg323316_133	WP_267313666.1
OG0000925	Utg323990_109, Utg323152_422, Utg323990_81	WP_176371592.1
OG0000926	Utg323074_164	WP_167506103.1
OG0000927	Utg323152_349	WP_136810725.1
OG0000928	Utg323392_136	WP_136805228.1
OG0000929	Utg323074_30, Utg323074_29	WP_136808318.1
OG0000930	Utg323152_167	WP_136806416.1, WP_136810358.1
OG0000931	Utg323152_71	WP_136806363.1
OG0000932	Utg323152_290	WP_136807052.1
