Orthogroup	Desulfocapsa_06_corrosive	Desulfovibrio ferrophilus IS5
OG0000589	Utg323152_565	WP_126376001.1
OG0000590	Utg323316_300	WP_126375878.1
OG0000591	Utg323140_180	WP_126376962.1
OG0000592	Utg323152_248	WP_126380852.1
OG0000593	Utg323632_96	WP_126379359.1
OG0000594	Utg323300_311	WP_126376270.1
OG0000595	Utg323990_151	WP_126380213.1
OG0000596	Utg323152_192	WP_232034872.1
OG0000597	Utg323152_175	WP_126377437.1
OG0000598	Utg323632_99	WP_126378738.1
OG0000599	Utg323152_223	WP_126377651.1
OG0000600	Utg323180_267	WP_232034783.1
OG0000601	Utg323140_185	WP_126375798.1
OG0000602	Utg323152_172	WP_126377009.1
OG0000603	Utg323990_83	WP_172961647.1
OG0000604	Utg323180_32	WP_172961633.1
OG0000605	Utg323180_276	WP_172961652.1
OG0000607	Utg323300_283	WP_126380956.1
OG0000608	Utg323180_609	WP_126376126.1
OG0000609	Utg323074_152	WP_126379577.1
OG0000610	Utg323448_99	WP_126376379.1
OG0000611	Utg323152_250	WP_126379531.1
OG0000612	Utg323632_295	WP_126379314.1
OG0000613	Utg323632_296	WP_126379316.1
OG0000615	Utg323448_90	WP_126378874.1
OG0000616	Utg323448_92	WP_126378878.1
OG0000617	Utg323448_63	WP_126376041.1
OG0000618	Utg323448_65	WP_126376046.1
OG0000619	Utg323448_66	WP_126376048.1
OG0000620	Utg323448_67	WP_126376050.1
OG0000621	Utg323448_68	WP_126376052.1
OG0000622	Utg323262_150	WP_126380448.1
OG0000623	Utg323074_128	WP_126378477.1
OG0000624	Utg323152_218	WP_126380959.1
OG0000625	Utg323152_219	WP_126380958.1
OG0000626	Utg324810_60	WP_126376462.1
OG0000627	Utg323448_100	WP_126376381.1
OG0000628	Utg323180_312	WP_126376976.1
OG0000629	Utg323632_1, Utg323316_98	WP_126378083.1
OG0000630	Utg323300_302	WP_126376751.1
OG0000631	Utg323300_300	WP_126376746.1
OG0000632	Utg323392_138	WP_126380336.1
OG0000633	Utg323180_584	WP_126378790.1
OG0000634	Utg323074_110	WP_126377709.1
OG0000635	Utg323990_206	WP_126375827.1
OG0000637	Utg323392_155	WP_126379493.1
OG0000638	Utg323262_113	WP_126376107.1
OG0000639	Utg323152_564	WP_126379579.1
OG0000640	Utg323990_80	WP_126379219.1
OG0000641	Utg323632_228	WP_126379074.1
OG0000642	Utg323316_136	WP_126380125.1
OG0000643	Utg323074_137	WP_126376704.1
OG0000644	Utg323300_295	WP_126380824.1
OG0000645	Utg323316_141	WP_126377725.1
OG0000646	Utg323632_108	WP_126378721.1
OG0000647	Utg323632_107	WP_126378723.1
OG0000648	Utg323632_103	WP_126378730.1
OG0000649	Utg323074_138	WP_126376706.1
OG0000650	Utg323632_350	WP_126380766.1
OG0000651	Utg323152_154	WP_126380763.1
OG0000652	Utg323392_225	WP_126376389.1
OG0000653	Utg323152_255	WP_126379918.1
OG0000654	Utg323140_11	WP_126375634.1
OG0000655	Utg323448_27	WP_126380776.1
OG0000656	Utg323180_692	WP_126377580.1
OG0000657	Utg323180_693	WP_126377582.1
OG0000658	Utg323180_697	WP_126377595.1
OG0000659	Utg323180_698	WP_126377597.1
OG0000660	Utg323632_33	WP_126378777.1
OG0000661	Utg323632_34	WP_126378775.1
OG0000662	Utg323262_165, Utg323262_164	WP_126376545.1
OG0000663	Utg323140_228	WP_232034830.1
OG0000664	Utg323990_147	WP_126377673.1
OG0000665	Utg323140_6	WP_126380819.1
OG0000667	Utg323300_165	WP_126380844.1
OG0000669	Utg323160_12, Utg324810_104	WP_126378115.1
OG0000670	Utg323632_92	WP_126375751.1
OG0000671	Utg323990_137	WP_126379487.1
OG0000672	Utg323300_313	WP_126381098.1
OG0000673	Utg323152_509	WP_126377442.1
OG0000674	Utg324548_24	WP_126380965.1
OG0000675	Utg323632_238	WP_126380265.1
OG0000676	Utg323152_254	WP_126377491.1
OG0000677	Utg323448_85	WP_126376083.1
OG0000678	Utg323448_84	WP_126376081.1
OG0000679	Utg323632_301	WP_126379325.1
OG0000680	Utg323448_39	WP_126379512.1
OG0000681	Utg323448_54	WP_126376017.1
OG0000682	Utg323448_53	WP_126376015.1
OG0000683	Utg323990_179	WP_126378380.1
OG0000684	Utg323300_386	WP_126380685.1
OG0000685	Utg323448_77	WP_126376070.1
OG0000686	Utg323448_114	WP_126376811.1
OG0000687	Utg323448_73	WP_126376060.1
OG0000688	Utg323448_71	WP_126376057.1
OG0000689	Utg323448_70	WP_126376056.1
OG0000690	Utg323300_99	WP_126377431.1
OG0000691	Utg323448_57	WP_126376033.1
OG0000692	Utg323300_284	WP_126375760.1
OG0000693	Utg325220_116	WP_126380282.1
OG0000694	Utg323316_326	WP_126379585.1
OG0000695	Utg324810_39	WP_126380278.1
OG0000696	Utg325220_114	WP_126380221.1
OG0000697	Utg323300_348	WP_126381541.1
OG0000698	Utg323632_294	WP_126379312.1
OG0000699	Utg323632_360	WP_232034758.1
OG0000700	Utg323074_31	WP_126377348.1
OG0000701	Utg323152_442	WP_126376440.1
OG0000702	Utg323180_262	WP_126380769.1
OG0000704	Utg323632_111	WP_126378715.1
OG0000705	Utg323632_110	WP_126378717.1
OG0000706	Utg323632_109	WP_126378719.1
OG0000707	Utg323632_105	WP_126378725.1
OG0000708	Utg323632_98	WP_126381395.1
OG0000709	Utg323152_170	WP_126376199.1
OG0000710	Utg323632_246	WP_126380733.1
OG0000711	Utg323300_74	WP_126379305.1
OG0000712	Utg323152_217	WP_126380960.1
OG0000713	Utg323392_146	WP_126379503.1
OG0000714	Utg323392_144	WP_232034765.1
OG0000715	Utg323448_38	WP_126379510.1
OG0000716	Utg323448_40	WP_126379514.1
OG0000717	Utg323448_50	WP_126376008.1
OG0000718	Utg323448_51	WP_126376010.1
OG0000719	Utg323448_52	WP_126376013.1
OG0000720	Utg323448_55	WP_126376019.1
OG0000721	Utg323448_58	WP_126376035.1
OG0000722	Utg323448_61	WP_126376039.1
OG0000723	Utg323448_64	WP_126376043.1
OG0000724	Utg323448_69	WP_126376054.1
OG0000725	Utg323448_72	WP_126376059.1
OG0000726	Utg323448_74	WP_126376062.1
OG0000727	Utg323448_78	WP_126381242.1
OG0000728	Utg323448_79	WP_126381245.1
OG0000729	Utg323448_80	WP_126376072.1
OG0000730	Utg323448_81	WP_126376074.1
OG0000731	Utg323448_86	WP_126376085.1
OG0000732	Utg323448_87	WP_126381247.1
OG0000733	Utg323448_88	WP_126376087.1
OG0000734	Utg323180_700	WP_232034918.1
OG0000735	Utg323074_151	WP_126380307.1
OG0000736	Utg323180_687	WP_126377932.1
OG0000737	Utg323180_694	WP_126377586.1
OG0000738	Utg323140_176	WP_126377160.1
OG0000739	Utg323152_227	WP_126379518.1
OG0000740	Utg323316_299	WP_126380527.1
OG0000741	Utg323300_319	WP_126380649.1
OG0000742	Utg323316_284	WP_126379625.1
OG0000743	Utg323448_33	WP_126380537.1
OG0000744	Utg323990_150	WP_126377678.1
OG0000745	Utg323392_96	WP_126375831.1
OG0000746	Utg323152_179	WP_126378358.1
OG0000747	Utg323074_132	WP_232034867.1
OG0000748	Utg323074_131	WP_126375995.1
OG0000749	Utg323180_110	WP_126376115.1
OG0000750	Utg324810_48	WP_126381375.1
OG0000751	Utg324810_51	WP_126377721.1
OG0000752	Utg323180_291	WP_126376760.1
OG0000753	Utg323152_450	WP_126376827.1
OG0000754	Utg323266_37	WP_126376933.1
OG0000755	Utg323266_36	WP_126376935.1
OG0000756	Utg323152_9	WP_126378177.1
OG0000757	Utg323316_304	WP_126377543.1
OG0000758	Utg323160_65	WP_126380398.1
OG0000759	Utg323180_268	WP_232034803.1
OG0000760	Utg323140_99	WP_126380911.1
OG0000761	Utg323266_44	WP_126376105.1
OG0000762	Utg323180_108	WP_126380748.1
OG0000763	Utg323180_107	WP_126379573.1
OG0000764	Utg323300_379	WP_126379571.1
OG0000765	Utg323152_356	WP_126380406.1
OG0000766	Utg323160_38	WP_126377288.1
OG0000767	Utg323180_507	WP_126379398.1
OG0000768	Utg323632_232	WP_126380338.1
OG0000769	Utg323448_91	WP_126378876.1
OG0000770	Utg323448_93	WP_126378880.1
OG0000771	Utg323448_94	WP_126378882.1
OG0000772	Utg323448_95	WP_126378884.1
OG0000773	Utg323448_96	WP_126378886.1
OG0000774	Utg323448_97	WP_126378888.1
OG0000775	Utg323300_280	WP_172961585.1
OG0000776	Utg323632_74	WP_126375931.1
OG0000777	Utg323632_75	WP_126375933.1
OG0000778	Utg323180_310	WP_126377921.1
OG0000779	Utg324548_29	WP_126377051.1
OG0000780	Utg323074_40	WP_126378872.1
OG0000782	Utg323300_390	WP_126381297.1
OG0000783	Utg323152_80	WP_126380651.1
OG0000784	Utg323140_102	WP_126378393.1
OG0000785	Utg323140_103	WP_126378391.1
OG0000787	Utg323632_68	WP_126380223.1
OG0000788	Utg323316_75, Utg323316_74	WP_126379581.1
OG0000789	Utg323632_245	WP_126376442.1
OG0000790	Utg323300_297	WP_126380747.1
OG0000791	Utg323180_99	WP_126380754.1
OG0000792	Utg323632_247	WP_126377846.1
OG0000793	Utg323180_665	WP_126377658.1
OG0000794	Utg323152_166	WP_126381500.1
OG0000795	Utg324548_10	WP_126377541.1
OG0000796	Utg323392_226	WP_126376391.1
OG0000797	Utg323152_78	WP_126376385.1
OG0000798	Utg323140_157	WP_126381370.1
OG0000799	Utg323262_161	WP_126380311.1
OG0000800	Utg323300_103	WP_126375951.1
OG0000801	Utg323632_142	WP_126378492.1
OG0000802	Utg323152_508	WP_126378225.1
OG0000803	Utg323632_49	WP_126378234.1
OG0000804	Utg323300_114	WP_126376555.1
OG0000806	Utg323160_64	WP_126380721.1
OG0000807	Utg323074_136	WP_126376702.1
OG0000808	Utg323448_113	WP_126377189.1
OG0000809	Utg323180_317	WP_126380818.1
OG0000811	Utg323180_318	WP_126377284.1
OG0000812	Utg323152_454	WP_126379597.1
OG0000813	Utg323990_217	WP_126377433.1
OG0000814	Utg323180_447	WP_126379739.1
OG0000815	Utg323152_145	WP_126380225.1
OG0000816	Utg323160_60	WP_126380913.1
OG0000817	Utg323160_28	WP_126379259.1
OG0000818	Utg323152_392	WP_126378183.1
OG0000819	Utg323152_177	WP_126380450.1
OG0000820	Utg323160_92, Utg323262_88	WP_126380865.1
OG0000821	Utg323262_73	WP_126376769.1
OG0000822	Utg323448_19	WP_232034801.1
OG0000823	Utg323448_22	WP_126380692.1
OG0000824	Utg323140_266, Utg325220_3	WP_126377036.1
OG0000825	Utg323990_142	WP_126377038.1
OG0000826	Utg323180_412	WP_126377887.1
OG0000827	Utg323632_335	WP_126379835.1
OG0000828	Utg323632_336	WP_126379837.1
OG0000829	Utg323632_337	WP_126379839.1
OG0000830	Utg323632_338	WP_126379841.1
OG0000831	Utg323632_339	WP_126379843.1
OG0000832	Utg323632_340	WP_126379845.1
OG0000833	Utg323632_14	WP_126375675.1
OG0000834	Utg323180_620	WP_126375821.1
OG0000835	Utg324810_42	WP_126381353.1
OG0000836	Utg323152_510	WP_126377439.1
OG0000837	Utg323074_130	WP_126375997.1
OG0000838	Utg323180_39	WP_126377055.1
OG0000839	Utg323074_139	WP_126381271.1
OG0000841	Utg324810_75	WP_232034887.1
OG0000842	Utg323152_444	WP_126377655.1
OG0000843	Utg323152_225	WP_126377649.1
OG0000844	Utg323632_298	WP_126379318.1
OG0000845	Utg323632_299	WP_126379321.1
OG0000846	Utg323632_302	WP_126379327.1
OG0000847	Utg323316_302, Utg323316_303	WP_126375875.1
OG0000848	Utg323152_213	WP_126375728.1
OG0000849	Utg323180_649	WP_126381363.1
OG0000850	Utg323266_11, Utg323160_130	WP_126376950.1
OG0000851	Utg323140_191	WP_126376944.1
OG0000852	Utg323632_42	WP_126378181.1
OG0000853	Utg323632_35	WP_126378386.1
OG0000854	Utg323152_260	WP_126380504.1
OG0000855	Utg323632_31	WP_126380773.1
OG0000856	Utg323152_257	WP_126377187.1
OG0000858	Utg323300_288	WP_126379599.1
OG0000859	Utg323632_3, Utg323316_96	WP_126381514.1
OG0000860	Utg323300_384	WP_126380687.1
OG0000861	Utg323632_43	WP_126376444.1
OG0000862	Utg323316_335	WP_126376989.1
OG0000863	Utg323392_26	WP_232034806.1
OG0000864	Utg323300_312	WP_126378925.1
OG0000865	Utg323140_184	WP_126375800.1
OG0000866	Utg324810_56	WP_126379777.1
OG0000867	Utg323300_342	WP_172961830.1
OG0000868	Utg323632_250	WP_172961655.1
OG0000869	Utg323448_56	WP_126376021.1
OG0000870	Utg323300_279	WP_126377026.1
OG0000871	Utg323180_699	WP_126377599.1
OG0000872	Utg323180_314	WP_126376972.1
OG0000873	Utg323632_242	WP_126377268.1
OG0000874	Utg323152_504	WP_126376758.1
OG0000875	Utg323632_38	WP_126377682.1
OG0000876	Utg323392_25	WP_126378786.1
OG0000877	Utg323180_31	WP_126377032.1
OG0000878	Utg323160_74	WP_172961613.1
OG0000879	Utg323152_205	WP_126377191.1
OG0000881	Utg323316_231	WP_126376618.1
OG0000882	Utg323262_102	WP_126380705.1
OG0000883	Utg323262_110	WP_126380291.1
OG0000884	Utg323140_158	WP_126377296.1
OG0000885	Utg323140_247	WP_232034913.1
OG0000886	Utg323180_127	WP_126378449.1
OG0000887	Utg323300_41	WP_172961612.1, WP_126380828.1
OG0000888	Utg323180_439	WP_126380615.1
OG0000889	Utg323316_321	WP_126377483.1
OG0000890	Utg323392_107	WP_126380941.1
OG0000891	Utg323316_330	WP_232034770.1
OG0000892	Utg323632_93	WP_126375752.1
OG0000893	Utg323632_104	WP_232034746.1
OG0000894	Utg323152_386	WP_126377527.1
OG0000895	Utg323140_181	WP_126376964.1
OG0000896	Utg323632_54	WP_126381232.1
OG0000897	Utg323262_72	WP_126376766.1
OG0000898	Utg325220_118	WP_126378339.1
OG0000899	Utg323632_342	WP_126377535.1
OG0000900	Utg323262_111	WP_126376111.1
OG0000901	Utg323262_62, Utg323180_518	WP_126376678.1, WP_126381077.1, WP_126381081.1
OG0000902	Utg323180_515	WP_126375724.1
OG0000903	Utg323180_514	WP_126375725.1
OG0000905	Utg323392_88	WP_126378794.1
OG0000906	Utg323180_37	WP_126377059.1
OG0000907	Utg323180_3, Utg323140_1	WP_126375775.1
OG0000908	Utg324548_11, Utg323300_215, Utg323152_191	WP_126380772.1, WP_126380771.1, WP_126380868.1
OG0000912	Utg323300_43, Utg323300_398	WP_197723439.1, WP_126380514.1, WP_126376432.1
OG0000913	Utg323262_68	WP_126381261.1
OG0000915	Utg323300_124	WP_126379715.1
OG0000917	Utg323300_377	WP_126380740.1
OG0000921	Utg323316_298	WP_126380712.1
OG0000922	Utg323316_229	WP_126377748.1
OG0000923	Utg323316_133	WP_126376282.1
OG0000926	Utg323180_715	WP_126380254.1
OG0000926	Utg323074_164	WP_126380606.1
OG0000927	Utg323152_349	WP_197723436.1, WP_126380200.1, WP_126380192.1, WP_126379437.1, WP_126380612.1
OG0000929	Utg323074_30, Utg323074_29	WP_172961643.1
OG0000930	Utg323152_167	WP_126379707.1
OG0000931	Utg323152_71	WP_126380800.1
OG0000932	Utg323152_290	WP_126381558.1
OG0000933	Utg323152_342	WP_126377115.1, WP_126377562.1
OG0000934	Utg323152_374	WP_126378896.1, WP_126377119.1
OG0000935	Utg323392_48	WP_126376958.1
OG0000936	Utg323152_479	WP_126380862.1
OG0000937	Utg323074_117	WP_126379821.1
OG0000938	Utg323140_18	WP_126379806.1
OG0000938	Utg323392_59	WP_126380484.1
OG0000939	Utg323632_214	WP_126379607.1
OG0000940	Utg323140_88	WP_126375977.1
OG0000941	Utg323990_116, Utg323448_32	WP_126378988.1
OG0000943	Utg323152_72	WP_172961775.1
OG0000944	Utg323632_235	WP_126380258.1
OG0000946	Utg323300_26	WP_126378201.1
OG0000951	Utg323266_80	WP_126380787.1
OG0000952	Utg323266_108	WP_126381028.1
OG0000955	Utg323392_188	WP_126380942.1
OG0000956	Utg323632_317	WP_126378692.1
OG0000962	Utg323392_104	WP_126376448.1
OG0000963	Utg323300_382	WP_126380689.1
OG0000964	Utg323152_505	WP_126378245.1
OG0000966	Utg323262_124	WP_126379977.1
OG0000967	Utg323074_88	WP_126377822.1
OG0000968	Utg323152_222	WP_126377653.1
OG0000971	Utg323140_186	WP_126375796.1
OG0000972	Utg323152_186	WP_126379334.1
OG0000974	Utg323632_293	WP_126377744.1
OG0000976	Utg323990_85	WP_126379222.1
OG0000977	Utg323152_39	WP_126379206.1
OG0000978	Utg323448_62	WP_126381240.1
OG0000979	Utg323300_360	WP_126377746.1
OG0000980	Utg323632_348	WP_126376929.1
OG0000981	Utg323160_41	WP_126380293.1
OG0000983	Utg323632_219	WP_126376452.1
OG0000984	Utg324810_16	WP_126377069.1
OG0000985	Utg323632_24	WP_126375666.1
OG0000987	Utg323152_147	WP_126376688.1
OG0000988	Utg323140_10	WP_126375636.1
OG0000989	Utg323152_150	WP_126377040.1
OG0000990	Utg323160_59	WP_126379256.1
OG0000991	Utg323140_179	WP_126376837.1
OG0000992	Utg323632_94	WP_126375753.1
OG0000993	Utg323074_90	WP_126378648.1
OG0000995	Utg323448_75	WP_126376066.1
OG0000996	Utg323316_175	WP_126378463.1
OG0000998	Utg323152_435	WP_126379281.1
OG0000999	Utg323180_137	WP_126380838.1
OG0001000	Utg323448_76	WP_126376068.1
OG0001002	Utg323180_695	WP_126377590.1
OG0001003	Utg323990_38	WP_126380935.1
OG0001004	Utg323140_68	WP_126376817.1
OG0001005	Utg323140_69	WP_126376815.1
OG0001006	Utg323300_164	WP_126380845.1
OG0001007	Utg323632_244	WP_126377270.1
OG0001008	Utg323152_394	WP_126380704.1
OG0001009	Utg323152_395	WP_126378169.1
OG0001010	Utg323300_40	WP_232034879.1
OG0001014	Utg323632_71	WP_126380452.1
OG0001015	Utg323152_385	WP_126377525.1
OG0001016	Utg323152_384	WP_126377523.1
OG0001017	Utg323392_130	WP_126380938.1
OG0001018	Utg323180_30	WP_126377034.1
OG0001020	Utg323160_24	WP_126378132.1
OG0001022	Utg323316_145	WP_126377149.1
OG0001024	Utg323990_78	WP_126377406.1
OG0001025	Utg323262_12	WP_126380092.1, WP_126380157.1, WP_126380609.1
OG0001027	Utg323262_93	WP_126381126.1
OG0001029	Utg323632_341	WP_126377533.1
OG0001030	Utg324810_40	WP_126380276.1
OG0001031	Utg323316_83	WP_126375710.1
OG0001033	Utg323152_155	WP_126380764.1
OG0001034	Utg323160_30	WP_126377545.1
OG0001035	Utg323160_77	WP_126376118.1
OG0001037	Utg323266_56, Utg323074_118	WP_126376422.1
OG0001038	Utg323300_76	WP_126376931.1
OG0001040	Utg323448_98	WP_172961699.1
OG0001043	Utg323140_245	WP_126377088.1
OG0001044	Utg323448_48	WP_126376004.1
OG0001045	Utg323392_222	WP_126376692.1
OG0001046	Utg323632_291	WP_126377495.1
OG0001047	Utg323160_128, Utg323266_9	WP_126375973.1
OG0001048	Utg323632_137	WP_126376301.1
OG0001049	Utg323262_148	WP_126376533.1
OG0001050	Utg323632_116	WP_126380894.1
OG0001051	Utg323316_103	WP_126380709.1
OG0001053	Utg323074_193	WP_126380164.1
OG0001054	Utg323632_78	WP_126380173.1
OG0001055	Utg323140_254	WP_126380500.1
OG0001056	Utg323392_17	WP_126377503.1
OG0001057	Utg323266_53	WP_126377209.1
OG0001058	Utg323392_223	WP_126376694.1
OG0001059	Utg325220_91	WP_126375734.1
OG0001060	Utg323632_370	WP_126377446.1, WP_232034875.1
OG0001063	Utg323152_486	WP_126376905.1
OG0001064	Utg323632_390, Utg323632_193	WP_126378515.1
OG0001065	Utg323990_218	WP_126377603.1
OG0001066	Utg323632_95	WP_126375754.1
OG0001067	Utg323152_449	WP_126377134.1
OG0001068	Utg323152_142	WP_126377609.1
OG0001069	Utg323152_418	WP_126375884.1
OG0001070	Utg323180_313	WP_126376974.1
OG0001071	Utg323180_659, Utg323180_675	WP_126377298.1
OG0001072	Utg323180_668	WP_126380927.1
OG0001075	Utg323392_6, Utg323180_123	WP_126377672.1, WP_126376658.1
OG0001076	Utg323180_109	WP_126376113.1
OG0001080	Utg323180_162	WP_126377304.1
OG0001082	Utg323180_204, Utg323632_375	WP_126376454.1
OG0001083	Utg323266_20	WP_126376338.1
OG0001084	Utg323266_18	WP_126377790.1
OG0001086	Utg323140_41	WP_126380887.1
OG0001088	Utg323300_97	WP_126377429.1
OG0001091	Utg323262_84, Utg323300_135	WP_126380366.1
OG0001092	Utg323300_189	WP_126380675.1
OG0001093	Utg323316_348	WP_126380901.1
OG0001094	Utg323266_73	WP_126378087.1
OG0001096	Utg323448_116	WP_126380777.1
OG0001097	Utg323300_239	WP_126375904.1
OG0001098	Utg323180_597	WP_126380797.1
OG0001100	Utg323074_143	WP_126379955.1
OG0001101	Utg323392_147	WP_126377501.1
OG0001102	Utg323152_482	WP_126375548.1
OG0001104	Utg323152_221	WP_126380743.1
OG0001105	Utg323152_162	WP_126375700.1
OG0001106	Utg323152_161	WP_126375701.1
OG0001108	Utg323152_74	WP_232034854.1
OG0001109	Utg323152_73	WP_126380846.1
OG0001110	Utg323152_70	WP_126380778.1
OG0001111	Utg323152_46	WP_126378346.1
OG0001112	Utg323152_291	WP_126381176.1
OG0001113	Utg323632_127	WP_126381026.1
OG0001114	Utg323152_320, Utg323152_319	WP_126380328.1
OG0001115	Utg323392_20	WP_126378417.1
OG0001116	Utg323152_551	WP_126379232.1
OG0001117	Utg323152_555	WP_126375805.1, WP_232034892.1, WP_126375607.1
OG0001118	Utg323632_363	WP_126378370.1
OG0001120	Utg323632_40	WP_126380966.1
OG0001121	Utg323632_368	WP_126378490.1
OG0001122	Utg323300_158, Utg323300_51	WP_126377404.1
OG0001123	Utg323316_215	WP_126376161.1
OG0001124	Utg323152_163	WP_126375699.1
OG0001125	Utg323180_240	WP_126379637.1
OG0001126	Utg323180_426	WP_126378140.1
OG0001127	Utg323074_24	WP_126380388.1
OG0001130	Utg323180_461	WP_172961597.1, WP_126379435.1
OG0001131	Utg323266_63	WP_126380883.1
OG0001132	Utg323300_25	WP_126376414.1, WP_126378203.1, WP_126379855.1
OG0001142	Utg323632_91	WP_126375750.1
OG0001144	Utg323140_97	WP_126377011.1
OG0001150	Utg323262_147	WP_126377172.1
OG0001152	Utg323632_333	WP_126379833.1
OG0001153	Utg324810_105, Utg323160_13	WP_126378118.1
OG0001154	Utg323300_318	WP_126380644.1
OG0001156	Utg323632_376	WP_126378011.1, WP_126380853.1
OG0001157	Utg323160_20	WP_126378131.1
OG0001159	Utg323180_316	WP_126381275.1
OG0001160	Utg323140_8	WP_126379781.1
OG0001164	Utg323152_143	WP_126378226.1
OG0001167	Utg323180_420	WP_126379882.1
OG0001171	Utg324810_89	WP_126378114.1
OG0001172	Utg323160_16	WP_126378122.1
OG0001173	Utg323160_17	WP_126378125.1
OG0001174	Utg324810_87	WP_126378110.1
OG0001175	Utg323316_80	WP_126377807.1
OG0001178	Utg323152_331	WP_126377696.1
OG0001187	Utg323140_163	WP_126378992.1
OG0001188	Utg323316_71	WP_126376819.1
OG0001191	Utg323140_251	WP_126380417.1
OG0001194	Utg323316_77	WP_126380823.1
OG0001196	Utg323152_389	WP_126375788.1
OG0001197	Utg323180_696	WP_126377592.1
OG0001198	Utg323180_663	WP_126379542.1
OG0001200	Utg323180_517	WP_126377472.1
OG0001202	Utg323180_259	WP_126379675.1, WP_126379065.1
OG0001203	Utg323180_214	WP_126376634.1
OG0001204	Utg323152_110	WP_232034754.1
OG0001205	Utg323152_107, Utg323152_109, Utg323152_108	WP_126379095.1
OG0001206	Utg323180_122, Utg323392_9	WP_126376656.1
OG0001207	Utg323180_121, Utg323392_8	WP_126381267.1
OG0001208	Utg323180_44	WP_126376293.1
OG0001209	Utg323140_89	WP_126377168.1
OG0001210	Utg323300_427	WP_126379353.1
OG0001212	Utg323262_125	WP_126379979.1
OG0001213	Utg323262_126	WP_126379981.1
OG0001214	Utg323300_140, Utg323180_633	WP_232034930.1
OG0001215	Utg323180_587, Utg323140_144	WP_126375845.1
OG0001216	Utg323180_160	WP_232034810.1
OG0001219	Utg325220_70, Utg323152_112	WP_126376557.1
OG0001220	Utg323140_261	WP_172961707.1
OG0001221	Utg325220_2, Utg323140_265	WP_126378299.1
OG0001223	Utg325220_117	WP_126379226.1
OG0001224	Utg323074_114, Utg323152_522	WP_126376418.1
OG0001227	Utg323632_381, Utg323300_251	WP_126380404.1
OG0001228	Utg323300_168	WP_126379567.1
OG0001229	Utg323392_249, Utg323160_73	WP_126378604.1
OG0001230	Utg323160_31	WP_126379695.1
OG0001232	Utg323300_98	WP_126381311.1
OG0001233	Utg323990_128	WP_126377258.1
OG0001234	Utg323180_498	WP_126376598.1, WP_126377132.1
OG0001236	Utg323262_79, Utg323300_136	WP_126380440.1
OG0001237	Utg323262_80, Utg323300_139	WP_126380442.1
OG0001238	Utg323180_231	WP_126376881.1
OG0001240	Utg323140_161	WP_126380510.1
OG0001241	Utg323300_214	WP_126379429.1
OG0001242	Utg323300_298	WP_126375943.1
OG0001243	Utg323300_316	WP_126380812.1
OG0001244	Utg323300_327	WP_126376744.1
OG0001245	Utg323300_343	WP_126380665.1
OG0001246	Utg323300_380	WP_126380690.1
OG0001248	Utg323316_314	WP_126380742.1
OG0001250	Utg323140_227	WP_126376565.1
OG0001251	Utg323140_224	WP_126377762.1
OG0001252	Utg323262_101	WP_126380682.1
OG0001253	Utg323262_104	WP_126378779.1
OG0001254	Utg323262_108	WP_172961586.1
OG0001256	Utg324548_22	WP_126379192.1
OG0001257	Utg324548_27	WP_126378483.1
OG0001258	Utg323990_208	WP_126375823.1
OG0001259	Utg323990_207	WP_126375825.1
OG0001260	Utg323990_177	WP_126379168.1, WP_126378625.1
OG0001262	Utg323990_144	WP_126378461.1
OG0001263	Utg323990_114	WP_126379356.1
OG0001264	Utg323990_37	WP_126379575.1
OG0001266	Utg323074_125	WP_126379864.1
OG0001267	Utg323180_208	WP_232034844.1
OG0001269	Utg323152_401	WP_126380523.1, WP_126381545.1
OG0001271	Utg323152_203	WP_232034882.1
OG0001272	Utg323152_190	WP_126375777.1
OG0001273	Utg323152_231	WP_126377998.1
OG0001274	Utg323152_173	WP_126377007.1
OG0001275	Utg323152_87	WP_126378844.1
OG0001276	Utg323152_76	WP_126375554.1
OG0001277	Utg323152_75	WP_126380727.1
OG0001278	Utg323152_68	WP_126380717.1
OG0001279	Utg323152_67	WP_126380718.1
OG0001280	Utg323152_62	WP_232034788.1
OG0001281	Utg323152_44	WP_126376267.1
OG0001282	Utg323152_43	WP_126377626.1
OG0001283	Utg323152_42	WP_126376698.1
OG0001284	Utg323152_308	WP_126380238.1
OG0001285	Utg323152_309	WP_126380240.1
OG0001286	Utg323152_310	WP_126381474.1
OG0001287	Utg323152_314, Utg323152_313	WP_126379412.1
OG0001288	Utg323152_315	WP_172961639.1, WP_126379409.1
OG0001289	Utg323152_327	WP_126377688.1
OG0001290	Utg323152_328	WP_126377690.1
OG0001292	Utg323392_24	WP_126380713.1
OG0001293	Utg323392_27	WP_126375613.1
OG0001295	Utg323152_553	WP_126379431.1
OG0001296	Utg323262_69	WP_126376551.1
OG0001297	Utg323262_70	WP_126376553.1
OG0001298	Utg323632_300	WP_126379323.1
OG0001300	Utg323316_198	WP_126380809.1
OG0001301	Utg323632_16, Utg323632_15	WP_126375674.1, WP_126377780.1
OG0001302	Utg323300_330	WP_126379196.1
OG0001303	Utg323632_288	WP_126379681.1
OG0001304	Utg323180_508	WP_126380490.1
OG0001305	Utg323180_513	WP_126380380.1
OG0001306	Utg323632_37, Utg323632_36	WP_126378384.1
OG0001308	Utg323300_381	WP_232034800.1
OG0001309	Utg323392_100	WP_126375967.1
OG0001311	Utg323074_49	WP_126380701.1
