Orthogroup	Desulfocapsa_06_corrosive	Desulfotalea psychrophila LSv54
OG0000637	Utg323392_155	WP_011190035.1
OG0000638	Utg323262_113	WP_011190101.1
OG0000639	Utg323152_564	WP_011189179.1
OG0000640	Utg323990_80	WP_011189473.1
OG0000641	Utg323632_228	WP_011189464.1
OG0000642	Utg323316_136	WP_011189005.1
OG0000643	Utg323074_137	WP_011189974.1
OG0000644	Utg323300_295	WP_011188027.1
OG0000645	Utg323316_141	WP_011187303.1
OG0000646	Utg323632_108	WP_011190137.1
OG0000647	Utg323632_107	WP_011190138.1
OG0000648	Utg323632_103	WP_011190141.1
OG0000649	Utg323074_138	WP_011189975.1
OG0000650	Utg323632_350	WP_011188871.1
OG0000651	Utg323152_154	WP_011188863.1
OG0000652	Utg323392_225	WP_011189939.1
OG0000653	Utg323152_255	WP_011189434.1
OG0000654	Utg323140_11	WP_011188972.1
OG0000655	Utg323448_27	WP_011188330.1
OG0000656	Utg323180_692	WP_011189856.1
OG0000657	Utg323180_693	WP_011189855.1
OG0000658	Utg323180_697	WP_011189851.1
OG0000659	Utg323180_698	WP_011189850.1
OG0000660	Utg323632_33	WP_011188567.1
OG0000661	Utg323632_34	WP_011188568.1
OG0000662	Utg323262_165, Utg323262_164	WP_011190083.1
OG0000663	Utg323140_228	WP_198408692.1
OG0000664	Utg323990_147	WP_011188724.1
OG0000665	Utg323140_6	WP_011188975.1
OG0000666	Utg323180_423	WP_011190230.1
OG0000667	Utg323300_165	WP_011187436.1
OG0000670	Utg323632_92	WP_011190149.1
OG0000671	Utg323990_137	WP_041277812.1
OG0000672	Utg323300_313	WP_041277607.1
OG0000673	Utg323152_509	WP_049785113.1
OG0000674	Utg324548_24	WP_041278088.1
OG0000675	Utg323632_238	WP_011189795.1
OG0000676	Utg323152_254	WP_011189433.1
OG0000677	Utg323448_85	WP_011188391.1
OG0000678	Utg323448_84	WP_011188390.1
OG0000679	Utg323632_301	WP_011190041.1
OG0000680	Utg323448_39	WP_011188344.1
OG0000681	Utg323448_54	WP_011188359.1
OG0000682	Utg323448_53	WP_011188358.1
OG0000683	Utg323990_179	WP_011188711.1
OG0000684	Utg323300_386	WP_011188080.1
OG0000685	Utg323448_77	WP_011188382.1
OG0000686	Utg323448_114	WP_011188410.1
OG0000687	Utg323448_73	WP_011188378.1
OG0000688	Utg323448_71	WP_011188376.1
OG0000689	Utg323448_70	WP_041277678.1
OG0000690	Utg323300_99	WP_041278170.1
OG0000691	Utg323448_57	WP_011188362.1
OG0000692	Utg323300_284	WP_228130157.1
OG0000693	Utg325220_116	WP_011187992.1
OG0000694	Utg323316_326	WP_228130169.1
OG0000695	Utg324810_39	WP_041277557.1
OG0000696	Utg325220_114	WP_011187783.1
OG0000697	Utg323300_348	WP_011188062.1
OG0000698	Utg323632_294	WP_011190048.1
OG0000699	Utg323632_360	WP_011188875.1
OG0000700	Utg323074_31	WP_011189416.1
OG0000701	Utg323152_442	WP_011189993.1
OG0000702	Utg323180_262	WP_011190258.1
OG0000704	Utg323632_111	WP_011190134.1
OG0000705	Utg323632_110	WP_228130152.1
OG0000706	Utg323632_109	WP_041278076.1
OG0000707	Utg323632_105	WP_011190139.1
OG0000708	Utg323632_98	WP_011190146.1
OG0000709	Utg323152_170	WP_011189173.1
OG0000710	Utg323632_246	WP_228130149.1
OG0000711	Utg323300_74	WP_011187767.1
OG0000712	Utg323152_217	WP_011189831.1
OG0000713	Utg323392_146	WP_041277854.1
OG0000714	Utg323392_144	WP_041278052.1
OG0000715	Utg323448_38	WP_041277673.1
OG0000716	Utg323448_40	WP_011188345.1
OG0000717	Utg323448_50	WP_011188355.1
OG0000718	Utg323448_51	WP_011188356.1
OG0000719	Utg323448_52	WP_011188357.1
OG0000720	Utg323448_55	WP_011188360.1
OG0000721	Utg323448_58	WP_011188363.1
OG0000722	Utg323448_61	WP_173362840.1
OG0000723	Utg323448_64	WP_011188369.1
OG0000724	Utg323448_69	WP_011188374.1
OG0000725	Utg323448_72	WP_011188377.1
OG0000726	Utg323448_74	WP_011188379.1
OG0000727	Utg323448_78	WP_011188383.1
OG0000728	Utg323448_79	WP_011188384.1
OG0000729	Utg323448_80	WP_041277681.1
OG0000730	Utg323448_81	WP_011188386.1
OG0000731	Utg323448_86	WP_011188392.1
OG0000732	Utg323448_87	WP_011188393.1
OG0000733	Utg323448_88	WP_011188394.1
OG0000734	Utg323180_700	WP_011189848.1
OG0000735	Utg323074_151	WP_011188914.1
OG0000737	Utg323180_694	WP_011189854.1
OG0000738	Utg323140_176	WP_011187673.1
OG0000739	Utg323152_227	WP_011189841.1
OG0000740	Utg323316_299	WP_011188173.1
OG0000741	Utg323300_319	WP_011188046.1
OG0000742	Utg323316_284	WP_011189351.1
OG0000743	Utg323448_33	WP_011188337.1
OG0000744	Utg323990_150	WP_041277765.1
OG0000745	Utg323392_96	WP_041278703.1
OG0000746	Utg323152_179	WP_011189168.1
OG0000747	Utg323074_132	WP_011189969.1
OG0000748	Utg323074_131	WP_011189968.1
OG0000749	Utg323180_110	WP_011190196.1
OG0000750	Utg324810_48	WP_011187822.1
OG0000751	Utg324810_51	WP_041277561.1
OG0000753	Utg323152_450	WP_041278830.1
OG0000754	Utg323266_37	WP_011188011.1
OG0000755	Utg323266_36	WP_011188010.1
OG0000756	Utg323152_9	WP_041277989.1
OG0000758	Utg323160_65	WP_011187895.1
OG0000759	Utg323180_268	WP_041278102.1
OG0000760	Utg323140_99	WP_228130188.1
OG0000761	Utg323266_44	WP_011187967.1
OG0000762	Utg323180_108	WP_011190198.1
OG0000763	Utg323180_107	WP_011190199.1
OG0000764	Utg323300_379	WP_011188073.1
OG0000765	Utg323152_356	WP_011187322.1, WP_011189819.1
OG0000766	Utg323160_38	WP_011187956.1
OG0000767	Utg323180_507	WP_011188486.1
OG0000768	Utg323632_232	WP_011188930.1
OG0000769	Utg323448_91	WP_011188396.1
OG0000770	Utg323448_93	WP_011188398.1
OG0000771	Utg323448_94	WP_156792213.1
OG0000772	Utg323448_95	WP_011188400.1
OG0000773	Utg323448_96	WP_011188401.1
OG0000774	Utg323448_97	WP_011188402.1
OG0000775	Utg323300_280	WP_156792175.1
OG0000776	Utg323632_74	WP_041278880.1
OG0000777	Utg323632_75	WP_011190185.1
OG0000778	Utg323180_310	WP_011189054.1
OG0000779	Utg324548_29	WP_011190173.1
OG0000781	Utg323392_152	WP_011190291.1, WP_011190033.1
OG0000782	Utg323300_390	WP_011188085.1
OG0000783	Utg323152_80	WP_011189184.1
OG0000784	Utg323140_102	WP_173362838.1
OG0000785	Utg323140_103	WP_011188146.1
OG0000787	Utg323632_68	WP_011190159.1
OG0000788	Utg323316_75, Utg323316_74	WP_011189147.1
OG0000789	Utg323632_245	WP_041278010.1
OG0000790	Utg323300_297	WP_011188029.1
OG0000791	Utg323180_99	WP_011187571.1
OG0000792	Utg323632_247	WP_041278009.1
OG0000793	Utg323180_665	WP_011189207.1
OG0000794	Utg323152_166	WP_011189176.1
OG0000795	Utg324548_10	WP_011190180.1
OG0000796	Utg323392_226	WP_011189940.1
OG0000797	Utg323152_78	WP_011189186.1
OG0000799	Utg323262_161	WP_011190084.1
OG0000800	Utg323300_103	WP_011187504.1
OG0000801	Utg323632_142	WP_011190119.1
OG0000802	Utg323152_508	WP_041278047.1
OG0000803	Utg323632_49	WP_011188525.1
OG0000804	Utg323300_114	WP_011189007.1
OG0000806	Utg323160_64	WP_011187896.1
OG0000807	Utg323074_136	WP_049785110.1
OG0000808	Utg323448_113	WP_011188409.1
OG0000809	Utg323180_317	WP_011189037.1
OG0000810	Utg323392_199	WP_011187914.1
OG0000811	Utg323180_318	WP_011189036.1
OG0000812	Utg323152_454	WP_011188621.1
OG0000813	Utg323990_217	WP_011190169.1
OG0000815	Utg323152_145	WP_011188855.1
OG0000816	Utg323160_60	WP_011187952.1
OG0000817	Utg323160_28	WP_041277591.1
OG0000818	Utg323152_392	WP_011189743.1
OG0000819	Utg323152_177	WP_041277865.1
OG0000822	Utg323448_19	WP_011188324.1
OG0000823	Utg323448_22	WP_041277669.1
OG0000824	Utg323140_266, Utg325220_3	WP_011187363.1
OG0000825	Utg323990_142	WP_011188727.1
OG0000826	Utg323180_412	WP_011189633.1
OG0000827	Utg323632_335	WP_011188664.1
OG0000828	Utg323632_336	WP_011188665.1
OG0000829	Utg323632_337	WP_011188666.1
OG0000830	Utg323632_338	WP_041277749.1
OG0000831	Utg323632_339	WP_083818944.1
OG0000832	Utg323632_340	WP_041278463.1
OG0000833	Utg323632_14	WP_011188552.1
OG0000834	Utg323180_620	WP_011190339.1
OG0000835	Utg324810_42	WP_265588585.1
OG0000836	Utg323152_510	WP_011190015.1
OG0000837	Utg323074_130	WP_011189967.1
OG0000838	Utg323180_39	WP_011190320.1
OG0000839	Utg323074_139	WP_011189976.1
OG0000841	Utg324810_75	WP_011187964.1
OG0000842	Utg323152_444	WP_011189994.1
OG0000843	Utg323152_225	WP_011189839.1
OG0000844	Utg323632_298	WP_011190044.1
OG0000845	Utg323632_299	WP_041278056.1
OG0000846	Utg323632_302	WP_041278055.1
OG0000848	Utg323152_213	WP_049785106.1
OG0000849	Utg323180_649	WP_011188952.1
OG0000851	Utg323140_191	WP_041277521.1
OG0000852	Utg323632_42	WP_011188523.1
OG0000853	Utg323632_35	WP_011188569.1
OG0000854	Utg323152_260	WP_011189880.1
OG0000855	Utg323632_31	WP_011188566.1
OG0000856	Utg323152_257	WP_011189878.1
OG0000857	Utg323632_269, Utg323990_138	WP_011188923.1
OG0000858	Utg323300_288	WP_011187521.1
OG0000859	Utg323632_3, Utg323316_96	WP_011188978.1
OG0000860	Utg323300_384	WP_011188078.1
OG0000861	Utg323632_43	WP_011188524.1
OG0000862	Utg323316_335	WP_041278336.1
OG0000863	Utg323392_26	WP_228130144.1
OG0000864	Utg323300_312	WP_011188040.1
OG0000865	Utg323140_184	WP_011187680.1
OG0000866	Utg324810_56	WP_011187847.1
OG0000867	Utg323300_342	WP_011188057.1
OG0000868	Utg323632_250	WP_011190333.1, WP_011189786.1
OG0000869	Utg323448_56	WP_011188361.1
OG0000870	Utg323300_279	WP_011187527.1
OG0000871	Utg323180_699	WP_011189849.1
OG0000872	Utg323180_314	WP_193763854.1
OG0000873	Utg323632_242	WP_011189793.1
OG0000874	Utg323152_504	WP_041278050.1
OG0000875	Utg323632_38	WP_156792221.1
OG0000876	Utg323392_25	WP_011189775.1
OG0000877	Utg323180_31	WP_011190326.1
OG0000878	Utg323160_74	WP_011187891.1
OG0000879	Utg323152_205	WP_011189824.1
OG0000881	Utg323316_231	WP_011187319.1
OG0000882	Utg323262_102	WP_041278072.1
OG0000884	Utg323140_158	WP_011188152.1
OG0000885	Utg323140_247	WP_011187346.1
OG0000886	Utg323180_127	WP_011190161.1
OG0000889	Utg323316_321	WP_011187694.1
OG0000891	Utg323316_330	WP_228130168.1
OG0000893	Utg323632_104	WP_011190140.1
OG0000894	Utg323152_386	WP_041278006.1
OG0000895	Utg323140_181	WP_011187678.1
OG0000896	Utg323632_54	WP_011188870.1
OG0000898	Utg325220_118	WP_011187994.1
OG0000899	Utg323632_342	WP_011188670.1
OG0000900	Utg323262_111	WP_041278069.1
OG0000901	Utg323262_62, Utg323180_518	WP_011189435.1
OG0000902	Utg323180_515	WP_011188506.1
OG0000903	Utg323180_514	WP_228130176.1
OG0000904	Utg323180_505	WP_011188485.1
OG0000905	Utg323392_88	WP_011189445.1
OG0000906	Utg323180_37	WP_011190322.1
OG0000907	Utg323180_3, Utg323140_1	WP_011188240.1
OG0000908	Utg324548_11, Utg323300_215, Utg323152_191	WP_049785124.1
OG0000909	Utg325220_65, Utg323140_271	WP_011188214.1
OG0000910	Utg323266_42	WP_011188164.1
OG0000911	Utg323152_135, Utg323074_104	WP_041277909.1
OG0000913	Utg323262_68	WP_011187576.1
OG0000914	Utg323300_115	WP_011190229.1, WP_011189008.1
OG0000915	Utg323300_124	WP_011189188.1, WP_162096646.1
OG0000918	Utg323392_56	WP_228130159.1
OG0000921	Utg323316_298	WP_011187292.1, WP_011187838.1
OG0000922	Utg323316_229	WP_011187318.1
OG0000923	Utg323316_133	WP_011189003.1
OG0000925	Utg323990_109, Utg323152_422, Utg323990_81	WP_011189980.1
OG0000928	Utg323392_136	WP_011188614.1, WP_011188615.1
OG0000929	Utg323074_30, Utg323074_29	WP_011189415.1
OG0000930	Utg323152_167	WP_041278638.1
OG0000931	Utg323152_71	WP_011189193.1
OG0000933	Utg323152_342	WP_011189930.1
OG0000934	Utg323152_374	WP_011188900.1
OG0000935	Utg323392_48	WP_041277923.1
OG0000936	Utg323152_479	WP_011188905.1
OG0000937	Utg323074_117	WP_011188588.1, WP_011188587.1
OG0000939	Utg323632_214	WP_041278059.1
OG0000940	Utg323140_88	WP_011187514.1, WP_049785042.1
OG0000942	Utg323152_425	WP_011189048.1
OG0000943	Utg323152_72	WP_011189192.1
OG0000944	Utg323632_235	WP_011187341.1
OG0000946	Utg323300_26	WP_041277743.1
OG0000947	Utg323152_426	WP_011189047.1
OG0000948	Utg323152_427	WP_011189046.1
OG0000949	Utg323180_74	WP_041277648.1
OG0000952	Utg323266_108	WP_041277907.1, WP_041277650.1
OG0000954	Utg323392_60	WP_173362830.1
OG0000962	Utg323392_104	WP_011189457.1
OG0000963	Utg323300_382	WP_011188076.1
OG0000964	Utg323152_505	WP_011190012.1
OG0000967	Utg323074_88	WP_011189189.1
OG0000970	Utg323448_24	WP_011188328.1
OG0000971	Utg323140_186	WP_011187682.1
OG0000972	Utg323152_186	WP_011189519.1
OG0000974	Utg323632_293	WP_011190049.1
OG0000977	Utg323152_39	WP_011189873.1
OG0000978	Utg323448_62	WP_011188367.1
OG0000980	Utg323632_348	WP_011188680.1
OG0000982	Utg323160_37	WP_011188025.1
OG0000983	Utg323632_219	WP_011190063.1
OG0000984	Utg324810_16	WP_011187941.1
OG0000985	Utg323632_24	WP_011188560.1
OG0000987	Utg323152_147	WP_011188857.1
OG0000988	Utg323140_10	WP_011188973.1
OG0000989	Utg323152_150	WP_011188859.1
OG0000990	Utg323160_59	WP_156792200.1
OG0000991	Utg323140_179	WP_041277519.1
OG0000996	Utg323316_175	WP_041277423.1
OG0000998	Utg323152_435	WP_011189982.1
OG0001001	Utg323300_401	WP_041277663.1
OG0001002	Utg323180_695	WP_011189853.1
OG0001004	Utg323140_68	WP_011188129.1
OG0001005	Utg323140_69	WP_011188130.1
OG0001007	Utg323632_244	WP_011189792.1
OG0001010	Utg323300_40	WP_011187750.1, WP_049784987.1
OG0001011	Utg323180_292	WP_011187970.1
OG0001012	Utg323180_475	WP_041277843.1, WP_041277847.1
OG0001013	Utg323180_440	WP_049785060.1
OG0001014	Utg323632_71	WP_011190157.1
OG0001015	Utg323152_385	WP_041278005.1
OG0001016	Utg323152_384	WP_011189778.1
OG0001017	Utg323392_130	WP_011189511.1
OG0001019	Utg323392_151	WP_011190292.1, WP_228130207.1
OG0001022	Utg323316_145	WP_011187306.1
OG0001023	Utg324810_43	WP_156792191.1
OG0001026	Utg323074_108	WP_011189405.1
OG0001027	Utg323262_93	WP_011190117.1
OG0001030	Utg324810_40	WP_011187816.1
OG0001031	Utg323316_83	WP_011189151.1
OG0001033	Utg323152_155	WP_041277794.1
OG0001034	Utg323160_30	WP_041277590.1
OG0001035	Utg323160_77	WP_011187889.1
OG0001036	Utg323300_378	WP_041277818.1
OG0001037	Utg323266_56	WP_011189128.1
OG0001038	Utg323300_76	WP_011187949.1
OG0001039	Utg323632_226	WP_011190060.1
OG0001040	Utg323448_98	WP_011188403.1
OG0001041	Utg323392_134	WP_011190017.1
OG0001043	Utg323140_245	WP_011187344.1
OG0001044	Utg323448_48	WP_083818936.1
OG0001045	Utg323392_222	WP_011189936.1
OG0001046	Utg323632_291	WP_011190051.1
OG0001048	Utg323632_137	WP_049785120.1
OG0001049	Utg323262_148	WP_041277587.1
OG0001050	Utg323632_116	WP_041277856.1
OG0001051	Utg323316_103	WP_011188984.1
OG0001052	Utg323180_63, Utg323180_64	WP_011188584.1
OG0001053	Utg323074_193	WP_041277415.1
OG0001054	Utg323632_78	WP_011190182.1
OG0001055	Utg323140_254	WP_041277435.1
OG0001056	Utg323392_17	WP_011188906.1
OG0001057	Utg323266_53	WP_011188545.1
OG0001058	Utg323392_223	WP_041278814.1
OG0001059	Utg325220_91	WP_011187902.1
OG0001060	Utg323632_370	WP_049785045.1
OG0001063	Utg323152_486	WP_011187933.1
OG0001067	Utg323152_449	WP_011190005.1
OG0001068	Utg323152_142	WP_011188852.1
OG0001070	Utg323180_313	WP_011189051.1
OG0001071	Utg323180_659, Utg323180_675	WP_011189863.1
OG0001072	Utg323180_668	WP_011189869.1
OG0001075	Utg323392_6	WP_011187587.1
OG0001076	Utg323180_109	WP_011190197.1
OG0001077	Utg323632_264, Utg323140_82	WP_156792170.1, WP_011187417.1
OG0001078	Utg323262_123	WP_041277736.1
OG0001081	Utg323266_115	WP_041277700.1
OG0001082	Utg323180_204, Utg323632_375	WP_041277998.1
OG0001083	Utg323266_20	WP_011188005.1
OG0001084	Utg323266_18	WP_011188002.1
OG0001086	Utg323140_41	WP_011188189.1
OG0001088	Utg323300_97	WP_011187879.1
OG0001091	Utg323262_84, Utg323300_135	WP_011189718.1
OG0001092	Utg323300_189	WP_011188888.1, WP_041277802.1
OG0001093	Utg323316_348	WP_011189705.1
OG0001094	Utg323316_100, Utg323266_73	WP_011188981.1
OG0001095	Utg323448_104	WP_011188408.1
OG0001096	Utg323448_116	WP_228130173.1
OG0001097	Utg323300_239	WP_011187452.1
OG0001098	Utg323180_597	WP_041277489.1
OG0001100	Utg323074_143	WP_011189979.1
OG0001101	Utg323392_147	WP_011190028.1
OG0001102	Utg323152_482	WP_011190069.1
OG0001104	Utg323152_221	WP_011189835.1
OG0001105	Utg323152_162	WP_011189561.1
OG0001106	Utg323152_161	WP_011189562.1
OG0001107	Utg323152_83	WP_011189182.1
OG0001108	Utg323152_74	WP_011189190.1
OG0001109	Utg323152_73	WP_011189191.1
OG0001110	Utg323152_70	WP_011189194.1
OG0001111	Utg323152_46	WP_011189652.1
OG0001113	Utg323632_127	WP_011190127.1
OG0001114	Utg323152_320, Utg323152_319	WP_011189908.1
OG0001115	Utg323392_20	WP_011189846.1
OG0001116	Utg323152_551	WP_011189508.1
OG0001117	Utg323152_555	WP_011188962.1
OG0001118	Utg323632_363	WP_011187917.1
OG0001119	Utg323632_225	WP_041278058.1
OG0001120	Utg323632_40	WP_011188572.1
OG0001121	Utg323632_368	WP_011188932.1
OG0001122	Utg323300_158, Utg323300_51	WP_011189826.1
OG0001124	Utg323152_163	WP_011189560.1
OG0001125	Utg323180_240	WP_011187916.1
OG0001126	Utg323180_426	WP_011187700.1
OG0001127	Utg323074_24	WP_011189411.1
OG0001131	Utg323266_63	WP_041277636.1
OG0001132	Utg323300_25	WP_011189134.1
OG0001134	Utg324810_86	WP_011188603.1
OG0001134	Utg324810_83	WP_265588609.1
OG0001142	Utg323632_91	WP_011190150.1
OG0001143	Utg323180_198	WP_265588575.1
OG0001145	Utg323074_133	WP_011189970.1
OG0001150	Utg323262_147	WP_041278064.1
OG0001155	Utg323152_136	WP_011188483.1
OG0001158	Utg323300_422	WP_011189947.1
OG0001159	Utg323180_316	WP_011189038.1
OG0001161	Utg323392_145	WP_011190027.1
OG0001162	Utg323152_612	WP_162096652.1
OG0001164	Utg323152_143	WP_011188853.1
OG0001165	Utg323180_603	WP_011188521.1
OG0001168	Utg323180_474	WP_041277846.1
OG0001169	Utg323180_479	WP_011189086.1
OG0001175	Utg323316_80	WP_011189149.1
OG0001178	Utg323152_331	WP_011189919.1
OG0001179	Utg323180_524	WP_041277711.1
OG0001182	Utg323300_109	WP_049785032.1
OG0001183	Utg323316_130	WP_011189001.1
OG0001184	Utg323316_246	WP_011190441.1
OG0001186	Utg323300_247	WP_011189391.1
OG0001188	Utg323316_71	WP_041277859.1
OG0001189	Utg323180_66	WP_011188586.1
OG0001191	Utg323140_251	WP_041277434.1
OG0001192	Utg323632_281	WP_011187771.1
OG0001195	Utg323632_60	WP_228130192.1
OG0001196	Utg323152_389	WP_041277791.1
OG0001197	Utg323180_696	WP_011189852.1
OG0001198	Utg323180_663	WP_041278650.1
OG0001200	Utg323180_517	WP_041277710.1
OG0001203	Utg323180_214	WP_011190358.1
OG0001204	Utg323152_110	WP_011187324.1
OG0001206	Utg323180_122, Utg323392_9	WP_011187584.1
OG0001207	Utg323180_121, Utg323392_8	WP_011187585.1
OG0001208	Utg323180_44	WP_011187339.1
OG0001209	Utg323140_89	WP_041277637.1
OG0001215	Utg323140_144	WP_011188303.1
OG0001217	Utg323316_278	WP_228130211.1
OG0001220	Utg323140_261	WP_011187358.1
OG0001221	Utg325220_2, Utg323140_265	WP_011187362.1
OG0001223	Utg325220_117	WP_011187993.1
OG0001225	Utg323990_43	WP_049784966.1
OG0001227	Utg323632_381, Utg323300_251	WP_011189818.1
OG0001228	Utg323300_168	WP_265588574.1
OG0001230	Utg323160_31	WP_011187958.1
OG0001231	Utg323300_16	WP_011189063.1
OG0001232	Utg323300_98	WP_011187878.1
OG0001233	Utg323990_128	WP_011187456.1
OG0001236	Utg323262_79, Utg323300_136	WP_011189717.1
OG0001237	Utg323262_80, Utg323300_139	WP_011189714.1
OG0001238	Utg323180_231	WP_011190350.1
OG0001239	Utg323990_155	WP_041277965.1
OG0001240	Utg323140_161	WP_011189039.1
OG0001241	Utg323300_214	WP_011187365.1
OG0001242	Utg323300_298	WP_011188030.1
OG0001243	Utg323300_316	WP_011188044.1
OG0001244	Utg323300_327	WP_011188050.1
OG0001245	Utg323300_343	WP_049785003.1
OG0001246	Utg323300_380	WP_011188074.1
OG0001247	Utg323316_340	WP_156792206.1
OG0001248	Utg323316_314	WP_011188158.1
OG0001249	Utg323316_226	WP_041277427.1
OG0001250	Utg323140_227	WP_041277766.1
OG0001251	Utg323140_224	WP_011188731.1
OG0001252	Utg323262_101	WP_011190111.1
OG0001253	Utg323262_104	WP_011190107.1
OG0001254	Utg323262_108	WP_041278070.1
OG0001255	Utg323180_661, Utg324548_4, Utg323262_212	WP_011190081.1
OG0001256	Utg324548_22	WP_011190179.1
OG0001257	Utg324548_27	WP_011190174.1
OG0001258	Utg323990_208	WP_011188880.1
OG0001259	Utg323990_207	WP_041277800.1
OG0001260	Utg323990_177	WP_011188713.1
OG0001261	Utg323990_156	WP_011188718.1
OG0001263	Utg323990_114	WP_011187459.1
OG0001264	Utg323990_37	WP_011190206.1
OG0001266	Utg323074_125	WP_011189961.1
OG0001267	Utg323180_208	WP_011187707.1
OG0001271	Utg323152_203	WP_011189823.1
OG0001272	Utg323152_190	WP_011189196.1
OG0001273	Utg323152_231	WP_011187990.1
OG0001274	Utg323152_173	WP_228130163.1
OG0001275	Utg323152_87	WP_011188920.1
OG0001276	Utg323152_76	WP_011187464.1
OG0001277	Utg323152_75	WP_041277468.1
OG0001278	Utg323152_68	WP_011187469.1
OG0001279	Utg323152_67	WP_011187468.1
OG0001281	Utg323152_44	WP_011189654.1
OG0001282	Utg323152_43	WP_011189655.1
OG0001283	Utg323152_42	WP_041278031.1
OG0001284	Utg323152_308	WP_011189898.1
OG0001285	Utg323152_309	WP_041278035.1
OG0001286	Utg323152_310	WP_011189900.1
OG0001287	Utg323152_314	WP_011189903.1
OG0001288	Utg323152_315	WP_011189904.1
OG0001289	Utg323152_327	WP_011189915.1
OG0001290	Utg323152_328	WP_011189916.1
OG0001291	Utg323392_23	WP_011189782.1
OG0001292	Utg323392_24	WP_041278007.1
OG0001293	Utg323392_27	WP_011189639.1
OG0001294	Utg323392_87	WP_011189444.1
OG0001295	Utg323152_553	WP_011189506.1, WP_265588558.1
OG0001296	Utg323262_69	WP_011187575.1
OG0001297	Utg323262_70	WP_011187574.1
OG0001298	Utg323632_300	WP_011190042.1
OG0001300	Utg323316_198	WP_011187313.1
OG0001301	Utg323632_16, Utg323632_15	WP_011188553.1
OG0001302	Utg323300_330	WP_011188052.1
OG0001303	Utg323632_288	WP_011190054.1
OG0001304	Utg323180_508	WP_011188487.1
OG0001305	Utg323180_513	WP_011188988.1
OG0001306	Utg323632_37, Utg323632_36	WP_156792220.1
OG0001307	Utg323152_599, Utg323140_104	WP_049784984.1
OG0001308	Utg323300_381	WP_011188075.1
OG0001309	Utg323392_100	WP_011189454.1
OG0001310	Utg323152_200	WP_011189366.1
OG0001311	Utg323074_49	WP_011189760.1
OG0001312	Utg323140_64	WP_011189133.1
OG0001313	Utg323180_75	WP_011188255.1
OG0001314	Utg323180_567	WP_011188928.1
OG0001317	Utg323300_421	WP_011189306.1
OG0001318	Utg323392_209	WP_011188259.1
OG0001326	Utg323152_571	WP_041277772.1
OG0001330	Utg323180_706	WP_011188919.1
OG0001332	Utg323990_57	WP_011190181.1
OG0001337	Utg323152_583	WP_011188779.1, WP_011188780.1
OG0001339	Utg323632_143	WP_011190118.1
OG0001340	Utg324548_5	WP_011190080.1
OG0001341	Utg323152_137	WP_041277703.1
OG0001344	Utg323300_285	WP_011187522.1
OG0001345	Utg323316_111	WP_011188990.1
OG0001347	Utg324548_35	WP_011190171.1
OG0001348	Utg323140_133	WP_156792209.1
OG0001350	Utg323140_258	WP_156792166.1
OG0001351	Utg323140_257	WP_011187354.1
OG0001353	Utg323180_491	WP_228130197.1
OG0001354	Utg323180_485	WP_011189092.1
OG0001355	Utg323152_168	WP_011189174.1
OG0001357	Utg323990_123	WP_011187805.1
OG0001362	Utg323632_61	WP_011188686.1
OG0001363	Utg323632_286	WP_011190055.1
OG0001364	Utg323990_216	WP_049785165.1
OG0001367	Utg323160_68	WP_011187892.1
OG0001376	Utg323152_545	WP_011190003.1
OG0001378	Utg323392_106	WP_011189459.1
OG0001379	Utg323140_256	WP_156792165.1
OG0001380	Utg323152_574	WP_011188771.1
OG0001381	Utg323152_577	WP_011188774.1
OG0001384	Utg324810_47	WP_041277560.1
OG0001385	Utg323180_489	WP_011189099.1
OG0001387	Utg323180_272	WP_011189607.1
OG0001389	Utg323316_104	WP_041277825.1
OG0001390	Utg323074_127	WP_011189963.1
OG0001393	Utg323152_579	WP_011188776.1
OG0001394	Utg323180_709	WP_162096642.1
OG0001395	Utg323180_688	WP_011189860.1
OG0001396	Utg323180_671, Utg323180_672	WP_011189865.1
OG0001397	Utg323632_12	WP_011188549.1
OG0001398	Utg323180_644	WP_162096645.1
OG0001399	Utg323180_635	WP_156792316.1
OG0001401	Utg323180_602	WP_228130177.1
OG0001402	Utg323180_493, Utg323180_492	WP_041277838.1
OG0001403	Utg323180_260	WP_011190311.1
OG0001404	Utg323180_258	WP_011190314.1
OG0001405	Utg323180_256	WP_011190316.1
OG0001406	Utg323180_255	WP_011190317.1
OG0001407	Utg323180_232	WP_011190349.1
OG0001408	Utg323180_230	WP_041278124.1
OG0001409	Utg323180_209	WP_011190359.1
OG0001411	Utg323392_169	WP_011187982.1
OG0001413	Utg323266_14	WP_041277565.1
OG0001414	Utg323180_104	WP_011189737.1
OG0001415	Utg323180_42	WP_041277644.1
OG0001416	Utg323180_24	WP_011190334.1
OG0001418	Utg323140_71, Utg323140_70	WP_011188131.1
OG0001421	Utg323140_208	WP_011187997.1
OG0001422	Utg323152_521, Utg323074_115	WP_011189022.1
OG0001423	Utg323300_255	WP_011189817.1
OG0001424	Utg323266_21	WP_011187337.1
OG0001427	Utg323180_246	WP_011188927.1
OG0001428	Utg323160_108	WP_011187984.1
OG0001429	Utg323160_32	WP_041277589.1
OG0001433	Utg323266_70	WP_011190459.1
OG0001433	Utg323262_191	WP_041277534.1
OG0001434	Utg323300_79	WP_011187298.1
OG0001435	Utg323632_379	WP_041277741.1
OG0001438	Utg323140_83, Utg323990_90	WP_011189479.1
