Orthogroup	Desulfocapsa_06_corrosive	Geobacter sulfurreducens PCA
OG0000520	Utg323392_86	WP_010941526.1, WP_010940890.1
OG0000521	Utg323152_146	WP_010942403.1
OG0000522	Utg323152_209	WP_010942447.1
OG0000523	Utg323392_227	WP_010941346.1, WP_010942408.1
OG0000524	Utg323160_66	WP_010940681.1
OG0000525	Utg323180_243	WP_010941564.1
OG0000526	Utg323180_264	WP_010942399.1
OG0000527	Utg323990_77	WP_010943934.1, WP_010942656.1
OG0000529	Utg323300_351	WP_010941106.1, WP_010942647.1
OG0000530	Utg323632_211, Utg323632_212	WP_010942516.1
OG0000531	Utg323990_111	WP_010942261.1, WP_010940720.1
OG0000532	Utg323990_149	WP_010940712.1, WP_010940981.1
OG0000533	Utg323300_299	WP_010942872.1
OG0000535	Utg323180_111	WP_010943192.1
OG0000537	Utg323152_226	WP_010941663.1
OG0000538	Utg323140_264, Utg325220_1	WP_010943938.1, WP_275450053.1
OG0000539	Utg323180_65	WP_010942181.1
OG0000540	Utg323990_215, Utg323990_214	WP_010942258.1
OG0000542	Utg323300_321	WP_010942538.1
OG0000543	Utg323152_153	WP_010943017.1
OG0000544	Utg324810_54	WP_010940974.1
OG0000545	Utg323140_9	WP_010943465.1
OG0000546	Utg323140_178	WP_010943608.1
OG0000547	Utg323180_527	WP_010941434.1
OG0000548	Utg323140_246	WP_010942272.1
OG0000549	Utg323392_28	WP_010941832.1
OG0000550	Utg323632_387, Utg323392_263	WP_235045013.1
OG0000551	Utg323180_673	WP_010941895.1
OG0000553	Utg323300_184, Utg325220_97	WP_010943440.1
OG0000555	Utg323180_103	WP_010941961.1
OG0000557	Utg323180_181	WP_010940926.1
OG0000560	Utg323266_40	WP_010943389.1
OG0000561	Utg323266_17	WP_010941936.1
OG0000562	Utg323160_42	WP_010942208.1
OG0000563	Utg323262_167, Utg323266_71, Utg323152_123	WP_010940852.1
OG0000564	Utg323392_207	WP_010943575.1
OG0000565	Utg323392_208	WP_010943576.1
OG0000566	Utg323300_374	WP_010941728.1, WP_010941185.1
OG0000567	Utg323152_243	WP_010944028.1, WP_010943381.1
OG0000568	Utg323392_178, Utg323152_148	WP_010943959.1
OG0000569	Utg323632_362	WP_010941600.1
OG0000570	Utg323316_297	WP_010942880.1
OG0000571	Utg323300_101	WP_010941269.1
OG0000575	Utg323140_189	WP_010942534.1
OG0000576	Utg323266_35	WP_010942537.1
OG0000577	Utg323074_28	WP_010942510.1
OG0000578	Utg323160_67	WP_010940679.1
OG0000579	Utg323160_81	WP_010943242.1
OG0000580	Utg323180_689	WP_010943827.1
OG0000581	Utg323448_49	WP_010943499.1
OG0000582	Utg323140_12	WP_010944070.1
OG0000583	Utg323448_37	WP_010942332.1
OG0000584	Utg323316_328	WP_010944075.1
OG0000585	Utg323316_329	WP_010944076.1
OG0000586	Utg323316_331	WP_010944078.1
OG0000587	Utg323152_245	WP_010942289.1
OG0000588	Utg323316_336	WP_010942073.1
OG0000589	Utg323152_565	WP_010941392.1
OG0000590	Utg323316_300	WP_010942465.1
OG0000591	Utg323140_180	WP_010940835.1
OG0000592	Utg323152_248	WP_010941272.1
OG0000593	Utg323632_96	WP_010942349.1
OG0000594	Utg323300_311	WP_010943186.1
OG0000595	Utg323990_151	WP_010943920.1
OG0000596	Utg323152_192	WP_235044854.1
OG0000597	Utg323152_175	WP_010942643.1
OG0000598	Utg323632_99	WP_010943702.1
OG0000599	Utg323152_223	WP_010941327.1
OG0000600	Utg323180_267	WP_010942136.1
OG0000601	Utg323140_185	WP_010940829.1
OG0000602	Utg323152_172	WP_010942444.1
OG0000603	Utg323990_83	WP_010942707.1
OG0000604	Utg323180_32	WP_010940693.1
OG0000605	Utg323180_276	WP_010943003.1
OG0000606	Utg323266_43	WP_010941673.1
OG0000607	Utg323300_283	WP_010940800.1
OG0000608	Utg323180_609	WP_010940710.1
OG0000610	Utg323448_99	WP_010942105.1
OG0000611	Utg323152_250	WP_010941932.1
OG0000612	Utg323632_295	WP_010941310.1
OG0000613	Utg323632_296	WP_010941309.1
OG0000614	Utg323300_233	WP_010941719.1
OG0000615	Utg323448_90	WP_010942566.1
OG0000616	Utg323448_92	WP_010942564.1
OG0000617	Utg323448_63	WP_010943485.1
OG0000618	Utg323448_65	WP_010943483.1
OG0000619	Utg323448_66	WP_010943482.1
OG0000620	Utg323448_67	WP_010943481.1
OG0000621	Utg323448_68	WP_010943480.1
OG0000622	Utg323262_150	WP_010941527.1
OG0000623	Utg323074_128	WP_010943723.1
OG0000624	Utg323152_218	WP_010943850.1
OG0000625	Utg323152_219	WP_010943851.1
OG0000626	Utg324810_60	WP_010940760.1
OG0000627	Utg323448_100	WP_010942106.1
OG0000628	Utg323180_312	WP_010942919.1
OG0000629	Utg323632_1, Utg323316_98	WP_010941252.1
OG0000630	Utg323300_302	WP_041914001.1
OG0000631	Utg323300_300	WP_276524825.1
OG0000632	Utg323392_138	WP_010943180.1
OG0000633	Utg323180_584	WP_010942373.1
OG0000634	Utg323074_110	WP_010943241.1
OG0000635	Utg323990_206	WP_010942450.1
OG0000637	Utg323392_155	WP_010942245.1
OG0000638	Utg323262_113	WP_010942878.1
OG0000639	Utg323152_564	WP_010942898.1
OG0000640	Utg323990_80	WP_010942897.1
OG0000642	Utg323316_136	WP_010940715.1
OG0000643	Utg323074_137	WP_010941323.1
OG0000644	Utg323300_295	WP_010941325.1
OG0000645	Utg323316_141	WP_010943691.1
OG0000646	Utg323632_108	WP_010943692.1
OG0000647	Utg323632_107	WP_010943693.1
OG0000648	Utg323632_103	WP_010943697.1
OG0000649	Utg323074_138	WP_010941322.1
OG0000650	Utg323632_350	WP_010943006.1
OG0000651	Utg323152_154	WP_010943016.1
OG0000652	Utg323392_225	WP_010942410.1
OG0000653	Utg323152_255	WP_010941921.1
OG0000654	Utg323140_11	WP_010942463.1
OG0000655	Utg323448_27	WP_010941209.1
OG0000656	Utg323180_692	WP_010942230.1
OG0000657	Utg323180_693	WP_010942231.1
OG0000658	Utg323180_697	WP_010942236.1
OG0000659	Utg323180_698	WP_010942237.1
OG0000660	Utg323632_33	WP_010943504.1
OG0000661	Utg323632_34	WP_010943505.1
OG0000663	Utg323140_228	WP_010943737.1
OG0000664	Utg323990_147	WP_010943342.1
OG0000665	Utg323140_6	WP_010943897.1
OG0000666	Utg323180_423	WP_276524820.1
OG0000667	Utg323300_165	WP_010943951.1
OG0000668	Utg323392_257	WP_010943747.1
OG0000670	Utg323632_92	WP_010941735.1
OG0000671	Utg323990_137	WP_010942874.1
OG0000672	Utg323300_313	WP_010941965.1
OG0000673	Utg323152_509	WP_010941900.1
OG0000674	Utg324548_24	WP_010941793.1
OG0000675	Utg323632_238	WP_010942418.1
OG0000676	Utg323152_254	WP_010941316.1
OG0000677	Utg323448_85	WP_010943461.1
OG0000678	Utg323448_84	WP_010943462.1
OG0000679	Utg323632_301	WP_164930419.1
OG0000680	Utg323448_39	WP_010942334.1
OG0000681	Utg323448_54	WP_010943494.1
OG0000682	Utg323448_53	WP_010943495.1
OG0000684	Utg323300_386	WP_010940790.1
OG0000685	Utg323448_77	WP_010943470.1
OG0000686	Utg323448_114	WP_010941171.1
OG0000687	Utg323448_73	WP_010943475.1
OG0000688	Utg323448_71	WP_010943477.1
OG0000689	Utg323448_70	WP_010943478.1
OG0000690	Utg323300_99	WP_010943978.1
OG0000691	Utg323448_57	WP_010943491.1
OG0000692	Utg323300_284	WP_010940678.1
OG0000693	Utg325220_116	WP_010940806.1
OG0000694	Utg323316_326	WP_010944074.1
OG0000695	Utg324810_39	WP_010942109.1
OG0000696	Utg325220_114	WP_010941175.1
OG0000697	Utg323300_348	WP_010943823.1
OG0000698	Utg323632_294	WP_010941311.1
OG0000699	Utg323632_360	WP_010941314.1
OG0000700	Utg323074_31	WP_010942509.1
OG0000701	Utg323152_442	WP_010942457.1
OG0000702	Utg323180_262	WP_010942686.1
OG0000703	Utg323300_223	WP_010943912.1
OG0000703	Utg323180_285	WP_010942663.1
OG0000704	Utg323632_111	WP_010943688.1
OG0000705	Utg323632_110	WP_010943689.1
OG0000706	Utg323632_109	WP_010943690.1
OG0000707	Utg323632_105	WP_010943694.1
OG0000708	Utg323632_98	WP_010943703.1
OG0000709	Utg323152_170	WP_010941854.1
OG0000710	Utg323632_246	WP_010942229.1
OG0000711	Utg323300_74	WP_010942353.1
OG0000712	Utg323152_217	WP_010943831.1
OG0000713	Utg323392_146	WP_010942252.1
OG0000714	Utg323392_144	WP_010942331.1
OG0000715	Utg323448_38	WP_010942333.1
OG0000716	Utg323448_40	WP_010942335.1
OG0000717	Utg323448_50	WP_010943498.1
OG0000718	Utg323448_51	WP_010943497.1
OG0000719	Utg323448_52	WP_010943496.1
OG0000720	Utg323448_55	WP_010943493.1
OG0000721	Utg323448_58	WP_010943490.1
OG0000722	Utg323448_61	WP_010943487.1
OG0000723	Utg323448_64	WP_010943484.1
OG0000724	Utg323448_69	WP_010943479.1
OG0000725	Utg323448_72	WP_010943476.1
OG0000726	Utg323448_74	WP_010943474.1
OG0000727	Utg323448_78	WP_010943469.1
OG0000728	Utg323448_79	WP_010943468.1
OG0000729	Utg323448_80	WP_010943467.1
OG0000730	Utg323448_81	WP_010943466.1
OG0000731	Utg323448_86	WP_010943460.1
OG0000732	Utg323448_87	WP_010943459.1
OG0000733	Utg323448_88	WP_010943458.1
OG0000734	Utg323180_700	WP_010942240.1
OG0000735	Utg323074_151	WP_010941785.1
OG0000737	Utg323180_694	WP_010942233.1
OG0000738	Utg323140_176	WP_010943606.1
OG0000739	Utg323152_227	WP_010942849.1
OG0000740	Utg323316_299	WP_010942479.1
OG0000741	Utg323300_319	WP_010942525.1
OG0000743	Utg323448_33	WP_010942133.1
OG0000744	Utg323990_150	WP_010942877.1
OG0000745	Utg323392_96	WP_010940804.1
OG0000746	Utg323152_179	WP_010942838.1
OG0000747	Utg323074_132	WP_010943729.1
OG0000748	Utg323074_131	WP_010943728.1
OG0000749	Utg323180_110	WP_010943205.1
OG0000750	Utg324810_48	WP_010940975.1
OG0000751	Utg324810_51	WP_010940978.1
OG0000752	Utg323180_291	WP_010942554.1
OG0000753	Utg323152_450	WP_010943874.1
OG0000754	Utg323266_37	WP_010942540.1
OG0000755	Utg323266_36	WP_010942539.1
OG0000756	Utg323152_9	WP_010943890.1
OG0000757	Utg323316_304	WP_010943990.1
OG0000758	Utg323160_65	WP_010940682.1
OG0000759	Utg323180_268	WP_010943243.1
OG0000760	Utg323140_99	WP_010943240.1
OG0000761	Utg323266_44	WP_010942107.1
OG0000762	Utg323180_108	WP_010940819.1
OG0000763	Utg323180_107	WP_010940821.1
OG0000764	Utg323300_379	WP_010940824.1
OG0000765	Utg323152_356	WP_010941053.1, WP_010940752.1
OG0000766	Utg323160_38	WP_010942471.1
OG0000767	Utg323180_507	WP_010942868.1
OG0000768	Utg323632_232	WP_193360270.1
OG0000769	Utg323448_91	WP_010942565.1
OG0000770	Utg323448_93	WP_010942563.1
OG0000771	Utg323448_94	WP_010942562.1
OG0000772	Utg323448_95	WP_010942561.1
OG0000773	Utg323448_96	WP_010942560.1
OG0000774	Utg323448_97	WP_010942559.1
OG0000775	Utg323300_280	WP_010942908.1
OG0000776	Utg323632_74	WP_010942906.1
OG0000777	Utg323632_75	WP_010942905.1
OG0000778	Utg323180_310	WP_010942051.1, WP_010943005.1
OG0000779	Utg324548_29	WP_010942455.1
OG0000780	Utg323074_40	WP_010941248.1
OG0000781	Utg323392_152	WP_010943501.1, WP_010943424.1
OG0000782	Utg323300_390	WP_010942467.1
OG0000783	Utg323152_80	WP_010942350.1
OG0000784	Utg323140_102	WP_010942835.1
OG0000785	Utg323140_103	WP_010942834.1
OG0000787	Utg323632_68	WP_010941674.1
OG0000788	Utg323316_75, Utg323316_74	WP_010942131.1
OG0000789	Utg323632_245	WP_010942247.1
OG0000790	Utg323300_297	WP_010942870.1
OG0000791	Utg323180_99	WP_010941878.1
OG0000792	Utg323632_247	WP_010942227.1
OG0000793	Utg323180_665	WP_010942644.1
OG0000794	Utg323152_166	WP_010941772.1
OG0000795	Utg324548_10	WP_010942865.1
OG0000796	Utg323392_226	WP_010942409.1
OG0000797	Utg323152_78	WP_010942411.1
OG0000798	Utg323140_157	WP_010943257.1, WP_010941835.1
OG0000799	Utg323262_161	WP_010943258.1
OG0000800	Utg323300_103	WP_010942281.1
OG0000801	Utg323632_142	WP_010943004.1
OG0000802	Utg323152_508	WP_010943507.1
OG0000803	Utg323632_49	WP_010943508.1
OG0000804	Utg323300_114	WP_010943769.1
OG0000805	Utg323074_179	WP_010941347.1
OG0000806	Utg323160_64	WP_010940684.1
OG0000807	Utg323074_136	WP_010941324.1
OG0000808	Utg323448_113	WP_010942568.1
OG0000809	Utg323180_317	WP_010942688.1
OG0000810	Utg323392_199	WP_010942940.1
OG0000811	Utg323180_318	WP_010942581.1
OG0000812	Utg323152_454	WP_010942021.1, WP_010943943.1
OG0000813	Utg323990_217	WP_010943976.1
OG0000815	Utg323152_145	WP_010941271.1
OG0000816	Utg323160_60	WP_010942438.1
OG0000817	Utg323160_28	WP_010940708.1
OG0000818	Utg323152_392	WP_010942733.1
OG0000819	Utg323152_177	WP_010942277.1
OG0000820	Utg323160_92	WP_010941062.1
OG0000821	Utg323262_73	WP_010940768.1
OG0000822	Utg323448_19	WP_010942723.1
OG0000823	Utg323448_22	WP_010942720.1
OG0000824	Utg323140_266, Utg325220_3	WP_010941241.1
OG0000825	Utg323990_142	WP_010941242.1
OG0000827	Utg323632_335	WP_010942167.1
OG0000828	Utg323632_336	WP_010942166.1
OG0000829	Utg323632_337	WP_010942165.1
OG0000830	Utg323632_338	WP_010942164.1
OG0000831	Utg323632_339	WP_010942163.1
OG0000832	Utg323632_340	WP_193360261.1
OG0000833	Utg323632_14	WP_010941018.1
OG0000834	Utg323180_620	WP_235044855.1
OG0000835	Utg324810_42	WP_010942522.1
OG0000836	Utg323152_510	WP_010941899.1
OG0000837	Utg323074_130	WP_010943725.1
OG0000838	Utg323180_39	WP_010943895.1
OG0000839	Utg323074_139	WP_010941321.1
OG0000840	Utg323140_168	WP_010941368.1
OG0000841	Utg324810_75	WP_010940957.1
OG0000842	Utg323152_444	WP_010941268.1
OG0000843	Utg323152_225	WP_010941329.1
OG0000844	Utg323632_298	WP_010941307.1
OG0000845	Utg323632_299	WP_200858943.1
OG0000846	Utg323632_302	WP_010941303.1
OG0000847	Utg323316_302, Utg323316_303	WP_010941608.1
OG0000848	Utg323152_213	WP_010943828.1
OG0000849	Utg323180_649	WP_010943181.1
OG0000850	Utg323266_11, Utg323160_130	WP_010942529.1
OG0000851	Utg323140_191	WP_010942532.1
OG0000852	Utg323632_42	WP_010943721.1
OG0000853	Utg323632_35	WP_010943719.1
OG0000854	Utg323152_260	WP_010942178.1
OG0000855	Utg323632_31	WP_010943503.1
OG0000856	Utg323152_257	WP_010943641.1
OG0000857	Utg323632_269, Utg323990_138	WP_010941275.1
OG0000858	Utg323300_288	WP_010943026.1
OG0000859	Utg323632_3, Utg323316_96	WP_010940944.1
OG0000860	Utg323300_384	WP_010940788.1
OG0000861	Utg323632_43	WP_010944072.1
OG0000862	Utg323316_335	WP_010944073.1
OG0000863	Utg323392_26	WP_010943343.1
OG0000864	Utg323300_312	WP_010943985.1
OG0000865	Utg323140_184	WP_010940832.1
OG0000866	Utg324810_56	WP_010943896.1
OG0000867	Utg323300_342	WP_010941005.1
OG0000868	Utg323632_250	WP_010943265.1
OG0000869	Utg323448_56	WP_010943492.1
OG0000870	Utg323300_279	WP_010940695.1
OG0000871	Utg323180_699	WP_041914012.1
OG0000872	Utg323180_314	WP_010942918.1
OG0000873	Utg323632_242	WP_010943758.1
OG0000874	Utg323152_504	WP_010942555.1
OG0000875	Utg323632_38	WP_010940803.1
OG0000876	Utg323392_25	WP_010942402.1
OG0000877	Utg323180_31	WP_010941776.1
OG0000878	Utg323160_74	WP_010941797.1
OG0000879	Utg323152_205	WP_010942567.1
OG0000881	Utg323316_231	WP_010941168.1
OG0000882	Utg323262_102	WP_010941800.1
OG0000884	Utg323140_158	WP_010943256.1
OG0000885	Utg323140_247	WP_010942273.1
OG0000886	Utg323180_127	WP_010941176.1
OG0000887	Utg323300_41	WP_010940850.1
OG0000888	Utg323180_439	WP_010940920.1, WP_010942624.1
OG0000889	Utg323316_321	WP_010941682.1
OG0000890	Utg323392_107	WP_010942994.1
OG0000891	Utg323316_330	WP_010944077.1
OG0000892	Utg323632_93	WP_010941736.1
OG0000893	Utg323632_104	WP_010943696.1
OG0000894	Utg323152_386	WP_010942437.1
OG0000895	Utg323140_181	WP_193360259.1
OG0000896	Utg323632_54	WP_010942911.1
OG0000897	Utg323262_72	WP_010940769.1
OG0000898	Utg325220_118	WP_010940818.1
OG0000899	Utg323632_342	WP_010940772.1
OG0000900	Utg323262_111	WP_010942879.1
OG0000901	Utg323262_62, Utg323180_518	WP_010942380.1, WP_010942379.1
OG0000902	Utg323180_515	WP_010942383.1
OG0000903	Utg323180_514	WP_010942384.1
OG0000904	Utg323180_505	WP_010943253.1
OG0000905	Utg323392_88	WP_010942398.1
OG0000906	Utg323180_37	WP_010943893.1
OG0000908	Utg324548_11, Utg323300_215, Utg323152_191	WP_010941810.1
OG0000913	Utg323262_68	WP_010943338.1
OG0000917	Utg323300_377	WP_010941186.1, WP_010941729.1, WP_010942987.1, WP_010941731.1
OG0000919	Utg323316_318	WP_010941525.1
OG0000920	Utg323990_16	WP_274377819.1
OG0000921	Utg323316_298	WP_010942587.1
OG0000922	Utg323316_229	WP_010942658.1
OG0000924	Utg323074_191, Utg323074_212	WP_010942150.1
OG0000927	Utg323152_349	WP_010942616.1
OG0000929	Utg323074_30, Utg323074_29	WP_010941058.1
OG0000930	Utg323152_167	WP_010943684.1
OG0000931	Utg323152_71	WP_010943639.1
OG0000932	Utg323152_290	WP_010941448.1
OG0000933	Utg323152_342	WP_010943669.1
OG0000934	Utg323152_374	WP_010943664.1
OG0000935	Utg323392_48	WP_010943604.1
OG0000936	Utg323152_479	WP_010943877.1, WP_010942004.1
OG0000937	Utg323074_117	WP_235044965.1
OG0000938	Utg323140_18	WP_010943070.1
OG0000940	Utg323140_88	WP_010943154.1
OG0000941	Utg323448_32	WP_275450052.1
OG0000943	Utg323152_72	WP_010943638.1
OG0000944	Utg323632_235	WP_010940881.1
OG0000946	Utg323140_63	WP_010942981.1
OG0000946	Utg323300_26	WP_010941361.1
OG0000949	Utg323180_74	WP_010943353.1
OG0000950	Utg323180_222	WP_010941052.1, WP_010942195.1
OG0000951	Utg323266_80	WP_010941232.1
OG0000955	Utg323392_188	WP_010941480.1, WP_010942128.1
OG0000956	Utg323632_317	WP_235044856.1, WP_010942502.1, WP_010942488.1, WP_010941635.1, WP_010943350.1, WP_010943223.1
OG0000962	Utg323392_104	WP_010943826.1
OG0000963	Utg323300_382	WP_010940786.1
OG0000964	Utg323152_505	WP_010942553.1
OG0000966	Utg323262_124	WP_010943173.1
OG0000967	Utg323074_88	WP_010941771.1
OG0000968	Utg323152_222	WP_010941326.1
OG0000970	Utg323448_24	WP_010943924.1
OG0000971	Utg323140_186	WP_010940828.1
OG0000972	Utg323152_186	WP_010942579.1
OG0000974	Utg323632_293	WP_010940791.1
OG0000976	Utg323990_85	WP_010942094.1
OG0000978	Utg323448_62	WP_010943486.1
OG0000979	Utg323300_360	WP_010941686.1, WP_010943869.1
OG0000980	Utg323632_348	WP_010940742.1
OG0000981	Utg323160_41	WP_010940783.1
OG0000982	Utg323160_37	WP_010944067.1
OG0000983	Utg323632_219	WP_010941478.1
OG0000984	Utg324810_16	WP_010941114.1
OG0000985	Utg323632_24	WP_010941008.1
OG0000986	Utg323632_210	WP_010942803.1
OG0000987	Utg323152_147	WP_010941925.1
OG0000988	Utg323140_10	WP_010942336.1
OG0000989	Utg323152_150	WP_010942846.1
OG0000990	Utg323160_59	WP_010941742.1
OG0000991	Utg323140_179	WP_010940836.1
OG0000992	Utg323632_94	WP_010941737.1
OG0000995	Utg323448_75	WP_010943472.1
OG0000996	Utg323316_175	WP_010942478.1
OG0000998	Utg323152_435	WP_010942692.1
OG0001000	Utg323448_76	WP_010943471.1
OG0001001	Utg323300_401	WP_197714222.1
OG0001002	Utg323180_695	WP_010942234.1
OG0001003	Utg323990_38	WP_010942706.1
OG0001006	Utg323300_164	WP_010943952.1
OG0001007	Utg323632_244	WP_010943757.1
OG0001008	Utg323152_394	WP_010941108.1
OG0001009	Utg323152_395	WP_010941109.1
OG0001010	Utg323300_40	WP_010944060.1
OG0001012	Utg323180_475	WP_010940916.1
OG0001013	Utg323180_440	WP_010941123.1
OG0001014	Utg323632_71	WP_010942282.1
OG0001015	Utg323152_385	WP_010942436.1
OG0001016	Utg323152_384	WP_010942435.1
OG0001017	Utg323392_130	WP_010943812.1
OG0001018	Utg323180_30	WP_010941240.1
OG0001019	Utg323392_151	WP_010943423.1
OG0001020	Utg323160_24	WP_010941605.1
OG0001022	Utg323316_145	WP_010942226.1
OG0001023	Utg324810_43	WP_010943862.1
OG0001024	Utg323990_78	WP_010941469.1
OG0001026	Utg323074_108	WP_010940973.1
OG0001027	Utg323262_93	WP_010943098.1
OG0001029	Utg323632_341	WP_010940773.1
OG0001030	Utg324810_40	WP_010942303.1
OG0001031	Utg323316_83	WP_010941319.1
OG0001033	Utg323152_155	WP_010943014.1
OG0001034	Utg323160_30	WP_010943991.1
OG0001035	Utg323160_77	WP_010943994.1
OG0001036	Utg323300_378	WP_010941667.1
OG0001037	Utg323266_56, Utg323074_118	WP_010941788.1
OG0001038	Utg323300_76	WP_010942280.1
OG0001039	Utg323632_226	WP_010940814.1
OG0001040	Utg323448_98	WP_010942558.1
OG0001041	Utg323392_134	WP_010940776.1
OG0001043	Utg323140_245	WP_010942271.1
OG0001044	Utg323448_48	WP_010943500.1
OG0001046	Utg323632_291	WP_010942079.1
OG0001049	Utg323262_148	WP_010943554.1
OG0001050	Utg323632_116	WP_010943584.1
OG0001051	Utg323316_103	WP_010941971.1
OG0001052	Utg323180_63, Utg323180_64	WP_010942180.1
OG0001053	Utg323074_193	WP_010941289.1
OG0001054	Utg323632_78	WP_010942612.1
OG0001055	Utg323140_254	WP_010941926.1
OG0001057	Utg323266_53	WP_010940846.1
OG0001059	Utg325220_91	WP_010940872.1
OG0001060	Utg323632_370	WP_010942549.1
OG0001062	Utg323180_377	WP_041914004.1
OG0001065	Utg323990_218	WP_010942474.1
OG0001066	Utg323632_95	WP_010941738.1
OG0001068	Utg323152_142	WP_010941152.1
OG0001072	Utg323180_668	WP_010941057.1
OG0001076	Utg323180_109	WP_010943204.1
OG0001080	Utg323180_162	WP_235045026.1
OG0001081	Utg323266_115	WP_010943771.1
OG0001083	Utg323266_20	WP_010941934.1, WP_010943634.1
OG0001084	Utg323266_18	WP_010943632.1, WP_010941935.1
OG0001085	Utg323140_42	WP_010943586.1
OG0001086	Utg323140_41	WP_010943587.1
OG0001088	Utg323300_97	WP_010943706.1
OG0001092	Utg323300_189	WP_010943906.1
OG0001093	Utg323316_348	WP_010941431.1
OG0001096	Utg323448_116	WP_010942440.1
OG0001097	Utg323300_239	WP_010943581.1
OG0001098	Utg323180_597	WP_010943628.1
OG0001100	Utg323074_143	WP_010943977.1
OG0001101	Utg323392_147	WP_010942251.1
OG0001102	Utg323152_482	WP_010943298.1, WP_010943860.1
OG0001104	Utg323152_221	WP_010941834.1
OG0001105	Utg323152_162	WP_010942115.1
OG0001106	Utg323152_161	WP_010942114.1
OG0001108	Utg323152_74	WP_010943620.1
OG0001109	Utg323152_73	WP_010943619.1
OG0001110	Utg323152_70	WP_010943640.1
OG0001111	Utg323152_46	WP_010942343.1, WP_010940704.1
OG0001113	Utg323632_127	WP_010940774.1
OG0001114	Utg323152_320, Utg323152_319	WP_010941088.1
OG0001116	Utg323152_551	WP_010941299.1
OG0001118	Utg323632_363	WP_010941601.1
OG0001119	Utg323632_225	WP_010942058.1
OG0001120	Utg323632_40	WP_010941817.1
OG0001121	Utg323632_368	WP_010943980.1
OG0001123	Utg323316_215	WP_010941279.1
OG0001123	Utg323632_261, Utg323316_220	WP_010943142.1
OG0001124	Utg323152_163	WP_010942116.1
OG0001125	Utg323180_240	WP_010941213.1
OG0001126	Utg323180_426	WP_010943591.1
OG0001127	Utg323074_24	WP_010941204.1
OG0001128	Utg323074_95	WP_010942570.1
OG0001130	Utg323180_461	WP_010941950.1
OG0001143	Utg323180_198	WP_010943899.1
OG0001144	Utg323140_97	WP_010942446.1
OG0001145	Utg323074_133	WP_010941181.1
OG0001148	Utg323300_455	WP_010943075.1
OG0001152	Utg323632_333	WP_041914011.1
OG0001154	Utg323300_318	WP_010942520.1
OG0001155	Utg323152_136	WP_010943078.1
OG0001156	Utg323632_376	WP_010941291.1
OG0001157	Utg323160_20	WP_010943447.1
OG0001159	Utg323180_316	WP_010941902.1
OG0001160	Utg323140_8	WP_010942729.1
OG0001161	Utg323392_145	WP_010942330.1
OG0001165	Utg323180_603	WP_010944063.1
OG0001166	Utg323990_176	WP_010942668.1
OG0001169	Utg323180_479	WP_010941125.1
OG0001171	Utg324810_89	WP_010943433.1
OG0001172	Utg323160_16	WP_010943445.1
OG0001173	Utg323160_17	WP_010943446.1
OG0001174	Utg324810_87	WP_010943426.1
OG0001175	Utg323316_80	WP_193360272.1
OG0001178	Utg323152_331	WP_010943678.1
OG0001179	Utg323180_524	WP_010942439.1
OG0001182	Utg323300_109	WP_010942518.1
OG0001183	Utg323316_130	WP_010941787.1
OG0001186	Utg323300_247	WP_010942966.1
OG0001187	Utg323140_163	WP_010940869.1
OG0001189	Utg323180_66	WP_010942182.1
OG0001191	Utg323140_251	WP_010943351.1
OG0001192	Utg323632_281	WP_010942370.1
OG0001194	Utg323316_77	WP_010942121.1
OG0001197	Utg323180_696	WP_010942235.1
OG0001198	Utg323180_663	WP_010943183.1
OG0001199	Utg323180_634	WP_010943762.1
OG0001200	Utg323180_517	WP_010942381.1
OG0001204	Utg323152_110	WP_010943052.1
OG0001205	Utg323152_107, Utg323152_109, Utg323152_108	WP_010943051.1
OG0001209	Utg323140_89	WP_010943158.1
OG0001212	Utg323262_125	WP_010943175.1
OG0001213	Utg323262_126	WP_010943174.1
OG0001214	Utg323300_140, Utg323180_633	WP_010942387.1
OG0001217	Utg323180_350, Utg323316_278	WP_010942067.1
OG0001219	Utg325220_70, Utg323152_112	WP_010941429.1
OG0001221	Utg325220_2, Utg323140_265	WP_010942259.1
OG0001223	Utg325220_117	WP_010940817.1
OG0001227	Utg323632_381, Utg323300_251	WP_010943863.1
OG0001229	Utg323392_249, Utg323160_73	WP_010941716.1
OG0001230	Utg323160_31	WP_010940809.1
OG0001232	Utg323300_98	WP_235044919.1
OG0001233	Utg323990_128	WP_041914028.1
OG0001239	Utg323990_155	WP_010941096.1
OG0001240	Utg323140_161	WP_010941020.1
OG0001241	Utg323300_214	WP_010941193.1
OG0001242	Utg323300_298	WP_010942871.1
OG0001244	Utg323300_327	WP_193360256.1
OG0001245	Utg323300_343	WP_010941004.1
OG0001246	Utg323300_380	WP_010940784.1
OG0001247	Utg323316_340	WP_010943502.1
OG0001248	Utg323316_314	WP_010943712.1
OG0001249	Utg323316_226	WP_010941536.1, WP_010940985.1
OG0001252	Utg323262_101	WP_010941798.1
OG0001253	Utg323262_104	WP_010941550.1
OG0001254	Utg323262_108	WP_010942907.1
OG0001255	Utg323180_661, Utg324548_4, Utg323262_212	WP_010941959.1
OG0001256	Utg324548_22	WP_010941722.1
OG0001257	Utg324548_27	WP_010940778.1
OG0001258	Utg323990_208	WP_010942452.1
OG0001259	Utg323990_207	WP_010942451.1
OG0001262	Utg323990_144	WP_010943865.1
OG0001264	Utg323990_37	WP_010941103.1
