Orthogroup	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide
OG0000391	Utg323392_139	Utg859388_80
OG0000392	Utg323140_187	Utg859432_48
OG0000393	Utg323392_115	Utg859388_122
OG0000394	Utg323632_227	Utg858432_118
OG0000395	Utg323392_102	Utg859388_134
OG0000396	Utg323316_308	Utg857046_205
OG0000397	Utg323152_152	Utg859098_263
OG0000398	Utg323316_283	Utg857046_187
OG0000399	Utg323074_27	Utg857994_19
OG0000400	Utg323074_129	Utg857994_148
OG0000401	Utg323448_26	Utg857490_22
OG0000401	Utg323152_132	Utg859098_281
OG0000402	Utg323990_13	Utg860814_307
OG0000403	Utg323392_161	Utg859388_57
OG0000404	Utg323632_90	Utg858432_29
OG0000406	Utg323632_208	Utg858432_101
OG0000408	Utg323316_309	Utg857046_206
OG0000409	Utg323152_214	Utg859098_197
OG0000409	Utg323152_215	Utg859098_196
OG0000410	Utg323180_618	Utg860814_207
OG0000412	Utg323632_307	Utg866558_8
OG0000413	Utg323632_56	Utg862138_42
OG0000414	Utg323140_130	Utg864866_32
OG0000418	Utg323632_29	Utg862138_20
OG0000419	Utg323990_112	Utg860006_86
OG0000420	Utg323392_158	Utg859388_60
OG0000422	Utg323316_306	Utg857046_203
OG0000423	Utg323152_259	Utg859098_157
OG0000424	Utg323180_488	Utg860814_75
OG0000424	Utg323990_209	Utg859236_20
OG0000425	Utg323632_72	Utg858432_11
OG0000426	Utg323152_151	Utg859098_264
OG0000427	Utg323448_41	Utg857490_6
OG0000428	Utg323392_159	Utg859388_59
OG0000429	Utg323632_282	Utg866558_37
OG0000430	Utg323152_270	Utg859098_145
OG0000430	Utg323152_281	Utg859098_134
OG0000431	Utg323392_85	Utg859388_150
OG0000432	Utg323152_538	Utg857046_240
OG0000433	Utg323316_347	Utg857046_260
OG0000434	Utg323316_227	Utg857046_132
OG0000434	Utg323180_553	Utg860814_138
OG0000437	Utg323262_143	Utg859236_103
OG0000438	Utg323152_420	Utg859982_174
OG0000439	Utg323152_408	Utg859982_185
OG0000440	Utg323152_402	Utg859982_195
OG0000441	Utg323140_50	Utg864866_104
OG0000442	Utg323152_244	Utg859098_172
OG0000443	Utg324810_34	Utg861744_142
OG0000444	Utg323152_45	Utg859098_354
OG0000445	Utg323152_295	Utg859098_121
OG0000446	Utg323152_316	Utg859098_100
OG0000447	Utg323392_129	Utg859388_92
OG0000448	Utg323152_562	Utg859982_7
OG0000451	Utg323074_46	Utg857994_40
OG0000451	Utg323266_24	Utg865370_18
OG0000453	Utg323300_394	Utg857152_117
OG0000457	Utg323140_93	Utg864866_63
OG0000458	Utg323632_292	Utg866558_25
OG0000459	Utg323152_197	Utg859098_217
OG0000460	Utg323632_251	Utg858432_142
OG0000461	Utg323266_1, Utg323180_610	Utg860814_196
OG0000462	Utg323392_157	Utg859388_61
OG0000463	Utg323152_557	Utg859982_12
OG0000464	Utg323266_64	Utg858494_63
OG0000465	Utg323316_131	Utg857046_20
OG0000466	Utg323316_143	Utg857046_29
OG0000467	Utg324810_50	Utg861744_129
OG0000468	Utg323152_550	Utg859982_19
OG0000469	Utg323300_339	Utg857152_63
OG0000470	Utg323632_217	Utg858432_109
OG0000471	Utg323180_23	Utg859750_61
OG0000472	Utg323990_82	Utg860006_132
OG0000473	Utg324810_49	Utg861744_130
OG0000474	Utg323392_19	Utg859098_439, Utg858498_4
OG0000476	Utg323448_21	Utg857490_27
OG0000477	Utg323316_316	Utg857046_213
OG0000478	Utg323316_148	Utg857046_34
OG0000479	Utg323152_47	Utg859098_352
OG0000480	Utg323448_83	Utg858494_109
OG0000481	Utg323316_184	Utg857046_84
OG0000482	Utg323300_126	Utg857300_27
OG0000485	Utg323152_48	Utg859098_351
OG0000486	Utg323152_439	Utg859982_149
OG0000487	Utg323152_216	Utg859098_195
OG0000488	Utg323160_29	Utg861744_54
OG0000489	Utg323392_46	Utg859388_187, Utg858498_21
OG0000490	Utg323180_708	Utg860814_326
OG0000491	Utg323074_142	Utg857994_162
OG0000492	Utg323180_163	Utg857152_223
OG0000493	Utg323300_317	Utg857152_45
OG0000494	Utg323300_293	Utg857152_20
OG0000495	Utg323152_176	Utg859098_239, Utg859098_238
OG0000496	Utg323632_52	Utg862138_40
OG0000497	Utg323632_236	Utg858432_129
OG0000498	Utg323632_237	Utg858432_130
OG0000499	Utg323180_506	Utg860814_96
OG0000500	Utg323448_101	Utg858494_89
OG0000501	Utg323392_55	Utg859388_178
OG0000502	Utg323152_196	Utg859098_218
OG0000503	Utg323180_35	Utg859750_73
OG0000504	Utg323180_617	Utg860814_205
OG0000505	Utg323266_72	Utg857994_68
OG0000506	Utg323152_506	Utg859982_40
OG0000507	Utg323180_43	Utg859750_83
OG0000508	Utg323300_12	Utg860006_116, Utg859076_17
OG0000509	Utg323160_78	Utg861744_21
OG0000510	Utg323180_484	Utg860814_70
OG0000511	Utg323316_346	Utg857046_259
OG0000512	Utg323074_26	Utg857994_18
OG0000514	Utg323632_76	Utg858432_18
OG0000515	Utg323152_558	Utg859982_11
OG0000516	Utg323180_611, Utg323266_2	Utg860814_197
OG0000517	Utg323262_106	Utg857076_26
OG0000519	Utg323152_229	Utg859098_182
OG0000520	Utg323392_86	Utg859388_149
OG0000521	Utg323152_146	Utg859098_269
OG0000522	Utg323152_209	Utg859098_204
OG0000523	Utg323392_227	Utg859388_10
OG0000524	Utg323160_66	Utg861744_33
OG0000525	Utg323180_243	Utg863716_65
OG0000526	Utg323180_264	Utg863716_87
OG0000527	Utg323990_77	Utg860006_135
OG0000528	Utg323316_180	Utg857046_75
OG0000529	Utg323300_351	Utg857152_76
OG0000530	Utg323632_212	Utg858432_105
OG0000531	Utg323990_111	Utg860006_87
OG0000532	Utg323990_149	Utg860006_54
OG0000533	Utg323300_299	Utg857152_27, Utg857152_26
OG0000535	Utg323180_111	Utg857152_185
OG0000537	Utg323152_226	Utg859098_185
OG0000539	Utg323180_65	Utg857152_159
OG0000540	Utg323990_215	Utg859236_26
OG0000542	Utg323300_321	Utg857152_50
OG0000543	Utg323152_153	Utg859098_262
OG0000544	Utg324810_54	Utg861744_125
OG0000545	Utg323140_9	Utg859750_15
OG0000546	Utg323140_178	Utg859432_39
OG0000547	Utg323180_527	Utg860814_120
OG0000549	Utg323392_28	Utg858498_13
OG0000550	Utg323632_387, Utg323392_263	Utg861448_9
OG0000551	Utg323180_674	Utg860814_267
OG0000552	Utg323632_58	Utg862138_51
OG0000552	Utg323074_42	Utg857994_36
OG0000553	Utg325220_97	Utg857682_87
OG0000554	Utg323300_276	Utg857152_4
OG0000555	Utg323180_103	Utg857152_177, Utg857152_176
OG0000556	Utg323152_446	Utg859982_140
OG0000556	Utg323140_140	Utg864866_18
OG0000557	Utg323180_181	Utg859432_2, Utg859982_101
OG0000559	Utg323300_249, Utg323632_385, Utg323074_34	Utg861448_61
OG0000560	Utg323074_183	Utg857994_198
OG0000561	Utg323266_17	Utg865370_11
OG0000562	Utg323160_42	Utg861744_43
OG0000563	Utg323262_167, Utg323266_71	Utg857682_124
OG0000564	Utg323392_207	Utg859750_48
OG0000566	Utg323300_374	Utg857152_97
OG0000567	Utg323152_243	Utg859098_173
OG0000568	Utg323392_178	Utg859388_45
OG0000568	Utg323152_148	Utg859098_267
OG0000569	Utg323632_362	Utg857992_12
OG0000570	Utg323316_297	Utg857046_194
OG0000571	Utg323300_101	Utg857300_49
OG0000572	Utg323152_431	Utg859982_161
OG0000575	Utg323140_189	Utg859432_50
OG0000576	Utg323266_35	Utg865370_28
OG0000577	Utg323074_28	Utg857994_20
OG0000578	Utg323160_67	Utg861744_32
OG0000579	Utg323160_81	Utg861744_19
OG0000580	Utg323180_689	Utg860814_282
OG0000581	Utg323448_49	Utg858494_143
OG0000582	Utg323140_12	Utg859750_11
OG0000583	Utg323448_37	Utg857490_11
OG0000584	Utg323316_328	Utg857046_225
OG0000585	Utg323316_329	Utg857046_226
OG0000586	Utg323316_331	Utg857046_228
OG0000587	Utg323152_245	Utg859098_170
OG0000588	Utg323316_336	Utg857046_250
OG0000589	Utg323152_565	Utg859982_4
OG0000590	Utg323316_300	Utg857046_196
OG0000591	Utg323140_180	Utg859432_41
OG0000592	Utg323152_248	Utg859098_167
OG0000593	Utg323632_96	Utg858432_36
OG0000594	Utg323300_311	Utg857152_39
OG0000595	Utg323990_151	Utg860006_52
OG0000596	Utg323152_192	Utg859098_222
OG0000597	Utg323152_175	Utg859098_240
OG0000598	Utg323632_99	Utg858432_39
OG0000599	Utg323152_223	Utg859098_188
OG0000600	Utg323180_267	Utg863716_90
OG0000601	Utg323140_185	Utg859432_46
OG0000602	Utg323152_172	Utg859098_243
OG0000603	Utg323990_83	Utg860006_130
OG0000604	Utg323180_32	Utg859750_70
OG0000605	Utg323180_276	Utg863716_99
OG0000606	Utg323266_43	Utg865370_35
OG0000607	Utg323300_283	Utg857152_11
OG0000608	Utg323180_609	Utg860814_195
OG0000609	Utg323074_153, Utg323074_152	Utg857994_166
OG0000610	Utg323448_99	Utg858494_91
OG0000611	Utg323152_250	Utg859098_165
OG0000612	Utg323632_295	Utg866558_22
OG0000613	Utg323632_296	Utg866558_21
OG0000615	Utg323448_90	Utg858494_101
OG0000616	Utg323448_92	Utg858494_99
OG0000617	Utg323448_63	Utg858494_129
OG0000618	Utg323448_65	Utg858494_127
OG0000619	Utg323448_66	Utg858494_126
OG0000620	Utg323448_67	Utg858494_125
OG0000621	Utg323448_68	Utg858494_124
OG0000622	Utg323262_150	Utg859236_96
OG0000623	Utg323074_128	Utg857994_147
OG0000624	Utg323152_218	Utg859098_193
OG0000625	Utg323152_219	Utg859098_192
OG0000626	Utg324810_60	Utg861744_118
OG0000627	Utg323448_100	Utg858494_90
OG0000628	Utg323180_312	Utg859076_34
OG0000630	Utg323300_302	Utg857152_31
OG0000631	Utg323300_300	Utg857152_28
OG0000632	Utg323392_138	Utg859388_81
OG0000633	Utg323180_584	Utg860814_165
OG0000634	Utg323074_110	Utg857994_128
OG0000635	Utg323990_206	Utg859236_17
OG0000637	Utg323392_155	Utg859388_63
OG0000638	Utg323262_113	Utg857076_19
OG0000639	Utg323152_564	Utg859982_5
OG0000640	Utg323990_80	Utg860006_133
OG0000641	Utg323632_228	Utg858432_119
OG0000642	Utg323316_136	Utg857046_24
OG0000643	Utg323074_137	Utg857994_157
OG0000644	Utg323300_295	Utg857152_22
OG0000645	Utg323316_141	Utg857046_27
OG0000646	Utg323632_108	Utg858432_47
OG0000647	Utg323632_107	Utg858432_46
OG0000648	Utg323632_103	Utg858432_43
OG0000649	Utg323074_138	Utg857994_158
OG0000650	Utg323632_350	Utg857992_20
OG0000651	Utg323152_154	Utg859098_261
OG0000652	Utg323392_225	Utg859388_12
OG0000653	Utg323152_255	Utg859098_160
OG0000654	Utg323140_11	Utg859750_12, Utg859750_13
OG0000655	Utg323448_27	Utg857490_21
OG0000656	Utg323180_692	Utg860814_287
OG0000657	Utg323180_693	Utg860814_288
OG0000658	Utg323180_697	Utg860814_293
OG0000659	Utg323180_698	Utg860814_294
OG0000660	Utg323632_33	Utg862138_23
OG0000661	Utg323632_34	Utg862138_24
OG0000662	Utg323262_165, Utg323262_164	Utg859236_80
OG0000664	Utg323990_147	Utg860006_55
OG0000665	Utg323140_6	Utg859750_18
OG0000667	Utg323300_165	Utg857300_3
OG0000668	Utg323392_257	Utg861448_16
OG0000669	Utg323160_12, Utg324810_104	Utg861744_69
OG0000670	Utg323632_92	Utg858432_31
OG0000671	Utg323990_137	Utg860006_65
OG0000672	Utg323300_313	Utg857152_41
OG0000673	Utg323152_509	Utg859982_38
OG0000674	Utg324548_24	Utg859236_45
OG0000675	Utg323632_238	Utg858432_131
OG0000676	Utg323152_254	Utg859098_162
OG0000677	Utg323448_85	Utg858494_106
OG0000678	Utg323448_84	Utg858494_107
OG0000679	Utg323632_301	Utg866558_16
OG0000680	Utg323448_39	Utg857490_9
OG0000681	Utg323448_54	Utg858494_138
OG0000682	Utg323448_53	Utg858494_139
OG0000683	Utg323990_179	Utg860006_24
OG0000684	Utg323300_386	Utg857152_110
OG0000685	Utg323448_77	Utg858494_115
OG0000686	Utg323448_114	Utg858494_58
OG0000687	Utg323448_73	Utg858494_119
OG0000688	Utg323448_71	Utg858494_121
OG0000689	Utg323448_70	Utg858494_122
OG0000690	Utg323300_99	Utg857300_51
OG0000691	Utg323448_57	Utg858494_135
OG0000692	Utg323300_284	Utg857152_13
OG0000693	Utg325220_116	Utg857682_77
OG0000694	Utg323316_326	Utg857046_223
OG0000695	Utg324810_39	Utg861744_138
OG0000696	Utg325220_114	Utg857682_78
OG0000697	Utg323300_348	Utg857152_72
OG0000698	Utg323632_294	Utg866558_23
OG0000699	Utg323632_360	Utg857992_14
OG0000700	Utg323074_31	Utg857994_23
OG0000701	Utg323152_442	Utg859982_145
OG0000702	Utg323180_262	Utg863716_85
OG0000704	Utg323632_111	Utg858432_50
OG0000705	Utg323632_110	Utg858432_49
OG0000706	Utg323632_109	Utg858432_48
OG0000707	Utg323632_105	Utg858432_45
OG0000708	Utg323632_98	Utg858432_38
OG0000709	Utg323152_170	Utg859098_244
OG0000710	Utg323632_246	Utg858432_137
OG0000711	Utg323300_74	Utg857300_58
OG0000712	Utg323152_217	Utg859098_194
OG0000713	Utg323392_146	Utg859388_72
OG0000714	Utg323392_144	Utg859388_74
OG0000715	Utg323448_38	Utg857490_10
OG0000716	Utg323448_40	Utg857490_8
OG0000717	Utg323448_50	Utg858494_142
OG0000718	Utg323448_51	Utg858494_141
OG0000719	Utg323448_52	Utg858494_140
OG0000720	Utg323448_55	Utg858494_137
OG0000721	Utg323448_58	Utg858494_134
OG0000722	Utg323448_61	Utg858494_130
OG0000723	Utg323448_64	Utg858494_128
OG0000724	Utg323448_69	Utg858494_123
OG0000725	Utg323448_72	Utg858494_120
OG0000726	Utg323448_74	Utg858494_118
OG0000727	Utg323448_78	Utg858494_114
OG0000728	Utg323448_79	Utg858494_113
OG0000729	Utg323448_80	Utg858494_112
OG0000730	Utg323448_81	Utg858494_111
OG0000731	Utg323448_86	Utg858494_105
OG0000732	Utg323448_87	Utg858494_104
OG0000733	Utg323448_88	Utg858494_103
OG0000734	Utg323180_700	Utg860814_296
OG0000735	Utg323074_151	Utg857994_165
OG0000736	Utg323180_687	Utg860814_280
OG0000737	Utg323180_694	Utg860814_290
OG0000738	Utg323140_176	Utg859432_37
OG0000739	Utg323152_227	Utg859098_184
OG0000740	Utg323316_299	Utg857046_195
OG0000741	Utg323300_319	Utg857152_47
OG0000742	Utg323316_284	Utg857046_188
OG0000743	Utg323448_33	Utg857490_15
OG0000744	Utg323990_150	Utg860006_53
OG0000745	Utg323392_96	Utg859388_139
OG0000746	Utg323152_179	Utg859098_235
OG0000747	Utg323074_132	Utg857994_151
OG0000748	Utg323074_131	Utg857994_150
OG0000749	Utg323180_110	Utg857152_184
OG0000750	Utg324810_48	Utg861744_131
OG0000751	Utg324810_51	Utg861744_128
OG0000752	Utg323180_291	Utg863716_108
OG0000753	Utg323152_450	Utg859982_134
OG0000754	Utg323266_37	Utg865370_30
OG0000755	Utg323266_36	Utg865370_29
OG0000756	Utg323152_9	Utg859098_377
OG0000757	Utg323316_304	Utg857046_201
OG0000758	Utg323160_65	Utg861744_34
OG0000759	Utg323180_268	Utg863716_91
OG0000760	Utg323140_99	Utg864866_56
OG0000761	Utg323266_44	Utg865370_36
OG0000762	Utg323180_108	Utg857152_182
OG0000763	Utg323180_107	Utg857152_181
OG0000764	Utg323300_379	Utg857152_103
OG0000765	Utg323152_356	Utg857994_216
OG0000766	Utg323160_38	Utg861744_46
OG0000767	Utg323180_507	Utg860814_97
OG0000768	Utg323632_232	Utg858432_125
OG0000769	Utg323448_91	Utg858494_100
OG0000770	Utg323448_93	Utg858494_98
OG0000771	Utg323448_94	Utg858494_97
OG0000772	Utg323448_95	Utg858494_95
OG0000773	Utg323448_96	Utg858494_94
OG0000774	Utg323448_97	Utg858494_93
OG0000775	Utg323300_280	Utg857152_8
OG0000776	Utg323632_74	Utg858432_16
OG0000777	Utg323632_75	Utg858432_17
OG0000778	Utg323180_310	Utg859076_36
OG0000779	Utg324548_29	Utg859236_39
OG0000780	Utg323074_40	Utg857994_34
OG0000781	Utg323392_152	Utg859388_66
OG0000782	Utg323300_390	Utg857152_113
OG0000783	Utg323152_80	Utg859098_319
OG0000784	Utg323140_102	Utg864866_53
OG0000785	Utg323140_103	Utg864866_52
OG0000787	Utg323632_68	Utg858432_7
OG0000789	Utg323632_245	Utg858432_136
OG0000790	Utg323300_297	Utg857152_24
OG0000791	Utg323180_99	Utg857152_172
OG0000792	Utg323632_247	Utg858432_138
OG0000793	Utg323180_665	Utg860814_257
OG0000794	Utg323152_166	Utg859098_248
OG0000795	Utg324548_10	Utg859236_57
OG0000796	Utg323392_226	Utg859388_11
OG0000797	Utg323152_78	Utg859098_321
OG0000798	Utg323140_157	Utg864866_5
OG0000799	Utg323262_161	Utg859236_84
OG0000800	Utg323300_103	Utg857300_48
OG0000801	Utg323632_142	Utg858432_94
OG0000802	Utg323152_508	Utg859982_39
OG0000803	Utg323632_49	Utg862138_37
OG0000804	Utg323300_114	Utg857300_38
OG0000805	Utg323074_179	Utg857994_194
OG0000806	Utg323160_64	Utg861744_35
OG0000807	Utg323074_136	Utg857994_156
OG0000808	Utg323448_113	Utg858494_59
OG0000809	Utg323180_317	Utg859076_29
OG0000810	Utg323392_199	Utg859388_28
OG0000811	Utg323180_318	Utg859076_28
OG0000812	Utg323152_454	Utg859982_130
OG0000813	Utg323990_217	Utg859236_28
OG0000814	Utg323180_447	Utg860814_27, Utg860814_28
OG0000815	Utg323152_145	Utg859098_270
OG0000816	Utg323160_60	Utg861744_39
OG0000817	Utg323160_28	Utg861744_55
OG0000818	Utg323152_392	Utg859982_206
OG0000819	Utg323152_177	Utg859098_237
OG0000820	Utg323160_92	Utg861744_11
OG0000820	Utg323262_88	Utg857076_46
OG0000821	Utg323262_73	Utg857076_59
OG0000822	Utg323448_19	Utg857490_29
OG0000823	Utg323448_22	Utg857490_26
OG0000825	Utg323990_142	Utg860006_60
OG0000826	Utg323180_412	Utg859098_398
OG0000827	Utg323632_335	Utg857992_34
OG0000828	Utg323632_336	Utg857992_33
OG0000829	Utg323632_337	Utg857992_32
OG0000830	Utg323632_338	Utg857992_31
OG0000831	Utg323632_339	Utg857992_30
OG0000832	Utg323632_340	Utg857992_29
OG0000833	Utg323632_14	Utg862138_6
OG0000834	Utg323180_620	Utg860814_211
OG0000835	Utg324810_42	Utg861744_136
OG0000836	Utg323152_510	Utg859982_37
OG0000837	Utg323074_130	Utg857994_149
OG0000838	Utg323180_39	Utg859750_78
OG0000839	Utg323074_139	Utg857994_159
OG0000840	Utg323140_168	Utg860006_92
OG0000841	Utg324810_75	Utg861744_104
OG0000842	Utg323152_444	Utg859982_143
OG0000843	Utg323152_225	Utg859098_186
OG0000844	Utg323632_298	Utg866558_19
OG0000845	Utg323632_299	Utg866558_18
OG0000846	Utg323632_302	Utg866558_15
OG0000847	Utg323316_302	Utg857046_199
OG0000847	Utg323316_303	Utg857046_200
OG0000848	Utg323152_213	Utg859098_198
OG0000849	Utg323180_649	Utg860814_241
OG0000850	Utg323266_11, Utg323160_130	Utg865370_6
OG0000851	Utg323140_191	Utg859432_52
OG0000852	Utg323632_42	Utg862138_31
OG0000853	Utg323632_35	Utg862138_25
OG0000854	Utg323152_260	Utg859098_156
OG0000855	Utg323632_31	Utg862138_22
OG0000856	Utg323152_257	Utg859098_158
OG0000857	Utg323632_269	Utg866558_50
OG0000857	Utg323990_138	Utg860006_64
OG0000858	Utg323300_288	Utg857152_16
OG0000860	Utg323300_384	Utg857152_108
OG0000861	Utg323632_43	Utg862138_32
OG0000862	Utg323316_335	Utg857046_249
OG0000863	Utg323392_26	Utg858498_11
OG0000864	Utg323300_312	Utg857152_40
OG0000865	Utg323140_184	Utg859432_45
OG0000866	Utg324810_56	Utg861744_123
OG0000867	Utg323300_342	Utg857152_66
OG0000868	Utg323632_250	Utg858432_141
OG0000869	Utg323448_56	Utg858494_136
OG0000870	Utg323300_279	Utg857152_7
OG0000871	Utg323180_699	Utg860814_295
OG0000872	Utg323180_314	Utg859076_32
OG0000873	Utg323632_242	Utg858432_134
OG0000874	Utg323152_504	Utg859982_42
OG0000875	Utg323632_38	Utg862138_27
OG0000876	Utg323392_25	Utg858498_10
OG0000877	Utg323180_31	Utg859750_69
OG0000878	Utg323160_74	Utg861744_25
OG0000879	Utg323152_205	Utg859098_208
OG0000880	Utg323140_268, Utg325220_62	Utg857682_177
OG0000881	Utg323316_231	Utg857046_136
OG0000882	Utg323262_102	Utg857076_30
OG0000883	Utg323262_110	Utg857076_22
OG0000884	Utg323140_158	Utg864866_4
OG0000886	Utg323180_127	Utg857152_198
OG0000887	Utg323300_41	Utg857682_127
OG0000888	Utg323180_439	Utg860814_18
OG0000889	Utg323316_321	Utg857046_218
OG0000890	Utg323392_107	Utg859388_129
OG0000891	Utg323316_330	Utg857046_227
OG0000892	Utg323632_93	Utg858432_33, Utg858432_32
OG0000893	Utg323632_104	Utg858432_44
OG0000894	Utg323152_386	Utg857300_13
OG0000895	Utg323140_181	Utg859432_42
OG0000896	Utg323632_54	Utg862138_41
OG0000897	Utg323262_72	Utg857076_60
OG0000898	Utg325220_118	Utg857682_75
OG0000899	Utg323632_342	Utg857992_27
OG0000900	Utg323262_111	Utg857076_21
OG0000901	Utg323262_62	Utg857076_69
OG0000901	Utg323180_518	Utg860814_111
OG0000902	Utg323180_515	Utg860814_108
OG0000903	Utg323180_514	Utg860814_106
OG0000904	Utg323180_505	Utg860814_95
OG0000905	Utg323392_88	Utg859388_147
OG0000906	Utg323180_37	Utg859750_75, Utg859750_76
OG0000907	Utg323180_3, Utg323140_1	Utg859750_22
OG0000909	Utg325220_65, Utg323140_271	Utg857682_174
OG0000910	Utg323266_42	Utg865370_34
OG0000912	Utg323300_398	Utg857152_121
OG0000913	Utg323262_68	Utg857076_64
OG0000914	Utg323300_115	Utg857300_37
OG0000915	Utg323300_124	Utg857300_28
OG0000916	Utg323316_195	Utg857046_100
OG0000917	Utg323300_377	Utg857152_100
OG0000918	Utg323392_56	Utg859388_177
OG0000918	Utg323180_566, Utg323180_574	Utg860814_150
OG0000919	Utg323316_318	Utg857046_215
OG0000920	Utg323990_16	Utg859098_42
OG0000922	Utg323316_229	Utg857046_134
OG0000923	Utg323316_133	Utg857046_22
OG0000924	Utg323074_191	Utg857994_207
OG0000925	Utg323990_109	Utg860006_89
OG0000925	Utg323152_422	Utg859982_172
OG0000926	Utg323074_164	Utg857046_96
OG0000928	Utg323392_136	Utg859388_85
OG0000929	Utg323074_30	Utg857994_22
OG0000929	Utg323074_29	Utg857994_21
OG0000930	Utg323152_167	Utg859098_247
OG0000931	Utg323152_71	Utg859098_329
OG0000932	Utg323152_290	Utg859098_126
OG0000933	Utg323152_342	Utg859098_75
OG0000934	Utg323152_374	Utg859076_51, Utg859098_66, Utg859098_67
OG0000935	Utg323392_48	Utg859388_184, Utg858498_24
OG0000936	Utg323152_479	Utg859982_80
OG0000937	Utg323074_117	Utg857994_136
OG0000938	Utg323392_59	Utg859388_174
OG0000939	Utg323632_214	Utg858432_107
OG0000940	Utg323140_88	Utg857076_11
OG0000941	Utg323448_32	Utg857490_16
OG0000942	Utg323152_425	Utg859982_168
OG0000943	Utg323152_72	Utg859098_328
OG0000944	Utg323632_235	Utg858432_128
OG0000945	Utg323074_92	Utg858494_22, Utg857152_253, Utg859388_163, Utg857152_260, Utg857152_252, Utg857152_258, Utg863716_3, Utg863716_2, Utg857152_255, Utg857152_261
OG0000946	Utg323140_63	Utg864866_90
OG0000946	Utg323300_26	Utg858494_6
OG0000947	Utg323152_426	Utg859982_166
OG0000948	Utg323152_427	Utg859982_165
OG0000949	Utg323180_74	Utg857152_163
OG0000951	Utg323266_80	Utg859982_106
OG0000952	Utg323266_108	Utg857682_53
OG0000953	Utg323300_282	Utg858432_81, Utg857994_74, Utg860814_48, Utg860814_177, Utg857152_241, Utg860814_37, Utg860814_42, Utg859236_127, Utg859098_8, Utg859098_9, Utg857152_10
OG0000954	Utg323392_60	Utg859388_173
OG0000954	Utg323632_229	Utg858432_121, Utg858432_120
OG0000955	Utg323392_188	Utg863716_21, Utg859388_38
OG0000956	Utg323632_317	Utg857992_41
OG0000962	Utg323392_104	Utg859388_132
OG0000963	Utg323300_382	Utg857152_106
OG0000964	Utg323152_505	Utg859982_41
OG0000966	Utg323262_124	Utg857076_3, Utg859236_131
OG0000967	Utg323074_88	Utg857994_90
OG0000968	Utg323152_222	Utg859098_189
OG0000970	Utg323448_24	Utg857490_24
OG0000971	Utg323140_186	Utg859432_47
OG0000972	Utg323152_186	Utg859098_228
OG0000974	Utg323632_293	Utg866558_24
OG0000976	Utg323990_85	Utg860006_128
OG0000977	Utg323152_39	Utg859098_362
OG0000980	Utg323632_348	Utg857992_22
OG0000981	Utg323160_41	Utg861744_44
OG0000982	Utg323160_37	Utg861744_47
OG0000983	Utg323632_219	Utg858432_111
OG0000985	Utg323632_24	Utg862138_15
OG0000986	Utg323632_210	Utg858432_104
OG0000987	Utg323152_147	Utg859098_268
OG0000988	Utg323140_10	Utg859750_14
OG0000989	Utg323152_150	Utg859098_265
OG0000990	Utg323160_59	Utg861744_40
OG0000991	Utg323140_179	Utg859432_40
OG0000992	Utg323632_94	Utg858432_34
OG0000995	Utg323448_75	Utg858494_117
OG0000996	Utg323316_175	Utg857046_68
OG0000997	Utg323074_160	Utg857994_173
OG0000997	Utg323074_177	Utg857994_192
OG0000997	Utg323074_159	Utg857994_172
OG0000998	Utg323152_435	Utg859982_156
OG0000999	Utg323180_137	Utg857152_210
OG0001000	Utg323448_76	Utg858494_116
OG0001001	Utg323300_401	Utg857152_125
OG0001002	Utg323180_695	Utg860814_291
OG0001003	Utg323990_38	Utg860006_165
OG0001004	Utg323140_68	Utg864866_85
OG0001005	Utg323140_69	Utg864866_84
OG0001006	Utg323300_164	Utg857300_4
OG0001007	Utg323632_244	Utg858432_135
OG0001008	Utg323152_394	Utg859982_204
OG0001009	Utg323152_395	Utg859982_203
OG0001011	Utg323180_292	Utg863716_109
OG0001012	Utg323180_475	Utg860814_60
OG0001013	Utg323180_440	Utg860814_19, Utg860814_20
OG0001014	Utg323632_71	Utg858432_10
OG0001017	Utg323392_130	Utg859388_91
OG0001018	Utg323180_30	Utg859750_68
OG0001019	Utg323392_151	Utg859388_67
OG0001020	Utg323160_24	Utg861744_59
OG0001022	Utg323316_145	Utg857046_31
OG0001023	Utg324810_43	Utg861744_135
OG0001024	Utg323990_78	Utg860006_134
OG0001025	Utg323316_256	Utg860814_317
OG0001025	Utg323262_12	Utg860814_308
OG0001026	Utg323074_108	Utg857994_126, Utg857994_125
OG0001027	Utg323262_93	Utg857076_42
OG0001029	Utg323632_341	Utg857992_28
OG0001030	Utg324810_40	Utg861744_137
OG0001033	Utg323152_155	Utg859098_260
OG0001034	Utg323160_30	Utg861744_53
OG0001035	Utg323160_77	Utg861744_22
OG0001036	Utg323300_378	Utg857152_101
OG0001037	Utg323074_118	Utg857994_137
OG0001038	Utg323300_76	Utg857300_56
OG0001039	Utg323632_226	Utg858432_117
OG0001040	Utg323448_98	Utg858494_92
OG0001041	Utg323392_134	Utg859388_87
OG0001045	Utg323392_222	Utg859388_15
OG0001046	Utg323632_291	Utg866558_26
OG0001047	Utg323160_128, Utg323266_9	Utg865370_4
OG0001048	Utg323632_137	Utg858432_90
OG0001049	Utg323262_148	Utg859236_98
OG0001052	Utg323180_63, Utg323180_64	Utg857152_158
OG0001053	Utg323074_193	Utg857994_209
OG0001054	Utg323632_78	Utg858432_21
