Orthogroup	Desulfocapsa_06_corrosive	Desulfovibrio vulgaris DP4
OG0000604	Utg323180_32	WP_223294672.1
OG0000605	Utg323180_276	WP_011792614.1
OG0000606	Utg323266_43	WP_010938095.1
OG0000607	Utg323300_283	WP_043629197.1
OG0000608	Utg323180_609	WP_010938113.1
OG0000609	Utg323074_152	WP_010939740.1
OG0000610	Utg323448_99	WP_043629734.1
OG0000611	Utg323152_250	WP_010940503.1
OG0000612	Utg323632_295	WP_011792682.1
OG0000613	Utg323632_296	WP_010938136.1
OG0000615	Utg323448_90	WP_010938173.1
OG0000616	Utg323448_92	WP_010938170.1
OG0000617	Utg323448_63	WP_010938599.1
OG0000618	Utg323448_65	WP_010938601.1
OG0000619	Utg323448_66	WP_010938602.1
OG0000620	Utg323448_67	WP_010938603.1
OG0000621	Utg323448_68	WP_010938604.1
OG0000622	Utg323262_150	WP_010940201.1
OG0000623	Utg323074_128	WP_011791413.1
OG0000624	Utg323152_218	WP_010938227.1
OG0000625	Utg323152_219	WP_010938226.1
OG0000626	Utg324810_60	WP_011792978.1
OG0000627	Utg323448_100	WP_011792444.1
OG0000628	Utg323180_312	WP_011792199.1
OG0000629	Utg323632_1, Utg323316_98	WP_011792088.1
OG0000630	Utg323300_302	WP_010938669.1
OG0000631	Utg323300_300	WP_010938667.1
OG0000632	Utg323392_138	WP_010937362.1
OG0000633	Utg323180_584	WP_181409338.1
OG0000634	Utg323074_110	WP_011793164.1
OG0000635	Utg323990_206	WP_010938578.1
OG0000637	Utg323392_155	WP_010938504.1
OG0000638	Utg323262_113	WP_010938199.1
OG0000639	Utg323152_564	WP_043629256.1
OG0000640	Utg323990_80	WP_010937959.1
OG0000641	Utg323632_228	WP_010938000.1
OG0000642	Utg323316_136	WP_011793050.1
OG0000643	Utg323074_137	WP_010938865.1
OG0000644	Utg323300_295	WP_011792392.1
OG0000645	Utg323316_141	WP_011792997.1
OG0000646	Utg323632_108	WP_011791805.1
OG0000647	Utg323632_107	WP_010939773.1
OG0000648	Utg323632_103	WP_010939777.1
OG0000649	Utg323074_138	WP_010938866.1
OG0000650	Utg323632_350	WP_011792870.1
OG0000651	Utg323152_154	WP_011792873.1
OG0000652	Utg323392_225	WP_010938643.1
OG0000653	Utg323152_255	WP_043629518.1
OG0000654	Utg323140_11	WP_011792650.1
OG0000655	Utg323448_27	WP_011792855.1
OG0000656	Utg323180_692	WP_010937817.1
OG0000657	Utg323180_693	WP_010937816.1
OG0000658	Utg323180_697	WP_011792851.1
OG0000659	Utg323180_698	WP_181409373.1
OG0000660	Utg323632_33	WP_010939789.1
OG0000661	Utg323632_34	WP_010939788.1
OG0000662	Utg323262_165, Utg323262_164	WP_011792821.1
OG0000663	Utg323140_228	WP_010938977.1
OG0000664	Utg323990_147	WP_223294688.1
OG0000665	Utg323140_6	WP_010938035.1
OG0000667	Utg323300_165	WP_010939263.1
OG0000670	Utg323632_92	WP_011791970.1
OG0000671	Utg323990_137	WP_010938507.1
OG0000672	Utg323300_313	WP_011791432.1
OG0000673	Utg323152_509	WP_010938823.1
OG0000674	Utg324548_24	WP_011791534.1
OG0000675	Utg323632_238	WP_011791332.1
OG0000676	Utg323152_254	WP_010938875.1
OG0000677	Utg323448_85	WP_010938622.1
OG0000678	Utg323448_84	WP_010938621.1
OG0000679	Utg323632_301	WP_010938140.1
OG0000680	Utg323448_39	WP_010938494.1
OG0000681	Utg323448_54	WP_010940187.1
OG0000682	Utg323448_53	WP_043629159.1
OG0000683	Utg323990_179	WP_010939599.1
OG0000684	Utg323300_386	WP_010938075.1
OG0000685	Utg323448_77	WP_010938614.1
OG0000686	Utg323448_114	WP_010938890.1
OG0000687	Utg323448_73	WP_010938609.1
OG0000688	Utg323448_71	WP_010938607.1
OG0000689	Utg323448_70	WP_010938606.1
OG0000690	Utg323300_99	WP_010938747.1
OG0000691	Utg323448_57	WP_010938593.1
OG0000692	Utg323300_284	WP_049758104.1
OG0000693	Utg325220_116	WP_011791337.1
OG0000694	Utg323316_326	WP_011792542.1
OG0000695	Utg324810_39	WP_011791336.1
OG0000696	Utg325220_114	WP_011791441.1
OG0000697	Utg323300_348	WP_011791481.1
OG0000698	Utg323632_294	WP_010938134.1
OG0000699	Utg323632_360	WP_011792683.1
OG0000700	Utg323074_31	WP_011792217.1
OG0000701	Utg323152_442	WP_011792484.1
OG0000702	Utg323180_262	WP_011792477.1
OG0000704	Utg323632_111	WP_010939769.1
OG0000705	Utg323632_110	WP_010939770.1
OG0000706	Utg323632_109	WP_223294677.1
OG0000707	Utg323632_105	WP_011791804.1
OG0000708	Utg323632_98	WP_010939783.1
OG0000709	Utg323152_170	WP_043629306.1
OG0000710	Utg323632_246	WP_011791775.1
OG0000711	Utg323300_74	WP_010938129.1
OG0000712	Utg323152_217	WP_010938228.1
OG0000713	Utg323392_146	WP_010938499.1
OG0000714	Utg323392_144	WP_011792505.1
OG0000715	Utg323448_38	WP_010938495.1
OG0000716	Utg323448_40	WP_010938493.1
OG0000717	Utg323448_50	WP_010940183.1
OG0000718	Utg323448_51	WP_010940184.1
OG0000719	Utg323448_52	WP_010940185.1
OG0000720	Utg323448_55	WP_011791613.1
OG0000721	Utg323448_58	WP_010938594.1
OG0000722	Utg323448_61	WP_010938597.1
OG0000723	Utg323448_64	WP_011792455.1
OG0000724	Utg323448_69	WP_010938605.1
OG0000725	Utg323448_72	WP_010938608.1
OG0000726	Utg323448_74	WP_010938610.1
OG0000727	Utg323448_78	WP_010938615.1
OG0000728	Utg323448_79	WP_010938616.1
OG0000729	Utg323448_80	WP_010938617.1
OG0000730	Utg323448_81	WP_010938618.1
OG0000731	Utg323448_86	WP_010938623.1
OG0000732	Utg323448_87	WP_010938624.1
OG0000733	Utg323448_88	WP_010938625.1
OG0000734	Utg323180_700	WP_011791926.1
OG0000735	Utg323074_151	WP_011791344.1
OG0000736	Utg323180_687	WP_011791987.1
OG0000737	Utg323180_694	WP_011792849.1
OG0000738	Utg323140_176	WP_010938947.1
OG0000739	Utg323152_227	WP_011792507.1
OG0000740	Utg323316_299	WP_010940646.1
OG0000741	Utg323300_319	WP_010939720.1
OG0000742	Utg323316_284	WP_014524672.1
OG0000743	Utg323448_33	WP_010937757.1
OG0000744	Utg323990_150	WP_010940500.1
OG0000745	Utg323392_96	WP_011792461.1
OG0000746	Utg323152_179	WP_043629470.1
OG0000747	Utg323074_132	WP_049758073.1
OG0000748	Utg323074_131	WP_010940172.1
OG0000749	Utg323180_110	WP_011792699.1
OG0000750	Utg324810_48	WP_043629133.1
OG0000751	Utg324810_51	WP_010937633.1
OG0000752	Utg323180_291	WP_010938673.1
OG0000753	Utg323152_450	WP_011792330.1
OG0000754	Utg323266_37	WP_010938914.1
OG0000755	Utg323266_36	WP_011792317.1
OG0000756	Utg323152_9	WP_011792702.1
OG0000757	Utg323316_304	WP_010937395.1
OG0000758	Utg323160_65	WP_014524181.1
OG0000759	Utg323180_268	WP_011792877.1
OG0000760	Utg323140_99	WP_010940408.1
OG0000761	Utg323266_44	WP_010938200.1
OG0000762	Utg323180_108	WP_011792572.1
OG0000763	Utg323180_107	WP_010938389.1
OG0000764	Utg323300_379	WP_011792535.1
OG0000765	Utg323152_356	WP_010937393.1
OG0000766	Utg323160_38	WP_010939096.1
OG0000767	Utg323180_507	WP_081428877.1
OG0000768	Utg323632_232	WP_010937363.1
OG0000769	Utg323448_91	WP_010938172.1
OG0000770	Utg323448_93	WP_011792660.1
OG0000771	Utg323448_94	WP_011792661.1
OG0000772	Utg323448_95	WP_010938167.1
OG0000773	Utg323448_96	WP_011792663.1
OG0000774	Utg323448_97	WP_011792664.1
OG0000775	Utg323300_280	WP_011791908.1
OG0000776	Utg323632_74	WP_011791910.1
OG0000777	Utg323632_75	WP_010939641.1
OG0000778	Utg323180_310	WP_010939500.1
OG0000779	Utg324548_29	WP_011792378.1
OG0000780	Utg323074_40	WP_011792658.1
OG0000782	Utg323300_390	WP_011792254.1
OG0000783	Utg323152_80	WP_010939719.1
OG0000784	Utg323140_102	WP_010938343.1
OG0000785	Utg323140_103	WP_010938342.1
OG0000787	Utg323632_68	WP_011791423.1
OG0000788	Utg323316_75, Utg323316_74	WP_011791827.1
OG0000789	Utg323632_245	WP_011792483.1
OG0000790	Utg323300_297	WP_011791446.1
OG0000792	Utg323632_247	WP_011791774.1
OG0000793	Utg323180_665	WP_011792862.1
OG0000794	Utg323152_166	WP_011791622.1
OG0000795	Utg324548_10	WP_011791453.1
OG0000796	Utg323392_226	WP_011792441.1
OG0000797	Utg323152_78	WP_043629431.1
OG0000798	Utg323140_157	WP_011792740.1
OG0000799	Utg323262_161	WP_011791345.1
OG0000800	Utg323300_103	WP_010937472.1
OG0000801	Utg323632_142	WP_043629175.1
OG0000802	Utg323152_508	WP_010940307.1
OG0000803	Utg323632_49	WP_011791590.1
OG0000804	Utg323300_114	WP_010937892.1
OG0000806	Utg323160_64	WP_011791474.1
OG0000807	Utg323074_136	WP_010938864.1
OG0000808	Utg323448_113	WP_010938952.1
OG0000809	Utg323180_317	WP_011792736.1
OG0000811	Utg323180_318	WP_010939094.1
OG0000813	Utg323990_217	WP_011792341.1
OG0000814	Utg323180_447	WP_011793113.1
OG0000815	Utg323152_145	WP_011791424.1
OG0000816	Utg323160_60	WP_011791479.1
OG0000817	Utg323160_28	WP_011791536.1
OG0000818	Utg323152_392	WP_011792705.1
OG0000819	Utg323152_177	WP_010940202.1
OG0000821	Utg323262_73	WP_010939675.1
OG0000822	Utg323448_19	WP_010938089.1
OG0000823	Utg323448_22	WP_010938086.1
OG0000824	Utg323140_266, Utg325220_3	WP_010939184.1
OG0000825	Utg323990_142	WP_011792161.1
OG0000827	Utg323632_335	WP_011791788.1
OG0000828	Utg323632_336	WP_010939804.1
OG0000829	Utg323632_337	WP_010939805.1
OG0000830	Utg323632_338	WP_010939806.1
OG0000831	Utg323632_339	WP_010939807.1
OG0000832	Utg323632_340	WP_010939808.1
OG0000834	Utg323180_620	WP_011792463.1
OG0000835	Utg324810_42	WP_010939342.1
OG0000836	Utg323152_510	WP_010938824.1
OG0000837	Utg323074_130	WP_010940174.1
OG0000838	Utg323180_39	WP_011792377.1
OG0000839	Utg323074_139	WP_011792343.1
OG0000840	Utg323140_168	WP_011791360.1
OG0000841	Utg324810_75	WP_010938881.1
OG0000842	Utg323152_444	WP_011792613.1
OG0000843	Utg323152_225	WP_010938257.1
OG0000844	Utg323632_298	WP_010938137.1
OG0000845	Utg323632_299	WP_010938138.1
OG0000846	Utg323632_302	WP_011792681.1
OG0000847	Utg323316_302, Utg323316_303	WP_011792495.1
OG0000848	Utg323152_213	WP_011792139.1
OG0000849	Utg323180_649	WP_010937833.1
OG0000850	Utg323266_11, Utg323160_130	WP_010938922.1
OG0000851	Utg323140_191	WP_010938919.1
OG0000852	Utg323632_42	WP_011792704.1
OG0000853	Utg323632_35	WP_011792566.1
OG0000854	Utg323152_260	WP_010937424.1
OG0000855	Utg323632_31	WP_010937798.1
OG0000856	Utg323152_257	WP_011792247.1
OG0000858	Utg323300_288	WP_010939912.1
OG0000859	Utg323632_3, Utg323316_96	WP_011791709.1
OG0000860	Utg323300_384	WP_010938077.1
OG0000861	Utg323632_43	WP_010938546.1
OG0000862	Utg323316_335	WP_011792201.1
OG0000863	Utg323392_26	WP_081428900.1
OG0000864	Utg323300_312	WP_011791790.1
OG0000865	Utg323140_184	WP_010938393.1
OG0000866	Utg324810_56	WP_011792165.1
OG0000867	Utg323300_342	WP_011791469.1
OG0000869	Utg323448_56	WP_010940189.1
OG0000870	Utg323300_279	WP_011792158.1
OG0000871	Utg323180_699	WP_010937809.1
OG0000872	Utg323180_314	WP_010939147.1
OG0000873	Utg323632_242	WP_011792149.1
OG0000874	Utg323152_504	WP_010938672.1
OG0000875	Utg323632_38	WP_010940499.1
OG0000876	Utg323392_25	WP_010938699.1
OG0000877	Utg323180_31	WP_010939186.1
OG0000878	Utg323160_74	WP_011792977.1
OG0000879	Utg323152_205	WP_258312757.1
OG0000881	Utg323316_231	WP_010939506.1
OG0000882	Utg323262_102	WP_010938252.1
OG0000883	Utg323262_110	WP_011791339.1
OG0000884	Utg323140_158	WP_010939107.1
OG0000885	Utg323140_247	WP_011791792.1
OG0000886	Utg323180_127	WP_011791527.1
OG0000887	Utg323300_41	WP_011793162.1, WP_011792895.1
OG0000888	Utg323180_439	WP_010937584.1, WP_011176621.1
OG0000889	Utg323316_321	WP_010938879.1
OG0000890	Utg323392_107	WP_011791978.1
OG0000891	Utg323316_330	WP_014524309.1
OG0000892	Utg323632_93	WP_011791971.1
OG0000893	Utg323632_104	WP_010939776.1
OG0000894	Utg323152_386	WP_011792451.1
OG0000895	Utg323140_181	WP_011792181.1
OG0000896	Utg323632_54	WP_011791906.1
OG0000897	Utg323262_72	WP_010939676.1
OG0000898	Utg325220_118	WP_011792843.1
OG0000899	Utg323632_342	WP_011791448.1
OG0000900	Utg323262_111	WP_010938197.1
OG0000902	Utg323180_515	WP_010939236.1
OG0000903	Utg323180_514	WP_011792142.1
OG0000904	Utg323180_505	WP_010939849.1
OG0000906	Utg323180_37	WP_011792375.1
OG0000907	Utg323180_3, Utg323140_1	WP_010940042.1
OG0000908	Utg324548_11, Utg323300_215, Utg323152_191	WP_011792858.1
OG0000909	Utg325220_65, Utg323140_271	WP_010938537.1
OG0000910	Utg323266_42	WP_011793179.1
OG0000912	Utg323300_43, Utg323300_398	WP_011793160.1
OG0000913	Utg323262_68	WP_011792729.1
OG0000915	Utg323300_124	WP_011792400.1
OG0000917	Utg323300_377	WP_011792886.1
OG0000918	Utg323180_396	WP_223294588.1
OG0000921	Utg323316_298	WP_010940434.1
OG0000922	Utg323316_229	WP_010939520.1
OG0000923	Utg323316_133	WP_010937348.1
OG0000924	Utg323074_191, Utg323074_212	WP_223294698.1
OG0000927	Utg323152_349	WP_011792951.1
OG0000928	Utg323392_136	WP_011792891.1
OG0000929	Utg323074_30, Utg323074_29	WP_010939086.1
OG0000931	Utg323152_71	WP_011791399.1
OG0000932	Utg323152_290	WP_011792842.1
OG0000933	Utg323152_342	WP_011792845.1
OG0000934	Utg323152_374	WP_011792666.1
OG0000935	Utg323392_48	WP_010938927.1
OG0000936	Utg323152_479	WP_010938888.1
OG0000937	Utg323074_117	WP_011791842.1
OG0000938	Utg323140_18	WP_011792370.1
OG0000938	Utg323392_59	WP_011792162.1
OG0000940	Utg323140_88	WP_011792354.1
OG0000941	Utg323990_116, Utg323448_32	WP_223294582.1
OG0000943	Utg323152_72	WP_011792636.1
OG0000944	Utg323632_235	WP_011793146.1
OG0000946	Utg323140_63	WP_011792382.1
OG0000946	Utg323300_26	WP_223294697.1
OG0000950	Utg323180_222	WP_010939670.1
OG0000951	Utg323266_80	WP_010940476.1
OG0000952	Utg323266_108	WP_010940285.1, WP_011791833.1
OG0000954	Utg323632_229	WP_010937682.1
OG0000955	Utg323392_188	WP_010940356.1
OG0000956	Utg323632_317	WP_011792474.1
OG0000962	Utg323392_104	WP_010938550.1
OG0000963	Utg323300_382	WP_010938079.1
OG0000964	Utg323152_505	WP_011791593.1
OG0000966	Utg323262_124	WP_011792905.1
OG0000967	Utg323074_88	WP_010939606.1
OG0000968	Utg323152_222	WP_010938255.1
OG0000971	Utg323140_186	WP_010938395.1
OG0000972	Utg323152_186	WP_010937628.1
OG0000974	Utg323632_293	WP_081428990.1
OG0000976	Utg323990_85	WP_011792778.1
OG0000978	Utg323448_62	WP_010938598.1
OG0000979	Utg323300_360	WP_011791977.1
OG0000980	Utg323632_348	WP_011792367.1
OG0000981	Utg323160_41	WP_011791340.1
OG0000983	Utg323632_219	WP_010940191.1
OG0000984	Utg324810_16	WP_011792238.1
OG0000985	Utg323632_24	WP_011791955.1
OG0000986	Utg323632_210	WP_011792967.1
OG0000987	Utg323152_147	WP_010938679.1
OG0000988	Utg323140_10	WP_011792649.1
OG0000989	Utg323152_150	WP_010939182.1
OG0000990	Utg323160_59	WP_011791537.1
OG0000991	Utg323140_179	WP_010938900.1
OG0000992	Utg323632_94	WP_011791972.1
OG0000995	Utg323448_75	WP_010938612.1
OG0000996	Utg323316_175	WP_010937452.1
OG0000998	Utg323152_435	WP_011792690.1
OG0000999	Utg323180_137	WP_011793046.1
OG0001000	Utg323448_76	WP_010938613.1
OG0001001	Utg323300_401	WP_043629039.1
OG0001003	Utg323990_38	WP_010939733.1
OG0001004	Utg323140_68	WP_011792332.1
OG0001005	Utg323140_69	WP_010938892.1
OG0001006	Utg323300_164	WP_010939262.1
OG0001007	Utg323632_244	WP_010939214.1
OG0001008	Utg323152_394	WP_011792606.1
OG0001009	Utg323152_395	WP_010940563.1
OG0001014	Utg323632_71	WP_010940203.1
OG0001015	Utg323152_385	WP_010938630.1
OG0001016	Utg323152_384	WP_010938631.1
OG0001017	Utg323392_130	WP_011793104.1
OG0001018	Utg323180_30	WP_010939185.1
OG0001020	Utg323160_24	WP_011787310.1
OG0001022	Utg323316_145	WP_011792252.1
OG0001023	Utg324810_43	WP_011792196.1
OG0001024	Utg323990_78	WP_010939119.1
OG0001029	Utg323632_341	WP_010940458.1
OG0001030	Utg324810_40	WP_011791335.1
OG0001031	Utg323316_83	WP_011792176.1
OG0001033	Utg323152_155	WP_011792872.1
OG0001034	Utg323160_30	WP_010939171.1
OG0001035	Utg323160_77	WP_010938110.1
OG0001038	Utg323300_76	WP_010938913.1
OG0001039	Utg323632_226	WP_010940375.1
OG0001040	Utg323448_98	WP_011792665.1
OG0001043	Utg323140_245	WP_010938965.1
OG0001044	Utg323448_48	WP_010940181.1
OG0001045	Utg323392_222	WP_011792372.1
OG0001046	Utg323632_291	WP_011792338.1
OG0001047	Utg323160_128, Utg323266_9	WP_011792791.1
OG0001048	Utg323632_137	WP_010939514.1
OG0001049	Utg323262_148	WP_010938069.1
OG0001050	Utg323632_116	WP_011792256.1
OG0001051	Utg323316_103	WP_011791463.1
OG0001053	Utg323074_193	WP_011792885.1
OG0001054	Utg323632_78	WP_011792948.1
OG0001055	Utg323140_254	WP_011791624.1
OG0001056	Utg323392_17	WP_010938831.1
OG0001058	Utg323392_223	WP_010938868.1
OG0001059	Utg325220_91	WP_010939072.1
OG0001060	Utg323632_370	WP_010938821.1
OG0001063	Utg323152_486	WP_011791498.1
OG0001065	Utg323990_218	WP_011791629.1
OG0001066	Utg323632_95	WP_010939530.1
OG0001067	Utg323152_449	WP_011792243.1
OG0001068	Utg323152_142	WP_043629168.1
OG0001070	Utg323180_313	WP_010939146.1
OG0001071	Utg323180_659, Utg323180_675	WP_011791395.1
OG0001072	Utg323180_668	WP_010939581.1
OG0001075	Utg323392_6, Utg323180_123	WP_010939385.1
OG0001076	Utg323180_109	WP_011792646.1
OG0001080	Utg323180_162	WP_010937870.1
OG0001081	Utg323266_115	WP_010940509.1
OG0001082	Utg323180_204, Utg323632_375	WP_011791611.1
OG0001083	Utg323266_20	WP_011792557.1
OG0001084	Utg323266_18	WP_011792558.1
OG0001085	Utg323140_42	WP_011792257.1
OG0001088	Utg323300_97	WP_011792380.1
OG0001091	Utg323262_84, Utg323300_135	WP_010938477.1
OG0001092	Utg323300_189	WP_011791460.1
OG0001093	Utg323316_348	WP_011793176.1
OG0001094	Utg323266_73	WP_011792090.1
OG0001096	Utg323448_116	WP_010937763.1
OG0001097	Utg323300_239	WP_010939573.1
OG0001098	Utg323180_597	WP_011791374.1, WP_011792631.1
OG0001100	Utg323074_143	WP_011791602.1
OG0001101	Utg323392_147	WP_010938871.1
OG0001102	Utg323152_482	WP_010939814.1
OG0001104	Utg323152_221	WP_011792513.1
OG0001105	Utg323152_162	WP_011792143.1
OG0001106	Utg323152_161	WP_010939231.1
OG0001108	Utg323152_74	WP_011791983.1
OG0001109	Utg323152_73	WP_011792694.1
OG0001110	Utg323152_70	WP_010938306.1
OG0001111	Utg323152_46	WP_010940360.1
OG0001112	Utg323152_291	WP_010937840.1
OG0001113	Utg323632_127	WP_010940284.1
OG0001114	Utg323152_320, Utg323152_319	WP_011793169.1
OG0001115	Utg323392_20	WP_011792562.1
OG0001116	Utg323152_551	WP_223294612.1
OG0001117	Utg323152_555	WP_011793095.1
OG0001118	Utg323632_363	WP_010938324.1
OG0001120	Utg323632_40	WP_011791315.1
OG0001121	Utg323632_368	WP_043629650.1
OG0001122	Utg323300_158, Utg323300_51	WP_223294614.1
OG0001124	Utg323152_163	WP_010939233.1
OG0001127	Utg323074_24	WP_011791607.1
OG0001130	Utg323180_461	WP_223294641.1
OG0001132	Utg323300_25	WP_010939281.1, WP_011176701.1
OG0001134	Utg324810_86, Utg324810_83	WP_011791389.1, WP_011791996.1
OG0001142	Utg323632_91	WP_010939535.1
OG0001144	Utg323140_97	WP_010939197.1
OG0001150	Utg323262_147	WP_010938957.1
OG0001152	Utg323632_333	WP_011791789.1
OG0001153	Utg324810_105, Utg323160_13	WP_011787307.1
OG0001154	Utg323300_318	WP_010937910.1
OG0001155	Utg323152_136	WP_011791562.1
OG0001157	Utg323160_20	WP_011176593.1
OG0001158	Utg323300_422	WP_011791493.1
OG0001160	Utg323140_8	WP_043629368.1
OG0001164	Utg323152_143	WP_010938296.1
OG0001167	Utg323180_420	WP_011792456.1
OG0001171	Utg324810_89	WP_011787306.1
OG0001172	Utg323160_16	WP_011787308.1
OG0001173	Utg323160_17	WP_011787309.1
OG0001174	Utg324810_87	WP_011787304.1
OG0001175	Utg323316_80	WP_010939611.1
OG0001178	Utg323152_331	WP_010940487.1
OG0001187	Utg323140_163	WP_010940539.1
OG0001188	Utg323316_71	WP_010938894.1
OG0001191	Utg323140_251	WP_081428954.1
OG0001194	Utg323316_77	WP_010940003.1
OG0001195	Utg323632_60	WP_223294667.1
OG0001196	Utg323152_389	WP_011792172.1
OG0001197	Utg323180_696	WP_011792850.1
OG0001198	Utg323180_663	WP_011791925.1
OG0001200	Utg323180_517	WP_010938903.1
OG0001202	Utg323180_259	WP_010938583.1, WP_010937996.1
OG0001203	Utg323180_214	WP_011791984.1
OG0001204	Utg323152_110	WP_011792151.1
OG0001206	Utg323180_122, Utg323392_9	WP_011792081.1
OG0001207	Utg323180_121, Utg323392_8	WP_010939380.1
OG0001208	Utg323180_44	WP_011792398.1, WP_011792695.1
OG0001209	Utg323140_89	WP_010938959.1
OG0001212	Utg323262_125	WP_011792904.1
OG0001213	Utg323262_126	WP_011792903.1
OG0001215	Utg323180_587, Utg323140_144	WP_223294587.1
OG0001216	Utg323180_160	WP_011793044.1
OG0001221	Utg325220_2, Utg323140_265	WP_011792591.1
OG0001223	Utg325220_117	WP_043629194.1
OG0001227	Utg323632_381, Utg323300_251	WP_010940235.1
OG0001228	Utg323300_168	WP_011791323.1
OG0001230	Utg323160_31	WP_011791831.1
OG0001232	Utg323300_98	WP_010938748.1
OG0001233	Utg323990_128	WP_011792786.1
OG0001236	Utg323262_79, Utg323300_136	WP_010938476.1
OG0001237	Utg323262_80, Utg323300_139	WP_223294583.1
OG0001240	Utg323140_161	WP_010938524.1
OG0001241	Utg323300_214	WP_010938745.1
OG0001242	Utg323300_298	WP_011792112.1
OG0001243	Utg323300_316	WP_010937711.1
OG0001244	Utg323300_327	WP_010938666.1
OG0001245	Utg323300_343	WP_011792632.1
OG0001246	Utg323300_380	WP_011792709.1
OG0001247	Utg323316_340	WP_011791848.1
OG0001248	Utg323316_314	WP_010938481.1
OG0001252	Utg323262_101	WP_010939940.1
OG0001253	Utg323262_104	WP_011792403.1
OG0001254	Utg323262_108	WP_010939643.1
OG0001256	Utg324548_22	WP_010938142.1
OG0001257	Utg324548_27	WP_010937806.1
OG0001258	Utg323990_208	WP_010938576.1
OG0001259	Utg323990_207	WP_010938577.1
OG0001260	Utg323990_177	WP_010938590.1
OG0001261	Utg323990_156	WP_011791573.1
OG0001262	Utg323990_144	WP_010937569.1, WP_010937449.1
OG0001263	Utg323990_114	WP_011792781.1, WP_010937994.1
OG0001264	Utg323990_37	WP_011792534.1
OG0001266	Utg323074_125	WP_081428952.1
OG0001269	Utg323152_401	WP_011791483.1
OG0001271	Utg323152_203	WP_011792191.1
OG0001272	Utg323152_190	WP_011792498.1, WP_011791995.1
OG0001274	Utg323152_173	WP_010939200.1
OG0001275	Utg323152_87	WP_010938274.1
OG0001276	Utg323152_76	WP_011791515.1
OG0001277	Utg323152_75	WP_011791516.1
OG0001278	Utg323152_68	WP_011791467.1
OG0001279	Utg323152_67	WP_011791468.1
OG0001280	Utg323152_62	WP_043629792.1
OG0001281	Utg323152_44	WP_011792104.1
OG0001282	Utg323152_43	WP_010940171.1
OG0001283	Utg323152_42	WP_011792342.1
OG0001284	Utg323152_308	WP_011793006.1, WP_011791847.1
OG0001285	Utg323152_309	WP_011787394.1, WP_011793007.1
OG0001286	Utg323152_310	WP_011176697.1, WP_010937617.1
OG0001287	Utg323152_314, Utg323152_313	WP_010938738.1
OG0001288	Utg323152_315	WP_010938737.1
OG0001289	Utg323152_327	WP_011787378.1, WP_010940491.1
OG0001290	Utg323152_328	WP_011176682.1, WP_011791425.1
OG0001292	Utg323392_24	WP_010940433.1
OG0001293	Utg323392_27	WP_010938180.1
OG0001295	Utg323152_553	WP_011792439.1
OG0001296	Utg323262_69	WP_011792728.1
OG0001297	Utg323262_70	WP_011792727.1
OG0001298	Utg323632_300	WP_010938139.1
OG0001300	Utg323316_198	WP_011792711.1
OG0001302	Utg323300_330	WP_011792553.1
OG0001303	Utg323632_288	WP_011792389.1
OG0001304	Utg323180_508	WP_011792915.1
OG0001305	Utg323180_513	WP_010940448.1
OG0001306	Utg323632_37, Utg323632_36	WP_011792567.1
OG0001308	Utg323300_381	WP_011792710.1
OG0001309	Utg323392_100	WP_011792536.1
OG0001311	Utg323074_49	WP_011791669.1
OG0001314	Utg323180_567	WP_010937896.1
OG0001317	Utg323300_421	WP_011791708.1
OG0001318	Utg323392_209	WP_011791692.1
OG0001334	Utg323160_118	WP_010938040.1
OG0001337	Utg323152_583	WP_011792071.1, WP_010939393.1
OG0001346	Utg323990_134	WP_010938652.1
OG0001352	Utg323300_353	WP_011792853.1
OG0001358	Utg323300_193	WP_011792890.1
OG0001359	Utg324810_88	WP_011787305.1
OG0001374	Utg323140_113	WP_011791946.1
OG0001375	Utg323152_237	WP_010938510.1
OG0001377	Utg323074_223, Utg323990_3	WP_011793019.1
OG0001380	Utg323152_574	WP_223294683.1
OG0001381	Utg323152_577	WP_011791349.1, WP_011792062.1
OG0001387	Utg323180_272	WP_010940624.1
OG0001393	Utg323152_579	WP_010939396.1
OG0001396	Utg323180_671, Utg323180_672	WP_043629066.1
OG0001398	Utg323180_644	WP_223294642.1
OG0001401	Utg323180_602	WP_010937640.1
OG0001403	Utg323180_260	WP_011792459.1
OG0001404	Utg323180_258	WP_010938584.1
OG0001405	Utg323180_256	WP_010938586.1
OG0001406	Utg323180_255	WP_010938587.1
OG0001412	Utg323180_134	WP_010937797.1
OG0001413	Utg323266_14	WP_011792892.1
OG0001414	Utg323180_104	WP_011793010.1
OG0001415	Utg323180_42	WP_010939693.1
OG0001416	Utg323180_24	WP_011791841.1
OG0001419	Utg323180_158	WP_011793041.1
OG0001420	Utg323180_159	WP_010937557.1
OG0001423	Utg323300_255	WP_011793125.1
OG0001424	Utg323266_21	WP_010940151.1
OG0001427	Utg323180_246	WP_011791846.1
OG0001429	Utg323160_32	WP_010939729.1
OG0001433	Utg323266_70, Utg323262_191	WP_223294685.1
OG0001434	Utg323300_79	WP_011792497.1
OG0001435	Utg323632_379	WP_010939853.1
OG0001437	Utg323140_145	WP_043629457.1
OG0001438	Utg323140_83, Utg323990_90	WP_011792706.1
OG0001439	Utg323266_41	WP_011793094.1
OG0001441	Utg323300_170	WP_223294574.1
OG0001442	Utg323300_176	WP_011792129.1
OG0001443	Utg323300_186	WP_010940441.1
