Orthogroup	Geobacter sulfurreducens PCA	Desulfovibrio vulgaris DP4
OG0000561	WP_010941936.1	WP_011792559.1
OG0000562	WP_010942208.1	WP_011792500.1
OG0000563	WP_010940852.1	WP_223294661.1
OG0000564	WP_010943156.1	WP_010939810.1
OG0000565	WP_010943557.1, WP_010943157.1	WP_011791787.1
OG0000566	WP_010941728.1, WP_010941185.1	WP_011792887.1, WP_011792888.1
OG0000567	WP_010941905.1	WP_011792529.1
OG0000568	WP_010943959.1	WP_010940570.1
OG0000569	WP_010941600.1	WP_011792578.1, WP_010938457.1
OG0000570	WP_010942880.1	WP_011792432.1
OG0000571	WP_010941269.1	WP_011792452.1
OG0000573	WP_010941979.1	WP_010939702.1, WP_010939490.1, WP_010938553.1
OG0000575	WP_010942534.1	WP_011792315.1
OG0000576	WP_010942537.1	WP_010938916.1
OG0000577	WP_010942510.1	WP_010939126.1
OG0000578	WP_010940679.1	WP_011791317.1
OG0000579	WP_010943242.1	WP_011792576.1
OG0000580	WP_010943827.1	WP_010938909.1
OG0000581	WP_010943499.1	WP_010940182.1
OG0000582	WP_010944070.1	WP_010938185.1
OG0000583	WP_010942332.1	WP_011792506.1
OG0000584	WP_010944075.1	WP_010938376.1
OG0000585	WP_010944076.1	WP_010938375.1
OG0000586	WP_010944078.1	WP_010938373.1
OG0000587	WP_010942289.1	WP_011791757.1
OG0000588	WP_010942073.1	WP_011793193.1
OG0000589	WP_010941392.1	WP_010940177.1
OG0000590	WP_010942465.1	WP_011792493.1
OG0000591	WP_010940835.1	WP_010939154.1
OG0000592	WP_010941272.1	WP_010937795.1
OG0000593	WP_010942349.1	WP_010939717.1
OG0000594	WP_010943186.1	WP_011792105.1
OG0000595	WP_010943920.1	WP_043629095.1
OG0000596	WP_235044854.1	WP_010939198.1
OG0000597	WP_010942643.1	WP_010938825.1
OG0000598	WP_010943702.1	WP_010939782.1
OG0000599	WP_010941327.1	WP_010938256.1
OG0000600	WP_010942136.1	WP_011793123.1
OG0000601	WP_010940829.1	WP_011792532.1
OG0000602	WP_010942444.1	WP_010939199.1
OG0000603	WP_010942707.1	WP_010939174.1
OG0000604	WP_010940693.1	WP_223294672.1
OG0000605	WP_010943003.1	WP_011792614.1
OG0000606	WP_010941673.1	WP_010938095.1
OG0000607	WP_010940800.1	WP_043629197.1
OG0000608	WP_010940710.1	WP_010938113.1
OG0000610	WP_010942105.1	WP_043629734.1
OG0000611	WP_010941932.1	WP_010940503.1
OG0000612	WP_010941310.1	WP_011792682.1
OG0000613	WP_010941309.1	WP_010938136.1
OG0000615	WP_010942566.1	WP_010938173.1
OG0000616	WP_010942564.1	WP_010938170.1
OG0000617	WP_010943485.1	WP_010938599.1
OG0000618	WP_010943483.1	WP_010938601.1
OG0000619	WP_010943482.1	WP_010938602.1
OG0000620	WP_010943481.1	WP_010938603.1
OG0000621	WP_010943480.1	WP_010938604.1
OG0000622	WP_010941527.1	WP_010940201.1
OG0000623	WP_010943723.1	WP_011791413.1
OG0000624	WP_010943850.1	WP_010938227.1
OG0000625	WP_010943851.1	WP_010938226.1
OG0000626	WP_010940760.1	WP_011792978.1
OG0000627	WP_010942106.1	WP_011792444.1
OG0000628	WP_010942919.1	WP_011792199.1
OG0000629	WP_010941252.1	WP_011792088.1
OG0000630	WP_041914001.1	WP_010938669.1
OG0000631	WP_276524825.1	WP_010938667.1
OG0000632	WP_010943180.1	WP_010937362.1
OG0000633	WP_010942373.1	WP_181409338.1
OG0000634	WP_010943241.1	WP_011793164.1
OG0000635	WP_010942450.1	WP_010938578.1
OG0000637	WP_010942245.1	WP_010938504.1
OG0000638	WP_010942878.1	WP_010938199.1
OG0000639	WP_010942898.1	WP_043629256.1
OG0000640	WP_010942897.1	WP_010937959.1
OG0000642	WP_010940715.1	WP_011793050.1
OG0000643	WP_010941323.1	WP_010938865.1
OG0000644	WP_010941325.1	WP_011792392.1
OG0000645	WP_010943691.1	WP_011792997.1
OG0000646	WP_010943692.1	WP_011791805.1
OG0000647	WP_010943693.1	WP_010939773.1
OG0000648	WP_010943697.1	WP_010939777.1
OG0000649	WP_010941322.1	WP_010938866.1
OG0000650	WP_010943006.1	WP_011792870.1
OG0000651	WP_010943016.1	WP_011792873.1
OG0000652	WP_010942410.1	WP_010938643.1
OG0000653	WP_010941921.1	WP_043629518.1
OG0000654	WP_010942463.1	WP_011792650.1
OG0000655	WP_010941209.1	WP_011792855.1
OG0000656	WP_010942230.1	WP_010937817.1
OG0000657	WP_010942231.1	WP_010937816.1
OG0000658	WP_010942236.1	WP_011792851.1
OG0000659	WP_010942237.1	WP_181409373.1
OG0000660	WP_010943504.1	WP_010939789.1
OG0000661	WP_010943505.1	WP_010939788.1
OG0000663	WP_010943737.1	WP_010938977.1
OG0000664	WP_010943342.1	WP_223294688.1
OG0000665	WP_010943897.1	WP_010938035.1
OG0000666	WP_276524820.1	WP_010938853.1, WP_014524388.1
OG0000667	WP_010943951.1	WP_010939263.1
OG0000670	WP_010941735.1	WP_011791970.1
OG0000671	WP_010942874.1	WP_010938507.1
OG0000672	WP_010941965.1	WP_011791432.1
OG0000673	WP_010941900.1	WP_010938823.1
OG0000674	WP_010941793.1	WP_011791534.1
OG0000675	WP_010942418.1	WP_011791332.1
OG0000676	WP_010941316.1	WP_010938875.1
OG0000677	WP_010943461.1	WP_010938622.1
OG0000678	WP_010943462.1	WP_010938621.1
OG0000679	WP_164930419.1	WP_010938140.1
OG0000680	WP_010942334.1	WP_010938494.1
OG0000681	WP_010943494.1	WP_010940187.1
OG0000682	WP_010943495.1	WP_043629159.1
OG0000684	WP_010940790.1	WP_010938075.1
OG0000685	WP_010943470.1	WP_010938614.1
OG0000686	WP_010941171.1	WP_010938890.1
OG0000687	WP_010943475.1	WP_010938609.1
OG0000688	WP_010943477.1	WP_010938607.1
OG0000689	WP_010943478.1	WP_010938606.1
OG0000690	WP_010943978.1	WP_010938747.1
OG0000691	WP_010943491.1	WP_010938593.1
OG0000692	WP_010940678.1	WP_049758104.1
OG0000693	WP_010940806.1	WP_011791337.1
OG0000694	WP_010944074.1	WP_011792542.1
OG0000695	WP_010942109.1	WP_011791336.1
OG0000696	WP_010941175.1	WP_011791441.1
OG0000697	WP_010943823.1	WP_011791481.1
OG0000698	WP_010941311.1	WP_010938134.1
OG0000699	WP_010941314.1	WP_011792683.1
OG0000700	WP_010942509.1	WP_011792217.1
OG0000701	WP_010942457.1	WP_011792484.1
OG0000702	WP_010942686.1	WP_011792477.1
OG0000704	WP_010943688.1	WP_010939769.1
OG0000705	WP_010943689.1	WP_010939770.1
OG0000706	WP_010943690.1	WP_223294677.1
OG0000707	WP_010943694.1	WP_011791804.1
OG0000708	WP_010943703.1	WP_010939783.1
OG0000709	WP_010941854.1	WP_043629306.1
OG0000710	WP_010942229.1	WP_011791775.1
OG0000711	WP_010942353.1	WP_010938129.1
OG0000712	WP_010943831.1	WP_010938228.1
OG0000713	WP_010942252.1	WP_010938499.1
OG0000714	WP_010942331.1	WP_011792505.1
OG0000715	WP_010942333.1	WP_010938495.1
OG0000716	WP_010942335.1	WP_010938493.1
OG0000717	WP_010943498.1	WP_010940183.1
OG0000718	WP_010943497.1	WP_010940184.1
OG0000719	WP_010943496.1	WP_010940185.1
OG0000720	WP_010943493.1	WP_011791613.1
OG0000721	WP_010943490.1	WP_010938594.1
OG0000722	WP_010943487.1	WP_010938597.1
OG0000723	WP_010943484.1	WP_011792455.1
OG0000724	WP_010943479.1	WP_010938605.1
OG0000725	WP_010943476.1	WP_010938608.1
OG0000726	WP_010943474.1	WP_010938610.1
OG0000727	WP_010943469.1	WP_010938615.1
OG0000728	WP_010943468.1	WP_010938616.1
OG0000729	WP_010943467.1	WP_010938617.1
OG0000730	WP_010943466.1	WP_010938618.1
OG0000731	WP_010943460.1	WP_010938623.1
OG0000732	WP_010943459.1	WP_010938624.1
OG0000733	WP_010943458.1	WP_010938625.1
OG0000734	WP_010942240.1	WP_011791926.1
OG0000735	WP_010941785.1	WP_011791344.1
OG0000736	WP_010941773.1	WP_011791987.1
OG0000737	WP_010942233.1	WP_011792849.1
OG0000738	WP_010943606.1	WP_010938947.1
OG0000739	WP_010942849.1	WP_011792507.1
OG0000740	WP_010942479.1	WP_010940646.1
OG0000741	WP_010942525.1	WP_010939720.1
OG0000743	WP_010942133.1	WP_010937757.1
OG0000744	WP_010942877.1	WP_010940500.1
OG0000745	WP_010940804.1	WP_011792461.1
OG0000746	WP_010942838.1	WP_043629470.1
OG0000747	WP_010943729.1	WP_049758073.1
OG0000748	WP_010943728.1	WP_010940172.1
OG0000749	WP_010943205.1	WP_011792699.1
OG0000750	WP_010940975.1	WP_043629133.1
OG0000751	WP_010940978.1	WP_010937633.1
OG0000752	WP_010942554.1	WP_010938673.1
OG0000753	WP_010943874.1	WP_011792330.1
OG0000754	WP_010942540.1	WP_010938914.1
OG0000755	WP_010942539.1	WP_011792317.1
OG0000756	WP_010943890.1	WP_011792702.1
OG0000757	WP_010943990.1	WP_010937395.1
OG0000758	WP_010940682.1	WP_014524181.1
OG0000759	WP_010943243.1	WP_011792877.1
OG0000760	WP_010943240.1	WP_010940408.1
OG0000761	WP_010942107.1	WP_010938200.1
OG0000762	WP_010940819.1	WP_011792572.1
OG0000763	WP_010940821.1	WP_010938389.1
OG0000764	WP_010940824.1	WP_011792535.1
OG0000765	WP_010941053.1, WP_010940752.1	WP_010937393.1
OG0000766	WP_010942471.1	WP_010939096.1
OG0000767	WP_010942868.1	WP_081428877.1
OG0000768	WP_193360270.1	WP_010937363.1
OG0000769	WP_010942565.1	WP_010938172.1
OG0000770	WP_010942563.1	WP_011792660.1
OG0000771	WP_010942562.1	WP_011792661.1
OG0000772	WP_010942561.1	WP_010938167.1
OG0000773	WP_010942560.1	WP_011792663.1
OG0000774	WP_010942559.1	WP_011792664.1
OG0000775	WP_010942908.1	WP_011791908.1
OG0000776	WP_010942906.1	WP_011791910.1
OG0000777	WP_010942905.1	WP_010939641.1
OG0000778	WP_010942051.1, WP_010943005.1	WP_010939500.1
OG0000779	WP_010942455.1	WP_011792378.1
OG0000780	WP_010941248.1	WP_011792658.1
OG0000782	WP_010942467.1	WP_011792254.1
OG0000783	WP_010942350.1	WP_010939719.1
OG0000784	WP_010942835.1	WP_010938343.1
OG0000785	WP_010942834.1	WP_010938342.1
OG0000787	WP_010941674.1	WP_011791423.1
OG0000788	WP_010942131.1	WP_011791827.1
OG0000789	WP_010942247.1	WP_011792483.1
OG0000790	WP_010942870.1	WP_011791446.1
OG0000792	WP_010942227.1	WP_011791774.1
OG0000793	WP_010942644.1	WP_011792862.1
OG0000794	WP_010941772.1	WP_011791622.1
OG0000795	WP_010942865.1	WP_011791453.1
OG0000796	WP_010942409.1	WP_011792441.1
OG0000797	WP_010942411.1	WP_043629431.1
OG0000798	WP_010943257.1, WP_010941835.1	WP_011792740.1
OG0000799	WP_010943258.1	WP_011791345.1
OG0000800	WP_010942281.1	WP_010937472.1
OG0000801	WP_010943004.1	WP_043629175.1
OG0000802	WP_010943507.1	WP_010940307.1
OG0000803	WP_010943508.1	WP_011791590.1
OG0000804	WP_010943769.1	WP_010937892.1
OG0000806	WP_010940684.1	WP_011791474.1
OG0000807	WP_010941324.1	WP_010938864.1
OG0000808	WP_010942568.1	WP_010938952.1
OG0000809	WP_010942688.1	WP_011792736.1
OG0000811	WP_010942581.1	WP_010939094.1
OG0000813	WP_010943976.1	WP_011792341.1
OG0000815	WP_010941271.1	WP_011791424.1
OG0000816	WP_010942438.1	WP_011791479.1
OG0000817	WP_010940708.1	WP_011791536.1
OG0000818	WP_010942733.1	WP_011792705.1
OG0000819	WP_010942277.1	WP_010940202.1
OG0000821	WP_010940768.1	WP_010939675.1
OG0000822	WP_010942723.1	WP_010938089.1
OG0000823	WP_010942720.1	WP_010938086.1
OG0000824	WP_010941241.1	WP_010939184.1
OG0000825	WP_010941242.1	WP_011792161.1
OG0000827	WP_010942167.1	WP_011791788.1
OG0000828	WP_010942166.1	WP_010939804.1
OG0000829	WP_010942165.1	WP_010939805.1
OG0000830	WP_010942164.1	WP_010939806.1
OG0000831	WP_010942163.1	WP_010939807.1
OG0000832	WP_193360261.1	WP_010939808.1
OG0000834	WP_235044855.1	WP_011792463.1
OG0000835	WP_010942522.1	WP_010939342.1
OG0000836	WP_010941899.1	WP_010938824.1
OG0000837	WP_010943725.1	WP_010940174.1
OG0000838	WP_010943895.1	WP_011792377.1
OG0000839	WP_010941321.1	WP_011792343.1
OG0000840	WP_010941368.1	WP_011791360.1
OG0000841	WP_010940957.1	WP_010938881.1
OG0000842	WP_010941268.1	WP_011792613.1
OG0000843	WP_010941329.1	WP_010938257.1
OG0000844	WP_010941307.1	WP_010938137.1
OG0000845	WP_200858943.1	WP_010938138.1
OG0000846	WP_010941303.1	WP_011792681.1
OG0000847	WP_010941608.1	WP_011792495.1
OG0000848	WP_010943828.1	WP_011792139.1
OG0000849	WP_010943181.1	WP_010937833.1
OG0000850	WP_010942529.1	WP_010938922.1
OG0000851	WP_010942532.1	WP_010938919.1
OG0000852	WP_010943721.1	WP_011792704.1
OG0000853	WP_010943719.1	WP_011792566.1
OG0000854	WP_010942178.1	WP_010937424.1
OG0000855	WP_010943503.1	WP_010937798.1
OG0000856	WP_010943641.1	WP_011792247.1
OG0000858	WP_010943026.1	WP_010939912.1
OG0000859	WP_010940944.1	WP_011791709.1
OG0000860	WP_010940788.1	WP_010938077.1
OG0000861	WP_010944072.1	WP_010938546.1
OG0000862	WP_010944073.1	WP_011792201.1
OG0000863	WP_010943343.1	WP_081428900.1
OG0000864	WP_010943985.1	WP_011791790.1
OG0000865	WP_010940832.1	WP_010938393.1
OG0000866	WP_010943896.1	WP_011792165.1
OG0000867	WP_010941005.1	WP_011791469.1
OG0000869	WP_010943492.1	WP_010940189.1
OG0000870	WP_010940695.1	WP_011792158.1
OG0000871	WP_041914012.1	WP_010937809.1
OG0000872	WP_010942918.1	WP_010939147.1
OG0000873	WP_010943758.1	WP_011792149.1
OG0000874	WP_010942555.1	WP_010938672.1
OG0000875	WP_010940803.1	WP_010940499.1
OG0000876	WP_010942402.1	WP_010938699.1
OG0000877	WP_010941776.1	WP_010939186.1
OG0000878	WP_010941797.1	WP_011792977.1
OG0000879	WP_010942567.1	WP_258312757.1
OG0000881	WP_010941168.1	WP_010939506.1
OG0000882	WP_010941800.1	WP_010938252.1
OG0000883	WP_010942727.1	WP_011793109.1
OG0000884	WP_010943256.1	WP_010939107.1
OG0000885	WP_010942273.1	WP_011791792.1
OG0000886	WP_010941176.1	WP_011791527.1
OG0000887	WP_010940850.1	WP_011793162.1, WP_011792895.1
OG0000888	WP_010942624.1	WP_011176621.1
OG0000889	WP_010941682.1	WP_010938879.1
OG0000890	WP_010942994.1	WP_011791978.1
OG0000891	WP_010944077.1	WP_014524309.1
OG0000892	WP_010941736.1	WP_011791971.1
OG0000893	WP_010943696.1	WP_010939776.1
OG0000894	WP_010942437.1	WP_011792451.1
OG0000895	WP_193360259.1	WP_011792181.1
OG0000896	WP_010942911.1	WP_011791906.1
OG0000897	WP_010940769.1	WP_010939676.1
OG0000898	WP_010940818.1	WP_011792843.1
OG0000899	WP_010940772.1	WP_011791448.1
OG0000900	WP_010942879.1	WP_010938197.1
OG0000902	WP_010942383.1	WP_010939236.1
OG0000903	WP_010942384.1	WP_011792142.1
OG0000904	WP_010943253.1	WP_010939849.1
OG0000906	WP_010943893.1	WP_011792375.1
OG0000908	WP_010941810.1	WP_011792858.1
OG0000913	WP_010943338.1	WP_011792729.1
OG0000917	WP_010941186.1, WP_010941729.1, WP_010942987.1, WP_010941731.1	WP_011792886.1
OG0000921	WP_010942587.1	WP_010940434.1
OG0000922	WP_010942658.1	WP_010939520.1
OG0000924	WP_010942150.1	WP_223294698.1
OG0000927	WP_010942616.1	WP_011792951.1
OG0000929	WP_010941058.1	WP_010939086.1
OG0000931	WP_010943639.1	WP_011791399.1
OG0000932	WP_010941448.1	WP_011792842.1
OG0000933	WP_010943669.1	WP_011792845.1
OG0000934	WP_010943664.1	WP_011792666.1
OG0000935	WP_010943604.1	WP_010938927.1
OG0000936	WP_010943877.1, WP_010942004.1	WP_010938888.1
OG0000937	WP_235044965.1	WP_011791842.1
OG0000938	WP_010943070.1	WP_011792370.1
OG0000940	WP_010943154.1	WP_011792354.1
OG0000941	WP_275450052.1	WP_223294582.1
OG0000943	WP_010943638.1	WP_011792636.1
OG0000944	WP_010940881.1	WP_011793146.1, WP_011787409.1
OG0000946	WP_010942981.1	WP_011792382.1
OG0000946	WP_010941361.1	WP_223294697.1
OG0000950	WP_010941052.1, WP_010942195.1	WP_010939670.1
OG0000951	WP_010941232.1	WP_010940476.1
OG0000955	WP_010941480.1, WP_010942128.1	WP_010940356.1
OG0000956	WP_235044856.1, WP_010942502.1, WP_010942488.1, WP_010941635.1, WP_010943350.1, WP_010943223.1	WP_011792474.1
OG0000961	WP_010942484.1	WP_011792502.1
OG0000962	WP_010943826.1	WP_010938550.1
OG0000963	WP_010940786.1	WP_010938079.1
OG0000964	WP_010942553.1	WP_011791593.1
OG0000965	WP_010944057.1	WP_010938115.1
OG0000966	WP_010943173.1	WP_011792905.1
OG0000967	WP_010941771.1	WP_010939606.1
OG0000968	WP_010941326.1	WP_010938255.1
OG0000969	WP_010942661.1, WP_010941044.1	WP_010938719.1
OG0000971	WP_010940828.1	WP_010938395.1
OG0000972	WP_010942579.1	WP_010937628.1
OG0000974	WP_010940791.1	WP_081428990.1
OG0000976	WP_010942094.1	WP_011792778.1
OG0000978	WP_010943486.1	WP_010938598.1
OG0000979	WP_010941686.1, WP_010943869.1	WP_011791977.1
OG0000980	WP_010940742.1	WP_011792367.1
OG0000981	WP_010940783.1	WP_011791340.1
OG0000983	WP_010941478.1	WP_010940191.1
OG0000984	WP_010941114.1	WP_011792238.1
OG0000985	WP_010941008.1	WP_011791955.1
OG0000986	WP_010942803.1	WP_011792967.1
OG0000987	WP_010941925.1	WP_010938679.1
OG0000988	WP_010942336.1	WP_011792649.1
OG0000989	WP_010942846.1	WP_010939182.1
OG0000990	WP_010941742.1	WP_011791537.1
OG0000991	WP_010940836.1	WP_010938900.1
OG0000992	WP_010941737.1	WP_011791972.1
OG0000994	WP_010943463.1	WP_010938620.1
OG0000995	WP_010943472.1	WP_010938612.1
OG0000996	WP_010942478.1	WP_010937452.1
OG0000998	WP_010942692.1	WP_011792690.1
OG0001000	WP_010943471.1	WP_010938613.1
OG0001001	WP_197714222.1	WP_043629039.1
OG0001003	WP_010942706.1	WP_010939733.1
OG0001006	WP_010943952.1	WP_010939262.1
OG0001007	WP_010943757.1	WP_010939214.1
OG0001008	WP_010941108.1	WP_011792606.1
OG0001009	WP_010941109.1	WP_010940563.1
OG0001014	WP_010942282.1	WP_010940203.1
OG0001015	WP_010942436.1	WP_010938630.1
OG0001016	WP_010942435.1	WP_010938631.1
OG0001017	WP_010943812.1	WP_011793104.1
OG0001018	WP_010941240.1	WP_010939185.1
OG0001020	WP_010941605.1	WP_011787310.1
OG0001022	WP_010942226.1	WP_011792252.1
OG0001023	WP_010943862.1	WP_011792196.1
OG0001024	WP_010941469.1	WP_010939119.1
OG0001028	WP_010942244.1	WP_010938505.1
OG0001029	WP_010940773.1	WP_010940458.1
OG0001030	WP_010942303.1	WP_011791335.1
OG0001031	WP_010941319.1	WP_011792176.1
OG0001033	WP_010943014.1	WP_011792872.1
OG0001034	WP_010943991.1	WP_010939171.1
OG0001035	WP_010943994.1	WP_010938110.1
OG0001038	WP_010942280.1	WP_010938913.1
OG0001039	WP_010940814.1	WP_010940375.1
OG0001040	WP_010942558.1	WP_011792665.1
OG0001043	WP_010942271.1	WP_010938965.1
OG0001044	WP_010943500.1	WP_010940181.1
OG0001046	WP_010942079.1	WP_011792338.1
OG0001049	WP_010943554.1	WP_010938069.1
OG0001050	WP_010943584.1	WP_011792256.1
OG0001051	WP_010941971.1	WP_011791463.1
OG0001053	WP_010941289.1	WP_011792885.1
OG0001054	WP_010942612.1	WP_011792948.1
OG0001055	WP_010941926.1	WP_011791624.1
OG0001059	WP_010940872.1	WP_010939072.1
OG0001060	WP_010942549.1	WP_010938821.1
OG0001065	WP_010942474.1	WP_011791629.1
OG0001066	WP_010941738.1	WP_010939530.1
OG0001068	WP_010941152.1	WP_043629168.1
OG0001072	WP_010941057.1	WP_010939581.1
OG0001076	WP_010943204.1	WP_011792646.1
OG0001080	WP_235045026.1	WP_010937870.1
OG0001081	WP_010943771.1	WP_010940509.1
OG0001083	WP_010941934.1, WP_010943634.1	WP_011792557.1
OG0001084	WP_010943632.1, WP_010941935.1	WP_011792558.1
OG0001085	WP_010943586.1	WP_011792257.1
OG0001088	WP_010943706.1	WP_011792380.1
OG0001089	WP_010940878.1	WP_043629731.1
OG0001092	WP_010943906.1	WP_011791460.1
OG0001093	WP_010941431.1	WP_011793176.1
OG0001096	WP_010942440.1	WP_010937763.1
OG0001097	WP_010943581.1	WP_010939573.1
OG0001098	WP_010943628.1	WP_011791374.1, WP_011792631.1
OG0001100	WP_010943977.1	WP_011791602.1
OG0001101	WP_010942251.1	WP_010938871.1
OG0001102	WP_010943298.1, WP_010943860.1	WP_010939814.1
OG0001103	WP_010942703.1	WP_011792106.1
OG0001103	WP_010942582.1	WP_011792879.1
OG0001104	WP_010941834.1	WP_011792513.1
OG0001105	WP_010942115.1	WP_011792143.1
OG0001106	WP_010942114.1	WP_010939231.1
OG0001108	WP_010943620.1	WP_011791983.1
OG0001109	WP_010943619.1	WP_011792694.1
OG0001110	WP_010943640.1	WP_010938306.1
OG0001111	WP_010942343.1, WP_010940704.1	WP_010940360.1
OG0001112	WP_010941443.1, WP_010941449.1	WP_010937840.1
OG0001113	WP_010940774.1	WP_010940284.1
OG0001114	WP_010941088.1	WP_011793169.1
OG0001116	WP_010941299.1	WP_223294612.1
OG0001118	WP_010941601.1	WP_010938324.1
OG0001120	WP_010941817.1	WP_011791315.1
OG0001121	WP_010943980.1	WP_043629650.1
OG0001124	WP_010942116.1	WP_010939233.1
OG0001127	WP_010941204.1	WP_011791607.1
OG0001130	WP_010941950.1	WP_223294641.1
OG0001136	WP_010944006.1	WP_011791366.1
OG0001144	WP_010942446.1	WP_010939197.1
OG0001147	WP_010943346.1	WP_011792541.1
OG0001149	WP_010941610.1	WP_011792240.1
OG0001152	WP_041914011.1	WP_011791789.1
OG0001154	WP_010942520.1	WP_010937910.1
OG0001155	WP_010943078.1	WP_011791562.1
OG0001157	WP_010943447.1	WP_011176593.1
OG0001160	WP_010942729.1	WP_043629368.1
OG0001163	WP_010943473.1	WP_010938611.1
OG0001171	WP_010943433.1	WP_011787306.1
OG0001172	WP_010943445.1	WP_011787308.1
OG0001173	WP_010943446.1	WP_011787309.1
OG0001174	WP_010943426.1	WP_011787304.1
OG0001175	WP_193360272.1	WP_010939611.1
OG0001178	WP_010943678.1	WP_010940487.1
OG0001180	WP_010943071.1	WP_010938205.1
OG0001181	WP_010941048.1	WP_011792642.1
OG0001187	WP_010940869.1	WP_010940539.1
OG0001191	WP_010943351.1	WP_081428954.1
OG0001194	WP_010942121.1	WP_010940003.1
OG0001197	WP_010942235.1	WP_011792850.1
OG0001198	WP_010943183.1	WP_011791925.1
OG0001199	WP_010943761.1	WP_011791416.1
OG0001200	WP_010942381.1	WP_010938903.1
OG0001204	WP_010943052.1	WP_011792151.1
OG0001209	WP_010943158.1	WP_010938959.1
OG0001212	WP_010943175.1	WP_011792904.1
OG0001213	WP_010943174.1	WP_011792903.1
OG0001221	WP_010942259.1	WP_011792591.1
OG0001223	WP_010940817.1	WP_043629194.1
OG0001227	WP_010943863.1	WP_010940235.1
OG0001230	WP_010940809.1	WP_011791831.1
OG0001232	WP_235044919.1	WP_010938748.1
OG0001233	WP_041914028.1	WP_011792786.1
OG0001240	WP_010941020.1	WP_010938524.1
OG0001241	WP_010941193.1	WP_010938745.1
OG0001242	WP_010942871.1	WP_011792112.1
OG0001244	WP_193360256.1	WP_010938666.1
OG0001245	WP_010941004.1	WP_011792632.1
OG0001246	WP_010940784.1	WP_011792709.1
OG0001247	WP_010943502.1	WP_011791848.1
OG0001248	WP_010943712.1	WP_010938481.1
OG0001252	WP_010941798.1	WP_010939940.1
OG0001253	WP_010941550.1	WP_011792403.1
OG0001254	WP_010942907.1	WP_010939643.1
OG0001256	WP_010941722.1	WP_010938142.1
OG0001257	WP_010940778.1	WP_010937806.1
OG0001258	WP_010942452.1	WP_010938576.1
OG0001259	WP_010942451.1	WP_010938577.1
OG0001262	WP_010943865.1	WP_010937569.1, WP_010937449.1
OG0001264	WP_010941103.1	WP_011792534.1
OG0001269	WP_010941842.1	WP_011791483.1
OG0001274	WP_010942443.1	WP_010939200.1
OG0001276	WP_010943629.1	WP_011791515.1
OG0001277	WP_010943636.1	WP_011791516.1
OG0001278	WP_010943622.1	WP_011791467.1
OG0001279	WP_010943623.1	WP_011791468.1
OG0001281	WP_010940701.1	WP_011792104.1
OG0001282	WP_010942068.1	WP_010940171.1
OG0001284	WP_010941079.1	WP_011791847.1
OG0001285	WP_010941080.1	WP_011787394.1, WP_011793007.1
OG0001286	WP_010941081.1	WP_011176697.1, WP_010937617.1
OG0001287	WP_010941084.1	WP_010938738.1
OG0001288	WP_010941085.1	WP_010938737.1
OG0001289	WP_010941095.1	WP_011787378.1, WP_010940491.1
OG0001290	WP_010943681.1	WP_011176682.1, WP_011791425.1
OG0001293	WP_010942578.1	WP_010938180.1
OG0001295	WP_010942365.1	WP_011792439.1
OG0001296	WP_010943339.1	WP_011792728.1
OG0001297	WP_010943340.1	WP_011792727.1
OG0001298	WP_010941305.1	WP_010938139.1
OG0001302	WP_010940816.1	WP_011792553.1
OG0001303	WP_010943854.1	WP_011792389.1
OG0001304	WP_010942867.1	WP_011792915.1
OG0001305	WP_010943918.1	WP_010940448.1
OG0001308	WP_010940785.1	WP_011792710.1
OG0001314	WP_010943404.1	WP_010937896.1
OG0001317	WP_010941865.1	WP_011791708.1
OG0001318	WP_010941174.1	WP_011791692.1
OG0001324	WP_010941238.1	WP_010937902.1, WP_011792809.1
OG0001334	WP_010941768.1	WP_010938040.1
OG0001336	WP_010941819.1	WP_190275056.1
OG0001343	WP_010941774.1, WP_010941353.1	WP_010938287.1
OG0001352	WP_010941717.1	WP_011792853.1
OG0001356	WP_010941046.1	WP_010938717.1
OG0001358	WP_010942511.1	WP_011792890.1
OG0001361	WP_235045009.1	WP_010938506.1
OG0001368	WP_010943713.1	WP_010939079.1
OG0001375	WP_010943191.1	WP_010938510.1
OG0001382	WP_010941043.1	WP_011792239.1
OG0001393	WP_010942422.1	WP_010939396.1
OG0001398	WP_010941162.1	WP_223294642.1
OG0001412	WP_010940959.1, WP_010941360.1	WP_010937797.1
OG0001413	WP_010942174.1	WP_011792892.1
OG0001423	WP_010943456.1	WP_011793125.1
OG0001424	WP_010943609.1	WP_010940151.1
OG0001434	WP_010941197.1	WP_011792497.1
OG0001435	WP_010942956.1	WP_010939853.1
OG0001437	WP_010941968.1	WP_043629457.1
OG0001441	WP_010942482.1	WP_223294574.1
OG0001442	WP_010941964.1	WP_011792129.1
OG0001443	WP_010941381.1	WP_010940441.1
OG0001453	WP_235044969.1	WP_011792163.1
OG0001455	WP_010942460.1	WP_010939726.1
OG0001464	WP_010941857.1	WP_010938762.1
OG0001465	WP_010941120.1	WP_011791464.1
OG0001466	WP_010941121.1	WP_043629201.1
OG0001468	WP_010940909.1	WP_011791975.1
OG0001474	WP_010943727.1	WP_010939529.1
OG0001475	WP_235044870.1	WP_011791921.1
OG0001477	WP_010941290.1	WP_011793139.1
OG0001478	WP_010942741.1	WP_011792085.1
OG0001482	WP_010942657.1	WP_010939113.1
OG0001486	WP_235044953.1	WP_011791686.1
