Orthogroup	Geobacter sulfurreducens PCA	Desulfocapsa_06_corrosive
OG0000520	WP_010941526.1, WP_010940890.1	Utg323392_86
OG0000521	WP_010942403.1	Utg323152_146
OG0000522	WP_010942447.1	Utg323152_209
OG0000523	WP_010941346.1, WP_010942408.1	Utg323392_227
OG0000524	WP_010940681.1	Utg323160_66
OG0000525	WP_010941564.1	Utg323180_243
OG0000526	WP_010942399.1	Utg323180_264
OG0000527	WP_010943934.1, WP_010942656.1	Utg323990_77
OG0000529	WP_010941106.1, WP_010942647.1	Utg323300_351
OG0000530	WP_010942516.1	Utg323632_211, Utg323632_212
OG0000531	WP_010942261.1, WP_010940720.1	Utg323990_111
OG0000532	WP_010940712.1, WP_010940981.1	Utg323990_149
OG0000533	WP_010942872.1	Utg323300_299
OG0000535	WP_010943192.1	Utg323180_111
OG0000537	WP_010941663.1	Utg323152_226
OG0000538	WP_010943938.1, WP_275450053.1	Utg323140_264, Utg325220_1
OG0000539	WP_010942181.1	Utg323180_65
OG0000540	WP_010942258.1	Utg323990_215, Utg323990_214
OG0000542	WP_010942538.1	Utg323300_321
OG0000543	WP_010943017.1	Utg323152_153
OG0000544	WP_010940974.1	Utg324810_54
OG0000545	WP_010943465.1	Utg323140_9
OG0000546	WP_010943608.1	Utg323140_178
OG0000547	WP_010941434.1	Utg323180_527
OG0000548	WP_010942272.1	Utg323140_246
OG0000549	WP_010941832.1	Utg323392_28
OG0000550	WP_235045013.1	Utg323632_387, Utg323392_263
OG0000551	WP_010941895.1	Utg323180_673
OG0000553	WP_010943440.1	Utg323300_184, Utg325220_97
OG0000555	WP_010941961.1	Utg323180_103
OG0000557	WP_010940926.1	Utg323180_181
OG0000560	WP_010943389.1	Utg323266_40
OG0000561	WP_010941936.1	Utg323266_17
OG0000562	WP_010942208.1	Utg323160_42
OG0000563	WP_010940852.1	Utg323262_167, Utg323266_71, Utg323152_123
OG0000564	WP_010943575.1	Utg323392_207
OG0000565	WP_010943576.1	Utg323392_208
OG0000566	WP_010941728.1, WP_010941185.1	Utg323300_374
OG0000567	WP_010944028.1, WP_010943381.1	Utg323152_243
OG0000568	WP_010943959.1	Utg323392_178, Utg323152_148
OG0000569	WP_010941600.1	Utg323632_362
OG0000570	WP_010942880.1	Utg323316_297
OG0000571	WP_010941269.1	Utg323300_101
OG0000575	WP_010942534.1	Utg323140_189
OG0000576	WP_010942537.1	Utg323266_35
OG0000577	WP_010942510.1	Utg323074_28
OG0000578	WP_010940679.1	Utg323160_67
OG0000579	WP_010943242.1	Utg323160_81
OG0000580	WP_010943827.1	Utg323180_689
OG0000581	WP_010943499.1	Utg323448_49
OG0000582	WP_010944070.1	Utg323140_12
OG0000583	WP_010942332.1	Utg323448_37
OG0000584	WP_010944075.1	Utg323316_328
OG0000585	WP_010944076.1	Utg323316_329
OG0000586	WP_010944078.1	Utg323316_331
OG0000587	WP_010942289.1	Utg323152_245
OG0000588	WP_010942073.1	Utg323316_336
OG0000589	WP_010941392.1	Utg323152_565
OG0000590	WP_010942465.1	Utg323316_300
OG0000591	WP_010940835.1	Utg323140_180
OG0000592	WP_010941272.1	Utg323152_248
OG0000593	WP_010942349.1	Utg323632_96
OG0000594	WP_010943186.1	Utg323300_311
OG0000595	WP_010943920.1	Utg323990_151
OG0000596	WP_235044854.1	Utg323152_192
OG0000597	WP_010942643.1	Utg323152_175
OG0000598	WP_010943702.1	Utg323632_99
OG0000599	WP_010941327.1	Utg323152_223
OG0000600	WP_010942136.1	Utg323180_267
OG0000601	WP_010940829.1	Utg323140_185
OG0000602	WP_010942444.1	Utg323152_172
OG0000603	WP_010942707.1	Utg323990_83
OG0000604	WP_010940693.1	Utg323180_32
OG0000605	WP_010943003.1	Utg323180_276
OG0000606	WP_010941673.1	Utg323266_43
OG0000607	WP_010940800.1	Utg323300_283
OG0000608	WP_010940710.1	Utg323180_609
OG0000610	WP_010942105.1	Utg323448_99
OG0000611	WP_010941932.1	Utg323152_250
OG0000612	WP_010941310.1	Utg323632_295
OG0000613	WP_010941309.1	Utg323632_296
OG0000614	WP_010941719.1	Utg323300_233
OG0000615	WP_010942566.1	Utg323448_90
OG0000616	WP_010942564.1	Utg323448_92
OG0000617	WP_010943485.1	Utg323448_63
OG0000618	WP_010943483.1	Utg323448_65
OG0000619	WP_010943482.1	Utg323448_66
OG0000620	WP_010943481.1	Utg323448_67
OG0000621	WP_010943480.1	Utg323448_68
OG0000622	WP_010941527.1	Utg323262_150
OG0000623	WP_010943723.1	Utg323074_128
OG0000624	WP_010943850.1	Utg323152_218
OG0000625	WP_010943851.1	Utg323152_219
OG0000626	WP_010940760.1	Utg324810_60
OG0000627	WP_010942106.1	Utg323448_100
OG0000628	WP_010942919.1	Utg323180_312
OG0000629	WP_010941252.1	Utg323632_1, Utg323316_98
OG0000630	WP_041914001.1	Utg323300_302
OG0000631	WP_276524825.1	Utg323300_300
OG0000632	WP_010943180.1	Utg323392_138
OG0000633	WP_010942373.1	Utg323180_584
OG0000634	WP_010943241.1	Utg323074_110
OG0000635	WP_010942450.1	Utg323990_206
OG0000637	WP_010942245.1	Utg323392_155
OG0000638	WP_010942878.1	Utg323262_113
OG0000639	WP_010942898.1	Utg323152_564
OG0000640	WP_010942897.1	Utg323990_80
OG0000642	WP_010940715.1	Utg323316_136
OG0000643	WP_010941323.1	Utg323074_137
OG0000644	WP_010941325.1	Utg323300_295
OG0000645	WP_010943691.1	Utg323316_141
OG0000646	WP_010943692.1	Utg323632_108
OG0000647	WP_010943693.1	Utg323632_107
OG0000648	WP_010943697.1	Utg323632_103
OG0000649	WP_010941322.1	Utg323074_138
OG0000650	WP_010943006.1	Utg323632_350
OG0000651	WP_010943016.1	Utg323152_154
OG0000652	WP_010942410.1	Utg323392_225
OG0000653	WP_010941921.1	Utg323152_255
OG0000654	WP_010942463.1	Utg323140_11
OG0000655	WP_010941209.1	Utg323448_27
OG0000656	WP_010942230.1	Utg323180_692
OG0000657	WP_010942231.1	Utg323180_693
OG0000658	WP_010942236.1	Utg323180_697
OG0000659	WP_010942237.1	Utg323180_698
OG0000660	WP_010943504.1	Utg323632_33
OG0000661	WP_010943505.1	Utg323632_34
OG0000663	WP_010943737.1	Utg323140_228
OG0000664	WP_010943342.1	Utg323990_147
OG0000665	WP_010943897.1	Utg323140_6
OG0000666	WP_276524820.1	Utg323180_423
OG0000667	WP_010943951.1	Utg323300_165
OG0000668	WP_010943747.1	Utg323392_257
OG0000670	WP_010941735.1	Utg323632_92
OG0000671	WP_010942874.1	Utg323990_137
OG0000672	WP_010941965.1	Utg323300_313
OG0000673	WP_010941900.1	Utg323152_509
OG0000674	WP_010941793.1	Utg324548_24
OG0000675	WP_010942418.1	Utg323632_238
OG0000676	WP_010941316.1	Utg323152_254
OG0000677	WP_010943461.1	Utg323448_85
OG0000678	WP_010943462.1	Utg323448_84
OG0000679	WP_164930419.1	Utg323632_301
OG0000680	WP_010942334.1	Utg323448_39
OG0000681	WP_010943494.1	Utg323448_54
OG0000682	WP_010943495.1	Utg323448_53
OG0000684	WP_010940790.1	Utg323300_386
OG0000685	WP_010943470.1	Utg323448_77
OG0000686	WP_010941171.1	Utg323448_114
OG0000687	WP_010943475.1	Utg323448_73
OG0000688	WP_010943477.1	Utg323448_71
OG0000689	WP_010943478.1	Utg323448_70
OG0000690	WP_010943978.1	Utg323300_99
OG0000691	WP_010943491.1	Utg323448_57
OG0000692	WP_010940678.1	Utg323300_284
OG0000693	WP_010940806.1	Utg325220_116
OG0000694	WP_010944074.1	Utg323316_326
OG0000695	WP_010942109.1	Utg324810_39
OG0000696	WP_010941175.1	Utg325220_114
OG0000697	WP_010943823.1	Utg323300_348
OG0000698	WP_010941311.1	Utg323632_294
OG0000699	WP_010941314.1	Utg323632_360
OG0000700	WP_010942509.1	Utg323074_31
OG0000701	WP_010942457.1	Utg323152_442
OG0000702	WP_010942686.1	Utg323180_262
OG0000703	WP_010943912.1	Utg323300_223
OG0000703	WP_010942663.1	Utg323180_285
OG0000704	WP_010943688.1	Utg323632_111
OG0000705	WP_010943689.1	Utg323632_110
OG0000706	WP_010943690.1	Utg323632_109
OG0000707	WP_010943694.1	Utg323632_105
OG0000708	WP_010943703.1	Utg323632_98
OG0000709	WP_010941854.1	Utg323152_170
OG0000710	WP_010942229.1	Utg323632_246
OG0000711	WP_010942353.1	Utg323300_74
OG0000712	WP_010943831.1	Utg323152_217
OG0000713	WP_010942252.1	Utg323392_146
OG0000714	WP_010942331.1	Utg323392_144
OG0000715	WP_010942333.1	Utg323448_38
OG0000716	WP_010942335.1	Utg323448_40
OG0000717	WP_010943498.1	Utg323448_50
OG0000718	WP_010943497.1	Utg323448_51
OG0000719	WP_010943496.1	Utg323448_52
OG0000720	WP_010943493.1	Utg323448_55
OG0000721	WP_010943490.1	Utg323448_58
OG0000722	WP_010943487.1	Utg323448_61
OG0000723	WP_010943484.1	Utg323448_64
OG0000724	WP_010943479.1	Utg323448_69
OG0000725	WP_010943476.1	Utg323448_72
OG0000726	WP_010943474.1	Utg323448_74
OG0000727	WP_010943469.1	Utg323448_78
OG0000728	WP_010943468.1	Utg323448_79
OG0000729	WP_010943467.1	Utg323448_80
OG0000730	WP_010943466.1	Utg323448_81
OG0000731	WP_010943460.1	Utg323448_86
OG0000732	WP_010943459.1	Utg323448_87
OG0000733	WP_010943458.1	Utg323448_88
OG0000734	WP_010942240.1	Utg323180_700
OG0000735	WP_010941785.1	Utg323074_151
OG0000737	WP_010942233.1	Utg323180_694
OG0000738	WP_010943606.1	Utg323140_176
OG0000739	WP_010942849.1	Utg323152_227
OG0000740	WP_010942479.1	Utg323316_299
OG0000741	WP_010942525.1	Utg323300_319
OG0000743	WP_010942133.1	Utg323448_33
OG0000744	WP_010942877.1	Utg323990_150
OG0000745	WP_010940804.1	Utg323392_96
OG0000746	WP_010942838.1	Utg323152_179
OG0000747	WP_010943729.1	Utg323074_132
OG0000748	WP_010943728.1	Utg323074_131
OG0000749	WP_010943205.1	Utg323180_110
OG0000750	WP_010940975.1	Utg324810_48
OG0000751	WP_010940978.1	Utg324810_51
OG0000752	WP_010942554.1	Utg323180_291
OG0000753	WP_010943874.1	Utg323152_450
OG0000754	WP_010942540.1	Utg323266_37
OG0000755	WP_010942539.1	Utg323266_36
OG0000756	WP_010943890.1	Utg323152_9
OG0000757	WP_010943990.1	Utg323316_304
OG0000758	WP_010940682.1	Utg323160_65
OG0000759	WP_010943243.1	Utg323180_268
OG0000760	WP_010943240.1	Utg323140_99
OG0000761	WP_010942107.1	Utg323266_44
OG0000762	WP_010940819.1	Utg323180_108
OG0000763	WP_010940821.1	Utg323180_107
OG0000764	WP_010940824.1	Utg323300_379
OG0000765	WP_010941053.1, WP_010940752.1	Utg323152_356
OG0000766	WP_010942471.1	Utg323160_38
OG0000767	WP_010942868.1	Utg323180_507
OG0000768	WP_193360270.1	Utg323632_232
OG0000769	WP_010942565.1	Utg323448_91
OG0000770	WP_010942563.1	Utg323448_93
OG0000771	WP_010942562.1	Utg323448_94
OG0000772	WP_010942561.1	Utg323448_95
OG0000773	WP_010942560.1	Utg323448_96
OG0000774	WP_010942559.1	Utg323448_97
OG0000775	WP_010942908.1	Utg323300_280
OG0000776	WP_010942906.1	Utg323632_74
OG0000777	WP_010942905.1	Utg323632_75
OG0000778	WP_010942051.1, WP_010943005.1	Utg323180_310
OG0000779	WP_010942455.1	Utg324548_29
OG0000780	WP_010941248.1	Utg323074_40
OG0000781	WP_010943501.1, WP_010943424.1	Utg323392_152
OG0000782	WP_010942467.1	Utg323300_390
OG0000783	WP_010942350.1	Utg323152_80
OG0000784	WP_010942835.1	Utg323140_102
OG0000785	WP_010942834.1	Utg323140_103
OG0000787	WP_010941674.1	Utg323632_68
OG0000788	WP_010942131.1	Utg323316_75, Utg323316_74
OG0000789	WP_010942247.1	Utg323632_245
OG0000790	WP_010942870.1	Utg323300_297
OG0000791	WP_010941878.1	Utg323180_99
OG0000792	WP_010942227.1	Utg323632_247
OG0000793	WP_010942644.1	Utg323180_665
OG0000794	WP_010941772.1	Utg323152_166
OG0000795	WP_010942865.1	Utg324548_10
OG0000796	WP_010942409.1	Utg323392_226
OG0000797	WP_010942411.1	Utg323152_78
OG0000798	WP_010943257.1, WP_010941835.1	Utg323140_157
OG0000799	WP_010943258.1	Utg323262_161
OG0000800	WP_010942281.1	Utg323300_103
OG0000801	WP_010943004.1	Utg323632_142
OG0000802	WP_010943507.1	Utg323152_508
OG0000803	WP_010943508.1	Utg323632_49
OG0000804	WP_010943769.1	Utg323300_114
OG0000805	WP_010941347.1	Utg323074_179
OG0000806	WP_010940684.1	Utg323160_64
OG0000807	WP_010941324.1	Utg323074_136
OG0000808	WP_010942568.1	Utg323448_113
OG0000809	WP_010942688.1	Utg323180_317
OG0000810	WP_010942940.1	Utg323392_199
OG0000811	WP_010942581.1	Utg323180_318
OG0000812	WP_010942021.1, WP_010943943.1	Utg323152_454
OG0000813	WP_010943976.1	Utg323990_217
OG0000815	WP_010941271.1	Utg323152_145
OG0000816	WP_010942438.1	Utg323160_60
OG0000817	WP_010940708.1	Utg323160_28
OG0000818	WP_010942733.1	Utg323152_392
OG0000819	WP_010942277.1	Utg323152_177
OG0000820	WP_010941062.1	Utg323160_92
OG0000821	WP_010940768.1	Utg323262_73
OG0000822	WP_010942723.1	Utg323448_19
OG0000823	WP_010942720.1	Utg323448_22
OG0000824	WP_010941241.1	Utg323140_266, Utg325220_3
OG0000825	WP_010941242.1	Utg323990_142
OG0000827	WP_010942167.1	Utg323632_335
OG0000828	WP_010942166.1	Utg323632_336
OG0000829	WP_010942165.1	Utg323632_337
OG0000830	WP_010942164.1	Utg323632_338
OG0000831	WP_010942163.1	Utg323632_339
OG0000832	WP_193360261.1	Utg323632_340
OG0000833	WP_010941018.1	Utg323632_14
OG0000834	WP_235044855.1	Utg323180_620
OG0000835	WP_010942522.1	Utg324810_42
OG0000836	WP_010941899.1	Utg323152_510
OG0000837	WP_010943725.1	Utg323074_130
OG0000838	WP_010943895.1	Utg323180_39
OG0000839	WP_010941321.1	Utg323074_139
OG0000840	WP_010941368.1	Utg323140_168
OG0000841	WP_010940957.1	Utg324810_75
OG0000842	WP_010941268.1	Utg323152_444
OG0000843	WP_010941329.1	Utg323152_225
OG0000844	WP_010941307.1	Utg323632_298
OG0000845	WP_200858943.1	Utg323632_299
OG0000846	WP_010941303.1	Utg323632_302
OG0000847	WP_010941608.1	Utg323316_302, Utg323316_303
OG0000848	WP_010943828.1	Utg323152_213
OG0000849	WP_010943181.1	Utg323180_649
OG0000850	WP_010942529.1	Utg323266_11, Utg323160_130
OG0000851	WP_010942532.1	Utg323140_191
OG0000852	WP_010943721.1	Utg323632_42
OG0000853	WP_010943719.1	Utg323632_35
OG0000854	WP_010942178.1	Utg323152_260
OG0000855	WP_010943503.1	Utg323632_31
OG0000856	WP_010943641.1	Utg323152_257
OG0000857	WP_010941275.1	Utg323632_269, Utg323990_138
OG0000858	WP_010943026.1	Utg323300_288
OG0000859	WP_010940944.1	Utg323632_3, Utg323316_96
OG0000860	WP_010940788.1	Utg323300_384
OG0000861	WP_010944072.1	Utg323632_43
OG0000862	WP_010944073.1	Utg323316_335
OG0000863	WP_010943343.1	Utg323392_26
OG0000864	WP_010943985.1	Utg323300_312
OG0000865	WP_010940832.1	Utg323140_184
OG0000866	WP_010943896.1	Utg324810_56
OG0000867	WP_010941005.1	Utg323300_342
OG0000868	WP_010943265.1	Utg323632_250
OG0000869	WP_010943492.1	Utg323448_56
OG0000870	WP_010940695.1	Utg323300_279
OG0000871	WP_041914012.1	Utg323180_699
OG0000872	WP_010942918.1	Utg323180_314
OG0000873	WP_010943758.1	Utg323632_242
OG0000874	WP_010942555.1	Utg323152_504
OG0000875	WP_010940803.1	Utg323632_38
OG0000876	WP_010942402.1	Utg323392_25
OG0000877	WP_010941776.1	Utg323180_31
OG0000878	WP_010941797.1	Utg323160_74
OG0000879	WP_010942567.1	Utg323152_205
OG0000881	WP_010941168.1	Utg323316_231
OG0000882	WP_010941800.1	Utg323262_102
OG0000884	WP_010943256.1	Utg323140_158
OG0000885	WP_010942273.1	Utg323140_247
OG0000886	WP_010941176.1	Utg323180_127
OG0000887	WP_010940850.1	Utg323300_41
OG0000888	WP_010940920.1, WP_010942624.1	Utg323180_439
OG0000889	WP_010941682.1	Utg323316_321
OG0000890	WP_010942994.1	Utg323392_107
OG0000891	WP_010944077.1	Utg323316_330
OG0000892	WP_010941736.1	Utg323632_93
OG0000893	WP_010943696.1	Utg323632_104
OG0000894	WP_010942437.1	Utg323152_386
OG0000895	WP_193360259.1	Utg323140_181
OG0000896	WP_010942911.1	Utg323632_54
OG0000897	WP_010940769.1	Utg323262_72
OG0000898	WP_010940818.1	Utg325220_118
OG0000899	WP_010940772.1	Utg323632_342
OG0000900	WP_010942879.1	Utg323262_111
OG0000901	WP_010942380.1, WP_010942379.1	Utg323262_62, Utg323180_518
OG0000902	WP_010942383.1	Utg323180_515
OG0000903	WP_010942384.1	Utg323180_514
OG0000904	WP_010943253.1	Utg323180_505
OG0000905	WP_010942398.1	Utg323392_88
OG0000906	WP_010943893.1	Utg323180_37
OG0000908	WP_010941810.1	Utg324548_11, Utg323300_215, Utg323152_191
OG0000913	WP_010943338.1	Utg323262_68
OG0000917	WP_010941186.1, WP_010941729.1, WP_010942987.1, WP_010941731.1	Utg323300_377
OG0000919	WP_010941525.1	Utg323316_318
OG0000920	WP_274377819.1	Utg323990_16
OG0000921	WP_010942587.1	Utg323316_298
OG0000922	WP_010942658.1	Utg323316_229
OG0000924	WP_010942150.1	Utg323074_191, Utg323074_212
OG0000927	WP_010942616.1	Utg323152_349
OG0000929	WP_010941058.1	Utg323074_30, Utg323074_29
OG0000930	WP_010943684.1	Utg323152_167
OG0000931	WP_010943639.1	Utg323152_71
OG0000932	WP_010941448.1	Utg323152_290
OG0000933	WP_010943669.1	Utg323152_342
OG0000934	WP_010943664.1	Utg323152_374
OG0000935	WP_010943604.1	Utg323392_48
OG0000936	WP_010943877.1, WP_010942004.1	Utg323152_479
OG0000937	WP_235044965.1	Utg323074_117
OG0000938	WP_010943070.1	Utg323140_18
OG0000940	WP_010943154.1	Utg323140_88
OG0000941	WP_275450052.1	Utg323448_32
OG0000943	WP_010943638.1	Utg323152_72
OG0000944	WP_010940881.1	Utg323632_235
OG0000946	WP_010942981.1	Utg323140_63
OG0000946	WP_010941361.1	Utg323300_26
OG0000949	WP_010943353.1	Utg323180_74
OG0000950	WP_010941052.1, WP_010942195.1	Utg323180_222
OG0000951	WP_010941232.1	Utg323266_80
OG0000955	WP_010941480.1, WP_010942128.1	Utg323392_188
OG0000956	WP_235044856.1, WP_010942502.1, WP_010942488.1, WP_010941635.1, WP_010943350.1, WP_010943223.1	Utg323632_317
OG0000962	WP_010943826.1	Utg323392_104
OG0000963	WP_010940786.1	Utg323300_382
OG0000964	WP_010942553.1	Utg323152_505
OG0000966	WP_010943173.1	Utg323262_124
OG0000967	WP_010941771.1	Utg323074_88
OG0000968	WP_010941326.1	Utg323152_222
OG0000970	WP_010943924.1	Utg323448_24
OG0000971	WP_010940828.1	Utg323140_186
OG0000972	WP_010942579.1	Utg323152_186
OG0000974	WP_010940791.1	Utg323632_293
OG0000976	WP_010942094.1	Utg323990_85
OG0000978	WP_010943486.1	Utg323448_62
OG0000979	WP_010941686.1, WP_010943869.1	Utg323300_360
OG0000980	WP_010940742.1	Utg323632_348
OG0000981	WP_010940783.1	Utg323160_41
OG0000982	WP_010944067.1	Utg323160_37
OG0000983	WP_010941478.1	Utg323632_219
OG0000984	WP_010941114.1	Utg324810_16
OG0000985	WP_010941008.1	Utg323632_24
OG0000986	WP_010942803.1	Utg323632_210
OG0000987	WP_010941925.1	Utg323152_147
OG0000988	WP_010942336.1	Utg323140_10
OG0000989	WP_010942846.1	Utg323152_150
OG0000990	WP_010941742.1	Utg323160_59
OG0000991	WP_010940836.1	Utg323140_179
OG0000992	WP_010941737.1	Utg323632_94
OG0000995	WP_010943472.1	Utg323448_75
OG0000996	WP_010942478.1	Utg323316_175
OG0000998	WP_010942692.1	Utg323152_435
OG0001000	WP_010943471.1	Utg323448_76
OG0001001	WP_197714222.1	Utg323300_401
OG0001002	WP_010942234.1	Utg323180_695
OG0001003	WP_010942706.1	Utg323990_38
OG0001006	WP_010943952.1	Utg323300_164
OG0001007	WP_010943757.1	Utg323632_244
OG0001008	WP_010941108.1	Utg323152_394
OG0001009	WP_010941109.1	Utg323152_395
OG0001010	WP_010944060.1	Utg323300_40
OG0001012	WP_010940916.1	Utg323180_475
OG0001013	WP_010941123.1	Utg323180_440
OG0001014	WP_010942282.1	Utg323632_71
OG0001015	WP_010942436.1	Utg323152_385
OG0001016	WP_010942435.1	Utg323152_384
OG0001017	WP_010943812.1	Utg323392_130
OG0001018	WP_010941240.1	Utg323180_30
OG0001019	WP_010943423.1	Utg323392_151
OG0001020	WP_010941605.1	Utg323160_24
OG0001022	WP_010942226.1	Utg323316_145
OG0001023	WP_010943862.1	Utg324810_43
OG0001024	WP_010941469.1	Utg323990_78
OG0001026	WP_010940973.1	Utg323074_108
OG0001027	WP_010943098.1	Utg323262_93
OG0001029	WP_010940773.1	Utg323632_341
OG0001030	WP_010942303.1	Utg324810_40
OG0001031	WP_010941319.1	Utg323316_83
OG0001033	WP_010943014.1	Utg323152_155
OG0001034	WP_010943991.1	Utg323160_30
OG0001035	WP_010943994.1	Utg323160_77
OG0001036	WP_010941667.1	Utg323300_378
OG0001037	WP_010941788.1	Utg323266_56, Utg323074_118
OG0001038	WP_010942280.1	Utg323300_76
OG0001039	WP_010940814.1	Utg323632_226
OG0001040	WP_010942558.1	Utg323448_98
OG0001041	WP_010940776.1	Utg323392_134
OG0001043	WP_010942271.1	Utg323140_245
OG0001044	WP_010943500.1	Utg323448_48
OG0001046	WP_010942079.1	Utg323632_291
OG0001049	WP_010943554.1	Utg323262_148
OG0001050	WP_010943584.1	Utg323632_116
OG0001051	WP_010941971.1	Utg323316_103
OG0001052	WP_010942180.1	Utg323180_63, Utg323180_64
OG0001053	WP_010941289.1	Utg323074_193
OG0001054	WP_010942612.1	Utg323632_78
OG0001055	WP_010941926.1	Utg323140_254
OG0001057	WP_010940846.1	Utg323266_53
OG0001059	WP_010940872.1	Utg325220_91
OG0001060	WP_010942549.1	Utg323632_370
OG0001062	WP_041914004.1	Utg323180_377
OG0001065	WP_010942474.1	Utg323990_218
OG0001066	WP_010941738.1	Utg323632_95
OG0001068	WP_010941152.1	Utg323152_142
OG0001072	WP_010941057.1	Utg323180_668
OG0001076	WP_010943204.1	Utg323180_109
OG0001080	WP_235045026.1	Utg323180_162
OG0001081	WP_010943771.1	Utg323266_115
OG0001083	WP_010941934.1, WP_010943634.1	Utg323266_20
OG0001084	WP_010943632.1, WP_010941935.1	Utg323266_18
OG0001085	WP_010943586.1	Utg323140_42
OG0001086	WP_010943587.1	Utg323140_41
OG0001088	WP_010943706.1	Utg323300_97
OG0001092	WP_010943906.1	Utg323300_189
OG0001093	WP_010941431.1	Utg323316_348
OG0001096	WP_010942440.1	Utg323448_116
OG0001097	WP_010943581.1	Utg323300_239
OG0001098	WP_010943628.1	Utg323180_597
OG0001100	WP_010943977.1	Utg323074_143
OG0001101	WP_010942251.1	Utg323392_147
OG0001102	WP_010943298.1, WP_010943860.1	Utg323152_482
OG0001104	WP_010941834.1	Utg323152_221
OG0001105	WP_010942115.1	Utg323152_162
OG0001106	WP_010942114.1	Utg323152_161
OG0001108	WP_010943620.1	Utg323152_74
OG0001109	WP_010943619.1	Utg323152_73
OG0001110	WP_010943640.1	Utg323152_70
OG0001111	WP_010942343.1, WP_010940704.1	Utg323152_46
OG0001113	WP_010940774.1	Utg323632_127
OG0001114	WP_010941088.1	Utg323152_320, Utg323152_319
OG0001116	WP_010941299.1	Utg323152_551
OG0001118	WP_010941601.1	Utg323632_363
OG0001119	WP_010942058.1	Utg323632_225
OG0001120	WP_010941817.1	Utg323632_40
OG0001121	WP_010943980.1	Utg323632_368
OG0001123	WP_010941279.1	Utg323316_215
OG0001123	WP_010943142.1	Utg323632_261, Utg323316_220
OG0001124	WP_010942116.1	Utg323152_163
OG0001125	WP_010941213.1	Utg323180_240
OG0001126	WP_010943591.1	Utg323180_426
OG0001127	WP_010941204.1	Utg323074_24
OG0001128	WP_010942570.1	Utg323074_95
OG0001130	WP_010941950.1	Utg323180_461
OG0001143	WP_010943899.1	Utg323180_198
OG0001144	WP_010942446.1	Utg323140_97
OG0001145	WP_010941181.1	Utg323074_133
OG0001148	WP_010943075.1	Utg323300_455
OG0001152	WP_041914011.1	Utg323632_333
OG0001154	WP_010942520.1	Utg323300_318
OG0001155	WP_010943078.1	Utg323152_136
OG0001156	WP_010941291.1	Utg323632_376
OG0001157	WP_010943447.1	Utg323160_20
OG0001159	WP_010941902.1	Utg323180_316
OG0001160	WP_010942729.1	Utg323140_8
OG0001161	WP_010942330.1	Utg323392_145
OG0001165	WP_010944063.1	Utg323180_603
OG0001166	WP_010942668.1	Utg323990_176
OG0001169	WP_010941125.1	Utg323180_479
OG0001171	WP_010943433.1	Utg324810_89
OG0001172	WP_010943445.1	Utg323160_16
OG0001173	WP_010943446.1	Utg323160_17
OG0001174	WP_010943426.1	Utg324810_87
OG0001175	WP_193360272.1	Utg323316_80
OG0001178	WP_010943678.1	Utg323152_331
OG0001179	WP_010942439.1	Utg323180_524
OG0001182	WP_010942518.1	Utg323300_109
OG0001183	WP_010941787.1	Utg323316_130
OG0001186	WP_010942966.1	Utg323300_247
OG0001187	WP_010940869.1	Utg323140_163
OG0001189	WP_010942182.1	Utg323180_66
OG0001191	WP_010943351.1	Utg323140_251
OG0001192	WP_010942370.1	Utg323632_281
OG0001194	WP_010942121.1	Utg323316_77
OG0001197	WP_010942235.1	Utg323180_696
OG0001198	WP_010943183.1	Utg323180_663
OG0001199	WP_010943762.1	Utg323180_634
OG0001200	WP_010942381.1	Utg323180_517
OG0001204	WP_010943052.1	Utg323152_110
OG0001205	WP_010943051.1	Utg323152_107, Utg323152_109, Utg323152_108
OG0001209	WP_010943158.1	Utg323140_89
OG0001212	WP_010943175.1	Utg323262_125
OG0001213	WP_010943174.1	Utg323262_126
OG0001214	WP_010942387.1	Utg323300_140, Utg323180_633
OG0001217	WP_010942067.1	Utg323180_350, Utg323316_278
OG0001219	WP_010941429.1	Utg325220_70, Utg323152_112
OG0001221	WP_010942259.1	Utg325220_2, Utg323140_265
OG0001223	WP_010940817.1	Utg325220_117
OG0001227	WP_010943863.1	Utg323632_381, Utg323300_251
OG0001229	WP_010941716.1	Utg323392_249, Utg323160_73
OG0001230	WP_010940809.1	Utg323160_31
OG0001232	WP_235044919.1	Utg323300_98
OG0001233	WP_041914028.1	Utg323990_128
OG0001239	WP_010941096.1	Utg323990_155
OG0001240	WP_010941020.1	Utg323140_161
OG0001241	WP_010941193.1	Utg323300_214
OG0001242	WP_010942871.1	Utg323300_298
OG0001244	WP_193360256.1	Utg323300_327
OG0001245	WP_010941004.1	Utg323300_343
OG0001246	WP_010940784.1	Utg323300_380
OG0001247	WP_010943502.1	Utg323316_340
OG0001248	WP_010943712.1	Utg323316_314
OG0001249	WP_010941536.1, WP_010940985.1	Utg323316_226
OG0001252	WP_010941798.1	Utg323262_101
OG0001253	WP_010941550.1	Utg323262_104
OG0001254	WP_010942907.1	Utg323262_108
OG0001255	WP_010941959.1	Utg323180_661, Utg324548_4, Utg323262_212
OG0001256	WP_010941722.1	Utg324548_22
OG0001257	WP_010940778.1	Utg324548_27
OG0001258	WP_010942452.1	Utg323990_208
OG0001259	WP_010942451.1	Utg323990_207
OG0001262	WP_010943865.1	Utg323990_144
OG0001264	WP_010941103.1	Utg323990_37
