Orthogroup	Shewanella oneidensis MR-1	Acidithiobacillus ferrooxidans YNTRS-40
OG0000651	WP_238560600.1	WP_009567143.1
OG0000652	WP_011071706.1	WP_009567229.1
OG0000653	WP_011071555.1	WP_009567236.1
OG0000655	WP_011074260.1	WP_009567300.1
OG0000656	WP_011071432.1	WP_009567336.1
OG0000657	WP_011071433.1	WP_009567337.1
OG0000658	WP_011071436.1	WP_009567340.1
OG0000659	WP_011071437.1	WP_009567341.1
OG0000660	WP_006083052.1	WP_009567384.1
OG0000661	WP_011073682.1	WP_009567386.1
OG0000662	WP_011074308.1	WP_009567445.1
OG0000663	WP_011070907.1	WP_012536312.1
OG0000664	WP_011074083.1	WP_009567486.1
OG0000665	WP_011073514.1	WP_009567513.1
OG0000666	WP_011073620.1	WP_009567572.1
OG0000667	WP_011071021.1	WP_009567579.1
OG0000668	WP_011071182.1	WP_009567636.1, WP_012536721.1, WP_198293661.1
OG0000669	WP_011072767.1, WP_011071992.1	WP_009567649.1, WP_203602227.1
OG0000670	WP_011072407.1	WP_009567690.1
OG0000671	WP_006079870.1	WP_009567983.1
OG0000672	WP_011073376.1	WP_009568056.1
OG0000673	WP_011074185.1	WP_009568262.1
OG0000674	WP_011074184.1	WP_009568264.1
OG0000675	WP_011074182.1	WP_009568267.1
OG0000676	WP_011074181.1	WP_009568268.1
OG0000677	WP_006083577.1	WP_009568279.1
OG0000678	WP_011070630.1	WP_009568280.1
OG0000679	WP_011071566.1	WP_009568284.1
OG0000680	WP_011073313.1	WP_009568607.1
OG0000681	WP_007644333.1	WP_009568779.1
OG0000682	WP_011070609.1	WP_009568780.1
OG0000683	WP_011071611.1	WP_054609092.1, WP_009568883.1, WP_054609085.1
OG0000684	WP_011074329.1	WP_009569104.1
OG0000685	WP_011070627.1	WP_009569276.1
OG0000686	WP_011072309.1	WP_009569543.1
OG0000687	WP_011070623.1	WP_009569556.1
OG0000688	WP_011070622.1	WP_009569558.1
OG0000689	WP_007644429.1	WP_009569559.1
OG0000690	WP_011073293.1	WP_009569795.1
OG0000691	WP_011070612.1	WP_010641426.1
OG0000692	WP_011070424.1	WP_012535739.1
OG0000693	WP_011070447.1	WP_012535749.1
OG0000694	WP_011070419.1	WP_012535756.1
OG0000695	WP_011072408.1	WP_012535765.1
OG0000696	WP_011071503.1	WP_012535802.1
OG0000697	WP_011073781.1	WP_012535804.1
OG0000698	WP_011070671.1	WP_012535974.1
OG0000699	WP_011070673.1	WP_012535976.1
OG0000700	WP_011073442.1	WP_012535994.1
OG0000701	WP_011073824.1	WP_012535997.1
OG0000702	WP_011070774.1	WP_012536008.1
OG0000704	WP_011073896.1	WP_012536016.1
OG0000705	WP_011073897.1	WP_012536017.1
OG0000706	WP_011073898.1	WP_012536018.1
OG0000707	WP_011073900.1	WP_012536019.1
OG0000708	WP_011073909.1	WP_012536023.1
OG0000709	WP_011074146.1	WP_012536040.1
OG0000710	WP_011072679.1	WP_012536051.1
OG0000711	WP_011071661.1	WP_012536059.1
OG0000712	WP_011073450.1	WP_012536064.1
OG0000713	WP_011073318.1	WP_012536070.1
OG0000714	WP_011073316.1	WP_012536072.1
OG0000715	WP_011073314.1	WP_012536073.1
OG0000716	WP_011073312.1	WP_012536074.1
OG0000717	WP_011070606.1	WP_012536079.1
OG0000718	WP_011070607.1	WP_012536080.1
OG0000719	WP_011070608.1	WP_012536081.1
OG0000720	WP_011070610.1	WP_012536082.1
OG0000721	WP_011070613.1	WP_012536084.1
OG0000722	WP_011070616.1	WP_012536086.1
OG0000723	WP_037421480.1	WP_012536087.1
OG0000724	WP_006083593.1	WP_012536088.1
OG0000725	WP_006083590.1	WP_012536089.1
OG0000726	WP_011070624.1	WP_012536090.1
OG0000727	WP_007644438.1	WP_012536093.1
OG0000728	WP_006083582.1	WP_012536094.1
OG0000729	WP_011070628.1	WP_012536095.1
OG0000730	WP_011070629.1	WP_012536096.1
OG0000731	WP_011070631.1	WP_012536098.1
OG0000732	WP_011070632.1	WP_012536099.1
OG0000733	WP_007644470.1	WP_012536100.1
OG0000734	WP_011073925.1	WP_012536101.1
OG0000735	WP_011073924.1	WP_012536102.1
OG0000737	WP_011071434.1	WP_012536117.1
OG0000738	WP_011073375.1	WP_012536126.1
OG0000739	WP_011071405.1	WP_012536147.1
OG0000740	WP_011074057.1	WP_012536153.1
OG0000741	WP_011071209.1	WP_012536187.1
OG0000742	WP_011073511.1	WP_012537512.1
OG0000743	WP_011073366.1	WP_012536204.1
OG0000744	WP_007651394.1	WP_012536208.1
OG0000745	WP_011073823.1	WP_012536222.1
OG0000746	WP_011071412.1	WP_012536225.1
OG0000747	WP_011070765.1	WP_012536268.1
OG0000748	WP_011073821.1	WP_012536269.1
OG0000749	WP_011072580.1	WP_012536279.1
OG0000750	WP_164925864.1	WP_012536303.1
OG0000751	WP_011072154.1	WP_012536305.1
OG0000752	WP_011074006.1	WP_012536329.1
OG0000753	WP_011072469.1	WP_012536389.1
OG0000754	WP_011073297.1	WP_012536390.1
OG0000755	WP_011073591.1	WP_012536391.1
OG0000756	WP_011071973.1	WP_012536396.1
OG0000758	WP_011072389.1	WP_012536418.1
OG0000759	WP_011072383.1	WP_012536424.1
OG0000760	WP_011072381.1	WP_012536425.1
OG0000761	WP_011072377.1	WP_012536427.1
OG0000762	WP_011070644.1	WP_012536445.1
OG0000763	WP_011073286.1	WP_012536446.1
OG0000764	WP_011073284.1	WP_012536447.1
OG0000766	WP_011071550.1	WP_012536494.1
OG0000767	WP_011071557.1	WP_012536497.1
OG0000768	WP_011071558.1	WP_012536498.1
OG0000769	WP_011071785.1	WP_012536522.1
OG0000770	WP_011071787.1	WP_012536523.1
OG0000771	WP_011071788.1	WP_012536524.1
OG0000772	WP_011071789.1	WP_012536525.1
OG0000773	WP_011071790.1	WP_012536526.1
OG0000774	WP_011071791.1	WP_012536527.1
OG0000775	WP_011071792.1	WP_012536528.1
OG0000776	WP_011071794.1	WP_012536530.1
OG0000777	WP_011071795.1	WP_012536531.1
OG0000779	WP_011071800.1	WP_012536537.1
OG0000780	WP_011071820.1	WP_012536544.1
OG0000781	WP_011073035.1	WP_012536547.1
OG0000782	WP_011073287.1	WP_012536740.1
OG0000783	WP_011071159.1	WP_012536744.1
OG0000784	WP_011073172.1	WP_012536750.1
OG0000785	WP_011073171.1	WP_012536751.1
OG0000786	WP_011072331.1	WP_012537579.1, WP_012536775.1
OG0000787	WP_011070935.1	WP_012536820.1
OG0000788	WP_011073678.1	WP_012536823.1
OG0000789	WP_011072712.1	WP_012536833.1
OG0000790	WP_011072561.1	WP_012536836.1
OG0000791	WP_011071065.1	WP_012536839.1
OG0000792	WP_011072680.1	WP_012536841.1
OG0000793	WP_011070932.1	WP_012536842.1
OG0000794	WP_011073191.1	WP_012536843.1
OG0000795	WP_011073184.1	WP_012536849.1
OG0000796	WP_011071705.1	WP_012536879.1
OG0000797	WP_011073173.1	WP_012536883.1
OG0000798	WP_011073009.1	WP_012536938.1
OG0000799	WP_011073010.1	WP_012536939.1
OG0000800	WP_011072962.1	WP_012536943.1
OG0000801	WP_011072965.1	WP_012536945.1
OG0000802	WP_011072968.1	WP_012536950.1
OG0000803	WP_011073915.1	WP_012536951.1
OG0000805	WP_202950643.1	WP_012536988.1
OG0000806	WP_011070467.1	WP_012536992.1
OG0000807	WP_011071415.1	WP_012537005.1
OG0000808	WP_011071579.1	WP_012537045.1
OG0000809	WP_011073282.1	WP_012537049.1
OG0000810	WP_011071545.1	WP_012537050.1
OG0000811	WP_011070778.1	WP_012537051.1
OG0000813	WP_011071913.1	WP_012537060.1
OG0000815	WP_011070798.1	WP_012537086.1
OG0000816	WP_011073227.1	WP_012537134.1
OG0000817	WP_011073228.1	WP_012537138.1
OG0000818	WP_011073777.1	WP_012537146.1
OG0000819	WP_011072582.1	WP_012537147.1
OG0000820	WP_011072999.1	WP_012537152.1
OG0000822	WP_011073801.1	WP_012537259.1
OG0000823	WP_011071398.1	WP_012537260.1
OG0000824	WP_011070431.1	WP_012537272.1
OG0000825	WP_011070430.1	WP_012537273.1
OG0000826	WP_011072232.1	WP_012537274.1
OG0000827	WP_011072150.1	WP_012537289.1
OG0000828	WP_011072149.1	WP_012537290.1
OG0000829	WP_006081652.1	WP_012537291.1
OG0000830	WP_011072303.1	WP_012537292.1
OG0000831	WP_011072302.1	WP_012537293.1
OG0000832	WP_011072301.1	WP_012537294.1
OG0000833	WP_011071275.1	WP_012537296.1
OG0000834	WP_011071428.1	WP_012537304.1
OG0000835	WP_011070823.1	WP_012537357.1
OG0000836	WP_011074274.1	WP_012537368.1
OG0000837	WP_011073597.1	WP_012537371.1
OG0000838	WP_011073598.1	WP_012537372.1
OG0000839	WP_011073600.1	WP_012537374.1
OG0000840	WP_274544500.1	WP_012537398.1
OG0000841	WP_011071454.1	WP_012537408.1
OG0000842	WP_011073662.1	WP_012537409.1
OG0000843	WP_011073672.1	WP_012537411.1
OG0000844	WP_011071568.1	WP_012537432.1
OG0000845	WP_011071567.1	WP_012537433.1
OG0000846	WP_011071565.1	WP_012537434.1
OG0000848	WP_011071402.1	WP_012537494.1
OG0000849	WP_011073799.1	WP_012537497.1
OG0000850	WP_011073702.1	WP_012537550.1
OG0000851	WP_011073699.1	WP_012537552.1
OG0000852	WP_011072140.1	WP_012537563.1
OG0000853	WP_011072138.1	WP_012537565.1
OG0000854	WP_011072134.1	WP_012537569.1
OG0000855	WP_011070647.1	WP_012537583.1
OG0000856	WP_011074259.1	WP_012537589.1
OG0000858	WP_011072100.1	WP_012537630.1
OG0000859	WP_011074328.1	WP_012537654.1
OG0000860	WP_011074331.1	WP_012537656.1
OG0000861	WP_011074339.1	WP_012537661.1
OG0000862	WP_011074340.1	WP_012537662.1
OG0000863	WP_011070478.1	WP_012537664.1
OG0000864	WP_011070664.1	WP_012537675.1
OG0000865	WP_011070651.1	WP_012537690.1
OG0000866	WP_011073972.1	WP_012537704.1
OG0000867	WP_011071513.1	WP_012537706.1
OG0000868	WP_011072677.1	WP_012606529.1
OG0000869	WP_011070611.1	WP_012606540.1
OG0000870	WP_011072267.1	WP_012606545.1
OG0000871	WP_011071439.1	WP_012606548.1
OG0000872	WP_164925631.1	WP_012606567.1
OG0000873	WP_011073365.1	WP_012606584.1
OG0000874	WP_011072288.1	WP_012606634.1
OG0000875	WP_164925707.1	WP_012607057.1
OG0000876	WP_011072699.1	WP_012607261.1
OG0000877	WP_011073189.1	WP_012607268.1
OG0000878	WP_011071077.1	WP_012607327.1
OG0000879	WP_011071578.1	WP_012607345.1
OG0000880	WP_011073529.1	WP_012607360.1
OG0000881	WP_011074056.1	WP_012607515.1
OG0000882	WP_011071526.1	WP_012607615.1
OG0000883	WP_011073527.1	WP_049759457.1
OG0000884	WP_011073008.1	WP_054608903.1
OG0000885	WP_011071212.1	WP_054608955.1
OG0000886	WP_011072563.1	WP_111122623.1
OG0000887	WP_238560563.1	WP_151528199.1
OG0000888	WP_011073848.1	WP_157293193.1
OG0000889	WP_011073575.1	WP_180830472.1
OG0000890	WP_164925658.1	WP_229129742.1, WP_225487046.1
OG0000891	WP_011070422.1	WP_225487353.1
OG0000892	WP_011072406.1	WP_225487354.1
OG0000893	WP_011073902.1	WP_225487399.1
OG0000894	WP_011071915.1	WP_225487425.1
OG0000895	WP_011073967.1	WP_225487673.1
OG0000896	WP_011071261.1	WP_229129796.1
OG0000898	WP_011073310.1	WP_230959348.1
OG0000899	WP_011072098.1	WP_233459568.1
OG0000900	WP_011073931.1	WP_233459589.1
OG0000961	WP_011073878.1	WP_012536435.1
OG0000961	WP_011073994.1	WP_009560716.1
OG0000962	WP_011071400.1	WP_009560842.1
OG0000963	WP_011074333.1	WP_009561112.1
OG0000965	WP_011071986.1	WP_009562391.1
OG0000966	WP_011071982.1	WP_009562392.1
OG0000967	WP_011072285.1	WP_009562412.1
OG0000968	WP_011073674.1	WP_009562431.1
OG0000969	WP_011071083.1	WP_009562478.1
OG0000970	WP_011073218.1, WP_164925680.1	WP_009562604.1
OG0000971	WP_011070649.1	WP_009562810.1
OG0000973	WP_011072330.1	WP_009563431.1, WP_012537580.1
OG0000974	WP_011073441.1	WP_009563457.1
OG0000975	WP_164925947.1	WP_054608915.1
OG0000975	WP_011072741.1, WP_011073201.1	WP_012536696.1, WP_009564036.1
OG0000976	WP_011072922.1	WP_009564598.1
OG0000977	WP_011071875.1	WP_009565186.1
OG0000978	WP_011070617.1	WP_009565431.1
OG0000979	WP_164925847.1	WP_009565766.1
OG0000980	WP_274544339.1	WP_009566066.1
OG0000981	WP_011074337.1	WP_009566150.1
OG0000982	WP_011071987.1	WP_009566264.1
OG0000984	WP_011071124.1	WP_009566634.1
OG0000989	WP_011073368.1	WP_009567470.1
OG0000991	WP_011071373.1	WP_009567628.1
OG0000992	WP_011072405.1	WP_009567692.1
OG0000994	WP_006083579.1	WP_009568281.1
OG0000995	WP_007644434.1	WP_009568793.1
OG0000999	WP_011073020.1	WP_012536037.1
OG0001000	WP_011070626.1	WP_012536092.1
OG0001001	WP_011072235.1	WP_012536104.1
OG0001002	WP_011071435.1	WP_012536118.1
OG0001003	WP_011073309.1	WP_012536142.1
OG0001004	WP_011072574.1	WP_012536177.1
OG0001005	WP_011072575.1	WP_012536178.1
OG0001006	WP_011071022.1	WP_012536194.1
OG0001007	WP_011073364.1	WP_012536202.1
OG0001008	WP_011070820.1	WP_012536223.1
OG0001009	WP_011073576.1	WP_012536260.1
OG0001010	WP_011071534.1	WP_012536315.1
OG0001011	WP_011074007.1, WP_011074154.1	WP_012536340.1
OG0001012	WP_011074022.1	WP_012536366.1
OG0001013	WP_011074031.1	WP_012536367.1
OG0001014	WP_011073929.1	WP_012536428.1
OG0001015	WP_011071916.1	WP_012536429.1
OG0001016	WP_011071917.1	WP_012536430.1
OG0001017	WP_011073311.1	WP_012536443.1
OG0001018	WP_011071559.1	WP_012536499.1
OG0001019	WP_011073034.1	WP_012536546.1
OG0001023	WP_202950653.1	WP_012536748.1
OG0001024	WP_011072590.1	WP_012536778.1
OG0001026	WP_011072549.1	WP_012536813.1
OG0001027	WP_011074050.1	WP_012536830.1
OG0001028	WP_011072715.1	WP_230456346.1, WP_012536832.1
OG0001029	WP_011072099.1	WP_012536838.1
OG0001030	WP_011073187.1	WP_012536846.1
OG0001031	WP_011073398.1	WP_012536875.1
OG0001032	WP_011071912.1	WP_012536888.1
OG0001036	WP_011071067.1	WP_012537000.1
OG0001037	WP_011071746.1	WP_012537016.1
OG0001038	WP_011073168.1	WP_012537145.1
OG0001039	WP_011071441.1	WP_012537233.1
OG0001040	WP_011072535.1	WP_012537235.1
OG0001042	WP_011071282.1	WP_012537301.1
OG0001043	WP_011071431.1	WP_012537303.1
OG0001044	WP_006079871.1	WP_012537325.1
OG0001045	WP_011073857.1	WP_012537366.1
OG0001048	WP_011072263.1	WP_012537412.1
OG0001049	WP_011070599.1	WP_012537425.1
OG0001050	WP_011070873.1	WP_012537436.1
OG0001051	WP_164925908.1	WP_012537462.1
OG0001052	WP_011072202.1	WP_012537482.1
OG0001054	WP_011073437.1	WP_012537558.1
OG0001055	WP_011071514.1	WP_012537572.1
OG0001057	WP_011072803.1	WP_012537685.1
OG0001058	WP_011073856.1	WP_012607518.1
OG0001059	WP_011070794.1	WP_012607606.1
OG0001063	WP_011072556.1	WP_054609074.1
OG0001064	WP_011072895.1, WP_202950642.1, WP_011070966.1	WP_074874141.1
OG0001066	WP_011072404.1	WP_180830462.1
OG0001069	WP_011071048.1	WP_225487418.1
OG0001070	WP_011071408.1	WP_225487646.1
OG0001142	WP_011071426.1	WP_009561097.1
OG0001143	WP_011073641.1	WP_009562222.1
OG0001144	WP_011072250.1	WP_009562409.1
OG0001145	WP_011070773.1	WP_009562646.1
OG0001146	WP_011072684.1	WP_225487643.1, WP_054609091.1, WP_009562960.1
OG0001147	WP_011071475.1	WP_009563004.1, WP_012537369.1, WP_012536861.1
OG0001148	WP_011074236.1	WP_054608977.1
OG0001149	WP_011070587.1	WP_012537680.1
OG0001149	WP_011072272.1	WP_009564866.1
OG0001156	WP_011072515.1	WP_009567345.1
OG0001158	WP_011073505.1	WP_009567865.1
OG0001160	WP_011070670.1	WP_012535973.1
OG0001161	WP_011073317.1	WP_012536071.1
OG0001162	WP_011073836.1	WP_012536076.1, WP_054608770.1, WP_225487358.1, WP_012537332.1
OG0001163	WP_011070625.1	WP_012536091.1
OG0001164	WP_011073767.1	WP_012536188.1
OG0001165	WP_011070792.1	WP_012536313.1
OG0001166	WP_011070659.1	WP_012536317.1
OG0001167	WP_011070739.1	WP_012536339.1, WP_012536388.1
OG0001168	WP_011074034.1	WP_012536365.1
OG0001169	WP_011074030.1	WP_012536368.1
OG0001170	WP_011070743.1	WP_031572874.1, WP_012537156.1, WP_054608636.1, WP_012537390.1, WP_054608634.1, WP_012536382.1
OG0001176	WP_011072051.1	WP_261989780.1, WP_012536859.1
OG0001177	WP_011073498.1	WP_012536989.1, WP_230456334.1
OG0001178	WP_011073095.1	WP_012537133.1
OG0001179	WP_011073930.1	WP_012537135.1
OG0001180	WP_011071393.1	WP_012537263.1
OG0001181	WP_011071392.1	WP_012537264.1
OG0001186	WP_011073246.1	WP_012537480.1
OG0001188	WP_011072572.1	WP_012606530.1
OG0001189	WP_164925866.1	WP_012607569.1
OG0001190	WP_011070675.1	WP_054608885.1, WP_180830413.1, WP_041646513.1, WP_219629356.1
OG0001191	WP_011071164.1	WP_054608826.1
OG0001192	WP_011072762.1	WP_054609104.1
OG0001194	WP_011072273.1	WP_225487413.1
OG0001195	WP_011072177.1	WP_226833861.1
OG0001196	WP_011071411.1	WP_226834138.1
OG0001326	WP_011073190.1	WP_009560746.1, WP_041646078.1
OG0001327	WP_011073764.1	WP_012536401.1, WP_180830578.1, WP_009560918.1, WP_009567391.1
OG0001328	WP_011071247.1	WP_009560969.1
OG0001329	WP_011071213.1	WP_009561009.1
OG0001330	WP_011071425.1	WP_009561098.1
OG0001331	WP_011071239.1	WP_009565818.1, WP_009561663.1
OG0001332	WP_011073438.1	WP_009562825.1
OG0001336	WP_011072792.1	WP_009566995.1
OG0001340	WP_011072573.1	WP_012536045.1
OG0001342	WP_011070955.1	WP_012536122.1
OG0001343	WP_011074090.1	WP_012536185.1
OG0001347	WP_011073577.1	WP_012536259.1
OG0001348	WP_011073331.1	WP_012536270.1
OG0001349	WP_011074001.1	WP_012536309.1
OG0001350	WP_011070655.1	WP_012536321.1
OG0001351	WP_011070654.1	WP_012536322.1
OG0001353	WP_011074021.1	WP_012536359.1
OG0001355	WP_011072388.1	WP_012536419.1
OG0001356	WP_011071084.1	WP_012536480.1
OG0001357	WP_011070560.1	WP_012536503.1
OG0001358	WP_011070914.1	WP_012536542.1
OG0001362	WP_011072176.1	WP_012536863.1
OG0001363	WP_011072373.1	WP_012536866.1
OG0001364	WP_011073584.1	WP_012536867.1
OG0001365	WP_011072454.1	WP_054609095.1, WP_012536916.1
OG0001366	WP_011070860.1	WP_012536925.1, WP_054608869.1
OG0001368	WP_011071501.1	WP_012537132.1
OG0001369	WP_011073000.1	WP_012537151.1
OG0001372	WP_011072754.1	WP_012537352.1
OG0001373	WP_011070939.1	WP_225487342.1, WP_012537362.1
OG0001374	WP_011072453.1	WP_012537419.1
OG0001375	WP_011074280.1	WP_012537478.1, WP_233459587.1, WP_233459586.1
OG0001376	WP_011073779.1	WP_012537518.1
OG0001377	WP_011072137.1	WP_012537566.1
OG0001378	WP_011073216.1	WP_012537574.1
OG0001379	WP_011070653.1	WP_012606632.1
OG0001382	WP_011071082.1	WP_041645355.1
OG0001383	WP_011071010.1, WP_011070661.1	WP_054609052.1, WP_054608654.1, WP_070807680.1
OG0001384	WP_011072161.1	WP_054608733.1
OG0001385	WP_011074023.1	WP_054608759.1
OG0001386	WP_011070746.1, WP_011070745.1	WP_054608835.1
OG0001388	WP_011070913.1	WP_180830525.1
OG0001389	WP_164925684.1	WP_225487192.1
OG0001391	WP_011074319.1	WP_225487407.1
OG0001392	WP_011072783.1, WP_011072825.1	WP_226834140.1
OG0001568	WP_011071920.1	WP_009560719.1
OG0001570	WP_011074203.1	WP_009561084.1, WP_012536248.1
OG0001571	WP_011074202.1	WP_009561085.1
OG0001574	WP_011072278.1	WP_009566456.1
OG0001574	WP_011071517.1	WP_009564611.1, WP_172959403.1
OG0001575	WP_011073383.1	WP_009565304.1
OG0001576	WP_011071278.1	WP_009565427.1
OG0001579	WP_011074361.1	WP_009566298.1
OG0001581	WP_011072769.1	WP_009567476.1
OG0001583	WP_011070452.1	WP_012535748.1
OG0001583	WP_011072651.1	WP_054609006.1
OG0001584	WP_011072194.1	WP_012535764.1, WP_012607602.1
OG0001585	WP_011072467.1	WP_012535771.1
OG0001586	WP_011072466.1	WP_012535772.1
OG0001588	WP_011071053.1	WP_012536002.1
OG0001588	WP_011071821.1, WP_011070941.1	WP_012536026.1
OG0001590	WP_011074210.1	WP_233459584.1, WP_012536251.1
OG0001591	WP_011073936.1, WP_011071650.1	WP_012536282.1, WP_054608881.1
OG0001594	WP_011070768.1, WP_011072220.1	WP_012536520.1
OG0001595	WP_011070789.1	WP_012536540.1
OG0001598	WP_011073023.1	WP_012537395.1
OG0001599	WP_011071939.1, WP_164925727.1, WP_011071993.1	WP_012536855.1
OG0001602	WP_011070545.1	WP_012536895.1
OG0001603	WP_011073926.1	WP_180830470.1, WP_012536907.1
OG0001604	WP_011071928.1	WP_012536910.1
OG0001605	WP_011072009.1	WP_012536915.1
OG0001606	WP_011070466.1	WP_012536993.1
OG0001608	WP_011072018.1	WP_012537127.1
OG0001609	WP_011072683.1	WP_012537175.1
OG0001610	WP_011071276.1	WP_012537297.1
OG0001611	WP_011071281.1	WP_012537300.1
OG0001615	WP_011072114.1	WP_012537682.1
OG0001619	WP_011072423.1	WP_012607393.1
OG0001622	WP_011073238.1	WP_054609027.1, WP_151528207.1, WP_233459588.1
OG0001624	WP_164925630.1	WP_088775924.1
OG0001625	WP_011070719.1	WP_180830481.1
OG0001626	WP_011071563.1, WP_011074008.1, WP_011072744.1	WP_225487043.1
OG0001627	WP_011072765.1, WP_011070870.1, WP_164925588.1, WP_011071711.1	WP_257246173.1
OG0001819	WP_011071741.1	WP_012607524.1, WP_233459600.1
OG0001819	WP_011071742.1	WP_012537282.1, WP_009560708.1
OG0001820	WP_011071178.1	WP_054608962.1, WP_009560954.1
OG0001821	WP_011071271.1	WP_009560977.1
OG0001822	WP_011074334.1	WP_009561113.1
OG0001823	WP_011073262.1, WP_011073700.1, WP_011073280.1	WP_009561155.1
OG0001827	WP_164925810.1, WP_011073964.1	WP_009569096.1
OG0001829	WP_011074360.1	WP_054608787.1, WP_012535782.1
OG0001831	WP_011072743.1	WP_012535966.1
OG0001834	WP_011072512.1	WP_012536120.1
OG0001836	WP_011074171.1, WP_011073788.1, WP_011070681.1	WP_012536139.1, WP_012536754.1
OG0001837	WP_011070458.1	WP_012536168.1
OG0001838	WP_011070695.1	WP_012536176.1
OG0001839	WP_011072096.1	WP_012536193.1
OG0001840	WP_011072804.1	WP_012536245.1
OG0001841	WP_011074205.1	WP_012536249.1
OG0001843	WP_011073938.1	WP_054608883.1, WP_012536281.1
OG0001844	WP_011071169.1	WP_012536310.1
OG0001845	WP_011071765.1	WP_012536332.1
OG0001846	WP_011072427.1, WP_011071381.1	WP_012536416.1
OG0001847	WP_011072118.1	WP_012536510.1, WP_054608739.1
OG0001850	WP_011071105.1	WP_012536771.1
OG0001851	WP_011072438.1	WP_012536780.1
OG0001857	WP_011071869.1	WP_012537396.1, WP_012537637.1
OG0001858	WP_011071073.1	WP_012537534.1
OG0001859	WP_011073703.1, WP_011072255.1	WP_012537547.1
OG0001860	WP_011073573.1	WP_012537559.1, WP_012537670.1
OG0001861	WP_238560530.1, WP_274544490.1	WP_261989778.1, WP_054608777.1, WP_229129735.1, WP_157293209.1, WP_012537570.1
OG0001862	WP_011979515.1	WP_054608718.1, WP_180830437.1
OG0001863	WP_011072060.1	WP_054608732.1
OG0001864	WP_164925690.1, WP_164925689.1	WP_054609071.1
OG0002103	WP_011073820.1	WP_009560818.1
OG0002105	WP_011074096.1	WP_009562805.1
OG0002107	WP_011074220.1	WP_009563854.1
OG0002109	WP_011070855.1	WP_009564525.1
OG0002110	WP_011074389.1, WP_238560619.1, WP_238560616.1, WP_011070962.1	WP_009565062.1
OG0002111	WP_238560510.1	WP_009566821.1, WP_012536761.1
OG0002112	WP_011073528.1, WP_011072152.1	WP_009566952.1
OG0002113	WP_011073530.1	WP_012537266.1, WP_009566962.1
OG0002116	WP_011074215.1	WP_012536301.1
OG0002117	WP_011072978.1, WP_011072460.1	WP_012536115.1
OG0002118	WP_011073797.1	WP_012536197.1
OG0002121	WP_011070741.1	WP_012536283.1, WP_012536384.1
OG0002123	WP_011070740.1	WP_012536387.1
OG0002125	WP_011073633.1	WP_012536564.1
OG0002128	WP_011073490.1	WP_012536687.1
OG0002136	WP_011070742.1	WP_225487423.1
OG0002138	WP_011070853.1	WP_012537360.1
OG0002138	WP_011073249.1	WP_012537708.1
OG0002140	WP_011073513.1	WP_041646660.1, WP_012537511.1
OG0002141	WP_011071759.1, WP_172966575.1	WP_012537539.1
OG0002142	WP_011073701.1	WP_012537551.1
OG0002143	WP_011071123.1	WP_012537575.1
OG0002148	WP_164925744.1, WP_164925817.1	WP_012607592.1
OG0002150	WP_011072813.1	WP_151528200.1
OG0002151	WP_011070469.1	WP_157293221.1
OG0002154	WP_238560492.1, WP_011073358.1, WP_238560493.1	WP_233459596.1
OG0002431	WP_011073916.1	WP_009560940.1
OG0002434	WP_011072795.1	WP_009561017.1
OG0002435	WP_011073508.1	WP_009561096.1, WP_012537593.1, WP_009566554.1, WP_151528224.1
OG0002436	WP_011073745.1	WP_009561603.1, WP_054609065.1, WP_233459583.1, WP_233459590.1
OG0002437	WP_007648439.1	WP_009562192.1
OG0002438	WP_011070449.1	WP_009562203.1
OG0002439	WP_011072117.1	WP_009562802.1
OG0002440	WP_011071465.1	WP_009562842.1
OG0002441	WP_011074094.1	WP_009563113.1
OG0002442	WP_011071561.1	WP_009565421.1
OG0002445	WP_011073901.1	WP_009567100.1
OG0002446	WP_011072516.1	WP_009567344.1
OG0002447	WP_011073585.1	WP_009568900.1
OG0002448	WP_011072527.1	WP_012535746.1
OG0002450	WP_011073352.1	WP_012535786.1
OG0002451	WP_011071203.1	WP_012535796.1
OG0002452	WP_011071520.1	WP_012535987.1
OG0002454	WP_011073720.1	WP_012536009.1
OG0002455	WP_011071451.1	WP_012536111.1
OG0002458	WP_011072219.1	WP_012536211.1
OG0002461	WP_164925826.1	WP_012536442.1
OG0002462	WP_011071171.1	WP_012536804.1, WP_012536458.1
OG0002465	WP_011072480.1	WP_012536643.1, WP_226834055.1, WP_054608680.1
OG0002468	WP_011072434.1	WP_012536806.1, WP_012537063.1, WP_012537219.1, WP_258367660.1
OG0002471	WP_011073772.1, WP_011074173.1, WP_011070834.1	WP_012537034.1
OG0002473	WP_011072063.1	WP_012537044.1
OG0002476	WP_011071967.1	WP_012537458.1
OG0002477	WP_011072794.1	WP_012537470.1
OG0002478	WP_011073078.1	WP_012537503.1
OG0002480	WP_011072136.1	WP_012537567.1
OG0002481	WP_011073863.1	WP_012537615.1
OG0002482	WP_011074025.1	WP_012606651.1
OG0002484	WP_011071356.1, WP_011071355.1	WP_012607171.1
OG0002485	WP_011071809.1	WP_012607473.1
OG0002495	WP_011071146.1	WP_229129765.1
OG0002820	WP_011072967.1	WP_009564641.1, WP_012537268.1, WP_009561999.1
OG0002822	WP_011071487.1	WP_009562419.1
OG0002825	WP_011071570.1	WP_009562838.1
OG0002827	WP_011072058.1	WP_009566209.1
OG0002828	WP_011072281.1	WP_012536591.1, WP_009566453.1
