HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N10.HOG0000821	OG0000327	n4				Utg859076_16								
N10.HOG0000822	OG0000327	n10			Utg323152_563	Utg859982_6								
N10.HOG0000823	OG0000329	n1			Utg323160_39									
N10.HOG0000824	OG0000331	n3			Utg323074_59	Utg857994_45								
N10.HOG0000825	OG0000332	n10			Utg323632_344	Utg857992_25								
N10.HOG0000826	OG0000332	n11			Utg323632_343	Utg857992_26								
N10.HOG0000827	OG0000333	n10			Utg323300_359	Utg857152_84								
N10.HOG0000828	OG0000334	n5				Utg857682_121								
N10.HOG0000829	OG0000334	n12			Utg323392_248	Utg857994_81								
N10.HOG0000830	OG0000334	n13			Utg323160_72	Utg861744_27								
N10.HOG0000831	OG0000335	n4			Utg323316_153	Utg857046_39								
N10.HOG0000832	OG0000335	n6			Utg323300_388, Utg323300_389	Utg857152_112								
N10.HOG0000833	OG0000336	n1			Utg323990_76	Utg860006_136								
N10.HOG0000834	OG0000336	n11				Utg861448_55								
N10.HOG0000835	OG0000337	n5			Utg323632_59	Utg862138_52								
N10.HOG0000836	OG0000338	n4			Utg323300_340	Utg857152_64								
N10.HOG0000837	OG0000339	n0			Utg323152_478	Utg859982_81								
N10.HOG0000838	OG0000340	n4			Utg323140_255									
N10.HOG0000839	OG0000340	n12			Utg323300_112	Utg857300_40								
N10.HOG0000840	OG0000341	n7			Utg325220_86									
N10.HOG0000841	OG0000342	n5			Utg324548_2	Utg859750_7								
N10.HOG0000842	OG0000342	n11				Utg858494_15								
N10.HOG0000843	OG0000343	n0			Utg323632_101	Utg858432_41								
N10.HOG0000844	OG0000344	n7			Utg323316_147	Utg857046_33								
N10.HOG0000845	OG0000345	n3			Utg323140_249									
N10.HOG0000846	OG0000346	n2			Utg323266_30	Utg865370_23								
N10.HOG0000847	OG0000346	n8			Utg323180_187	Utg863716_15								
N10.HOG0000848	OG0000346	n10			Utg323262_77	Utg857076_55								
N10.HOG0000849	OG0000347	n4			Utg323300_185									
N10.HOG0000850	OG0000348	n3				Utg859076_6								
N10.HOG0000851	OG0000348	n7			Utg323140_253									
N10.HOG0000852	OG0000349	n0			Utg323300_414, Utg323990_125	Utg860006_78								
N10.HOG0000853	OG0000350	n3			Utg323266_68, Utg323392_31	Utg857682_131								
N10.HOG0000854	OG0000350	n12			Utg323392_33									
N10.HOG0000855	OG0000351	n0			Utg323316_170	Utg857046_63								
N10.HOG0000856	OG0000352	n7			Utg323300_309	Utg857152_37								
N10.HOG0000857	OG0000353	n0			Utg323152_411	Utg859982_181								
N10.HOG0000858	OG0000354	n10			Utg323140_240									
N10.HOG0000859	OG0000355	n1			Utg323180_503	Utg860814_93								
N10.HOG0000860	OG0000355	n11				Utg857046_161								
N10.HOG0000861	OG0000356	n0			Utg325220_24, Utg323152_199	Utg859098_215								
N10.HOG0000862	OG0000357	n3			Utg323140_190	Utg859432_51								
N10.HOG0000863	OG0000358	n5			Utg323152_183	Utg859098_231								
N10.HOG0000864	OG0000358	n7			Utg323180_133	Utg857152_203								
N10.HOG0000865	OG0000359	n5			Utg323266_112	Utg857682_57								
N10.HOG0000866	OG0000359	n11			Utg323140_110	Utg864866_45								
N10.HOG0000867	OG0000360	n3			Utg323448_18	Utg857490_30								
N10.HOG0000868	OG0000361	n8			Utg323392_154	Utg859388_64								
N10.HOG0000869	OG0000362	n1			Utg323152_544	Utg859098_403								
N10.HOG0000870	OG0000362	n4			Utg323074_50									
N10.HOG0000871	OG0000362	n11			Utg323632_361	Utg857992_13								
N10.HOG0000872	OG0000363	n5			Utg323632_65	Utg858432_4								
N10.HOG0000873	OG0000363	n8			Utg323266_83									
N10.HOG0000874	OG0000364	n7			Utg323448_115	Utg858494_57								
N10.HOG0000875	OG0000364	n10			Utg324810_20									
N10.HOG0000876	OG0000364	n11			Utg323180_185	Utg863716_12, Utg863716_13								
N10.HOG0000877	OG0000365	n4			Utg323300_405	Utg857152_129								
N10.HOG0000878	OG0000365	n9			Utg323140_74	Utg864866_79								
N10.HOG0000879	OG0000366	n2			Utg323180_120	Utg857152_194								
N10.HOG0000880	OG0000367	n5			Utg323140_73	Utg864866_81, Utg864866_80								
N10.HOG0000881	OG0000368	n2			Utg323300_368	Utg857152_91								
N10.HOG0000882	OG0000368	n5			Utg323300_367	Utg857152_90								
N10.HOG0000883	OG0000368	n6				Utg859098_123								
N10.HOG0000884	OG0000368	n7			Utg323152_293									
N10.HOG0000885	OG0000370	n0			Utg323074_44	Utg857994_37								
N10.HOG0000886	OG0000371	n4			Utg323300_419									
N10.HOG0000887	OG0000371	n7				Utg857682_144								
N10.HOG0000888	OG0000371	n9				Utg859750_43								
N10.HOG0000889	OG0000371	n11			Utg323180_627	Utg860814_217, Utg860814_218								
N10.HOG0000890	OG0000372	n2			Utg323316_334	Utg857046_248								
N10.HOG0000891	OG0000373	n1			Utg323316_333	Utg857046_230								
N10.HOG0000892	OG0000374	n3			Utg323152_495	Utg859982_53								
N10.HOG0000893	OG0000374	n8				Utg857994_113								
N10.HOG0000894	OG0000375	n9			Utg323300_400	Utg857152_124								
N10.HOG0000895	OG0000377	n1				Utg859982_93								
N10.HOG0000896	OG0000377	n4				Utg858494_33, Utg858494_29, Utg859098_387								
N10.HOG0000897	OG0000377	n9				Utg857682_114, Utg857994_251, Utg857682_132								
N10.HOG0000898	OG0000377	n12				Utg857682_112								
N10.HOG0000899	OG0000378	n6			Utg323300_225									
N10.HOG0000900	OG0000378	n12			Utg323180_281									
N10.HOG0000901	OG0000379	n3			Utg324548_30	Utg859076_60								
N10.HOG0000902	OG0000380	n6			Utg323392_22	Utg858498_7								
N10.HOG0000903	OG0000381	n8			Utg323266_59									
N10.HOG0000904	OG0000381	n10			Utg323262_166	Utg858432_57								
N10.HOG0000905	OG0000382	n1			Utg323152_317	Utg859098_99								
N10.HOG0000906	OG0000383	n5			Utg323074_113	Utg857994_131								
N10.HOG0000907	OG0000384	n7			Utg323632_224	Utg858432_115								
N10.HOG0000908	OG0000384	n11			Utg323392_7	Utg859098_420								
N10.HOG0000909	OG0000385	n4			Utg323990_182	Utg860006_15								
N10.HOG0000910	OG0000385	n11			Utg323990_189									
N10.HOG0000911	OG0000385	n13				Utg860006_20								
N10.HOG0000912	OG0000386	n7				Utg859982_125								
N10.HOG0000913	OG0000387	n1				Utg857046_158								
N10.HOG0000914	OG0000388	n0			Utg323392_149	Utg859388_69								
N10.HOG0000915	OG0000389	n8			Utg325220_115									
N10.HOG0000916	OG0000390	n0			Utg323152_156	Utg859098_259								
N10.HOG0000917	OG0000391	n0			Utg323392_139	Utg859388_80								
N10.HOG0000918	OG0000392	n5			Utg323140_187	Utg859432_48								
N10.HOG0000919	OG0000393	n0			Utg323392_115	Utg859388_122								
N10.HOG0000920	OG0000394	n6			Utg323632_227	Utg858432_118								
N10.HOG0000921	OG0000395	n3			Utg323392_102	Utg859388_134								
N10.HOG0000922	OG0000396	n1			Utg323316_308	Utg857046_205								
N10.HOG0000923	OG0000397	n4			Utg323152_152	Utg859098_263								
N10.HOG0000924	OG0000398	n0			Utg323316_283	Utg859388_138, Utg857046_187								
N10.HOG0000925	OG0000399	n0			Utg323074_27	Utg857994_19								
N10.HOG0000926	OG0000400	n0			Utg323074_129	Utg857994_148								
N10.HOG0000927	OG0000401	n3			Utg323448_26	Utg857490_22								
N10.HOG0000928	OG0000401	n10			Utg323152_132	Utg859098_281								
N10.HOG0000929	OG0000402	n3			Utg323990_13	Utg860814_307								
N10.HOG0000930	OG0000403	n0			Utg323392_161	Utg859388_57								
N10.HOG0000931	OG0000404	n5			Utg323632_90	Utg858432_29								
N10.HOG0000932	OG0000406	n7			Utg323300_304									
N10.HOG0000933	OG0000406	n8			Utg323632_208	Utg858432_101								
N10.HOG0000934	OG0000407	n0			Utg323300_231									
N10.HOG0000935	OG0000408	n7			Utg323316_309	Utg857046_206								
N10.HOG0000936	OG0000409	n9			Utg323152_214	Utg859098_197								
N10.HOG0000937	OG0000409	n10			Utg323152_215	Utg859098_196								
N10.HOG0000938	OG0000410	n0			Utg323180_618	Utg860814_206, Utg860814_207								
N10.HOG0000939	OG0000412	n1			Utg323632_307	Utg866558_8								
N10.HOG0000940	OG0000412	n8				Utg859388_117								
N10.HOG0000941	OG0000413	n0			Utg323632_56	Utg862138_42								
N10.HOG0000942	OG0000414	n0			Utg323140_130	Utg864866_32								
N10.HOG0000943	OG0000415	n9			Utg323180_424									
N10.HOG0000944	OG0000417	n1			Utg323316_134									
N10.HOG0000945	OG0000417	n5				Utg857994_91								
N10.HOG0000946	OG0000418	n0			Utg323632_29	Utg862138_20								
N10.HOG0000947	OG0000419	n6			Utg323990_112	Utg860006_86								
N10.HOG0000948	OG0000420	n6			Utg323392_158	Utg859388_60								
N10.HOG0000949	OG0000421	n1			Utg323300_89									
N10.HOG0000950	OG0000422	n2			Utg323316_306	Utg857046_203								
N10.HOG0000951	OG0000423	n0			Utg323152_258, Utg323152_259	Utg859098_157								
N10.HOG0000952	OG0000424	n4			Utg323180_488	Utg860814_75								
N10.HOG0000953	OG0000424	n10			Utg323990_209	Utg859236_20								
N10.HOG0000954	OG0000425	n0			Utg323632_72	Utg858494_44, Utg858432_11								
N10.HOG0000955	OG0000426	n4			Utg323152_151	Utg859098_264								
N10.HOG0000956	OG0000427	n0			Utg323448_41	Utg857490_6								
N10.HOG0000957	OG0000428	n0			Utg323392_159	Utg859388_59								
N10.HOG0000958	OG0000429	n3			Utg323632_282	Utg866558_37								
N10.HOG0000959	OG0000430	n7			Utg323152_270	Utg859098_145								
N10.HOG0000960	OG0000430	n9			Utg323152_281	Utg859098_134								
N10.HOG0000961	OG0000431	n2			Utg323140_38									
N10.HOG0000962	OG0000431	n7			Utg323392_85	Utg859388_150								
N10.HOG0000963	OG0000432	n3			Utg323300_442									
N10.HOG0000964	OG0000432	n8			Utg323152_538	Utg857046_240								
N10.HOG0000965	OG0000433	n2			Utg323316_347	Utg857046_260								
N10.HOG0000966	OG0000434	n5			Utg323316_227	Utg857046_132								
N10.HOG0000967	OG0000434	n10			Utg323180_553	Utg860814_138								
N10.HOG0000968	OG0000435	n8			Utg323316_84									
N10.HOG0000969	OG0000436	n0			Utg323152_368									
N10.HOG0000970	OG0000437	n3			Utg323300_48									
N10.HOG0000971	OG0000437	n6			Utg323140_223									
N10.HOG0000972	OG0000437	n8			Utg323262_143	Utg859236_103								
N10.HOG0000973	OG0000438	n9			Utg323152_420	Utg859982_174								
N10.HOG0000974	OG0000439	n0			Utg323152_408	Utg859982_185								
N10.HOG0000975	OG0000440	n0			Utg323152_402	Utg859982_195								
N10.HOG0000976	OG0000441	n4			Utg323152_387									
N10.HOG0000977	OG0000441	n5			Utg323140_50	Utg864866_104								
N10.HOG0000978	OG0000441	n7			Utg323152_388									
N10.HOG0000979	OG0000442	n1			Utg323152_244	Utg859098_172								
N10.HOG0000980	OG0000442	n9				Utg859076_63								
N10.HOG0000981	OG0000442	n10				Utg859236_124, Utg859098_171								
N10.HOG0000982	OG0000443	n2			Utg324810_34	Utg861744_142								
N10.HOG0000983	OG0000444	n0			Utg323152_45	Utg859098_354								
N10.HOG0000984	OG0000445	n0			Utg323152_295	Utg859098_121								
N10.HOG0000985	OG0000446	n9				Utg859098_101								
N10.HOG0000986	OG0000446	n10			Utg323152_316	Utg859098_100								
N10.HOG0000987	OG0000447	n2			Utg323180_327, Utg323990_241									
N10.HOG0000988	OG0000447	n7			Utg323392_129	Utg859388_92								
N10.HOG0000989	OG0000448	n6			Utg323152_562	Utg859982_7								
N10.HOG0000990	OG0000449	n3			Utg323152_593									
N10.HOG0000991	OG0000451	n5			Utg323074_46	Utg857994_40								
N10.HOG0000992	OG0000451	n6			Utg323266_24	Utg865370_18								
N10.HOG0000993	OG0000452	n11			Utg323300_444									
N10.HOG0000994	OG0000452	n12			Utg323152_543									
N10.HOG0000995	OG0000453	n5			Utg323300_394	Utg857152_117								
N10.HOG0000996	OG0000454	n8				Utg859076_56								
N10.HOG0000997	OG0000457	n3			Utg323140_93	Utg864866_63								
N10.HOG0000998	OG0000458	n0			Utg323632_292	Utg866558_25								
N10.HOG0000999	OG0000459	n0			Utg323152_197	Utg859098_217								
N10.HOG0001000	OG0000460	n0			Utg323632_251	Utg858432_142								
N10.HOG0001001	OG0000461	n0			Utg323266_1, Utg323180_610	Utg860814_196								
N10.HOG0001002	OG0000462	n0			Utg323392_157	Utg859388_61								
N10.HOG0001003	OG0000463	n0			Utg323152_557	Utg859982_12								
N10.HOG0001004	OG0000464	n1			Utg323266_64	Utg858494_63								
N10.HOG0001005	OG0000465	n0			Utg323316_131	Utg857046_20								
N10.HOG0001006	OG0000466	n0			Utg323316_143	Utg857046_29								
N10.HOG0001007	OG0000467	n0			Utg324810_50	Utg861744_129								
N10.HOG0001008	OG0000468	n0			Utg323152_550	Utg859982_19								
N10.HOG0001009	OG0000469	n0			Utg323300_339	Utg857152_63								
N10.HOG0001010	OG0000470	n0			Utg323632_217	Utg858432_109								
N10.HOG0001011	OG0000471	n0			Utg323180_23	Utg859750_61								
N10.HOG0001012	OG0000472	n0			Utg323990_82	Utg860006_132								
N10.HOG0001013	OG0000473	n0			Utg324810_49	Utg861744_130								
N10.HOG0001014	OG0000474	n0			Utg323392_19	Utg859098_439, Utg858498_4								
N10.HOG0001015	OG0000475	n0			Utg323300_262									
N10.HOG0001016	OG0000476	n0			Utg323448_21	Utg857490_27								
N10.HOG0001017	OG0000477	n0			Utg323316_316	Utg857046_213								
N10.HOG0001018	OG0000478	n6			Utg323316_148	Utg857046_34								
N10.HOG0001019	OG0000479	n0			Utg323152_47	Utg859098_352								
N10.HOG0001020	OG0000480	n0			Utg323448_83	Utg858494_109								
N10.HOG0001021	OG0000481	n0			Utg323316_184	Utg857046_84								
N10.HOG0001022	OG0000482	n0			Utg323300_126	Utg857300_27								
N10.HOG0001023	OG0000484	n0			Utg323300_196									
N10.HOG0001024	OG0000485	n0			Utg323152_48	Utg859098_351								
N10.HOG0001025	OG0000486	n0			Utg323152_439	Utg859982_148, Utg859982_149								
N10.HOG0001026	OG0000487	n0			Utg323152_216	Utg859098_195								
N10.HOG0001027	OG0000488	n0			Utg323160_29	Utg861744_54								
N10.HOG0001028	OG0000489	n0			Utg323392_46	Utg859388_187, Utg858498_21								
N10.HOG0001029	OG0000490	n0			Utg323180_708	Utg860814_326								
N10.HOG0001030	OG0000491	n0			Utg323074_142	Utg857994_162								
N10.HOG0001031	OG0000492	n0			Utg323180_163	Utg857152_223								
N10.HOG0001032	OG0000493	n0			Utg323300_317	Utg857152_45								
N10.HOG0001033	OG0000494	n11			Utg323300_293	Utg857152_20								
N10.HOG0001034	OG0000495	n0			Utg323152_176	Utg859098_239, Utg859098_238								
N10.HOG0001035	OG0000496	n0			Utg323632_52	Utg862138_40								
N10.HOG0001036	OG0000497	n0			Utg323632_236	Utg858432_129								
N10.HOG0001037	OG0000498	n0			Utg323632_237	Utg858432_130								
N10.HOG0001038	OG0000499	n5			Utg323300_95									
N10.HOG0001039	OG0000499	n6			Utg323180_506	Utg860814_96								
N10.HOG0001040	OG0000500	n0			Utg323448_101	Utg858494_89								
N10.HOG0001041	OG0000501	n2			Utg323392_55	Utg859388_178								
N10.HOG0001042	OG0000502	n0			Utg323152_196	Utg859098_218								
N10.HOG0001043	OG0000503	n7			Utg323180_35	Utg859750_73								
N10.HOG0001044	OG0000504	n0			Utg323180_617	Utg860814_205								
N10.HOG0001045	OG0000505	n5			Utg323316_99									
N10.HOG0001046	OG0000505	n7			Utg323266_72	Utg857994_68								
N10.HOG0001047	OG0000506	n6			Utg323262_175									
N10.HOG0001048	OG0000506	n8			Utg323152_506	Utg859982_40								
N10.HOG0001049	OG0000507	n0			Utg323180_43	Utg859750_83								
N10.HOG0001050	OG0000508	n0			Utg323300_12	Utg860006_116, Utg859076_17								
N10.HOG0001051	OG0000509	n0			Utg323160_78	Utg861744_21								
N10.HOG0001052	OG0000510	n0			Utg323180_484	Utg860814_70								
N10.HOG0001053	OG0000511	n0			Utg323316_346	Utg857046_259								
N10.HOG0001054	OG0000512	n0			Utg323074_26	Utg857994_18								
N10.HOG0001055	OG0000513	n0			Utg323300_263									
N10.HOG0001056	OG0000514	n0			Utg323632_76	Utg858432_18								
N10.HOG0001057	OG0000515	n0			Utg323152_558	Utg859982_11								
N10.HOG0001058	OG0000516	n0			Utg323180_611, Utg323266_2	Utg860814_197								
N10.HOG0001059	OG0000517	n8			Utg323262_106	Utg857076_26								
N10.HOG0001060	OG0000518	n3			Utg323180_544									
N10.HOG0001061	OG0000519	n2			Utg323152_229	Utg859098_182								
N10.HOG0001062	OG0000520	n0			Utg323392_86	Utg859388_149								
N10.HOG0001063	OG0000521	n0			Utg323152_146	Utg859098_269								
N10.HOG0001064	OG0000522	n0			Utg323152_209	Utg859098_204								
N10.HOG0001065	OG0000523	n0			Utg323392_227	Utg859388_10								
N10.HOG0001066	OG0000524	n0			Utg323160_66	Utg861744_33								
N10.HOG0001067	OG0000525	n1			Utg323180_243	Utg863716_65								
N10.HOG0001068	OG0000525	n5				Utg861448_15								
N10.HOG0001069	OG0000526	n0			Utg323180_264	Utg863716_87								
N10.HOG0001070	OG0000527	n3			Utg323990_77	Utg860006_135								
N10.HOG0001071	OG0000528	n2			Utg323316_180	Utg857046_75								
N10.HOG0001072	OG0000529	n0			Utg323300_351	Utg857152_77, Utg857152_76								
N10.HOG0001073	OG0000530	n0			Utg323632_211, Utg323632_212	Utg858432_105								
N10.HOG0001074	OG0000531	n0			Utg323990_111	Utg860006_87								
N10.HOG0001075	OG0000532	n0			Utg323990_149	Utg860006_54								
N10.HOG0001076	OG0000533	n0			Utg323300_299	Utg857152_27, Utg857152_26								
N10.HOG0001077	OG0000535	n0			Utg323180_111	Utg857152_185								
N10.HOG0001078	OG0000537	n0			Utg323152_226	Utg859098_185								
N10.HOG0001079	OG0000538	n0			Utg323140_264, Utg325220_1									
N10.HOG0001080	OG0000539	n0			Utg323180_65	Utg857152_159								
N10.HOG0001081	OG0000540	n0			Utg323990_215, Utg323990_214	Utg859236_26								
N10.HOG0001082	OG0000542	n0			Utg323300_321	Utg857152_50								
N10.HOG0001083	OG0000543	n0			Utg323152_153	Utg859098_262								
N10.HOG0001084	OG0000544	n0			Utg324810_54	Utg861744_125								
N10.HOG0001085	OG0000545	n0			Utg323140_9	Utg859750_15								
N10.HOG0001086	OG0000546	n0			Utg323140_178	Utg859432_39								
N10.HOG0001087	OG0000547	n2			Utg323180_527	Utg860814_120								
N10.HOG0001088	OG0000548	n0			Utg323140_246									
N10.HOG0001089	OG0000549	n0			Utg323392_28	Utg858498_13								
N10.HOG0001090	OG0000550	n0			Utg323632_387, Utg323392_263	Utg861448_9								
N10.HOG0001091	OG0000551	n2			Utg323180_674	Utg860814_267								
N10.HOG0001092	OG0000551	n9			Utg323180_673									
N10.HOG0001093	OG0000552	n4			Utg324810_41									
N10.HOG0001094	OG0000552	n10			Utg323632_58	Utg862138_51								
N10.HOG0001095	OG0000552	n11			Utg323074_42	Utg857994_36								
N10.HOG0001096	OG0000553	n8			Utg323300_184									
N10.HOG0001097	OG0000553	n9			Utg325220_97	Utg857682_87								
N10.HOG0001098	OG0000554	n0			Utg323300_276	Utg857152_4								
N10.HOG0001099	OG0000555	n0			Utg323180_103	Utg857152_177, Utg857152_176								
N10.HOG0001100	OG0000556	n1			Utg323152_446	Utg859982_140								
N10.HOG0001101	OG0000556	n9			Utg323140_140	Utg864866_18								
N10.HOG0001102	OG0000557	n0			Utg323180_181	Utg859432_2, Utg859982_101								
N10.HOG0001103	OG0000558	n5			Utg323152_97									
N10.HOG0001104	OG0000558	n10				Utg859236_71								
N10.HOG0001105	OG0000559	n10			Utg323300_249									
N10.HOG0001106	OG0000559	n11			Utg323632_385									
N10.HOG0001107	OG0000560	n4			Utg323074_183	Utg857994_198								
N10.HOG0001108	OG0000560	n8			Utg323266_40									
N10.HOG0001109	OG0000561	n4			Utg323266_17	Utg865370_11								
N10.HOG0001110	OG0000562	n0			Utg323160_42	Utg861744_43								
N10.HOG0001111	OG0000563	n7			Utg323262_167, Utg323266_71	Utg857682_124								
N10.HOG0001112	OG0000564	n3			Utg323392_207									
N10.HOG0001113	OG0000565	n1			Utg323392_208									
N10.HOG0001114	OG0000565	n8				Utg859750_49								
N10.HOG0001115	OG0000566	n0			Utg323300_374	Utg857152_97								
N10.HOG0001116	OG0000567	n1			Utg323152_243	Utg859098_173								
N10.HOG0001117	OG0000567	n6				Utg859076_62								
N10.HOG0001118	OG0000568	n8			Utg323392_178	Utg859388_45								
N10.HOG0001119	OG0000568	n10			Utg323152_148	Utg859098_267								
N10.HOG0001120	OG0000569	n10			Utg323632_362	Utg857992_12								
N10.HOG0001121	OG0000570	n0			Utg323316_297	Utg857046_194								
N10.HOG0001122	OG0000571	n0			Utg323300_101	Utg857300_49								
N10.HOG0001123	OG0000572	n6			Utg323152_431	Utg859982_161								
N10.HOG0001124	OG0000575	n0			Utg323140_189	Utg859432_50								
N10.HOG0001125	OG0000576	n0			Utg323266_35	Utg865370_28								
N10.HOG0001126	OG0000577	n0			Utg323074_28	Utg857994_20								
N10.HOG0001127	OG0000578	n0			Utg323160_67	Utg861744_32								
N10.HOG0001128	OG0000579	n0			Utg323160_81	Utg861744_19								
N10.HOG0001129	OG0000580	n0			Utg323180_689	Utg860814_282								
N10.HOG0001130	OG0000581	n0			Utg323448_49	Utg858494_143								
N10.HOG0001131	OG0000582	n0			Utg323140_12	Utg859750_11								
N10.HOG0001132	OG0000583	n0			Utg323448_37	Utg857490_11								
N10.HOG0001133	OG0000584	n0			Utg323316_328	Utg857046_225								
N10.HOG0001134	OG0000585	n0			Utg323316_329	Utg857046_226								
N10.HOG0001135	OG0000586	n0			Utg323316_331	Utg857046_228								
N10.HOG0001136	OG0000587	n0			Utg323152_245	Utg859098_170								
N10.HOG0001137	OG0000588	n0			Utg323316_336	Utg857046_250								
N10.HOG0001138	OG0000589	n0			Utg323152_565	Utg859982_4								
N10.HOG0001139	OG0000590	n0			Utg323316_300	Utg857046_196								
N10.HOG0001140	OG0000591	n0			Utg323140_180	Utg859432_41								
N10.HOG0001141	OG0000592	n0			Utg323152_248	Utg859098_167								
N10.HOG0001142	OG0000593	n0			Utg323632_96	Utg858432_36								
N10.HOG0001143	OG0000594	n0			Utg323300_311	Utg857152_39								
N10.HOG0001144	OG0000595	n0			Utg323990_151	Utg860006_52								
N10.HOG0001145	OG0000596	n0			Utg323152_192	Utg859098_222								
N10.HOG0001146	OG0000597	n0			Utg323152_175	Utg859098_240								
N10.HOG0001147	OG0000598	n0			Utg323632_99	Utg858432_39								
N10.HOG0001148	OG0000599	n0			Utg323152_223	Utg859098_188								
N10.HOG0001149	OG0000600	n0			Utg323180_267	Utg863716_90								
N10.HOG0001150	OG0000601	n0			Utg323140_185	Utg859432_46								
N10.HOG0001151	OG0000602	n0			Utg323152_172	Utg859098_243								
N10.HOG0001152	OG0000603	n0			Utg323990_83	Utg860006_130								
N10.HOG0001153	OG0000604	n0			Utg323180_32	Utg859750_70								
N10.HOG0001154	OG0000605	n0			Utg323180_276	Utg863716_99								
N10.HOG0001155	OG0000606	n0			Utg323266_43	Utg865370_35								
N10.HOG0001156	OG0000607	n0			Utg323300_283	Utg857152_11								
N10.HOG0001157	OG0000608	n0			Utg323180_609	Utg860814_195								
N10.HOG0001158	OG0000609	n0			Utg323074_153, Utg323074_152	Utg857994_166								
N10.HOG0001159	OG0000610	n0			Utg323448_99	Utg858494_91								
N10.HOG0001160	OG0000611	n0			Utg323152_250	Utg859098_165								
N10.HOG0001161	OG0000612	n0			Utg323632_295	Utg866558_22								
N10.HOG0001162	OG0000613	n0			Utg323632_296	Utg866558_21								
N10.HOG0001163	OG0000614	n0			Utg323300_233									
N10.HOG0001164	OG0000615	n0			Utg323448_90	Utg858494_101								
N10.HOG0001165	OG0000616	n0			Utg323448_92	Utg858494_99								
N10.HOG0001166	OG0000617	n0			Utg323448_63	Utg858494_129								
N10.HOG0001167	OG0000618	n0			Utg323448_65	Utg858494_127								
N10.HOG0001168	OG0000619	n0			Utg323448_66	Utg858494_126								
N10.HOG0001169	OG0000620	n0			Utg323448_67	Utg858494_125								
N10.HOG0001170	OG0000621	n0			Utg323448_68	Utg858494_124								
N10.HOG0001171	OG0000622	n0			Utg323262_150	Utg859236_96								
N10.HOG0001172	OG0000623	n0			Utg323074_128	Utg857994_147								
N10.HOG0001173	OG0000624	n0			Utg323152_218	Utg859098_193								
N10.HOG0001174	OG0000625	n0			Utg323152_219	Utg859098_192								
N10.HOG0001175	OG0000626	n0			Utg324810_60	Utg861744_118								
N10.HOG0001176	OG0000627	n0			Utg323448_100	Utg858494_90								
N10.HOG0001177	OG0000628	n0			Utg323180_312	Utg859076_34								
N10.HOG0001178	OG0000629	n0			Utg323632_1, Utg323316_98									
N10.HOG0001179	OG0000630	n0			Utg323300_302	Utg857152_31								
N10.HOG0001180	OG0000631	n0			Utg323300_300	Utg857152_28								
N10.HOG0001181	OG0000632	n0			Utg323392_138	Utg859388_81								
N10.HOG0001182	OG0000633	n0			Utg323180_584	Utg861448_58, Utg861448_57, Utg860814_165								
N10.HOG0001183	OG0000634	n0			Utg323074_110	Utg857994_128								
N10.HOG0001184	OG0000635	n0			Utg323990_206	Utg859236_17								
N10.HOG0001185	OG0000636	n1				Utg859982_221								
N10.HOG0001186	OG0000637	n0			Utg323392_155	Utg859388_63								
N10.HOG0001187	OG0000638	n0			Utg323262_113	Utg857076_19								
N10.HOG0001188	OG0000639	n0			Utg323152_564	Utg859982_5								
N10.HOG0001189	OG0000640	n0			Utg323990_80	Utg860006_133								
N10.HOG0001190	OG0000641	n0			Utg323632_228	Utg858432_119								
N10.HOG0001191	OG0000642	n0			Utg323316_136	Utg857046_24								
N10.HOG0001192	OG0000643	n0			Utg323074_137	Utg857994_157								
N10.HOG0001193	OG0000644	n0			Utg323300_295	Utg857152_22								
N10.HOG0001194	OG0000645	n0			Utg323316_141	Utg857046_27								
N10.HOG0001195	OG0000646	n0			Utg323632_108	Utg858432_47								
N10.HOG0001196	OG0000647	n0			Utg323632_107	Utg858432_46								
N10.HOG0001197	OG0000648	n0			Utg323632_103	Utg858432_43								
N10.HOG0001198	OG0000649	n0			Utg323074_138	Utg857994_158								
N10.HOG0001199	OG0000650	n0			Utg323632_350	Utg857992_20								
N10.HOG0001200	OG0000651	n0			Utg323152_154	Utg859098_261								
N10.HOG0001201	OG0000652	n0			Utg323392_225	Utg859388_12								
N10.HOG0001202	OG0000653	n0			Utg323152_255	Utg859098_160								
N10.HOG0001203	OG0000654	n0			Utg323140_11	Utg859750_12, Utg859750_13								
N10.HOG0001204	OG0000655	n0			Utg323448_27	Utg857490_21								
N10.HOG0001205	OG0000656	n0			Utg323180_692	Utg860814_287								
N10.HOG0001206	OG0000657	n0			Utg323180_693	Utg860814_288								
N10.HOG0001207	OG0000658	n0			Utg323180_697	Utg860814_293								
N10.HOG0001208	OG0000659	n0			Utg323180_698	Utg860814_294								
N10.HOG0001209	OG0000660	n0			Utg323632_33	Utg862138_23								
N10.HOG0001210	OG0000661	n0			Utg323632_34	Utg862138_24								
N10.HOG0001211	OG0000662	n0			Utg323262_165, Utg323262_164	Utg859236_80								
N10.HOG0001212	OG0000663	n0			Utg323140_228									
