HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N6.HOG0001197	OG0000371	n7		WP_015403026.1		Utg857682_144								
N6.HOG0001198	OG0000371	n9				Utg859750_43								
N6.HOG0001199	OG0000371	n11		WP_167320743.1	Utg323180_627	Utg860814_217, Utg860814_218								
N6.HOG0001200	OG0000372	n2		WP_015403993.1	Utg323316_334	Utg857046_248		WP_136809308.1	WP_136796218.1	WP_011187969.1				
N6.HOG0001201	OG0000372	n11		WP_015403238.1										
N6.HOG0001202	OG0000372	n12		WP_015403313.1				WP_136809913.1						
N6.HOG0001203	OG0000373	n1		WP_015403994.1	Utg323316_333	Utg857046_230		WP_136809242.1	WP_136796172.1	WP_011187968.1				
N6.HOG0001204	OG0000373	n11		WP_015403314.1				WP_136809912.1						
N6.HOG0001205	OG0000373	n13		WP_015403239.1										
N6.HOG0001206	OG0000374	n3		WP_015404823.1	Utg323152_495	Utg859982_53		WP_136808943.1	WP_136797097.1	WP_041278286.1				
N6.HOG0001207	OG0000374	n8		WP_015403387.1		Utg857994_113		WP_136809402.1, WP_136807793.1	WP_136795485.1, WP_136798325.1					
N6.HOG0001208	OG0000375	n6						WP_167505818.1	WP_136796820.1					
N6.HOG0001209	OG0000375	n8		WP_015403480.1										
N6.HOG0001210	OG0000375	n9		WP_015403509.1	Utg323300_400	Utg857152_124								
N6.HOG0001211	OG0000375	n12						WP_136806553.1	WP_136798986.1					
N6.HOG0001212	OG0000376	n1		WP_015403572.1				WP_136808968.1, WP_275942838.1, WP_217909584.1	WP_136796253.1, WP_136798340.1					
N6.HOG0001213	OG0000376	n7		WP_015405664.1				WP_136808897.1	WP_136797126.1	WP_011187926.1				
N6.HOG0001214	OG0000377	n1				Utg859982_93								
N6.HOG0001215	OG0000377	n2		WP_015403734.1		Utg858494_33, Utg858494_29, Utg859098_387, Utg857682_114, Utg857994_251, Utg857682_132, Utg857682_112		WP_167506061.1, WP_228723246.1	WP_136799543.1, WP_167495625.1					
N6.HOG0001216	OG0000378	n4						WP_136807106.1	WP_136798369.1					
N6.HOG0001217	OG0000378	n6		WP_015403825.1	Utg323300_225			WP_136806996.1, WP_136808088.1	WP_136798498.1, WP_136795265.1					
N6.HOG0001218	OG0000378	n12			Utg323180_281			WP_136809950.1	WP_136799368.1					
N6.HOG0001219	OG0000379	n1							WP_136797796.1					
N6.HOG0001220	OG0000379	n3		WP_015404447.1	Utg324548_30	Utg859076_60		WP_136809157.1, WP_167505933.1	WP_136796120.1, WP_136798265.1					
N6.HOG0001221	OG0000380	n4							WP_167495861.1					
N6.HOG0001222	OG0000380	n6		WP_041916449.1	Utg323392_22	Utg858498_7		WP_136806321.1	WP_136795812.1	WP_011189781.1				
N6.HOG0001223	OG0000380	n11		WP_015404622.1				WP_136810769.1						
N6.HOG0001224	OG0000381	n0		WP_015405078.1, WP_208598490.1	Utg323266_59, Utg323262_166	Utg858432_57		WP_217909464.1, WP_228723248.1, WP_136809206.1	WP_228721444.1	WP_011188623.1				
N6.HOG0001225	OG0000382	n1		WP_015405295.1	Utg323152_317	Utg859098_99		WP_136807888.1		WP_011189906.1				
N6.HOG0001226	OG0000383	n3						WP_136809878.1	WP_136795342.1					
N6.HOG0001227	OG0000383	n5		WP_015405487.1	Utg323074_113	Utg857994_131								
N6.HOG0001228	OG0000383	n10						WP_136808822.1	WP_136799135.1	WP_011187989.1				
N6.HOG0001229	OG0000384	n0		WP_015405623.1	Utg323632_224, Utg323392_7	Utg858432_115, Utg859098_420		WP_136805247.1, WP_136809760.1	WP_136797954.1, WP_136795632.1	WP_011187586.1				
N6.HOG0001230	OG0000385	n0			Utg323990_182, Utg323990_189	Utg860006_15, Utg860006_20		WP_217909620.1, WP_167505852.1, WP_136809352.1, WP_136808422.1, WP_167505928.1	WP_136796607.1, WP_136795722.1	WP_011188700.1				
N6.HOG0001231	OG0000386	n3						WP_136808946.1, WP_136808783.1	WP_136797084.1, WP_136799332.1					
N6.HOG0001232	OG0000386	n7				Utg859982_125		WP_136808748.1, WP_136809062.1, WP_136805061.1, WP_136805979.1	WP_136799313.1, WP_167495663.1					
N6.HOG0001233	OG0000387	n1				Utg857046_158		WP_136810174.1	WP_136798995.1					
N6.HOG0001234	OG0000387	n7							WP_136799716.1	WP_011189949.1				
N6.HOG0001235	OG0000387	n9						WP_136808564.1	WP_275942960.1					
N6.HOG0001236	OG0000388	n0		WP_015404792.1	Utg323392_149	Utg859388_69		WP_136805296.1	WP_136798003.1	WP_011190030.1				
N6.HOG0001237	OG0000389	n8		WP_015403093.1	Utg325220_115			WP_136808820.1	WP_136799133.1	WP_011187991.1				
N6.HOG0001238	OG0000390	n0		WP_015405129.1	Utg323152_156	Utg859098_259		WP_167505877.1	WP_136799223.1	WP_011189231.1				
N6.HOG0001239	OG0000391	n0		WP_015405595.1	Utg323392_139	Utg859388_80		WP_136805305.1	WP_136798011.1	WP_011190429.1, WP_011187259.1				
N6.HOG0001240	OG0000392	n5		WP_015402960.1	Utg323140_187	Utg859432_48		WP_136810637.1	WP_136796053.1					
N6.HOG0001241	OG0000392	n10		WP_015403130.1										
N6.HOG0001242	OG0000393	n0		WP_015405397.1	Utg323392_115	Utg859388_122		WP_136807487.1	WP_217907665.1, WP_136799201.1	WP_011189713.1				
N6.HOG0001243	OG0000394	n0		WP_015405620.1	Utg323632_227	Utg858432_118		WP_136805250.1, WP_136805334.1	WP_136797957.1	WP_041278134.1				
N6.HOG0001244	OG0000395	n3		WP_015405385.1	Utg323392_102	Utg859388_134		WP_136806288.1	WP_136795845.1					
N6.HOG0001245	OG0000395	n9		WP_015404600.1				WP_167505969.1						
N6.HOG0001246	OG0000396	n1		WP_015404016.1	Utg323316_308	Utg857046_205		WP_136807940.1	WP_136795747.1	WP_011189462.1				
N6.HOG0001247	OG0000396	n11						WP_136805336.1		WP_011187289.1				
N6.HOG0001248	OG0000397	n1		WP_153305021.1										
N6.HOG0001249	OG0000397	n4		WP_015405133.1	Utg323152_152	Utg859098_263		WP_136807554.1	WP_136799219.1	WP_041277793.1				
N6.HOG0001250	OG0000398	n0		WP_015404034.1	Utg323316_283	Utg859388_138, Utg857046_187		WP_136805873.1	WP_136797241.1	WP_173362835.1, WP_011190427.1				
N6.HOG0001251	OG0000399	n0		WP_015404853.1	Utg323074_27	Utg857994_19		WP_136809940.1	WP_136796872.1	WP_041277921.1, WP_011190232.1				
N6.HOG0001252	OG0000400	n0		WP_015404727.1	Utg323074_129	Utg857994_148		WP_136805430.1	WP_136797743.1	WP_011189966.1				
N6.HOG0001253	OG0000401	n0		WP_015404176.1	Utg323448_26, Utg323152_132	Utg857490_22, Utg859098_281		WP_136808491.1	WP_136798295.1	WP_011189767.1				
N6.HOG0001254	OG0000402	n3			Utg323990_13	Utg860814_307		WP_167505952.1						
N6.HOG0001255	OG0000402	n9		WP_015404482.1										
N6.HOG0001256	OG0000402	n10		WP_015404651.1										
N6.HOG0001257	OG0000403	n0		WP_015404778.1	Utg323392_161	Utg859388_57		WP_136805283.1	WP_136797989.1	WP_011189529.1				
N6.HOG0001258	OG0000404	n5		WP_015405699.1	Utg323632_90	Utg858432_29		WP_167505717.1	WP_167495839.1	WP_162096667.1				
N6.HOG0001259	OG0000405	n3							WP_136796212.1					
N6.HOG0001260	OG0000405	n4						WP_136809596.1	WP_167495637.1					
N6.HOG0001261	OG0000405	n7							WP_136796328.1, WP_136796426.1	WP_041277937.1				
N6.HOG0001262	OG0000406	n0		WP_228130050.1, WP_015403479.1	Utg323300_304, Utg323632_208	Utg858432_101		WP_136808044.1, WP_136809579.1	WP_136795200.1	WP_011188036.1				
N6.HOG0001263	OG0000407	n0		WP_015403831.1	Utg323300_231			WP_136810663.1, WP_136808484.1, WP_136806995.1	WP_136798289.1, WP_136798499.1	WP_011187531.1				
N6.HOG0001264	OG0000408	n5						WP_136805335.1						
N6.HOG0001265	OG0000408	n7		WP_015404015.1	Utg323316_309	Utg857046_206		WP_136807941.1	WP_136795748.1					
N6.HOG0001266	OG0000409	n0		WP_015405028.1	Utg323152_214, Utg323152_215	Utg859098_197, Utg859098_196		WP_136806338.1	WP_136795796.1	WP_173362847.1				
N6.HOG0001267	OG0000410	n0		WP_015405264.1, WP_015402353.1	Utg323180_618	Utg860814_206, Utg860814_207		WP_136806612.1	WP_136796803.1	WP_011190337.1				
N6.HOG0001268	OG0000411	n2							WP_136795653.1	WP_041277604.1				
N6.HOG0001269	OG0000411	n9						WP_136809092.1, WP_136808186.1						
N6.HOG0001270	OG0000411	n11						WP_136808185.1						
N6.HOG0001271	OG0000412	n1			Utg323632_307	Utg866558_8		WP_167505827.1	WP_136796474.1					
N6.HOG0001272	OG0000412	n8				Utg859388_117								
N6.HOG0001273	OG0000413	n0		WP_015403446.1	Utg323632_56	Utg862138_42		WP_136806020.1, WP_136808203.1	WP_136799397.1, WP_136798200.1	WP_011189040.1				
N6.HOG0001274	OG0000414	n0		WP_015403280.1, WP_015403160.1	Utg323140_130	Utg864866_32		WP_136810059.1	WP_136796979.1	WP_011189125.1				
N6.HOG0001275	OG0000415	n6		WP_015402809.1										
N6.HOG0001276	OG0000415	n7								WP_011187702.1				
N6.HOG0001277	OG0000415	n9		WP_015402798.1	Utg323180_424			WP_228723236.1	WP_136799099.1					
N6.HOG0001278	OG0000416	n3						WP_136808858.1	WP_136799172.1					
N6.HOG0001279	OG0000416	n7						WP_136810801.1, WP_136805566.1						
N6.HOG0001280	OG0000416	n9						WP_167506093.1						
N6.HOG0001281	OG0000417	n1		WP_015403699.1	Utg323316_134				WP_136795336.1					
N6.HOG0001282	OG0000417	n5		WP_015402701.1		Utg857994_91		WP_136810311.1, WP_136806255.1	WP_136795335.1, WP_136799378.1, WP_136799719.1					
N6.HOG0001283	OG0000418	n0		WP_015405752.1	Utg323632_29	Utg862138_20		WP_136806903.1, WP_167505773.1	WP_136798538.1	WP_011189597.1, WP_011188565.1				
N6.HOG0001284	OG0000419	n6		WP_015404566.1	Utg323990_112	Utg860006_86		WP_136806185.1	WP_136795869.1	WP_011189440.1				
N6.HOG0001285	OG0000420	n3								WP_011187900.1				
N6.HOG0001286	OG0000420	n6		WP_167320749.1	Utg323392_158	Utg859388_60		WP_136805286.1	WP_136797992.1	WP_011189525.1				
N6.HOG0001287	OG0000421	n1			Utg323300_89					WP_011188876.1				
N6.HOG0001288	OG0000421	n4							WP_136797570.1					
N6.HOG0001289	OG0000422	n2		WP_015404018.1	Utg323316_306	Utg857046_203		WP_275942842.1	WP_136795745.1	WP_011190167.1				
N6.HOG0001290	OG0000423	n0		WP_015405222.1	Utg323152_258, Utg323152_259	Utg859098_157		WP_136810696.1	WP_136799855.1	WP_041278794.1				
N6.HOG0001291	OG0000424	n0		WP_015404172.1	Utg323180_488, Utg323990_209	Utg860814_75, Utg859236_20		WP_136809866.1, WP_136808817.1	WP_136799131.1					
N6.HOG0001292	OG0000425	n0		WP_015405708.1	Utg323632_72	Utg858494_44, Utg858432_11		WP_136808202.1, WP_136808474.1	WP_136798280.1	WP_041278082.1				
N6.HOG0001293	OG0000426	n4		WP_015405134.1	Utg323152_151	Utg859098_264		WP_136807553.1	WP_167495870.1	WP_011188860.1				
N6.HOG0001294	OG0000427	n0		WP_015404262.1, WP_015402929.1	Utg323448_41	Utg857490_6		WP_228723281.1, WP_136810555.1	WP_136798102.1	WP_011188346.1				
N6.HOG0001295	OG0000428	n0		WP_015404780.1	Utg323392_159	Utg859388_59		WP_136805285.1	WP_136797991.1	WP_041277939.1				
N6.HOG0001296	OG0000429	n3		WP_015405570.1	Utg323632_282	Utg866558_37		WP_136805253.1	WP_136797960.1					
N6.HOG0001297	OG0000430	n0		WP_015405242.1, WP_015405409.1, WP_015403469.1, WP_015405232.1	Utg323152_270, Utg323152_281	Utg859098_145, Utg859098_134		WP_136810214.1	WP_136796992.1					
N6.HOG0001298	OG0000431	n0		WP_015403546.1, WP_015405375.1	Utg323140_38, Utg323392_85	Utg859388_150		WP_136809255.1, WP_136807817.1, WP_136807811.1	WP_136798587.1, WP_136799038.1, WP_136799032.1					
N6.HOG0001299	OG0000432	n1			Utg323300_442, Utg323152_538	Utg857046_240		WP_167506035.1, WP_167505825.1, WP_136805190.1	WP_136799941.1, WP_136796352.1, WP_136799838.1, WP_136799750.1					
N6.HOG0001300	OG0000432	n11		WP_015403657.1					WP_136795729.1					
N6.HOG0001301	OG0000433	n2		WP_015403967.1	Utg323316_347	Utg857046_260								
N6.HOG0001302	OG0000433	n6						WP_136808998.1	WP_136797392.1					
N6.HOG0001303	OG0000433	n8						WP_228723294.1	WP_217907637.1	WP_011189706.1				
N6.HOG0001304	OG0000434	n0		WP_015404078.1	Utg323316_227, Utg323180_553	Utg857046_132, Utg860814_138		WP_136809750.1, WP_136805936.1	WP_136795621.1, WP_136798965.1, WP_167495834.1	WP_011187316.1				
N6.HOG0001305	OG0000435	n1								WP_041278103.1				
N6.HOG0001306	OG0000435	n3		WP_015404420.1				WP_136808583.1	WP_136795407.1	WP_011187397.1				
N6.HOG0001307	OG0000435	n8			Utg323316_84									
N6.HOG0001308	OG0000436	n0		WP_015404648.1, WP_015404652.1, WP_015405333.1	Utg323152_368			WP_136810727.1						
N6.HOG0001309	OG0000437	n0		WP_041916859.1, WP_015404840.1	Utg323300_48, Utg323140_223, Utg323262_143	Utg859236_103		WP_136810266.1, WP_136810300.1, WP_136807979.1	WP_217907679.1, WP_275942950.1, WP_136795141.1	WP_011188093.1				
N6.HOG0001310	OG0000438	n2							WP_136799657.1	WP_011190098.1				
N6.HOG0001311	OG0000438	n5						WP_167505905.1	WP_167495617.1					
N6.HOG0001312	OG0000438	n9		WP_015404896.1	Utg323152_420	Utg859982_174		WP_228723334.1						
N6.HOG0001313	OG0000439	n0		WP_015404902.1	Utg323152_408	Utg859982_185		WP_136805415.1, WP_136805412.1	WP_136797715.1	WP_011187387.1, WP_011188202.1				
N6.HOG0001314	OG0000440	n0		WP_015404953.1	Utg323152_402	Utg859982_195		WP_136806014.1, WP_228723349.1, WP_167505955.1	WP_136798800.1, WP_136798367.1, WP_167495880.1	WP_041277623.1				
N6.HOG0001315	OG0000441	n0		WP_015404988.1	Utg323152_387, Utg323140_50, Utg323152_388	Utg864866_104		WP_136807604.1, WP_136809122.1, WP_167505881.1, WP_167505985.1	WP_136799700.1	WP_011188848.1				
N6.HOG0001316	OG0000442	n1		WP_015405004.1	Utg323152_244	Utg859098_172		WP_136806992.1	WP_136798502.1					
N6.HOG0001317	OG0000442	n9				Utg859076_63								
N6.HOG0001318	OG0000442	n10				Utg859236_124, Utg859098_171								
N6.HOG0001319	OG0000443	n2			Utg324810_34	Utg861744_142		WP_217909473.1	WP_176360012.1	WP_041278382.1				
N6.HOG0001320	OG0000443	n8		WP_015405092.1				WP_136809231.1	WP_136798155.1					
N6.HOG0001321	OG0000444	n0		WP_015405195.1	Utg323152_45	Utg859098_354		WP_136806301.1	WP_136795830.1	WP_228130145.1				
N6.HOG0001322	OG0000445	n0		WP_015405275.1	Utg323152_295	Utg859098_121		WP_136810687.1, WP_136809633.1	WP_153305570.1, WP_136799851.1, WP_136797467.1, WP_136796214.1, WP_136798701.1	WP_156792310.1				
N6.HOG0001323	OG0000446	n0		WP_015405294.1	Utg323152_316	Utg859098_101, Utg859098_100, Utg859076_48		WP_136807889.1		WP_011189905.1				
N6.HOG0001324	OG0000447	n2			Utg323180_327, Utg323990_241									
N6.HOG0001325	OG0000447	n7		WP_015405423.1	Utg323392_129	Utg859388_92		WP_136806393.1	WP_136799250.1	WP_011189512.1				
N6.HOG0001326	OG0000448	n2						WP_136808349.1		WP_011189730.1				
N6.HOG0001327	OG0000448	n6		WP_015405454.1	Utg323152_562	Utg859982_7		WP_136806379.1	WP_136799264.1					
N6.HOG0001328	OG0000449	n3		WP_015405463.1	Utg323152_593									
N6.HOG0001329	OG0000449	n6						WP_136807799.1	WP_136799022.1					
N6.HOG0001330	OG0000449	n8						WP_136807501.1	WP_136799207.1					
N6.HOG0001331	OG0000449	n11						WP_228723382.1	WP_267313993.1	WP_265588553.1				
N6.HOG0001332	OG0000450	n0		WP_015405720.1										
N6.HOG0001333	OG0000451	n1			Utg323074_46, Utg323266_24	Utg857994_40, Utg865370_18		WP_167505949.1	WP_136799001.1					
N6.HOG0001334	OG0000452	n6						WP_136810407.1	WP_136798431.1					
N6.HOG0001335	OG0000452	n8						WP_136808826.1	WP_136799138.1					
N6.HOG0001336	OG0000452	n10			Utg323300_444, Utg323152_543			WP_136807000.1, WP_136807001.1						
N6.HOG0001337	OG0000453	n1							WP_136797311.1					
N6.HOG0001338	OG0000453	n5			Utg323300_394	Utg857152_117		WP_136809304.1	WP_136796189.1					
N6.HOG0001339	OG0000453	n9						WP_136809202.1	WP_136798929.1					
N6.HOG0001340	OG0000454	n8				Utg859076_56								
N6.HOG0001341	OG0000457	n3		WP_208598499.1	Utg323140_93	Utg864866_63		WP_217909663.1	WP_217907739.1					
N6.HOG0001342	OG0000457	n10							WP_136799787.1					
N6.HOG0001343	OG0000458	n0		WP_015405560.1	Utg323632_292	Utg866558_25		WP_136805266.1	WP_136797971.1	WP_011190050.1				
N6.HOG0001344	OG0000459	n0		WP_015405044.1	Utg323152_197	Utg859098_217		WP_136805162.1, WP_136806351.1	WP_136799294.1	WP_011189199.1				
N6.HOG0001345	OG0000460	n0		WP_015405601.1	Utg323632_251	Utg858432_142		WP_267313765.1	WP_136796657.1	WP_011189785.1				
N6.HOG0001346	OG0000461	n0		WP_015402359.1	Utg323266_1, Utg323180_610	Utg860814_196		WP_136805473.1	WP_136796552.1	WP_011188884.1				
N6.HOG0001347	OG0000462	n0		WP_015404782.1	Utg323392_157	Utg859388_61		WP_136805287.1	WP_228721518.1	WP_041277938.1				
N6.HOG0001348	OG0000463	n0		WP_015405449.1	Utg323152_557	Utg859982_12		WP_136806383.1	WP_136799259.1	WP_011189177.1				
N6.HOG0001349	OG0000464	n1			Utg323266_64	Utg858494_63		WP_136808709.1	WP_217907710.1					
N6.HOG0001350	OG0000465	n0		WP_015404108.1	Utg323316_131	Utg857046_20		WP_136809698.1	WP_136797917.1, WP_167495636.1					
N6.HOG0001351	OG0000466	n0		WP_015404099.1	Utg323316_143	Utg857046_29		WP_136809720.1	WP_136795597.1	WP_041277422.1				
N6.HOG0001352	OG0000467	n0		WP_015403423.1	Utg324810_50	Utg861744_129		WP_136808627.1	WP_136795443.1	WP_011187824.1				
N6.HOG0001353	OG0000468	n0		WP_015405442.1	Utg323152_550	Utg859982_19		WP_136806389.1	WP_136799254.1	WP_011189509.1				
N6.HOG0001354	OG0000469	n0		WP_015403908.1	Utg323300_339	Utg857152_63		WP_136808019.1	WP_136795178.1	WP_011188053.1				
N6.HOG0001355	OG0000470	n0		WP_015405629.1	Utg323632_217	Utg858432_109		WP_136805243.1	WP_136797950.1	WP_011190065.1				
N6.HOG0001356	OG0000471	n0		WP_015402724.1	Utg323180_23	Utg859750_61		WP_136805917.1	WP_217907655.1, WP_136799592.1	WP_011188128.1				
N6.HOG0001357	OG0000472	n0		WP_015404576.1	Utg323990_82	Utg860006_132		WP_136808481.1	WP_136798286.1	WP_011189474.1				
N6.HOG0001358	OG0000473	n0		WP_265588642.1	Utg324810_49	Utg861744_130		WP_136808626.1	WP_136795442.1	WP_011187823.1				
N6.HOG0001359	OG0000474	n0		WP_015405340.1	Utg323392_19	Utg859098_439, Utg858498_4		WP_136806324.1	WP_136795809.1	WP_011189845.1				
N6.HOG0001360	OG0000475	n0		WP_015403842.1	Utg323300_262			WP_136809369.1, WP_136810395.1	WP_136798639.1, WP_136796321.1	WP_011188169.1				
N6.HOG0001361	OG0000476	n0		WP_015404168.1	Utg323448_21	Utg857490_27		WP_136810534.1	WP_136798121.1	WP_041277668.1				
N6.HOG0001362	OG0000477	n0		WP_015404008.1	Utg323316_316	Utg857046_213		WP_136807945.1	WP_136795752.1	WP_011188156.1				
N6.HOG0001363	OG0000478	n0		WP_015404092.1, WP_015403302.1	Utg323316_148	Utg857046_34		WP_167506078.1	WP_136796303.1	WP_011190301.1				
N6.HOG0001364	OG0000479	n0		WP_015405193.1	Utg323152_47	Utg859098_352		WP_136806303.1	WP_136795828.1	WP_011189651.1				
N6.HOG0001365	OG0000480	n0		WP_015404302.1	Utg323448_83	Utg858494_109		WP_035234762.1	WP_136798064.1	WP_041278396.1				
N6.HOG0001366	OG0000481	n0		WP_015404083.1	Utg323316_184	Utg857046_84		WP_136809729.1	WP_136795606.1					
N6.HOG0001367	OG0000482	n0		WP_015403548.1	Utg323300_126	Utg857300_27		WP_136809717.1	WP_228721401.1	WP_011189018.1				
N6.HOG0001368	OG0000483	n0						WP_136810222.1, WP_136805883.1	WP_136797320.1					
N6.HOG0001369	OG0000484	n0		WP_015403760.1	Utg323300_196			WP_167505938.1	WP_167495621.1	WP_011187369.1				
N6.HOG0001370	OG0000485	n0		WP_015405192.1	Utg323152_48	Utg859098_351		WP_136806304.1	WP_136795827.1	WP_011189650.1				
N6.HOG0001371	OG0000486	n0		WP_015404881.1	Utg323152_439	Utg859982_148, Utg859982_149		WP_136805393.1	WP_136797690.1	WP_011189991.1				
N6.HOG0001372	OG0000487	n0		WP_015405027.1	Utg323152_216	Utg859098_195		WP_136806337.1	WP_136795797.1	WP_041278024.1				
N6.HOG0001373	OG0000488	n0		WP_015403375.1	Utg323160_29	Utg861744_54		WP_136809129.1	WP_136796092.1	WP_011187960.1				
N6.HOG0001374	OG0000489	n0		WP_228130021.1	Utg323392_46	Utg859388_187, Utg858498_21		WP_136810012.1	WP_136796933.1	WP_011188276.1				
N6.HOG0001375	OG0000490	n0		WP_015402294.1	Utg323180_708	Utg860814_326		WP_167505746.1	WP_167495787.1	WP_162096643.1				
N6.HOG0001376	OG0000491	n0		WP_015404713.1	Utg323074_142	Utg857994_162		WP_136805417.1	WP_136797722.1	WP_041278044.1				
N6.HOG0001377	OG0000492	n0		WP_041916554.1	Utg323180_163	Utg857152_223		WP_136808478.1	WP_136798284.1	WP_011190160.1				
N6.HOG0001378	OG0000493	n0		WP_015403885.1	Utg323300_317	Utg857152_45		WP_136808032.1	WP_136795190.1	WP_011188045.1				
N6.HOG0001379	OG0000494	n0		WP_015403661.1	Utg323300_293	Utg857152_20		WP_136809310.1, WP_136808171.1	WP_136796219.1					
N6.HOG0001380	OG0000495	n0		WP_015405099.1	Utg323152_176	Utg859098_239, Utg859098_238		WP_136806411.1	WP_136796738.1	WP_011189170.1				
N6.HOG0001381	OG0000496	n0		WP_015405733.1	Utg323632_52	Utg862138_40		WP_136805470.1	WP_136796544.1	WP_049785040.1				
N6.HOG0001382	OG0000497	n0		WP_015405614.1	Utg323632_236	Utg858432_129		WP_136808370.1	WP_136796646.1	WP_011189797.1				
N6.HOG0001383	OG0000498	n0		WP_015405613.1	Utg323632_237	Utg858432_130		WP_136808369.1	WP_167495720.1	WP_011189796.1				
N6.HOG0001384	OG0000499	n0		WP_015402600.1, WP_015405505.1	Utg323300_95, Utg323180_506	Utg860814_96		WP_136806800.1, WP_136806712.1	WP_136799790.1, WP_136796485.1					
N6.HOG0001385	OG0000500	n0		WP_015404321.1	Utg323448_101	Utg858494_89		WP_228723312.1	WP_136798047.1	WP_011188406.1				
N6.HOG0001386	OG0000501	n2		WP_015403989.1	Utg323392_55	Utg859388_178		WP_136808829.1		WP_041277540.1				
N6.HOG0001387	OG0000501	n10		WP_015402683.1										
N6.HOG0001388	OG0000502	n0		WP_015405045.1	Utg323152_196	Utg859098_218		WP_136806352.1, WP_136805163.1	WP_136799293.1	WP_011189198.1				
N6.HOG0001389	OG0000503	n3								WP_041277961.1				
N6.HOG0001390	OG0000503	n7			Utg323180_35	Utg859750_73		WP_167505821.1	WP_167495729.1					
N6.HOG0001391	OG0000504	n0		WP_015405265.1, WP_015402354.1	Utg323180_617	Utg860814_205		WP_136806613.1	WP_136796802.1	WP_041278120.1				
N6.HOG0001392	OG0000505	n5		WP_015404141.1	Utg323316_99					WP_041277824.1				
N6.HOG0001393	OG0000505	n7			Utg323266_72	Utg857994_68		WP_136807084.1						
N6.HOG0001394	OG0000505	n11							WP_136799709.1					
N6.HOG0001395	OG0000506	n0		WP_153305003.1, WP_015404813.1	Utg323262_175, Utg323152_506	Utg859982_40		WP_217909569.1	WP_136798020.1	WP_049785112.1				
N6.HOG0001396	OG0000507	n0		WP_015402706.1	Utg323180_43	Utg859750_83		WP_136805804.1	WP_136799902.1	WP_228130170.1				
N6.HOG0001397	OG0000508	n0		WP_015403578.1, WP_015403440.1	Utg323300_12	Utg860006_116, Utg859076_17		WP_136809498.1	WP_136798663.1	WP_011187508.1				
N6.HOG0001398	OG0000509	n0		WP_015403345.1	Utg323160_78	Utg861744_21		WP_136809151.1	WP_136796114.1	WP_011187888.1				
N6.HOG0001399	OG0000510	n0		WP_015402412.1	Utg323180_484	Utg860814_70		WP_228723268.1, WP_167506115.1	WP_136795693.1	WP_011189093.1				
N6.HOG0001400	OG0000511	n0		WP_015403968.1	Utg323316_346	Utg857046_259		WP_136807984.1	WP_275942945.1	WP_011188090.1				
N6.HOG0001401	OG0000512	n0		WP_015404854.1	Utg323074_26	Utg857994_18		WP_136808316.1	WP_136796695.1	WP_011189412.1				
N6.HOG0001402	OG0000513	n0		WP_015403843.1	Utg323300_263			WP_136809368.1, WP_136810394.1	WP_136798638.1, WP_136796320.1	WP_011188168.1				
N6.HOG0001403	OG0000514	n0		WP_015405704.1	Utg323632_76	Utg858432_18		WP_136808470.1	WP_136798276.1	WP_041278089.1				
N6.HOG0001404	OG0000515	n0		WP_015404672.1, WP_015405450.1	Utg323152_558	Utg859982_11		WP_136806382.1, WP_167505895.1	WP_136799260.1	WP_011189178.1				
N6.HOG0001405	OG0000516	n0		WP_015402358.1	Utg323180_611, Utg323266_2	Utg860814_197		WP_136805474.1	WP_136796553.1	WP_041277801.1				
N6.HOG0001406	OG0000517	n0		WP_015403261.1, WP_015404355.1	Utg323262_106	Utg857076_26		WP_136810045.1	WP_176360081.1, WP_176360018.1, WP_228721387.1					
N6.HOG0001407	OG0000518	n3		WP_015402512.1	Utg323180_544			WP_228723226.1						
N6.HOG0001408	OG0000518	n6							WP_136797903.1					
N6.HOG0001409	OG0000518	n11							WP_217907595.1					
N6.HOG0001410	OG0000519	n2		WP_015405014.1	Utg323152_229	Utg859098_182		WP_136810726.1						
N6.HOG0001411	OG0000520	n0		WP_015405376.1	Utg323392_86	Utg859388_149		WP_136807395.1	WP_136795974.1	WP_041278621.1				
N6.HOG0001412	OG0000521	n0		WP_015405139.1	Utg323152_146	Utg859098_269		WP_136807544.1	WP_136799214.1	WP_011188856.1				
N6.HOG0001413	OG0000522	n0		WP_015405032.1	Utg323152_209	Utg859098_204		WP_136806343.1	WP_136795791.1	WP_011189825.1				
N6.HOG0001414	OG0000523	n0		WP_015404736.1	Utg323392_227	Utg859388_10		WP_267313705.1	WP_136797774.1	WP_011189941.1				
N6.HOG0001415	OG0000524	n0		WP_015403357.1	Utg323160_66	Utg861744_33		WP_136809142.1	WP_136796105.1	WP_011187894.1				
N6.HOG0001416	OG0000525	n1			Utg323180_243	Utg863716_65								
N6.HOG0001417	OG0000525	n5		WP_015403476.1		Utg861448_15		WP_136809559.1, WP_136807185.1	WP_136798559.1	WP_041277510.1				
