HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N8.HOG0000950	OG0000281	n14						WP_136807388.1	WP_136795978.1					
N8.HOG0000951	OG0000281	n15						WP_136807830.1	WP_136799050.1					
N8.HOG0000952	OG0000282	n5							WP_136798615.1, WP_136798613.1					
N8.HOG0000953	OG0000282	n9						WP_136810761.1						
N8.HOG0000954	OG0000282	n11						WP_136806172.1	WP_136798425.1					
N8.HOG0000955	OG0000283	n4						WP_136808622.1	WP_136795438.1					
N8.HOG0000956	OG0000283	n10							WP_136798939.1, WP_136798938.1					
N8.HOG0000957	OG0000284	n5							WP_136799707.1					
N8.HOG0000958	OG0000284	n8						WP_136807131.1	WP_167495665.1, WP_136796354.1					
N8.HOG0000959	OG0000285	n0						WP_275942858.1	WP_275942935.1					
N8.HOG0000960	OG0000286	n3						WP_136806181.1	WP_136795871.1					
N8.HOG0000961	OG0000287	n5						WP_167506055.1, WP_167505793.1	WP_136797497.1, WP_167495767.1					
N8.HOG0000962	OG0000287	n11						WP_136810343.1	WP_167495611.1					
N8.HOG0000963	OG0000287	n13						WP_136805686.1	WP_136797518.1					
N8.HOG0000964	OG0000288	n6						WP_136810346.1	WP_136796288.1					
N8.HOG0000965	OG0000288	n14						WP_167506041.1	WP_136799366.1					
N8.HOG0000966	OG0000289	n4						WP_136809883.1						
N8.HOG0000967	OG0000289	n6						WP_136806123.1	WP_136795939.1					
N8.HOG0000968	OG0000289	n10							WP_136795299.1					
N8.HOG0000969	OG0000290	n0						WP_136806187.1	WP_136795867.1					
N8.HOG0000970	OG0000291	n1						WP_136807599.1	WP_136799698.1					
N8.HOG0000971	OG0000292	n4						WP_228723310.1						
N8.HOG0000972	OG0000292	n11						WP_136806548.1	WP_136796831.1					
N8.HOG0000973	OG0000292	n14							WP_136799710.1					
N8.HOG0000974	OG0000293	n2						WP_136810193.1	WP_136797011.1					
N8.HOG0000975	OG0000293	n7						WP_136806901.1	WP_136798540.1					
N8.HOG0000976	OG0000295	n3						WP_136808397.1	WP_136796618.1					
N8.HOG0000977	OG0000295	n9							WP_267314028.1					
N8.HOG0000978	OG0000296	n0						WP_136808009.1	WP_136795169.1					
N8.HOG0000979	OG0000297	n7						WP_217909516.1	WP_136796115.1					
N8.HOG0000980	OG0000298	n5							WP_136799142.1					
N8.HOG0000981	OG0000298	n8						WP_136809427.1	WP_136798649.1					
N8.HOG0000982	OG0000299	n6							WP_136800019.1					
N8.HOG0000983	OG0000299	n9						WP_136806912.1	WP_228721361.1					
N8.HOG0000984	OG0000300	n7						WP_136808630.1	WP_136795446.1					
N8.HOG0000985	OG0000301	n3						WP_136810743.1, WP_228723311.1	WP_228721397.1					
N8.HOG0000986	OG0000302	n10						WP_136809335.1	WP_217907611.1					
N8.HOG0000987	OG0000303	n8						WP_167506011.1, WP_136808520.1, WP_176371595.1	WP_136796608.1					
N8.HOG0000988	OG0000303	n11						WP_136808411.1, WP_136808415.1	WP_136795723.1					
N8.HOG0000989	OG0000304	n3						WP_136809800.1	WP_217907622.1					
N8.HOG0000990	OG0000304	n5						WP_136808663.1, WP_136806541.1	WP_136796863.1					
N8.HOG0000991	OG0000305	n5						WP_136809587.1, WP_217909647.1	WP_176360023.1					
N8.HOG0000992	OG0000305	n7						WP_136806209.1, WP_217909602.1, WP_228723314.1						
N8.HOG0000993	OG0000305	n13						WP_153307140.1, WP_228723313.1	WP_136800073.1					
N8.HOG0000994	OG0000306	n9						WP_176371594.1, WP_136806938.1	WP_136799972.1, WP_176360005.1, WP_176360041.1					
N8.HOG0000995	OG0000306	n13						WP_167505814.1	WP_176359994.1					
N8.HOG0000996	OG0000307	n1						WP_136806889.1	WP_136798552.1					
N8.HOG0000997	OG0000307	n10						WP_136810204.1	WP_136797001.1					
N8.HOG0000998	OG0000308	n7						WP_176371581.1	WP_136797005.1					
N8.HOG0000999	OG0000308	n10						WP_136806896.1	WP_136798545.1					
N8.HOG0001000	OG0000309	n6						WP_136809778.1	WP_136795648.1					
N8.HOG0001001	OG0000309	n8						WP_136808543.1	WP_136795359.1					
N8.HOG0001002	OG0000310	n3							WP_217907591.1					
N8.HOG0001003	OG0000310	n7						WP_167506100.1						
N8.HOG0001004	OG0000310	n9						WP_136810713.1						
N8.HOG0001005	OG0000310	n12						WP_136808920.1						
N8.HOG0001006	OG0000311	n5						WP_136808308.1	WP_136796702.1					
N8.HOG0001007	OG0000312	n3						WP_136805146.1	WP_136798752.1					
N8.HOG0001008	OG0000313	n4						WP_136809226.1	WP_136796153.1					
N8.HOG0001009	OG0000313	n9						WP_136810529.1	WP_136799522.1					
N8.HOG0001010	OG0000314	n2						WP_136810201.1	WP_136797004.1					
N8.HOG0001011	OG0000314	n7						WP_136806894.1	WP_136798547.1					
N8.HOG0001012	OG0000315	n8						WP_136808223.1, WP_136805330.1						
N8.HOG0001013	OG0000316	n1						WP_136807841.1	WP_136799061.1					
N8.HOG0001014	OG0000316	n6						WP_136806641.1	WP_136796772.1					
N8.HOG0001015	OG0000317	n3						WP_136807549.1	WP_136799216.1					
N8.HOG0001016	OG0000317	n11						WP_136806164.1	WP_136795878.1					
N8.HOG0001017	OG0000318	n7						WP_136810099.1						
N8.HOG0001018	OG0000319	n1						WP_136807014.1						
N8.HOG0001019	OG0000319	n3						WP_136809358.1	WP_228721427.1					
N8.HOG0001020	OG0000319	n8						WP_136809100.1	WP_228721436.1					
N8.HOG0001021	OG0000320	n13						WP_136805834.1						
N8.HOG0001022	OG0000320	n14						WP_136805760.1	WP_136798174.1					
N8.HOG0001023	OG0000321	n2						WP_136810520.1	WP_136798133.1					
N8.HOG0001024	OG0000321	n9						WP_136806264.1						
N8.HOG0001025	OG0000321	n13						WP_136806849.1	WP_136799105.1					
N8.HOG0001026	OG0000322	n10						WP_136808694.1						
N8.HOG0001027	OG0000323	n2						WP_136810855.1	WP_167495846.1					
N8.HOG0001028	OG0000323	n9						WP_136808320.1	WP_136796691.1					
N8.HOG0001029	OG0000324	n3						WP_136808264.1	WP_136798385.1					
N8.HOG0001030	OG0000324	n9						WP_136805807.1	WP_136799663.1					
N8.HOG0001031	OG0000325	n6						WP_136805196.1						
N8.HOG0001032	OG0000325	n10						WP_167505927.1						
N8.HOG0001033	OG0000325	n12						WP_167506007.1						
N8.HOG0001034	OG0000326	n5						WP_167505953.1	WP_136798691.1					
N8.HOG0001035	OG0000326	n9						WP_136808449.1	WP_136798251.1					
N8.HOG0001036	OG0000327	n1						WP_136808177.1						
N8.HOG0001037	OG0000327	n8						WP_136808350.1						
N8.HOG0001038	OG0000327	n10						WP_136806378.1	WP_136799265.1					
N8.HOG0001039	OG0000328	n12						WP_136809408.1, WP_167506004.1						
N8.HOG0001040	OG0000329	n1						WP_136806757.1	WP_136795225.1					
N8.HOG0001041	OG0000329	n8						WP_136806668.1	WP_217907639.1, WP_136798402.1					
N8.HOG0001042	OG0000329	n13						WP_136806667.1	WP_136795521.1					
N8.HOG0001043	OG0000331	n3						WP_136808291.1	WP_136796720.1					
N8.HOG0001044	OG0000332	n0						WP_136806839.1	WP_136799111.1					
N8.HOG0001045	OG0000333	n6						WP_136805778.1	WP_136798161.1					
N8.HOG0001046	OG0000333	n10						WP_136808004.1	WP_136795163.1					
N8.HOG0001047	OG0000334	n6						WP_136809147.1	WP_136796110.1					
N8.HOG0001048	OG0000335	n6						WP_167505898.1	WP_136795148.1					
N8.HOG0001049	OG0000336	n1						WP_136806276.1	WP_136795857.1					
N8.HOG0001050	OG0000337	n5						WP_136805472.1	WP_136796546.1					
N8.HOG0001051	OG0000338	n4						WP_136808018.1	WP_136795177.1					
N8.HOG0001052	OG0000339	n0						WP_136805374.1, WP_136805866.1	WP_136797650.1					
N8.HOG0001053	OG0000340	n2						WP_217909441.1						
N8.HOG0001054	OG0000340	n4						WP_136805959.1	WP_136798577.1					
N8.HOG0001055	OG0000341	n7						WP_167505941.1	WP_136798700.1					
N8.HOG0001056	OG0000342	n5						WP_167506029.1	WP_167495933.1, WP_267314002.1, WP_228721486.1					
N8.HOG0001057	OG0000342	n11							WP_217907599.1, WP_176360107.1, WP_176360100.1					
N8.HOG0001058	OG0000343	n0						WP_136805096.1	WP_136798728.1					
N8.HOG0001059	OG0000344	n2						WP_228723245.1	WP_136796304.1					
N8.HOG0001060	OG0000344	n12						WP_136810392.1	WP_136796318.1					
N8.HOG0001061	OG0000345	n3						WP_136805954.1	WP_136798582.1					
N8.HOG0001062	OG0000346	n2						WP_136809334.1	WP_167495793.1					
N8.HOG0001063	OG0000347	n4						WP_136806136.1						
N8.HOG0001064	OG0000348	n3						WP_136805681.1	WP_136798409.1					
N8.HOG0001065	OG0000348	n7						WP_136805957.1	WP_136798579.1					
N8.HOG0001066	OG0000349	n0						WP_136806182.1	WP_136795870.1					
N8.HOG0001067	OG0000350	n3						WP_136805507.1	WP_136797878.1					
N8.HOG0001068	OG0000350	n12						WP_136806959.1	WP_217907714.1					
N8.HOG0001069	OG0000351	n0						WP_136806457.1	WP_136798348.1					
N8.HOG0001070	OG0000352	n5							WP_136800015.1					
N8.HOG0001071	OG0000352	n7						WP_136808040.1	WP_136795198.1					
N8.HOG0001072	OG0000353	n0						WP_136805411.1	WP_136797713.1					
N8.HOG0001073	OG0000354	n6						WP_136809086.1						
N8.HOG0001074	OG0000354	n10						WP_217909493.1						
N8.HOG0001075	OG0000355	n1						WP_136806707.1	WP_136796481.1					
N8.HOG0001076	OG0000356	n0						WP_136806349.1	WP_136795786.1					
N8.HOG0001077	OG0000357	n3						WP_136810634.1	WP_136796056.1					
N8.HOG0001078	OG0000358	n0						WP_136808757.1	WP_136799323.1					
N8.HOG0001079	OG0000359	n5						WP_136808781.1	WP_136799330.1					
N8.HOG0001080	OG0000360	n3						WP_136810531.1	WP_136798124.1					
N8.HOG0001081	OG0000361	n8						WP_136805292.1	WP_176360071.1					
N8.HOG0001082	OG0000361	n13						WP_136808652.1						
N8.HOG0001083	OG0000362	n4						WP_228723324.1	WP_136796345.1, WP_136796936.1					
N8.HOG0001084	OG0000362	n11							WP_136798622.1					
N8.HOG0001085	OG0000363	n3						WP_167505976.1						
N8.HOG0001086	OG0000363	n8						WP_136808563.1	WP_136799379.1, WP_136795394.1					
N8.HOG0001087	OG0000364	n0						WP_136807809.1	WP_136799030.1					
N8.HOG0001088	OG0000365	n4						WP_136807807.1	WP_136799028.1					
N8.HOG0001089	OG0000365	n9						WP_217909465.1, WP_136810497.1						
N8.HOG0001090	OG0000366	n9							WP_136799525.1					
N8.HOG0001091	OG0000366	n11							WP_136799524.1					
N8.HOG0001092	OG0000366	n13						WP_136806144.1	WP_136795920.1					
N8.HOG0001093	OG0000367	n1						WP_136808894.1	WP_167495620.1, WP_136797141.1					
N8.HOG0001094	OG0000367	n5						WP_136808096.1	WP_136795270.1					
N8.HOG0001095	OG0000368	n0						WP_136807055.1						
N8.HOG0001096	OG0000369	n8						WP_136806108.1	WP_136795951.1, WP_167495667.1					
N8.HOG0001097	OG0000369	n11						WP_136808637.1, WP_136809272.1	WP_167495760.1					
N8.HOG0001098	OG0000369	n13						WP_136809943.1	WP_136799363.1					
N8.HOG0001099	OG0000370	n0						WP_136809893.1	WP_136796262.1					
N8.HOG0001100	OG0000372	n2						WP_136809308.1	WP_136796218.1					
N8.HOG0001101	OG0000372	n12						WP_136809913.1						
N8.HOG0001102	OG0000373	n1						WP_136809242.1	WP_136796172.1					
N8.HOG0001103	OG0000373	n11						WP_136809912.1						
N8.HOG0001104	OG0000374	n3						WP_136808943.1	WP_136797097.1					
N8.HOG0001105	OG0000374	n12						WP_136809402.1	WP_136795485.1					
N8.HOG0001106	OG0000374	n13						WP_136807793.1	WP_136798325.1					
N8.HOG0001107	OG0000375	n6						WP_167505818.1	WP_136796820.1					
N8.HOG0001108	OG0000375	n12						WP_136806553.1	WP_136798986.1					
N8.HOG0001109	OG0000376	n2						WP_136808968.1	WP_136796253.1					
N8.HOG0001110	OG0000376	n4						WP_275942838.1, WP_217909584.1	WP_136798340.1					
N8.HOG0001111	OG0000376	n7						WP_136808897.1	WP_136797126.1					
N8.HOG0001112	OG0000377	n4							WP_136799543.1					
N8.HOG0001113	OG0000377	n9						WP_167506061.1						
N8.HOG0001114	OG0000377	n12						WP_228723246.1						
N8.HOG0001115	OG0000378	n4						WP_136807106.1	WP_136798369.1					
N8.HOG0001116	OG0000378	n10						WP_136806996.1	WP_136798498.1					
N8.HOG0001117	OG0000378	n11						WP_136808088.1	WP_136795265.1					
N8.HOG0001118	OG0000378	n12						WP_136809950.1	WP_136799368.1					
N8.HOG0001119	OG0000379	n1							WP_136797796.1					
N8.HOG0001120	OG0000379	n8						WP_136809157.1	WP_136796120.1					
N8.HOG0001121	OG0000379	n9						WP_167505933.1	WP_136798265.1					
N8.HOG0001122	OG0000380	n4							WP_167495861.1					
N8.HOG0001123	OG0000380	n6						WP_136806321.1	WP_136795812.1					
N8.HOG0001124	OG0000380	n11						WP_136810769.1						
N8.HOG0001125	OG0000381	n7						WP_217909464.1						
N8.HOG0001126	OG0000381	n8						WP_228723248.1						
N8.HOG0001127	OG0000381	n10						WP_136809206.1	WP_228721444.1					
N8.HOG0001128	OG0000382	n1						WP_136807888.1						
N8.HOG0001129	OG0000383	n3						WP_136809878.1	WP_136795342.1					
N8.HOG0001130	OG0000383	n10						WP_136808822.1	WP_136799135.1					
N8.HOG0001131	OG0000384	n7						WP_136805247.1	WP_136797954.1					
N8.HOG0001132	OG0000384	n11						WP_136809760.1	WP_136795632.1					
N8.HOG0001133	OG0000385	n4						WP_217909620.1, WP_167505852.1	WP_136796607.1, WP_136795722.1					
N8.HOG0001134	OG0000385	n11						WP_136809352.1, WP_136808422.1						
N8.HOG0001135	OG0000385	n13						WP_167505928.1						
N8.HOG0001136	OG0000386	n5						WP_136808946.1	WP_136797084.1					
N8.HOG0001137	OG0000386	n6						WP_136808783.1	WP_136799332.1					
N8.HOG0001138	OG0000386	n10						WP_136808748.1, WP_136809062.1, WP_136805061.1	WP_136799313.1					
N8.HOG0001139	OG0000386	n13						WP_136805979.1	WP_167495663.1					
N8.HOG0001140	OG0000387	n1						WP_136810174.1	WP_136798995.1					
N8.HOG0001141	OG0000387	n7							WP_136799716.1					
N8.HOG0001142	OG0000387	n9						WP_136808564.1	WP_275942960.1					
N8.HOG0001143	OG0000388	n0						WP_136805296.1	WP_136798003.1					
N8.HOG0001144	OG0000389	n8						WP_136808820.1	WP_136799133.1					
N8.HOG0001145	OG0000390	n0						WP_167505877.1	WP_136799223.1					
N8.HOG0001146	OG0000391	n0						WP_136805305.1	WP_136798011.1					
N8.HOG0001147	OG0000392	n5						WP_136810637.1	WP_136796053.1					
N8.HOG0001148	OG0000393	n0						WP_136807487.1	WP_217907665.1, WP_136799201.1					
N8.HOG0001149	OG0000394	n6						WP_136805250.1	WP_136797957.1					
N8.HOG0001150	OG0000394	n10						WP_136805334.1						
N8.HOG0001151	OG0000395	n3						WP_136806288.1	WP_136795845.1					
N8.HOG0001152	OG0000395	n9						WP_167505969.1						
N8.HOG0001153	OG0000396	n1						WP_136807940.1	WP_136795747.1					
N8.HOG0001154	OG0000396	n11						WP_136805336.1						
N8.HOG0001155	OG0000397	n4						WP_136807554.1	WP_136799219.1					
N8.HOG0001156	OG0000398	n0						WP_136805873.1	WP_136797241.1					
N8.HOG0001157	OG0000399	n0						WP_136809940.1	WP_136796872.1					
N8.HOG0001158	OG0000400	n0						WP_136805430.1	WP_136797743.1					
N8.HOG0001159	OG0000401	n0						WP_136808491.1	WP_136798295.1					
N8.HOG0001160	OG0000402	n3						WP_167505952.1						
N8.HOG0001161	OG0000403	n0						WP_136805283.1	WP_136797989.1					
N8.HOG0001162	OG0000404	n5						WP_167505717.1	WP_167495839.1					
N8.HOG0001163	OG0000405	n3							WP_136796212.1					
N8.HOG0001164	OG0000405	n4						WP_136809596.1	WP_167495637.1					
N8.HOG0001165	OG0000405	n7							WP_136796328.1, WP_136796426.1					
N8.HOG0001166	OG0000406	n4						WP_136808044.1	WP_136795200.1					
N8.HOG0001167	OG0000406	n12						WP_136809579.1						
N8.HOG0001168	OG0000407	n9						WP_136810663.1, WP_136808484.1	WP_136798289.1					
N8.HOG0001169	OG0000407	n11						WP_136806995.1	WP_136798499.1					
N8.HOG0001170	OG0000408	n5						WP_136805335.1						
N8.HOG0001171	OG0000408	n7						WP_136807941.1	WP_136795748.1					
N8.HOG0001172	OG0000409	n0						WP_136806338.1	WP_136795796.1					
N8.HOG0001173	OG0000410	n0						WP_136806612.1	WP_136796803.1					
N8.HOG0001174	OG0000411	n2							WP_136795653.1					
N8.HOG0001175	OG0000411	n9						WP_136809092.1, WP_136808186.1						
N8.HOG0001176	OG0000411	n11						WP_136808185.1						
N8.HOG0001177	OG0000412	n1						WP_167505827.1	WP_136796474.1					
N8.HOG0001178	OG0000413	n0						WP_136806020.1, WP_136808203.1	WP_136799397.1, WP_136798200.1					
N8.HOG0001179	OG0000414	n0						WP_136810059.1	WP_136796979.1					
N8.HOG0001180	OG0000415	n9						WP_228723236.1	WP_136799099.1					
N8.HOG0001181	OG0000416	n3						WP_136808858.1	WP_136799172.1					
N8.HOG0001182	OG0000416	n7						WP_136810801.1, WP_136805566.1						
N8.HOG0001183	OG0000416	n9						WP_167506093.1						
N8.HOG0001184	OG0000417	n1							WP_136795336.1					
N8.HOG0001185	OG0000417	n11						WP_136810311.1	WP_136799378.1					
N8.HOG0001186	OG0000417	n12						WP_136806255.1	WP_136799719.1					
N8.HOG0001187	OG0000418	n0						WP_136806903.1, WP_167505773.1	WP_136798538.1					
N8.HOG0001188	OG0000419	n6						WP_136806185.1	WP_136795869.1					
N8.HOG0001189	OG0000420	n6						WP_136805286.1	WP_136797992.1					
N8.HOG0001190	OG0000421	n4							WP_136797570.1					
N8.HOG0001191	OG0000422	n2						WP_275942842.1	WP_136795745.1					
N8.HOG0001192	OG0000423	n0						WP_136810696.1	WP_136799855.1					
N8.HOG0001193	OG0000424	n4						WP_136809866.1						
N8.HOG0001194	OG0000424	n10						WP_136808817.1	WP_136799131.1					
N8.HOG0001195	OG0000425	n0						WP_136808202.1, WP_136808474.1	WP_136798280.1					
N8.HOG0001196	OG0000426	n4						WP_136807553.1	WP_167495870.1					
N8.HOG0001197	OG0000427	n0						WP_228723281.1, WP_136810555.1	WP_136798102.1					
N8.HOG0001198	OG0000428	n0						WP_136805285.1	WP_136797991.1					
N8.HOG0001199	OG0000429	n3						WP_136805253.1	WP_136797960.1					
N8.HOG0001200	OG0000430	n0						WP_136810214.1	WP_136796992.1					
N8.HOG0001201	OG0000431	n2						WP_136809255.1	WP_136798587.1					
N8.HOG0001202	OG0000431	n11						WP_136807817.1	WP_136799038.1					
N8.HOG0001203	OG0000431	n12						WP_136807811.1	WP_136799032.1					
N8.HOG0001204	OG0000432	n5						WP_167506035.1	WP_136799941.1					
N8.HOG0001205	OG0000432	n6						WP_167505825.1	WP_136796352.1, WP_136799838.1					
N8.HOG0001206	OG0000432	n8						WP_136805190.1	WP_136799750.1					
N8.HOG0001207	OG0000432	n11							WP_136795729.1					
N8.HOG0001208	OG0000433	n6						WP_136808998.1	WP_136797392.1					
N8.HOG0001209	OG0000433	n8						WP_228723294.1	WP_217907637.1					
N8.HOG0001210	OG0000434	n5						WP_136809750.1	WP_136795621.1					
N8.HOG0001211	OG0000434	n10						WP_136805936.1	WP_136798965.1					
N8.HOG0001212	OG0000435	n3						WP_136808583.1	WP_136795407.1					
N8.HOG0001213	OG0000436	n0						WP_136810727.1						
N8.HOG0001214	OG0000437	n3						WP_136810266.1	WP_217907679.1, WP_275942950.1					
N8.HOG0001215	OG0000437	n6						WP_136810300.1						
N8.HOG0001216	OG0000437	n8						WP_136807979.1	WP_136795141.1					
N8.HOG0001217	OG0000438	n2							WP_136799657.1					
N8.HOG0001218	OG0000438	n5						WP_167505905.1	WP_167495617.1					
N8.HOG0001219	OG0000438	n9						WP_228723334.1						
N8.HOG0001220	OG0000439	n0						WP_136805415.1, WP_136805412.1	WP_136797715.1					
N8.HOG0001221	OG0000440	n5						WP_136806014.1	WP_136798800.1					
N8.HOG0001222	OG0000440	n10						WP_228723349.1	WP_136798367.1					
N8.HOG0001223	OG0000440	n11						WP_167505955.1	WP_167495880.1					
N8.HOG0001224	OG0000441	n4						WP_136807604.1						
N8.HOG0001225	OG0000441	n5						WP_136809122.1						
N8.HOG0001226	OG0000441	n7						WP_167505881.1, WP_167505985.1	WP_136799700.1					
N8.HOG0001227	OG0000442	n1						WP_136806992.1	WP_136798502.1					
N8.HOG0001228	OG0000443	n2						WP_217909473.1	WP_176360012.1					
N8.HOG0001229	OG0000443	n8						WP_136809231.1	WP_136798155.1					
N8.HOG0001230	OG0000444	n0						WP_136806301.1	WP_136795830.1					
N8.HOG0001231	OG0000445	n4						WP_136810687.1	WP_136799851.1					
N8.HOG0001232	OG0000445	n10						WP_136809633.1	WP_136797467.1, WP_136796214.1, WP_136798701.1					
N8.HOG0001233	OG0000446	n10						WP_136807889.1						
N8.HOG0001234	OG0000447	n7						WP_136806393.1	WP_136799250.1					
N8.HOG0001235	OG0000448	n2						WP_136808349.1						
N8.HOG0001236	OG0000448	n6						WP_136806379.1	WP_136799264.1					
N8.HOG0001237	OG0000449	n6						WP_136807799.1	WP_136799022.1					
N8.HOG0001238	OG0000449	n8						WP_136807501.1	WP_136799207.1					
N8.HOG0001239	OG0000449	n11						WP_228723382.1	WP_267313993.1					
N8.HOG0001240	OG0000451	n1						WP_167505949.1	WP_136799001.1					
N8.HOG0001241	OG0000452	n6						WP_136810407.1	WP_136798431.1					
N8.HOG0001242	OG0000452	n8						WP_136808826.1	WP_136799138.1					
N8.HOG0001243	OG0000452	n11						WP_136807000.1						
N8.HOG0001244	OG0000452	n12						WP_136807001.1						
N8.HOG0001245	OG0000453	n1							WP_136797311.1					
N8.HOG0001246	OG0000453	n5						WP_136809304.1	WP_136796189.1					
N8.HOG0001247	OG0000453	n9						WP_136809202.1	WP_136798929.1					
N8.HOG0001248	OG0000457	n3						WP_217909663.1	WP_217907739.1					
N8.HOG0001249	OG0000457	n10							WP_136799787.1					
N8.HOG0001250	OG0000458	n0						WP_136805266.1	WP_136797971.1					
N8.HOG0001251	OG0000459	n0						WP_136805162.1, WP_136806351.1	WP_136799294.1					
N8.HOG0001252	OG0000460	n0						WP_267313765.1	WP_136796657.1					
N8.HOG0001253	OG0000461	n0						WP_136805473.1	WP_136796552.1					
N8.HOG0001254	OG0000462	n0						WP_136805287.1	WP_228721518.1					
N8.HOG0001255	OG0000463	n0						WP_136806383.1	WP_136799259.1					
N8.HOG0001256	OG0000464	n1						WP_136808709.1	WP_217907710.1					
N8.HOG0001257	OG0000465	n0						WP_136809698.1	WP_136797917.1, WP_167495636.1					
N8.HOG0001258	OG0000466	n0						WP_136809720.1	WP_136795597.1					
N8.HOG0001259	OG0000467	n0						WP_136808627.1	WP_136795443.1					
N8.HOG0001260	OG0000468	n0						WP_136806389.1	WP_136799254.1					
N8.HOG0001261	OG0000469	n0						WP_136808019.1	WP_136795178.1					
N8.HOG0001262	OG0000470	n0						WP_136805243.1	WP_136797950.1					
N8.HOG0001263	OG0000471	n0						WP_136805917.1	WP_217907655.1, WP_136799592.1					
N8.HOG0001264	OG0000472	n0						WP_136808481.1	WP_136798286.1					
N8.HOG0001265	OG0000473	n0						WP_136808626.1	WP_136795442.1					
N8.HOG0001266	OG0000474	n0						WP_136806324.1	WP_136795809.1					
N8.HOG0001267	OG0000475	n7						WP_136809369.1	WP_136798639.1					
N8.HOG0001268	OG0000475	n11						WP_136810395.1	WP_136796321.1					
N8.HOG0001269	OG0000476	n0						WP_136810534.1	WP_136798121.1					
N8.HOG0001270	OG0000477	n0						WP_136807945.1	WP_136795752.1					
N8.HOG0001271	OG0000478	n0						WP_167506078.1	WP_136796303.1					
N8.HOG0001272	OG0000479	n0						WP_136806303.1	WP_136795828.1					
N8.HOG0001273	OG0000480	n0						WP_035234762.1	WP_136798064.1					
N8.HOG0001274	OG0000481	n0						WP_136809729.1	WP_136795606.1					
N8.HOG0001275	OG0000482	n0						WP_136809717.1	WP_228721401.1					
N8.HOG0001276	OG0000483	n0						WP_136810222.1, WP_136805883.1	WP_136797320.1					
N8.HOG0001277	OG0000484	n0						WP_167505938.1	WP_167495621.1					
N8.HOG0001278	OG0000485	n0						WP_136806304.1	WP_136795827.1					
N8.HOG0001279	OG0000486	n0						WP_136805393.1	WP_136797690.1					
N8.HOG0001280	OG0000487	n0						WP_136806337.1	WP_136795797.1					
N8.HOG0001281	OG0000488	n0						WP_136809129.1	WP_136796092.1					
N8.HOG0001282	OG0000489	n0						WP_136810012.1	WP_136796933.1					
N8.HOG0001283	OG0000490	n0						WP_167505746.1	WP_167495787.1					
N8.HOG0001284	OG0000491	n0						WP_136805417.1	WP_136797722.1					
N8.HOG0001285	OG0000492	n0						WP_136808478.1	WP_136798284.1					
N8.HOG0001286	OG0000493	n0						WP_136808032.1	WP_136795190.1					
N8.HOG0001287	OG0000494	n8						WP_136809310.1	WP_136796219.1					
N8.HOG0001288	OG0000494	n10						WP_136808171.1						
N8.HOG0001289	OG0000495	n0						WP_136806411.1	WP_136796738.1					
N8.HOG0001290	OG0000496	n0						WP_136805470.1	WP_136796544.1					
N8.HOG0001291	OG0000497	n0						WP_136808370.1	WP_136796646.1					
N8.HOG0001292	OG0000498	n0						WP_136808369.1	WP_167495720.1					
N8.HOG0001293	OG0000499	n7						WP_136806800.1	WP_136799790.1					
N8.HOG0001294	OG0000499	n8						WP_136806712.1	WP_136796485.1					
N8.HOG0001295	OG0000500	n0						WP_228723312.1	WP_136798047.1					
N8.HOG0001296	OG0000501	n2						WP_136808829.1						
N8.HOG0001297	OG0000502	n0						WP_136806352.1, WP_136805163.1	WP_136799293.1					
N8.HOG0001298	OG0000503	n7						WP_167505821.1	WP_167495729.1					
N8.HOG0001299	OG0000504	n0						WP_136806613.1	WP_136796802.1					
N8.HOG0001300	OG0000505	n7						WP_136807084.1						
N8.HOG0001301	OG0000505	n11							WP_136799709.1					
N8.HOG0001302	OG0000506	n6						WP_217909569.1						
N8.HOG0001303	OG0000506	n8							WP_136798020.1					
N8.HOG0001304	OG0000507	n0						WP_136805804.1	WP_136799902.1					
N8.HOG0001305	OG0000508	n0						WP_136809498.1	WP_136798663.1					
N8.HOG0001306	OG0000509	n0						WP_136809151.1	WP_136796114.1					
N8.HOG0001307	OG0000510	n7						WP_228723268.1	WP_136795693.1					
N8.HOG0001308	OG0000510	n8						WP_167506115.1						
N8.HOG0001309	OG0000511	n0						WP_136807984.1	WP_275942945.1					
N8.HOG0001310	OG0000512	n0						WP_136808316.1	WP_136796695.1					
N8.HOG0001311	OG0000513	n7						WP_136809368.1	WP_136798638.1					
N8.HOG0001312	OG0000513	n11						WP_136810394.1	WP_136796320.1					
N8.HOG0001313	OG0000514	n0						WP_136808470.1	WP_136798276.1					
N8.HOG0001314	OG0000515	n0						WP_136806382.1, WP_167505895.1	WP_136799260.1					
N8.HOG0001315	OG0000516	n0						WP_136805474.1	WP_136796553.1					
N8.HOG0001316	OG0000517	n6							WP_176360081.1, WP_176360018.1					
N8.HOG0001317	OG0000517	n8						WP_136810045.1	WP_228721387.1					
N8.HOG0001318	OG0000518	n3						WP_228723226.1						
N8.HOG0001319	OG0000518	n6							WP_136797903.1					
