HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N1.HOG0000387	OG0000145	n0	WP_012536065.1											WP_011072293.1, WP_274544323.1
N1.HOG0000388	OG0000146	n3	WP_012536913.1											
N1.HOG0000389	OG0000146	n6	WP_012536158.1											
N1.HOG0000390	OG0000146	n13	WP_012607243.1											
N1.HOG0000391	OG0000147	n1	WP_012536474.1											WP_011070775.1
N1.HOG0000392	OG0000147	n11												WP_011070565.1
N1.HOG0000393	OG0000147	n16												WP_011073810.1
N1.HOG0000394	OG0000148	n1	WP_012536891.1											WP_011073995.1
N1.HOG0000395	OG0000148	n9												WP_011073571.1
N1.HOG0000396	OG0000148	n10												WP_011074172.1
N1.HOG0000397	OG0000148	n17												WP_007647640.1
N1.HOG0000398	OG0000149	n0	WP_012536987.1											
N1.HOG0000399	OG0000150	n0	WP_012537129.1											WP_011071499.1
N1.HOG0000400	OG0000151	n0	WP_012537514.1											WP_164925895.1
N1.HOG0000401	OG0000154	n2												WP_011072019.1, WP_011071020.1
N1.HOG0000402	OG0000154	n5												WP_011071098.1, WP_011072297.1
N1.HOG0000403	OG0000154	n18												WP_011074213.1
N1.HOG0000404	OG0000155	n0												WP_011071290.1
N1.HOG0000405	OG0000156	n1												WP_011072818.1
N1.HOG0000406	OG0000156	n2												WP_011072753.1, WP_172966557.1
N1.HOG0000407	OG0000157	n0												WP_011071063.1
N1.HOG0000408	OG0000158	n1	WP_054609079.1											WP_011072993.1, WP_011073603.1, WP_164925679.1
N1.HOG0000409	OG0000158	n12	WP_009561172.1											WP_011071551.1
N1.HOG0000410	OG0000158	n18												WP_011073380.1
N1.HOG0000411	OG0000159	n0	WP_009562226.1											
N1.HOG0000412	OG0000160	n2												WP_011073363.1
N1.HOG0000413	OG0000160	n3	WP_009562607.1											WP_011072083.1, WP_011073275.1
N1.HOG0000414	OG0000161	n1	WP_009562648.1											WP_011070722.1
N1.HOG0000415	OG0000161	n3												WP_011071608.1
N1.HOG0000416	OG0000162	n9												WP_011072995.1
N1.HOG0000417	OG0000162	n10												WP_011073912.1
N1.HOG0000418	OG0000163	n0	WP_009567122.1											WP_011072686.1
N1.HOG0000419	OG0000164	n1	WP_012536835.1											WP_011072564.1
N1.HOG0000420	OG0000164	n8	WP_009567465.1											WP_011070705.1
N1.HOG0000421	OG0000165	n5	WP_012536452.1											WP_011072113.1
N1.HOG0000422	OG0000165	n7	WP_055448958.1											
N1.HOG0000423	OG0000165	n10	WP_012536010.1											WP_011074254.1
N1.HOG0000424	OG0000166	n2	WP_012536041.1											WP_011072678.1
N1.HOG0000425	OG0000166	n12	WP_226833941.1											WP_011074265.1
N1.HOG0000426	OG0000167	n1	WP_012536060.1											
N1.HOG0000427	OG0000167	n6	WP_012536954.1											
N1.HOG0000428	OG0000168	n10	WP_012537672.1, WP_229129812.1											WP_011070460.1
N1.HOG0000429	OG0000168	n17	WP_012536275.1											WP_011072275.1
N1.HOG0000430	OG0000169	n2	WP_012536327.1											WP_011072289.1
N1.HOG0000431	OG0000169	n12												WP_164925791.1
N1.HOG0000432	OG0000170	n5	WP_012536762.1											WP_011072841.1
N1.HOG0000433	OG0000170	n6	WP_012607389.1, WP_012607334.1											WP_011071331.1
N1.HOG0000434	OG0000170	n10												WP_164925722.1
N1.HOG0000435	OG0000171	n0	WP_012536824.1											
N1.HOG0000436	OG0000172	n3	WP_054608868.1											WP_011072346.1
N1.HOG0000437	OG0000172	n8	WP_012537382.1											
N1.HOG0000438	OG0000172	n9	WP_012536912.1, WP_054609094.1											WP_011071837.1
N1.HOG0000439	OG0000173	n2	WP_012536922.1											WP_011074241.1, WP_011072043.1, WP_011074115.1, WP_011070952.1, WP_011072168.1
N1.HOG0000440	OG0000173	n10												WP_011074070.1
N1.HOG0000441	OG0000174	n0	WP_012536983.1											
N1.HOG0000442	OG0000175	n1	WP_087455007.1											
N1.HOG0000443	OG0000175	n9	WP_012537449.1											
N1.HOG0000444	OG0000176	n0	WP_012537694.1											WP_011072162.1
N1.HOG0000445	OG0000177	n2												WP_011072883.1
N1.HOG0000446	OG0000177	n3	WP_054608873.1											WP_238560515.1
N1.HOG0000447	OG0000177	n6												WP_011072918.1, WP_011070748.1, WP_164925593.1
N1.HOG0000448	OG0000177	n11												WP_164925652.1, WP_011071660.1
N1.HOG0000449	OG0000177	n16												WP_238560516.1, WP_238560514.1
N1.HOG0000450	OG0000178	n0												WP_011071538.1
N1.HOG0000451	OG0000179	n0												WP_011073121.1, WP_011073122.1
N1.HOG0000452	OG0000182	n2												WP_011072004.1
N1.HOG0000453	OG0000182	n4												WP_011071829.1
N1.HOG0000454	OG0000183	n0	WP_009566651.1, WP_009561179.1											WP_011071285.1
N1.HOG0000455	OG0000184	n1												WP_011073828.1
N1.HOG0000456	OG0000184	n10	WP_009562054.1											WP_011073827.1
N1.HOG0000457	OG0000185	n1												WP_011071291.1
N1.HOG0000458	OG0000185	n9	WP_009562658.1											
N1.HOG0000459	OG0000186	n0	WP_009562903.1											WP_011072441.1
N1.HOG0000460	OG0000187	n0	WP_009566505.1											WP_011070604.1, WP_011070615.1
N1.HOG0000461	OG0000188	n2	WP_054608791.1, WP_012536043.1											WP_011072672.1
N1.HOG0000462	OG0000188	n10	WP_009567117.1											
N1.HOG0000463	OG0000189	n2	WP_012536119.1											WP_011072980.1
N1.HOG0000464	OG0000189	n6												WP_011073743.1
N1.HOG0000465	OG0000189	n14												WP_011074152.1
N1.HOG0000466	OG0000189	n15												WP_011073532.1, WP_011073389.1, WP_011074151.1
N1.HOG0000467	OG0000190	n1	WP_180830499.1											
N1.HOG0000468	OG0000190	n7	WP_012536152.1											WP_011074103.1
N1.HOG0000469	OG0000191	n1	WP_012536198.1											WP_011073796.1
N1.HOG0000470	OG0000191	n10	WP_225487193.1											
N1.HOG0000471	OG0000192	n1	WP_012536873.1											WP_011071802.1
N1.HOG0000472	OG0000192	n2	WP_012536361.1											WP_011071668.1
N1.HOG0000473	OG0000193	n0	WP_012536453.1											WP_011071804.1
N1.HOG0000474	OG0000194	n0	WP_012536581.1											
N1.HOG0000475	OG0000195	n0	WP_012536731.1, WP_055448950.1, WP_054608711.1											WP_011072959.1
N1.HOG0000476	OG0000196	n1	WP_012537302.1											
N1.HOG0000477	OG0000196	n13												WP_011071284.1
N1.HOG0000478	OG0000197	n1												WP_011072025.1
N1.HOG0000479	OG0000197	n13	WP_012537576.1											WP_011070709.1
N1.HOG0000480	OG0000198	n1	WP_012537594.1											WP_011071934.1
N1.HOG0000481	OG0000198	n5	WP_012537705.1											
N1.HOG0000482	OG0000199	n0	WP_012537596.1											
N1.HOG0000483	OG0000200	n8												WP_011073090.1
N1.HOG0000484	OG0000200	n10												WP_011074346.1, WP_202950646.1
N1.HOG0000485	OG0000200	n17												WP_011074338.1
N1.HOG0000486	OG0000201	n1												WP_011074064.1
N1.HOG0000487	OG0000201	n3												WP_011073893.1
N1.HOG0000488	OG0000201	n15												WP_011072761.1, WP_164925869.1
N1.HOG0000489	OG0000203	n0												WP_011074121.1
N1.HOG0000490	OG0000205	n0												WP_011072292.1
N1.HOG0000491	OG0000207	n0												WP_011071697.1
N1.HOG0000492	OG0000208	n0												WP_011071698.1
N1.HOG0000493	OG0000209	n1	WP_012536003.1											WP_011072940.1
N1.HOG0000494	OG0000209	n4	WP_009560794.1											
N1.HOG0000495	OG0000209	n14	WP_012536001.1											
N1.HOG0000496	OG0000210	n0	WP_012536485.1, WP_009560819.1											WP_011070824.1
N1.HOG0000497	OG0000211	n5	WP_009560875.1											WP_011073968.1
N1.HOG0000498	OG0000211	n6												WP_011073834.1
N1.HOG0000499	OG0000212	n0	WP_009560877.1											WP_011072160.1
N1.HOG0000500	OG0000213	n0	WP_012537665.1, WP_009566393.1, WP_009560966.1, WP_009560967.1											WP_011073715.1, WP_011072039.1
N1.HOG0000501	OG0000214	n1												WP_011071851.1
N1.HOG0000502	OG0000214	n5	WP_009562639.1											
N1.HOG0000503	OG0000214	n10	WP_012537439.1											
N1.HOG0000504	OG0000215	n1	WP_031572872.1											
N1.HOG0000505	OG0000215	n6	WP_009567346.1											WP_011072513.1
N1.HOG0000506	OG0000216	n0	WP_012606601.1, WP_009567592.1											WP_011070906.1
N1.HOG0000507	OG0000217	n0	WP_009567626.1											WP_011072567.1
N1.HOG0000508	OG0000218	n0	WP_012536052.1											WP_011073221.1
N1.HOG0000509	OG0000219	n0	WP_012536999.1, WP_012536156.1											WP_011073290.1
N1.HOG0000510	OG0000220	n2	WP_012536180.1											
N1.HOG0000511	OG0000220	n6												WP_011071587.1
N1.HOG0000512	OG0000221	n2	WP_225487655.1, WP_012536274.1											WP_011072274.1
N1.HOG0000513	OG0000221	n5												WP_011073067.1
N1.HOG0000514	OG0000222	n0	WP_012536488.1											WP_011073677.1
N1.HOG0000515	OG0000223	n1	WP_012536535.1											WP_011071799.1
N1.HOG0000516	OG0000223	n12	WP_180830504.1											
N1.HOG0000517	OG0000224	n4												WP_011072707.1
N1.HOG0000518	OG0000224	n7												WP_011071832.1
N1.HOG0000519	OG0000225	n3	WP_012537676.1											WP_011072456.1
N1.HOG0000520	OG0000225	n13	WP_012536768.1											
N1.HOG0000521	OG0000226	n4	WP_012536936.1											WP_011071424.1, WP_011073006.1
N1.HOG0000522	OG0000226	n9	WP_012536937.1											WP_011073007.1, WP_011071423.1
N1.HOG0000523	OG0000227	n0	WP_012536947.1											WP_011072928.1
N1.HOG0000524	OG0000228	n1	WP_012537058.1											WP_011072718.1
N1.HOG0000525	OG0000228	n6	WP_012606556.1											WP_011073400.1
N1.HOG0000526	OG0000229	n1	WP_233459570.1											
N1.HOG0000527	OG0000229	n13	WP_012537489.1, WP_012537586.1, WP_012537124.1											
N1.HOG0000528	OG0000230	n3	WP_054608848.1											WP_011070594.1
N1.HOG0000529	OG0000230	n11												WP_238560519.1
N1.HOG0000530	OG0000231	n0	WP_054608914.1											
N1.HOG0000531	OG0000232	n6												WP_011072554.1
N1.HOG0000532	OG0000232	n12												WP_011072555.1
N1.HOG0000533	OG0000233	n0	WP_180830512.1											WP_011072421.1
N1.HOG0000534	OG0000234	n0	WP_225487654.1											WP_007644947.1
N1.HOG0000535	OG0000235	n0												WP_011070658.1
N1.HOG0000536	OG0000236	n0												WP_011073712.1, WP_011070717.1
N1.HOG0000537	OG0000238	n0												WP_011071225.1
N1.HOG0000538	OG0000239	n0												WP_011073040.1
N1.HOG0000539	OG0000242	n0												WP_011072198.1
N1.HOG0000540	OG0000243	n0												WP_011073841.1
N1.HOG0000541	OG0000244	n0												WP_011072179.1
N1.HOG0000542	OG0000245	n0												WP_011072111.1
N1.HOG0000543	OG0000247	n0												WP_164925942.1, WP_274544492.1, WP_274544415.1, WP_274544497.1, WP_011073421.1, WP_164925625.1, WP_164925705.1, WP_011070721.1, WP_005054087.1, WP_011074430.1, WP_011072296.1, WP_011073631.1, WP_011073229.1, WP_011072395.1, WP_011073948.1, WP_011074120.1, WP_011071025.1
N1.HOG0000544	OG0000248	n1												WP_011070648.1
N1.HOG0000545	OG0000248	n3												WP_164925787.1
N1.HOG0000546	OG0000248	n5	WP_012536050.1, WP_009560821.1											
N1.HOG0000547	OG0000249	n1												WP_011072005.1
N1.HOG0000548	OG0000249	n6	WP_012536114.1, WP_229129773.1											WP_011070799.1
N1.HOG0000549	OG0000249	n8	WP_009561020.1, WP_054608738.1											WP_011071836.1
N1.HOG0000550	OG0000250	n3												WP_011073096.1
N1.HOG0000551	OG0000250	n14												WP_011072528.1
N1.HOG0000552	OG0000251	n0	WP_009562369.1											WP_238560561.1, WP_011071019.1, WP_011073307.1, WP_011072431.1, WP_011073320.1, WP_238560546.1, WP_011074141.1, WP_011071129.1, WP_011070865.1, WP_011070732.1, WP_011073231.1, WP_011072126.1, WP_011074451.1, WP_011073851.1, WP_011070762.1
N1.HOG0000553	OG0000252	n2												WP_011071280.1
N1.HOG0000554	OG0000252	n8	WP_009565424.1											
N1.HOG0000555	OG0000253	n4	WP_012536020.1											WP_011073904.1
N1.HOG0000556	OG0000253	n10	WP_009566305.1											WP_011073905.1
N1.HOG0000557	OG0000254	n0	WP_009567060.1											WP_011071486.1
N1.HOG0000558	OG0000255	n1	WP_012536293.1											WP_011074449.1, WP_011072127.1, WP_011074264.1
N1.HOG0000559	OG0000255	n14	WP_009567251.1											
N1.HOG0000560	OG0000255	n15	WP_009567700.1											
N1.HOG0000561	OG0000256	n1	WP_012535787.1											WP_011073793.1
N1.HOG0000562	OG0000256	n7	WP_012537437.1											WP_238560588.1
N1.HOG0000563	OG0000257	n0	WP_012536012.1											WP_011070755.1
N1.HOG0000564	OG0000258	n0	WP_012536034.1											
N1.HOG0000565	OG0000259	n1	WP_012536276.1											WP_011072276.1
N1.HOG0000566	OG0000259	n4	WP_012607080.1											
N1.HOG0000567	OG0000259	n14	WP_225487438.1, WP_229129802.1											
N1.HOG0000568	OG0000260	n1	WP_233459567.1, WP_012536828.1											
N1.HOG0000569	OG0000260	n8	WP_012536397.1											WP_011071974.1
N1.HOG0000570	OG0000261	n1												WP_011073501.1
N1.HOG0000571	OG0000261	n5	WP_012536559.1, WP_157293185.1											WP_011073468.1
N1.HOG0000572	OG0000262	n12												WP_011071339.1
N1.HOG0000573	OG0000262	n13												WP_011071933.1, WP_164925915.1
N1.HOG0000574	OG0000263	n1	WP_225487436.1											WP_011073465.1
N1.HOG0000575	OG0000263	n8	WP_012537110.1											WP_011074170.1, WP_011071948.1, WP_011073757.1
N1.HOG0000576	OG0000264	n0	WP_012537655.1											WP_011074330.1
N1.HOG0000577	OG0000265	n0	WP_012537657.1											WP_011074332.1
N1.HOG0000578	OG0000266	n0	WP_012537658.1											WP_011074335.1
N1.HOG0000579	OG0000267	n8	WP_012607294.1, WP_054608871.1											
N1.HOG0000580	OG0000267	n10												WP_011070862.1
N1.HOG0000581	OG0000267	n12	WP_061046412.1											WP_011074441.1, WP_011074195.1
N1.HOG0000582	OG0000268	n2												WP_238560570.1
N1.HOG0000583	OG0000268	n9	WP_041646068.1											WP_011071397.1
N1.HOG0000584	OG0000269	n0	WP_054609063.1											WP_011071681.1
N1.HOG0000585	OG0000270	n0	WP_229129792.1											WP_011071728.1
N1.HOG0000586	OG0000271	n0												WP_011072821.1
N1.HOG0000587	OG0000272	n0												WP_011072181.1
N1.HOG0000588	OG0000277	n1												WP_011074053.1
N1.HOG0000589	OG0000277	n10												WP_164925622.1
N1.HOG0000590	OG0000280	n0												WP_011073661.1
N1.HOG0000591	OG0000282	n0												WP_011074294.1
N1.HOG0000592	OG0000283	n0	WP_009560879.1											WP_011072163.1
N1.HOG0000593	OG0000284	n0	WP_009560923.1											WP_011070541.1, WP_011072419.1
N1.HOG0000594	OG0000285	n0	WP_009567365.1, WP_009561385.1, WP_009565301.1, WP_054608740.1, WP_009565762.1											WP_011072952.1
N1.HOG0000595	OG0000286	n1												WP_011071292.1
N1.HOG0000596	OG0000286	n12	WP_009562005.1											WP_011073470.1
N1.HOG0000597	OG0000287	n0	WP_009566245.1, WP_009562362.1											
N1.HOG0000598	OG0000288	n1	WP_009564524.1											WP_011071130.1
N1.HOG0000599	OG0000288	n4												WP_164925856.1
N1.HOG0000600	OG0000289	n0	WP_009565770.1											
N1.HOG0000601	OG0000290	n11	WP_215905594.1											WP_011072343.1
N1.HOG0000602	OG0000290	n12	WP_229129783.1, WP_009566370.1, WP_229129815.1											WP_238560560.1
N1.HOG0000603	OG0000291	n1	WP_009566445.1											WP_011071410.1
N1.HOG0000604	OG0000291	n12	WP_012536500.1											WP_011071560.1
N1.HOG0000605	OG0000292	n0	WP_009566482.1											
N1.HOG0000606	OG0000293	n2												WP_011071286.1
N1.HOG0000607	OG0000293	n7	WP_009566650.1											
N1.HOG0000608	OG0000294	n1	WP_009566880.1											WP_011071947.1
N1.HOG0000609	OG0000294	n5	WP_151528220.1, WP_012537092.1, WP_012536342.1, WP_012537537.1, WP_012537109.1, WP_012536551.1											WP_011073467.1
N1.HOG0000610	OG0000295	n0	WP_009566924.1											WP_011073887.1
N1.HOG0000611	OG0000296	n0	WP_009567461.1											WP_011072380.1
N1.HOG0000612	OG0000297	n5	WP_012537564.1											WP_011072139.1
N1.HOG0000613	OG0000297	n7	WP_009567888.1											
N1.HOG0000614	OG0000298	n1	WP_012536032.1											WP_011074272.1
N1.HOG0000615	OG0000298	n5	WP_225487432.1											
N1.HOG0000616	OG0000298	n8	WP_012536508.1											
N1.HOG0000617	OG0000299	n0	WP_012536067.1											WP_011073882.1
N1.HOG0000618	OG0000300	n0	WP_012537695.1, WP_012536306.1											WP_011072153.1
N1.HOG0000619	OG0000301	n0	WP_012536440.1											WP_011071783.1
N1.HOG0000620	OG0000302	n0	WP_012536450.1											
N1.HOG0000621	OG0000303	n0	WP_012536471.1											WP_011073360.1
N1.HOG0000622	OG0000304	n3												WP_011070783.1
N1.HOG0000623	OG0000304	n5												WP_011072332.1
N1.HOG0000624	OG0000304	n9	WP_012536774.1											WP_011072031.1
N1.HOG0000625	OG0000305	n0	WP_012536826.1, WP_054608850.1											WP_011073686.1
N1.HOG0000626	OG0000306	n0	WP_012536970.1, WP_226833838.1											WP_164925703.1, WP_011071113.1
N1.HOG0000627	OG0000307	n1	WP_012537295.1											
N1.HOG0000628	OG0000307	n10												WP_011071274.1
N1.HOG0000629	OG0000308	n0	WP_012537299.1											WP_011071279.1
N1.HOG0000630	OG0000309	n0	WP_012537406.1											WP_011071595.1, WP_011070438.1
N1.HOG0000631	OG0000310	n0	WP_012537505.1											
N1.HOG0000632	OG0000311	n0	WP_012537568.1											WP_011072135.1
N1.HOG0000633	OG0000312	n1	WP_225487053.1											WP_011073984.1
N1.HOG0000634	OG0000312	n3	WP_012537595.1											WP_011070819.1
N1.HOG0000635	OG0000313	n0	WP_012607392.1											WP_011073771.1
N1.HOG0000636	OG0000314	n2												WP_011071277.1
N1.HOG0000637	OG0000314	n7	WP_012607483.1											
N1.HOG0000638	OG0000315	n1												WP_076611921.1
N1.HOG0000639	OG0000315	n8	WP_088775926.1											WP_274544499.1, WP_141135407.1
N1.HOG0000640	OG0000318	n0												WP_011071900.1, WP_011071905.1, WP_011071629.1, WP_238560522.1
N1.HOG0000641	OG0000319	n1												WP_011072987.1
N1.HOG0000642	OG0000319	n2												WP_011072205.1
N1.HOG0000643	OG0000320	n0												WP_011072305.1
N1.HOG0000644	OG0000322	n0												WP_011073058.1, WP_011073154.1
N1.HOG0000645	OG0000323	n0												WP_011074098.1
N1.HOG0000646	OG0000324	n0												WP_011071654.1, WP_238560608.1, WP_011070844.1
N1.HOG0000647	OG0000325	n0												WP_011071119.1
N1.HOG0000648	OG0000326	n0												WP_011072729.1
N1.HOG0000649	OG0000329	n1												WP_164925650.1, WP_011071245.1
N1.HOG0000650	OG0000329	n8												WP_011073179.1, WP_011071618.1, WP_238560498.1
N1.HOG0000651	OG0000329	n13												WP_011072956.1
N1.HOG0000652	OG0000331	n2	WP_009565185.1											
N1.HOG0000653	OG0000331	n12	WP_009564442.1											WP_011072391.1
N1.HOG0000654	OG0000331	n13	WP_009561007.1											WP_011070665.1
N1.HOG0000655	OG0000332	n0	WP_009561368.1											WP_011072097.1
N1.HOG0000656	OG0000333	n0	WP_009562239.1											WP_011072976.1
N1.HOG0000657	OG0000334	n2	WP_009566820.1											WP_011070517.1, WP_011072784.1
N1.HOG0000658	OG0000334	n5												WP_011070435.1
N1.HOG0000659	OG0000334	n6	WP_009562307.1											
N1.HOG0000660	OG0000335	n0	WP_009562964.1											WP_011070931.1
N1.HOG0000661	OG0000336	n1	WP_009564610.1											
N1.HOG0000662	OG0000336	n11	WP_009566457.1											WP_011072277.1
N1.HOG0000663	OG0000337	n1												WP_011071254.1, WP_011070598.1
N1.HOG0000664	OG0000337	n5	WP_009564760.1											WP_011073303.1
N1.HOG0000665	OG0000338	n2												WP_011071236.1
N1.HOG0000666	OG0000338	n4	WP_009566072.1											WP_011072304.1
N1.HOG0000667	OG0000339	n0	WP_009566369.1, WP_267903947.1											WP_011071571.1
N1.HOG0000668	OG0000340	n2												WP_011072829.1
N1.HOG0000669	OG0000340	n3												WP_011071556.1
N1.HOG0000670	OG0000341	n1	WP_081033196.1											WP_011074359.1
N1.HOG0000671	OG0000341	n3	WP_009568735.1											
N1.HOG0000672	OG0000341	n7												WP_011074400.1, WP_011074453.1
N1.HOG0000673	OG0000341	n13												WP_011074405.1
N1.HOG0000674	OG0000342	n0	WP_180830442.1, WP_012535935.1, WP_180830452.1, WP_012536649.1											
N1.HOG0000675	OG0000343	n0	WP_012537004.1, WP_012536021.1, WP_012537460.1											WP_011073906.1
N1.HOG0000676	OG0000344	n0	WP_012536229.1											
N1.HOG0000677	OG0000345	n1	WP_012536410.1											WP_011071734.1
N1.HOG0000678	OG0000345	n3	WP_012537350.1, WP_012537234.1											WP_164925834.1
N1.HOG0000679	OG0000346	n0	WP_012536451.1											
N1.HOG0000680	OG0000347	n3												WP_011071237.1
N1.HOG0000681	OG0000347	n13												WP_011072695.1
N1.HOG0000682	OG0000348	n3	WP_012536538.1											
N1.HOG0000683	OG0000348	n7	WP_012537571.1											
N1.HOG0000684	OG0000349	n0	WP_012536555.1, WP_012536560.1											WP_011071293.1, WP_011073469.1
N1.HOG0000685	OG0000350	n0	WP_012607533.1, WP_012536601.1											WP_011073022.1
N1.HOG0000686	OG0000351	n0	WP_054608863.1, WP_012536857.1											WP_011074194.1, WP_011074442.1
N1.HOG0000687	OG0000352	n0	WP_012537130.1											WP_011071500.1
N1.HOG0000688	OG0000353	n0	WP_012537240.1											WP_011071907.1
N1.HOG0000689	OG0000354	n3	WP_012537335.1											WP_011073845.1
N1.HOG0000690	OG0000354	n5												WP_011073978.1
N1.HOG0000691	OG0000355	n1												WP_011072812.1
N1.HOG0000692	OG0000355	n11	WP_012537418.1											WP_011073416.1
N1.HOG0000693	OG0000356	n0	WP_012537427.1, WP_054609053.1											WP_011073744.1
N1.HOG0000694	OG0000357	n3	WP_012537553.1											WP_011073698.1
N1.HOG0000695	OG0000357	n12												WP_011070483.1
N1.HOG0000696	OG0000358	n0	WP_012537707.1											WP_011072420.1
N1.HOG0000697	OG0000359	n0	WP_012607242.1											WP_011072820.1
N1.HOG0000698	OG0000360	n0	WP_041647474.1											WP_007651015.1
N1.HOG0000699	OG0000361	n1	WP_180830519.1											WP_011072713.1
N1.HOG0000700	OG0000361	n3												WP_011072771.1
N1.HOG0000701	OG0000362	n1												WP_011070529.1
N1.HOG0000702	OG0000362	n3												WP_011072049.1
N1.HOG0000703	OG0000366	n0												WP_011072246.1
N1.HOG0000704	OG0000370	n0												WP_011072355.1, WP_011073328.1, WP_011072369.1, WP_011073742.1, WP_011074161.1, WP_011072290.1
N1.HOG0000705	OG0000371	n4												WP_011071109.1
N1.HOG0000706	OG0000371	n5												WP_011071046.1, WP_011074066.1
N1.HOG0000707	OG0000372	n0												WP_011070445.1
N1.HOG0000708	OG0000373	n1												WP_011070440.1
N1.HOG0000709	OG0000373	n10												WP_011070444.1
N1.HOG0000710	OG0000374	n0												WP_011071852.1
N1.HOG0000711	OG0000375	n0												WP_011073160.1
N1.HOG0000712	OG0000378	n0												WP_011072003.1
N1.HOG0000713	OG0000380	n4												WP_011071378.1
N1.HOG0000714	OG0000380	n5												WP_011071733.1, WP_011073704.1
N1.HOG0000715	OG0000381	n0												WP_011070926.1
N1.HOG0000716	OG0000382	n6												WP_011071707.1
N1.HOG0000717	OG0000382	n10												WP_011073950.1
N1.HOG0000718	OG0000383	n0												WP_011070809.1
N1.HOG0000719	OG0000385	n0												WP_164925904.1
N1.HOG0000720	OG0000386	n0												WP_011071344.1
N1.HOG0000721	OG0000387	n1	WP_009560939.1											
N1.HOG0000722	OG0000387	n4	WP_012536014.1											
N1.HOG0000723	OG0000388	n0	WP_054608986.1, WP_054608972.1, WP_009561355.1											WP_006081231.1
N1.HOG0000724	OG0000389	n2	WP_009566266.1											
N1.HOG0000725	OG0000389	n3	WP_009562205.1											WP_011072489.1, WP_011070448.1
N1.HOG0000726	OG0000390	n0	WP_012537476.1, WP_009562421.1											WP_011071396.1
N1.HOG0000727	OG0000391	n5	WP_009562662.1											WP_011074277.1
N1.HOG0000728	OG0000391	n6	WP_012607056.1											
N1.HOG0000729	OG0000392	n0	WP_009562813.1											WP_011070947.1
N1.HOG0000730	OG0000393	n0	WP_012536777.1, WP_009563800.1											WP_011070464.1
N1.HOG0000731	OG0000394	n0	WP_009566268.1											WP_011073054.1, WP_011073075.1
N1.HOG0000732	OG0000395	n0	WP_009566884.1											WP_011072444.1
N1.HOG0000733	OG0000396	n1	WP_009566949.1											
N1.HOG0000734	OG0000396	n11												WP_011073074.1
N1.HOG0000735	OG0000397	n1												WP_011072925.1
N1.HOG0000736	OG0000397	n4	WP_009567142.1											WP_011070943.1
N1.HOG0000737	OG0000398	n0	WP_009567323.1											WP_011071816.1
N1.HOG0000738	OG0000399	n0	WP_009567484.1											WP_011074310.1, WP_164925796.1
N1.HOG0000739	OG0000400	n2	WP_012536000.1											WP_011072977.1
N1.HOG0000740	OG0000400	n3	WP_009567581.1											WP_011073596.1
N1.HOG0000741	OG0000401	n0	WP_012535766.1											WP_011072333.1
N1.HOG0000742	OG0000402	n0	WP_012535777.1											WP_011073147.1
N1.HOG0000743	OG0000403	n0	WP_012535991.1											WP_011073692.1
N1.HOG0000744	OG0000404	n0	WP_012536024.1											WP_011071509.1
N1.HOG0000745	OG0000405	n1												WP_011071613.1
N1.HOG0000746	OG0000405	n7	WP_012536030.1											WP_011070770.1
N1.HOG0000747	OG0000406	n0	WP_012536078.1											WP_011073884.1
N1.HOG0000748	OG0000407	n0	WP_012536131.1											WP_007647520.1
N1.HOG0000749	OG0000408	n5	WP_012536140.1											WP_238560562.1
N1.HOG0000750	OG0000408	n7												WP_011073864.1
N1.HOG0000751	OG0000409	n0	WP_012536144.1											WP_011071363.1
N1.HOG0000752	OG0000410	n0	WP_012536254.1											WP_011071375.1
N1.HOG0000753	OG0000411	n9												WP_164925601.1
N1.HOG0000754	OG0000411	n11												WP_011074142.1
N1.HOG0000755	OG0000411	n12	WP_012536280.1											WP_011072756.1
N1.HOG0000756	OG0000412	n1												WP_011070563.1
N1.HOG0000757	OG0000412	n8	WP_012536319.1											WP_011070657.1
N1.HOG0000758	OG0000413	n0	WP_012536392.1											WP_011073296.1
N1.HOG0000759	OG0000414	n0	WP_012536519.1											WP_011071865.1
N1.HOG0000760	OG0000415	n1	WP_012536558.1											
N1.HOG0000761	OG0000415	n6												WP_011073705.1
N1.HOG0000762	OG0000415	n7												WP_011074080.1
N1.HOG0000763	OG0000416	n0	WP_012536683.1											
N1.HOG0000764	OG0000417	n1	WP_012536902.1											WP_011071995.1
N1.HOG0000765	OG0000417	n5												WP_011074187.1
N1.HOG0000766	OG0000418	n0	WP_012536949.1											WP_011072966.1
N1.HOG0000767	OG0000419	n0	WP_012536955.1											WP_011072397.1
N1.HOG0000768	OG0000420	n0	WP_012536981.1											WP_011073084.1
N1.HOG0000769	OG0000421	n4	WP_012537025.1											WP_011074212.1
N1.HOG0000770	OG0000421	n8	WP_049756713.1											
N1.HOG0000771	OG0000422	n1	WP_012537700.1											
N1.HOG0000772	OG0000422	n2	WP_012537502.1											
N1.HOG0000773	OG0000423	n0	WP_012537562.1											WP_164925682.1
