HOG	OG	Gene Tree Parent Clade	Acidithiobacillus ferrooxidans YNTRS-40	Desulfocapsa sulfexigens DSM 10523	Desulfocapsa_06_corrosive	Desulfocapsa_13_biocide	Desulforhopalus vacuolatus DSM 9700	Desulfosediminicola flagellatus IMCC35005	Desulfosediminicola ganghwensis IMCC35004	Desulfotalea psychrophila LSv54	Desulfovibrio ferrophilus IS5	Desulfovibrio vulgaris DP4	Geobacter sulfurreducens PCA	Shewanella oneidensis MR-1
N4.HOG0000693	OG0000289	n5									WP_126378287.1	WP_011792179.1		
N4.HOG0000694	OG0000289	n13									WP_126375897.1	WP_011793145.1		
N4.HOG0000695	OG0000290	n0									WP_126381196.1	WP_011791783.1		
N4.HOG0000696	OG0000291	n1									WP_126377018.1	WP_010939194.1		
N4.HOG0000697	OG0000291	n12									WP_126375792.1	WP_011792170.1		
N4.HOG0000698	OG0000292	n4									WP_126378090.1	WP_011792092.1		
N4.HOG0000699	OG0000292	n11									WP_126378757.1	WP_011791915.1		
N4.HOG0000700	OG0000294	n5										WP_011791660.1		
N4.HOG0000701	OG0000295	n0									WP_232034907.1	WP_223294586.1		
N4.HOG0000702	OG0000296	n0									WP_126376968.1	WP_010940232.1, WP_010939150.1		
N4.HOG0000703	OG0000297	n2									WP_172961716.1, WP_126380746.1	WP_011792575.1		
N4.HOG0000704	OG0000298	n5									WP_126380478.1	WP_011793137.1		
N4.HOG0000705	OG0000298	n8									WP_172961668.1			
N4.HOG0000706	OG0000299	n0									WP_232034802.1	WP_011791465.1		
N4.HOG0000707	OG0000300	n0									WP_126376664.1	WP_010939567.1, WP_010939601.1		
N4.HOG0000708	OG0000301	n3									WP_126376077.1	WP_011792454.1		
N4.HOG0000709	OG0000301	n13									WP_232034778.1			
N4.HOG0000710	OG0000302	n3									WP_126376779.1	WP_011791854.1		
N4.HOG0000711	OG0000302	n10									WP_126381011.1			
N4.HOG0000712	OG0000307	n1									WP_232034834.1			
N4.HOG0000713	OG0000308	n0									WP_126375669.1			
N4.HOG0000714	OG0000309	n0									WP_126379200.1	WP_010937603.1		
N4.HOG0000715	OG0000310	n7										WP_011787359.1		
N4.HOG0000716	OG0000310	n12										WP_011792945.1		
N4.HOG0000717	OG0000311	n0									WP_126377668.1, WP_126380177.1	WP_010937595.1		
N4.HOG0000718	OG0000312	n3									WP_126380979.1	WP_011793105.1		
N4.HOG0000719	OG0000313	n3										WP_011791965.1		
N4.HOG0000720	OG0000313	n4										WP_011792492.1		
N4.HOG0000721	OG0000316	n1									WP_126376218.1	WP_010939745.1		
N4.HOG0000722	OG0000316	n6									WP_126375979.1	WP_043629054.1		
N4.HOG0000723	OG0000318	n11									WP_126376184.1			
N4.HOG0000724	OG0000320	n0									WP_126380370.1	WP_011792826.1		
N4.HOG0000725	OG0000321	n8									WP_232034945.1	WP_011792110.1		
N4.HOG0000726	OG0000322	n5									WP_126380602.1			
N4.HOG0000727	OG0000322	n7									WP_126380599.1			
N4.HOG0000728	OG0000323	n2										WP_010939476.1		
N4.HOG0000729	OG0000323	n9									WP_172961568.1			
N4.HOG0000730	OG0000323	n14									WP_172961580.1			
N4.HOG0000731	OG0000324	n3									WP_172961599.1			
N4.HOG0000732	OG0000324	n9									WP_172961787.1	WP_011792866.1		
N4.HOG0000733	OG0000325	n0									WP_172961723.1, WP_126376600.1			
N4.HOG0000734	OG0000326	n0									WP_126375696.1	WP_011792611.1		
N4.HOG0000735	OG0000327	n4									WP_126378401.1			
N4.HOG0000736	OG0000327	n8										WP_011792744.1		
N4.HOG0000737	OG0000327	n10										WP_010937853.1		
N4.HOG0000738	OG0000331	n3										WP_043629609.1		
N4.HOG0000739	OG0000332	n0									WP_126377537.1	WP_011791449.1		
N4.HOG0000740	OG0000333	n0									WP_126380825.1	WP_011792647.1		
N4.HOG0000741	OG0000334	n6									WP_126378606.1			
N4.HOG0000742	OG0000335	n4									WP_126376726.1			
N4.HOG0000743	OG0000335	n6									WP_126380917.1	WP_011791909.1		
N4.HOG0000744	OG0000336	n1									WP_126380948.1	WP_010937968.1		
N4.HOG0000745	OG0000337	n1									WP_126380785.1	WP_011792628.1		
N4.HOG0000746	OG0000338	n2									WP_126379709.1	WP_011793021.1		
N4.HOG0000747	OG0000338	n4										WP_010939124.1		
N4.HOG0000748	OG0000339	n0									WP_126375542.1	WP_011791786.1		
N4.HOG0000749	OG0000340	n4									WP_126379916.1	WP_010938005.1		
N4.HOG0000750	OG0000341	n7										WP_011791904.1		
N4.HOG0000751	OG0000343	n0									WP_126378734.1	WP_011791800.1		
N4.HOG0000752	OG0000344	n2									WP_126379008.1	WP_011792447.1		
N4.HOG0000753	OG0000344	n12									WP_126380833.1			
N4.HOG0000754	OG0000345	n3									WP_172961637.1	WP_010938967.1		
N4.HOG0000755	OG0000346	n2									WP_126381013.1			
N4.HOG0000756	OG0000346	n7									WP_126376777.1	WP_011791853.1		
N4.HOG0000757	OG0000347	n8									WP_126380129.1			
N4.HOG0000758	OG0000347	n13										WP_010939522.1		
N4.HOG0000759	OG0000348	n13									WP_232034790.1	WP_011791623.1		
N4.HOG0000760	OG0000349	n0									WP_126377264.1	WP_011792783.1		
N4.HOG0000761	OG0000350	n0									WP_126380698.1	WP_010938092.1		
N4.HOG0000762	OG0000351	n0									WP_126380946.1			
N4.HOG0000763	OG0000352	n3									WP_126377336.1	WP_010939077.1		
N4.HOG0000764	OG0000353	n0									WP_126378808.1, WP_126381186.1	WP_010939841.1		
N4.HOG0000765	OG0000355	n1									WP_126381547.1	WP_011792771.1		
N4.HOG0000766	OG0000356	n0									WP_126377915.1	WP_010939497.1		
N4.HOG0000767	OG0000357	n1									WP_126376942.1	WP_011792314.1		
N4.HOG0000768	OG0000358	n0									WP_126377529.1	WP_011792626.1		
N4.HOG0000769	OG0000359	n5									WP_126381036.1			
N4.HOG0000770	OG0000360	n3									WP_126380696.1	WP_010938090.1		
N4.HOG0000771	OG0000360	n12									WP_126377079.1	WP_010938970.1		
N4.HOG0000772	OG0000361	n3									WP_126379495.1	WP_010938503.1		
N4.HOG0000773	OG0000363	n5									WP_126379097.1			
N4.HOG0000774	OG0000363	n8									WP_126377101.1	WP_011792691.1		
N4.HOG0000775	OG0000364	n0									WP_232034851.1	WP_011792640.1		
N4.HOG0000776	OG0000365	n0									WP_126379797.1	WP_010939592.1, WP_010937330.1		
N4.HOG0000777	OG0000366	n9									WP_126376476.1	WP_011791409.1		
N4.HOG0000778	OG0000366	n11									WP_126376478.1	WP_011791408.1		
N4.HOG0000779	OG0000367	n1									WP_126380006.1	WP_011791636.1		
N4.HOG0000780	OG0000367	n5									WP_126379291.1	WP_011791518.1		
N4.HOG0000781	OG0000369	n0									WP_126379783.1	WP_010940010.1		
N4.HOG0000782	OG0000370	n0									WP_126380722.1			
N4.HOG0000783	OG0000372	n2									WP_126376919.1			
N4.HOG0000784	OG0000372	n11									WP_172961812.1			
N4.HOG0000785	OG0000372	n12									WP_126381285.1			
N4.HOG0000786	OG0000373	n1									WP_126377043.1, WP_126376917.1			
N4.HOG0000787	OG0000375	n8									WP_172961745.1			
N4.HOG0000788	OG0000375	n9									WP_126381106.1			
N4.HOG0000789	OG0000376	n1									WP_126378812.1			
N4.HOG0000790	OG0000376	n7									WP_126375867.1, WP_126377201.1	WP_011792547.1		
N4.HOG0000791	OG0000379	n1									WP_126380632.1			
N4.HOG0000792	OG0000379	n12									WP_126378328.1	WP_010938720.1		
N4.HOG0000793	OG0000379	n13									WP_126378217.1	WP_010940036.1		
N4.HOG0000794	OG0000380	n2									WP_126377282.1	WP_010939093.1		
N4.HOG0000795	OG0000381	n0									WP_126376913.1	WP_011791991.1		
N4.HOG0000796	OG0000382	n8									WP_126379417.1	WP_010937943.1		
N4.HOG0000797	OG0000382	n9									WP_126377929.1	WP_010939504.1		
N4.HOG0000798	OG0000382	n10									WP_126380334.1, WP_126379024.1	WP_011793167.1		
N4.HOG0000799	OG0000383	n5									WP_126376204.1			
N4.HOG0000800	OG0000383	n9									WP_126375889.1			
N4.HOG0000801	OG0000383	n10									WP_126378000.1			
N4.HOG0000802	OG0000384	n0									WP_126379878.1	WP_010937551.1		
N4.HOG0000803	OG0000386	n0									WP_126379713.1			
N4.HOG0000804	OG0000387	n4									WP_126377103.1, WP_126379591.1	WP_010939695.1		
N4.HOG0000805	OG0000388	n0									WP_126379499.1	WP_010938501.1		
N4.HOG0000806	OG0000389	n3									WP_126380280.1	WP_010940621.1		
N4.HOG0000807	OG0000390	n5									WP_126380496.1	WP_010937704.1		
N4.HOG0000808	OG0000390	n6										WP_010937714.1		
N4.HOG0000809	OG0000391	n0									WP_126377020.1	WP_010939193.1		
N4.HOG0000810	OG0000392	n0									WP_126377803.1	WP_011791927.1		
N4.HOG0000811	OG0000393	n0									WP_126377464.1	WP_011792321.1		
N4.HOG0000812	OG0000394	n0									WP_126376132.1	WP_011792428.1		
N4.HOG0000813	OG0000395	n9									WP_126377729.1	WP_011791505.1		
N4.HOG0000814	OG0000396	n1									WP_126380788.1	WP_011792627.1		
N4.HOG0000815	OG0000397	n1									WP_126380761.1	WP_010937773.1		
N4.HOG0000816	OG0000398	n0									WP_126375829.1	WP_011792462.1		
N4.HOG0000817	OG0000399	n0									WP_126376541.1	WP_010937883.1		
N4.HOG0000818	OG0000400	n0									WP_126375999.1	WP_011791616.1		
N4.HOG0000819	OG0000401	n0									WP_126377286.1	WP_010939095.1		
N4.HOG0000820	OG0000402	n10										WP_011791561.1		
N4.HOG0000821	OG0000403	n0									WP_232034756.1	WP_011792485.1		
N4.HOG0000822	OG0000404	n2									WP_126380502.1	WP_010940163.1		
N4.HOG0000823	OG0000404	n5									WP_232034883.1			
N4.HOG0000824	OG0000405	n4									WP_126379002.1			
N4.HOG0000825	OG0000405	n7									WP_232034904.1	WP_010940310.1		
N4.HOG0000826	OG0000406	n0									WP_126380117.1			
N4.HOG0000827	OG0000407	n0									WP_126375697.1	WP_011792056.1		
N4.HOG0000828	OG0000408	n1									WP_126376130.1	WP_011792429.1		
N4.HOG0000829	OG0000409	n0									WP_126375727.1	WP_011792140.1		
N4.HOG0000830	OG0000410	n0									WP_126375949.1	WP_010937473.1		
N4.HOG0000831	OG0000411	n7										WP_043629982.1		
N4.HOG0000832	OG0000412	n1									WP_126379030.1	WP_223294696.1		
N4.HOG0000833	OG0000412	n8									WP_172961686.1	WP_011792467.1		
N4.HOG0000834	OG0000413	n0									WP_126379336.1	WP_010937629.1		
N4.HOG0000835	OG0000414	n0									WP_126380931.1	WP_010938768.1, WP_011792538.1		
N4.HOG0000836	OG0000415	n1										WP_011793093.1		
N4.HOG0000837	OG0000415	n7									WP_126378136.1			
N4.HOG0000838	OG0000416	n0									WP_126378666.1, WP_172961784.1			
N4.HOG0000839	OG0000417	n5									WP_126380786.1			
N4.HOG0000840	OG0000418	n0									WP_126380654.1	WP_011792638.1		
N4.HOG0000841	OG0000419	n3									WP_232034936.1	WP_011791482.1		
N4.HOG0000842	OG0000419	n5									WP_126376652.1			
N4.HOG0000843	OG0000420	n3										WP_011791475.1		
N4.HOG0000844	OG0000420	n6										WP_011792487.1		
N4.HOG0000845	OG0000421	n4									WP_126380975.1			
N4.HOG0000846	OG0000421	n9									WP_126380183.1			
N4.HOG0000847	OG0000421	n10									WP_126377166.1, WP_126375708.1			
N4.HOG0000848	OG0000422	n6									WP_126380163.1			
N4.HOG0000849	OG0000422	n7									WP_126379072.1	WP_011792752.1		
N4.HOG0000850	OG0000423	n0									WP_126380506.1	WP_011793124.1		
N4.HOG0000851	OG0000424	n0									WP_232034868.1	WP_011792329.1		
N4.HOG0000852	OG0000425	n0									WP_126380914.1	WP_010940414.1		
N4.HOG0000853	OG0000426	n1									WP_126380760.1	WP_011792875.1		
N4.HOG0000854	OG0000427	n0									WP_126377181.1	WP_258312758.1		
N4.HOG0000855	OG0000428	n0									WP_126379265.1	WP_010938540.1		
N4.HOG0000856	OG0000429	n9									WP_126379605.1	WP_011793152.1		
N4.HOG0000857	OG0000431	n0									WP_126380348.1	WP_011792086.1		
N4.HOG0000858	OG0000433	n6									WP_232034808.1			
N4.HOG0000859	OG0000433	n8									WP_126380900.1	WP_011793177.1		
N4.HOG0000860	OG0000434	n0									WP_126378271.1			
N4.HOG0000861	OG0000435	n8									WP_126381045.1	WP_010937470.1		
N4.HOG0000862	OG0000436	n7									WP_126380205.1	WP_011792953.1		
N4.HOG0000863	OG0000436	n8									WP_126377737.1	WP_011792988.1		
N4.HOG0000864	OG0000438	n5									WP_197723444.1	WP_043629227.1		
N4.HOG0000865	OG0000438	n9									WP_126375743.1			
N4.HOG0000866	OG0000439	n0									WP_126378807.1, WP_126381188.1	WP_010939842.1		
N4.HOG0000867	OG0000440	n0									WP_126380955.1	WP_011791680.1		
N4.HOG0000868	OG0000441	n0									WP_126378080.1	WP_043629623.1		
N4.HOG0000869	OG0000442	n10										WP_011792528.1		
N4.HOG0000870	OG0000443	n8									WP_126380919.1	WP_010939164.1		
N4.HOG0000871	OG0000444	n0									WP_126378345.1	WP_014524613.1		
N4.HOG0000872	OG0000445	n0										WP_223294686.1		
N4.HOG0000873	OG0000446	n4									WP_126379389.1	WP_010937614.1		
N4.HOG0000874	OG0000446	n5									WP_126379406.1	WP_010938736.1		
N4.HOG0000875	OG0000447	n0									WP_126379793.1, WP_126379505.1	WP_011792504.1		
N4.HOG0000876	OG0000448	n2									WP_126379786.1	WP_010940009.1, WP_010938014.1		
N4.HOG0000877	OG0000448	n6									WP_126379186.1	WP_010937854.1		
N4.HOG0000878	OG0000449	n0										WP_011792406.1		
N4.HOG0000879	OG0000451	n1										WP_011792624.1		
N4.HOG0000880	OG0000451	n9									WP_172961703.1	WP_011792582.1, WP_011793115.1		
N4.HOG0000881	OG0000451	n12									WP_126376456.1	WP_011791610.1		
N4.HOG0000882	OG0000452	n2									WP_126376762.1	WP_223294646.1		
N4.HOG0000883	OG0000453	n5									WP_172961603.1			
N4.HOG0000884	OG0000453	n9									WP_126375712.1, WP_126380007.1	WP_010940146.1		
N4.HOG0000885	OG0000454	n1									WP_126381051.1	WP_011792813.1, WP_011792133.1		
N4.HOG0000886	OG0000454	n8									WP_126380902.1			
N4.HOG0000887	OG0000457	n11									WP_126380273.1	WP_011791333.1		
N4.HOG0000888	OG0000458	n0									WP_126379457.1	WP_011792053.1		
N4.HOG0000889	OG0000459	n0									WP_126378236.1	WP_010940242.1		
N4.HOG0000890	OG0000460	n0									WP_197723457.1	WP_043629230.1		
N4.HOG0000891	OG0000461	n0									WP_126376122.1	WP_010938112.1		
N4.HOG0000892	OG0000462	n0										WP_011792486.1		
N4.HOG0000893	OG0000463	n0									WP_126378471.1, WP_126378644.1	WP_011792431.1		
N4.HOG0000894	OG0000464	n1									WP_172961777.1, WP_172961791.1			
N4.HOG0000895	OG0000464	n8									WP_126380647.1	WP_223294644.1		
N4.HOG0000896	OG0000465	n0									WP_126379779.1	WP_010938458.1, WP_011792597.1, WP_014524374.1		
N4.HOG0000897	OG0000466	n0									WP_126377342.1	WP_010939080.1		
N4.HOG0000898	OG0000467	n0									WP_126377723.1	WP_010937632.1		
N4.HOG0000899	OG0000468	n0									WP_126379910.1	WP_011792746.1		
N4.HOG0000900	OG0000469	n0									WP_126377360.1	WP_011792195.1		
N4.HOG0000901	OG0000470	n0									WP_126378919.1	WP_011792673.1		
N4.HOG0000902	OG0000471	n0									WP_126380492.1	WP_010937702.1		
N4.HOG0000903	OG0000472	n0									WP_126378642.1, WP_126377824.1	WP_011791932.1		
N4.HOG0000904	OG0000473	n0									WP_126377396.1	WP_010939210.1		
N4.HOG0000905	OG0000474	n0										WP_043629567.1		
N4.HOG0000906	OG0000475	n0									WP_126380674.1	WP_011791402.1		
N4.HOG0000907	OG0000476	n0									WP_126380693.1	WP_011792707.1		
N4.HOG0000908	OG0000477	n0									WP_126379238.1	WP_011791415.1		
N4.HOG0000909	OG0000478	n0									WP_126379010.1	WP_011792446.1		
N4.HOG0000910	OG0000479	n0									WP_126378348.1	WP_011791861.1, WP_010940359.1		
N4.HOG0000911	OG0000480	n0									WP_126375801.1	WP_010937325.1, WP_010939491.1		
N4.HOG0000912	OG0000481	n0									WP_126378435.1	WP_219995814.1		
N4.HOG0000913	OG0000482	n0									WP_126376547.1	WP_010937881.1		
N4.HOG0000914	OG0000483	n0									WP_126379810.1			
N4.HOG0000915	OG0000484	n0									WP_126380284.1	WP_011791338.1		
N4.HOG0000916	OG0000485	n0									WP_126378350.1	WP_011791862.1, WP_010940358.1		
N4.HOG0000917	OG0000486	n0									WP_126379287.1	WP_011792689.1		
N4.HOG0000918	OG0000487	n0									WP_126380961.1	WP_010938229.1		
N4.HOG0000919	OG0000488	n0									WP_126379525.1	WP_010938489.1		
N4.HOG0000920	OG0000489	n0									WP_126377067.1	WP_010938975.1		
N4.HOG0000921	OG0000490	n0									WP_172961760.1	WP_010937352.1		
N4.HOG0000922	OG0000491	n0									WP_126379485.1	WP_011791780.1		
N4.HOG0000923	OG0000492	n0									WP_126377713.1	WP_011792326.1		
N4.HOG0000924	OG0000493	n0									WP_126377410.1	WP_011791776.1, WP_011792197.1		
N4.HOG0000925	OG0000494	n0									WP_172961673.1, WP_126379453.1	WP_011792051.1		
N4.HOG0000926	OG0000495	n0									WP_126376099.1	WP_043629742.1		
N4.HOG0000927	OG0000496	n0									WP_126375923.1	WP_011791907.1		
N4.HOG0000928	OG0000497	n0									WP_126377812.1	WP_011791930.1		
N4.HOG0000929	OG0000498	n0									WP_172961654.1	WP_223294660.1		
N4.HOG0000930	OG0000500	n0									WP_126377826.1	WP_011792097.1		
N4.HOG0000931	OG0000501	n2									WP_172961582.1	WP_010938312.1		
N4.HOG0000932	OG0000502	n0									WP_126378238.1	WP_011791592.1		
N4.HOG0000933	OG0000503	n3									WP_126377195.1	WP_011792249.1		
N4.HOG0000934	OG0000504	n0									WP_126377731.1	WP_010940372.1		
N4.HOG0000935	OG0000505	n0									WP_126378085.1	WP_011792089.1		
N4.HOG0000936	OG0000506	n0									WP_126378242.1	WP_010940239.1		
N4.HOG0000937	OG0000507	n0									WP_126376835.1	WP_011792008.1, WP_011792327.1		
N4.HOG0000938	OG0000508	n0										WP_011792359.1		
N4.HOG0000939	OG0000509	n0									WP_126376116.1	WP_011792698.1		
N4.HOG0000940	OG0000510	n0									WP_126380646.1	WP_011787353.1		
N4.HOG0000941	OG0000511	n0									WP_126377183.1	WP_010938955.1		
N4.HOG0000942	OG0000512	n0									WP_126380757.1	WP_010937769.1		
N4.HOG0000943	OG0000513	n0									WP_126380673.1	WP_011791403.1		
N4.HOG0000944	OG0000514	n0									WP_126375935.1	WP_011791911.1		
N4.HOG0000945	OG0000515	n0									WP_232034909.1			
N4.HOG0000946	OG0000516	n0									WP_126378465.1	WP_011793110.1		
N4.HOG0000947	OG0000517	n0									WP_126377799.1	WP_010939622.1		
N4.HOG0000948	OG0000518	n6										WP_223294635.1, WP_014524349.1		
N4.HOG0000949	OG0000519	n9										WP_011791791.1		
N4.HOG0000950	OG0000520	n0									WP_126379338.1	WP_010937630.1		
N4.HOG0000951	OG0000521	n0									WP_126380820.1	WP_010938037.1		
N4.HOG0000952	OG0000522	n0									WP_126377013.1	WP_011792155.1		
N4.HOG0000953	OG0000523	n0									WP_126376393.1	WP_010938645.1		
N4.HOG0000954	OG0000524	n0									WP_126380396.1	WP_010937314.1		
N4.HOG0000955	OG0000526	n0									WP_126375981.1	WP_011791368.1		
N4.HOG0000956	OG0000527	n10										WP_011792393.1		
N4.HOG0000957	OG0000528	n7										WP_011791718.1		
N4.HOG0000958	OG0000529	n0									WP_126378081.1	WP_011791940.1		
N4.HOG0000959	OG0000530	n0									WP_232034793.1	WP_164561900.1		
N4.HOG0000960	OG0000531	n0									WP_126375893.1	WP_011793151.1		
N4.HOG0000961	OG0000532	n0									WP_126377676.1	WP_010940501.1		
N4.HOG0000962	OG0000533	n0									WP_126375945.1	WP_011792113.1		
N4.HOG0000963	OG0000534	n0									WP_126377444.1	WP_010938822.1		
N4.HOG0000964	OG0000535	n0									WP_126379224.1	WP_011792779.1		
N4.HOG0000965	OG0000536	n2									WP_126379271.1	WP_010940049.1		
N4.HOG0000966	OG0000536	n9										WP_010940217.1		
N4.HOG0000967	OG0000537	n0										WP_010938258.1		
N4.HOG0000968	OG0000538	n0									WP_126380854.1	WP_010939273.1		
N4.HOG0000969	OG0000539	n0									WP_126376287.1, WP_172961816.1	WP_011792109.1		
N4.HOG0000970	OG0000540	n0									WP_126375989.1	WP_043629788.1		
N4.HOG0000971	OG0000541	n8									WP_126379308.1	WP_011792686.1		
N4.HOG0000972	OG0000542	n0									WP_126375953.1	WP_011793103.1, WP_011792943.1		
N4.HOG0000973	OG0000543	n0									WP_126380762.1	WP_011792874.1		
N4.HOG0000974	OG0000544	n0									WP_126376662.1	WP_010939602.1		
N4.HOG0000975	OG0000545	n0									WP_126377049.1	WP_010939218.1		
N4.HOG0000976	OG0000546	n0									WP_126377155.1	WP_081428870.1		
N4.HOG0000977	OG0000547	n6									WP_126379146.1			
N4.HOG0000978	OG0000547	n9									WP_126379018.1			
N4.HOG0000979	OG0000548	n0									WP_126377086.1	WP_010938966.1		
N4.HOG0000980	OG0000549	n0									WP_126379236.1	WP_011792519.1, WP_223294639.1		
N4.HOG0000981	OG0000550	n0									WP_126378469.1	WP_011791414.1		
N4.HOG0000982	OG0000551	n2									WP_126377300.1	WP_011791394.1		
N4.HOG0000983	OG0000551	n9										WP_010939110.1		
N4.HOG0000984	OG0000553	n0									WP_126380678.1	WP_010940353.1		
N4.HOG0000985	OG0000554	n0									WP_126377635.1			
N4.HOG0000986	OG0000555	n0									WP_126377511.1	WP_010938859.1		
N4.HOG0000987	OG0000556	n1									WP_126380804.1	WP_010940534.1		
N4.HOG0000988	OG0000556	n9										WP_010940368.1		
N4.HOG0000989	OG0000558	n0									WP_232034822.1	WP_010938694.1		
N4.HOG0000990	OG0000560	n0										WP_011791495.1		
N4.HOG0000991	OG0000561	n4									WP_126377792.1	WP_011792559.1		
N4.HOG0000992	OG0000562	n0									WP_126375568.1	WP_011792500.1		
N4.HOG0000993	OG0000563	n0										WP_223294661.1		
N4.HOG0000994	OG0000564	n3									WP_126379555.1			
N4.HOG0000995	OG0000564	n8										WP_010939810.1		
N4.HOG0000996	OG0000565	n1									WP_126381437.1			
N4.HOG0000997	OG0000565	n8										WP_011791787.1		
N4.HOG0000998	OG0000566	n0									WP_126380739.1	WP_011792887.1, WP_011792888.1		
N4.HOG0000999	OG0000567	n6									WP_126379908.1	WP_011792529.1		
N4.HOG0001000	OG0000568	n0									WP_126381234.1	WP_010940570.1		
N4.HOG0001001	OG0000569	n0									WP_126378372.1	WP_011792578.1, WP_010938457.1		
N4.HOG0001002	OG0000570	n0									WP_126377743.1	WP_011792432.1		
N4.HOG0001003	OG0000571	n0									WP_126376091.1	WP_011792452.1		
N4.HOG0001004	OG0000572	n6									WP_172961619.1	WP_011791668.1		
N4.HOG0001005	OG0000573	n6									WP_126377199.1, WP_126376885.1, WP_126378211.1, WP_126376234.1	WP_010939702.1		
N4.HOG0001006	OG0000573	n10									WP_126375560.1	WP_010939490.1, WP_010938553.1		
N4.HOG0001007	OG0000575	n0									WP_126376941.1	WP_011792315.1		
N4.HOG0001008	OG0000576	n0									WP_126376937.1	WP_010938916.1		
N4.HOG0001009	OG0000577	n0									WP_126377364.1	WP_010939126.1		
N4.HOG0001010	OG0000578	n0									WP_126380394.1	WP_011791317.1		
N4.HOG0001011	OG0000579	n0									WP_126380745.1	WP_011792576.1		
N4.HOG0001012	OG0000580	n0									WP_232034916.1	WP_010938909.1		
N4.HOG0001013	OG0000581	n0									WP_126376006.1	WP_010940182.1		
N4.HOG0001014	OG0000582	n0									WP_126375633.1	WP_010938185.1		
N4.HOG0001015	OG0000583	n0									WP_126379507.1	WP_011792506.1		
N4.HOG0001016	OG0000584	n0									WP_126379759.1	WP_010938376.1		
N4.HOG0001017	OG0000585	n0									WP_126379757.1	WP_010938375.1		
N4.HOG0001018	OG0000586	n0									WP_126381445.1	WP_010938373.1		
N4.HOG0001019	OG0000587	n0									WP_126376883.1	WP_011791757.1		
N4.HOG0001020	OG0000588	n0									WP_126379697.1	WP_011793193.1		
N4.HOG0001021	OG0000589	n0									WP_126376001.1	WP_010940177.1		
N4.HOG0001022	OG0000590	n0									WP_126375878.1	WP_011792493.1		
N4.HOG0001023	OG0000591	n0									WP_126376962.1	WP_010939154.1		
N4.HOG0001024	OG0000592	n0									WP_126380852.1	WP_010937795.1		
N4.HOG0001025	OG0000593	n0									WP_126379359.1	WP_010939717.1		
N4.HOG0001026	OG0000594	n0									WP_126376270.1	WP_011792105.1		
N4.HOG0001027	OG0000595	n0									WP_126380213.1	WP_043629095.1		
N4.HOG0001028	OG0000596	n0									WP_232034872.1	WP_010939198.1		
N4.HOG0001029	OG0000597	n0									WP_126377437.1	WP_010938825.1		
N4.HOG0001030	OG0000598	n0									WP_126378738.1	WP_010939782.1		
N4.HOG0001031	OG0000599	n0									WP_126377651.1	WP_010938256.1		
N4.HOG0001032	OG0000600	n0									WP_232034783.1	WP_011793123.1		
N4.HOG0001033	OG0000601	n0									WP_126375798.1	WP_011792532.1		
N4.HOG0001034	OG0000602	n0									WP_126377009.1	WP_010939199.1		
N4.HOG0001035	OG0000603	n0									WP_172961647.1	WP_010939174.1		
N4.HOG0001036	OG0000604	n0									WP_172961633.1	WP_223294672.1		
N4.HOG0001037	OG0000605	n0									WP_172961652.1	WP_011792614.1		
N4.HOG0001038	OG0000606	n0										WP_010938095.1		
N4.HOG0001039	OG0000607	n0									WP_126380956.1	WP_043629197.1		
N4.HOG0001040	OG0000608	n0									WP_126376126.1	WP_010938113.1		
N4.HOG0001041	OG0000609	n0									WP_126379577.1	WP_010939740.1		
N4.HOG0001042	OG0000610	n0									WP_126376379.1	WP_043629734.1		
N4.HOG0001043	OG0000611	n0									WP_126379531.1	WP_010940503.1		
N4.HOG0001044	OG0000612	n0									WP_126379314.1	WP_011792682.1		
N4.HOG0001045	OG0000613	n0									WP_126379316.1	WP_010938136.1		
N4.HOG0001046	OG0000615	n0									WP_126378874.1	WP_010938173.1		
N4.HOG0001047	OG0000616	n0									WP_126378878.1	WP_010938170.1		
N4.HOG0001048	OG0000617	n0									WP_126376041.1	WP_010938599.1		
N4.HOG0001049	OG0000618	n0									WP_126376046.1	WP_010938601.1		
N4.HOG0001050	OG0000619	n0									WP_126376048.1	WP_010938602.1		
N4.HOG0001051	OG0000620	n0									WP_126376050.1	WP_010938603.1		
N4.HOG0001052	OG0000621	n0									WP_126376052.1	WP_010938604.1		
N4.HOG0001053	OG0000622	n0									WP_126380448.1	WP_010940201.1		
N4.HOG0001054	OG0000623	n0									WP_126378477.1	WP_011791413.1		
N4.HOG0001055	OG0000624	n0									WP_126380959.1	WP_010938227.1		
N4.HOG0001056	OG0000625	n0									WP_126380958.1	WP_010938226.1		
N4.HOG0001057	OG0000626	n0									WP_126376462.1	WP_011792978.1		
N4.HOG0001058	OG0000627	n0									WP_126376381.1	WP_011792444.1		
N4.HOG0001059	OG0000628	n0									WP_126376976.1	WP_011792199.1		
N4.HOG0001060	OG0000629	n0									WP_126378083.1	WP_011792088.1		
N4.HOG0001061	OG0000630	n0									WP_126376751.1	WP_010938669.1		
N4.HOG0001062	OG0000631	n0									WP_126376746.1	WP_010938667.1		
N4.HOG0001063	OG0000632	n0									WP_126380336.1	WP_010937362.1		
N4.HOG0001064	OG0000633	n0									WP_126378790.1	WP_181409338.1		
N4.HOG0001065	OG0000634	n0									WP_126377709.1	WP_011793164.1		
N4.HOG0001066	OG0000635	n0									WP_126375827.1	WP_010938578.1		
N4.HOG0001067	OG0000637	n0									WP_126379493.1	WP_010938504.1		
