Orthogroup	Desulfosediminicola ganghwensis IMCC35004	Desulfosediminicola flagellatus IMCC35005
OG0000223	WP_136795603.1	WP_136809726.1
OG0000224	WP_136798675.1	WP_136808660.1
OG0000224	WP_136799000.1	WP_136810825.1
OG0000224	WP_136799361.1	WP_136809941.1
OG0000225	WP_136796339.1	WP_136810492.1
OG0000226	WP_136795182.1	WP_136808024.1
OG0000227	WP_136795610.1	WP_136806844.1
OG0000227	WP_136799637.1	WP_136807703.1
OG0000228	WP_136797734.1	WP_136805425.1
OG0000229	WP_136797844.1	WP_167505752.1
OG0000230	WP_136796677.1	WP_136808340.1
OG0000230	WP_136796408.1	WP_136805725.1
OG0000230	WP_136796402.1	WP_136810425.1
OG0000231	WP_167495813.1	WP_136810846.1
OG0000231	WP_217907702.1, WP_136799228.1	WP_217909490.1
OG0000232	WP_167495833.1	WP_136808671.1
OG0000233	WP_136799192.1	WP_136807470.1
OG0000233	WP_136798459.1	WP_136807079.1
OG0000234	WP_136795549.1	WP_136809667.1
OG0000234	WP_136796624.1	WP_136808391.1
OG0000235	WP_136795881.1	WP_136806161.1
OG0000236	WP_136797246.1, WP_136799836.1	WP_136810314.1
OG0000237	WP_136795455.1	WP_136808645.1
OG0000237	WP_136799333.1	WP_136808788.1
OG0000238	WP_228721474.1	WP_136810428.1
OG0000238	WP_228721413.1	WP_228723299.1
OG0000239	WP_136796129.1	WP_136809165.1
OG0000239	WP_228721463.1	WP_136805737.1
OG0000240	WP_136798651.1	WP_136809429.1
OG0000241	WP_136799335.1	WP_136808790.1
OG0000241	WP_217907681.1	WP_167506075.1, WP_136808286.1
OG0000241	WP_136799180.1	WP_136808868.1
OG0000243	WP_136795705.1	WP_167505957.1
OG0000244	WP_136799521.1	WP_136805179.1
OG0000244	WP_136797096.1	WP_136808944.1
OG0000244	WP_136799504.1	WP_136805598.1
OG0000245	WP_217907600.1	WP_217909460.1
OG0000246	WP_176359995.1, WP_136797596.1, WP_136799357.1	WP_217909539.1
OG0000248	WP_136796507.1	WP_136806723.1
OG0000248	WP_136796054.1	WP_136810636.1
OG0000249	WP_136796290.1	WP_136810350.1
OG0000249	WP_136797265.1	WP_136809194.1
OG0000250	WP_228721415.1	WP_136807876.1, WP_136808888.1
OG0000252	WP_136797006.1	WP_136810199.1
OG0000252	WP_136798544.1	WP_136806897.1
OG0000253	WP_136798729.1	WP_136805098.1
OG0000254	WP_136798805.1	WP_136809263.1, WP_136808635.1
OG0000254	WP_136799990.1	WP_228723272.1
OG0000255	WP_228721471.1	WP_228723244.1
OG0000255	WP_228721514.1	WP_228723345.1
OG0000256	WP_136797940.1	WP_217909455.1
OG0000257	WP_136798972.1	WP_136805933.1
OG0000257	WP_136796084.1	WP_136809111.1
OG0000258	WP_136798303.1	WP_167505935.1
OG0000259	WP_136795856.1	WP_136806277.1
OG0000260	WP_136795470.1	WP_167506000.1
OG0000261	WP_228721335.1	WP_136806180.1
OG0000262	WP_136796483.1	WP_136806710.1
OG0000264	WP_136797181.1	WP_136805621.1
OG0000264	WP_136795150.1	WP_136807989.1
OG0000265	WP_136797172.1	WP_136805218.1
OG0000265	WP_136795152.1	WP_136807991.1
OG0000266	WP_136797177.1	WP_136805215.1
OG0000266	WP_136795173.1	WP_136808013.1
OG0000267	WP_136798349.1	WP_136806456.1
OG0000268	WP_217907614.1	WP_136810188.1
OG0000268	WP_136796766.1	WP_136806647.1
OG0000269	WP_228721394.1	WP_136810843.1
OG0000269	WP_136798040.1	WP_136810842.1
OG0000270	WP_136796977.1	WP_136810057.1
OG0000271	WP_136799331.1	WP_136808782.1
OG0000271	WP_136795486.1	WP_136809403.1
OG0000273	WP_136799640.1	WP_136807712.1
OG0000274	WP_136797139.1	WP_136808895.1
OG0000274	WP_136798962.1	WP_136805938.1
OG0000275	WP_136798312.1	WP_136810722.1, WP_136808436.1
OG0000276	WP_176360008.1, WP_176360001.1, WP_176360014.1	WP_136805849.1
OG0000277	WP_136798455.1, WP_228721430.1	WP_228723287.1
OG0000278	WP_136798548.1	WP_136806893.1
OG0000279	WP_167495739.1	WP_167506060.1
OG0000279	WP_136796994.1	WP_136810212.1
OG0000279	WP_136796988.1	WP_136810218.1
OG0000281	WP_136799054.1	WP_136807834.1
OG0000281	WP_136797818.1	WP_136807353.1
OG0000281	WP_136798858.1	WP_136805578.1, WP_275942851.1
OG0000281	WP_136797825.1	WP_136807340.1
OG0000281	WP_136795978.1	WP_136807388.1
OG0000281	WP_136799050.1	WP_136807830.1
OG0000282	WP_136798425.1	WP_136806172.1
OG0000283	WP_136795438.1	WP_136808622.1
OG0000284	WP_167495665.1	WP_136807131.1
OG0000285	WP_275942935.1	WP_275942858.1
OG0000286	WP_136795871.1	WP_136806181.1
OG0000287	WP_136797497.1, WP_167495767.1	WP_167506055.1, WP_167505793.1
OG0000287	WP_167495611.1	WP_136810343.1
OG0000287	WP_136797518.1	WP_136805686.1
OG0000288	WP_136796288.1	WP_136810346.1
OG0000288	WP_136799366.1	WP_167506041.1
OG0000289	WP_136795939.1	WP_136806123.1
OG0000290	WP_136795867.1	WP_136806187.1
OG0000291	WP_136799698.1	WP_136807599.1
OG0000292	WP_136796831.1	WP_136806548.1
OG0000293	WP_136797011.1	WP_136810193.1
OG0000293	WP_136798540.1	WP_136806901.1
OG0000295	WP_136796618.1	WP_136808397.1
OG0000296	WP_136795169.1	WP_136808009.1
OG0000297	WP_136796115.1	WP_217909516.1
OG0000298	WP_136798649.1	WP_136809427.1
OG0000299	WP_228721361.1	WP_136806912.1
OG0000300	WP_136795446.1	WP_136808630.1
OG0000301	WP_228721397.1	WP_228723311.1
OG0000302	WP_217907611.1	WP_136809335.1
OG0000303	WP_136796608.1	WP_167506011.1, WP_136808520.1, WP_176371595.1
OG0000303	WP_136795723.1	WP_136808411.1, WP_136808415.1
OG0000304	WP_217907622.1	WP_136809800.1
OG0000304	WP_136796863.1	WP_136806541.1
OG0000305	WP_176360023.1	WP_136809587.1, WP_217909647.1
OG0000305	WP_136800073.1	WP_153307140.1, WP_228723313.1
OG0000306	WP_136799972.1, WP_176360005.1, WP_176360041.1	WP_176371594.1, WP_136806938.1
OG0000306	WP_176359994.1	WP_167505814.1
OG0000307	WP_136798552.1	WP_136806889.1
OG0000307	WP_136797001.1	WP_136810204.1
OG0000308	WP_136797005.1	WP_176371581.1
OG0000308	WP_136798545.1	WP_136806896.1
OG0000309	WP_136795648.1	WP_136809778.1
OG0000309	WP_136795359.1	WP_136808543.1
OG0000310	WP_217907591.1	WP_167506100.1, WP_136810713.1
OG0000311	WP_136796702.1	WP_136808308.1
OG0000312	WP_136798752.1	WP_136805146.1
OG0000313	WP_136796153.1	WP_136809226.1
OG0000313	WP_136799522.1	WP_136810529.1
OG0000314	WP_136797004.1	WP_136810201.1
OG0000314	WP_136798547.1	WP_136806894.1
OG0000316	WP_136799061.1	WP_136807841.1
OG0000316	WP_136796772.1	WP_136806641.1
OG0000317	WP_136799216.1	WP_136807549.1
OG0000317	WP_136795878.1	WP_136806164.1
OG0000318	WP_136796516.1	WP_136810099.1
OG0000319	WP_228721427.1	WP_136809358.1
OG0000319	WP_228721436.1	WP_136809100.1
OG0000320	WP_136798174.1	WP_136805760.1
OG0000321	WP_136798133.1	WP_136810520.1
OG0000321	WP_136799105.1	WP_136806849.1
OG0000322	WP_136799817.1	WP_136808694.1
OG0000323	WP_167495846.1	WP_136810855.1
OG0000323	WP_136796691.1	WP_136808320.1
OG0000324	WP_136798385.1	WP_136808264.1
OG0000324	WP_136799663.1	WP_136805807.1
OG0000326	WP_136798691.1	WP_167505953.1
OG0000326	WP_136798251.1	WP_136808449.1
OG0000327	WP_136799265.1	WP_136806378.1
OG0000328	WP_136797205.1	WP_136809408.1, WP_167506004.1
OG0000329	WP_136795225.1	WP_136806757.1
OG0000329	WP_217907639.1, WP_136798402.1	WP_136806668.1
OG0000329	WP_136795521.1	WP_136806667.1
OG0000331	WP_136796720.1	WP_136808291.1
OG0000332	WP_136799111.1	WP_136806839.1
OG0000333	WP_136798161.1	WP_136805778.1
OG0000333	WP_136795163.1	WP_136808004.1
OG0000334	WP_136796110.1	WP_136809147.1
OG0000335	WP_136795148.1	WP_167505898.1
OG0000336	WP_136795857.1	WP_136806276.1
OG0000337	WP_136796546.1	WP_136805472.1
OG0000338	WP_136795177.1	WP_136808018.1
OG0000339	WP_136797650.1	WP_136805374.1
OG0000340	WP_136798577.1	WP_136805959.1
OG0000341	WP_136798700.1	WP_167505941.1
OG0000342	WP_167495933.1, WP_267314002.1, WP_228721486.1	WP_167506029.1
OG0000343	WP_136798728.1	WP_136805096.1
OG0000344	WP_136796304.1	WP_228723245.1
OG0000344	WP_136796318.1	WP_136810392.1
OG0000345	WP_136798582.1	WP_136805954.1
OG0000346	WP_167495793.1	WP_136809334.1
OG0000347	WP_228721417.1	WP_136806136.1
OG0000348	WP_136798409.1	WP_136805681.1
OG0000348	WP_136798579.1	WP_136805957.1
OG0000349	WP_136795870.1	WP_136806182.1
OG0000350	WP_136797878.1	WP_136805507.1
OG0000350	WP_217907714.1	WP_136806959.1
OG0000351	WP_136798348.1	WP_136806457.1
OG0000352	WP_136795198.1	WP_136808040.1
OG0000353	WP_136797713.1	WP_136805411.1
OG0000355	WP_136796481.1	WP_136806707.1
OG0000356	WP_136795786.1	WP_136806349.1
OG0000357	WP_136796056.1	WP_136810634.1
OG0000358	WP_136799323.1	WP_136808757.1
OG0000359	WP_136799330.1	WP_136808781.1
OG0000360	WP_136798124.1	WP_136810531.1
OG0000361	WP_176360071.1	WP_136805292.1
OG0000362	WP_136796936.1	WP_228723324.1
OG0000363	WP_136795394.1	WP_136808563.1
OG0000364	WP_136799030.1	WP_136807809.1
OG0000365	WP_136799028.1	WP_136807807.1
OG0000366	WP_136795920.1	WP_136806144.1
OG0000367	WP_167495620.1, WP_136797141.1	WP_136808894.1
OG0000367	WP_136795270.1	WP_136808096.1
OG0000369	WP_136795951.1, WP_167495667.1	WP_136806108.1
OG0000369	WP_167495760.1	WP_136808637.1, WP_136809272.1
OG0000369	WP_136799363.1	WP_136809943.1
OG0000370	WP_136796262.1	WP_136809893.1
OG0000372	WP_136796218.1	WP_136809308.1
OG0000373	WP_136796172.1	WP_136809242.1
OG0000374	WP_136797097.1	WP_136808943.1
OG0000374	WP_136795485.1	WP_136809402.1
OG0000374	WP_136798325.1	WP_136807793.1
OG0000375	WP_136796820.1	WP_167505818.1
OG0000375	WP_136798986.1	WP_136806553.1
OG0000376	WP_136796253.1	WP_136808968.1
OG0000376	WP_136798340.1	WP_217909584.1
OG0000376	WP_136797126.1	WP_136808897.1
OG0000377	WP_167495625.1	WP_167506061.1, WP_228723246.1
OG0000378	WP_136798369.1	WP_136807106.1
OG0000378	WP_136798498.1	WP_136806996.1
OG0000378	WP_136795265.1	WP_136808088.1
OG0000378	WP_136799368.1	WP_136809950.1
OG0000379	WP_136796120.1	WP_136809157.1
OG0000379	WP_136798265.1	WP_167505933.1
OG0000380	WP_136795812.1	WP_136806321.1
OG0000381	WP_228721444.1	WP_136809206.1
OG0000383	WP_136795342.1	WP_136809878.1
OG0000383	WP_136799135.1	WP_136808822.1
OG0000384	WP_136797954.1	WP_136805247.1
OG0000384	WP_136795632.1	WP_136809760.1
OG0000385	WP_136796607.1	WP_167505852.1
OG0000386	WP_136797084.1	WP_136808946.1
OG0000386	WP_136799332.1	WP_136808783.1
OG0000386	WP_136799313.1	WP_136808748.1, WP_136809062.1, WP_136805061.1
OG0000386	WP_167495663.1	WP_136805979.1
OG0000387	WP_136798995.1	WP_136810174.1
OG0000387	WP_275942960.1	WP_136808564.1
OG0000388	WP_136798003.1	WP_136805296.1
OG0000389	WP_136799133.1	WP_136808820.1
OG0000390	WP_136799223.1	WP_167505877.1
OG0000391	WP_136798011.1	WP_136805305.1
OG0000392	WP_136796053.1	WP_136810637.1
OG0000393	WP_217907665.1, WP_136799201.1	WP_136807487.1
OG0000394	WP_136797957.1	WP_136805250.1
OG0000395	WP_136795845.1	WP_136806288.1
OG0000396	WP_136795747.1	WP_136807940.1
OG0000397	WP_136799219.1	WP_136807554.1
OG0000398	WP_136797241.1	WP_136805873.1
OG0000399	WP_136796872.1	WP_136809940.1
OG0000400	WP_136797743.1	WP_136805430.1
OG0000401	WP_136798295.1	WP_136808491.1
OG0000403	WP_136797989.1	WP_136805283.1
OG0000404	WP_167495839.1	WP_167505717.1
OG0000405	WP_167495637.1	WP_136809596.1
OG0000406	WP_136795200.1	WP_136808044.1
OG0000407	WP_136798289.1	WP_136810663.1, WP_136808484.1
OG0000407	WP_136798499.1	WP_136806995.1
OG0000408	WP_136795748.1	WP_136807941.1
OG0000409	WP_136795796.1	WP_136806338.1
OG0000410	WP_136796803.1	WP_136806612.1
OG0000411	WP_136795653.1	WP_136809092.1, WP_136808186.1, WP_136808185.1
OG0000412	WP_136796474.1	WP_167505827.1
OG0000413	WP_136799397.1, WP_136798200.1	WP_136806020.1, WP_136808203.1
OG0000414	WP_136796979.1	WP_136810059.1
OG0000415	WP_136799099.1	WP_228723236.1
OG0000416	WP_136799172.1	WP_136808858.1
OG0000416	WP_136799500.1	WP_136810801.1, WP_136805566.1, WP_167506093.1
OG0000417	WP_136799378.1	WP_136810311.1
OG0000417	WP_136799719.1	WP_136806255.1
OG0000418	WP_136798538.1	WP_136806903.1
OG0000419	WP_136795869.1	WP_136806185.1
OG0000420	WP_136797992.1	WP_136805286.1
OG0000422	WP_136795745.1	WP_275942842.1
OG0000423	WP_136799855.1	WP_136810696.1
OG0000424	WP_136799131.1	WP_136808817.1
OG0000425	WP_136798280.1	WP_136808202.1, WP_136808474.1
OG0000426	WP_167495870.1	WP_136807553.1
OG0000427	WP_136798102.1	WP_136810555.1
OG0000428	WP_136797991.1	WP_136805285.1
OG0000429	WP_136797960.1	WP_136805253.1
OG0000430	WP_136796992.1	WP_136810214.1
OG0000431	WP_136798587.1	WP_136809255.1
OG0000431	WP_136799038.1	WP_136807817.1
OG0000431	WP_136799032.1	WP_136807811.1
OG0000432	WP_136799941.1	WP_167506035.1
OG0000432	WP_136796352.1, WP_136799838.1	WP_167505825.1
OG0000432	WP_136799750.1	WP_136805190.1
OG0000433	WP_136797392.1	WP_136808998.1
OG0000433	WP_217907637.1	WP_228723294.1
OG0000434	WP_136795621.1	WP_136809750.1
OG0000434	WP_136798965.1	WP_136805936.1
OG0000435	WP_136795407.1	WP_136808583.1
OG0000437	WP_217907679.1, WP_275942950.1	WP_136810266.1
OG0000437	WP_136795141.1	WP_136807979.1
OG0000438	WP_167495617.1	WP_167505905.1
OG0000439	WP_136797715.1	WP_136805415.1, WP_136805412.1
OG0000440	WP_136798800.1	WP_136806014.1
OG0000440	WP_136798367.1	WP_228723349.1
OG0000440	WP_167495880.1	WP_167505955.1
OG0000441	WP_136799700.1	WP_167505881.1, WP_167505985.1
OG0000442	WP_136798502.1	WP_136806992.1
OG0000443	WP_176360012.1	WP_217909473.1
OG0000443	WP_136798155.1	WP_136809231.1
OG0000444	WP_136795830.1	WP_136806301.1
OG0000445	WP_136799851.1	WP_136810687.1
OG0000445	WP_136797467.1, WP_136796214.1, WP_136798701.1	WP_136809633.1
OG0000447	WP_136799250.1	WP_136806393.1
OG0000448	WP_136799264.1	WP_136806379.1
OG0000449	WP_136799022.1	WP_136807799.1
OG0000449	WP_136799207.1	WP_136807501.1
OG0000449	WP_267313993.1	WP_228723382.1
OG0000451	WP_136799001.1	WP_167505949.1
OG0000452	WP_136798431.1	WP_136810407.1
OG0000452	WP_136799138.1	WP_136808826.1
OG0000453	WP_136796189.1	WP_136809304.1
OG0000453	WP_136798929.1	WP_136809202.1
OG0000457	WP_217907739.1	WP_217909663.1
OG0000458	WP_136797971.1	WP_136805266.1
OG0000459	WP_136799294.1	WP_136806351.1
OG0000460	WP_136796657.1	WP_267313765.1
OG0000461	WP_136796552.1	WP_136805473.1
OG0000462	WP_228721518.1	WP_136805287.1
OG0000463	WP_136799259.1	WP_136806383.1
OG0000464	WP_217907710.1	WP_136808709.1
OG0000465	WP_136797917.1, WP_167495636.1	WP_136809698.1
OG0000466	WP_136795597.1	WP_136809720.1
OG0000467	WP_136795443.1	WP_136808627.1
OG0000468	WP_136799254.1	WP_136806389.1
OG0000469	WP_136795178.1	WP_136808019.1
OG0000470	WP_136797950.1	WP_136805243.1
OG0000471	WP_136799592.1	WP_136805917.1
OG0000472	WP_136798286.1	WP_136808481.1
OG0000473	WP_136795442.1	WP_136808626.1
OG0000474	WP_136795809.1	WP_136806324.1
OG0000475	WP_136798639.1	WP_136809369.1
OG0000475	WP_136796321.1	WP_136810395.1
OG0000476	WP_136798121.1	WP_136810534.1
OG0000477	WP_136795752.1	WP_136807945.1
OG0000478	WP_136796303.1	WP_167506078.1
OG0000479	WP_136795828.1	WP_136806303.1
OG0000480	WP_136798064.1	WP_035234762.1
OG0000481	WP_136795606.1	WP_136809729.1
OG0000482	WP_228721401.1	WP_136809717.1
OG0000483	WP_136797320.1	WP_136805883.1
OG0000484	WP_167495621.1	WP_167505938.1
OG0000485	WP_136795827.1	WP_136806304.1
OG0000486	WP_136797690.1	WP_136805393.1
OG0000487	WP_136795797.1	WP_136806337.1
OG0000488	WP_136796092.1	WP_136809129.1
OG0000489	WP_136796933.1	WP_136810012.1
OG0000490	WP_167495787.1	WP_167505746.1
OG0000491	WP_136797722.1	WP_136805417.1
OG0000492	WP_136798284.1	WP_136808478.1
OG0000493	WP_136795190.1	WP_136808032.1
OG0000494	WP_136796219.1	WP_136809310.1
OG0000495	WP_136796738.1	WP_136806411.1
OG0000496	WP_136796544.1	WP_136805470.1
OG0000497	WP_136796646.1	WP_136808370.1
OG0000498	WP_167495720.1	WP_136808369.1
OG0000499	WP_136799790.1	WP_136806800.1
OG0000499	WP_136796485.1	WP_136806712.1
OG0000500	WP_136798047.1	WP_228723312.1
OG0000502	WP_136799293.1	WP_136806352.1
OG0000503	WP_167495729.1	WP_167505821.1
OG0000504	WP_136796802.1	WP_136806613.1
OG0000505	WP_136799709.1	WP_136807084.1
OG0000507	WP_136799902.1	WP_136805804.1
OG0000508	WP_136798663.1	WP_136809498.1
OG0000509	WP_136796114.1	WP_136809151.1
OG0000510	WP_136795693.1	WP_228723268.1
OG0000511	WP_275942945.1	WP_136807984.1
OG0000512	WP_136796695.1	WP_136808316.1
OG0000513	WP_136798638.1	WP_136809368.1
OG0000513	WP_136796320.1	WP_136810394.1
OG0000514	WP_136798276.1	WP_136808470.1
OG0000515	WP_136799260.1	WP_136806382.1
OG0000516	WP_136796553.1	WP_136805474.1
OG0000517	WP_228721387.1	WP_136810045.1
OG0000518	WP_136797903.1, WP_217907595.1	WP_228723226.1
OG0000520	WP_136795974.1	WP_136807395.1
OG0000521	WP_136799214.1	WP_136807544.1
OG0000522	WP_136795791.1	WP_136806343.1
OG0000523	WP_136797774.1	WP_267313705.1
OG0000524	WP_136796105.1	WP_136809142.1
OG0000525	WP_136798559.1	WP_136809559.1
OG0000526	WP_136796771.1	WP_136806642.1
OG0000527	WP_136795858.1	WP_136806275.1
OG0000528	WP_136795602.1	WP_167506016.1
OG0000529	WP_136795167.1	WP_136808007.1
OG0000530	WP_136797947.1	WP_136805239.1
OG0000531	WP_136795868.1	WP_267313729.1
OG0000532	WP_136796622.1	WP_176371600.1
OG0000533	WP_136795206.1	WP_136808050.1
OG0000534	WP_136799314.1	WP_136808749.1
OG0000534	WP_228721373.1	WP_228723331.1
OG0000535	WP_228721330.1	WP_136806143.1
OG0000536	WP_136797215.1	WP_136808876.1
OG0000537	WP_136797067.1	WP_136810001.1
OG0000537	WP_136796009.1	WP_136806328.1
OG0000538	WP_136798568.1	WP_136805968.1
OG0000539	WP_167495824.1	WP_167505844.1
OG0000540	WP_136795948.1	WP_136806113.1
OG0000541	WP_136795713.1	WP_136808207.1
OG0000542	WP_136795187.1	WP_136808029.1
OG0000543	WP_136799220.1	WP_136807556.1
OG0000544	WP_136795447.1	WP_136808631.1
OG0000545	WP_136799884.1	WP_136805818.1
OG0000546	WP_136796045.1	WP_136810645.1
OG0000547	WP_136795732.1	WP_136809251.1
OG0000548	WP_136798584.1	WP_136805953.1
OG0000548	WP_136799398.1	WP_136809968.1
OG0000549	WP_228721339.1	WP_136806315.1
OG0000550	WP_136799186.1	WP_167505870.1
OG0000551	WP_136797876.1	WP_136805510.1
OG0000553	WP_136799145.1	WP_136808834.1
OG0000555	WP_136795929.1	WP_136806134.1
OG0000556	WP_136797680.1	WP_136797680.1
OG0000557	WP_136799297.1, WP_176360061.1, WP_176359988.1, WP_176360051.1	WP_136808972.1, WP_136809772.1
OG0000558	WP_136798715.1	WP_136810656.1
OG0000558	WP_136798780.1	WP_136805995.1
OG0000559	WP_136795425.1	WP_136806562.1
OG0000559	WP_136796497.1	WP_228723366.1, WP_228723232.1, WP_136806660.1
OG0000560	WP_136799162.1	WP_136809970.1
OG0000560	WP_136798204.1	WP_136805728.1
OG0000561	WP_136799244.1	WP_136810809.1
OG0000561	WP_136795477.1	WP_136809395.1
OG0000562	WP_136797843.1	WP_267313713.1
OG0000563	WP_136796986.1	WP_136810219.1, WP_136809205.1, WP_136807213.1
OG0000564	WP_136798827.1	WP_136810818.1, WP_136806065.1
OG0000565	WP_136798828.1	WP_136806064.1
OG0000566	WP_136799976.1	WP_136807802.1
OG0000567	WP_275942938.1	WP_136805186.1, WP_136806991.1
OG0000568	WP_136799215.1	WP_136807547.1
OG0000569	WP_136799166.1	WP_136808852.1
OG0000570	WP_136799900.1	WP_136805794.1
OG0000571	WP_136796999.1	WP_267313669.1
OG0000571	WP_136799243.1	WP_136809735.1
OG0000572	WP_136795412.1, WP_136798183.1	WP_136805751.1, WP_167505942.1
OG0000573	WP_136796833.1	WP_136805503.1
OG0000575	WP_136796055.1	WP_136810635.1
OG0000576	WP_228721434.1	WP_228723278.1
OG0000577	WP_136796694.1	WP_136808317.1
OG0000578	WP_136796106.1	WP_136809143.1
OG0000579	WP_136796116.1	WP_136809153.1
OG0000580	WP_136797869.1	WP_136805517.1
OG0000581	WP_136798094.1	WP_136810562.1
OG0000582	WP_136799881.1	WP_136805821.1
OG0000583	WP_136798106.1	WP_136810551.1
OG0000584	WP_136795130.1	WP_136807969.1
OG0000585	WP_267314034.1	WP_136808212.1
OG0000586	WP_136795133.1	WP_136807971.1
OG0000587	WP_136796681.1	WP_136808336.1
OG0000588	WP_136795136.1	WP_136807974.1
OG0000589	WP_136799267.1	WP_136806376.1
OG0000590	WP_136795740.1	WP_136807933.1
OG0000591	WP_136796047.1	WP_136810643.1
OG0000592	WP_136796678.1	WP_136808339.1
OG0000593	WP_136798724.1	WP_136805089.1
OG0000594	WP_136795196.1	WP_136808038.1
OG0000595	WP_136796620.1	WP_136808395.1
OG0000596	WP_136799290.1	WP_136806355.1
OG0000597	WP_228721343.1	WP_136806412.1
OG0000598	WP_136798726.1	WP_136805093.1
OG0000599	WP_136795803.1	WP_136806331.1
OG0000600	WP_136796770.1	WP_136806643.1
OG0000601	WP_136796051.1	WP_136810639.1
OG0000603	WP_136795861.1	WP_136806272.1
OG0000604	WP_136796790.1	WP_167505820.1
OG0000605	WP_167495727.1	WP_136806649.1
OG0000606	WP_136796139.1	WP_136809177.1
OG0000607	WP_167495615.1	WP_136808084.1
OG0000608	WP_136796551.1	WP_228723338.1
OG0000610	WP_136798049.1	WP_136810610.1
OG0000611	WP_136796676.1	WP_136808341.1
OG0000612	WP_136797973.1	WP_228723329.1
OG0000613	WP_136797974.1	WP_136805270.1
OG0000614	WP_136798290.1	WP_136810662.1, WP_136808485.1
OG0000614	WP_136798500.1	WP_136806994.1
OG0000615	WP_136798056.1	WP_136810601.1
OG0000616	WP_136798054.1	WP_136810603.1
OG0000617	WP_136798082.1	WP_136810575.1
OG0000618	WP_136798080.1	WP_136810577.1
OG0000619	WP_136798079.1	WP_136810578.1
OG0000620	WP_136798078.1	WP_136810579.1
OG0000621	WP_136798077.1	WP_136810580.1
OG0000622	WP_136796952.1	WP_136810033.1
OG0000623	WP_136797745.1	WP_136805431.1
OG0000624	WP_136795798.1	WP_136806335.1
OG0000625	WP_136795799.1	WP_136806334.1
OG0000626	WP_136795453.1	WP_167505948.1
OG0000627	WP_136798048.1	WP_136810611.1
OG0000628	WP_136798169.1	WP_136805766.1
OG0000629	WP_136799712.1	WP_136807086.1
OG0000630	WP_136795203.1	WP_136808047.1
OG0000631	WP_136795205.1	WP_136808049.1
OG0000632	WP_136798012.1	WP_136805306.1
OG0000633	WP_228721385.1	WP_136810017.1
OG0000634	WP_136796709.1	WP_136808300.1
OG0000635	WP_136798248.1	WP_136808445.1
OG0000636	WP_136797008.1	WP_136810196.1
OG0000637	WP_136797997.1	WP_136805291.1
OG0000638	WP_136796958.1	WP_136810040.1
OG0000639	WP_136799266.1	WP_136806377.1
OG0000640	WP_136795860.1	WP_136806273.1
OG0000641	WP_136797958.1	WP_136805337.1, WP_136805251.1
OG0000642	WP_136795582.1	WP_136809702.1
OG0000643	WP_136797731.1	WP_136805422.1
OG0000644	WP_136795210.1	WP_136808054.1
OG0000645	WP_136795595.1	WP_136809718.1
OG0000646	WP_136795671.1	WP_136809804.1
OG0000647	WP_136798733.1	WP_275942847.1
OG0000648	WP_136798730.1	WP_136805100.1
OG0000649	WP_136797729.1	WP_136805421.1
OG0000650	WP_136795609.1	WP_136806843.1
OG0000651	WP_136799221.1	WP_136807558.1
OG0000652	WP_136797778.1	WP_136805443.1
OG0000653	WP_136796672.1	WP_136808345.1
OG0000654	WP_136799882.1	WP_136805820.1
OG0000655	WP_136798117.1	WP_136810538.1
OG0000656	WP_136797867.1	WP_136805519.1
OG0000657	WP_136797866.1	WP_136805520.1
OG0000658	WP_228721325.1	WP_167505745.1
OG0000659	WP_136797861.1	WP_136805526.1
OG0000660	WP_136798536.1	WP_136806905.1
OG0000661	WP_136798535.1	WP_136806906.1
OG0000662	WP_136796949.1	WP_136810029.1
OG0000663	WP_136798564.1	WP_136805973.1
OG0000664	WP_136796623.1	WP_136808392.1
OG0000665	WP_136799885.1	WP_136805817.1
OG0000667	WP_136798768.1	WP_136805984.1
OG0000669	WP_136795465.1	WP_136809382.1
OG0000670	WP_136798720.1	WP_136805082.1
OG0000671	WP_136796632.1	WP_136808383.1
OG0000672	WP_136795194.1	WP_136808036.1
OG0000673	WP_136798019.1	WP_167505733.1
OG0000674	WP_136798269.1	WP_136808463.1
OG0000675	WP_136796648.1	WP_136808368.1
OG0000676	WP_136796673.1	WP_136808344.1
OG0000677	WP_136798061.1	WP_136810596.1
OG0000678	WP_136798062.1	WP_136810595.1
OG0000679	WP_136797979.1	WP_136805275.1
OG0000680	WP_136798104.1	WP_136810553.1
OG0000681	WP_275942944.1	WP_217909548.1
OG0000682	WP_136798090.1	WP_136810566.1
OG0000683	WP_136796610.1	WP_136808407.1
OG0000684	WP_136795149.1	WP_136807988.1
OG0000685	WP_136798068.1	WP_136810589.1
OG0000686	WP_136798042.1	WP_136810840.1
OG0000687	WP_136798073.1	WP_136810584.1
OG0000688	WP_136798075.1	WP_136810582.1
OG0000689	WP_136798076.1	WP_136810581.1
OG0000690	WP_136799408.1	WP_136809290.1
OG0000691	WP_136798087.1	WP_136810570.1
OG0000692	WP_136795261.1	WP_136808083.1
OG0000693	WP_136799132.1	WP_136808819.1
OG0000694	WP_136795128.1	WP_136807967.1
OG0000695	WP_136795434.1	WP_136808618.1
OG0000696	WP_136799137.1	WP_136808825.1
OG0000697	WP_136795170.1	WP_136808010.1
OG0000698	WP_136797972.1	WP_136805268.1
OG0000699	WP_228721367.1	WP_136806847.1
OG0000700	WP_136796692.1	WP_136808319.1
OG0000701	WP_136797686.1	WP_136805391.1
OG0000702	WP_136796773.1	WP_136806640.1
