Orthogroup	Species	Desulfovibrio vulgaris DP4	Orthologs
OG0000117	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791710.1	WP_012536516.1, WP_012536851.1
OG0000117	Desulforhopalus vacuolatus DSM 9700	WP_011791710.1	WP_205219976.1, WP_205219085.1
OG0000117	Desulfosediminicola ganghwensis IMCC35004	WP_011791710.1	WP_136796855.1
OG0000117	Desulfocapsa sulfexigens DSM 10523	WP_011791710.1	WP_015403805.1
OG0000117	Desulfocapsa_06_corrosive	WP_011791710.1	Utg323316_188
OG0000117	Desulfocapsa_13_biocide	WP_011791710.1	Utg857046_88
OG0000117	Desulfotalea psychrophila LSv54	WP_011791710.1	WP_011188472.1
OG0000117	Geobacter sulfurreducens PCA	WP_011791822.1	WP_010941759.1
OG0000117	Desulfocapsa sulfexigens DSM 10523	WP_011791822.1	WP_015403283.1, WP_015403159.1
OG0000117	Shewanella oneidensis MR-1	WP_011791822.1	WP_011071862.1
OG0000117	Desulfosediminicola flagellatus IMCC35005	WP_011791822.1	WP_136810060.1
OG0000117	Desulfosediminicola ganghwensis IMCC35004	WP_011791822.1	WP_136796980.1
OG0000117	Desulfotalea psychrophila LSv54	WP_011791822.1	WP_011189124.1
OG0000117	Desulfocapsa_13_biocide	WP_011791822.1	Utg864866_33
OG0000117	Desulfocapsa_06_corrosive	WP_011791822.1	Utg323140_129
OG0000117	Desulforhopalus vacuolatus DSM 9700	WP_011791822.1	WP_205217876.1
OG0000117	Desulfovibrio ferrophilus IS5	WP_011791822.1	WP_126380925.1
OG0000118	Shewanella oneidensis MR-1	WP_011791821.1	WP_011071863.1
OG0000118	Desulfocapsa sulfexigens DSM 10523	WP_011791821.1	WP_015403282.1, WP_015403158.1
OG0000118	Desulfocapsa_13_biocide	WP_011791821.1	Utg864866_34
OG0000118	Desulfocapsa_06_corrosive	WP_011791821.1	Utg323140_128
OG0000118	Desulfosediminicola flagellatus IMCC35005	WP_011791821.1	WP_136810061.1
OG0000118	Desulfosediminicola ganghwensis IMCC35004	WP_011791821.1	WP_136796981.1
OG0000118	Desulfotalea psychrophila LSv54	WP_011791821.1	WP_011189123.1
OG0000118	Desulforhopalus vacuolatus DSM 9700	WP_011791821.1	WP_240191957.1
OG0000118	Geobacter sulfurreducens PCA	WP_011791821.1	WP_010941758.1
OG0000118	Desulfovibrio ferrophilus IS5	WP_011791821.1	WP_126381543.1
OG0000118	Desulfotalea psychrophila LSv54	WP_011791711.1	WP_011188471.1
OG0000118	Desulfocapsa_13_biocide	WP_011791711.1	Utg857046_89
OG0000118	Desulfocapsa_06_corrosive	WP_011791711.1	Utg323316_189
OG0000118	Desulfocapsa sulfexigens DSM 10523	WP_011791711.1	WP_015403806.1
OG0000118	Desulforhopalus vacuolatus DSM 9700	WP_011791711.1	WP_275888991.1
OG0000119	Desulfosediminicola ganghwensis IMCC35004	WP_011793090.1	WP_228721364.1
OG0000119	Desulforhopalus vacuolatus DSM 9700	WP_011793090.1	WP_205220193.1, WP_205220204.1
OG0000119	Desulfocapsa sulfexigens DSM 10523	WP_011793090.1	WP_015402797.1
OG0000119	Desulfocapsa_06_corrosive	WP_011793090.1	Utg323180_425
OG0000119	Desulfosediminicola flagellatus IMCC35005	WP_011793090.1	WP_136806532.1
OG0000119	Geobacter sulfurreducens PCA	WP_011793090.1	WP_010943592.1
OG0000119	Shewanella oneidensis MR-1	WP_011793090.1	WP_011073622.1, WP_011074079.1
OG0000119	Desulfotalea psychrophila LSv54	WP_011793090.1	WP_011187701.1, WP_156792185.1
OG0000119	Desulfovibrio ferrophilus IS5	WP_011793090.1	WP_126378138.1
OG0000120	Acidithiobacillus ferrooxidans YNTRS-40	WP_011793100.1, WP_010939361.1	WP_012537529.1, WP_012607593.1
OG0000120	Desulfosediminicola flagellatus IMCC35005	WP_011793100.1	WP_217909522.1
OG0000120	Desulfosediminicola ganghwensis IMCC35004	WP_011793100.1	WP_136796277.1, WP_136797907.1, WP_217907646.1
OG0000120	Desulforhopalus vacuolatus DSM 9700	WP_011793100.1	WP_275888970.1
OG0000120	Desulfotalea psychrophila LSv54	WP_011793100.1	WP_011187392.1
OG0000120	Desulfovibrio ferrophilus IS5	WP_011793100.1	WP_126379965.1, WP_126379857.1
OG0000120	Desulforhopalus vacuolatus DSM 9700	WP_010939361.1	WP_205217586.1
OG0000120	Desulfosediminicola flagellatus IMCC35005	WP_010939361.1	WP_176371624.1
OG0000120	Desulfocapsa_06_corrosive	WP_010939361.1	Utg323140_117
OG0000120	Geobacter sulfurreducens PCA	WP_010939361.1	WP_010942080.1
OG0000120	Desulfovibrio ferrophilus IS5	WP_010939361.1	WP_126377828.1
OG0000121	Desulfosediminicola flagellatus IMCC35005	WP_011787357.1	WP_136808693.1
OG0000121	Desulfosediminicola ganghwensis IMCC35004	WP_011787357.1	WP_136799772.1
OG0000121	Desulfocapsa_13_biocide	WP_011787357.1	Utg857994_106
OG0000121	Desulfocapsa sulfexigens DSM 10523	WP_011787357.1	WP_015403603.1, WP_041916370.1
OG0000121	Desulfocapsa_06_corrosive	WP_011787357.1	Utg323316_251, Utg323316_295, Utg323316_290
OG0000121	Geobacter sulfurreducens PCA	WP_011791564.1	WP_010942597.1
OG0000121	Desulfocapsa sulfexigens DSM 10523	WP_011791564.1	WP_015404050.1
OG0000121	Desulfocapsa_06_corrosive	WP_011791564.1	Utg323074_180
OG0000121	Desulfocapsa_13_biocide	WP_011791564.1	Utg857994_195
OG0000121	Desulforhopalus vacuolatus DSM 9700	WP_011791564.1	WP_275888929.1
OG0000121	Shewanella oneidensis MR-1	WP_011791564.1	WP_011073062.1
OG0000121	Desulfotalea psychrophila LSv54	WP_011791564.1	WP_011187278.1
OG0000121	Desulfosediminicola flagellatus IMCC35005	WP_011791564.1	WP_136808681.1, WP_136808529.1
OG0000122	Shewanella oneidensis MR-1	WP_011792236.1, WP_011792793.1, WP_011792231.1	WP_011073479.1
OG0000122	Desulfocapsa_06_corrosive	WP_011792236.1	Utg323180_512
OG0000122	Desulfocapsa_13_biocide	WP_011792236.1	Utg860814_103
OG0000122	Desulfotalea psychrophila LSv54	WP_011792236.1	WP_011188940.1
OG0000122	Desulfovibrio ferrophilus IS5	WP_011792236.1	WP_172961804.1
OG0000122	Desulfosediminicola flagellatus IMCC35005	WP_011792231.1	WP_136806197.1, WP_217909611.1
OG0000122	Desulforhopalus vacuolatus DSM 9700	WP_011792231.1	WP_205218626.1, WP_205220332.1
OG0000122	Desulfocapsa sulfexigens DSM 10523	WP_011792231.1	WP_015403700.1
OG0000122	Geobacter sulfurreducens PCA	WP_011792231.1	WP_010943368.1, WP_010943370.1
OG0000122	Desulfocapsa_13_biocide	WP_011792231.1	Utg857076_48
OG0000122	Desulfocapsa_06_corrosive	WP_011792231.1	Utg323300_431, Utg323262_85
OG0000123	Shewanella oneidensis MR-1	WP_011792099.1	WP_011073092.1
OG0000123	Desulfovibrio ferrophilus IS5	WP_011792099.1	WP_126376239.1
OG0000123	Shewanella oneidensis MR-1	WP_010938887.1	WP_011072319.1
OG0000123	Geobacter sulfurreducens PCA	WP_010938887.1	WP_010941806.1
OG0000123	Desulfocapsa_13_biocide	WP_010938887.1	Utg861744_8
OG0000123	Desulfovibrio ferrophilus IS5	WP_010938887.1	WP_126376807.1
OG0000125	Geobacter sulfurreducens PCA	WP_011791967.1, WP_011791647.1	WP_010942746.1
OG0000125	Desulfocapsa_13_biocide	WP_011791967.1	Utg857046_44
OG0000125	Desulfocapsa_06_corrosive	WP_011791967.1	Utg323316_156
OG0000125	Desulfosediminicola ganghwensis IMCC35004	WP_011791967.1	WP_136799082.1
OG0000125	Desulfosediminicola flagellatus IMCC35005	WP_011791967.1	WP_217909486.1, WP_136809889.1, WP_228723249.1, WP_136806029.1
OG0000125	Desulfotalea psychrophila LSv54	WP_011791967.1	WP_011189064.1
OG0000125	Desulfosediminicola ganghwensis IMCC35004	WP_011791647.1	WP_228721433.1
OG0000125	Desulfocapsa_13_biocide	WP_011791647.1	Utg859982_62
OG0000125	Desulfosediminicola flagellatus IMCC35005	WP_011791647.1	WP_136809223.1, WP_136809049.1
OG0000125	Desulforhopalus vacuolatus DSM 9700	WP_011791647.1	WP_205220097.1
OG0000125	Desulfotalea psychrophila LSv54	WP_011791647.1	WP_011190268.1
OG0000126	Desulfotalea psychrophila LSv54	WP_010940460.1	WP_011190020.1
OG0000126	Desulforhopalus vacuolatus DSM 9700	WP_010940460.1	WP_205219649.1
OG0000126	Desulfosediminicola flagellatus IMCC35005	WP_010940460.1	WP_136805307.1
OG0000126	Desulfosediminicola ganghwensis IMCC35004	WP_010940460.1	WP_228721374.1
OG0000126	Desulfocapsa_13_biocide	WP_010940460.1	Utg859388_82
OG0000126	Desulfocapsa_06_corrosive	WP_010940460.1	Utg323392_137
OG0000126	Desulfocapsa sulfexigens DSM 10523	WP_010940460.1	WP_015404803.1
OG0000126	Acidithiobacillus ferrooxidans YNTRS-40	WP_010940460.1	WP_009561865.1
OG0000126	Shewanella oneidensis MR-1	WP_010940460.1	WP_011073889.1, WP_011071224.1
OG0000126	Geobacter sulfurreducens PCA	WP_010940460.1	WP_010943126.1
OG0000126	Desulfovibrio ferrophilus IS5	WP_010940460.1	WP_126379210.1
OG0000127	Desulfocapsa_06_corrosive	WP_010937986.1, WP_181409358.1	Utg323448_31
OG0000127	Desulfocapsa_13_biocide	WP_010937986.1, WP_181409358.1	Utg857490_17
OG0000127	Desulfocapsa sulfexigens DSM 10523	WP_010937986.1	WP_015404182.1
OG0000127	Desulfosediminicola flagellatus IMCC35005	WP_010937986.1	WP_136810542.1
OG0000127	Desulfotalea psychrophila LSv54	WP_010937986.1	WP_011188334.1
OG0000127	Desulforhopalus vacuolatus DSM 9700	WP_010937986.1	WP_205219440.1
OG0000127	Desulfosediminicola ganghwensis IMCC35004	WP_010937986.1	WP_136799486.1
OG0000127	Shewanella oneidensis MR-1	WP_010937986.1	WP_011070937.1
OG0000127	Acidithiobacillus ferrooxidans YNTRS-40	WP_010937986.1	WP_009562383.1
OG0000127	Desulfovibrio ferrophilus IS5	WP_010937986.1	WP_126379366.1
OG0000127	Desulforhopalus vacuolatus DSM 9700	WP_181409358.1	WP_205219441.1
OG0000127	Desulfocapsa sulfexigens DSM 10523	WP_181409358.1	WP_015404183.1
OG0000127	Desulfotalea psychrophila LSv54	WP_181409358.1	WP_011188335.1
OG0000127	Desulfosediminicola flagellatus IMCC35005	WP_181409358.1	WP_136810543.1
OG0000127	Desulfosediminicola ganghwensis IMCC35004	WP_181409358.1	WP_136798113.1, WP_136799487.1
OG0000127	Shewanella oneidensis MR-1	WP_181409358.1	WP_011070936.1
OG0000127	Acidithiobacillus ferrooxidans YNTRS-40	WP_181409358.1	WP_012536821.1
OG0000127	Desulfovibrio ferrophilus IS5	WP_181409358.1	WP_126379368.1
OG0000128	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791538.1	WP_012537059.1, WP_009562675.1
OG0000128	Shewanella oneidensis MR-1	WP_011791538.1	WP_011072719.1, WP_164925918.1
OG0000128	Desulfosediminicola ganghwensis IMCC35004	WP_011791538.1	WP_136796763.1, WP_136795788.1
OG0000128	Desulfosediminicola flagellatus IMCC35005	WP_011791538.1	WP_136806650.1, WP_136806346.1
OG0000128	Desulfocapsa_06_corrosive	WP_011791538.1	Utg323180_277, Utg323152_202
OG0000128	Desulfocapsa_13_biocide	WP_011791538.1	Utg863716_100, Utg859098_212
OG0000128	Desulfocapsa sulfexigens DSM 10523	WP_011791538.1	WP_015402505.1, WP_015405039.1
OG0000128	Desulforhopalus vacuolatus DSM 9700	WP_011791538.1	WP_205219057.1, WP_205218118.1
OG0000128	Desulfotalea psychrophila LSv54	WP_011791538.1	WP_011190249.1, WP_041278021.1
OG0000128	Geobacter sulfurreducens PCA	WP_011791538.1	WP_010941589.1, WP_010943853.1
OG0000128	Desulfovibrio ferrophilus IS5	WP_011791538.1	WP_232034755.1
OG0000129	Desulforhopalus vacuolatus DSM 9700	WP_010937945.1	WP_205220177.1
OG0000129	Desulfocapsa_13_biocide	WP_010937945.1	Utg857682_35
OG0000129	Desulfovibrio ferrophilus IS5	WP_010937945.1	WP_126376839.1
OG0000129	Shewanella oneidensis MR-1	WP_010937945.1	WP_011074222.1, WP_011072440.1
OG0000129	Acidithiobacillus ferrooxidans YNTRS-40	WP_010937945.1	WP_009563104.1
OG0000129	Geobacter sulfurreducens PCA	WP_010937945.1	WP_010943266.1, WP_010943778.1
OG0000129	Desulfosediminicola flagellatus IMCC35005	WP_010937945.1	WP_136805861.1
OG0000130	Desulfocapsa_06_corrosive	WP_223294580.1, WP_011176619.1	Utg323140_62, Utg323632_319
OG0000130	Desulfocapsa_13_biocide	WP_223294580.1, WP_011176619.1	Utg864866_91, Utg857992_39
OG0000130	Desulfocapsa sulfexigens DSM 10523	WP_223294580.1, WP_011176619.1	WP_015402762.1
OG0000130	Desulfosediminicola flagellatus IMCC35005	WP_223294580.1, WP_011176619.1	WP_217909449.1
OG0000130	Desulfosediminicola ganghwensis IMCC35004	WP_223294580.1, WP_011176619.1	WP_136796463.1
OG0000130	Shewanella oneidensis MR-1	WP_223294580.1	WP_011073813.1
OG0000130	Desulfovibrio ferrophilus IS5	WP_223294580.1	WP_172961687.1
OG0000130	Acidithiobacillus ferrooxidans YNTRS-40	WP_011176619.1	WP_012535980.1
OG0000130	Desulfovibrio ferrophilus IS5	WP_011176619.1	WP_126380098.1
OG0000130	Geobacter sulfurreducens PCA	WP_011176619.1	WP_235044863.1
OG0000131	Desulfotalea psychrophila LSv54	WP_011791342.1	WP_011189957.1
OG0000131	Desulfocapsa_06_corrosive	WP_011791342.1	Utg323074_120
OG0000131	Desulfocapsa_13_biocide	WP_011791342.1	Utg857994_138
OG0000131	Desulfocapsa sulfexigens DSM 10523	WP_011791342.1	WP_153304997.1
OG0000131	Desulfosediminicola flagellatus IMCC35005	WP_011791342.1	WP_136805439.1
OG0000131	Desulfosediminicola ganghwensis IMCC35004	WP_011791342.1	WP_136797768.1
OG0000131	Desulforhopalus vacuolatus DSM 9700	WP_011791342.1	WP_240192135.1
OG0000131	Shewanella oneidensis MR-1	WP_011791342.1	WP_011074276.1
OG0000131	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791342.1	WP_012536872.1, WP_012536232.1
OG0000131	Geobacter sulfurreducens PCA	WP_011791342.1	WP_010942881.1
OG0000131	Desulfovibrio ferrophilus IS5	WP_011791342.1	WP_126380299.1
OG0000131	Desulfocapsa_06_corrosive	WP_011792836.1, WP_010937626.1	Utg323990_32
OG0000131	Desulfovibrio ferrophilus IS5	WP_011792836.1, WP_010937626.1	WP_232034794.1
OG0000131	Desulfocapsa sulfexigens DSM 10523	WP_011792836.1, WP_010937626.1	WP_015404061.1
OG0000131	Desulfosediminicola flagellatus IMCC35005	WP_011792836.1, WP_010937626.1	WP_136805333.1
OG0000131	Desulfotalea psychrophila LSv54	WP_011792836.1, WP_010937626.1	WP_011187291.1
OG0000131	Shewanella oneidensis MR-1	WP_011792836.1, WP_010937626.1	WP_011073076.1
OG0000131	Desulfocapsa_13_biocide	WP_011792836.1	Utg859236_14
OG0000132	Acidithiobacillus ferrooxidans YNTRS-40	WP_010940606.1, WP_010939230.1	WP_012536482.1
OG0000132	Geobacter sulfurreducens PCA	WP_010940606.1	WP_010942507.1
OG0000132	Desulfosediminicola ganghwensis IMCC35004	WP_010940606.1	WP_228721466.1
OG0000132	Desulfosediminicola flagellatus IMCC35005	WP_010940606.1	WP_136809264.1
OG0000132	Desulfovibrio ferrophilus IS5	WP_010940606.1	WP_126380313.1
OG0000132	Desulfovibrio ferrophilus IS5	WP_010939230.1	WP_126378656.1, WP_126375702.1
OG0000132	Desulfotalea psychrophila LSv54	WP_010939230.1	WP_156792284.1
OG0000132	Desulfocapsa sulfexigens DSM 10523	WP_010939230.1	WP_153305005.1
OG0000132	Desulfocapsa_13_biocide	WP_010939230.1	Utg859098_255
OG0000132	Geobacter sulfurreducens PCA	WP_010939230.1	WP_010942113.1, WP_010943057.1
OG0000132	Desulforhopalus vacuolatus DSM 9700	WP_010939230.1	WP_205218326.1, WP_205219939.1, WP_205218314.1
OG0000132	Desulfosediminicola flagellatus IMCC35005	WP_010939230.1	WP_136810658.1, WP_136808489.1, WP_136808075.1
OG0000132	Desulfosediminicola ganghwensis IMCC35004	WP_010939230.1	WP_136795253.1
OG0000133	Shewanella oneidensis MR-1	WP_010938383.1	WP_011071864.1
OG0000133	Desulfotalea psychrophila LSv54	WP_010938383.1	WP_049785062.1
OG0000133	Desulfosediminicola ganghwensis IMCC35004	WP_010938383.1	WP_228721521.1
OG0000133	Desulfosediminicola flagellatus IMCC35005	WP_010938383.1	WP_267313775.1
OG0000133	Desulfocapsa sulfexigens DSM 10523	WP_010938383.1	WP_015403281.1, WP_228130062.1
OG0000133	Desulfocapsa_13_biocide	WP_010938383.1	Utg864866_36
OG0000133	Desulfocapsa_06_corrosive	WP_010938383.1	Utg323140_126
OG0000133	Desulforhopalus vacuolatus DSM 9700	WP_010938383.1	WP_205217878.1
OG0000133	Geobacter sulfurreducens PCA	WP_010938383.1	WP_010941757.1
OG0000133	Desulfovibrio ferrophilus IS5	WP_010938383.1	WP_232034812.1
OG0000133	Desulfosediminicola ganghwensis IMCC35004	WP_011791712.1	WP_136796853.1
OG0000133	Shewanella oneidensis MR-1	WP_011791712.1	WP_011073952.1
OG0000133	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791712.1	WP_012536518.1
OG0000133	Desulforhopalus vacuolatus DSM 9700	WP_011791712.1	WP_205219087.1
OG0000133	Desulfocapsa sulfexigens DSM 10523	WP_011791712.1	WP_228130048.1
OG0000133	Desulfocapsa_06_corrosive	WP_011791712.1	Utg323316_190
OG0000133	Desulfocapsa_13_biocide	WP_011791712.1	Utg857046_90
OG0000133	Desulfotalea psychrophila LSv54	WP_011791712.1	WP_011188470.1
OG0000134	Shewanella oneidensis MR-1	WP_010938551.1	WP_011070453.1
OG0000134	Acidithiobacillus ferrooxidans YNTRS-40	WP_010938551.1	WP_012536689.1, WP_012537087.1
OG0000134	Desulfocapsa sulfexigens DSM 10523	WP_010938551.1	WP_015405212.1
OG0000134	Desulfocapsa_13_biocide	WP_010938551.1	Utg859098_168
OG0000134	Desulfocapsa_06_corrosive	WP_010938551.1	Utg323152_247
OG0000134	Desulfosediminicola flagellatus IMCC35005	WP_010938551.1	WP_167505926.1
OG0000134	Desulfosediminicola ganghwensis IMCC35004	WP_010938551.1	WP_136796679.1
OG0000134	Desulforhopalus vacuolatus DSM 9700	WP_010938551.1	WP_205219067.1
OG0000134	Desulfotalea psychrophila LSv54	WP_010938551.1	WP_011189428.1
OG0000134	Desulfovibrio ferrophilus IS5	WP_010938551.1	WP_126377750.1
OG0000135	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791597.1, WP_011792726.1	WP_012536874.1
OG0000135	Shewanella oneidensis MR-1	WP_011791597.1	WP_011072682.1
OG0000135	Desulfocapsa_06_corrosive	WP_011791597.1	Utg323300_373
OG0000135	Desulfocapsa_13_biocide	WP_011791597.1	Utg857152_96
OG0000135	Desulfocapsa sulfexigens DSM 10523	WP_011791597.1	WP_015403944.1
OG0000135	Desulfosediminicola flagellatus IMCC35005	WP_011791597.1	WP_136807997.1, WP_136809233.1
OG0000135	Desulfovibrio ferrophilus IS5	WP_011791597.1	WP_126380248.1
OG0000135	Desulfotalea psychrophila LSv54	WP_011792726.1	WP_011190396.1, WP_011189338.1
OG0000135	Desulforhopalus vacuolatus DSM 9700	WP_011792726.1	WP_205219271.1
OG0000135	Desulfosediminicola ganghwensis IMCC35004	WP_011792726.1	WP_136797121.1, WP_136798501.1
OG0000135	Desulfosediminicola flagellatus IMCC35005	WP_011792726.1	WP_136808902.1, WP_136806993.1, WP_136805180.1
OG0000135	Shewanella oneidensis MR-1	WP_011792726.1	WP_011072007.1
OG0000135	Desulfocapsa sulfexigens DSM 10523	WP_011792726.1	WP_015403834.1
OG0000135	Desulfocapsa_06_corrosive	WP_011792726.1	Utg323300_234
OG0000135	Desulfovibrio ferrophilus IS5	WP_011792726.1	WP_126379924.1
OG0000136	Shewanella oneidensis MR-1	WP_049758095.1	WP_011070754.1
OG0000136	Geobacter sulfurreducens PCA	WP_049758095.1	WP_010941670.1
OG0000136	Desulfocapsa_06_corrosive	WP_049758095.1	Utg323152_230
OG0000136	Desulfocapsa_13_biocide	WP_049758095.1	Utg859098_181
OG0000136	Desulfocapsa sulfexigens DSM 10523	WP_049758095.1	WP_015405013.1
OG0000136	Desulfotalea psychrophila LSv54	WP_049758095.1	WP_011189843.1
OG0000136	Desulfosediminicola ganghwensis IMCC35004	WP_049758095.1	WP_136795808.1
OG0000136	Desulfosediminicola flagellatus IMCC35005	WP_049758095.1	WP_136806325.1
OG0000136	Desulforhopalus vacuolatus DSM 9700	WP_049758095.1	WP_240191980.1
OG0000136	Desulfovibrio ferrophilus IS5	WP_049758095.1	WP_126377707.1
OG0000136	Acidithiobacillus ferrooxidans YNTRS-40	WP_223294604.1	WP_226833862.1
OG0000136	Shewanella oneidensis MR-1	WP_223294604.1	WP_011072090.1, WP_011073658.1
OG0000136	Desulfotalea psychrophila LSv54	WP_223294604.1	WP_156792292.1
OG0000136	Desulfocapsa sulfexigens DSM 10523	WP_223294604.1	WP_015405352.1
OG0000136	Desulfocapsa_13_biocide	WP_223294604.1	Utg858498_14
OG0000136	Desulfocapsa_06_corrosive	WP_223294604.1	Utg323392_39
OG0000136	Desulfosediminicola ganghwensis IMCC35004	WP_223294604.1	WP_136795820.1
OG0000136	Desulfosediminicola flagellatus IMCC35005	WP_223294604.1	WP_136806313.1
OG0000136	Desulforhopalus vacuolatus DSM 9700	WP_223294604.1	WP_205220066.1
OG0000137	Shewanella oneidensis MR-1	WP_010939936.1, WP_010939747.1	WP_011073955.1
OG0000137	Desulforhopalus vacuolatus DSM 9700	WP_010939936.1	WP_205219084.1
OG0000137	Desulfotalea psychrophila LSv54	WP_010939936.1	WP_011188473.1
OG0000137	Desulfocapsa sulfexigens DSM 10523	WP_010939936.1	WP_015403804.1
OG0000137	Desulfocapsa_13_biocide	WP_010939936.1	Utg857046_87
OG0000137	Desulfocapsa_06_corrosive	WP_010939936.1	Utg323316_187
OG0000137	Desulfovibrio ferrophilus IS5	WP_010939747.1	WP_126380924.1
OG0000138	Shewanella oneidensis MR-1	WP_011792381.1	WP_011072530.1, WP_011073460.1
OG0000138	Desulfovibrio ferrophilus IS5	WP_011792381.1	WP_126376412.1
OG0000138	Desulfocapsa_06_corrosive	WP_010940324.1	Utg323392_64
OG0000138	Desulfocapsa_13_biocide	WP_010940324.1	Utg859388_169
OG0000138	Desulfosediminicola flagellatus IMCC35005	WP_010940324.1	WP_136807292.1
OG0000138	Desulfosediminicola ganghwensis IMCC35004	WP_010940324.1	WP_136797829.1
OG0000138	Desulfotalea psychrophila LSv54	WP_010940324.1	WP_041277553.1, WP_198408700.1
OG0000138	Shewanella oneidensis MR-1	WP_010940324.1	WP_011072065.1
OG0000138	Geobacter sulfurreducens PCA	WP_010940324.1	WP_010941764.1
OG0000138	Desulfovibrio ferrophilus IS5	WP_010940324.1	WP_232034766.1
OG0000139	Geobacter sulfurreducens PCA	WP_011176667.1, WP_011792530.1	WP_010942637.1, WP_010942588.1
OG0000139	Desulfosediminicola flagellatus IMCC35005	WP_011176667.1	WP_136807925.1
OG0000139	Desulfosediminicola ganghwensis IMCC35004	WP_011792530.1	WP_176360069.1
OG0000139	Desulfosediminicola flagellatus IMCC35005	WP_011792530.1	WP_136805666.1, WP_136805160.1, WP_136808274.1, WP_217909541.1, WP_136808674.1, WP_228723381.1, WP_228723284.1, WP_136809269.1, WP_136808774.1, WP_136810434.1
OG0000139	Desulfocapsa_13_biocide	WP_011792530.1	Utg860006_94, Utg857682_160, Utg857994_107
OG0000141	Acidithiobacillus ferrooxidans YNTRS-40	WP_011791661.1	WP_151528219.1, WP_012537095.1, WP_009564717.1, WP_009569278.1, WP_009566566.1, WP_012537108.1, WP_012536550.1, WP_012536164.1
OG0000141	Desulfocapsa sulfexigens DSM 10523	WP_011791661.1	WP_228130036.1
OG0000141	Desulfocapsa_13_biocide	WP_011791661.1	Utg857682_146, Utg859750_50
OG0000141	Desulfocapsa_06_corrosive	WP_011791661.1	Utg323300_418
OG0000141	Desulfosediminicola ganghwensis IMCC35004	WP_011791661.1	WP_136798914.1
OG0000141	Shewanella oneidensis MR-1	WP_011791661.1	WP_011071946.1, WP_011071945.1, WP_172966568.1
OG0000141	Desulfotalea psychrophila LSv54	WP_011791661.1	WP_011190214.1, WP_011190215.1
OG0000141	Desulforhopalus vacuolatus DSM 9700	WP_011791661.1	WP_205219914.1, WP_205219915.1
OG0000142	Geobacter sulfurreducens PCA	WP_011792996.1	WP_010942899.1
OG0000142	Desulfosediminicola flagellatus IMCC35005	WP_011792996.1	WP_267313776.1
OG0000142	Desulfosediminicola ganghwensis IMCC35004	WP_011792996.1	WP_167495789.1
OG0000142	Desulfocapsa_13_biocide	WP_011792996.1	Utg860814_204
OG0000142	Desulfocapsa_06_corrosive	WP_011792996.1	Utg323180_616
OG0000142	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792996.1	WP_009565767.1
OG0000142	Desulfocapsa sulfexigens DSM 10523	WP_011792996.1	WP_015404601.1
OG0000142	Desulforhopalus vacuolatus DSM 9700	WP_011792996.1	WP_205219982.1
OG0000142	Desulfotalea psychrophila LSv54	WP_011792996.1	WP_156792321.1
OG0000142	Desulfovibrio ferrophilus IS5	WP_011792996.1	WP_126377727.1
OG0000143	Desulfotalea psychrophila LSv54	WP_011792337.1	WP_011190324.1
OG0000143	Desulforhopalus vacuolatus DSM 9700	WP_011792337.1	WP_205219037.1
OG0000143	Desulfosediminicola flagellatus IMCC35005	WP_011792337.1	WP_136806623.1
OG0000143	Desulfosediminicola ganghwensis IMCC35004	WP_011792337.1	WP_136796789.1
OG0000143	Desulfocapsa_13_biocide	WP_011792337.1	Utg859750_71
OG0000143	Desulfocapsa_06_corrosive	WP_011792337.1	Utg323180_33
OG0000143	Desulfocapsa sulfexigens DSM 10523	WP_011792337.1	WP_015402714.1
OG0000143	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792337.1	WP_012535762.1
OG0000143	Geobacter sulfurreducens PCA	WP_011792337.1	WP_010943891.1
OG0000143	Shewanella oneidensis MR-1	WP_011792337.1	WP_011070643.1, WP_011070826.1, WP_011072164.1
OG0000143	Desulfovibrio ferrophilus IS5	WP_011792337.1	WP_126376543.1, WP_126377487.1, WP_126375622.1
OG0000144	Geobacter sulfurreducens PCA	WP_011792804.1, WP_010938541.1	WP_010941593.1, WP_041914047.1
OG0000144	Acidithiobacillus ferrooxidans YNTRS-40	WP_011792804.1, WP_010938541.1	WP_012536261.1
OG0000144	Desulfosediminicola flagellatus IMCC35005	WP_011792804.1, WP_010938541.1	WP_136806979.1
OG0000144	Desulfosediminicola ganghwensis IMCC35004	WP_011792804.1, WP_010938541.1	WP_136797809.1
OG0000144	Desulfocapsa_06_corrosive	WP_011792804.1, WP_010938541.1	Utg323392_195
OG0000144	Desulfocapsa_13_biocide	WP_011792804.1, WP_010938541.1	Utg859388_32
OG0000144	Desulfocapsa sulfexigens DSM 10523	WP_011792804.1, WP_010938541.1	WP_015404757.1
OG0000145	Acidithiobacillus ferrooxidans YNTRS-40	WP_043629618.1	WP_012536065.1
OG0000145	Shewanella oneidensis MR-1	WP_043629618.1	WP_011072293.1, WP_274544323.1
OG0000145	Geobacter sulfurreducens PCA	WP_043629618.1	WP_010942949.1
OG0000145	Desulforhopalus vacuolatus DSM 9700	WP_043629618.1	WP_205218440.1
