Orthogroup	Species	Desulforhopalus vacuolatus DSM 9700	Orthologs
OG0000091	Shewanella oneidensis MR-1	WP_205218848.1	WP_011074036.1
OG0000091	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218848.1	WP_012536362.1
OG0000091	Desulfosediminicola ganghwensis IMCC35004	WP_205218848.1	WP_136795688.1
OG0000091	Desulfosediminicola flagellatus IMCC35005	WP_205218848.1	WP_136809462.1
OG0000091	Desulfotalea psychrophila LSv54	WP_205218848.1	WP_011189088.1
OG0000091	Shewanella oneidensis MR-1	WP_205217745.1	WP_011072711.1
OG0000091	Acidithiobacillus ferrooxidans YNTRS-40	WP_205217745.1	WP_009561353.1
OG0000091	Desulfovibrio vulgaris DP4	WP_205217745.1	WP_043629736.1
OG0000091	Desulfovibrio ferrophilus IS5	WP_205217745.1	WP_126379497.1
OG0000091	Desulfocapsa sulfexigens DSM 10523	WP_205217745.1	WP_015404791.1
OG0000091	Desulfocapsa_13_biocide	WP_205217745.1	Utg859388_68
OG0000091	Desulfocapsa_06_corrosive	WP_205217745.1	Utg323392_150
OG0000091	Desulfotalea psychrophila LSv54	WP_205217745.1	WP_265588615.1
OG0000091	Desulfosediminicola ganghwensis IMCC35004	WP_205217745.1	WP_267314029.1
OG0000091	Desulfosediminicola flagellatus IMCC35005	WP_205217745.1	WP_136805623.1
OG0000092	Shewanella oneidensis MR-1	WP_205218658.1	WP_011071174.1
OG0000092	Desulfovibrio vulgaris DP4	WP_205218658.1	WP_011791541.1
OG0000092	Desulfovibrio ferrophilus IS5	WP_205218658.1	WP_126378232.1
OG0000092	Desulfocapsa sulfexigens DSM 10523	WP_205218658.1	WP_015403008.1, WP_015402386.1
OG0000092	Desulfocapsa_06_corrosive	WP_205218658.1	Utg323152_94, Utg323180_509
OG0000092	Geobacter sulfurreducens PCA	WP_205218658.1	WP_010942735.1, WP_010941590.1
OG0000092	Desulfotalea psychrophila LSv54	WP_205218658.1	WP_011189765.1, WP_041277704.1
OG0000092	Desulfosediminicola flagellatus IMCC35005	WP_205218658.1	WP_136806535.1, WP_136806715.1
OG0000092	Desulfosediminicola ganghwensis IMCC35004	WP_205218658.1	WP_136796868.1, WP_136796490.1
OG0000092	Desulfocapsa_13_biocide	WP_205218658.1	Utg860814_99
OG0000093	Shewanella oneidensis MR-1	WP_240191946.1, WP_205219233.1	WP_011073475.1
OG0000093	Acidithiobacillus ferrooxidans YNTRS-40	WP_240191946.1, WP_205219233.1	WP_009564668.1
OG0000093	Geobacter sulfurreducens PCA	WP_240191946.1	WP_010941779.1
OG0000093	Desulfovibrio vulgaris DP4	WP_240191946.1	WP_010938329.1
OG0000093	Desulfovibrio ferrophilus IS5	WP_240191946.1	WP_126377889.1, WP_126380751.1
OG0000093	Desulfocapsa_13_biocide	WP_240191946.1	Utg859750_86
OG0000093	Desulfocapsa_06_corrosive	WP_240191946.1	Utg323180_45
OG0000093	Desulfocapsa sulfexigens DSM 10523	WP_240191946.1	WP_015402704.1
OG0000093	Desulfotalea psychrophila LSv54	WP_240191946.1	WP_011187627.1, WP_041277722.1
OG0000093	Desulfosediminicola flagellatus IMCC35005	WP_240191946.1	WP_136806918.1
OG0000093	Desulfosediminicola ganghwensis IMCC35004	WP_240191946.1	WP_136798528.1
OG0000093	Desulfovibrio vulgaris DP4	WP_205219233.1	WP_011787300.1
OG0000094	Desulfocapsa_13_biocide	WP_205218242.1, WP_205219153.1, WP_205218401.1	Utg858494_66
OG0000094	Shewanella oneidensis MR-1	WP_205218242.1, WP_205219153.1, WP_205218401.1	WP_011074278.1
OG0000094	Desulfocapsa sulfexigens DSM 10523	WP_205218242.1, WP_205219153.1	WP_015404230.1
OG0000094	Desulfocapsa_06_corrosive	WP_205218242.1	Utg323152_240
OG0000094	Desulfosediminicola ganghwensis IMCC35004	WP_205219153.1	WP_136799863.1
OG0000094	Geobacter sulfurreducens PCA	WP_205218401.1	WP_010943189.1
OG0000094	Desulfovibrio vulgaris DP4	WP_205218401.1	WP_011792116.1
OG0000094	Desulfovibrio ferrophilus IS5	WP_205218401.1	WP_126379747.1
OG0000094	Desulfovibrio vulgaris DP4	WP_275888993.1	WP_011791565.1
OG0000094	Acidithiobacillus ferrooxidans YNTRS-40	WP_275888993.1	WP_012536031.1
OG0000094	Geobacter sulfurreducens PCA	WP_275888993.1	WP_010941286.1
OG0000094	Desulfocapsa_06_corrosive	WP_275888993.1	Utg323074_170
OG0000094	Desulfocapsa_13_biocide	WP_275888993.1	Utg857994_186
OG0000094	Desulfosediminicola ganghwensis IMCC35004	WP_275888993.1	WP_136798304.1
OG0000094	Desulfosediminicola flagellatus IMCC35005	WP_275888993.1	WP_136808502.1
OG0000094	Desulfocapsa sulfexigens DSM 10523	WP_275888993.1	WP_015404703.1
OG0000095	Shewanella oneidensis MR-1	WP_205219361.1, WP_205218407.1	WP_011071060.1
OG0000095	Acidithiobacillus ferrooxidans YNTRS-40	WP_205219361.1, WP_205218407.1	WP_226834132.1
OG0000095	Geobacter sulfurreducens PCA	WP_205219361.1, WP_205218407.1	WP_010940777.1
OG0000095	Desulfocapsa_06_corrosive	WP_205219361.1, WP_205218407.1	Utg323300_425
OG0000095	Desulfocapsa_13_biocide	WP_205219361.1, WP_205218407.1	Utg857152_143
OG0000095	Desulfocapsa sulfexigens DSM 10523	WP_205218407.1	WP_015403025.1
OG0000095	Desulfosediminicola ganghwensis IMCC35004	WP_205218407.1	WP_136795641.1
OG0000095	Desulfosediminicola flagellatus IMCC35005	WP_205218407.1	WP_136809769.1
OG0000095	Desulfotalea psychrophila LSv54	WP_205218407.1	WP_011187326.1
OG0000095	Shewanella oneidensis MR-1	WP_205219360.1	WP_011073461.1
OG0000095	Shewanella oneidensis MR-1	WP_205218965.1	WP_011072735.1
OG0000095	Geobacter sulfurreducens PCA	WP_205218965.1	WP_010942900.1
OG0000095	Desulfovibrio ferrophilus IS5	WP_205218965.1	WP_232034876.1
OG0000095	Desulfovibrio vulgaris DP4	WP_205218965.1	WP_011792244.1
OG0000095	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218965.1	WP_012536481.1
OG0000095	Desulfocapsa sulfexigens DSM 10523	WP_205218965.1	WP_265588636.1
OG0000095	Desulfocapsa_06_corrosive	WP_205218965.1	Utg323990_63
OG0000095	Desulfocapsa_13_biocide	WP_205218965.1	Utg860006_150
OG0000095	Desulfosediminicola flagellatus IMCC35005	WP_205218965.1	WP_136810701.1
OG0000095	Desulfosediminicola ganghwensis IMCC35004	WP_205218965.1	WP_136799860.1
OG0000095	Desulfotalea psychrophila LSv54	WP_205218965.1	WP_011189875.1
OG0000096	Acidithiobacillus ferrooxidans YNTRS-40	WP_240191921.1	WP_012536996.1
OG0000096	Shewanella oneidensis MR-1	WP_240191921.1	WP_011073337.1, WP_011074108.1
OG0000096	Desulfosediminicola flagellatus IMCC35005	WP_240191921.1	WP_136809887.1
OG0000096	Desulfovibrio ferrophilus IS5	WP_240191921.1	WP_126381088.1
OG0000097	Acidithiobacillus ferrooxidans YNTRS-40	WP_205217730.1, WP_240191918.1	WP_012607461.1
OG0000097	Geobacter sulfurreducens PCA	WP_205217730.1, WP_240191918.1	WP_010941879.1
OG0000097	Desulfotalea psychrophila LSv54	WP_205217730.1	WP_011190072.1
OG0000097	Desulfocapsa_06_corrosive	WP_205217730.1	Utg323152_498
OG0000097	Desulfocapsa_13_biocide	WP_205217730.1	Utg859982_50, Utg859982_49
OG0000097	Desulfocapsa sulfexigens DSM 10523	WP_205217730.1	WP_015404820.1
OG0000097	Desulfosediminicola flagellatus IMCC35005	WP_205217730.1	WP_136807108.1
OG0000097	Desulfosediminicola ganghwensis IMCC35004	WP_205217730.1	WP_228721358.1
OG0000097	Desulfocapsa_13_biocide	WP_240191918.1	Utg861744_24
OG0000097	Desulfocapsa_06_corrosive	WP_240191918.1	Utg323160_75, Utg323266_3, Utg323160_123
OG0000097	Desulfocapsa sulfexigens DSM 10523	WP_240191918.1	WP_015403348.1, WP_015403223.1
OG0000097	Desulfotalea psychrophila LSv54	WP_240191918.1	WP_011189603.1
OG0000097	Desulfovibrio vulgaris DP4	WP_240191918.1	WP_011792054.1
OG0000097	Desulfovibrio ferrophilus IS5	WP_240191918.1	WP_126380356.1
OG0000097	Desulfosediminicola flagellatus IMCC35005	WP_240191918.1	WP_136807121.1
OG0000097	Desulfosediminicola ganghwensis IMCC35004	WP_240191918.1	WP_136798365.1
OG0000098	Geobacter sulfurreducens PCA	WP_240192130.1	WP_010942650.1
OG0000098	Desulfovibrio ferrophilus IS5	WP_240192130.1	WP_126381415.1
OG0000098	Desulfovibrio vulgaris DP4	WP_240192130.1	WP_011792837.1
OG0000098	Desulfosediminicola flagellatus IMCC35005	WP_240192130.1	WP_176371599.1
OG0000098	Desulfosediminicola ganghwensis IMCC35004	WP_240192130.1	WP_136799263.1
OG0000098	Desulfocapsa_13_biocide	WP_240192130.1	Utg859982_8
OG0000098	Desulfocapsa_06_corrosive	WP_240192130.1	Utg323152_561
OG0000098	Desulfocapsa sulfexigens DSM 10523	WP_240192130.1	WP_015405453.1
OG0000100	Desulfosediminicola flagellatus IMCC35005	WP_205218334.1	WP_136809209.1, WP_136809208.1
OG0000100	Desulfosediminicola ganghwensis IMCC35004	WP_205218334.1	WP_228721316.1, WP_136796501.1
OG0000100	Shewanella oneidensis MR-1	WP_205218334.1	WP_011071115.1
OG0000101	Desulfovibrio vulgaris DP4	WP_240192163.1, WP_205219783.1	WP_010939270.1, WP_011792822.1
OG0000101	Desulfovibrio ferrophilus IS5	WP_240192163.1, WP_205219783.1	WP_126380553.1, WP_126376877.1
OG0000101	Acidithiobacillus ferrooxidans YNTRS-40	WP_240192163.1, WP_205219783.1	WP_009560846.1, WP_012537491.1
OG0000101	Shewanella oneidensis MR-1	WP_240192163.1, WP_205219783.1	WP_011072328.1, WP_011072538.1
OG0000101	Geobacter sulfurreducens PCA	WP_240192163.1, WP_205219783.1	WP_010943782.1, WP_010943090.1
OG0000101	Desulfocapsa_06_corrosive	WP_240192163.1	Utg323266_38
OG0000101	Desulfocapsa_13_biocide	WP_240192163.1	Utg865370_31
OG0000101	Desulfocapsa sulfexigens DSM 10523	WP_240192163.1	WP_228130039.1
OG0000101	Desulfosediminicola ganghwensis IMCC35004	WP_240192163.1	WP_136796133.1
OG0000101	Desulfosediminicola flagellatus IMCC35005	WP_240192163.1	WP_275942865.1
OG0000101	Desulfotalea psychrophila LSv54	WP_205219783.1	WP_011187560.1
OG0000101	Desulfocapsa_13_biocide	WP_205219783.1	Utg859750_57
OG0000101	Desulfocapsa_06_corrosive	WP_205219783.1	Utg323180_20
OG0000101	Desulfocapsa sulfexigens DSM 10523	WP_205219783.1	WP_015403666.1
OG0000102	Desulfovibrio vulgaris DP4	WP_205218756.1, WP_205217638.1	WP_010940470.1
OG0000102	Geobacter sulfurreducens PCA	WP_205218756.1	WP_010941459.1
OG0000102	Desulfosediminicola ganghwensis IMCC35004	WP_205218756.1	WP_136799374.1
OG0000102	Desulfosediminicola flagellatus IMCC35005	WP_205218756.1	WP_136809955.1
OG0000102	Geobacter sulfurreducens PCA	WP_205217638.1	WP_010941507.1
OG0000102	Desulfovibrio ferrophilus IS5	WP_205217638.1	WP_126375587.1
OG0000102	Desulfotalea psychrophila LSv54	WP_205217638.1	WP_011187795.1, WP_011190131.1
OG0000102	Desulfosediminicola ganghwensis IMCC35004	WP_205217638.1	WP_136795201.1, WP_136799936.1, WP_136798740.1
OG0000102	Desulfosediminicola flagellatus IMCC35005	WP_205217638.1	WP_136808045.1, WP_136805120.1
OG0000102	Desulfocapsa sulfexigens DSM 10523	WP_205217638.1	WP_015405674.1
OG0000102	Desulfocapsa_06_corrosive	WP_205217638.1	Utg323632_122
OG0000102	Desulfocapsa_13_biocide	WP_205217638.1	Utg858432_73
OG0000103	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218404.1, WP_205218456.1	WP_009566205.1, WP_054608900.1, WP_009567505.1
OG0000103	Shewanella oneidensis MR-1	WP_205218404.1, WP_205218456.1	WP_011073353.1, WP_011071066.1, WP_011073588.1
OG0000103	Desulfovibrio ferrophilus IS5	WP_205218404.1, WP_205218456.1	WP_126375876.1
OG0000103	Desulfovibrio vulgaris DP4	WP_205218404.1, WP_205218456.1	WP_010938528.1
OG0000103	Geobacter sulfurreducens PCA	WP_205218404.1, WP_205218456.1	WP_010941607.1, WP_010942480.1
OG0000103	Desulfocapsa sulfexigens DSM 10523	WP_205218404.1	WP_015402491.1
OG0000103	Desulfotalea psychrophila LSv54	WP_205218404.1	WP_011187572.1
OG0000103	Desulfosediminicola flagellatus IMCC35005	WP_205218404.1	WP_136809372.1
OG0000103	Desulfosediminicola ganghwensis IMCC35004	WP_205218404.1	WP_136795457.1
OG0000103	Desulfocapsa_13_biocide	WP_205218456.1	Utg857152_173
OG0000103	Desulfocapsa_06_corrosive	WP_205218456.1	Utg323180_100
OG0000104	Geobacter sulfurreducens PCA	WP_205219195.1	WP_262421275.1
OG0000104	Desulfosediminicola flagellatus IMCC35005	WP_205219195.1	WP_136808313.1
OG0000104	Desulfosediminicola ganghwensis IMCC35004	WP_205219195.1	WP_136796697.1
OG0000104	Desulfotalea psychrophila LSv54	WP_205219195.1	WP_011189410.1
OG0000104	Desulfocapsa_06_corrosive	WP_205219195.1	Utg323074_23
OG0000104	Desulfocapsa_13_biocide	WP_205219195.1	Utg857994_15
OG0000104	Desulfocapsa sulfexigens DSM 10523	WP_205219195.1	WP_228130081.1
OG0000105	Desulfovibrio vulgaris DP4	WP_240191944.1, WP_240192046.1	WP_010938500.1
OG0000105	Desulfovibrio ferrophilus IS5	WP_240191944.1, WP_240192046.1	WP_126379501.1
OG0000105	Geobacter sulfurreducens PCA	WP_240191944.1	WP_010942250.1
OG0000105	Shewanella oneidensis MR-1	WP_240191944.1	WP_011072710.1
OG0000105	Acidithiobacillus ferrooxidans YNTRS-40	WP_240191944.1	WP_012536834.1
OG0000105	Desulfosediminicola ganghwensis IMCC35004	WP_240191944.1	WP_167495799.1
OG0000105	Desulfosediminicola flagellatus IMCC35005	WP_240191944.1	WP_136805297.1
OG0000105	Desulfotalea psychrophila LSv54	WP_240191944.1	WP_011190029.1
OG0000105	Desulfocapsa_13_biocide	WP_240191944.1	Utg859388_70
OG0000105	Desulfocapsa_06_corrosive	WP_240191944.1	Utg323392_148
OG0000105	Desulfocapsa sulfexigens DSM 10523	WP_240191944.1	WP_015404793.1
OG0000105	Geobacter sulfurreducens PCA	WP_240192046.1	WP_010941127.1, WP_010941128.1
OG0000105	Desulfocapsa_13_biocide	WP_240192046.1	Utg860814_77
OG0000105	Desulfocapsa_06_corrosive	WP_240192046.1	Utg323180_490
OG0000105	Desulfocapsa sulfexigens DSM 10523	WP_240192046.1	WP_015402408.1
OG0000105	Shewanella oneidensis MR-1	WP_240192046.1	WP_011074037.1
OG0000105	Desulfosediminicola ganghwensis IMCC35004	WP_240192046.1	WP_136795700.1
OG0000105	Desulfosediminicola flagellatus IMCC35005	WP_240192046.1	WP_136809443.1
OG0000105	Desulfotalea psychrophila LSv54	WP_240192046.1	WP_041277849.1
OG0000106	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218448.1	WP_012536953.1
OG0000106	Shewanella oneidensis MR-1	WP_205218448.1	WP_011074309.1, WP_011070542.1
OG0000106	Desulfovibrio ferrophilus IS5	WP_205218448.1	WP_126380444.1
OG0000106	Desulfovibrio vulgaris DP4	WP_205218448.1	WP_011792615.1
OG0000106	Geobacter sulfurreducens PCA	WP_205218448.1	WP_010943341.1
OG0000106	Desulfotalea psychrophila LSv54	WP_205218448.1	WP_011188105.1
OG0000106	Desulfosediminicola ganghwensis IMCC35004	WP_205218448.1	WP_136797460.1
OG0000106	Desulfosediminicola flagellatus IMCC35005	WP_205218448.1	WP_136809270.1
OG0000106	Desulfocapsa_06_corrosive	WP_205218448.1	Utg323300_125, Utg323316_317
OG0000106	Desulfocapsa sulfexigens DSM 10523	WP_205218448.1	WP_015404007.1
OG0000106	Desulfocapsa_13_biocide	WP_205218448.1	Utg857046_214
OG0000107	Desulfovibrio ferrophilus IS5	WP_275889021.1	WP_126375961.1
OG0000107	Desulfovibrio vulgaris DP4	WP_275889021.1	WP_010937936.1
OG0000107	Desulfocapsa sulfexigens DSM 10523	WP_275889021.1	WP_052326938.1
OG0000107	Desulfocapsa_06_corrosive	WP_275889021.1	Utg323180_669
OG0000107	Desulfocapsa_13_biocide	WP_275889021.1	Utg860814_263, Utg860814_264
OG0000107	Desulfosediminicola flagellatus IMCC35005	WP_275889021.1	WP_136805501.1
OG0000107	Desulfosediminicola ganghwensis IMCC35004	WP_275889021.1	WP_136797882.1
OG0000108	Geobacter sulfurreducens PCA	WP_205220065.1, WP_205220063.1, WP_205220062.1, WP_205217815.1	WP_010940958.1
OG0000108	Desulfocapsa_06_corrosive	WP_205220065.1, WP_205220063.1, WP_205220062.1	Utg323392_40
OG0000108	Desulfocapsa_13_biocide	WP_205220065.1, WP_205220063.1, WP_205220062.1	Utg858498_15
OG0000108	Desulfocapsa sulfexigens DSM 10523	WP_205220065.1, WP_205220063.1, WP_205220062.1	WP_015405353.1
OG0000108	Desulfosediminicola flagellatus IMCC35005	WP_205220065.1, WP_205220063.1, WP_205220062.1	WP_136806312.1
OG0000108	Desulfosediminicola ganghwensis IMCC35004	WP_205220065.1, WP_205220063.1, WP_205220062.1	WP_136795821.1
OG0000108	Desulfotalea psychrophila LSv54	WP_205220065.1, WP_205220063.1, WP_205220062.1	WP_011189642.1
OG0000108	Desulfocapsa_13_biocide	WP_205217815.1	Utg860814_242
OG0000108	Desulfocapsa_06_corrosive	WP_205217815.1	Utg323180_650
OG0000108	Desulfocapsa sulfexigens DSM 10523	WP_205217815.1	WP_015402336.1
OG0000108	Desulfotalea psychrophila LSv54	WP_205217815.1	WP_011188953.1
OG0000108	Desulfosediminicola ganghwensis IMCC35004	WP_205217815.1	WP_136797888.1
OG0000108	Desulfosediminicola flagellatus IMCC35005	WP_205217815.1	WP_136805490.1
OG0000109	Geobacter sulfurreducens PCA	WP_275889033.1, WP_205220419.1, WP_240192190.1, WP_205217993.1, WP_205217997.1, WP_205218000.1, WP_205218978.1, WP_205219309.1, WP_205218981.1, WP_205220422.1, WP_205218867.1, WP_205220387.1, WP_205220248.1	WP_010942188.1
OG0000109	Desulfosediminicola flagellatus IMCC35005	WP_275889033.1, WP_205220419.1, WP_240192190.1, WP_205217993.1, WP_205217997.1, WP_205218000.1, WP_205218978.1, WP_205219309.1, WP_205218981.1, WP_205220422.1, WP_205218867.1, WP_205220387.1, WP_205220248.1	WP_136806493.1, WP_136810740.1, WP_136810741.1
OG0000109	Desulfocapsa sulfexigens DSM 10523	WP_275889033.1, WP_205220419.1, WP_240192190.1, WP_205217993.1, WP_205217997.1, WP_205218000.1, WP_205218978.1, WP_205219309.1, WP_205218981.1, WP_205220422.1, WP_205218867.1, WP_205220387.1, WP_205220248.1	WP_015404943.1, WP_015405434.1, WP_015405438.1, WP_265588654.1
OG0000109	Desulfocapsa_13_biocide	WP_275889033.1, WP_205220419.1, WP_240192190.1, WP_205217993.1, WP_205217997.1, WP_205218000.1, WP_205218978.1, WP_205219309.1, WP_205218981.1, WP_205220422.1, WP_205218867.1, WP_205220387.1, WP_205220248.1	Utg861448_27
OG0000109	Desulfosediminicola ganghwensis IMCC35004	WP_275889033.1, WP_205220419.1, WP_240192190.1, WP_205217993.1, WP_205217997.1, WP_205218000.1, WP_205218978.1, WP_205219309.1, WP_205218981.1, WP_205220422.1, WP_205218867.1, WP_205220387.1, WP_205220248.1	WP_217907575.1, WP_217907576.1
OG0000110	Shewanella oneidensis MR-1	WP_205220030.1	WP_164925741.1
OG0000110	Desulfovibrio vulgaris DP4	WP_205220030.1	WP_010939354.1
OG0000110	Desulfovibrio ferrophilus IS5	WP_205220030.1	WP_126379985.1, WP_126376245.1
OG0000110	Desulfotalea psychrophila LSv54	WP_205220030.1	WP_041277836.1
OG0000110	Desulfosediminicola flagellatus IMCC35005	WP_205220030.1	WP_136807030.1
OG0000110	Desulfosediminicola ganghwensis IMCC35004	WP_205220030.1	WP_176359997.1
OG0000110	Desulfocapsa_06_corrosive	WP_205220030.1	Utg323140_35
OG0000110	Geobacter sulfurreducens PCA	WP_205220030.1	WP_235044926.1
OG0000111	Desulfosediminicola ganghwensis IMCC35004	WP_205217361.1	WP_136798869.1
OG0000111	Desulfocapsa_13_biocide	WP_205217361.1	Utg857046_17
OG0000111	Desulfosediminicola ganghwensis IMCC35004	WP_205217301.1	WP_136798212.1
OG0000111	Desulfovibrio ferrophilus IS5	WP_205217301.1	WP_126380792.1
OG0000112	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218422.1	WP_009567621.1
OG0000112	Shewanella oneidensis MR-1	WP_205218422.1	WP_011070877.1
OG0000112	Desulfovibrio vulgaris DP4	WP_205218422.1	WP_011792830.1, WP_011792050.1
OG0000112	Desulfovibrio ferrophilus IS5	WP_205218422.1	WP_126377306.1, WP_126379449.1
OG0000112	Geobacter sulfurreducens PCA	WP_205218422.1	WP_010942274.1
OG0000112	Desulfosediminicola flagellatus IMCC35005	WP_205218422.1	WP_136808002.1
OG0000112	Desulfosediminicola ganghwensis IMCC35004	WP_205218422.1	WP_136795162.1
OG0000112	Desulfocapsa_13_biocide	WP_205218422.1	Utg857152_85
OG0000112	Desulfocapsa_06_corrosive	WP_205218422.1	Utg323300_361
OG0000112	Desulfocapsa sulfexigens DSM 10523	WP_205218422.1	WP_015403936.1
OG0000112	Desulfotalea psychrophila LSv54	WP_205218422.1	WP_011188067.1
OG0000113	Shewanella oneidensis MR-1	WP_205219581.1	WP_011070488.1, WP_193378422.1
OG0000113	Geobacter sulfurreducens PCA	WP_205219581.1	WP_010942320.1
OG0000113	Desulfovibrio vulgaris DP4	WP_205219581.1	WP_010940378.1
OG0000113	Desulfocapsa_06_corrosive	WP_205219581.1	Utg323316_179
OG0000113	Desulfocapsa_13_biocide	WP_205219581.1	Utg857046_73
OG0000113	Desulfocapsa sulfexigens DSM 10523	WP_205219581.1	WP_015404088.1
OG0000113	Desulfosediminicola flagellatus IMCC35005	WP_205219581.1	WP_136809724.1
OG0000113	Desulfosediminicola ganghwensis IMCC35004	WP_205219581.1	WP_136795601.1
OG0000113	Desulfotalea psychrophila LSv54	WP_205219581.1	WP_041277425.1
OG0000114	Shewanella oneidensis MR-1	WP_205217943.1, WP_205217401.1	WP_011071132.1
OG0000114	Desulfovibrio ferrophilus IS5	WP_205217943.1	WP_126377356.1
OG0000114	Desulfovibrio vulgaris DP4	WP_205217943.1	WP_011792216.1
OG0000114	Geobacter sulfurreducens PCA	WP_205217943.1	WP_010943165.1
OG0000114	Desulfotalea psychrophila LSv54	WP_205217943.1	WP_011188364.1
OG0000114	Desulfosediminicola flagellatus IMCC35005	WP_205217943.1	WP_136810572.1
OG0000114	Desulfosediminicola ganghwensis IMCC35004	WP_205217943.1	WP_136798085.1
OG0000114	Desulfocapsa_13_biocide	WP_205217943.1	Utg858494_132
OG0000114	Desulfocapsa_06_corrosive	WP_205217943.1	Utg323448_59
OG0000114	Desulfocapsa sulfexigens DSM 10523	WP_205217943.1	WP_015404279.1
OG0000114	Desulfovibrio vulgaris DP4	WP_205217401.1	WP_010938595.1
OG0000114	Desulfovibrio ferrophilus IS5	WP_205217401.1	WP_126376037.1
OG0000114	Desulfocapsa sulfexigens DSM 10523	WP_205217401.1	WP_015402582.1
OG0000114	Desulfocapsa_06_corrosive	WP_205217401.1	Utg323180_193
OG0000114	Desulfocapsa_13_biocide	WP_205217401.1	Utg863716_30
OG0000114	Desulfosediminicola ganghwensis IMCC35004	WP_205217401.1	WP_136796322.1
OG0000114	Desulfosediminicola flagellatus IMCC35005	WP_205217401.1	WP_136810511.1
OG0000114	Desulfotalea psychrophila LSv54	WP_205217401.1	WP_011187252.1
OG0000115	Acidithiobacillus ferrooxidans YNTRS-40	WP_205217489.1	WP_012536267.1
OG0000115	Shewanella oneidensis MR-1	WP_205217489.1	WP_011070766.1
OG0000115	Geobacter sulfurreducens PCA	WP_205217489.1	WP_010943892.1
OG0000115	Desulfovibrio ferrophilus IS5	WP_205217489.1	WP_126377362.1
OG0000115	Desulfovibrio vulgaris DP4	WP_205217489.1	WP_010939125.1
OG0000115	Desulfocapsa_13_biocide	WP_205217489.1	Utg857152_65
OG0000115	Desulfocapsa_06_corrosive	WP_205217489.1	Utg323300_341
OG0000115	Desulfocapsa sulfexigens DSM 10523	WP_205217489.1	WP_015403910.1
OG0000115	Desulfosediminicola ganghwensis IMCC35004	WP_205217489.1	WP_136795176.1
OG0000115	Desulfosediminicola flagellatus IMCC35005	WP_205217489.1	WP_136808017.1
OG0000115	Desulfocapsa sulfexigens DSM 10523	WP_205219679.1	WP_015404572.1
OG0000115	Desulfocapsa_13_biocide	WP_205219679.1	Utg860006_127
OG0000115	Desulfocapsa_06_corrosive	WP_205219679.1	Utg323990_86
OG0000115	Desulfosediminicola flagellatus IMCC35005	WP_205219679.1	WP_136806745.1
OG0000115	Geobacter sulfurreducens PCA	WP_205219679.1	WP_010944056.1
OG0000115	Acidithiobacillus ferrooxidans YNTRS-40	WP_205219679.1	WP_012537150.1
OG0000115	Shewanella oneidensis MR-1	WP_205219679.1	WP_011070806.1
OG0000115	Desulfovibrio ferrophilus IS5	WP_205219679.1	WP_126376861.1
OG0000116	Acidithiobacillus ferrooxidans YNTRS-40	WP_205219082.1, WP_205217409.1	WP_012536314.1
OG0000116	Shewanella oneidensis MR-1	WP_205219082.1, WP_205217409.1	WP_011071533.1
OG0000116	Desulfosediminicola ganghwensis IMCC35004	WP_205217409.1	WP_136796906.1
OG0000116	Desulfosediminicola flagellatus IMCC35005	WP_205217409.1	WP_136805779.1
OG0000116	Desulfocapsa sulfexigens DSM 10523	WP_205217409.1	WP_015402490.1
OG0000116	Desulfocapsa_06_corrosive	WP_205217409.1	Utg323300_39
OG0000116	Acidithiobacillus ferrooxidans YNTRS-40	WP_205218587.1	WP_225487351.1
OG0000116	Geobacter sulfurreducens PCA	WP_205218587.1	WP_010943682.1
OG0000116	Desulfotalea psychrophila LSv54	WP_205218587.1	WP_011187877.1
OG0000116	Desulfovibrio vulgaris DP4	WP_205218587.1	WP_011791823.1
OG0000116	Desulfovibrio ferrophilus IS5	WP_205218587.1	WP_126376215.1
OG0000116	Desulfosediminicola flagellatus IMCC35005	WP_205218587.1	WP_136807842.1
OG0000116	Desulfosediminicola ganghwensis IMCC35004	WP_205218587.1	WP_136799062.1
OG0000117	Shewanella oneidensis MR-1	WP_205219976.1, WP_205219085.1	WP_238560518.1
OG0000117	Acidithiobacillus ferrooxidans YNTRS-40	WP_205219976.1, WP_205219085.1	WP_012536516.1, WP_012536851.1
OG0000117	Desulfovibrio vulgaris DP4	WP_205219976.1, WP_205219085.1	WP_011791710.1
OG0000117	Desulfosediminicola ganghwensis IMCC35004	WP_205219976.1	WP_136796855.1
OG0000117	Desulfocapsa sulfexigens DSM 10523	WP_205219085.1	WP_015403805.1
OG0000117	Desulfocapsa_06_corrosive	WP_205219085.1	Utg323316_188
OG0000117	Desulfocapsa_13_biocide	WP_205219085.1	Utg857046_88
OG0000117	Desulfotalea psychrophila LSv54	WP_205219085.1	WP_011188472.1
OG0000117	Desulfovibrio ferrophilus IS5	WP_205217876.1	WP_126380925.1
OG0000117	Desulfovibrio vulgaris DP4	WP_205217876.1	WP_011791822.1
OG0000117	Geobacter sulfurreducens PCA	WP_205217876.1	WP_010941759.1
OG0000117	Desulfosediminicola flagellatus IMCC35005	WP_205217876.1	WP_136810060.1
OG0000117	Desulfosediminicola ganghwensis IMCC35004	WP_205217876.1	WP_136796980.1
