Orthogroup	Species	Acidithiobacillus ferrooxidans YNTRS-40	Orthologs
OG0000217	Desulfosediminicola ganghwensis IMCC35004	WP_009567626.1	WP_136798268.1, WP_217907651.1
OG0000217	Desulfosediminicola flagellatus IMCC35005	WP_009567626.1	WP_136808462.1, WP_217909515.1
OG0000217	Desulfotalea psychrophila LSv54	WP_009567626.1	WP_041278087.1
OG0000217	Desulfocapsa sulfexigens DSM 10523	WP_009567626.1	WP_015404433.1
OG0000217	Desulfocapsa_06_corrosive	WP_009567626.1	Utg324548_25, Utg323262_16
OG0000217	Desulfocapsa_13_biocide	WP_009567626.1	Utg859236_44
OG0000217	Shewanella oneidensis MR-1	WP_009567626.1	WP_011072567.1
OG0000218	Geobacter sulfurreducens PCA	WP_012536052.1	WP_010941105.1
OG0000218	Desulfovibrio ferrophilus IS5	WP_012536052.1	WP_126377380.1
OG0000218	Desulfosediminicola ganghwensis IMCC35004	WP_012536052.1	WP_136799185.1
OG0000218	Desulfosediminicola flagellatus IMCC35005	WP_012536052.1	WP_136807454.1
OG0000218	Desulfocapsa_13_biocide	WP_012536052.1	Utg861448_5, Utg857682_32, Utg857682_33
OG0000218	Desulfocapsa_06_corrosive	WP_012536052.1	Utg323632_371, Utg323266_87, Utg323266_88
OG0000218	Desulfocapsa sulfexigens DSM 10523	WP_012536052.1	WP_015405521.1, WP_015403719.1, WP_015403718.1
OG0000218	Desulfotalea psychrophila LSv54	WP_012536052.1	WP_011188935.1
OG0000218	Desulforhopalus vacuolatus DSM 9700	WP_012536052.1	WP_205218878.1
OG0000218	Desulfovibrio vulgaris DP4	WP_012536052.1	WP_010938558.1
OG0000218	Shewanella oneidensis MR-1	WP_012536052.1	WP_011073221.1
OG0000219	Desulfovibrio vulgaris DP4	WP_012536999.1, WP_012536156.1	WP_014524381.1
OG0000219	Desulfovibrio ferrophilus IS5	WP_012536999.1, WP_012536156.1	WP_126377392.1
OG0000219	Desulfosediminicola flagellatus IMCC35005	WP_012536999.1, WP_012536156.1	WP_136810124.1, WP_228723302.1
OG0000219	Desulfocapsa_13_biocide	WP_012536999.1, WP_012536156.1	Utg859098_413, Utg860814_128, Utg857152_18
OG0000219	Desulfocapsa_06_corrosive	WP_012536999.1, WP_012536156.1	Utg323180_543, Utg323300_291
OG0000219	Desulfosediminicola ganghwensis IMCC35004	WP_012536999.1, WP_012536156.1	WP_136798902.1, WP_136795256.1
OG0000219	Desulforhopalus vacuolatus DSM 9700	WP_012536999.1, WP_012536156.1	WP_240191915.1
OG0000219	Desulfotalea psychrophila LSv54	WP_012536999.1, WP_012536156.1	WP_011187520.1
OG0000219	Desulfocapsa sulfexigens DSM 10523	WP_012536999.1, WP_012536156.1	WP_015403862.1
OG0000219	Geobacter sulfurreducens PCA	WP_012536999.1, WP_012536156.1	WP_010942171.1
OG0000219	Shewanella oneidensis MR-1	WP_012536999.1, WP_012536156.1	WP_011073290.1
OG0000220	Desulfovibrio ferrophilus IS5	WP_012536180.1	WP_126377954.1
OG0000220	Desulfosediminicola ganghwensis IMCC35004	WP_012536180.1	WP_136797207.1
OG0000220	Desulfosediminicola flagellatus IMCC35005	WP_012536180.1	WP_136808880.1
OG0000220	Desulforhopalus vacuolatus DSM 9700	WP_012536180.1	WP_205219103.1
OG0000221	Desulfovibrio ferrophilus IS5	WP_225487655.1, WP_012536274.1	WP_232034814.1
OG0000221	Desulfovibrio vulgaris DP4	WP_225487655.1, WP_012536274.1	WP_011792772.1
OG0000221	Geobacter sulfurreducens PCA	WP_225487655.1, WP_012536274.1	WP_010943208.1
OG0000221	Shewanella oneidensis MR-1	WP_225487655.1, WP_012536274.1	WP_011072274.1
OG0000222	Geobacter sulfurreducens PCA	WP_012536488.1	WP_010942108.1
OG0000222	Desulforhopalus vacuolatus DSM 9700	WP_012536488.1	WP_205219254.1
OG0000222	Desulfocapsa sulfexigens DSM 10523	WP_012536488.1	WP_015404363.1
OG0000222	Desulfocapsa_06_corrosive	WP_012536488.1	Utg323262_114
OG0000222	Desulfocapsa_13_biocide	WP_012536488.1	Utg857076_18
OG0000222	Desulfotalea psychrophila LSv54	WP_012536488.1	WP_041277470.1, WP_011190100.1
OG0000222	Desulfovibrio vulgaris DP4	WP_012536488.1	WP_011791920.1, WP_223294689.1
OG0000222	Desulfovibrio ferrophilus IS5	WP_012536488.1	WP_126377752.1, WP_126380413.1
OG0000222	Desulfosediminicola ganghwensis IMCC35004	WP_012536488.1	WP_136799627.1, WP_136796957.1
OG0000222	Desulfosediminicola flagellatus IMCC35005	WP_012536488.1	WP_136807668.1, WP_176371617.1, WP_136810039.1
OG0000222	Shewanella oneidensis MR-1	WP_012536488.1	WP_011073677.1
OG0000223	Desulfotalea psychrophila LSv54	WP_012536535.1	WP_041277805.1
OG0000223	Desulfosediminicola flagellatus IMCC35005	WP_012536535.1	WP_136805449.1
OG0000223	Desulfosediminicola ganghwensis IMCC35004	WP_012536535.1	WP_136797786.1
OG0000223	Desulfocapsa_06_corrosive	WP_012536535.1	Utg323392_219
OG0000223	Desulfocapsa_13_biocide	WP_012536535.1	Utg859388_18
OG0000223	Desulfocapsa sulfexigens DSM 10523	WP_012536535.1	WP_015404744.1
OG0000223	Desulforhopalus vacuolatus DSM 9700	WP_012536535.1	WP_205218711.1
OG0000223	Geobacter sulfurreducens PCA	WP_012536535.1	WP_010942050.1
OG0000223	Desulfovibrio vulgaris DP4	WP_012536535.1	WP_010938648.1
OG0000223	Desulfovibrio ferrophilus IS5	WP_012536535.1	WP_126379433.1
OG0000223	Shewanella oneidensis MR-1	WP_012536535.1	WP_011071799.1
OG0000223	Desulfocapsa_13_biocide	WP_180830504.1	Utg857046_78
OG0000223	Desulfocapsa_06_corrosive	WP_180830504.1	Utg323316_181
OG0000223	Desulfocapsa sulfexigens DSM 10523	WP_180830504.1	WP_041916376.1
OG0000223	Desulfosediminicola ganghwensis IMCC35004	WP_180830504.1	WP_136795603.1
OG0000223	Desulfosediminicola flagellatus IMCC35005	WP_180830504.1	WP_136809726.1
OG0000224	Desulfovibrio ferrophilus IS5	WP_012536669.1	WP_126375687.1
OG0000224	Desulfosediminicola flagellatus IMCC35005	WP_012536669.1	WP_136808660.1, WP_136810825.1, WP_136809941.1
OG0000224	Desulfosediminicola ganghwensis IMCC35004	WP_012536669.1	WP_136798675.1, WP_136799000.1, WP_136799361.1, WP_136799940.1
OG0000224	Desulforhopalus vacuolatus DSM 9700	WP_012536669.1	WP_205218600.1
OG0000224	Shewanella oneidensis MR-1	WP_012536669.1	WP_011072707.1, WP_011071832.1
OG0000224	Geobacter sulfurreducens PCA	WP_012536669.1	WP_010942022.1, WP_010942097.1
OG0000224	Desulfocapsa_13_biocide	WP_012536669.1	Utg859982_58, Utg857682_161
OG0000224	Desulfocapsa_06_corrosive	WP_012536669.1	Utg323152_490
OG0000224	Desulfocapsa sulfexigens DSM 10523	WP_012536669.1	WP_015403713.1
OG0000225	Desulfovibrio vulgaris DP4	WP_012537676.1, WP_012536768.1	WP_010939784.1
OG0000225	Desulfovibrio ferrophilus IS5	WP_012537676.1, WP_012536768.1	WP_126381110.1
OG0000225	Geobacter sulfurreducens PCA	WP_012537676.1	WP_010943944.1
OG0000225	Desulfocapsa_13_biocide	WP_012537676.1	Utg859982_121
OG0000225	Desulfocapsa sulfexigens DSM 10523	WP_012537676.1	WP_228130059.1, WP_015402983.1
OG0000225	Desulfocapsa_06_corrosive	WP_012537676.1	Utg323152_460
OG0000225	Desulforhopalus vacuolatus DSM 9700	WP_012537676.1	WP_205217392.1
OG0000225	Desulfotalea psychrophila LSv54	WP_012537676.1	WP_011190357.1
OG0000225	Desulfosediminicola flagellatus IMCC35005	WP_012537676.1	WP_136810492.1
OG0000225	Desulfosediminicola ganghwensis IMCC35004	WP_012537676.1	WP_136796339.1
OG0000225	Shewanella oneidensis MR-1	WP_012537676.1	WP_011072456.1
OG0000225	Desulfocapsa_13_biocide	WP_012536768.1	Utg864866_44
OG0000225	Desulfocapsa_06_corrosive	WP_012536768.1	Utg323140_111
OG0000225	Desulfocapsa sulfexigens DSM 10523	WP_012536768.1	WP_153304792.1
OG0000225	Desulfosediminicola ganghwensis IMCC35004	WP_012536768.1	WP_136799395.1
OG0000226	Desulfocapsa_06_corrosive	WP_012536936.1, WP_012536937.1	Utg323300_329
OG0000226	Desulfocapsa_13_biocide	WP_012536936.1, WP_012536937.1	Utg857152_57
OG0000226	Desulfocapsa sulfexigens DSM 10523	WP_012536936.1, WP_012536937.1	WP_015403895.1
OG0000226	Desulfosediminicola ganghwensis IMCC35004	WP_012536936.1, WP_012536937.1	WP_136795182.1
OG0000226	Desulfosediminicola flagellatus IMCC35005	WP_012536936.1, WP_012536937.1	WP_136808024.1
OG0000226	Geobacter sulfurreducens PCA	WP_012536936.1	WP_010943254.1
OG0000226	Desulfovibrio ferrophilus IS5	WP_012536936.1	WP_232034915.1
OG0000226	Desulfovibrio vulgaris DP4	WP_012536936.1	WP_010939105.1
OG0000226	Shewanella oneidensis MR-1	WP_012536936.1	WP_011071424.1, WP_011073006.1
OG0000226	Desulfotalea psychrophila LSv54	WP_012536937.1	WP_041277609.1
OG0000226	Desulforhopalus vacuolatus DSM 9700	WP_012536937.1	WP_205217492.1
OG0000226	Geobacter sulfurreducens PCA	WP_012536937.1	WP_010943255.1
OG0000226	Desulfovibrio vulgaris DP4	WP_012536937.1	WP_010939106.1
OG0000226	Shewanella oneidensis MR-1	WP_012536937.1	WP_011073007.1, WP_011071423.1
OG0000227	Desulfocapsa_13_biocide	WP_012536947.1	Utg857992_19
OG0000227	Desulfocapsa_06_corrosive	WP_012536947.1	Utg323632_351
OG0000227	Desulfocapsa sulfexigens DSM 10523	WP_012536947.1	WP_015405532.1
OG0000227	Desulfosediminicola flagellatus IMCC35005	WP_012536947.1	WP_136806844.1, WP_136807703.1
OG0000227	Desulfotalea psychrophila LSv54	WP_012536947.1	WP_011188872.1, WP_011190190.1
OG0000227	Desulforhopalus vacuolatus DSM 9700	WP_012536947.1	WP_205219130.1, WP_205217886.1
OG0000227	Desulfosediminicola ganghwensis IMCC35004	WP_012536947.1	WP_136795610.1, WP_136799637.1
OG0000227	Shewanella oneidensis MR-1	WP_012536947.1	WP_011072928.1
OG0000227	Desulfovibrio vulgaris DP4	WP_012536947.1	WP_011792871.1, WP_011793143.1
OG0000227	Desulfovibrio ferrophilus IS5	WP_012536947.1	WP_126380765.1, WP_126380781.1
OG0000227	Geobacter sulfurreducens PCA	WP_012536947.1	WP_010943010.1
OG0000228	Desulforhopalus vacuolatus DSM 9700	WP_012537058.1	WP_205220231.1
OG0000228	Geobacter sulfurreducens PCA	WP_012537058.1	WP_010941331.1
OG0000228	Desulfovibrio vulgaris DP4	WP_012537058.1	WP_011791456.1
OG0000228	Desulfovibrio ferrophilus IS5	WP_012537058.1	WP_126380386.1
OG0000228	Shewanella oneidensis MR-1	WP_012537058.1	WP_011072718.1
OG0000228	Desulfovibrio vulgaris DP4	WP_012606556.1	WP_011792579.1
OG0000228	Desulfovibrio ferrophilus IS5	WP_012606556.1	WP_126378318.1
OG0000228	Desulfotalea psychrophila LSv54	WP_012606556.1	WP_228130150.1
OG0000228	Desulfocapsa sulfexigens DSM 10523	WP_012606556.1	WP_015404722.1
OG0000228	Desulfocapsa_06_corrosive	WP_012606556.1	Utg323074_134
OG0000228	Desulfocapsa_13_biocide	WP_012606556.1	Utg857994_154
OG0000228	Desulfosediminicola flagellatus IMCC35005	WP_012606556.1	WP_136805425.1
OG0000228	Desulfosediminicola ganghwensis IMCC35004	WP_012606556.1	WP_136797734.1
OG0000228	Desulforhopalus vacuolatus DSM 9700	WP_012606556.1	WP_205219809.1
OG0000228	Geobacter sulfurreducens PCA	WP_012606556.1	WP_010940759.1
OG0000228	Shewanella oneidensis MR-1	WP_012606556.1	WP_011073400.1
OG0000229	Desulfosediminicola flagellatus IMCC35005	WP_233459570.1	WP_167505752.1
OG0000229	Desulfosediminicola ganghwensis IMCC35004	WP_233459570.1	WP_136797844.1
OG0000229	Desulfocapsa_13_biocide	WP_233459570.1	Utg857682_96
OG0000229	Desulfocapsa_06_corrosive	WP_233459570.1	Utg325220_87
OG0000229	Desulfocapsa sulfexigens DSM 10523	WP_233459570.1	WP_015403080.1, WP_015405258.1
OG0000229	Desulforhopalus vacuolatus DSM 9700	WP_233459570.1	WP_205217476.1
OG0000229	Geobacter sulfurreducens PCA	WP_233459570.1	WP_010942321.1, WP_268741945.1
OG0000229	Desulfovibrio ferrophilus IS5	WP_233459570.1	WP_126378283.1
OG0000229	Desulfovibrio vulgaris DP4	WP_233459570.1	WP_011792120.1
OG0000229	Desulfotalea psychrophila LSv54	WP_233459570.1	WP_041277488.1
OG0000229	Desulfocapsa sulfexigens DSM 10523	WP_012537489.1, WP_012537586.1, WP_012537124.1	WP_015403531.1
OG0000229	Desulfosediminicola ganghwensis IMCC35004	WP_012537489.1, WP_012537586.1, WP_012537124.1	WP_136799519.1
OG0000230	Desulfovibrio vulgaris DP4	WP_054608848.1	WP_010939852.1
OG0000230	Desulfovibrio ferrophilus IS5	WP_054608848.1	WP_126376561.1
OG0000230	Desulfosediminicola flagellatus IMCC35005	WP_054608848.1	WP_136808340.1
OG0000230	Desulfosediminicola ganghwensis IMCC35004	WP_054608848.1	WP_136796677.1
OG0000230	Desulfocapsa_13_biocide	WP_054608848.1	Utg859098_371, Utg859098_166
OG0000230	Desulfocapsa sulfexigens DSM 10523	WP_054608848.1	WP_015405214.1
OG0000230	Desulfocapsa_06_corrosive	WP_054608848.1	Utg323152_249
OG0000230	Desulforhopalus vacuolatus DSM 9700	WP_054608848.1	WP_205219065.1
OG0000230	Shewanella oneidensis MR-1	WP_054608848.1	WP_011070594.1
OG0000231	Desulfocapsa_06_corrosive	WP_054608914.1	Utg323152_458
OG0000231	Desulforhopalus vacuolatus DSM 9700	WP_054608914.1	WP_275888948.1, WP_205219596.1, WP_205220378.1, WP_205218002.1, WP_205219147.1, WP_205219959.1, WP_205219488.1
OG0000231	Desulfosediminicola ganghwensis IMCC35004	WP_054608914.1	WP_136799483.1, WP_167495883.1, WP_136799302.1, WP_136799011.1, WP_167495813.1, WP_217907702.1, WP_136799228.1
OG0000231	Desulfosediminicola flagellatus IMCC35005	WP_054608914.1	WP_136810846.1, WP_217909490.1
OG0000232	Desulfotalea psychrophila LSv54	WP_054609073.1	WP_162096624.1
OG0000232	Desulforhopalus vacuolatus DSM 9700	WP_054609073.1	WP_205218345.1
OG0000232	Desulfosediminicola ganghwensis IMCC35004	WP_054609073.1	WP_167495833.1
OG0000232	Desulfosediminicola flagellatus IMCC35005	WP_054609073.1	WP_136808671.1
OG0000232	Desulfovibrio vulgaris DP4	WP_054609073.1	WP_011791500.1, WP_011791499.1
OG0000232	Desulfovibrio ferrophilus IS5	WP_054609073.1	WP_126376907.1, WP_197723452.1
OG0000232	Shewanella oneidensis MR-1	WP_054609073.1	WP_011072554.1, WP_011072555.1
OG0000232	Desulfocapsa_06_corrosive	WP_054609073.1	Utg323152_484, Utg323152_485
OG0000232	Desulfocapsa_13_biocide	WP_054609073.1	Utg859982_75, Utg859982_74, Utg859982_73
OG0000232	Desulfocapsa sulfexigens DSM 10523	WP_054609073.1	WP_015404828.1, WP_228130015.1
OG0000233	Shewanella oneidensis MR-1	WP_180830512.1	WP_011072421.1
OG0000233	Desulfovibrio vulgaris DP4	WP_180830512.1	WP_010938704.1
OG0000233	Desulfovibrio ferrophilus IS5	WP_180830512.1	WP_126379699.1
OG0000233	Desulfocapsa_13_biocide	WP_180830512.1	Utg859098_376, Utg857682_51
OG0000233	Desulfocapsa_06_corrosive	WP_180830512.1	Utg323152_10, Utg323266_103
OG0000233	Desulfocapsa sulfexigens DSM 10523	WP_180830512.1	WP_015405001.1, WP_015403097.1
OG0000233	Desulfosediminicola ganghwensis IMCC35004	WP_180830512.1	WP_136799192.1, WP_136798459.1
OG0000233	Desulfosediminicola flagellatus IMCC35005	WP_180830512.1	WP_136807470.1, WP_136807079.1
OG0000233	Geobacter sulfurreducens PCA	WP_180830512.1	WP_010943635.1, WP_010941266.1
OG0000233	Desulforhopalus vacuolatus DSM 9700	WP_180830512.1	WP_240192116.1
OG0000233	Desulfotalea psychrophila LSv54	WP_180830512.1	WP_041277996.1
OG0000234	Geobacter sulfurreducens PCA	WP_225487654.1	WP_010943824.1, WP_010940956.1
OG0000234	Desulfovibrio vulgaris DP4	WP_225487654.1	WP_014524184.1, WP_010939427.1
OG0000234	Desulfovibrio ferrophilus IS5	WP_225487654.1	WP_126375880.1, WP_172961661.1, WP_126375783.1
OG0000234	Desulforhopalus vacuolatus DSM 9700	WP_225487654.1	WP_205218677.1
OG0000234	Desulfosediminicola flagellatus IMCC35005	WP_225487654.1	WP_136809667.1, WP_136808391.1
OG0000234	Desulfosediminicola ganghwensis IMCC35004	WP_225487654.1	WP_136795549.1, WP_136796624.1
OG0000234	Desulfotalea psychrophila LSv54	WP_225487654.1	WP_011188725.1
OG0000234	Desulfocapsa sulfexigens DSM 10523	WP_225487654.1	WP_015404541.1
OG0000234	Desulfocapsa_13_biocide	WP_225487654.1	Utg860006_56
OG0000234	Desulfocapsa_06_corrosive	WP_225487654.1	Utg323990_146
OG0000234	Shewanella oneidensis MR-1	WP_225487654.1	WP_007644947.1
OG0000248	Desulforhopalus vacuolatus DSM 9700	WP_012536050.1	WP_205219321.1
OG0000248	Desulfocapsa_06_corrosive	WP_012536050.1	Utg323140_188
OG0000248	Desulfocapsa_13_biocide	WP_012536050.1	Utg859432_49
OG0000248	Desulfocapsa sulfexigens DSM 10523	WP_012536050.1	WP_015402961.1
OG0000248	Desulfotalea psychrophila LSv54	WP_012536050.1	WP_011187684.1
OG0000248	Desulfosediminicola flagellatus IMCC35005	WP_012536050.1	WP_136810636.1
OG0000248	Desulfosediminicola ganghwensis IMCC35004	WP_012536050.1	WP_136796054.1
OG0000248	Desulfovibrio ferrophilus IS5	WP_012536050.1	WP_126376690.1
OG0000248	Desulfovibrio vulgaris DP4	WP_012536050.1	WP_010938759.1
OG0000248	Geobacter sulfurreducens PCA	WP_012536050.1	WP_010940826.1
OG0000249	Desulfotalea psychrophila LSv54	WP_012536114.1, WP_229129773.1, WP_009561020.1, WP_054608738.1	WP_011187440.1
OG0000249	Desulfosediminicola ganghwensis IMCC35004	WP_012536114.1, WP_229129773.1, WP_009561020.1, WP_054608738.1	WP_136797265.1
OG0000249	Geobacter sulfurreducens PCA	WP_012536114.1, WP_229129773.1, WP_009561020.1, WP_054608738.1	WP_010943406.1, WP_010943405.1
OG0000249	Desulfocapsa_06_corrosive	WP_012536114.1, WP_229129773.1, WP_009561020.1, WP_054608738.1	Utg323632_328
OG0000249	Desulfosediminicola flagellatus IMCC35005	WP_012536114.1, WP_229129773.1, WP_009561020.1, WP_054608738.1	WP_136809194.1
OG0000249	Desulfovibrio ferrophilus IS5	WP_012536114.1, WP_229129773.1, WP_009561020.1, WP_054608738.1	WP_126376424.1
OG0000249	Shewanella oneidensis MR-1	WP_012536114.1, WP_229129773.1	WP_011070799.1
OG0000249	Shewanella oneidensis MR-1	WP_009561020.1, WP_054608738.1	WP_011071836.1
OG0000250	Desulfosediminicola ganghwensis IMCC35004	WP_009562194.1	WP_228721415.1
OG0000250	Shewanella oneidensis MR-1	WP_009562194.1	WP_011073096.1, WP_011072528.1
OG0000250	Desulfocapsa_06_corrosive	WP_009562194.1	Utg323152_330
OG0000250	Desulfocapsa_13_biocide	WP_009562194.1	Utg859098_87
OG0000250	Desulfocapsa sulfexigens DSM 10523	WP_009562194.1	WP_015405307.1
OG0000250	Desulfosediminicola flagellatus IMCC35005	WP_009562194.1	WP_136807876.1, WP_136808888.1
OG0000250	Desulfotalea psychrophila LSv54	WP_009562194.1	WP_041278036.1, WP_011187912.1
OG0000250	Geobacter sulfurreducens PCA	WP_009562194.1	WP_010943679.1
OG0000250	Desulfovibrio ferrophilus IS5	WP_009562194.1	WP_126377694.1, WP_126381114.1, WP_126376970.1
OG0000250	Desulfovibrio vulgaris DP4	WP_009562194.1	WP_011791427.1, WP_010939149.1
OG0000251	Desulfosediminicola ganghwensis IMCC35004	WP_009562369.1	WP_167495817.1
OG0000251	Shewanella oneidensis MR-1	WP_009562369.1	WP_238560561.1, WP_011071019.1, WP_011073307.1, WP_011072431.1, WP_011073320.1, WP_238560546.1, WP_011074141.1, WP_011071129.1, WP_011070865.1, WP_011070732.1, WP_011073231.1, WP_011072126.1, WP_011074451.1, WP_011073851.1, WP_011070762.1
OG0000252	Desulfovibrio ferrophilus IS5	WP_009565424.1	WP_126375668.1
OG0000252	Desulfocapsa_06_corrosive	WP_009565424.1	Utg323632_22
OG0000252	Desulfocapsa_13_biocide	WP_009565424.1	Utg862138_13
OG0000252	Desulfocapsa sulfexigens DSM 10523	WP_009565424.1	WP_015405759.1
OG0000252	Desulfotalea psychrophila LSv54	WP_009565424.1	WP_011188558.1
OG0000252	Desulfosediminicola ganghwensis IMCC35004	WP_009565424.1	WP_136798544.1
OG0000252	Desulfosediminicola flagellatus IMCC35005	WP_009565424.1	WP_136806897.1
OG0000252	Desulforhopalus vacuolatus DSM 9700	WP_009565424.1	WP_205217763.1
OG0000252	Geobacter sulfurreducens PCA	WP_009565424.1	WP_010941013.1
OG0000253	Desulfocapsa_06_corrosive	WP_012536020.1, WP_009566305.1	Utg323632_102
OG0000253	Desulfocapsa_13_biocide	WP_012536020.1, WP_009566305.1	Utg858432_42
OG0000253	Desulfocapsa sulfexigens DSM 10523	WP_012536020.1, WP_009566305.1	WP_015405687.1
OG0000253	Desulfosediminicola ganghwensis IMCC35004	WP_012536020.1, WP_009566305.1	WP_136798729.1
OG0000253	Desulfosediminicola flagellatus IMCC35005	WP_012536020.1, WP_009566305.1	WP_136805098.1
OG0000253	Desulfotalea psychrophila LSv54	WP_012536020.1	WP_041278077.1
OG0000253	Desulforhopalus vacuolatus DSM 9700	WP_012536020.1	WP_205217628.1
OG0000253	Geobacter sulfurreducens PCA	WP_012536020.1	WP_010943698.1
OG0000253	Desulfovibrio vulgaris DP4	WP_012536020.1	WP_011791802.1
OG0000253	Desulfovibrio ferrophilus IS5	WP_012536020.1	WP_232034747.1
OG0000253	Shewanella oneidensis MR-1	WP_012536020.1	WP_011073904.1
OG0000253	Geobacter sulfurreducens PCA	WP_009566305.1	WP_010943699.1
OG0000253	Desulfovibrio ferrophilus IS5	WP_009566305.1	WP_126378732.1
OG0000253	Desulfovibrio vulgaris DP4	WP_009566305.1	WP_011791801.1
OG0000253	Shewanella oneidensis MR-1	WP_009566305.1	WP_011073905.1
OG0000254	Desulfocapsa_13_biocide	WP_009567060.1	Utg859076_2
OG0000254	Shewanella oneidensis MR-1	WP_009567060.1	WP_011071486.1
OG0000254	Geobacter sulfurreducens PCA	WP_009567060.1	WP_010943176.1, WP_010940756.1, WP_010943910.1
OG0000254	Desulfosediminicola ganghwensis IMCC35004	WP_009567060.1	WP_136798805.1
OG0000254	Desulfosediminicola flagellatus IMCC35005	WP_009567060.1	WP_136809263.1, WP_136808635.1, WP_136809591.1
OG0000254	Desulfovibrio vulgaris DP4	WP_009567060.1	WP_010939526.1, WP_010940325.1
OG0000254	Desulfovibrio ferrophilus IS5	WP_009567060.1	WP_126379613.1, WP_126379617.1
OG0000254	Desulfotalea psychrophila LSv54	WP_009567060.1	WP_011190405.1
OG0000255	Desulfocapsa_13_biocide	WP_012536293.1	Utg861744_84
OG0000255	Shewanella oneidensis MR-1	WP_012536293.1	WP_011074449.1, WP_011072127.1, WP_011074264.1
OG0000255	Desulfosediminicola ganghwensis IMCC35004	WP_012536293.1	WP_228721471.1
OG0000255	Desulfosediminicola flagellatus IMCC35005	WP_012536293.1	WP_228723244.1
OG0000255	Desulfovibrio ferrophilus IS5	WP_012536293.1	WP_126376715.1
OG0000255	Desulfocapsa_13_biocide	WP_009567251.1, WP_009567700.1	Utg859432_74
OG0000255	Desulfocapsa_06_corrosive	WP_009567251.1, WP_009567700.1	Utg323140_209
OG0000255	Desulfosediminicola flagellatus IMCC35005	WP_009567251.1, WP_009567700.1	WP_228723345.1
OG0000255	Desulfosediminicola ganghwensis IMCC35004	WP_009567251.1, WP_009567700.1	WP_228721514.1
OG0000255	Geobacter sulfurreducens PCA	WP_009567251.1	WP_010943746.1
OG0000255	Geobacter sulfurreducens PCA	WP_009567700.1	WP_010941236.1
OG0000256	Desulforhopalus vacuolatus DSM 9700	WP_012535787.1	WP_205218053.1
OG0000256	Geobacter sulfurreducens PCA	WP_012535787.1	WP_010943325.1
OG0000256	Desulfosediminicola flagellatus IMCC35005	WP_012535787.1	WP_217909455.1
OG0000256	Desulfosediminicola ganghwensis IMCC35004	WP_012535787.1	WP_136797940.1
OG0000256	Shewanella oneidensis MR-1	WP_012535787.1	WP_011073793.1
OG0000256	Desulfovibrio vulgaris DP4	WP_012535787.1	WP_011787314.1
OG0000256	Desulforhopalus vacuolatus DSM 9700	WP_012537437.1	WP_205220146.1
OG0000256	Desulfocapsa_06_corrosive	WP_012537437.1	Utg323632_47
OG0000256	Desulfocapsa_13_biocide	WP_012537437.1	Utg862138_36
OG0000256	Shewanella oneidensis MR-1	WP_012537437.1	WP_238560588.1
OG0000256	Desulfocapsa sulfexigens DSM 10523	WP_012537437.1	WP_015403654.1
OG0000256	Desulfosediminicola flagellatus IMCC35005	WP_012537437.1	WP_136805221.1
OG0000256	Geobacter sulfurreducens PCA	WP_012537437.1	WP_010943449.1
OG0000256	Desulfovibrio vulgaris DP4	WP_012537437.1	WP_011793118.1
OG0000256	Desulfotalea psychrophila LSv54	WP_012537437.1	WP_193763857.1
OG0000257	Desulfovibrio vulgaris DP4	WP_012536012.1	WP_011791929.1
OG0000257	Desulfovibrio ferrophilus IS5	WP_012536012.1	WP_126377805.1
OG0000257	Desulfosediminicola flagellatus IMCC35005	WP_012536012.1	WP_136805933.1, WP_136809111.1
OG0000257	Desulfosediminicola ganghwensis IMCC35004	WP_012536012.1	WP_136798972.1, WP_136796084.1
OG0000257	Desulfocapsa_13_biocide	WP_012536012.1	Utg859236_23
OG0000257	Desulfocapsa_06_corrosive	WP_012536012.1	Utg323990_211, Utg324810_19
OG0000257	Desulfocapsa sulfexigens DSM 10523	WP_012536012.1	WP_015404474.1, WP_015403400.1
OG0000257	Geobacter sulfurreducens PCA	WP_012536012.1	WP_010943933.1, WP_010941115.1
OG0000257	Desulforhopalus vacuolatus DSM 9700	WP_012536012.1	WP_205218346.1
OG0000257	Desulfotalea psychrophila LSv54	WP_012536012.1	WP_011187938.1
OG0000257	Shewanella oneidensis MR-1	WP_012536012.1	WP_011070755.1
OG0000258	Desulfocapsa_06_corrosive	WP_012536034.1	Utg323074_209, Utg323074_207, Utg323074_198, Utg323074_197, Utg323316_263
OG0000258	Desulfocapsa_13_biocide	WP_012536034.1	Utg859236_13, Utg860814_310, Utg857994_234
OG0000258	Desulforhopalus vacuolatus DSM 9700	WP_012536034.1	WP_205219185.1, WP_205219289.1
OG0000258	Desulfosediminicola flagellatus IMCC35005	WP_012536034.1	WP_167505935.1
OG0000258	Desulfosediminicola ganghwensis IMCC35004	WP_012536034.1	WP_136798303.1
OG0000258	Desulfocapsa sulfexigens DSM 10523	WP_012536034.1	WP_052327002.1, WP_041916466.1
OG0000258	Geobacter sulfurreducens PCA	WP_012536034.1	WP_235044999.1
OG0000258	Desulfovibrio vulgaris DP4	WP_012536034.1	WP_010939337.1
OG0000259	Desulfosediminicola flagellatus IMCC35005	WP_012536276.1	WP_136810495.1
OG0000259	Shewanella oneidensis MR-1	WP_012536276.1	WP_011072276.1
OG0000259	Desulfovibrio vulgaris DP4	WP_012607080.1	WP_011792770.1
