Orthogroup	Species	Desulfosediminicola ganghwensis IMCC35004	Orthologs
OG0000331	Desulforhopalus vacuolatus DSM 9700	WP_136796720.1	WP_240192075.1
OG0000331	Desulfocapsa_06_corrosive	WP_136796720.1	Utg323074_59
OG0000331	Desulfocapsa_13_biocide	WP_136796720.1	Utg857994_45
OG0000331	Desulfocapsa sulfexigens DSM 10523	WP_136796720.1	WP_015405475.1
OG0000331	Desulfotalea psychrophila LSv54	WP_136796720.1	WP_011189375.1
OG0000331	Desulfosediminicola flagellatus IMCC35005	WP_136796720.1	WP_136808291.1
OG0000332	Acidithiobacillus ferrooxidans YNTRS-40	WP_136799111.1	WP_009561368.1
OG0000332	Shewanella oneidensis MR-1	WP_136799111.1	WP_011072097.1
OG0000332	Geobacter sulfurreducens PCA	WP_136799111.1	WP_010940771.1
OG0000332	Desulfovibrio ferrophilus IS5	WP_136799111.1	WP_126377537.1
OG0000332	Desulfovibrio vulgaris DP4	WP_136799111.1	WP_011791449.1
OG0000332	Desulforhopalus vacuolatus DSM 9700	WP_136799111.1	WP_205219138.1
OG0000332	Desulfotalea psychrophila LSv54	WP_136799111.1	WP_011188672.1, WP_011188671.1
OG0000332	Desulfocapsa_06_corrosive	WP_136799111.1	Utg323632_344, Utg323632_343
OG0000332	Desulfocapsa_13_biocide	WP_136799111.1	Utg857992_25, Utg857992_26
OG0000332	Desulfocapsa sulfexigens DSM 10523	WP_136799111.1	WP_015405537.1
OG0000332	Desulfosediminicola flagellatus IMCC35005	WP_136799111.1	WP_136806839.1
OG0000333	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798161.1, WP_136795163.1	WP_009562239.1
OG0000333	Shewanella oneidensis MR-1	WP_136798161.1, WP_136795163.1	WP_011072976.1
OG0000333	Geobacter sulfurreducens PCA	WP_136798161.1, WP_136795163.1	WP_010942670.1
OG0000333	Desulfovibrio vulgaris DP4	WP_136798161.1, WP_136795163.1	WP_011792647.1
OG0000333	Desulfovibrio ferrophilus IS5	WP_136798161.1, WP_136795163.1	WP_126380825.1
OG0000333	Desulfocapsa sulfexigens DSM 10523	WP_136798161.1	WP_015403733.1
OG0000333	Desulforhopalus vacuolatus DSM 9700	WP_136798161.1	WP_205217404.1
OG0000333	Desulfotalea psychrophila LSv54	WP_136798161.1	WP_011190299.1
OG0000333	Desulfosediminicola flagellatus IMCC35005	WP_136798161.1	WP_136805778.1
OG0000333	Desulfocapsa sulfexigens DSM 10523	WP_136795163.1	WP_015403934.1
OG0000333	Desulfocapsa_13_biocide	WP_136795163.1	Utg857152_84
OG0000333	Desulfocapsa_06_corrosive	WP_136795163.1	Utg323300_359
OG0000333	Desulfosediminicola flagellatus IMCC35005	WP_136795163.1	WP_136808004.1
OG0000334	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796110.1	WP_009562307.1
OG0000334	Desulfovibrio ferrophilus IS5	WP_136796110.1	WP_126378606.1
OG0000334	Desulfocapsa sulfexigens DSM 10523	WP_136796110.1	WP_015403351.1
OG0000334	Desulfocapsa_13_biocide	WP_136796110.1	Utg857994_81, Utg861744_27
OG0000334	Desulfocapsa_06_corrosive	WP_136796110.1	Utg323392_248, Utg323160_72
OG0000334	Desulfosediminicola flagellatus IMCC35005	WP_136796110.1	WP_136809147.1
OG0000335	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795148.1	WP_009562964.1
OG0000335	Shewanella oneidensis MR-1	WP_136795148.1	WP_011070931.1
OG0000335	Geobacter sulfurreducens PCA	WP_136795148.1	WP_010942466.1
OG0000335	Desulfovibrio ferrophilus IS5	WP_136795148.1	WP_126380917.1
OG0000335	Desulfovibrio vulgaris DP4	WP_136795148.1	WP_011791909.1
OG0000335	Desulforhopalus vacuolatus DSM 9700	WP_136795148.1	WP_240192018.1
OG0000335	Desulfocapsa_06_corrosive	WP_136795148.1	Utg323300_388, Utg323300_389
OG0000335	Desulfocapsa sulfexigens DSM 10523	WP_136795148.1	WP_015403959.1
OG0000335	Desulfocapsa_13_biocide	WP_136795148.1	Utg857152_112
OG0000335	Desulfosediminicola flagellatus IMCC35005	WP_136795148.1	WP_167505898.1
OG0000336	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795857.1	WP_009564610.1
OG0000336	Geobacter sulfurreducens PCA	WP_136795857.1	WP_010942655.1
OG0000336	Desulfovibrio vulgaris DP4	WP_136795857.1	WP_010937968.1
OG0000336	Desulfovibrio ferrophilus IS5	WP_136795857.1	WP_126380948.1
OG0000336	Desulforhopalus vacuolatus DSM 9700	WP_136795857.1	WP_205218164.1
OG0000336	Desulfotalea psychrophila LSv54	WP_136795857.1	WP_011189471.1
OG0000336	Desulfocapsa_06_corrosive	WP_136795857.1	Utg323990_76
OG0000336	Desulfocapsa_13_biocide	WP_136795857.1	Utg860006_136
OG0000336	Desulfocapsa sulfexigens DSM 10523	WP_136795857.1	WP_015404585.1
OG0000336	Desulfosediminicola flagellatus IMCC35005	WP_136795857.1	WP_136806276.1
OG0000337	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796546.1	WP_009564760.1
OG0000337	Shewanella oneidensis MR-1	WP_136796546.1	WP_011073303.1
OG0000337	Geobacter sulfurreducens PCA	WP_136796546.1	WP_010942393.1
OG0000337	Desulforhopalus vacuolatus DSM 9700	WP_136796546.1	WP_205217681.1
OG0000337	Desulfotalea psychrophila LSv54	WP_136796546.1	WP_011188684.1
OG0000337	Desulfocapsa_13_biocide	WP_136796546.1	Utg862138_52
OG0000337	Desulfocapsa_06_corrosive	WP_136796546.1	Utg323632_59
OG0000337	Desulfocapsa sulfexigens DSM 10523	WP_136796546.1	WP_015405731.1
OG0000337	Desulfosediminicola flagellatus IMCC35005	WP_136796546.1	WP_136805472.1
OG0000338	Desulforhopalus vacuolatus DSM 9700	WP_136795177.1, WP_136795371.1	WP_205217490.1
OG0000338	Desulfovibrio vulgaris DP4	WP_136795177.1	WP_010939124.1
OG0000338	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795177.1	WP_009566072.1
OG0000338	Geobacter sulfurreducens PCA	WP_136795177.1	WP_010941156.1
OG0000338	Shewanella oneidensis MR-1	WP_136795177.1	WP_011072304.1
OG0000338	Desulfocapsa_13_biocide	WP_136795177.1	Utg857152_64
OG0000338	Desulfocapsa_06_corrosive	WP_136795177.1	Utg323300_340
OG0000338	Desulfocapsa sulfexigens DSM 10523	WP_136795177.1	WP_015403909.1
OG0000338	Desulfotalea psychrophila LSv54	WP_136795177.1	WP_011188054.1
OG0000338	Desulfosediminicola flagellatus IMCC35005	WP_136795177.1	WP_136808018.1
OG0000339	Acidithiobacillus ferrooxidans YNTRS-40	WP_136797650.1	WP_009566369.1, WP_267903947.1
OG0000339	Shewanella oneidensis MR-1	WP_136797650.1	WP_011071571.1
OG0000339	Geobacter sulfurreducens PCA	WP_136797650.1	WP_010941334.1
OG0000339	Desulfovibrio vulgaris DP4	WP_136797650.1	WP_011791786.1
OG0000339	Desulfocapsa_06_corrosive	WP_136797650.1	Utg323152_478
OG0000339	Desulfocapsa_13_biocide	WP_136797650.1	Utg859982_81
OG0000339	Desulfocapsa sulfexigens DSM 10523	WP_136797650.1	WP_015403039.1, WP_015405469.1
OG0000339	Desulfovibrio ferrophilus IS5	WP_136797650.1	WP_126375542.1
OG0000339	Desulfotalea psychrophila LSv54	WP_136797650.1	WP_011187987.1
OG0000339	Desulforhopalus vacuolatus DSM 9700	WP_136797650.1	WP_205220081.1
OG0000339	Desulfosediminicola flagellatus IMCC35005	WP_136797650.1	WP_136805374.1
OG0000340	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798577.1	WP_009567235.1
OG0000340	Desulfovibrio ferrophilus IS5	WP_136798577.1	WP_126379916.1
OG0000340	Desulfovibrio vulgaris DP4	WP_136798577.1	WP_010938005.1
OG0000340	Geobacter sulfurreducens PCA	WP_136798577.1	WP_010941922.1
OG0000340	Desulforhopalus vacuolatus DSM 9700	WP_136798577.1	WP_205218789.1
OG0000340	Desulfotalea psychrophila LSv54	WP_136798577.1	WP_011187352.1
OG0000340	Desulfocapsa_06_corrosive	WP_136798577.1	Utg323140_255
OG0000340	Desulfocapsa sulfexigens DSM 10523	WP_136798577.1	WP_015403067.1
OG0000340	Desulfosediminicola flagellatus IMCC35005	WP_136798577.1	WP_136805959.1
OG0000341	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798700.1	WP_009568735.1
OG0000341	Desulfocapsa sulfexigens DSM 10523	WP_136798700.1	WP_015405804.1
OG0000341	Geobacter sulfurreducens PCA	WP_136798700.1	WP_010942355.1
OG0000341	Desulfotalea psychrophila LSv54	WP_136798700.1	WP_011190455.1
OG0000341	Desulfovibrio vulgaris DP4	WP_136798700.1	WP_011791904.1
OG0000341	Desulfosediminicola flagellatus IMCC35005	WP_136798700.1	WP_167505941.1
OG0000341	Shewanella oneidensis MR-1	WP_136798700.1	WP_011074400.1, WP_011074453.1
OG0000341	Desulfocapsa_06_corrosive	WP_136798700.1	Utg325220_86
OG0000342	Acidithiobacillus ferrooxidans YNTRS-40	WP_167495933.1, WP_267314002.1, WP_228721486.1, WP_217907599.1, WP_176360107.1, WP_176360100.1	WP_180830442.1, WP_012535935.1, WP_180830452.1, WP_012536649.1
OG0000342	Desulfotalea psychrophila LSv54	WP_167495933.1, WP_267314002.1, WP_228721486.1	WP_265588616.1
OG0000342	Desulfocapsa_13_biocide	WP_167495933.1, WP_267314002.1, WP_228721486.1	Utg859750_7
OG0000342	Desulfosediminicola flagellatus IMCC35005	WP_167495933.1, WP_267314002.1, WP_228721486.1	WP_167506029.1
OG0000342	Desulfocapsa_06_corrosive	WP_167495933.1, WP_267314002.1, WP_228721486.1	Utg324548_2
OG0000342	Desulfocapsa_13_biocide	WP_217907599.1, WP_176360107.1, WP_176360100.1	Utg858494_15
OG0000343	Desulfovibrio ferrophilus IS5	WP_136798728.1	WP_126378734.1
OG0000343	Desulfovibrio vulgaris DP4	WP_136798728.1	WP_011791800.1
OG0000343	Geobacter sulfurreducens PCA	WP_136798728.1	WP_010943700.1
OG0000343	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798728.1	WP_012537004.1, WP_012536021.1, WP_012537460.1
OG0000343	Shewanella oneidensis MR-1	WP_136798728.1	WP_011073906.1
OG0000343	Desulfocapsa_13_biocide	WP_136798728.1	Utg858432_41
OG0000343	Desulfocapsa_06_corrosive	WP_136798728.1	Utg323632_101
OG0000343	Desulfocapsa sulfexigens DSM 10523	WP_136798728.1	WP_015405688.1
OG0000343	Desulforhopalus vacuolatus DSM 9700	WP_136798728.1	WP_205217627.1
OG0000343	Desulfotalea psychrophila LSv54	WP_136798728.1	WP_041277972.1, WP_041278078.1
OG0000343	Desulfosediminicola flagellatus IMCC35005	WP_136798728.1	WP_136805096.1
OG0000344	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796304.1, WP_136796318.1	WP_012536229.1
OG0000344	Geobacter sulfurreducens PCA	WP_136796304.1	WP_010943614.1
OG0000344	Desulfovibrio vulgaris DP4	WP_136796304.1	WP_011792447.1
OG0000344	Desulfovibrio ferrophilus IS5	WP_136796304.1	WP_126379008.1
OG0000344	Desulfocapsa_13_biocide	WP_136796304.1	Utg857046_33
OG0000344	Desulfocapsa_06_corrosive	WP_136796304.1	Utg323316_147
OG0000344	Desulfocapsa sulfexigens DSM 10523	WP_136796304.1	WP_015404093.1, WP_015403303.1
OG0000344	Desulfotalea psychrophila LSv54	WP_136796304.1	WP_011190302.1
OG0000344	Desulforhopalus vacuolatus DSM 9700	WP_136796304.1	WP_205218262.1
OG0000344	Desulfosediminicola flagellatus IMCC35005	WP_136796304.1	WP_228723245.1
OG0000344	Desulfovibrio ferrophilus IS5	WP_136796318.1	WP_126380833.1
OG0000344	Desulfosediminicola flagellatus IMCC35005	WP_136796318.1	WP_136810392.1
OG0000345	Shewanella oneidensis MR-1	WP_136798582.1	WP_164925834.1
OG0000345	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798582.1	WP_012537234.1
OG0000345	Geobacter sulfurreducens PCA	WP_136798582.1	WP_010942401.1
OG0000345	Desulfovibrio vulgaris DP4	WP_136798582.1	WP_010938967.1
OG0000345	Desulfovibrio ferrophilus IS5	WP_136798582.1	WP_172961637.1
OG0000345	Desulfotalea psychrophila LSv54	WP_136798582.1	WP_011187347.1
OG0000345	Desulfocapsa sulfexigens DSM 10523	WP_136798582.1	WP_015403061.1
OG0000345	Desulfocapsa_06_corrosive	WP_136798582.1	Utg323140_249
OG0000345	Desulforhopalus vacuolatus DSM 9700	WP_136798582.1	WP_205217480.1
OG0000345	Desulfosediminicola flagellatus IMCC35005	WP_136798582.1	WP_136805954.1
OG0000346	Acidithiobacillus ferrooxidans YNTRS-40	WP_167495793.1	WP_012536451.1
OG0000346	Desulfovibrio ferrophilus IS5	WP_167495793.1	WP_126381013.1
OG0000346	Desulfocapsa_06_corrosive	WP_167495793.1	Utg323266_30
OG0000346	Desulfocapsa_13_biocide	WP_167495793.1	Utg865370_23
OG0000346	Desulfocapsa sulfexigens DSM 10523	WP_167495793.1	WP_015403591.1
OG0000346	Desulfosediminicola flagellatus IMCC35005	WP_167495793.1	WP_136809334.1
OG0000347	Acidithiobacillus ferrooxidans YNTRS-40	WP_228721417.1	WP_012536483.1
OG0000347	Desulforhopalus vacuolatus DSM 9700	WP_228721417.1	WP_205219623.1, WP_205219230.1, WP_205219468.1
OG0000347	Desulfocapsa_06_corrosive	WP_228721417.1	Utg323300_185
OG0000347	Desulfocapsa sulfexigens DSM 10523	WP_228721417.1	WP_041916354.1, WP_228130011.1
OG0000347	Desulfosediminicola flagellatus IMCC35005	WP_228721417.1	WP_136806136.1
OG0000347	Geobacter sulfurreducens PCA	WP_228721417.1	WP_010941557.1, WP_010943859.1
OG0000347	Shewanella oneidensis MR-1	WP_228721417.1	WP_011071237.1, WP_011072695.1
OG0000347	Desulfovibrio ferrophilus IS5	WP_228721417.1	WP_126380129.1
OG0000347	Desulfovibrio vulgaris DP4	WP_228721417.1	WP_010939522.1
OG0000348	Desulfovibrio ferrophilus IS5	WP_136798409.1, WP_136798579.1	WP_232034790.1
OG0000348	Desulfovibrio vulgaris DP4	WP_136798409.1, WP_136798579.1	WP_011791623.1
OG0000348	Geobacter sulfurreducens PCA	WP_136798409.1, WP_136798579.1	WP_010941927.1
OG0000348	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798409.1	WP_012536538.1
OG0000348	Desulfosediminicola flagellatus IMCC35005	WP_136798409.1	WP_136805681.1
OG0000348	Desulfocapsa sulfexigens DSM 10523	WP_136798409.1	WP_015403564.1
OG0000348	Desulfocapsa_13_biocide	WP_136798409.1	Utg859076_6
OG0000348	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798579.1	WP_012537571.1
OG0000348	Desulforhopalus vacuolatus DSM 9700	WP_136798579.1	WP_205218791.1
OG0000348	Desulfocapsa_06_corrosive	WP_136798579.1	Utg323140_253
OG0000348	Desulfocapsa sulfexigens DSM 10523	WP_136798579.1	WP_015403065.1
OG0000348	Desulfosediminicola flagellatus IMCC35005	WP_136798579.1	WP_136805957.1
OG0000348	Desulfotalea psychrophila LSv54	WP_136798579.1	WP_011187350.1
OG0000349	Shewanella oneidensis MR-1	WP_136795870.1	WP_011071293.1, WP_011073469.1
OG0000349	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795870.1	WP_012536555.1, WP_012536560.1
OG0000349	Desulfovibrio vulgaris DP4	WP_136795870.1	WP_011792783.1
OG0000349	Desulfovibrio ferrophilus IS5	WP_136795870.1	WP_126377264.1
OG0000349	Desulforhopalus vacuolatus DSM 9700	WP_136795870.1	WP_205219748.1
OG0000349	Desulfotalea psychrophila LSv54	WP_136795870.1	WP_011187460.1
OG0000349	Desulfocapsa sulfexigens DSM 10523	WP_136795870.1	WP_015404560.1
OG0000349	Desulfocapsa_13_biocide	WP_136795870.1	Utg860006_78
OG0000349	Desulfocapsa_06_corrosive	WP_136795870.1	Utg323990_125
OG0000349	Desulfosediminicola flagellatus IMCC35005	WP_136795870.1	WP_136806182.1
OG0000350	Acidithiobacillus ferrooxidans YNTRS-40	WP_136797878.1, WP_217907714.1	WP_012607533.1, WP_012536601.1
OG0000350	Desulfocapsa_06_corrosive	WP_136797878.1	Utg323266_68, Utg323392_31
OG0000350	Desulfocapsa_13_biocide	WP_136797878.1	Utg857682_131
OG0000350	Desulfotalea psychrophila LSv54	WP_136797878.1	WP_011188163.1
OG0000350	Shewanella oneidensis MR-1	WP_136797878.1	WP_011073022.1
OG0000350	Desulfovibrio ferrophilus IS5	WP_136797878.1	WP_126380698.1
OG0000350	Desulfovibrio vulgaris DP4	WP_136797878.1	WP_010938092.1
OG0000350	Geobacter sulfurreducens PCA	WP_136797878.1	WP_235044984.1
OG0000350	Desulfosediminicola flagellatus IMCC35005	WP_136797878.1	WP_136805507.1
OG0000350	Desulfocapsa_06_corrosive	WP_217907714.1	Utg323392_33
OG0000350	Desulfosediminicola flagellatus IMCC35005	WP_217907714.1	WP_136806959.1
OG0000351	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798348.1	WP_054608863.1, WP_012536857.1
OG0000351	Desulfotalea psychrophila LSv54	WP_136798348.1	WP_162096620.1
OG0000351	Desulfovibrio ferrophilus IS5	WP_136798348.1	WP_126380946.1
OG0000351	Desulfosediminicola flagellatus IMCC35005	WP_136798348.1	WP_136806457.1
OG0000351	Desulfocapsa_13_biocide	WP_136798348.1	Utg857046_63
OG0000351	Desulfocapsa_06_corrosive	WP_136798348.1	Utg323316_170
OG0000351	Geobacter sulfurreducens PCA	WP_136798348.1	WP_010941822.1, WP_010942781.1, WP_010941496.1, WP_235044931.1, WP_010941985.1
OG0000351	Shewanella oneidensis MR-1	WP_136798348.1	WP_011074194.1, WP_011074442.1
OG0000352	Acidithiobacillus ferrooxidans YNTRS-40	WP_136800015.1, WP_136795198.1	WP_012537130.1
OG0000352	Shewanella oneidensis MR-1	WP_136800015.1, WP_136795198.1	WP_011071500.1
OG0000352	Desulfovibrio vulgaris DP4	WP_136800015.1, WP_136795198.1	WP_010939077.1
OG0000352	Desulfovibrio ferrophilus IS5	WP_136800015.1, WP_136795198.1	WP_126377336.1
OG0000352	Desulfocapsa sulfexigens DSM 10523	WP_136800015.1	WP_015405787.1
OG0000352	Geobacter sulfurreducens PCA	WP_136800015.1	WP_010942812.1
OG0000352	Geobacter sulfurreducens PCA	WP_136795198.1	WP_010943711.1
OG0000352	Desulforhopalus vacuolatus DSM 9700	WP_136795198.1	WP_205217504.1
OG0000352	Desulfotalea psychrophila LSv54	WP_136795198.1	WP_011188037.1
OG0000352	Desulfocapsa sulfexigens DSM 10523	WP_136795198.1	WP_015403877.1
OG0000352	Desulfocapsa_13_biocide	WP_136795198.1	Utg857152_37
OG0000352	Desulfocapsa_06_corrosive	WP_136795198.1	Utg323300_309
OG0000352	Desulfosediminicola flagellatus IMCC35005	WP_136795198.1	WP_136808040.1
OG0000353	Desulfotalea psychrophila LSv54	WP_136797713.1	WP_011188201.1, WP_011187388.1
OG0000353	Shewanella oneidensis MR-1	WP_136797713.1	WP_011071907.1
OG0000353	Acidithiobacillus ferrooxidans YNTRS-40	WP_136797713.1	WP_012537240.1
OG0000353	Geobacter sulfurreducens PCA	WP_136797713.1	WP_010943880.1
OG0000353	Desulforhopalus vacuolatus DSM 9700	WP_136797713.1	WP_205218764.1
OG0000353	Desulfovibrio vulgaris DP4	WP_136797713.1	WP_010939841.1
OG0000353	Desulfovibrio ferrophilus IS5	WP_136797713.1	WP_126378808.1, WP_126381186.1
OG0000353	Desulfocapsa_06_corrosive	WP_136797713.1	Utg323152_411
OG0000353	Desulfocapsa_13_biocide	WP_136797713.1	Utg859982_181
OG0000353	Desulfocapsa sulfexigens DSM 10523	WP_136797713.1	WP_015404899.1
OG0000353	Desulfosediminicola flagellatus IMCC35005	WP_136797713.1	WP_136805411.1
OG0000355	Shewanella oneidensis MR-1	WP_136796481.1	WP_011072812.1
OG0000355	Desulfovibrio ferrophilus IS5	WP_136796481.1	WP_126381547.1
OG0000355	Desulfovibrio vulgaris DP4	WP_136796481.1	WP_011792771.1
OG0000355	Geobacter sulfurreducens PCA	WP_136796481.1	WP_010941203.1
OG0000355	Desulforhopalus vacuolatus DSM 9700	WP_136796481.1	WP_205218649.1
OG0000355	Desulfotalea psychrophila LSv54	WP_136796481.1	WP_011188481.1
OG0000355	Desulfocapsa sulfexigens DSM 10523	WP_136796481.1	WP_015402391.1
OG0000355	Desulfocapsa_13_biocide	WP_136796481.1	Utg860814_93
OG0000355	Desulfocapsa_06_corrosive	WP_136796481.1	Utg323180_503
OG0000355	Desulfosediminicola flagellatus IMCC35005	WP_136796481.1	WP_136806707.1
OG0000356	Acidithiobacillus ferrooxidans YNTRS-40	WP_136795786.1	WP_012537427.1, WP_054609053.1
OG0000356	Geobacter sulfurreducens PCA	WP_136795786.1	WP_010942796.1, WP_010943738.1
OG0000356	Shewanella oneidensis MR-1	WP_136795786.1	WP_011073744.1
OG0000356	Desulfovibrio ferrophilus IS5	WP_136795786.1	WP_126377915.1
OG0000356	Desulfovibrio vulgaris DP4	WP_136795786.1	WP_010939497.1
OG0000356	Desulforhopalus vacuolatus DSM 9700	WP_136795786.1	WP_205218114.1
OG0000356	Desulfocapsa sulfexigens DSM 10523	WP_136795786.1	WP_015405042.1
OG0000356	Desulfocapsa_13_biocide	WP_136795786.1	Utg859098_215
OG0000356	Desulfocapsa_06_corrosive	WP_136795786.1	Utg325220_24, Utg323152_199
OG0000356	Desulfotalea psychrophila LSv54	WP_136795786.1	WP_011189820.1
OG0000356	Desulfosediminicola flagellatus IMCC35005	WP_136795786.1	WP_136806349.1
OG0000357	Desulfovibrio ferrophilus IS5	WP_136796056.1	WP_126376942.1
OG0000357	Desulfovibrio vulgaris DP4	WP_136796056.1	WP_011792314.1
OG0000357	Shewanella oneidensis MR-1	WP_136796056.1	WP_011073698.1
OG0000357	Acidithiobacillus ferrooxidans YNTRS-40	WP_136796056.1	WP_012537553.1
OG0000357	Geobacter sulfurreducens PCA	WP_136796056.1	WP_010942533.1
OG0000357	Desulfotalea psychrophila LSv54	WP_136796056.1	WP_011187686.1
OG0000357	Desulforhopalus vacuolatus DSM 9700	WP_136796056.1	WP_205219318.1
OG0000357	Desulfocapsa_06_corrosive	WP_136796056.1	Utg323140_190
OG0000357	Desulfocapsa_13_biocide	WP_136796056.1	Utg859432_51
OG0000357	Desulfocapsa sulfexigens DSM 10523	WP_136796056.1	WP_015402963.1
OG0000357	Desulfosediminicola flagellatus IMCC35005	WP_136796056.1	WP_136810634.1
OG0000358	Acidithiobacillus ferrooxidans YNTRS-40	WP_136799323.1	WP_012537707.1
OG0000358	Shewanella oneidensis MR-1	WP_136799323.1	WP_011072420.1
OG0000358	Desulfovibrio vulgaris DP4	WP_136799323.1	WP_011792626.1
OG0000358	Desulfovibrio ferrophilus IS5	WP_136799323.1	WP_126377529.1
OG0000358	Desulforhopalus vacuolatus DSM 9700	WP_136799323.1	WP_205218079.1
OG0000358	Geobacter sulfurreducens PCA	WP_136799323.1	WP_010941267.1
OG0000358	Desulfocapsa sulfexigens DSM 10523	WP_136799323.1	WP_015403098.1
OG0000358	Desulfocapsa_13_biocide	WP_136799323.1	Utg857152_203
OG0000358	Desulfocapsa_06_corrosive	WP_136799323.1	Utg323180_133
OG0000358	Desulfotalea psychrophila LSv54	WP_136799323.1	WP_011188159.1
OG0000358	Desulfosediminicola flagellatus IMCC35005	WP_136799323.1	WP_136808757.1
OG0000359	Desulfovibrio vulgaris DP4	WP_136799330.1	WP_011791553.1
OG0000359	Geobacter sulfurreducens PCA	WP_136799330.1	WP_010944058.1, WP_010943345.1
OG0000359	Shewanella oneidensis MR-1	WP_136799330.1	WP_011072820.1
OG0000359	Desulfovibrio ferrophilus IS5	WP_136799330.1	WP_126381036.1
OG0000359	Desulfocapsa_13_biocide	WP_136799330.1	Utg857682_57
OG0000359	Desulfocapsa_06_corrosive	WP_136799330.1	Utg323266_112
OG0000359	Desulfotalea psychrophila LSv54	WP_136799330.1	WP_011187804.1
OG0000359	Desulforhopalus vacuolatus DSM 9700	WP_136799330.1	WP_205218171.1
OG0000359	Desulfosediminicola flagellatus IMCC35005	WP_136799330.1	WP_136808781.1
OG0000360	Acidithiobacillus ferrooxidans YNTRS-40	WP_136798124.1	WP_041647474.1
OG0000360	Shewanella oneidensis MR-1	WP_136798124.1	WP_007651015.1
OG0000360	Geobacter sulfurreducens PCA	WP_136798124.1	WP_010942731.1
OG0000360	Desulfovibrio vulgaris DP4	WP_136798124.1	WP_010938090.1
OG0000360	Desulfovibrio ferrophilus IS5	WP_136798124.1	WP_126380696.1
OG0000360	Desulforhopalus vacuolatus DSM 9700	WP_136798124.1	WP_205217452.1
OG0000360	Desulfotalea psychrophila LSv54	WP_136798124.1	WP_041277667.1
OG0000360	Desulfocapsa sulfexigens DSM 10523	WP_136798124.1	WP_015404165.1
OG0000360	Desulfocapsa_06_corrosive	WP_136798124.1	Utg323448_18
OG0000360	Desulfocapsa_13_biocide	WP_136798124.1	Utg857490_30
OG0000360	Desulfosediminicola flagellatus IMCC35005	WP_136798124.1	WP_136810531.1
OG0000361	Geobacter sulfurreducens PCA	WP_176360071.1	WP_010940962.1
OG0000361	Desulfotalea psychrophila LSv54	WP_176360071.1	WP_011190034.1
OG0000361	Desulfovibrio vulgaris DP4	WP_176360071.1	WP_010938503.1
OG0000361	Desulfovibrio ferrophilus IS5	WP_176360071.1	WP_126379495.1
OG0000361	Desulforhopalus vacuolatus DSM 9700	WP_176360071.1	WP_205217741.1
OG0000361	Desulfocapsa sulfexigens DSM 10523	WP_176360071.1	WP_015404787.1
OG0000361	Desulfocapsa_13_biocide	WP_176360071.1	Utg859388_64
OG0000361	Desulfocapsa_06_corrosive	WP_176360071.1	Utg323392_154
OG0000361	Desulfosediminicola flagellatus IMCC35005	WP_176360071.1	WP_136805292.1
OG0000362	Desulfocapsa_06_corrosive	WP_136796345.1, WP_136796936.1	Utg323074_50
OG0000362	Desulforhopalus vacuolatus DSM 9700	WP_136796345.1, WP_136796936.1	WP_205217652.1
OG0000362	Shewanella oneidensis MR-1	WP_136796936.1	WP_011072049.1
OG0000362	Desulfocapsa sulfexigens DSM 10523	WP_136796936.1	WP_015402364.1
OG0000362	Desulfosediminicola flagellatus IMCC35005	WP_136796936.1	WP_228723324.1
OG0000362	Desulfotalea psychrophila LSv54	WP_136796936.1	WP_011188275.1
OG0000362	Desulforhopalus vacuolatus DSM 9700	WP_136798622.1	WP_205218942.1
OG0000362	Desulfocapsa_13_biocide	WP_136798622.1	Utg857992_13
OG0000362	Desulfocapsa_06_corrosive	WP_136798622.1	Utg323632_361
OG0000363	Geobacter sulfurreducens PCA	WP_136799379.1, WP_136795394.1	WP_010940854.1
OG0000363	Desulfotalea psychrophila LSv54	WP_136799379.1, WP_136795394.1	WP_041277943.1
OG0000363	Desulfovibrio ferrophilus IS5	WP_136799379.1, WP_136795394.1	WP_126377101.1
OG0000363	Desulfocapsa_06_corrosive	WP_136799379.1, WP_136795394.1	Utg323266_83
OG0000363	Desulforhopalus vacuolatus DSM 9700	WP_136799379.1, WP_136795394.1	WP_205217706.1
OG0000363	Desulfovibrio vulgaris DP4	WP_136795394.1	WP_011792691.1
OG0000363	Desulfosediminicola flagellatus IMCC35005	WP_136795394.1	WP_136808563.1
OG0000364	Geobacter sulfurreducens PCA	WP_136799030.1	WP_010941270.1
OG0000364	Desulforhopalus vacuolatus DSM 9700	WP_136799030.1	WP_205219523.1
OG0000364	Desulfovibrio vulgaris DP4	WP_136799030.1	WP_011792640.1
OG0000364	Desulfovibrio ferrophilus IS5	WP_136799030.1	WP_232034851.1
