Orthogroup	Species	Desulfotalea psychrophila LSv54	Orthologs
OG0000514	Desulfocapsa_13_biocide	WP_041278089.1	Utg858432_18
OG0000514	Desulforhopalus vacuolatus DSM 9700	WP_041278089.1	WP_205218175.1
OG0000514	Desulfosediminicola flagellatus IMCC35005	WP_041278089.1	WP_136808470.1
OG0000514	Desulfosediminicola ganghwensis IMCC35004	WP_041278089.1	WP_136798276.1
OG0000515	Desulfovibrio ferrophilus IS5	WP_011189178.1	WP_232034909.1
OG0000515	Shewanella oneidensis MR-1	WP_011189178.1	WP_011073016.1
OG0000515	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189178.1	WP_012536533.1
OG0000515	Geobacter sulfurreducens PCA	WP_011189178.1	WP_010942903.1
OG0000515	Desulforhopalus vacuolatus DSM 9700	WP_011189178.1	WP_205219781.1
OG0000515	Desulfocapsa sulfexigens DSM 10523	WP_011189178.1	WP_015405450.1
OG0000515	Desulfocapsa_13_biocide	WP_011189178.1	Utg859982_11
OG0000515	Desulfocapsa_06_corrosive	WP_011189178.1	Utg323152_558
OG0000515	Desulfosediminicola ganghwensis IMCC35004	WP_011189178.1	WP_136799260.1
OG0000515	Desulfosediminicola flagellatus IMCC35005	WP_011189178.1	WP_136806382.1
OG0000516	Geobacter sulfurreducens PCA	WP_041277801.1	WP_010942477.1
OG0000516	Desulfovibrio ferrophilus IS5	WP_041277801.1	WP_126378465.1
OG0000516	Desulfovibrio vulgaris DP4	WP_041277801.1	WP_011793110.1
OG0000516	Acidithiobacillus ferrooxidans YNTRS-40	WP_041277801.1	WP_012536759.1
OG0000516	Shewanella oneidensis MR-1	WP_041277801.1	WP_011070666.1
OG0000516	Desulforhopalus vacuolatus DSM 9700	WP_041277801.1	WP_205217710.1
OG0000516	Desulfosediminicola flagellatus IMCC35005	WP_041277801.1	WP_136805474.1
OG0000516	Desulfosediminicola ganghwensis IMCC35004	WP_041277801.1	WP_136796553.1
OG0000516	Desulfocapsa sulfexigens DSM 10523	WP_041277801.1	WP_015402358.1
OG0000516	Desulfocapsa_13_biocide	WP_041277801.1	Utg860814_197
OG0000516	Desulfocapsa_06_corrosive	WP_041277801.1	Utg323180_611, Utg323266_2
OG0000520	Shewanella oneidensis MR-1	WP_041278621.1	WP_011071914.1
OG0000520	Acidithiobacillus ferrooxidans YNTRS-40	WP_041278621.1	WP_012536816.1
OG0000520	Desulfovibrio vulgaris DP4	WP_041278621.1	WP_010937630.1
OG0000520	Desulfovibrio ferrophilus IS5	WP_041278621.1	WP_126379338.1
OG0000520	Geobacter sulfurreducens PCA	WP_041278621.1	WP_010941526.1, WP_010940890.1
OG0000520	Desulfocapsa_06_corrosive	WP_041278621.1	Utg323392_86
OG0000520	Desulfocapsa_13_biocide	WP_041278621.1	Utg859388_149
OG0000520	Desulfocapsa sulfexigens DSM 10523	WP_041278621.1	WP_015405376.1
OG0000520	Desulfosediminicola flagellatus IMCC35005	WP_041278621.1	WP_136807395.1
OG0000520	Desulfosediminicola ganghwensis IMCC35004	WP_041278621.1	WP_136795974.1
OG0000520	Desulforhopalus vacuolatus DSM 9700	WP_041278621.1	WP_205220133.1
OG0000521	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188856.1	WP_233459598.1, WP_012536827.1
OG0000521	Shewanella oneidensis MR-1	WP_011188856.1	WP_011072700.1
OG0000521	Desulfovibrio vulgaris DP4	WP_011188856.1	WP_010938037.1
OG0000521	Desulfovibrio ferrophilus IS5	WP_011188856.1	WP_126380820.1
OG0000521	Geobacter sulfurreducens PCA	WP_011188856.1	WP_010942403.1
OG0000521	Desulforhopalus vacuolatus DSM 9700	WP_011188856.1	WP_205219612.1
OG0000521	Desulfosediminicola ganghwensis IMCC35004	WP_011188856.1	WP_136799214.1
OG0000521	Desulfosediminicola flagellatus IMCC35005	WP_011188856.1	WP_136807544.1
OG0000521	Desulfocapsa_13_biocide	WP_011188856.1	Utg859098_269
OG0000521	Desulfocapsa_06_corrosive	WP_011188856.1	Utg323152_146
OG0000521	Desulfocapsa sulfexigens DSM 10523	WP_011188856.1	WP_015405139.1
OG0000522	Shewanella oneidensis MR-1	WP_011189825.1	WP_011070929.1
OG0000522	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189825.1	WP_012536840.1
OG0000522	Desulfovibrio vulgaris DP4	WP_011189825.1	WP_011792155.1
OG0000522	Desulfovibrio ferrophilus IS5	WP_011189825.1	WP_126377013.1
OG0000522	Geobacter sulfurreducens PCA	WP_011189825.1	WP_010942447.1
OG0000522	Desulfocapsa_06_corrosive	WP_011189825.1	Utg323152_209
OG0000522	Desulfocapsa_13_biocide	WP_011189825.1	Utg859098_204
OG0000522	Desulfocapsa sulfexigens DSM 10523	WP_011189825.1	WP_015405032.1
OG0000522	Desulfosediminicola flagellatus IMCC35005	WP_011189825.1	WP_136806343.1
OG0000522	Desulfosediminicola ganghwensis IMCC35004	WP_011189825.1	WP_136795791.1
OG0000522	Desulforhopalus vacuolatus DSM 9700	WP_011189825.1	WP_205218124.1
OG0000523	Shewanella oneidensis MR-1	WP_011189941.1	WP_011071704.1
OG0000523	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189941.1	WP_012536878.1
OG0000523	Desulfovibrio vulgaris DP4	WP_011189941.1	WP_010938645.1
OG0000523	Desulfovibrio ferrophilus IS5	WP_011189941.1	WP_126376393.1
OG0000523	Geobacter sulfurreducens PCA	WP_011189941.1	WP_010941346.1, WP_010942408.1
OG0000523	Desulforhopalus vacuolatus DSM 9700	WP_011189941.1	WP_205219825.1
OG0000523	Desulfocapsa sulfexigens DSM 10523	WP_011189941.1	WP_015404736.1
OG0000523	Desulfocapsa_06_corrosive	WP_011189941.1	Utg323392_227
OG0000523	Desulfocapsa_13_biocide	WP_011189941.1	Utg859388_10
OG0000523	Desulfosediminicola ganghwensis IMCC35004	WP_011189941.1	WP_136797774.1
OG0000523	Desulfosediminicola flagellatus IMCC35005	WP_011189941.1	WP_267313705.1
OG0000524	Desulfovibrio ferrophilus IS5	WP_011187894.1	WP_126380396.1
OG0000524	Desulfovibrio vulgaris DP4	WP_011187894.1	WP_010937314.1
OG0000524	Geobacter sulfurreducens PCA	WP_011187894.1	WP_010940681.1
OG0000524	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187894.1	WP_012606471.1, WP_012536920.1
OG0000524	Shewanella oneidensis MR-1	WP_011187894.1	WP_011070427.1, WP_011073645.1
OG0000524	Desulfocapsa sulfexigens DSM 10523	WP_011187894.1	WP_015403357.1
OG0000524	Desulfocapsa_13_biocide	WP_011187894.1	Utg861744_33
OG0000524	Desulfocapsa_06_corrosive	WP_011187894.1	Utg323160_66
OG0000524	Desulfosediminicola ganghwensis IMCC35004	WP_011187894.1	WP_136796105.1
OG0000524	Desulfosediminicola flagellatus IMCC35005	WP_011187894.1	WP_136809142.1
OG0000525	Shewanella oneidensis MR-1	WP_041277510.1	WP_011072362.1
OG0000525	Desulfocapsa_13_biocide	WP_041277510.1	Utg861448_15
OG0000525	Desulfocapsa sulfexigens DSM 10523	WP_041277510.1	WP_015403476.1
OG0000525	Desulfosediminicola flagellatus IMCC35005	WP_041277510.1	WP_136809559.1
OG0000525	Desulfosediminicola ganghwensis IMCC35004	WP_041277510.1	WP_136798559.1
OG0000525	Desulforhopalus vacuolatus DSM 9700	WP_041277510.1	WP_205218361.1
OG0000526	Shewanella oneidensis MR-1	WP_011190256.1	WP_011072542.1
OG0000526	Acidithiobacillus ferrooxidans YNTRS-40	WP_011190256.1	WP_012537089.1
OG0000526	Desulforhopalus vacuolatus DSM 9700	WP_011190256.1	WP_205220125.1
OG0000526	Geobacter sulfurreducens PCA	WP_011190256.1	WP_010942399.1
OG0000526	Desulfovibrio ferrophilus IS5	WP_011190256.1	WP_126375981.1
OG0000526	Desulfovibrio vulgaris DP4	WP_011190256.1	WP_011791368.1
OG0000526	Desulfocapsa sulfexigens DSM 10523	WP_011190256.1	WP_015402518.1
OG0000526	Desulfocapsa_06_corrosive	WP_011190256.1	Utg323180_264
OG0000526	Desulfocapsa_13_biocide	WP_011190256.1	Utg863716_87
OG0000526	Desulfosediminicola ganghwensis IMCC35004	WP_011190256.1	WP_136796771.1
OG0000526	Desulfosediminicola flagellatus IMCC35005	WP_011190256.1	WP_136806642.1
OG0000527	Geobacter sulfurreducens PCA	WP_011189472.1	WP_010943934.1, WP_010942656.1
OG0000527	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189472.1	WP_012537123.1
OG0000527	Shewanella oneidensis MR-1	WP_011189472.1	WP_011071884.1
OG0000527	Desulfosediminicola flagellatus IMCC35005	WP_011189472.1	WP_136806275.1
OG0000527	Desulfosediminicola ganghwensis IMCC35004	WP_011189472.1	WP_136795858.1
OG0000527	Desulforhopalus vacuolatus DSM 9700	WP_011189472.1	WP_205218165.1
OG0000527	Desulfocapsa sulfexigens DSM 10523	WP_011189472.1	WP_228130012.1
OG0000527	Desulfocapsa_06_corrosive	WP_011189472.1	Utg323990_77
OG0000527	Desulfocapsa_13_biocide	WP_011189472.1	Utg860006_135
OG0000530	Shewanella oneidensis MR-1	WP_049785116.1	WP_011072392.1
OG0000530	Acidithiobacillus ferrooxidans YNTRS-40	WP_049785116.1	WP_012537306.1
OG0000530	Desulfovibrio ferrophilus IS5	WP_049785116.1	WP_232034793.1
OG0000530	Desulfovibrio vulgaris DP4	WP_049785116.1	WP_164561900.1
OG0000530	Geobacter sulfurreducens PCA	WP_049785116.1	WP_010942516.1
OG0000530	Desulforhopalus vacuolatus DSM 9700	WP_049785116.1	WP_205218899.1
OG0000530	Desulfosediminicola ganghwensis IMCC35004	WP_049785116.1	WP_136797947.1
OG0000530	Desulfosediminicola flagellatus IMCC35005	WP_049785116.1	WP_136805239.1
OG0000530	Desulfocapsa sulfexigens DSM 10523	WP_049785116.1	WP_015405633.1
OG0000530	Desulfocapsa_13_biocide	WP_049785116.1	Utg858432_105
OG0000530	Desulfocapsa_06_corrosive	WP_049785116.1	Utg323632_212
OG0000531	Shewanella oneidensis MR-1	WP_228130141.1	WP_011071357.1
OG0000531	Geobacter sulfurreducens PCA	WP_228130141.1	WP_010942261.1, WP_010940720.1
OG0000531	Desulfovibrio vulgaris DP4	WP_228130141.1	WP_011793151.1
OG0000531	Desulfovibrio ferrophilus IS5	WP_228130141.1	WP_126375893.1
OG0000531	Acidithiobacillus ferrooxidans YNTRS-40	WP_228130141.1	WP_012537317.1
OG0000531	Desulforhopalus vacuolatus DSM 9700	WP_228130141.1	WP_205219838.1
OG0000531	Desulfocapsa_06_corrosive	WP_228130141.1	Utg323990_111
OG0000531	Desulfocapsa_13_biocide	WP_228130141.1	Utg860006_87
OG0000531	Desulfocapsa sulfexigens DSM 10523	WP_228130141.1	WP_015404567.1
OG0000531	Desulfosediminicola flagellatus IMCC35005	WP_228130141.1	WP_267313729.1
OG0000531	Desulfosediminicola ganghwensis IMCC35004	WP_228130141.1	WP_136795868.1
OG0000532	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188723.1	WP_012537323.1
OG0000532	Shewanella oneidensis MR-1	WP_011188723.1	WP_011071368.1
OG0000532	Geobacter sulfurreducens PCA	WP_011188723.1	WP_010940712.1, WP_010940981.1
OG0000532	Desulfovibrio ferrophilus IS5	WP_011188723.1	WP_126377676.1
OG0000532	Desulfovibrio vulgaris DP4	WP_011188723.1	WP_010940501.1
OG0000532	Desulforhopalus vacuolatus DSM 9700	WP_011188723.1	WP_205218675.1
OG0000532	Desulfosediminicola ganghwensis IMCC35004	WP_011188723.1	WP_136796622.1
OG0000532	Desulfosediminicola flagellatus IMCC35005	WP_011188723.1	WP_176371600.1
OG0000532	Desulfocapsa sulfexigens DSM 10523	WP_011188723.1	WP_015404539.1
OG0000532	Desulfocapsa_06_corrosive	WP_011188723.1	Utg323990_149
OG0000532	Desulfocapsa_13_biocide	WP_011188723.1	Utg860006_54
OG0000533	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188031.1	WP_012537326.1
OG0000533	Shewanella oneidensis MR-1	WP_011188031.1	WP_011072568.1
OG0000533	Desulfocapsa_06_corrosive	WP_011188031.1	Utg323300_299
OG0000533	Desulfocapsa_13_biocide	WP_011188031.1	Utg857152_27, Utg857152_26
OG0000533	Desulfocapsa sulfexigens DSM 10523	WP_011188031.1	WP_015403868.1
OG0000533	Desulforhopalus vacuolatus DSM 9700	WP_011188031.1	WP_205217510.1
OG0000533	Desulfovibrio ferrophilus IS5	WP_011188031.1	WP_126375945.1
OG0000533	Desulfovibrio vulgaris DP4	WP_011188031.1	WP_011792113.1
OG0000533	Geobacter sulfurreducens PCA	WP_011188031.1	WP_010942872.1
OG0000533	Desulfosediminicola ganghwensis IMCC35004	WP_011188031.1	WP_136795206.1
OG0000533	Desulfosediminicola flagellatus IMCC35005	WP_011188031.1	WP_136808050.1
OG0000534	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187873.1	WP_012537330.1
OG0000534	Shewanella oneidensis MR-1	WP_011187873.1	WP_011070880.1
OG0000534	Desulfovibrio vulgaris DP4	WP_011187873.1	WP_010938822.1
OG0000534	Desulfovibrio ferrophilus IS5	WP_011187873.1	WP_126377444.1
OG0000534	Geobacter sulfurreducens PCA	WP_011187873.1	WP_010942487.1
OG0000534	Desulfocapsa sulfexigens DSM 10523	WP_011187873.1	WP_015402863.1
OG0000534	Desulforhopalus vacuolatus DSM 9700	WP_011187873.1	WP_205219402.1
OG0000534	Desulfosediminicola ganghwensis IMCC35004	WP_011187873.1	WP_136799314.1
OG0000534	Desulfosediminicola flagellatus IMCC35005	WP_011187873.1	WP_136808749.1
OG0000535	Desulfovibrio ferrophilus IS5	WP_011190194.1	WP_126379224.1
OG0000535	Desulfovibrio vulgaris DP4	WP_011190194.1	WP_011792779.1
OG0000535	Shewanella oneidensis MR-1	WP_011190194.1	WP_011071476.1, WP_011071473.1
OG0000535	Acidithiobacillus ferrooxidans YNTRS-40	WP_011190194.1	WP_012537356.1
OG0000535	Geobacter sulfurreducens PCA	WP_011190194.1	WP_010943192.1
OG0000535	Desulforhopalus vacuolatus DSM 9700	WP_011190194.1	WP_205219617.1
OG0000535	Desulfosediminicola ganghwensis IMCC35004	WP_011190194.1	WP_228721330.1
OG0000535	Desulfosediminicola flagellatus IMCC35005	WP_011190194.1	WP_136806143.1
OG0000535	Desulfocapsa_06_corrosive	WP_011190194.1	Utg323180_111
OG0000535	Desulfocapsa_13_biocide	WP_011190194.1	Utg857152_185
OG0000535	Desulfocapsa sulfexigens DSM 10523	WP_011190194.1	WP_015402664.1
OG0000536	Shewanella oneidensis MR-1	WP_011187628.1	WP_011071542.1
OG0000536	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187628.1	WP_012606641.1
OG0000536	Desulforhopalus vacuolatus DSM 9700	WP_011187628.1	WP_240191994.1
OG0000536	Desulfovibrio ferrophilus IS5	WP_011187628.1	WP_126379271.1
OG0000536	Desulfocapsa sulfexigens DSM 10523	WP_011187628.1	WP_015403275.1
OG0000536	Desulfovibrio vulgaris DP4	WP_011187628.1	WP_010940049.1
OG0000536	Desulfosediminicola ganghwensis IMCC35004	WP_011187628.1	WP_136797215.1
OG0000536	Desulfosediminicola flagellatus IMCC35005	WP_011187628.1	WP_136808876.1
OG0000537	Shewanella oneidensis MR-1	WP_011189840.1	WP_011073663.1
OG0000537	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189840.1	WP_012537410.1
OG0000537	Desulfovibrio vulgaris DP4	WP_011189840.1	WP_010938258.1
OG0000537	Geobacter sulfurreducens PCA	WP_011189840.1	WP_010941663.1
OG0000537	Desulforhopalus vacuolatus DSM 9700	WP_011189840.1	WP_205218142.1
OG0000537	Desulfocapsa_06_corrosive	WP_011189840.1	Utg323152_226
OG0000537	Desulfocapsa_13_biocide	WP_011189840.1	Utg859098_185
OG0000537	Desulfocapsa sulfexigens DSM 10523	WP_011189840.1	WP_015405017.1
OG0000537	Desulfosediminicola flagellatus IMCC35005	WP_011189840.1	WP_136806328.1
OG0000537	Desulfosediminicola ganghwensis IMCC35004	WP_011189840.1	WP_136796009.1
OG0000538	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187361.1	WP_012537428.1
OG0000538	Shewanella oneidensis MR-1	WP_011187361.1	WP_011073746.1
OG0000538	Desulfovibrio vulgaris DP4	WP_011187361.1	WP_010939273.1
OG0000538	Desulfovibrio ferrophilus IS5	WP_011187361.1	WP_126380854.1
OG0000538	Geobacter sulfurreducens PCA	WP_011187361.1	WP_010943938.1, WP_275450053.1
OG0000538	Desulforhopalus vacuolatus DSM 9700	WP_011187361.1	WP_205218780.1
OG0000538	Desulfocapsa_06_corrosive	WP_011187361.1	Utg323140_264, Utg325220_1
OG0000538	Desulfocapsa sulfexigens DSM 10523	WP_011187361.1	WP_015403076.1
OG0000538	Desulfosediminicola flagellatus IMCC35005	WP_011187361.1	WP_136805968.1
OG0000538	Desulfosediminicola ganghwensis IMCC35004	WP_011187361.1	WP_136798568.1
OG0000539	Shewanella oneidensis MR-1	WP_011188585.1	WP_011072201.1
OG0000539	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188585.1	WP_012537483.1
OG0000539	Desulfovibrio vulgaris DP4	WP_011188585.1	WP_011792109.1
OG0000539	Desulfovibrio ferrophilus IS5	WP_011188585.1	WP_126376287.1, WP_172961816.1
OG0000539	Geobacter sulfurreducens PCA	WP_011188585.1	WP_010942181.1
OG0000539	Desulforhopalus vacuolatus DSM 9700	WP_011188585.1	WP_205217783.1
OG0000539	Desulfocapsa_13_biocide	WP_011188585.1	Utg857152_159
OG0000539	Desulfocapsa_06_corrosive	WP_011188585.1	Utg323180_65
OG0000539	Desulfocapsa sulfexigens DSM 10523	WP_011188585.1	WP_015402679.1
OG0000539	Desulfosediminicola flagellatus IMCC35005	WP_011188585.1	WP_167505844.1
OG0000539	Desulfosediminicola ganghwensis IMCC35004	WP_011188585.1	WP_167495824.1
OG0000540	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189704.1	WP_012537544.1
OG0000540	Shewanella oneidensis MR-1	WP_011189704.1	WP_011073236.1
OG0000540	Geobacter sulfurreducens PCA	WP_011189704.1	WP_010942258.1
OG0000540	Desulfocapsa_13_biocide	WP_011189704.1	Utg859236_26
OG0000540	Desulfocapsa_06_corrosive	WP_011189704.1	Utg323990_215, Utg323990_214
OG0000540	Desulfocapsa sulfexigens DSM 10523	WP_011189704.1	WP_015404471.1
OG0000540	Desulfovibrio ferrophilus IS5	WP_011189704.1	WP_126375989.1
OG0000540	Desulfovibrio vulgaris DP4	WP_011189704.1	WP_043629788.1
OG0000540	Desulfosediminicola flagellatus IMCC35005	WP_011189704.1	WP_136806113.1
OG0000540	Desulfosediminicola ganghwensis IMCC35004	WP_011189704.1	WP_136795948.1
OG0000540	Desulforhopalus vacuolatus DSM 9700	WP_011189704.1	WP_205219210.1
OG0000542	Shewanella oneidensis MR-1	WP_041277608.1	WP_011073694.1
OG0000542	Acidithiobacillus ferrooxidans YNTRS-40	WP_041277608.1	WP_012537556.1
OG0000542	Geobacter sulfurreducens PCA	WP_041277608.1	WP_010942538.1
OG0000542	Desulfovibrio ferrophilus IS5	WP_041277608.1	WP_126375953.1
OG0000542	Desulfovibrio vulgaris DP4	WP_041277608.1	WP_011793103.1, WP_011792943.1
OG0000542	Desulforhopalus vacuolatus DSM 9700	WP_041277608.1	WP_205217495.1
OG0000542	Desulfocapsa sulfexigens DSM 10523	WP_041277608.1	WP_015403888.1
OG0000542	Desulfocapsa_13_biocide	WP_041277608.1	Utg857152_50
OG0000542	Desulfocapsa_06_corrosive	WP_041277608.1	Utg323300_321
OG0000542	Desulfosediminicola ganghwensis IMCC35004	WP_041277608.1	WP_136795187.1
OG0000542	Desulfosediminicola flagellatus IMCC35005	WP_041277608.1	WP_136808029.1
OG0000543	Desulfovibrio vulgaris DP4	WP_041278539.1	WP_011792874.1
OG0000543	Desulfovibrio ferrophilus IS5	WP_041278539.1	WP_126380762.1
OG0000543	Shewanella oneidensis MR-1	WP_041278539.1	WP_011072926.1
OG0000543	Acidithiobacillus ferrooxidans YNTRS-40	WP_041278539.1	WP_012537673.1
OG0000543	Geobacter sulfurreducens PCA	WP_041278539.1	WP_010943017.1
OG0000543	Desulfocapsa sulfexigens DSM 10523	WP_041278539.1	WP_015405132.1
OG0000543	Desulfocapsa_06_corrosive	WP_041278539.1	Utg323152_153
OG0000543	Desulfocapsa_13_biocide	WP_041278539.1	Utg859098_262
OG0000543	Desulforhopalus vacuolatus DSM 9700	WP_041278539.1	WP_205220278.1
OG0000543	Desulfosediminicola flagellatus IMCC35005	WP_041278539.1	WP_136807556.1
OG0000543	Desulfosediminicola ganghwensis IMCC35004	WP_041278539.1	WP_136799220.1
OG0000544	Geobacter sulfurreducens PCA	WP_011187828.1	WP_010940974.1
OG0000544	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187828.1	WP_229129766.1, WP_012537696.1
OG0000544	Desulfovibrio ferrophilus IS5	WP_011187828.1	WP_126376662.1
OG0000544	Desulfovibrio vulgaris DP4	WP_011187828.1	WP_010939602.1
OG0000544	Shewanella oneidensis MR-1	WP_011187828.1	WP_011072157.1
OG0000544	Desulforhopalus vacuolatus DSM 9700	WP_011187828.1	WP_205218590.1
OG0000544	Desulfocapsa_13_biocide	WP_011187828.1	Utg861744_125
OG0000544	Desulfocapsa_06_corrosive	WP_011187828.1	Utg324810_54
OG0000544	Desulfocapsa sulfexigens DSM 10523	WP_011187828.1	WP_015403427.1
OG0000544	Desulfosediminicola flagellatus IMCC35005	WP_011187828.1	WP_136808631.1
OG0000544	Desulfosediminicola ganghwensis IMCC35004	WP_011187828.1	WP_136795447.1
OG0000545	Geobacter sulfurreducens PCA	WP_011188974.1	WP_010943465.1
OG0000545	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188974.1	WP_012606542.1
OG0000545	Shewanella oneidensis MR-1	WP_011188974.1	WP_011072102.1
OG0000545	Desulfovibrio vulgaris DP4	WP_011188974.1	WP_010939218.1
OG0000545	Desulfovibrio ferrophilus IS5	WP_011188974.1	WP_126377049.1
OG0000545	Desulfocapsa sulfexigens DSM 10523	WP_011188974.1	WP_015404963.1, WP_015402736.1
OG0000545	Desulfocapsa_13_biocide	WP_011188974.1	Utg859750_15
OG0000545	Desulfocapsa_06_corrosive	WP_011188974.1	Utg323140_9
OG0000545	Desulforhopalus vacuolatus DSM 9700	WP_011188974.1	WP_205217421.1
OG0000545	Desulfosediminicola ganghwensis IMCC35004	WP_011188974.1	WP_136799884.1
OG0000545	Desulfosediminicola flagellatus IMCC35005	WP_011188974.1	WP_136805818.1
OG0000546	Desulfovibrio ferrophilus IS5	WP_011187675.1	WP_126377155.1
OG0000546	Desulfovibrio vulgaris DP4	WP_011187675.1	WP_081428870.1
OG0000546	Geobacter sulfurreducens PCA	WP_011187675.1	WP_010943608.1
OG0000546	Shewanella oneidensis MR-1	WP_011187675.1	WP_011071505.1
OG0000546	Desulfosediminicola flagellatus IMCC35005	WP_011187675.1	WP_136810645.1
OG0000546	Desulfosediminicola ganghwensis IMCC35004	WP_011187675.1	WP_136796045.1
OG0000546	Desulforhopalus vacuolatus DSM 9700	WP_011187675.1	WP_205219329.1
OG0000546	Desulfocapsa sulfexigens DSM 10523	WP_011187675.1	WP_015402951.1
OG0000546	Desulfocapsa_06_corrosive	WP_011187675.1	Utg323140_178
OG0000546	Desulfocapsa_13_biocide	WP_011187675.1	Utg859432_39
OG0000547	Desulfosediminicola ganghwensis IMCC35004	WP_041277944.1	WP_136795732.1
OG0000547	Shewanella oneidensis MR-1	WP_041277944.1	WP_011071600.1, WP_011074097.1
OG0000547	Desulfovibrio ferrophilus IS5	WP_041277944.1	WP_126379146.1, WP_126379018.1
OG0000547	Desulfosediminicola flagellatus IMCC35005	WP_041277944.1	WP_136809251.1
OG0000547	Acidithiobacillus ferrooxidans YNTRS-40	WP_041277944.1	WP_180830382.1
OG0000547	Desulforhopalus vacuolatus DSM 9700	WP_041277944.1	WP_205219929.1
OG0000547	Geobacter sulfurreducens PCA	WP_041277944.1	WP_010941434.1
OG0000547	Desulfocapsa_13_biocide	WP_041277944.1	Utg860814_120
OG0000547	Desulfocapsa_06_corrosive	WP_041277944.1	Utg323180_527
OG0000547	Desulfocapsa sulfexigens DSM 10523	WP_041277944.1	WP_228130060.1
OG0000548	Acidithiobacillus ferrooxidans YNTRS-40	WP_011187345.1	WP_215905524.1
OG0000548	Shewanella oneidensis MR-1	WP_011187345.1	WP_011071430.1
OG0000548	Desulfovibrio ferrophilus IS5	WP_011187345.1	WP_126377086.1
OG0000548	Desulfovibrio vulgaris DP4	WP_011187345.1	WP_010938966.1
OG0000548	Geobacter sulfurreducens PCA	WP_011187345.1	WP_010942272.1
OG0000548	Desulfosediminicola ganghwensis IMCC35004	WP_011187345.1	WP_136798584.1
OG0000548	Desulfosediminicola flagellatus IMCC35005	WP_011187345.1	WP_136805953.1
OG0000548	Desulfocapsa sulfexigens DSM 10523	WP_011187345.1	WP_015403059.1
OG0000548	Desulfocapsa_06_corrosive	WP_011187345.1	Utg323140_246
OG0000548	Desulforhopalus vacuolatus DSM 9700	WP_011187345.1	WP_205217478.1
OG0000549	Acidithiobacillus ferrooxidans YNTRS-40	WP_011189640.1	WP_225487409.1
OG0000549	Shewanella oneidensis MR-1	WP_011189640.1	WP_011073367.1
OG0000549	Geobacter sulfurreducens PCA	WP_011189640.1	WP_010941832.1
OG0000549	Desulfovibrio ferrophilus IS5	WP_011189640.1	WP_126379236.1
OG0000549	Desulfovibrio vulgaris DP4	WP_011189640.1	WP_011792519.1
OG0000549	Desulforhopalus vacuolatus DSM 9700	WP_011189640.1	WP_205220069.1
OG0000549	Desulfocapsa_06_corrosive	WP_011189640.1	Utg323392_28
OG0000549	Desulfocapsa_13_biocide	WP_011189640.1	Utg858498_13
OG0000549	Desulfocapsa sulfexigens DSM 10523	WP_011189640.1	WP_015405349.1
OG0000549	Desulfosediminicola flagellatus IMCC35005	WP_011189640.1	WP_136806315.1
OG0000549	Desulfosediminicola ganghwensis IMCC35004	WP_011189640.1	WP_228721339.1
OG0000550	Shewanella oneidensis MR-1	WP_011188945.1	WP_164925726.1
OG0000550	Acidithiobacillus ferrooxidans YNTRS-40	WP_011188945.1	WP_230456331.1
OG0000550	Desulfovibrio ferrophilus IS5	WP_011188945.1	WP_126378469.1
OG0000550	Desulfovibrio vulgaris DP4	WP_011188945.1	WP_011791414.1
OG0000550	Geobacter sulfurreducens PCA	WP_011188945.1	WP_235045013.1
OG0000550	Desulforhopalus vacuolatus DSM 9700	WP_011188945.1	WP_240192054.1
OG0000550	Desulfocapsa sulfexigens DSM 10523	WP_011188945.1	WP_015405518.1
OG0000550	Desulfocapsa_13_biocide	WP_011188945.1	Utg861448_9
OG0000550	Desulfocapsa_06_corrosive	WP_011188945.1	Utg323632_387, Utg323392_263
OG0000550	Desulfosediminicola flagellatus IMCC35005	WP_011188945.1	WP_167505870.1
OG0000550	Desulfosediminicola ganghwensis IMCC35004	WP_011188945.1	WP_136799186.1
OG0000551	Shewanella oneidensis MR-1	WP_011189864.1	WP_011071057.1
OG0000551	Desulfovibrio ferrophilus IS5	WP_011189864.1	WP_126377300.1
OG0000551	Desulfovibrio vulgaris DP4	WP_011189864.1	WP_011791394.1
OG0000551	Desulfosediminicola ganghwensis IMCC35004	WP_011189864.1	WP_136797876.1
OG0000551	Desulfosediminicola flagellatus IMCC35005	WP_011189864.1	WP_136805510.1
OG0000551	Desulfocapsa sulfexigens DSM 10523	WP_011189864.1	WP_015402319.1
OG0000551	Desulfocapsa_06_corrosive	WP_011189864.1	Utg323180_674
OG0000551	Desulfocapsa_13_biocide	WP_011189864.1	Utg860814_267
